Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Filter Type","Configuration","Voltage - Rated DC","Voltage - Rated AC","Voltage - Rated AC (Phase to Ground/Neutral)","Voltage - Rated AC (Phase to Phase)","Current","Frequency - Operating","Applications","Approvals","Operating Temperature","Mounting Type","Termination Style","Inductance"
https://www.cui.com/product/resource/digikeypdf/vfm-xx.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VFM-25C.jpg,102-2057-ND,VFM-25C,CUI Inc.,LINE FILTER 36VDC 25A CHASS MNT,579,0,"37.60000","0","1","VFM-XX","Active","DC","Single Stage","36V","-","-","-","25A","-","General Purpose","-","-40°C ~ 100°C","Chassis Mount","Terminal Block","-"
https://www.schaffner.com/products/download/product/datasheet/fn-2070-multi-stage-performancey-emcemi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2070-10-06.JPG,817-1307-ND,FN2070-10-06,Schaffner EMC Inc.,LINE FILTER 110/250VAC 10A CHASS,113,240,"38.80000","0","1","FN 2070","Active","Single Phase","Two Stage","-","110V, 250V","-","-","10A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","4.5mH"
https://www.schaffner.com/products/download/product/datasheet/fn-2030-general-purpose-emcemi-filter-with-high-attenuation-performance/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2030-30-08.JPG,817-1280-ND,FN2030-30-08,Schaffner EMC Inc.,LINE FILTER 250VAC 30A CHASS MNT,217,300,"39.88000","0","1","FN 2030","Active","Single Phase","Single Stage","-","250V","-","-","30A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Threaded Post (M4)","2mH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_T_SERIES&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/6ET1.JPG,CCM1604-ND,6ET1,TE Connectivity Corcom Filters,LINE FILTER 250VAC 6A CHASS MNT,358,0,"41.80000","0","1","T","Active","Single Phase","Single Stage","-","250V","-","-","6A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","18.5mH"
https://www.schaffner.com/products/download/product/datasheet/fn-355-ultra-compact-low-leakage-current-3-phase-and-neutral-line-emcemi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN355-10-05.JPG,817-1156-ND,FN355-10-05,Schaffner EMC Inc.,LINE FILTER 10A CHASSIS MOUNT,110,20,"44.19000","0","1","FN 355","Active","Three Phase (Wye)","Single Stage","-","-","250V","440V","10A","DC ~ 400Hz","General Purpose","CSA, SEMKO, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","-"
https://www.schaffner.com/products/download/product/datasheet/fn-2090-multi-stage-emcemi-filter-with-excellent-attenuation-performance/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2090-4-06.JPG,817-1333-ND,FN2090-16-06,Schaffner EMC Inc.,LINE FILTER 110/250VAC 16A CHASS,115,940,"44.87000","0","1","FN 2090","Active","Single Phase","Two Stage","-","110V, 250V","-","-","16A","DC ~ 400Hz","General Purpose","CE, CSA, ENEC, UR","-20°C ~ 100°C","Chassis Mount","Quick Connect","4mH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_HQ_SERIES&DocType=CS&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/3EHQ1.JPG,CCM1695-ND,3EHQ1,TE Connectivity Corcom Filters,LINE FILTER 250VAC 3A CHASS MNT,463,0,"46.38000","0","1","HQ","Active","Single Phase","Two Stage","-","250V","-","-","3A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","32.18mH"
https://www.us.tdk-lambda.com/ftp/Specs/rden.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_RDEN048050.JPG,285-2325-ND,RDEN048050,TDK-Lambda Americas Inc.,LINE FILTER 48VDC 50A CHASS MNT,317,0,"47.01000","0","1","RDEN","Active","DC","Single Stage","48V","-","-","-","50A","-","General Purpose","-","-30°C ~ 85°C","Chassis Mount","Threaded Post (M5)","-"
https://www.schaffner.com/products/download/product/datasheet/fn-2090-multi-stage-emcemi-filter-with-excellent-attenuation-performance/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2090-4-06.JPG,817-1334-ND,FN2090-20-06,Schaffner EMC Inc.,LINE FILTER 110/250VAC 20A CHASS,133,300,"53.64000","0","1","FN 2090","Active","Single Phase","Two Stage","-","110V, 250V","-","-","20A","DC ~ 400Hz","General Purpose","CE, CSA, ENEC, UR","-20°C ~ 100°C","Chassis Mount","Quick Connect","2.7mH"
https://www.schaffner.com/products/download/product/datasheet/fn-2080-multi-stage-high-performance-emcemi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2080-16-06.JPG,817-1327-ND,FN2080-16-06,Schaffner EMC Inc.,LINE FILTER 110/250VAC 16A CHASS,129,0,"54.34000","0","1","FN 2080","Active","Single Phase","Two Stage","-","110V, 250V","-","-","16A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","2.8mH"
https://www.schaffner.com/products/download/product/datasheet/fn-355-ultra-compact-low-leakage-current-3-phase-and-neutral-line-emcemi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN355-20-03.JPG,817-1157-ND,FN355-20-03,Schaffner EMC Inc.,LINE FILTER 20A CHASSIS MOUNT,161,160,"55.75000","0","1","FN 355","Active","Three Phase (Wye)","Single Stage","-","-","250V","440V","20A","DC ~ 400Hz","General Purpose","CSA, SEMKO, UR","-25°C ~ 100°C","Chassis Mount","Terminal Block","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_HT_SERIES&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/10EHT1.JPG,CCM1672-ND,10EHT1,TE Connectivity Corcom Filters,LINE FILTER 250VAC 10A CHASS MNT,303,0,"59.61000","0","1","HT","Active","Single Phase","Single Stage","-","250V","-","-","10A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","9.5mH"
https://www.schaffner.com/products/download/product/datasheet/fn-2410-fn-2412-single-and-two-phase-emcemi-filters-for-industrial-electronics/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2410-32-33.JPG,817-1353-ND,FN2410-32-33,Schaffner EMC Inc.,LINE FILTER 250VAC 32A CHASS MNT,288,120,"71.73000","0","1","FN 2410","Active","Single Phase","Single Stage","-","250V","-","-","32A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Terminal Block","-"
https://www.schaffner.com/products/download/product/datasheet/fn-2070-multi-stage-performancey-emcemi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2070-36-08.JPG,817-1316-ND,FN2070-36-08,Schaffner EMC Inc.,LINE FILTER 110/250VAC 36A CHASS,174,20,"71.98000","0","1","FN 2070","Active","Single Phase","Two Stage","-","110V, 250V","-","-","36A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Threaded Post (M4)","1.23mH"
https://www.schaffner.com/products/download/product/datasheet/fn-2070-multi-stage-performancey-emcemi-filter/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/MFG_FN-2070-SERIES.jpg,817-1898-ND,FN2070B-36-08,Schaffner EMC Inc.,LINE FILTER 110/250VAC 36A CHASS,152,0,"71.98000","0","1","FN 2070","Active","Single Phase","Two Stage","-","110V, 250V","-","-","36A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Threaded Post (M4)","1.23mH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_Q_SERIES&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/20EQ1.JPG,CCM1726-ND,20EQ1,TE Connectivity Corcom Filters,LINE FILTER 250VAC 20A CHASS MNT,617,0,"83.77000","0","1","Q","Active","Single Phase","Two Stage","-","250V","-","-","20A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","6mH"
https://www.schaffner.com/products/download/product/datasheet/fn-2410-fn-2412-single-and-two-phase-emcemi-filters-for-industrial-electronics/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2412-32-33.JPG,817-1360-ND,FN2412-32-33,Schaffner EMC Inc.,LINE FILTER 250VAC 32A DIN RAIL,255,80,"83.98000","0","1","FN 2412","Active","Single Phase","Single Stage","-","250V","-","-","32A","DC ~ 400Hz","Regenerative Motor Drive","CSA, ENEC, UR","-25°C ~ 100°C","DIN Rail","Terminal Block","-"
https://www.schaffner.com/products/download/product/datasheet/fn-3025-fn-3026-advanced-emcemi-filter-concept-with-minimum-leakage-current/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/FN3026-SERIES.jpg,817-1121-ND,FN3026HL-10-71,Schaffner EMC Inc.,LINE FILTER 10A DIN RAIL,46,6,"95.20000","0","1","FN 3026","Active","Three Phase (Delta)","Single Stage","-","-","300V","520V","10A","60Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","DIN Rail","Terminal Block","-"
https://en.cosel.co.jp/tool/tag/pdf/SFE_TAC(04_30A).pdf,//media.digikey.com/Photos/Cosel/TAC-Series.JPG,1776-1778-ND,TAC-30-683,"Cosel USA, Inc.",LINE FILTER 500VAC 30A CHASSIS,58,0,"90.29000","0","1","TAC","Active","Three Phase (Delta)","Single Stage","-","500V","-","-","30A","50/60Hz","General Purpose","cURus, VDE","-40°C ~ 85°C","Chassis Mount","Terminal Block","-"
https://www.curtisind.com/wp-content/uploads/FD-Series-RFI-Filters.pdf,//media.digikey.com/Photos/Curtis%20Industries%20Photos/FD00DD100.JPG,364-1159-ND,FD00DD100,Curtis Industries,LINE FILTER 80VDC 100A CHASS MNT,46,0,"107.00000","0","1","FD","Active","DC","Single Stage","80V","-","-","-","100A","-","General Purpose","cUR, TUV, UR","-","Chassis Mount","Threaded Post (8-32)","-"
https://www.schaffner.com/products/download/product/datasheet/fn-3025-fn-3026-advanced-emcemi-filter-concept-with-minimum-leakage-current/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN3025HL-50-72.JPG,817-1116-ND,FN3025HL-50-72,Schaffner EMC Inc.,LINE FILTER 50A CHASSIS MOUNT,27,0,"115.37000","0","1","FN 3025","Active","Three Phase (Delta)","Single Stage","-","-","300V","520V","50A","DC ~ 60Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Terminal Block","-"
https://www.schaffner.com/products/download/product/datasheet/fn-2200-dc-emcemi-filter-for-photovoltaic-inverters/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/FN2200-50-34.jpg,817-1604-ND,FN2200-50-34,Schaffner EMC Inc.,LINE FILTER 1.2KVDC 50A CHASS,37,0,"108.71000","0","1","FN 2200","Active","DC","Single Stage","1200V (1.2kV)","-","-","-","50A","-","Photovoltaic Inverter","cURus, ENEC","-40°C ~ 100°C","Chassis Mount","Terminal Block","-"
https://www.schaffner.com/products/download/product/datasheet/fn-2020-general-purpose-emi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2020-60-24.JPG,817-1274-ND,FN2020-60-24,Schaffner EMC Inc.,LINE FILTER 250VAC 60A CHASS MNT,146,10,"111.71000","0","1","FN 2020","Active","Single Phase","Single Stage","-","250V","-","-","60A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Threaded Post (M6)","1mH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_FC_SERIES&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/16FC10.JPG,16FC10-ND,16FC10,TE Connectivity Corcom Filters,LINE FILTER 250VAC 16A CHASS MNT,75,0,"114.18000","0","1","FC","Active","Single Phase","Two Stage","-","250V","-","-","16A","50/60Hz","Inverters, Power Drive Systems","UR","-10°C ~ 40°C","Chassis Mount","Terminal Block","-"
https://www.schaffner.com/products/download/product/datasheet/fn-350-single-phase-emcemi-filter-for-motor-drives/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN350-20-29.JPG,817-1131-ND,FN350-20-29,Schaffner EMC Inc.,LINE FILTER 250VAC 20A CHASS MNT,32,30,"128.65000","0","1","FN 350","Active","Single Phase","Single Stage","-","250V","-","-","20A","DC ~ 400Hz","Regenerative Motor Drive","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Terminal Block","-"
https://www.schaffner.com/products/download/product/datasheet/fn-3025-fn-3026-advanced-emcemi-filter-concept-with-minimum-leakage-current/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/FN3026-SERIES.jpg,817-1128-ND,FN3026HP-50-72,Schaffner EMC Inc.,LINE FILTER 50A DIN RAIL,66,0,"131.86000","0","1","FN 3026","Active","Three Phase (Delta)","Single Stage","-","-","300V","520V","50A","60Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","DIN Rail","Terminal Block","-"
https://www.schaffner.com/products/download/product/datasheet/fn-350-single-phase-emcemi-filter-for-motor-drives/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN350-30-33.JPG,817-1132-ND,FN350-30-33,Schaffner EMC Inc.,LINE FILTER 250VAC 30A CHASS MNT,252,120,"179.82000","0","1","FN 350","Active","Single Phase","Single Stage","-","250V","-","-","30A","DC ~ 400Hz","Regenerative Motor Drive","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Terminal Block","-"
https://www.schaffner.com/products/download/product/datasheet/fn-350-single-phase-emcemi-filter-for-motor-drives/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN350-55-33.JPG,817-1134-ND,FN350-55-33,Schaffner EMC Inc.,LINE FILTER 250VAC 55A CHASS MNT,37,12,"228.77000","0","1","FN 350","Active","Single Phase","Single Stage","-","250V","-","-","55A","DC ~ 400Hz","Regenerative Motor Drive","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Terminal Block","-"
https://www.schaffner.com/products/download/product/datasheet/fn-351-general-purpose-emcemi-filter-for-three-phase-applications/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN351-36-33.JPG,817-1139-ND,FN351-36-33,Schaffner EMC Inc.,LINE FILTER 36A CHASSIS MOUNT,61,0,"238.69000","0","1","FN 351","Active","Three Phase (Delta)","Single Stage","-","-","250V","440V","36A","DC ~ 60Hz","Inverters, Power Drive Systems","CSA, ENEC, UR","-25°C ~ 85°C","Chassis Mount","Terminal Block","-"
https://www.schaffner.com/products/download/product/datasheet/fn-3120-high-end-emcemi-filter-for-conventional-and-regenerative-drives/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN3120H-50-53.JPG,817-2225-ND,FN3120H-50-53,Schaffner EMC Inc.,LINE FILTER 50A CHASSIS MOUNT,29,0,"305.49000","0","1","FN 3120","Active","Three Phase (Delta)","Single Stage","-","-","300V","520V","50A","DC ~ 60Hz","Regenerative Motor Drive","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Terminal Block","-"
https://www.schaffner.com/products/download/product/datasheet/fn-3258-ultra-compact-emcemi-filter-for-3-phase-systems-and-motor-drives/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN3258-75-34.JPG,817-1379-ND,FN3258-75-34,Schaffner EMC Inc.,LINE FILTER 75A CHASSIS MOUNT,71,0,"335.35000","0","1","FN 3258","Active","Three Phase (Delta)","Single Stage","-","-","277V","480V","75A","DC ~ 60Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Terminal Block","-"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_FPP-02.pdf,//media.digikey.com/Photos/Schurter%20Photos/MFG_5500.2019.jpg,486-3766-ND,5500.2019,Schurter Inc.,LINE FILTER 125/250VAC 6.5A TH,129,0,"8.14000","0","1","FPP-02","Active","Single Phase","Single Stage","-","125V, 250V","-","-","6.5A","50/60Hz","General Purpose","cURus, ENEC, VDE","-25°C ~ 85°C","Through Hole","PC Pins","1mH"
http://www.deltaww.com/filecenter/Products/download/04/0406/general_one/DB.pdf,//media.digikey.com/photos/Delta%20Photos/02DBAG5.JPG,603-1141-ND,02DBAG5,Delta Electronics,LINE FILTER 115/250VAC 2A CHAS,1381,0,"8.86000","0","1","DB","Active","Single Phase","Single Stage","-","115V, 250V","-","-","2A","50/60Hz","General Purpose","CSA, UR, VDE","-25°C ~ 100°C","Chassis Mount","Quick Connect","1.1mH"
https://www.us.tdk-lambda.com/ftp/specs/etl_rsel.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_RSAL-RSEL%28W%29-Series.jpg,285-2741-ND,RSEL-2002W,TDK-Lambda Americas Inc.,LINE FILTER 250VDC/VAC 2A CHASS,211,0,"8.99000","0","1","RSEL","Active","Single Phase","Single Stage","250V","250V","-","-","2A","-","General Purpose","CSA, EN, UL","-25°C ~ 85°C","Chassis Mount","Wire Leads","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_WG_SERIES&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/16WGF1.JPG,CCM1988-ND,4-6609089-8,TE Connectivity Corcom Filters,LINE FILTER 250VAC 16A CHASS MNT,674,0,"9.36000","0","1","WG","Active","Single Phase","Single Stage","-","250V","-","-","16A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect, Threaded Post (M8)","2.1mH"
http://www.deltaww.com/filecenter/Products/download/04/0406/general_one/DB.pdf,//media.digikey.com/Photos/Delta%20Photos/05DBAG5.JPG,603-1658-ND,05DBAG5,Delta Electronics,LINE FILTER 115/250VAC 5A CHAS,9120,0,"9.86000","0","1","DB","Active","Single Phase","Single Stage","-","115V, 250V","-","-","5A","50/60Hz","General Purpose","CSA, UR, VDE","-25°C ~ 100°C","Chassis Mount","Quick Connect","2.9mH"
//media.digikey.com/PDF/Data%20Sheets/Delta%20PDFs/05DBAW5.pdf,//media.digikey.com/Photos/Delta%20Photos/05DBAW5.JPG,1144-1016-ND,05DBAW5,Delta Electronics,LINE FILTER 115/250VAC 5A CHAS,804,0,"10.83000","0","1","DB","Active","Single Phase","Single Stage","-","115V, 250V","-","-","5A","50/60Hz","General Purpose","CSA, UR, VDE","-25°C ~ 100°C","Chassis Mount","Wire Leads","2.9mH"
https://www.schaffner.com/products/download/product/datasheet/fn-405-pcb-mounting-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN405-3-02.JPG,817-1189-ND,FN405-3-02,Schaffner EMC Inc.,LINE FILTER 250VAC 3A TH,617,1000,"10.87000","0","1","FN 405","Active","Single Phase","Single Stage","-","250V","-","-","3A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Through Hole","PC Pins","2mH"
https://www.tdk-electronics.tdk.com/inf/30/db/emc_2014/B84110A.pdf,//media.digikey.com/photos/Epcos%20Photos/B84110A0000A005.JPG,495-2800-ND,B84110A0000A005,EPCOS (TDK),LINE FILTER 250VDC/VAC 500MA TH,151,0,"10.88000","0","1","B84110A","Active","Single Phase","Single Stage","250V","250V","-","-","500mA","50/60Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Through Hole","PC Pins","39mH"
https://www.schaffner.com/products/download/product/datasheet/fn-405-pcb-mounting-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN405-6-02.JPG,817-1190-ND,FN405-6-02,Schaffner EMC Inc.,LINE FILTER 250VAC 6A TH,359,0,"10.99000","0","1","FN 405","Active","Single Phase","Single Stage","-","250V","-","-","6A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Through Hole","PC Pins","800µH"
https://www.schaffner.com/products/download/product/datasheet/fn-402-low-cost-pcb-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN402-0.5-02.JPG,817-1181-ND,FN402-0.5-02,Schaffner EMC Inc.,LINE FILTER 250VAC 500MA TH,327,0,"11.06000","0","1","FN 402","Active","Single Phase","Single Stage","-","250V","-","-","500mA","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Through Hole","PC Pins","40mH"
https://www.schaffner.com/products/download/product/datasheet/fn-406-ultra-compact-emc-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN406-6-02.JPG,817-1195-ND,FN406-6-02,Schaffner EMC Inc.,LINE FILTER 250VAC 6A TH,1980,250,"11.24000","0","1","FN 406","Active","Single Phase","Single Stage","-","250V","-","-","6A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Through Hole","PC Pins","780µH"
https://www.schaffner.com/products/download/product/datasheet/fn-402-low-cost-pcb-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN402-1.6-02.JPG,817-1183-ND,FN402-1.6-02,Schaffner EMC Inc.,LINE FILTER 250VAC 1.6A TH,1573,0,"11.26000","0","1","FN 402","Active","Single Phase","Single Stage","-","250V","-","-","1.6A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Through Hole","PC Pins","6mH"
https://www.schaffner.com/products/download/product/datasheet/fn-406-ultra-compact-emc-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN406-8.4-02.JPG,817-1196-ND,FN406-8.4-02,Schaffner EMC Inc.,LINE FILTER 250VAC 8.4A TH,1508,0,"11.37000","0","1","FN 406","Active","Single Phase","Single Stage","-","250V","-","-","8.4A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Through Hole","PC Pins","300µH"
https://www.tdk-electronics.tdk.com/inf/30/db/emc_2014/B84110A.pdf,//media.digikey.com/photos/Epcos%20Photos/B84110A0000A020.JPG,495-2798-ND,B84110A0000A020,EPCOS (TDK),LINE FILTER 250VDC/VAC 2A TH,164,0,"11.45000","0","1","B84110A","Active","Single Phase","Single Stage","250V","250V","-","-","2A","50/60Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Through Hole","PC Pins","5.6mH"
