Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Design","Impedance @ Frequency","Material","Inner Dimension","Outer Dimension","Ratings","Mounting Type","Length"
https://katalog.we-online.de/pbs/datasheet/7427727.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/7427727.JPG,732-3090-ND,7427727,Wurth Electronics Inc.,FERRITE CORE 100 OHM SOLID,1537,0,"4.15000","0","1","WE-AFB LFS","Active","Round","Solid","100Ohm @ 10MHz","8W5000","0.250"" Dia (6.35mm)","0.559"" Dia (14.20mm)","-","Free Hanging","1.122"" (28.50mm)"
https://katalog.we-online.de/pbs/datasheet/74271112S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/74271112S.JPG,732-3627-ND,74271112S,Wurth Electronics Inc.,FERRITE CORE 321 OHM HINGED 6MM,6678,0,"4.32000","0","1","Star-Tec","Active","Round","Hinged (Snap On), Key Required","321Ohm @ 100MHz","4W620","0.236"" Dia (6.00mm)","0.933"" W x 0.717"" H (23.70mm x 18.20mm)","-","Free Hanging","1.594"" (40.50mm)"
https://katalog.we-online.de/pbs/datasheet/74271111.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/74271111.JPG,732-3996-ND,74271111,Wurth Electronics Inc.,FERRITE CORE 320 OHM HINGED 5MM,3341,0,"4.32000","0","1","Star-Tec","Active","Round","Hinged (Snap On), Key Required","320Ohm @ 100MHz","4W620","0.197"" Dia (5.00mm)","0.933"" W x 0.717"" H (23.70mm x 18.20mm)","-","Free Hanging","1.594"" (40.50mm)"
https://katalog.we-online.de/pbs/datasheet/74271142S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/74271142S.JPG,732-3420-ND,74271142S,Wurth Electronics Inc.,FERRITE CORE 182 OHM HINGED 5MM,3494,0,"4.46000","0","1","Star-Tec","Active","Round","Hinged (Snap On), Key Required","182Ohm @ 100MHz","4W620","0.197"" Dia (5.00mm)","0.519"" W x 0.740"" H (13.20mm x 18.80mm)","-","Free Hanging","1.280"" (32.50mm)"
https://katalog.we-online.de/pbs/datasheet/74271142.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/74271142.jpg,732-3419-ND,74271142,Wurth Electronics Inc.,FERRITE CORE 182 OHM HINGED 5MM,1246,0,"4.46000","0","1","Star-Tec","Active","Round","Hinged (Snap On), Key Required","182Ohm @ 100MHz","4W620","0.197"" Dia (5.00mm)","0.519"" W x 0.740"" H (13.20mm x 18.80mm)","-","Free Hanging","1.280"" (32.50mm)"
https://katalog.we-online.de/pbs/datasheet/74271131.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/WURTH%20ELECTRONICS_74271131.JPG,732-1504-ND,74271131,Wurth Electronics Inc.,FERRITE CORE 246 OHM HINGED,1042,0,"4.69000","0","1","Star-Tec","Active","Round","Hinged (Snap On), Key Required","246Ohm @ 100MHz","4W620","0.295"" Dia (7.50mm)","0.965"" W x 0.827"" H (24.50mm x 21.00mm)","-","Free Hanging","1.594"" (40.50mm)"
https://katalog.we-online.de/pbs/datasheet/74271132.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/WURTH%20ELECTRONICS_74271132.JPG,732-1505-ND,74271132,Wurth Electronics Inc.,FERRITE CORE 241 OHM HINGED,1995,0,"5.05000","0","1","Star-Tec","Active","Round","Hinged (Snap On), Key Required","241Ohm @ 100MHz","4W620","0.335"" Dia (8.50mm)","0.965"" W x 0.827"" H (24.50mm x 21.00mm)","-","Free Hanging","1.594"" (40.50mm)"
https://katalog.we-online.de/pbs/datasheet/74271132S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/74271132S.jpg,732-3623-ND,74271132S,Wurth Electronics Inc.,FERRITE CORE 241 OHM HINGED,1833,0,"5.05000","0","1","Star-Tec","Active","Round","Hinged (Snap On), Key Required","241Ohm @ 100MHz","4W620","0.335"" Dia (8.50mm)","0.965"" W x 0.827"" H (24.50mm x 21.00mm)","-","Free Hanging","1.594"" (40.50mm)"
https://katalog.we-online.de/pbs/datasheet/74271111S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/74271111S.JPG,732-3629-ND,74271111S,Wurth Electronics Inc.,FERRITE CORE 320 OHM HINGED 5MM,892,0,"5.08000","0","1","Star-Tec","Active","Round","Hinged (Snap On), Key Required","320Ohm @ 100MHz","4W620","0.197"" Dia (5.00mm)","0.933"" W x 0.717"" H (23.70mm x 18.20mm)","-","Free Hanging","1.594"" (40.50mm)"
https://katalog.we-online.de/pbs/datasheet/74272733.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/74272733.jpg,732-2404-ND,74272733,Wurth Electronics Inc.,FERRITE CORE 62 OHM HINGED 8MM,2715,0,"5.63000","0","1","STAR-FIX LFS","Active","Round","Hinged (Snap On), Key Required","62Ohm @ 10MHz","8W5000","0.315"" Dia (8.00mm)","0.854"" W x 0.716"" H (21.70mm x 18.20mm)","-","Free Hanging","1.382"" (35.10mm)"
https://katalog.we-online.de/pbs/datasheet/74271222.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/WURTH%20ELECTRONICS%20INC-74271222.jpg,732-1507-ND,74271222,Wurth Electronics Inc.,FERRITE CORE 265 OHM HINGED,6268,0,"5.78000","0","1","Star-Tec","Active","Round","Hinged (Snap On), Key Required","265Ohm @ 100MHz","4W620","0.492"" Dia (12.50mm)","1.318"" W x 1.134"" H (33.50mm x 28.80mm)","-","Free Hanging","1.661"" (42.20mm)"
https://katalog.we-online.de/pbs/datasheet/74271221.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/74271221.JPG,732-1506-ND,74271221,Wurth Electronics Inc.,FERRITE CORE 270 OHM HINGED,1687,0,"5.78000","0","1","Star-Tec","Active","Round","Hinged (Snap On), Key Required","270Ohm @ 100MHz","4W620","0.413"" Dia (10.50mm)","1.323"" W x 1.161"" H (33.60mm x 29.50mm)","-","Free Hanging","1.661"" (42.20mm)"
https://katalog.we-online.de/pbs/datasheet/74275815.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/74275815.JPG,732-3304-ND,74275815,Wurth Electronics Inc.,FERRITE CORE 350 OHM HINGED,1398,0,"6.34000","0","1","STAR-BUENO","Active","Round","Hinged (Snap On), Key Required","350Ohm @ 100MHz","4W620","0.335"" Dia (8.50mm)","0.944"" Dia (24.00mm)","-","Free Hanging","2.213"" (56.20mm)"
https://katalog.we-online.de/pbs/datasheet/74271622S.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/74271622S.JPG,732-1513-ND,74271622S,Wurth Electronics Inc.,FERRITE CORE 140 OHM HINGED,1446,0,"6.93000","0","1","Star-Gap","Active","Round","Hinged (Snap On), Key Required","140Ohm @ 100MHz","4W620","0.492"" Dia (12.50mm)","1.240"" W x 1.114"" H (31.50mm x 28.30mm)","-","Free Hanging","1.378"" (35.00mm)"
https://katalog.we-online.de/pbs/datasheet/74272722.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/74272722.JPG,732-3086-ND,74272722,Wurth Electronics Inc.,FERRITE CORE 40 OHM HINGED,583,0,"11.48000","0","1","STAR-FIX LFS","Active","Round","Hinged (Snap On), Key Required","40Ohm @ 10MHz","8W5000","0.492"" Dia (12.50mm)","1.220"" W x 1.102"" H (31.00mm x 28.00mm)","-","Free Hanging","1.382"" (35.10mm)"
//media.digikey.com/pdf/Data%20Sheets/Steward%20PDFs/28B0268-000.pdf,//media.digikey.com/photos/Steward%20Photos/28B0268-000.jpg,240-2112-ND,28B0268-000,Laird-Signal Integrity Products,FERRITE CORE 138 OHM SOLID,54293,0,"0.18000","0","1","28","Active","Round","Solid","138Ohm @ 100MHz","28","0.157"" Dia (3.99mm)","0.267"" Dia (6.78mm)","-","Free Hanging","0.560"" (14.22mm)"
http://assets.lairdtech.com/home/brandworld/files/28R0610-000.pdf,//media.digikey.com/photos/Steward%20Photos/28R0610-000.jpg,240-2322-ND,28R0610-000,Laird-Signal Integrity Products,FERRITE CORE 80 OHM SOLID,44654,0,"0.20000","0","1","28","Active","Flat","Solid","80Ohm @ 100MHz","28","0.531"" W x 0.055"" H (13.50mm x 1.40mm)","0.610"" W x 0.134"" H (15.50mm x 3.40mm)","-","Free Hanging","0.394"" (10.00mm)"
http://assets.lairdtech.com/home/brandworld/files/28B0375-400.pdf,//media.digikey.com/photos/Steward%20Photos/28B0375-400.jpg,240-2296-ND,28B0375-400,Laird-Signal Integrity Products,FERRITE CORE 81 OHM SOLID 5.08MM,44320,0,"0.20000","0","1","28","Active","Round","Solid","81Ohm @ 100MHz","28","0.200"" Dia (5.08mm)","0.375"" Dia (9.52mm)","-","Free Hanging","0.190"" (4.83mm)"
http://assets.lairdtech.com/home/brandworld/files/28B0315-100.pdf,//media.digikey.com/photos/Steward%20Photos/28B0315-100.jpg,240-2292-ND,28B0315-100,Laird-Signal Integrity Products,FERRITE CORE 158 OHM SOLID,107339,0,"0.27000","0","1","28","Active","Round","Solid","158Ohm @ 100MHz","28","0.125"" Dia (3.17mm)","0.315"" Dia (8.00mm)","-","Free Hanging","0.396"" (10.06mm)"
http://assets.lairdtech.com/home/brandworld/files/28B0375-100.pdf,//media.digikey.com/photos/Steward%20Photos/28B0375-100.jpg,240-2067-ND,28B0375-100,Laird-Signal Integrity Products,FERRITE CORE 154 OHM SOLID,93210,0,"0.31000","0","1","28","Active","Round","Solid","154Ohm @ 100MHz","28","0.200"" Dia (5.08mm)","0.375"" Dia (9.53mm)","-","Free Hanging","0.570"" (14.48mm)"
http://assets.lairdtech.com/home/brandworld/files/28B0500-300.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/28B0500-300.JPG,240-2766-ND,28B0500-300,Laird-Signal Integrity Products,FERRITE CORE 118 OHM SOLID,41423,0,"0.37000","0","1","28","Active","Round","Solid","118Ohm @ 100MHz","28","0.312"" Dia (7.92mm)","0.500"" Dia (12.70mm)","-","Free Hanging","0.500"" (12.70mm)"
http://assets.lairdtech.com/home/brandworld/files/28R0756-000.pdf,//media.digikey.com/photos/Steward%20Photos/28R0756-000.jpg,240-2323-ND,28R0756-000,Laird-Signal Integrity Products,FERRITE CORE 107 OHM SOLID,41837,0,"0.39000","0","1","28","Active","Flat","Solid","107Ohm @ 100MHz","28","0.591"" W x 0.045"" H (15.00mm x 1.15mm)","0.756"" W x 0.211"" H (19.20mm x 5.35mm)","-","Free Hanging","0.394"" (10.00mm)"
http://assets.lairdtech.com/home/brandworld/files/28B0384-200.pdf,//media.digikey.com/photos/Steward%20Photos/28B0384-200.jpg,240-2298-ND,28B0384-200,Laird-Signal Integrity Products,FERRITE CORE 322 OHM SOLID 3.8MM,39778,0,"0.50000","0","1","28","Active","Round","Solid","322Ohm @ 100MHz","28","0.150"" Dia (3.80mm)","0.384"" Dia (9.75mm)","-","Free Hanging","0.984"" (25.00mm)"
http://assets.lairdtech.com/home/brandworld/files/28R0756-200.pdf,//media.digikey.com/photos/Steward%20Photos/28R0756-200.jpg,240-2159-ND,28R0756-200,Laird-Signal Integrity Products,FERRITE CORE 140 OHM SOLID,10451,0,"0.52000","0","1","28","Active","Flat","Solid","140Ohm @ 100MHz","28","0.591"" W x 0.045"" H (15.00mm x 1.15mm)","0.756"" W x 0.211"" H (19.20mm x 5.35mm)","-","Free Hanging","0.630"" (16.00mm)"
http://assets.lairdtech.com/home/brandworld/files/28B0686-100.pdf,//media.digikey.com/photos/Laird%20Tech%20Photos/28B0686-100.JPG,240-2610-ND,28B0686-100,Laird-Signal Integrity Products,FERRITE CORE 139 OHM SOLID,9163,0,"0.54000","0","1","28","Active","Round","Solid","139Ohm @ 100MHz","28","0.375"" Dia (9.52mm)","0.686"" Dia (17.42mm)","-","Free Hanging","0.500"" (12.70mm)"
https://katalog.we-online.de/pbs/datasheet/74270162.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/WURTH%20ELECTRONICS_74270162.JPG,732-1520-ND,74270162,Wurth Electronics Inc.,FERRITE CORE 94 OHM SOLID 6.76MM,3253,0,"0.58000","0","1","WE-TOF","Active","Round","Solid","94Ohm @ 100MHz","4W620","0.266"" Dia (6.76mm)","0.430"" Dia (11.00mm)","-","Free Hanging","0.591"" (15.00mm)"
https://katalog.we-online.de/pbs/datasheet/74270023.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/74270023.JPG,732-3978-ND,74270023,Wurth Electronics Inc.,FERRITE CORE 160 OHM SOLID 4MM,7333,0,"0.62000","0","1","WE-SAFB","Active","Round","Solid","160Ohm @ 100MHz","4W620","0.157"" Dia (4.00mm)","0.303"" Dia (7.70mm)","-","Free Hanging","0.787"" (20.00mm)"
https://katalog.we-online.de/pbs/datasheet/742700221.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/742700221.JPG,732-3979-ND,742700221,Wurth Electronics Inc.,FERRITE CORE 45 OHM SOLID 4MM,4302,0,"0.62000","0","1","WE-SAFB","Active","Round","Solid","45Ohm @ 100MHz","4W1500","0.157"" Dia (4.00mm)","0.236"" Dia (6.00mm)","-","Free Hanging","0.157"" (4.00mm)"
https://katalog.we-online.de/pbs/datasheet/74270021.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/74270021.jpg,732-3981-ND,74270021,Wurth Electronics Inc.,FERRITE CORE 88 OHM SOLID 3MM,3134,0,"0.62000","0","1","WE-SAFB","Active","Round","Solid","88Ohm @ 100MHz","4W620","0.118"" Dia (3.00mm)","0.222"" Dia (5.65mm)","-","Free Hanging","0.386"" (9.80mm)"
https://katalog.we-online.de/pbs/datasheet/74270020.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/74270020.JPG,732-3982-ND,74270020,Wurth Electronics Inc.,FERRITE CORE 108 OHM SOLID 2.4MM,2201,0,"0.62000","0","1","WE-SAFB","Active","Round","Solid","108Ohm @ 100MHz","3W800","0.094"" Dia (2.40mm)","0.295"" Dia (7.50mm)","-","Free Hanging","0.295"" (7.50mm)"
https://katalog.we-online.de/pbs/datasheet/7427002.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/7427002.jpg,732-3983-ND,7427002,Wurth Electronics Inc.,FERRITE CORE 125 OHM SOLID 1.2MM,1022,0,"0.62000","0","1","WE-SAFB","Active","Round","Solid","125Ohm @ 100MHz","3W800","0.047"" Dia (1.20mm)","0.138"" Dia (3.50mm)","-","Free Hanging","0.236"" (6.00mm)"
http://assets.lairdtech.com/home/brandworld/files/28R1457-400.pdf,//media.digikey.com/photos/Steward%20Photos/28R1457-400.jpg,240-2333-ND,28R1457-400,Laird-Signal Integrity Products,FERRITE CORE 140 OHM SOLID,24586,0,"0.63000","0","1","28","Active","Flat","Solid","140Ohm @ 100MHz","28","1.299"" W x 0.020"" H (33.00mm x 0.51mm)","1.457"" W x 0.177"" H (37.01mm x 4.50mm)","-","Free Hanging","0.530"" (13.46mm)"
http://assets.lairdtech.com/home/brandworld/files/28B0563-100.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/28B0563-100.JPG,240-2609-ND,28B0563-100,Laird-Signal Integrity Products,FERRITE CORE 217 OHM SOLID,4976,0,"0.63000","0","1","28","Active","Round","Solid","217Ohm @ 100MHz","28","0.286"" Dia (7.26mm)","0.562"" Dia (14.27mm)","-","Free Hanging","0.800"" (20.32mm)"
http://toshiba.semicon-storage.com/content/dam/toshiba-ss/ncsa/en_us/docs/product-brief/amorphous/AB-SS_Datasheet.pdf,//media.digikey.com/Photos/Toshiba%20Photos/AB3X2X3W.JPG,AB3X2X3W-ND,AB3X2X3W,Toshiba Semiconductor and Storage,FERRITE CORE SOLID 1.5MM,0,0,"0.65000","0","1","Amobeads®","Active","Round","Solid","-","-","0.059"" Dia (1.50mm)","0.157"" Dia (4.00mm)","-","Free Hanging","0.177"" (4.50mm)"
https://katalog.we-online.de/pbs/datasheet/74270012.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/74270012.JPG,732-3987-ND,74270012,Wurth Electronics Inc.,FERRITE CORE 47 OHM SOLID 1.6MM,4502,0,"0.65000","0","1","WE-SAFB","Active","Round","Solid","47Ohm @ 100MHz","3W800","0.063"" Dia (1.60mm)","0.161"" Dia (4.10mm)","-","Free Hanging","0.157"" (4.00mm)"
https://katalog.we-online.de/pbs/datasheet/74270033.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/Wurth%20Electronics_74270033.JPG,732-1540-ND,74270033,Wurth Electronics Inc.,FERRITE CORE 162 OHM SOLID,3023,0,"0.65000","0","1","WE-AFB","Active","Round","Solid","162Ohm @ 100MHz","3W800","0.187"" Dia (4.75mm)","0.374"" Dia (9.50mm)","-","Free Hanging","0.374"" (9.50mm)"
https://katalog.we-online.de/pbs/datasheet/74270015.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/74270015.jpg,732-3985-ND,74270015,Wurth Electronics Inc.,FERRITE CORE 95 OHM SOLID 2MM,2553,0,"0.65000","0","1","WE-SAFB","Active","Round","Solid","95Ohm @ 100MHz","4W620","0.079"" Dia (2.00mm)","0.157"" Dia (4.00mm)","-","Free Hanging","0.394"" (10.00mm)"
https://katalog.we-online.de/pbs/datasheet/74270117.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/WURTH%20ELECTRONICS_74270117.JPG,732-1522-ND,74270117,Wurth Electronics Inc.,FERRITE CORE 161 OHM SOLID 10MM,1226,0,"0.68000","0","1","WE-TOF","Active","Round","Solid","161Ohm @ 100MHz","3W800","0.394"" Dia (10.00mm)","0.551"" Dia (14.00mm)","-","Free Hanging","0.315"" (8.00mm)"
http://assets.lairdtech.com/home/brandworld/files/28R1227-100.pdf,//media.digikey.com/photos/Steward%20Photos/28R1227-100.jpg,240-2327-ND,28R1227-100,Laird-Signal Integrity Products,FERRITE CORE 128 OHM SOLID,16085,0,"0.69000","0","1","28","Active","Flat","Solid","128Ohm @ 100MHz","28","0.975"" W x 0.075"" H (24.77mm x 1.91mm)","1.225"" W x 0.325"" H (31.12mm x 8.26mm)","-","Free Hanging","0.525"" (13.30mm)"
http://assets.lairdtech.com/home/brandworld/files/28R1102-100.pdf,//media.digikey.com/photos/Steward%20Photos/28R1102-100.jpg,240-2162-ND,28R1102-100,Laird-Signal Integrity Products,FERRITE CORE 192 OHM SOLID,9119,0,"0.70000","0","1","28","Active","Flat","Solid","192Ohm @ 100MHz","28","0.906"" W x 0.031"" H (23.00mm x 0.80mm)","1.102"" W x 0.228"" H (28.00mm x 5.80mm)","-","Free Hanging","0.787"" (20.00mm)"
http://assets.lairdtech.com/home/brandworld/files/28B0870-100.pdf,//media.digikey.com/photos/Steward%20Photos/28B0870-100.jpg,240-2116-ND,28B0870-100,Laird-Signal Integrity Products,FERRITE CORE 122 OHM SOLID,20900,0,"0.73000","0","1","28","Active","Round","Solid","122Ohm @ 100MHz","28","0.540"" Dia (13.72mm)","0.870"" Dia (22.10mm)","-","Free Hanging","0.500"" (12.70mm)"
https://katalog.we-online.de/pbs/datasheet/74270022.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/74270022.JPG,732-3980-ND,74270022,Wurth Electronics Inc.,FERRITE CORE 59 OHM SOLID 4MM,15536,0,"0.77000","0","1","WE-SAFB","Active","Round","Solid","59Ohm @ 100MHz","4W1500","0.157"" Dia (4.00mm)","0.236"" Dia (6.00mm)","-","Free Hanging","0.394"" (10.00mm)"
http://assets.lairdtech.com/home/brandworld/files/28B0563-200.pdf,//media.digikey.com/photos/Steward%20Photos/28B0563-200.jpg,240-2304-ND,28B0563-200,Laird-Signal Integrity Products,FERRITE CORE 287 OHM SOLID,27319,0,"0.78000","0","1","28","Active","Round","Solid","287Ohm @ 100MHz","28","0.286"" Dia (7.26mm)","0.562"" Dia (14.27mm)","-","Free Hanging","1.125"" (28.57mm)"
http://assets.lairdtech.com/home/brandworld/files/28B0631-100.pdf,//media.digikey.com/photos/Steward%20Photos/28B0631-100.jpg,240-2308-ND,28B0631-100,Laird-Signal Integrity Products,FERRITE CORE 243 OHM SOLID,23782,0,"0.78000","0","1","28","Active","Round","Solid","243Ohm @ 100MHz","28","0.364"" Dia (9.25mm)","0.630"" Dia (16.00mm)","-","Free Hanging","1.102"" (27.99mm)"
http://assets.lairdtech.com/home/brandworld/files/28B0562-200.pdf,//media.digikey.com/photos/Steward%20Photos/28B0562-200.jpg,240-2078-ND,28B0562-200,Laird-Signal Integrity Products,FERRITE CORE 294 OHM SOLID,91103,0,"0.79000","0","1","28","Active","Round","Solid","294Ohm @ 100MHz","28","0.250"" Dia (6.35mm)","0.562"" Dia (14.27mm)","-","Free Hanging","1.125"" (28.58mm)"
http://assets.lairdtech.com/home/brandworld/files/28A1507-0A2.pdf,//media.digikey.com/photos/Laird%20Tech%20Photos/28A1507-0A2.jpg,240-2599-ND,28A1507-0A2,Laird-Signal Integrity Products,FERRITE CORE 123 OHM HINGED 7MM,24779,0,"0.79000","0","1","28","Active","Round","Hinged (Snap On)","123Ohm @ 100MHz","28","0.276"" Dia (7.00mm)","0.591"" Dia (15.00mm)","-","Free Hanging","0.709"" (18.00mm)"
http://assets.lairdtech.com/home/brandworld/files/28B0590-000.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/28B0590-000.jpg,240-2767-ND,28B0590-000,Laird-Signal Integrity Products,FERRITE CORE 300 OHM SOLID,8683,0,"0.79000","0","1","28","Active","Round","Solid","300Ohm @ 100MHz","28","0.275"" Dia (6.99mm)","0.591"" Dia (14.99mm)","-","Free Hanging","1.100"" (27.94mm)"
//media.digikey.com/pdf/Data%20Sheets/Steward%20PDFs/28A2005-0A2_Dwg.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/28A2005-0A2.jpg,240-2600-ND,28A2005-0A2,Laird-Signal Integrity Products,FERRITE CORE 190 OHM HINGED 5MM,2511,0,"0.80000","0","1","28","Active","Round","Hinged (Snap On)","190Ohm @ 100MHz","28","0.197"" Dia (5.00mm)","0.512"" Dia (13.00mm)","-","Free Hanging","1.004"" (25.50mm)"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20203,-,1934-1328-ND,5967001101,Fair-Rite Products Corp.,FERRITE CORE,26303,0,"0.82000","0","1","-","Active","-","-","-","67","-","-","-","-","-"
https://katalog.we-online.de/pbs/datasheet/74270032.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/74270032.JPG,732-1543-ND,74270032,Wurth Electronics Inc.,FERRITE CORE 255 OHM SOLID 5MM,4251,0,"0.83000","0","1","WE-AFB","Active","Round","Solid","255Ohm @ 100MHz","4W620","0.197"" Dia (5.00mm)","0.453"" Dia (11.50mm)","-","Free Hanging","0.984"" (25.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Laird%20Technologies/LFB220140-000.pdf,//media.digikey.com/photos/Steward%20Photos/LFB220140-000.jpg,240-2137-ND,LFB220140-000,Laird-Signal Integrity Products,FERRITE CORE 28 OHM SOLID 14MM,17468,0,"0.89000","0","1","LF","Active","Round","Solid","28Ohm @ 5MHz","LF","0.551"" Dia (14.00mm)","0.870"" Dia (22.10mm)","-","Free Hanging","0.500"" (12.70mm)"
http://assets.lairdtech.com/home/brandworld/files/28B0616-000.pdf,//media.digikey.com/photos/Steward%20Photos/28B0616-000.jpg,240-2306-ND,28B0616-000,Laird-Signal Integrity Products,FERRITE CORE 310 OHM SOLID,3807,0,"0.89000","0","1","28","Active","Round","Solid","310Ohm @ 100MHz","28","0.275"" Dia (6.99mm)","0.616"" Dia (15.65mm)","-","Free Hanging","1.125"" (28.58mm)"
http://assets.lairdtech.com/home/brandworld/files/28B0625-100.pdf,//media.digikey.com/photos/Steward%20Photos/28B0625-100.jpg,240-2115-ND,28B0625-100,Laird-Signal Integrity Products,FERRITE CORE 280 OHM SOLID,26697,0,"0.90000","0","1","28","Active","Round","Solid","280Ohm @ 100MHz","28","0.310"" Dia (7.87mm)","0.625"" Dia (15.88mm)","-","Free Hanging","1.125"" (28.58mm)"
http://assets.lairdtech.com/home/brandworld/files/28B0686-200.pdf,//media.digikey.com/photos/Steward%20Photos/28B0686-200.jpg,240-2079-ND,28B0686-200,Laird-Signal Integrity Products,FERRITE CORE 242 OHM SOLID,134781,0,"0.91000","0","1","28","Active","Round","Solid","242Ohm @ 100MHz","28","0.375"" Dia (9.53mm)","0.686"" Dia (17.42mm)","-","Free Hanging","1.125"" (28.58mm)"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=19309,-,1934-1377-ND,2631480002,Fair-Rite Products Corp.,FERRITE CORE 295OHM SOLID 5.08MM,18500,0,"0.91000","0","1","-","Active","Round","Solid","295Ohm @ 100MHz","31","0.200"" Dia (5.08mm)","0.485"" Dia (12.32mm)","-","Free Hanging","1.000"" (25.40mm)"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=19357,-,1934-1240-ND,2643480002,Fair-Rite Products Corp.,FERRITE CORE 236OHM SOLID 5.08MM,9911,0,"0.96000","0","1","-","Active","Round","Solid","236Ohm @ 100MHz","43","0.200"" Dia (5.08mm)","0.485"" Dia (12.32mm)","-","Free Hanging","1.000"" (25.40mm)"
http://assets.lairdtech.com/home/brandworld/files/28B1000-000.pdf,//media.digikey.com/photos/Steward%20Photos/28B1000-000.jpg,240-2117-ND,28B1000-000,Laird-Signal Integrity Products,FERRITE CORE 151 OHM SOLID,14166,0,"1.01000","0","1","28","Active","Round","Solid","151Ohm @ 100MHz","28","0.500"" Dia (12.70mm)","1.000"" Dia (25.40mm)","-","Free Hanging","0.500"" (12.70mm)"
http://assets.lairdtech.com/home/brandworld/files/28R1141-010.pdf,//media.digikey.com/photos/Steward%20Photos/28R1141-010.jpg,240-2163-ND,28R1141-010,Laird-Signal Integrity Products,FERRITE CORE 168 OHM SOLID,4267,0,"1.02000","0","1","28","Active","Flat","Solid","168Ohm @ 100MHz","28","1.063"" W x 0.059"" H (27.00mm x 1.50mm)","1.457"" W x 0.315"" H (37.00mm x 8.00mm)","-","Free Hanging","0.719"" (18.26mm)"
http://assets.lairdtech.com/home/brandworld/files/28B1142-100.pdf,//media.digikey.com/photos/Steward%20Photos/28B1142-100.jpg,240-2314-ND,28B1142-100,Laird-Signal Integrity Products,FERRITE CORE 114 OHM SOLID 19MM,3822,0,"1.08000","0","1","28","Active","Round","Solid","114Ohm @ 100MHz","28","0.748"" Dia (19.00mm)","1.142"" Dia (29.01mm)","-","Free Hanging","0.545"" (13.84mm)"
http://assets.lairdtech.com/home/brandworld/files/28B0591-200.pdf,//media.digikey.com/photos/Steward%20Photos/28B0591-200.jpg,240-2242-ND,28B0591-200,Laird-Signal Integrity Products,FERRITE CORE 377 OHM SOLID 5.9MM,2408,0,"1.08000","0","1","28","Active","Round","Solid","377Ohm @ 100MHz","28","0.232"" Dia (5.90mm)","0.591"" Dia (15.00mm)","-","Free Hanging","1.378"" (35.00mm)"
https://katalog.we-online.de/pbs/datasheet/74270111.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/74270111.JPG,732-1515-ND,74270111,Wurth Electronics Inc.,FERRITE CORE 50 OHM SOLID 3.3MM,1679,0,"1.08000","0","1","WE-TOF","Active","Round","Solid","50Ohm @ 100MHz","4W620","0.129"" Dia (3.30mm)","0.287"" Dia (7.30mm)","-","Free Hanging","0.169"" (4.30mm)"
