Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Style","Type","Length","Core Diameter","Cladding Diameter","Jacket (Insulation) Material","Jacket (Insulation) Diameter","Tensile Strength","Attenuation - Typ","Refractive Index - Core","Refractive Index - Cladding","Jacket Color","Ratings","Features"
-,-,CG0081PNR-ND,CG0081PNR,General Cable/Carol Brand,8F 62.5 MM TB OFNR DISTRIBTN,0,0,"0.79300","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.220"" (5.59mm)","31.8kg","-","-","-","Orange","OFNR","-"
-,-,BI0044M1A-DWB-ND,BI0044M1A-DWB,General Cable/Carol Brand,4F 50 MM LT SINGLE JKT,0,0,"0.80600","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.440"" (11.18mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL32388-ND,FISM012P2,Belden Inc.,FI OS2 UM_D 12F OFNP YL_JKT,0,0,"0.81000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32820-ND,FSSL006NC,Belden Inc.,SJAD 6F OS2 OSP LT DRY,0,0,"0.81000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BE0061PNR-ND,BE0061PNR,General Cable/Carol Brand,6F 50 MM TB OFNR DISTRIBTN,0,0,"0.81900","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.200"" (5.08mm)","29.5kg","-","-","-","Aqua","OFNR","-"
-,-,BEL32163-ND,FI1I002LB,Belden Inc.,FI INTERC OM1 2F ZH/OFNR,0,0,"0.83000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32469-ND,FSSC008N0,Belden Inc.,FS CTL_LT OS2 8F OSP,0,0,"0.83000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BI0021ANR-ILRA-ND,BI0021ANR-ILRA,General Cable/Carol Brand,2F 50MM TB I/O RSR INTLK ALUM,0,0,"0.83200","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.520"" (13.21mm)","74.8kg","-","-","-","Black","OFCR","Interlocked Aluminum Armor"
-,-,BI0021ANU-ILPA-ND,BI0021ANU-ILPA,General Cable/Carol Brand,2F 50MM TB I/0 PLN INTLK ALUM,0,0,"0.83200","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.490"" (12.45mm)","74.8kg","-","-","-","Black","OFCP","Interlocked Aluminum Armor"
-,-,CG0064M1A-DWB-ND,CG0064M1A-DWB,General Cable/Carol Brand,6F 62.5 MM LT SINGLE JKT,0,0,"0.83200","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","Polyethylene (PE)","0.440"" (11.18mm)","81.6kg","-","-","-","Black","-","-"
-,-,AP0061PNZ-ND,AP0061PNZ,General Cable/Carol Brand,6F SM TB OFNR LOW SMOKE,0,0,"0.84500","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.200"" (5.08mm)","29.5kg","-","-","-","Yellow","OFNR","-"
-,-,BI0044M1F-DWB-ND,BI0044M1F-DWB,General Cable/Carol Brand,4F 50MM LT SINGLE JKT ARMORED,0,0,"0.84500","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.480"" (12.19mm)","81.6kg","-","-","-","Black","-","-"
-,-,CG0064M1F-DWB-ND,CG0064M1F-DWB,General Cable/Carol Brand,6F 62.5 MM LT SNGL JKT ARMOR,0,0,"0.84500","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","Polyethylene (PE)","0.480"" (12.19mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL31912-ND,FISB002PB,Belden Inc.,FI BO OS2 2F OFNP,0,0,"0.85000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BE0023M1A-DWB-ND,BE0023M1A-DWB,General Cable/Carol Brand,2F 50 MM LT SINGLE JKT,0,0,"0.85800","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.440"" (11.18mm)","81.6kg","-","-","-","Black","-","-"
-,-,BE0041PNZ-ND,BE0041PNZ,General Cable/Carol Brand,4F MM 50 TB OFNR LOW SMOKE,0,0,"0.85800","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.180"" (4.57mm)","29.5kg","-","-","-","Aqua","OFNR","-"
-,-,BI0064M1A-DWB-ND,BI0064M1A-DWB,General Cable/Carol Brand,6F 50 MM LT SINGLE JKT,0,0,"0.85800","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.440"" (11.18mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL31760-ND,FDSL006RF,Belden Inc.,FD SJAD_LT OS2 6F OFNR,0,0,"0.87000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AP0021PNR-ILRA-ND,AP0021PNR-ILRA,General Cable/Carol Brand,2F SM TB IND RSR INTLK ALUM,0,0,"0.87100","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.520"" (13.21mm)","74.8kg","-","-","-","Yellow","OFCR","Interlocked Aluminum Armor"
-,-,AP0021PNU-ILPA-ND,AP0021PNU-ILPA,General Cable/Carol Brand,2F SM TB IND PLN INTLK ALUM,0,0,"0.87100","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.490"" (12.45mm)","74.8kg","-","-","-","Yellow","OFCP","Interlocked Aluminum Armor"
-,-,BL0041ANR.BK-ND,BL0041ANR.BK,General Cable/Carol Brand,4F 50 MM TB OFNR IN/OUTDOOR,0,0,"0.87100","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.200"" (5.08mm)","43.5kg","-","-","-","Black","-","-"
-,-,BL0041ANU.BK-ND,BL0041ANU.BK,General Cable/Carol Brand,4F 50 MM TB OFNP IN/OUT DIST,0,0,"0.87100","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.180"" (4.57mm)","43.5kg","-","-","-","Black","OFNP","-"
-,-,BEL32168-ND,FI2I002L0,Belden Inc.,FI INTERC OM2 2F ZH/OFNR DX,0,0,"0.88000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32180-ND,FI3I002LC,Belden Inc.,FI INTERC OM3 2F ZH/OFNR,0,0,"0.88000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32193-ND,FI4I002L0,Belden Inc.,FI INTERC OM4 2F ZH/OFNR DX,0,0,"0.88000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32194-ND,FI4I002L0A,Belden Inc.,FI INTERC OM4 2F ZH/OFNR DX,0,0,"0.88000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32465-ND,FSSC00260,Belden Inc.,FS CTL_LT OS2 2F OSP_SCA,0,0,"0.88000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BI0081ANR.BK-ND,BI0081ANR.BK,General Cable/Carol Brand,8F 50 MM TB OFNR I/O DIST,0,0,"0.88400","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.220"" (5.59mm)","43.5kg","-","-","-","Black","-","-"
-,-,BI0081ANU.BK-ND,BI0081ANU.BK,General Cable/Carol Brand,8F 50 MM TB OFNP I/O DIST,0,0,"0.88400","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.190"" (4.83mm)","43.5kg","-","-","-","Black","OFNP","-"
-,-,BEL31621-ND,FDSD006L9Y,Belden Inc.,FD DN_TB OS2 6F LSZH,0,0,"0.89000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32188-ND,FI4I002RB,Belden Inc.,FI INTERC OM4 2F OFNR DX_2.0,0,0,"0.89000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32245-ND,FI2I002RB,Belden Inc.,FI OM2 DXZ2.0 2F OFNR OR_JKT,0,0,"0.89000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32310-ND,FI4I002RBA,Belden Inc.,FI OM4 DXZ2.0 2F OFNR AQ_JKT,0,0,"0.89000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AP0101ANR.BK-ND,AP0101ANR.BK,General Cable/Carol Brand,10F SM TB OFNR I/O DIST,0,0,"0.89700","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.240"" (6.10mm)","54.4kg","-","-","-","Black","-","-"
-,-,AP0101ANU.BK-ND,AP0101ANU.BK,General Cable/Carol Brand,10F SM TB OFNP I/O DIST,0,0,"0.89700","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.220"" (5.59mm)","54.4kg","-","-","-","Black","OFNP","-"
-,-,CG0081ANR.BK-ND,CG0081ANR.BK,General Cable/Carol Brand,8F 62.5 MM TB OFNR I/O DIST,0,0,"0.89700","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.220"" (5.59mm)","43.5kg","-","-","-","Black","-","-"
-,-,CG0081ANU.BK-ND,CG0081ANU.BK,General Cable/Carol Brand,8F 62.5 MM TB OFNP I/O DIST,0,0,"0.89700","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.190"" (4.83mm)","43.5kg","-","-","-","Black","OFNP","-"
-,-,BE0023M1F-DWB-ND,BE0023M1F-DWB,General Cable/Carol Brand,2F 50MM LT SINGLE JKT ARMORED,0,0,"0.91000","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.480"" (12.19mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL32164-ND,FI1I002LC,Belden Inc.,FI INTERC OM1 2F ZH/OFNR,0,0,"0.92000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32376-ND,FISI012PR,Belden Inc.,FI OS2 JK_RIB 12F OFNP YL_JKT,0,0,"0.92000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32377-ND,FISI012RR,Belden Inc.,FI OS2 JK_RIB 12F OFNR YL_JKT,0,0,"0.92000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AQ0064M1F-DWB-ND,AQ0064M1F-DWB,General Cable/Carol Brand,6F SM LT SINGLE JKT ARMORED,0,0,"0.92300","0","3281","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","Polyethylene (PE)","0.480"" (12.19mm)","81.6kg","-","-","-","Black","-","-"
-,-,AQ0244M1A-DWB-ND,AQ0244M1A-DWB,General Cable/Carol Brand,24F SM LT SINGLE JKT,0,0,"0.92300","0","3281","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","Polyethylene (PE)","0.440"" (11.18mm)","81.6kg","-","-","-","Black","-","-"
-,-,BE0023H1F-DWB-ND,BE0023H1F-DWB,General Cable/Carol Brand,2F 50 MM LT DUAL JKT ARMORED,0,0,"0.92300","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.590"" (14.99mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL32460-ND,FSSC012N0,Belden Inc.,FS CTL_LT OS2 12F OSP,0,0,"0.93000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BI0023H1A-DWB-ND,BI0023H1A-DWB,General Cable/Carol Brand,2F 50 MM LT DUAL JKT,0,0,"0.93600","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.510"" (12.95mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL32016-ND,FI3D002R9,Belden Inc.,FI DN_TB OM3 2F OFNR,0,0,"0.94000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AQ0064H1A-DWB-ND,AQ0064H1A-DWB,General Cable/Carol Brand,6F SM LT DUAL JKT,0,0,"0.94900","0","3281","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","Polyethylene (PE)","0.510"" (12.95mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL31632-ND,FDSD008R9,Belden Inc.,FD DN_TB OS2 8F OFNR,0,0,"0.95000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32650-ND,FSSL012NG,Belden Inc.,FS_LT OS2 12F OSP UNI_12F_GEL,0,0,"0.95000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32147-ND,FISD008P9,Belden Inc.,FI DN_TB OS2 8F OFNP,0,0,"0.96000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32386-ND,FISI012P0,Belden Inc.,FI OS2 MR2.0 12F OFNP YL_JKT,0,0,"0.96000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BE0021PNR-ILRA-ND,BE0021PNR-ILRA,General Cable/Carol Brand,2F 50MM TB IND RSR INTLK ALUM,0,0,"0.96200","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.520"" (13.21mm)","74.8kg","-","-","-","Aqua","OFCR","Interlocked Aluminum Armor"
-,-,BE0021PNU-ILPA-ND,BE0021PNU-ILPA,General Cable/Carol Brand,2F 50MM TB IND PLN INTLK ALUM,0,0,"0.96200","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.490"" (12.45mm)","74.8kg","-","-","-","Aqua","OFCP","Interlocked Aluminum Armor"
-,-,BEL32117-ND,FISD012R9,Belden Inc.,FI DN_TB OS2 12F OFNR,0,0,"0.97000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32371-ND,FISD012R9YBK,Belden Inc.,FI OS2 DIST 12F OFNR YL_JKT,0,0,"0.97000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32740-ND,FSSL012ND,Belden Inc.,SJAD 12F OS2 OSP LT DRY,0,0,"0.97000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32818-ND,FDSL006P0,Belden Inc.,SJAD 6F OS2 OFNP LT,0,0,"0.97000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BI0064M1F-DWB-ND,BI0064M1F-DWB,General Cable/Carol Brand,6F 50MM LT SINGLE JKT ARMORED,0,0,"0.97500","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.480"" (12.19mm)","81.6kg","-","-","-","Black","-","-"
-,-,BI0084M1A-DWB-ND,BI0084M1A-DWB,General Cable/Carol Brand,8F 50 MM LT SINGLE JKT,0,0,"0.97500","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.440"" (11.18mm)","81.6kg","-","-","-","Black","-","-"
-,-,BE0044M1F-DWB-ND,BE0044M1F-DWB,General Cable/Carol Brand,4F 50MM LT SINGLE JKT ARMORED,0,0,"0.98800","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.480"" (12.19mm)","81.6kg","-","-","-","Black","-","-"
-,-,BE0061ANU-ND,BE0061ANU,General Cable/Carol Brand,6F 50MM TB OFNP IN/OUT,0,0,"0.98800","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.195"" (4.95mm)","43.5kg","-","-","-","Aqua","-","-"
-,-,BI0044H1F-DWB-ND,BI0044H1F-DWB,General Cable/Carol Brand,4F 50 MM LT DUAL JKT ARMORED,0,0,"0.98800","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.590"" (14.99mm)","81.6kg","-","-","-","Black","-","-"
-,-,CG0084M1F-DWB-ND,CG0084M1F-DWB,General Cable/Carol Brand,8F 62.5 MM LT SNGL JKT ARMOR,0,0,"0.98800","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","Polyethylene (PE)","0.480"" (12.19mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL31935-ND,FI1D002R9,Belden Inc.,FI DN_TB OM1 2F OFNR,0,0,"0.99000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32244-ND,FI2I002PB,Belden Inc.,FI OM2 DXZ2.0 2F OFNP OR_JKT,0,0,"0.99000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32247-ND,FI2I002RC,Belden Inc.,FI OM2 DXZ3.0 2F OFNR OR_JKT,0,0,"0.99000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32308-ND,FI4I002PBA,Belden Inc.,FI OM4 DXZ2.0 2F OFNP AQ_JKT,0,0,"0.99000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32309-ND,FI4I002PB,Belden Inc.,FI OM4 DXZ2.0 2F OFNP EV_JKT,0,0,"0.99000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32313-ND,FI4I002RCA,Belden Inc.,FI OM4 DXZ3.0 2F OFNR AQ_JKT,0,0,"0.99000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32314-ND,FI4I002RC,Belden Inc.,FI OM4 DXZ3.0 2F OFNR EV_JKT,0,0,"0.99000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32467-ND,FSSC00460,Belden Inc.,FS CTL_LT OS2 4F OSP_SCA,0,0,"0.99000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AP0061PNU-ND,AP0061PNU,General Cable/Carol Brand,6F SM TB OFNP DISTRIBTN,0,0,"0.99000","0","1","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.180"" (4.57mm)","29.5kg","-","-","-","Yellow","OFNP","-"
-,-,BEL30233-ND,FSSL012NF,Belden Inc.,12SM LT OSP BLK,0,0,"1.00000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BI0084M1F-DWB-ND,BI0084M1F-DWB,General Cable/Carol Brand,8F 50MM LT SINGLE JKT ARMORED,0,0,"1.00100","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.480"" (12.19mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL31618-ND,FDSD004L9Y,Belden Inc.,FD DN_TB OS2 4F LSZH,0,0,"1.01000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32516-ND,FSSH006NF,Belden Inc.,FS DJHD_LT OS2 6F OSP,0,0,"1.01000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AQ0124M1F-DWB-ND,AQ0124M1F-DWB,General Cable/Carol Brand,12F SM LT SINGLE JKT ARMORED,0,0,"1.01400","0","3281","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","Polyethylene (PE)","0.480"" (12.19mm)","81.6kg","-","-","-","Black","-","-"
-,-,BE0064M1A-DWB-ND,BE0064M1A-DWB,General Cable/Carol Brand,6F 50 MM LT SINGLE JKT,0,0,"1.01400","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.440"" (11.18mm)","81.6kg","-","-","-","Black","-","-"
-,-,BL0023M1A-DWB-ND,BL0023M1A-DWB,General Cable/Carol Brand,2F 50 MM LT OUTDOOR DWB,0,0,"1.01400","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.440"" (11.18mm)","81.6kg","-","-","-","Black","-","-"
-,-,BL0041PNZ-ND,BL0041PNZ,General Cable/Carol Brand,4F MM 50 TB OFNR LOW SMOKE,0,0,"1.01400","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.180"" (4.57mm)","29.5kg","-","-","-","Aqua","OFNR","-"
-,-,BEL31911-ND,FISB002LB,Belden Inc.,FI BO OS2 2F LSZH,0,0,"1.02000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BL0021PNR-ILRA-ND,BL0021PNR-ILRA,General Cable/Carol Brand,2F MM 50 TB INTERLOCK ALUM,0,0,"1.02700","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.520"" (13.21mm)","74.8kg","-","-","-","Aqua","OFCR","Interlocked Aluminum Armor"
-,-,BL0021PNU-ILPA-ND,BL0021PNU-ILPA,General Cable/Carol Brand,2F MM 50 TB INTERLOCK ALUM,0,0,"1.02700","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.490"" (12.45mm)","74.8kg","-","-","-","Aqua","OFCP","Interlocked Aluminum Armor"
-,-,BL0023H1A-DWB-ND,BL0023H1A-DWB,General Cable/Carol Brand,2F 50/125 MM LT AERIAL/BURIAL,0,0,"1.02700","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.510"" (12.95mm)","81.6kg","-","-","-","Black","-","-"
-,-,CG0061PNZ-ND,CG0061PNZ,General Cable/Carol Brand,6F MM 62.5 TB OFNR LOW SMOKE,0,0,"1.02700","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.200"" (5.08mm)","29.5kg","-","-","-","Orange","OFNR","-"
-,-,CG0124M1A-DWB-ND,CG0124M1A-DWB,General Cable/Carol Brand,12F 62.5 MM LT SINGLE JKT,0,0,"1.02700","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","Polyethylene (PE)","0.440"" (11.18mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL30335-ND,FSSL002NF,Belden Inc.,2SM LT OSP BLK,0,0,"1.03000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL31493-ND,FD3D002R9,Belden Inc.,FD DN_TB OM3 2F OFNR,0,0,"1.03000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32436-ND,FS3C002N0,Belden Inc.,FS CTL_LT OM3 2F OSP,0,0,"1.03000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32458-ND,FSSC010N0,Belden Inc.,FS CTL_LT OS2 10F OSP,0,0,"1.03000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL31326-ND,B9E004,Belden Inc.,DUPLX3.0 2F OM4 OFNP TB,0,0,"1.04000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL31827-ND,FDSL012RG,Belden Inc.,FD_LT OS2 12F OFNR UNI_12F_GEL,0,0,"1.04000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32015-ND,FI3D002P9,Belden Inc.,FI DN_TB OM3 2F OFNP,0,0,"1.04000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32273-ND,FI3D002P9ABK,Belden Inc.,FI OM3 DIST 2F OFNP AQ_JKT,0,0,"1.04000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32739-ND,FDSL012RF,Belden Inc.,SJAD 12F OS2 OFNR LT,0,0,"1.04000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BI0044H1A-DWB-ND,BI0044H1A-DWB,General Cable/Carol Brand,4F 50 MM LT DUAL JKT,0,0,"1.04000","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.510"" (12.95mm)","81.6kg","-","-","-","Black","-","-"
-,-,BI0124M1A-DWB-ND,BI0124M1A-DWB,General Cable/Carol Brand,12F 50MM LT SINGLE JKT,0,0,"1.04000","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.440"" (11.18mm)","81.6kg","-","-","-","Black","-","-"
-,-,BE0081PNR-ND,BE0081PNR,General Cable/Carol Brand,8F 50 MM TB OFNR DISTRIBTN,0,0,"1.05300","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.220"" (5.59mm)","31.8kg","-","-","-","Aqua","OFNR","-"
-,-,BEL31333-ND,FDSL012RD,Belden Inc.,FD DB_LT OS2 12F OFNR,0,0,"1.06000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AP0021ANR-ILRA-ND,AP0021ANR-ILRA,General Cable/Carol Brand,2F SM TB I/O RSR INTLK ALUM,0,0,"1.06600","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.520"" (13.21mm)","74.8kg","-","-","-","Black","OFCR","Interlocked Aluminum Armor"
-,-,AP0021ANU-ILPA-ND,AP0021ANU-ILPA,General Cable/Carol Brand,2F SM TB INTLK ALUM I/O,0,0,"1.06600","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.490"" (12.45mm)","74.8kg","-","-","-","Black","OFCP","Interlocked Aluminum Armor"
-,-,AQ0124H1A-DWB-ND,AQ0124H1A-DWB,General Cable/Carol Brand,12F SM LT AERIAL/BURIAL,0,0,"1.06600","0","3281","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","Polyethylene (PE)","0.510"" (12.95mm)","81.6kg","-","-","-","Black","-","-"
-,-,BI0124M1F-DWB-ND,BI0124M1F-DWB,General Cable/Carol Brand,12F 50MM LT SINGLE JKT ARMORED,0,0,"1.06600","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.480"" (12.19mm)","81.6kg","-","-","-","Black","-","-"
-,-,BL0023M1F-DWB-ND,BL0023M1F-DWB,General Cable/Carol Brand,2F 50 MM LT ARMORED BURIAL,0,0,"1.06600","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.480"" (12.19mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL31588-ND,FDSD012R9,Belden Inc.,FD DN_TB OS2 12F OFNR,0,0,"1.07000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AP0121ANU-ND,AP0121ANU,General Cable/Carol Brand,12F SM TB OFNP IN/OUT,0,0,"1.07900","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.227"" (5.77mm)","54.4kg","-","-","-","Yellow","-","-"
