Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Style","Type","Length","Core Diameter","Cladding Diameter","Jacket (Insulation) Material","Jacket (Insulation) Diameter","Tensile Strength","Attenuation - Typ","Refractive Index - Core","Refractive Index - Cladding","Jacket Color","Ratings","Features"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/987650-8934.pdf,//media.digikey.com/Photos/Molex/1068000xxx.JPG,WM12867-25-ND,1068000058,Molex,SILICA OPTICAL FIBER LOW 100UM,0,0,"42.50000","0","1","Spool","FI, Polymicro Technologies","Active","Standard","-","82.02' (25.00m)","100µm","110µm","Polyimide","0.005"" (0.13mm)","-","-","-","-","Amber","-","-"
http://general-cable.dcatalog.com/v/Fiber-Optic-Cable/?page=47,-,CCG0021ZNU3.0.BK-10-ND,CG0021ZNU3.0.BK,General Cable/Carol Brand,2F 62.5 MM TB OFNP INTERCNNCT 10,0,0,"6.26000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://general-cable.dcatalog.com/v/Fiber-Optic-Cable/?page=47,-,CBE0021ZNU3.0-10-ND,BE0021ZNU3.0,General Cable/Carol Brand,2F 50MM TB OFNP INTERCNNCT 10 FT,0,0,"6.65000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://general-cable.dcatalog.com/v/Fiber-Optic-Cable/?page=47,-,CAP0021ZNU3.0-10-ND,AP0021ZNU3.0,General Cable/Carol Brand,2F SM TB OFNP INTERCNNCT 10 FT,0,0,"7.17000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://general-cable.dcatalog.com/v/Fiber-Optic-Cable/?page=47,-,CBL0021ZNU3.0-10-ND,BL0021ZNU3.0,General Cable/Carol Brand,2F 50MM TB OFNP INTERCNNCT 10 FT,0,0,"8.93000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://general-cable.dcatalog.com/v/Fiber-Optic-Cable/?page=47,-,CCG0021ZNU3.0.BK-25-ND,CG0021ZNU3.0.BK,General Cable/Carol Brand,2F 62.5 MM TB OFNP INTERCNNCT 25,0,0,"13.40000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://general-cable.dcatalog.com/v/Fiber-Optic-Cable/?page=47,-,CBE0021ZNU3.0-25-ND,BE0021ZNU3.0,General Cable/Carol Brand,2F 50MM TB OFNP INTERCNNCT 25 FT,0,0,"14.39000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://general-cable.dcatalog.com/v/Fiber-Optic-Cable/?page=47,-,CAP0021ZNU3.0-25-ND,AP0021ZNU3.0,General Cable/Carol Brand,2F SM TB OFNP INTERCNNCT 25 FT,0,0,"15.68000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://general-cable.dcatalog.com/v/Fiber-Optic-Cable/?page=47,-,CBL0021ZNU3.0-25-ND,BL0021ZNU3.0,General Cable/Carol Brand,2F 50MM TB OFNP INTERCNNCT 25 FT,0,0,"20.09000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://general-cable.dcatalog.com/v/Fiber-Optic-Cable/?page=47,-,CCG0021ZNU3.0.BK-50-ND,CG0021ZNU3.0.BK,General Cable/Carol Brand,2F 62.5 MM TB OFNP INTERCNNCT 50,0,0,"25.22000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://general-cable.dcatalog.com/v/Fiber-Optic-Cable/?page=47,-,CBE0021ZNU3.0-50-ND,BE0021ZNU3.0,General Cable/Carol Brand,2F 50MM TB OFNP INTERCNNCT 50 FT,0,0,"27.20000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://general-cable.dcatalog.com/v/Fiber-Optic-Cable/?page=47,-,CAP0021ZNU3.0-50-ND,AP0021ZNU3.0,General Cable/Carol Brand,2F SM TB OFNP INTERCNNCT 50 FT,0,0,"29.79000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://general-cable.dcatalog.com/v/Fiber-Optic-Cable/?page=47,-,CBL0021ZNU3.0-50-ND,BL0021ZNU3.0,General Cable/Carol Brand,2F 50MM TB OFNP INTERCNNCT 50 FT,0,0,"38.61000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://general-cable.dcatalog.com/v/Fiber-Optic-Cable/?page=47,-,CCG0021ZNU3.0.BK-100-ND,CG0021ZNU3.0.BK,General Cable/Carol Brand,2F 62.5 MM TB OFNP INTERCNNCT 10,0,0,"48.57000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://general-cable.dcatalog.com/v/Fiber-Optic-Cable/?page=47,-,CBE0021ZNU3.0-100-ND,BE0021ZNU3.0,General Cable/Carol Brand,2F 50MM TB OFNP INTERCNNCT 100 F,0,0,"52.53000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://general-cable.dcatalog.com/v/Fiber-Optic-Cable/?page=47,-,CAP0021ZNU3.0-100-ND,AP0021ZNU3.0,General Cable/Carol Brand,2F SM TB OFNP INTERCNNCT 100 FT,0,0,"57.70000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://general-cable.dcatalog.com/v/Fiber-Optic-Cable/?page=47,-,CBL0021ZNU3.0-100-ND,BL0021ZNU3.0,General Cable/Carol Brand,2F 50MM TB OFNP INTERCNNCT 100 F,0,0,"75.34000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1068000059_OPTICAL_FIBER.pdf,//media.digikey.com/Photos/Molex/1068000xxx.JPG,WM12868-25-ND,1068000059,Molex,SILICA OPTICAL FIBER LOW 150UM,5,0,"85.00000","0","1","Spool","FI, Polymicro Technologies","Active","Standard","-","82.02' (25.00m)","150µm","165µm","Polyimide","0.008"" (0.20mm)","-","-","-","-","Amber","-","-"
http://general-cable.dcatalog.com/v/Fiber-Optic-Cable/?page=47,-,CCG0021ZNU3.0.BK-500-ND,CG0021ZNU3.0.BK,General Cable/Carol Brand,2F 62.5 MM TB OFNP INTERCNNCT 50,0,0,"226.30000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://general-cable.dcatalog.com/v/Fiber-Optic-Cable/?page=47,-,CBL0021ZNU3.0-500-ND,BL0021ZNU3.0,General Cable/Carol Brand,2F 50MM TB OFNP INTERCNNCT 500 F,0,0,"235.72000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://general-cable.dcatalog.com/v/Fiber-Optic-Cable/?page=47,-,CBE0021ZNU3.0-500-ND,BE0021ZNU3.0,General Cable/Carol Brand,2F 50MM TB OFNP INTERCNNCT 500 F,0,0,"246.07000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://general-cable.dcatalog.com/v/Fiber-Optic-Cable/?page=47,-,CAP0021ZNU3.0-500-ND,AP0021ZNU3.0,General Cable/Carol Brand,2F SM TB OFNP INTERCNNCT 500 FT,0,0,"271.93000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/n54901k.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N549-01K.jpg,TL2136-ND,N549-01K,Tripp Lite,CBL FBR OPTIC 125UM DUPLX 304.8M,1,0,"309.06000","0","1","Reel","-","Active","Standard","Multimode, Duplex","1000.0' (304.8m)","62.5µm","125µm","Poly-Vinyl Chloride (PVC)","-","-","-","-","-","Orange","-","-"
https://docs.broadcom.com/docs/AV02-4965EN,-,516-4033-ND,AFBR-TUS500Z,Broadcom Limited,CBL FIBER OPTIC POF 500M,1,0,"901.43000","0","1","Spool","AFBR","Active","Standard","POF","1640.4' (500.0m)","-","-","Polyethylene (PE)","0.087"" (2.21mm)","-","-0.2dB","1.492","1.42","Clear","-","-"
-,-,BEL32387-ND,FISI002P0,Belden Inc.,FI OS2 MR2.0 2F OFNP YL_JKT,0,0,"0.19000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32205-ND,FISI001RB,Belden Inc.,FI INTERC OS2 1F OFNR SX_2.0,0,0,"0.20000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32203-ND,FISI001PB,Belden Inc.,FI INTERC OS2 1F OFNP SX_2.0,0,0,"0.22000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32206-ND,FISI001RC,Belden Inc.,FI INTERC OS2 1F OFNR SX_3.0,0,0,"0.22000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32213-ND,FISI002L0,Belden Inc.,FI INTERC OS2 2F ZH/OFNR DX,0,0,"0.23000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AP0021PNR-ND,AP0021PNR,General Cable/Carol Brand,2F SM TB OFNR DISTRIBTN,0,0,"0.23400","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.190"" (4.83mm)","29.5kg","-","-","-","Yellow","OFNR","-"
-,-,AP0021PNU-ND,AP0021PNU,General Cable/Carol Brand,2F SM TB OFNP DISTRIBTN,0,0,"0.23400","0","1000","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.170"" (4.32mm)","29.5kg","-","-","-","Yellow","OFNP","-"
-,-,CG0021PNU-ND,CG0021PNU,General Cable/Carol Brand,2F 62.5 MM TB OFNP DISTRIBTN,0,0,"0.23400","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.170"" (4.32mm)","29.5kg","-","-","-","Orange","OFNP","-"
-,-,CG0021PNU.BK-ND,CG0021PNU.BK,General Cable/Carol Brand,2F 62.5 MM TB OFNP DISTRIBTN,0,0,"0.23400","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","-","29.5kg","-","-","-","Black","-","-"
-,-,BEL32204-ND,FISI001PC,Belden Inc.,FI INTERC OS2 1F OFNP SX_3.0,0,0,"0.24000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AP0021ANR-ND,AP0021ANR,General Cable/Carol Brand,2F SM TB OFNR INDOOR/OUTDOOR,0,0,"0.24700","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","Poly-Vinyl Chloride (PVC)","0.190"" (4.83mm)","40.8kg","-","-","-","Yellow","OFNR","-"
-,-,AP0021ANR.BK-ND,AP0021ANR.BK,General Cable/Carol Brand,2F SM TB OFNR I/O DIST,0,0,"0.24700","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.190"" (4.83mm)","40.8kg","-","-","-","Black","-","-"
-,-,AP0021ANU.BK-ND,AP0021ANU.BK,General Cable/Carol Brand,2F SM TB OFNP I/O DIST,0,0,"0.24700","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.170"" (4.32mm)","40.8kg","-","-","-","Black","OFNP","-"
-,-,CG0021ZNR3.0-ND,CG0021ZNR3.0,General Cable/Carol Brand,2F 62.5 MM TB OFNR INTERCNNCT,0,0,"0.24700","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.247"" (6.27mm)","72.6kg","-","-","-","Orange","-","-"
-,-,BEL32207-ND,FISI001LB,Belden Inc.,FI INTERC OS2 1F OFNR-LS SX,0,0,"0.26000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,CG0021ZNU3.0-ND,CG0021ZNU3.0,General Cable/Carol Brand,2F 62.5 MM TB OFNP INTERCNNCT,0,0,"0.26000","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.247"" (6.27mm)","72.6kg","-","-","-","Orange","-","-"
-,-,BI0021PNR-ND,BI0021PNR,General Cable/Carol Brand,2F 50 MM TB OFNR DISTRBTN,0,0,"0.28600","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.190"" (4.83mm)","29.5kg","-","-","-","Aqua","OFNR","-"
-,-,BI0021PNU-ND,BI0021PNU,General Cable/Carol Brand,2F 50 MM TB OFNP DISTRIBTN,0,0,"0.28600","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.170"" (4.32mm)","29.5kg","-","-","-","Aqua","OFNP","-"
-,-,BEL32208-ND,FISI001LC,Belden Inc.,FI INTERC OS2 1F OFNR-LS SX,0,0,"0.29000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AP0011SNR3.0-ND,AP0011SNR3.0,General Cable/Carol Brand,1F SM TB OFNR INTERCNNCT,0,0,"0.29900","0","1640","-","NEXTGEN®","Active","Standard","Singlemode, Simplex","-","9µm","125µm","-","0.118"" (3.00mm)","29.5kg","-","-","-","Yellow","OFNR","-"
-,-,BI0011SNR1.6-ND,BI0011SNR1.6,General Cable/Carol Brand,1F 50 MM TB OFNR INTERCNNCT,0,0,"0.29900","0","1640","-","NEXTGEN®","Active","Standard","Multimode, Simplex","-","50µm","125µm","-","0.063"" (1.60mm)","3.4kg","-","-","-","Aqua","OFNR","-"
-,-,CG0011SNR1.6-ND,CG0011SNR1.6,General Cable/Carol Brand,1F 62.5 MM TB OFNR INTERCNNCT,0,0,"0.29900","0","1640","-","NEXTGEN®","Active","Standard","Multimode, Simplex","-","62.5µm","125µm","-","0.063"" (1.60mm)","3.4kg","-","-","-","Orange","OFNR","-"
-,-,BI0011SNR3.0-ND,BI0011SNR3.0,General Cable/Carol Brand,1F 50 MM TB OFNR INTERCNNCT,0,0,"0.32500","0","25000","-","NEXTGEN®","Active","Standard","Multimode, Simplex","-","50µm","125µm","-","0.118"" (3.00mm)","29.5kg","-","-","-","Aqua","OFNR","-"
-,-,BI0011SNU3.0-ND,BI0011SNU3.0,General Cable/Carol Brand,1F 50 MM TB OFNP INTERCNNCT,0,0,"0.32500","0","25000","-","NEXTGEN®","Active","Standard","Multimode, Simplex","-","50µm","125µm","-","0.118"" (3.00mm)","29.5kg","-","-","-","Aqua","-","-"
-,-,BI0021ANR.BK-ND,BI0021ANR.BK,General Cable/Carol Brand,2F 50 MM TB OFNR I/O DIST,0,0,"0.32500","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.190"" (4.83mm)","40.8kg","-","-","-","Black","-","-"
-,-,BI0021ANU.BK-ND,BI0021ANU.BK,General Cable/Carol Brand,2F 50 MM TB OFNP I/O DIST,0,0,"0.32500","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.170"" (4.32mm)","40.8kg","-","-","-","Black","OFNP","-"
-,-,BI0021ZNR1.6-ND,BI0021ZNR1.6,General Cable/Carol Brand,2F 50.0 MM OFNR INTERCNNCT,0,0,"0.32500","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.136"" (3.45mm)","6.8kg","-","-","-","Aqua","OFNR","-"
-,-,BEL32184-ND,FI3I001RB,Belden Inc.,FI INTERC OM3-BIF 1F OFNR SX,0,0,"0.33000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BE0011SNR1.6-ND,BE0011SNR1.6,General Cable/Carol Brand,1F 50 MM TB OFNR INTERCNNCT,0,0,"0.33800","0","25000","-","NEXTGEN®","Active","Standard","Multimode, Simplex","-","50µm","125µm","-","0.063"" (1.60mm)","3.4kg","-","-","-","Aqua","OFNR","-"
-,-,CG0011SNR3.0-ND,CG0011SNR3.0,General Cable/Carol Brand,1F 62.5 MM TB OFNR INTERCNNCT,0,0,"0.33800","0","1640","-","NEXTGEN®","Active","Standard","Multimode, Simplex","-","62.5µm","125µm","-","0.118"" (3.00mm)","29.5kg","-","-","-","Orange","OFNR","-"
-,-,CG0021PNR-ND,CG0021PNR,General Cable/Carol Brand,2F 62.5 MM TB OFNR DISTRBTN,0,0,"0.33800","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.190"" (4.83mm)","29.5kg","-","-","-","Orange","OFNR","-"
-,-,CG0021ZNR1.6-ND,CG0021ZNR1.6,General Cable/Carol Brand,2F 62.5 MM TB OFNR INTERCNNCT,0,0,"0.33800","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.136"" (3.45mm)","6.8kg","-","-","-","Orange","OFNR","-"
-,-,BEL32158-ND,FI1I001RB,Belden Inc.,FI INTERC OM1 1F OFNR SX_2.0,0,0,"0.35000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AP0021ZNR3.0-ND,AP0021ZNR3.0,General Cable/Carol Brand,2F SM TB OFNR INTERCNNCT,0,0,"0.35100","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.247"" (6.27mm)","72.6kg","-","-","-","Yellow","-","-"
-,-,AP0041PNR-ND,AP0041PNR,General Cable/Carol Brand,4F SM TB OFNR DISTRIBTN,0,0,"0.35100","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.200"" (5.08mm)","29.5kg","-","-","-","Yellow","OFNR","-"
-,-,AP0041PNU-ND,AP0041PNU,General Cable/Carol Brand,4F SM TB OFNP DISTRIBTN,0,0,"0.35100","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.180"" (4.57mm)","29.5kg","-","-","-","Yellow","OFNP","-"
-,-,CG0021ANU.BK-ND,CG0021ANU.BK,General Cable/Carol Brand,2F 62.5 MM TB OFNP I/O DIST,0,0,"0.35100","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.170"" (4.32mm)","40.8kg","-","-","-","Black","OFNP","-"
-,-,BEL32185-ND,FI3I001RC,Belden Inc.,FI INTERC OM3-BIF 1F OFNR SX,0,0,"0.36000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32373-ND,FISI002RB,Belden Inc.,FI OS2 DXZ2.0 2F OFNR YL_JKT,0,0,"0.36000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AP0041ANR.BK-ND,AP0041ANR.BK,General Cable/Carol Brand,4F SM TB OFNR I/O DIST,0,0,"0.36400","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.200"" (5.08mm)","43.5kg","-","-","-","Black","-","-"
-,-,AP0041ANU.BK-ND,AP0041ANU.BK,General Cable/Carol Brand,4F SM TB OFNP I/O DIST,0,0,"0.36400","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.180"" (4.57mm)","43.5kg","-","-","-","Black","OFNP","-"
-,-,BE0011SNR3.0-ND,BE0011SNR3.0,General Cable/Carol Brand,1F 50 MM TB OFNR INTERCNNCT,0,0,"0.36400","0","25000","-","NEXTGEN®","Active","Standard","Multimode, Simplex","-","50µm","125µm","-","0.118"" (3.00mm)","29.5kg","-","-","-","Aqua","OFNR","-"
-,-,BE0011SNU3.0-ND,BE0011SNU3.0,General Cable/Carol Brand,1F 50 MM TB OFNP INTERCNNCT,0,0,"0.36400","0","1640","-","NEXTGEN®","Active","Standard","Multimode, Simplex","-","50µm","125µm","-","0.118"" (3.00mm)","29.5kg","-","-","-","Aqua","-","-"
-,-,BE0021PNR-ND,BE0021PNR,General Cable/Carol Brand,2F 50 MM TB OFNR DISTRBTN,0,0,"0.36400","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.190"" (4.83mm)","29.5kg","-","-","-","Aqua","OFNR","-"
-,-,BE0021PNU.OR-ND,BE0021PNU.OR,General Cable/Carol Brand,2F 50 MM TB OFNP DISTRIBTN,0,0,"0.36400","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","-","29.5kg","-","-","-","Orange","-","-"
-,-,BI0021ZNR3.0-ND,BI0021ZNR3.0,General Cable/Carol Brand,2F 50 MM TB OFNR INTERCNNCT,0,0,"0.36400","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.247"" (6.27mm)","72.6kg","-","-","-","Aqua","-","-"
-,-,BL0021PNR-ND,BL0021PNR,General Cable/Carol Brand,2F 50 MM TB OFNR DISTRBTN,0,0,"0.36400","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.190"" (4.83mm)","29.5kg","-","-","-","Aqua","OFNR","-"
-,-,BL0021PNU-ND,BL0021PNU,General Cable/Carol Brand,2F 50 MM TB OFNP DISTRIBUTION,0,0,"0.36400","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.170"" (4.32mm)","29.5kg","-","-","-","Aqua","OFNP","-"
-,-,BEL31327-ND,B9W002,Belden Inc.,DUPLX3.0 2F OS2 OFNR TB,0,0,"0.37000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32182-ND,FI3I001PB,Belden Inc.,FI INTERC OM3-BIF 1F OFNP SX,0,0,"0.37000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BE0021ANU.BK-ND,BE0021ANU.BK,General Cable/Carol Brand,2F 50 MM TB OFNP I/O DIST,0,0,"0.37700","0","25000","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.170"" (4.32mm)","40.8kg","-","-","-","Black","OFNP","-"
-,-,BI0041PNU-ND,BI0041PNU,General Cable/Carol Brand,4F 50 MM TB OFNP DISTRIBTN,0,0,"0.37700","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.180"" (4.57mm)","29.5kg","-","-","-","Aqua","OFNP","-"
-,-,BEL32159-ND,FI1I001RC,Belden Inc.,FI INTERC OM1 1F OFNR SX_3.0,0,0,"0.38000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32157-ND,FI1I001PB,Belden Inc.,FI INTERC OM1 1F OFNP SX_2.0,0,0,"0.39000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32129-ND,FISD002R9,Belden Inc.,FI DN_TB OS2 2F OFNR,0,0,"0.40000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32183-ND,FI3I001PC,Belden Inc.,FI INTERC OM3-BIF 1F OFNP SX,0,0,"0.40000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32372-ND,FISI002PB,Belden Inc.,FI OS2 DXZ2.0 2F OFNP YL_JKT,0,0,"0.40000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32374-ND,FISI002RC,Belden Inc.,FI OS2 DXZ3.0 2F OFNR YL_JKT,0,0,"0.40000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BE0021ZNR1.6-ND,BE0021ZNR1.6,General Cable/Carol Brand,2F 50.0 MM OFNR INTERCNNCT,0,0,"0.40300","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.136"" (3.45mm)","6.8kg","-","-","-","Aqua","OFNR","-"
-,-,BI0041PNR-ND,BI0041PNR,General Cable/Carol Brand,4F 50 MM TB OFNR DISTRIBTN,0,0,"0.40300","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.200"" (5.08mm)","29.5kg","-","-","-","Aqua","OFNR","-"
-,-,CG0041PNU-ND,CG0041PNU,General Cable/Carol Brand,4F 62.5 MM TB OFNP DISTRIBTN,0,0,"0.40300","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.180"" (4.57mm)","29.5kg","-","-","-","Orange","OFNP","-"
-,-,BEL32464-ND,FSSC002N0,Belden Inc.,FS CTL_LT OS2 2F OSP,0,0,"0.41000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BL0011SNR1.6-ND,BL0011SNR1.6,General Cable/Carol Brand,1F 50 MM TB OFNR INTERCNNCT,0,0,"0.41600","0","1640","-","NEXTGEN®","Active","Standard","Multimode, Simplex","-","50µm","125µm","-","0.063"" (1.60mm)","3.4kg","-","-","-","Aqua","OFNR","-"
-,-,BEL30240-ND,FI1I001PC,Belden Inc.,1G2 2.9MM SIMPLEX PLN ORG,0,0,"0.42000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL31324-ND,B96915,Belden Inc.,DUPLX3.0 2F OM1 OFNR TB,0,0,"0.42000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BL0021ANR.BK-ND,BL0021ANR.BK,General Cable/Carol Brand,2F 50 MM TB OFNR IN/OUTDOOR,0,0,"0.42900","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.190"" (4.83mm)","40.8kg","-","-","-","Black","-","-"
-,-,BL0021ANU.BK-ND,BL0021ANU.BK,General Cable/Carol Brand,2F 50 MM TB OFNP IN/OUT DIST,0,0,"0.42900","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.170"" (4.32mm)","40.8kg","-","-","-","Black","OFNP","-"
-,-,BEL31606-ND,FDSD002R9,Belden Inc.,FD DN_TB OS2 2F OFNR,0,0,"0.44000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32128-ND,FISD002P9,Belden Inc.,FI DN_TB OS2 2F OFNP,0,0,"0.44000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32186-ND,FI3I001LB,Belden Inc.,FI INTERC OM3-BIF 1F OFNR-LS,0,0,"0.44000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32209-ND,FISI002PC,Belden Inc.,FI INTERC OS2 2F OFNP DX _3.0,0,0,"0.44000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32210-ND,FISI002PCYBK,Belden Inc.,FI INTERC OS2 2F OFNP DX_3.0,0,0,"0.44000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BE0021ZNR3.0-ND,BE0021ZNR3.0,General Cable/Carol Brand,2F 50 MM TB OFNR INTERCNNCT,0,0,"0.44200","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.247"" (6.27mm)","72.6kg","-","-","-","Aqua","-","-"
-,-,BL0011SNR3.0-ND,BL0011SNR3.0,General Cable/Carol Brand,1F 50 MM TB OFNR INTERCNNCT,0,0,"0.44200","0","25000","-","NEXTGEN®","Active","Standard","Multimode, Simplex","-","50µm","125µm","-","0.118"" (3.00mm)","29.5kg","-","-","-","Aqua","OFNR","-"
-,-,BL0011SNU3.0-ND,BL0011SNU3.0,General Cable/Carol Brand,1F 50 MM TB OFNP INTERCNNCT,0,0,"0.44200","0","25000","-","NEXTGEN®","Active","Standard","Multimode, Simplex","-","50µm","125µm","-","0.118"" (3.00mm)","29.5kg","-","-","-","Aqua","-","-"
