Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Cable Type","Cable Group","Wire Gauge","Conductor Strand","Jacket (Insulation) Material","Jacket (Insulation) Diameter","Shield Type","Impedance","Length","Jacket Color","Usage","Features"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=153,//media.digikey.com/Photos/General%20Cable%20Photos/C1166.18.01.jpg,W300-100-ND,C1166.12.01,General Cable/Carol Brand,CABLE COAXIAL RG58 20AWG 100',19,0,"56.75000","0","1","-","Active","Coaxial","RG-58","20 AWG (0.52mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.195"" (4.95mm)","Braid","50 Ohms","100.0' (30.48m)","Black","Network, RF Signal","-"
http://general-cable.dcatalog.com/v/Electronics/#page=162,//media.digikey.com/photos/General%20Cable%20Photos/C1176A.41.01.JPG,C1176-50-ND,C1176A.41.01,General Cable/Carol Brand,CABLE COAXIAL RG213 13AWG 50',7,38000,"77.70000","0","1","-","Active","Coaxial","RG-213","13 AWG (2.88mm²)","7 Strands / 21 AWG","Poly-Vinyl Chloride (PVC)","0.405"" (10.29mm)","Braid","50 Ohms","50.0' (15.24m)","Black","RF Signal","-"
http://general-cable.dcatalog.com/v/Electronics/#page=162,//media.digikey.com/photos/General%20Cable%20Photos/C1176A.41.01.JPG,C1176-100-ND,C1176A.41.01,General Cable/Carol Brand,CABLE COAXIAL RG213 13AWG 100',6,38000,"152.31000","0","1","-","Active","Coaxial","RG-213","13 AWG (2.88mm²)","7 Strands / 21 AWG","Poly-Vinyl Chloride (PVC)","0.405"" (10.29mm)","Braid","50 Ohms","100.0' (30.48m)","Black","RF Signal","-"
http://www.alphawire.com/Home/Products/Cable/Alpha-Essentials/Coaxial-Cable/9188A?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/9188A%20WH001.JPG,A9188AWH-100-ND,9188A WH005,Alpha Wire,CABLE COAXIAL RG188A 25AWG 100',0,0,"220.23000","0","1","-","Active","Coaxial","RG-188A","25 AWG","7 Strands / 0.0067""","Polytetrafluoroethylene (PTFE)","0.105"" (2.67mm)","Braid","50 Ohms","100.0' (30.48m)","White","-","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=153,//media.digikey.com/Photos/General%20Cable%20Photos/C1166.18.01.jpg,W300-500-ND,C1166.18.01,General Cable/Carol Brand,CABLE COAXIAL RG58 20AWG 500',1,0,"258.04000","0","1","-","Active","Coaxial","RG-58","20 AWG (0.52mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.195"" (4.95mm)","Braid","50 Ohms","500.0' (152.40m)","Black","Network, RF Signal","-"
https://www.timesmicrowave.com/DataSheets/CableProducts/LMR-240.pdf,//media.digikey.com/Photos/Times-Microwave-Systems/MFG_LMR-240.jpg,1946-1059-500-ND,LMR-240,Amphenol Times Microwave Systems,CABLE LMR-240 BLACK PE 500',0,0,"405.00000","0","1","-","Active","Coaxial","LMR-240","-","Solid","Polyethylene (PE)","0.240"" (6.10mm)","Braid","50 Ohms","500.0' (152.40m)","Black","-","-"
http://general-cable.dcatalog.com/v/Electronics/#page=162,//media.digikey.com/photos/General%20Cable%20Photos/C1176A.41.01.JPG,C1176-500-ND,C1176A.41.01,General Cable/Carol Brand,CABLE COAXIAL RG213 13AWG 500',0,38000,"410.75000","0","1","-","Active","Coaxial","RG-213","13 AWG (2.88mm²)","7 Strands / 21 AWG","Poly-Vinyl Chloride (PVC)","0.405"" (10.29mm)","Braid","50 Ohms","500.0' (152.40m)","Black","RF Signal","-"
https://www.timesmicrowave.com/DataSheets/CableProducts/LMR-240-UF.pdf,//media.digikey.com/photos/Amphenol%20Photos/MFG_LMR-240-UF.jpg,1946-1063-500-ND,LMR-240-UF,Amphenol Times Microwave Systems,CABLE LMR-240 TPE 500',0,0,"440.00000","0","1","-","Active","Coaxial","LMR-240","-","-","Thermoplastic Elastomer (TPE)","0.240"" (6.10mm)","Braid","50 Ohms","500.0' (152.40m)","Black","-","-"
https://belfuse.com/resources/cinch-brochures/CCS%20Trompeter%20Catalog.pdf,//media.digikey.com/Photos/Cinch-Connectivity-Solutions/MFG_M17%5E176-00002.JPG,1097-1318-ND,M17/176-00002,Cinch Connectivity Solutions Trompeter,CABLE TWINAXIAL 24AWG 500',1,0,"2095.25000","0","1","-","Active","Twinaxial","-","24 AWG","19 Strands / 36 AWG","Perfluoroalkoxy (PFA)","0.129"" (3.28mm)","Braid","77 Ohms","500.0' (152.40m)","Blue","-","High Temperature"
//media.digikey.com/pdf/Data%20Sheets/General%20Cable%20PDFs/C1178.21.01.pdf,//media.digikey.com/Photos/General%20Cable%20Photos/C1178.jpg,C1178-50-ND,C1178.21.01,General Cable/Carol Brand,CABLE COAXIAL RG58A 20AWG 50',6,16000,"37.05000","0","1","-","Active","Coaxial","RG-58A","20 AWG (0.48mm²)","19 Strands / 33 AWG","Poly-Vinyl Chloride (PVC)","0.195"" (4.95mm)","Braid","50 Ohms","50.0' (15.24m)","Black","Network, RF Signal","-"
//media.digikey.com/pdf/Data%20Sheets/General%20Cable%20PDFs/C1178.21.01.pdf,//media.digikey.com/Photos/General%20Cable%20Photos/C1178.jpg,C1178-100-ND,C1178.21.01,General Cable/Carol Brand,CABLE COAXIAL RG58A 20AWG 100',3,16000,"76.01000","0","1","-","Active","Coaxial","RG-58A","20 AWG (0.48mm²)","19 Strands / 33 AWG","Poly-Vinyl Chloride (PVC)","0.195"" (4.95mm)","Braid","50 Ohms","100.0' (30.48m)","Black","Network, RF Signal","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=148,//media.digikey.com/photos/General%20Cable%20Photos/C1154.41.01.JPG,C1198-100-ND,C1198.41.01,General Cable/Carol Brand,CABLE COAXIAL RG8 11AWG 100',11,0,"177.80000","0","1","-","Active","Coaxial","RG-8","11 AWG","19 Strands / 24 AWG","Poly-Vinyl Chloride (PVC)","0.405"" (10.29mm)","Braid","50 Ohms","100.0' (30.48m)","Black","RF Signal","-"
http://www.alphawire.com/Home/Products/Cable/Alpha-Essentials/Coaxial-Cable/9058C?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/9058C%20BK005.JPG,A306-100-ND,9058C BK005,Alpha Wire,CABLE COAXIAL RG58C 20AWG 100',0,0,"190.17000","0","1","-","Active","Coaxial","RG-58C","20 AWG (0.48mm²)","19 Strands / 33 AWG","Non Contaminating Poly-Vinyl Chloride (PVC)","0.195"" (4.95mm)","Braid","50 Ohms","100.0' (30.48m)","Black","Network","-"
https://catalog.belden.com/techdata/EN/1505A_techdata.pdf,//media.digikey.com/Photos/Belden/MFG_1505A-xxx.jpg,BEL1257-500-ND,1505A 010500,Belden Inc.,CABLE COAX RG-59U 20AWG 500',1,0,"337.20000","0","1","-","Active","Coaxial","RG-59","20 AWG","Solid","Poly-Vinyl Chloride (PVC)","0.233"" (5.92mm)","Foil, Braid","75 Ohms","500.0' (152.40m)","Black","-","-"
https://www.belfuse.com/resources/Trompeter/Drawings/dr-TWC-78-2.pdf,//media.digikey.com/Photos/Bel%20Photos/MFG_TWC.JPG,1097-1316-ND,TWC-78-2,Cinch Connectivity Solutions Trompeter,CABLE TWINAXIAL 500',1,0,"396.00000","0","1","-","Active","Twinaxial","-","-","7 Strands / 28 AWG","Poly-Vinyl Chloride (PVC)","0.242"" (6.15mm)","Braid","78 Ohms","500.0' (152.40m)","Blue","-","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=148,//media.digikey.com/photos/General%20Cable%20Photos/C1154.41.01.JPG,C1198-500-ND,C1198.41.01,General Cable/Carol Brand,CABLE COAXIAL RG8 11AWG 500',1,0,"484.91000","0","1","-","Active","Coaxial","RG-8","11 AWG","19 Strands / 24 AWG","Poly-Vinyl Chloride (PVC)","0.405"" (10.29mm)","Braid","50 Ohms","500.0' (152.40m)","Black","RF Signal","-"
https://www.timesmicrowave.com/DataSheets/CableProducts/LMR-400-UF.pdf,//media.digikey.com/photos/Amphenol%20Photos/MFG_LMR-400-UF.jpg,1946-1068-500-ND,LMR-400-UF,Amphenol Times Microwave Systems,CABLE LMR-400 TPE 500',0,0,"720.80000","0","1","-","Active","Coaxial","LMR-400","-","-","Thermoplastic Elastomer (TPE)","0.405"" (10.29mm)","Braid","50 Ohms","500.0' (152.40m)","Black","-","-"
http://www.alphawire.com/Home/Products/Cable/Alpha-Essentials/Coaxial-Cable/9178B?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/9178B%20SERIES.jpg,9178BCL002-500-ND,9178B CL002,Alpha Wire,CABLE COAXIAL RG178B 30AWG 500',0,0,"1487.79000","0","1","-","Active","Coaxial","RG-178B","30 AWG (0.06mm²)","7 Strands / 38 AWG","Fluorinated Ethylene-Propylene (FEP)","0.071"" (1.80mm)","Braid","50 Ohms","500.0' (152.40m)","Natural","-","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=142,//media.digikey.com/photos/General%20Cable%20Photos/C5775.18.01_General%20Cable.JPG,C5775-41-50-ND,C5775.41.01,General Cable/Carol Brand,CABLE COAXIAL RG6 18AWG 50',4,1027000,"14.64000","0","1","-","Active","Coaxial","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.263"" (6.68mm)","Foil, Braid","75 Ohms","50.0' (15.24m)","Black","CATV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=143,//media.digikey.com/photos/General%20Cable%20Photos/C5886.31.01.jpg,C5889-41-50-ND,C5889.41.01,General Cable/Carol Brand,CABLE COAX RISER RG6 18AWG 50',6,281000,"17.17000","0","1","-","Active","Coaxial - Riser","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.292"" (7.42mm)","Foil, Braid","75 Ohms","50.0' (15.24m)","Black","CATV, MATV","Quad Shield"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=142,//media.digikey.com/photos/General%20Cable%20Photos/C5775.18.01_General%20Cable.JPG,C5775-41-100-ND,C5775.41.01,General Cable/Carol Brand,CABLE COAXIAL RG6 18AWG 100',5,1027000,"23.61000","0","1","-","Active","Coaxial","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.263"" (6.68mm)","Foil, Braid","75 Ohms","100.0' (30.48m)","Black","CATV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=157,//media.digikey.com/Photos/General%20Cable%20Photos/C8028.38.01.JPG,C8028-38-50-ND,C8028.38.01,General Cable/Carol Brand,CABLE COAXIAL RG59 18AWG 50',4,1000,"24.92000","0","1","-","Active","Coaxial","RG-59","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.238"" (6.05mm)","Braid","71 Ohms","50.0' (15.24m)","Black","CCTV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=143,//media.digikey.com/photos/General%20Cable%20Photos/C5886.31.01.jpg,C5889-41-100-ND,C5889.41.01,General Cable/Carol Brand,CABLE COAX RISER RG6 18AWG 100',4,281000,"30.39000","0","1","-","Active","Coaxial - Riser","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.292"" (7.42mm)","Foil, Braid","75 Ohms","100.0' (30.48m)","Black","CATV, MATV","Quad Shield"
http://general-cable.dcatalog.com/v/Electronics/?#page=164,//media.digikey.com/Photos/General%20Cable%20Photos/C8001.xx.07.jpg,C8001-50-ND,C8001.41.07,General Cable/Carol Brand,CABLE TWINAXIAL 20AWG 50',4,32000,"40.67000","0","1","-","Active","Twinaxial","-","20 AWG","7 Strands / 28 AWG","Poly-Vinyl Chloride (PVC)","0.242"" (6.15mm)","Foil, Braid","78 Ohms","50.0' (15.24m)","Blue","Data Transmission, PLC","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=144,//media.digikey.com/Photos/General%20Cable%20Photos/C5822.xx.01.jpg,C5822-100-ND,C5822.41.01,General Cable/Carol Brand,CABLE COAXIAL RG6 18AWG 100',7,32954,"40.78000","0","1","-","Active","Coaxial","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.267"" (6.78mm)","Foil, Braid","75 Ohms","100.0' (30.48m)","Black","LAN","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=157,-,C8028-50-ND,C8028.41.01,General Cable/Carol Brand,CABLE COAXIAL RG59 18AWG 50',6,159000,"42.13000","0","1","-","Active","Coaxial","RG-59","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.238"" (6.05mm)","Braid","71 Ohms","50.0' (15.24m)","Black","CCTV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=157,//media.digikey.com/Photos/General%20Cable%20Photos/C8028.38.01.JPG,C8028-38-100-ND,C8028.38.01,General Cable/Carol Brand,CABLE COAXIAL RG59 18AWG 100',1,1000,"44.19000","0","1","-","Active","Coaxial","RG-59","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.238"" (6.05mm)","Braid","71 Ohms","100.0' (30.48m)","Black","CCTV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=145,//media.digikey.com/photos/General%20Cable%20Photos/C3500.41.86.JPG,C3525-50-ND,C3525.41.86,General Cable/Carol Brand,CABLE COAX PLEN RG6 18AWG 50',7,714000,"47.23000","0","1","-","Active","Coaxial - Plenum","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.226"" (5.74mm)","Foil, Braid","75 Ohms","50.0' (15.24m)","Natural","RF Signal, Video","Quad Shield"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=155,-,C8030-50-ND,C8030.41.86,General Cable/Carol Brand,CABLE COAX PLEN RG59 20AWG 50',3,257000,"47.75000","0","1","-","Active","Coaxial - Plenum","RG-59","20 AWG (0.52mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.200"" (5.08mm)","Braid","75 Ohms","50.0' (15.24m)","Natural","CCTV","18 AWG Unshielded Pair"
//media.digikey.com/pdf/Data%20Sheets/General%20Cable%20PDFs/C5044.41.01.pdf,//media.digikey.com/Photos/General%20Cable%20Photos/MFG_C5044.41.01.jpg,C5044-50-ND,C5044.41.01,General Cable/Carol Brand,CABLE COAXIAL RG11 14AWG 50',10,6000,"58.30000","0","1","-","Active","Coaxial","RG-11","14 AWG (2.08mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.405"" (10.29mm)","Foil, Braid","75 Ohms","50.0' (15.24m)","Black","CATV","Quad Shield"
http://general-cable.dcatalog.com/v/Electronics/?#page=164,//media.digikey.com/Photos/General%20Cable%20Photos/C8001.xx.07.jpg,C8001-100-ND,C8001.41.07,General Cable/Carol Brand,CABLE TWINAXIAL 20AWG 100',3,32000,"75.69000","0","1","-","Active","Twinaxial","-","20 AWG","7 Strands / 28 AWG","Poly-Vinyl Chloride (PVC)","0.242"" (6.15mm)","Foil, Braid","78 Ohms","100.0' (30.48m)","Blue","Data Transmission, PLC","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=153,//media.digikey.com/Photos/General%20Cable%20Photos/C1155.xx.01.jpg,C1155-100-ND,C1155.41.01,General Cable/Carol Brand,CABLE COAXIAL RG58 20AWG 100',5,0,"76.75000","0","1","-","Active","Coaxial","RG-58","20 AWG (0.48mm²)","19 Strands / 33 AWG","Non Contaminating Poly-Vinyl Chloride (PVC)","0.195"" (4.95mm)","Braid","50 Ohms","100.0' (30.48m)","Black","RF Signal, Video","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=150,//media.digikey.com/Photos/General%20Cable%20Photos/C5039.41.01.jpg,C5039-100-ND,C5039.41.01,General Cable/Carol Brand,CABLE COAXIAL RG11 14AWG 100',4,2000,"84.68000","0","1","-","Active","Coaxial","RG-11","14 AWG (2.08mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.395"" (10.03mm)","Foil, Braid","75 Ohms","100.0' (30.48m)","Black","CATV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=145,//media.digikey.com/photos/General%20Cable%20Photos/C3500.41.86.JPG,C3525-100-ND,C3525.41.86,General Cable/Carol Brand,CABLE COAX PLEN RG6 18AWG 100',8,714000,"88.80000","0","1","-","Active","Coaxial - Plenum","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.226"" (5.74mm)","Foil, Braid","75 Ohms","100.0' (30.48m)","Natural","RF Signal, Video","Quad Shield"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=155,-,C8030-100-ND,C8030.41.86,General Cable/Carol Brand,CABLE COAX PLEN RG59 20AWG 100',4,257000,"89.84000","0","1","-","Active","Coaxial - Plenum","RG-59","20 AWG (0.52mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.200"" (5.08mm)","Braid","75 Ohms","100.0' (30.48m)","Natural","CCTV","18 AWG Unshielded Pair"
http://www.alphawire.com/Home/Products/Cable/Alpha-Essentials/Coaxial-Cable/9062A?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/9062A-BK002.jpg,A302-100-ND,9062A BK005,Alpha Wire,CABLE COAXIAL RG62A 22AWG 100',5,0,"94.34000","0","1","-","Active","Coaxial","RG-62A","22 AWG (0.32mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.242"" (6.15mm)","Braid","93 Ohms","100.0' (30.48m)","Black","-","-"
http://www.alphawire.com/Home/Products/Cable/Alpha-Essentials/Coaxial-Cable/9058A?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/9058A-BK00x.jpg,A9058ABK-100-ND,9058A BK005,Alpha Wire,CABLE COAXIAL RG58A 21AWG 100',2,0,"97.72000","0","1","-","Active","Coaxial","RG-58A","21 AWG (0.41mm²)","19 Strands / 0.0071""","Poly-Vinyl Chloride (PVC)","0.195"" (4.95mm)","Braid","50 Ohms","100.0' (30.48m)","Black","-","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=153,//media.digikey.com/photos/General%20Cable%20Photos/C3519.41.02.JPG,C3519-41-100-ND,C3519.41.86,General Cable/Carol Brand,CABLE COAX PLEN RG58 19AWG 100',8,0,"109.72000","0","1","-","Active","Coaxial - Plenum","RG-58","19 AWG (0.65mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.161"" (4.09mm)","Braid","50 Ohms","100.0' (30.48m)","Natural","Network, RF Signal","-"
//media.digikey.com/pdf/Data%20Sheets/General%20Cable%20PDFs/C5044.41.01.pdf,//media.digikey.com/Photos/General%20Cable%20Photos/MFG_C5044.41.01.jpg,C5044-100-ND,C5044.41.01,General Cable/Carol Brand,CABLE COAXIAL RG11 14AWG 100',10,6000,"113.50000","0","1","-","Active","Coaxial","RG-11","14 AWG (2.08mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.405"" (10.29mm)","Foil, Braid","75 Ohms","100.0' (30.48m)","Black","CATV","Quad Shield"
http://www.alphawire.com/Home/Products/Cable/Alpha-Essentials/Data-and-Bus-Cable/6458?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/6458-BK00x.jpg,A6458BK-100-ND,6458 BK005,Alpha Wire,CABLE COAXIAL RG6 18AWG 100',2,0,"114.30000","0","1","-","Active","Coaxial","RG-6","18 AWG","Solid","Poly-Vinyl Chloride (PVC)","0.298"" (7.57mm)","Foil, Braid","75 Ohms","100.0' (30.48m)","Black","-","Quad Shield"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=142,//media.digikey.com/photos/General%20Cable%20Photos/C5775.18.01_General%20Cable.JPG,C5775-41-1000-ND,C5775.41.01,General Cable/Carol Brand,CABLE COAXIAL RG6 18AWG 1000',4,1027000,"141.08000","0","1","-","Active","Coaxial","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.263"" (6.68mm)","Foil, Braid","75 Ohms","1000.0' (304.80m)","Black","CATV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=142,//media.digikey.com/photos/General%20Cable%20Photos/C5775.18.01_General%20Cable.JPG,C5775-31-1000-ND,C5775.31.01,General Cable/Carol Brand,CABLE COAXIAL RG6 18AWG 1000',1,1886000,"141.08000","0","1","-","Active","Coaxial","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.263"" (6.68mm)","Foil, Braid","75 Ohms","1000.0' (304.80m)","Black","CATV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=142,//media.digikey.com/photos/General%20Cable%20Photos/C5886.31.01.jpg,C5886-1000-ND,C5886.31.01,General Cable/Carol Brand,CABLE COAX RISER RG6 18AWG 1000',1,321000,"162.55000","0","1","-","Active","Coaxial - Riser","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.263"" (6.68mm)","Foil, Braid","75 Ohms","1000.0' (304.80m)","Black","CATV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=144,//media.digikey.com/Photos/General%20Cable%20Photos/C5822.xx.01.jpg,C5822-500-ND,C5822.41.01,General Cable/Carol Brand,CABLE COAXIAL RG6 18AWG 500',1,32954,"178.16000","0","1","-","Active","Coaxial","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.267"" (6.78mm)","Foil, Braid","75 Ohms","500.0' (152.40m)","Black","LAN","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=154,//media.digikey.com/photos/General%20Cable%20Photos/C1104.41.01%20SERIES.jpg,C1142-30-1000-ND,C1142.30.01,General Cable/Carol Brand,CABLE COAXIAL RG59 20AWG 1000',1,0,"209.86000","0","1","-","Active","Coaxial","RG-59","20 AWG (0.52mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.234"" (5.94mm)","Braid","71 Ohms","1000.0' (304.80m)","Black","CCTV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=153,//media.digikey.com/Photos/General%20Cable%20Photos/C1155.xx.01.jpg,C1155-500-ND,C1155.41.01,General Cable/Carol Brand,CABLE COAXIAL RG58 20AWG 500',1,0,"234.35000","0","1","-","Active","Coaxial","RG-58","20 AWG (0.48mm²)","19 Strands / 33 AWG","Non Contaminating Poly-Vinyl Chloride (PVC)","0.195"" (4.95mm)","Braid","50 Ohms","500.0' (152.40m)","Black","RF Signal, Video","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=150,//media.digikey.com/Photos/General%20Cable%20Photos/C5039.41.01.jpg,C5039-500-ND,C5039.41.01,General Cable/Carol Brand,CABLE COAXIAL RG11 14AWG 500',1,2000,"240.76000","0","1","-","Active","Coaxial","RG-11","14 AWG (2.08mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.395"" (10.03mm)","Foil, Braid","75 Ohms","500.0' (152.40m)","Black","CATV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=153,//media.digikey.com/photos/General%20Cable%20Photos/C3519.41.02.JPG,C3519-41-500-ND,C3519.41.86,General Cable/Carol Brand,CABLE COAX PLEN RG58 19AWG 500',2,0,"342.25000","0","1","-","Active","Coaxial - Plenum","RG-58","19 AWG (0.65mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.161"" (4.09mm)","Braid","50 Ohms","500.0' (152.40m)","Natural","Network, RF Signal","-"
http://www.crystek.com/microwave/spec-sheets/bulkcable/CC-SS402.pdf,//media.digikey.com/Photos/Crystek%20Photos/SS402%20Series.JPG,744-1412-ND,CC-SS402-50,Crystek Corporation,CABLE COAXIAL 50',1,0,"382.20000","0","1","SS402","Active","Coaxial","-","-","Solid","Ethylene Tetrafluoroethylene (ETFE)","0.161"" (4.09mm)","Foil, Braid","50 Ohms","50.0' (15.24m)","Blue","-","Flame Retardant"
//media.digikey.com/pdf/Data%20Sheets/General%20Cable%20PDFs/C5044.41.01.pdf,//media.digikey.com/Photos/General%20Cable%20Photos/MFG_C5044.41.01.jpg,C5044-1000-ND,C5044.41.01,General Cable/Carol Brand,CABLE COAXIAL RG11 14AWG 1000',1,6000,"527.14000","0","1","-","Active","Coaxial","RG-11","14 AWG (2.08mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.405"" (10.29mm)","Foil, Braid","75 Ohms","1000.0' (304.80m)","Black","CATV","Quad Shield"
http://www.alphawire.com/Home/Products/Cable/Alpha-Essentials/Coaxial-Cable/9188A?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/9188A%20WH001.JPG,9188AWH001-ND,9188A WH001,Alpha Wire,CABLE COAXIAL RG188A 25AWG 1000',0,0,"1357.57000","0","1","-","Active","Coaxial","RG-188A","25 AWG","7 Strands / 0.0067""","Polytetrafluoroethylene (PTFE)","0.105"" (2.67mm)","Braid","50 Ohms","1000.0' (304.80m)","White","-","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=142,//media.digikey.com/photos/General%20Cable%20Photos/C5775.18.01_General%20Cable.JPG,C5775W-100-ND,C5775.41.02,General Cable/Carol Brand,CABLE COAXIAL RG6 18AWG 100',4,110000,"23.61000","0","1","-","Active","Coaxial","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.263"" (6.68mm)","Foil, Braid","75 Ohms","100.0' (30.48m)","White","CATV","-"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=143,//media.digikey.com/Photos/General%20Cable%20Photos/MFG_C5804.41.01.jpg,C5804-50-ND,C5804.41.01,General Cable/Carol Brand,CABLE COAXIAL RG6 18AWG 50',0,55000,"40.67000","0","1","-","Active","Coaxial","RG-6","18 AWG (0.82mm²)","Solid","Polyethylene (PE)","0.270"" (6.86mm)","Foil, Braid","75 Ohms","50.0' (15.24m)","Black","Direct Burial, Flooded","MoistureGuard™"
https://html5.dcatalog.com/?docid=8e9daddd-82b0-4ed4-a656-a8aa011ea6d3#page=145,//media.digikey.com/photos/General%20Cable%20Photos/C3500.41.86.JPG,C3524-50-ND,C3524.41.86,General Cable/Carol Brand,CABLE COAX PLEN RG6 18AWG 50',0,971000,"43.04000","0","1","-","Active","Coaxial - Plenum","RG-6","18 AWG (0.82mm²)","Solid","Poly-Vinyl Chloride (PVC)","0.226"" (5.74mm)","Foil, Braid","75 Ohms","50.0' (15.24m)","Natural","RF Signal, Video","-"
