Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Cable Type","Cable Group","Wire Gauge","Conductor Strand","Jacket (Insulation) Material","Jacket (Insulation) Diameter","Shield Type","Impedance","Length","Jacket Color","Usage","Features"
-,-,BEL32710-ND,P6QVVWBF,Belden Inc.,"RG6,QUAD,CATV,PVC,WHT,BOX",0,0,"0.23000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32711-ND,P6QEFORF,Belden Inc.,"RG6,QUAD,PE,UG,ORG,REEL,1K FT",0,0,"0.24000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32709-ND,P6ET77VMPRF,Belden Inc.,"RG6,PP,TRI,77%,PG,BLK,PVC",0,0,"0.25000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32717-ND,P6T77VVBFC,Belden Inc.,"RG6,TRI,77%,CATV,BLK,PVC,500FT",0,0,"0.25000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32718-ND,P6T77VVWBFC,Belden Inc.,"RG6,TRI,77%,CATV,WHT,PVC,500FT",0,0,"0.25000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30171-3000-ND,735C1 0083000,Belden Inc.,#25H LDPE/FHDLDPE SH FRPVC,0,0,"0.35997","0","3000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30172-5000-ND,735C1 0085000,Belden Inc.,#25H LDPE/FHDLDPE SH FRPVC,0,0,"0.35997","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30174-500-ND,735A1 008500,Belden Inc.,#26 LDPE/FHDPE SH PVC,0,0,"0.36530","0","500","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30173-1000-ND,735A1 0081000,Belden Inc.,#26 LDPE/FHDPE SH PVC,0,0,"0.36530","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30091-1000-ND,9167 0011000,Belden Inc.,#20 GIFHDLDPE SH FS PVC,0,0,"0.38922","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30092-1000-ND,9167 0021000,Belden Inc.,#20 GIFHDLDPE SH FS PVC,0,0,"0.38922","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30093-1000-ND,9167 0031000,Belden Inc.,#20 GIFHDLDPE SH FS PVC,0,0,"0.38922","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30094-1000-ND,9167 0041000,Belden Inc.,#20 GIFHDLDPE SH FS PVC,0,0,"0.38922","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30095-1000-ND,9167 0051000,Belden Inc.,#20 GIFHDLDPE SH FS PVC,0,0,"0.38922","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30096-1000-ND,9167 0061000,Belden Inc.,#20 GIFHDLDPE SH FS PVC,0,0,"0.38922","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30097-1000-ND,9167 0071000,Belden Inc.,#20 GIFHDLDPE SH FS PVC,0,0,"0.38922","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30098-1000-ND,9167 0081000,Belden Inc.,#20 GIFHDLDPE SH FS PVC,0,0,"0.38922","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30099-1000-ND,9167 0091000,Belden Inc.,#20 GIFHDLDPE SH FS PVC,0,0,"0.38922","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30100-1000-ND,9167 0101000,Belden Inc.,#20 GIFHDLDPE SH FS PVC,0,0,"0.38922","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30101-1000-ND,9167 0121000,Belden Inc.,#20 GIFHDLDPE SH FS PVC,0,0,"0.38922","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30102-1000-ND,9167 2901000,Belden Inc.,#20 GIFHDLDPE SH FS PVC,0,0,"0.38922","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30103-1000-ND,9167 G751000,Belden Inc.,#20 GIFHDLDPE SH FS PVC,0,0,"0.38922","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1000680071_sd.pdf,-,WM25625-1-ND,1000680071,Molex,"32 AWG 100 OHM TWINAX, 1'",0,0,"0.42000","0","1","Temp-Flex TwinMax 100068","Active","Twinaxial","-","32 AWG","Solid (2)","Polyester","0.055"" (1.40mm)","Foil","100 Ohms","1.0' (0.30m)","-","-","Drain Wire"
https://www.molex.com/pdm_docs/sd/1000680080_sd.pdf,-,WM25627-1-ND,1000680080,Molex,"32 AWG 85 OHM TWINAX, 1'",0,0,"0.44000","0","1","Temp-Flex TwinMax 100068","Active","Twinaxial","-","32 AWG","Solid (2)","Polyester","0.046"" (1.17mm)","Foil","85 Ohms","1.0' (0.30m)","-","-","Drain Wire"
-,-,BEL30111-5000-ND,8240 0105000,Belden Inc.,#20 PE BRD FRPVC,0,0,"0.45032","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30210-ND,P11ET77V2PRF,Belden Inc.,"11 SERIES,PP,TRI,77%,PG,BLK",0,0,"0.47000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1000680046_sd.pdf,-,WM25624-1-ND,1000680046,Molex,"34 AWG 100 OHM TWINAX, 1'",0,0,"0.47000","0","1","Temp-Flex TwinMax 100068","Active","Twinaxial","-","34 AWG","Solid (2)","Polyester","0.041"" (1.04mm)","Foil","100 Ohms","1.0' (0.30m)","-","-","Drain Wire"
https://www.molex.com/pdm_docs/sd/1000680107_sd.pdf,-,WM25629-1-ND,1000680107,Molex,"29.5 AWG 100 OHM SHIELDED PAIR,",0,0,"0.47000","0","1","Temp-Flex TwinMax 100068","Active","Twinaxial","-","30 AWG","Solid (2)","Polyester","0.074"" (1.88mm)","Foil","100 Ohms","1.0' (0.30m)","-","-","Drain Wire"
-,-,BEL32696-5000-ND,8259 0105000,Belden Inc.,RG-58A/U 50 OHMS COAX,0,0,"0.47775","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30109-3000-ND,734C1 0083000,Belden Inc.,#20 LDPE/FHDLDPE SH FRPVC,0,0,"0.49283","0","3000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30110-5000-ND,734C1 0085000,Belden Inc.,#20 LDPE/FHDLDPE SH FRPVC,0,0,"0.49283","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1000680085_sd.pdf,-,WM25628-1-ND,1000680085,Molex,"SHIELDED PAIR 28 AWG 90 OHM, 1'",0,0,"0.50000","0","1","Temp-Flex TwinMax 100068","Active","Twinaxial","-","28 AWG","Solid (2)","Polyester","0.075"" (1.90mm)","Foil","90 Ohms","1.0' (0.30m)","-","-","Drain Wire"
https://www.molex.com/pdm_docs/sd/1000680115_sd.pdf,-,WM25631-1-ND,1000680115,Molex,"30 AWG 90 OHM SHIELDED PAIR, 1'",0,35000,"0.50000","0","1","Temp-Flex TwinMax 100068","Active","Twinaxial","-","30 AWG","Solid (2)","Polyester","0.058"" (1.47mm)","Foil","90 Ohms","1.0' (0.30m)","-","-","Drain Wire"
-,-,BEL30142-1000-ND,1855A 0011000,Belden Inc.,#23 PE/GIFHDPE SH FR PVC,0,0,"0.52793","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30143-1000-ND,1855A 001N1000,Belden Inc.,#23 PE/GIFHDPE SH FR PVC,0,0,"0.52793","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30144-1000-ND,1855A 0021000,Belden Inc.,#23 PE/GIFHDPE SH FR PVC,0,0,"0.52793","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30145-1000-ND,1855A 002N1000,Belden Inc.,#23 PE/GIFHDPE SH FR PVC,0,0,"0.52793","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30146-1000-ND,1855A 0031000,Belden Inc.,#23 PE/GIFHDPE SH FR PVC,0,0,"0.52793","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30147-1000-ND,1855A 003N1000,Belden Inc.,#23 PE/GIFHDPE SH FR PVC,0,0,"0.52793","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30148-1000-ND,1855A 0041000,Belden Inc.,#23 PE/GIFHDPE SH FR PVC,0,0,"0.52793","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30149-1000-ND,1855A 004N1000,Belden Inc.,#23 PE/GIFHDPE SH FR PVC,0,0,"0.52793","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30150-1000-ND,1855A 0061000,Belden Inc.,#23 PE/GIFHDPE SH FR PVC,0,0,"0.52793","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30151-1000-ND,1855A 006N1000,Belden Inc.,#23 PE/GIFHDPE SH FR PVC,0,0,"0.52793","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30152-1000-ND,1855A 0071000,Belden Inc.,#23 PE/GIFHDPE SH FR PVC,0,0,"0.52793","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30153-1000-ND,1855A 007N1000,Belden Inc.,#23 PE/GIFHDPE SH FR PVC,0,0,"0.52793","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30154-1000-ND,1855A 0081000,Belden Inc.,#23 PE/GIFHDPE SH FR PVC,0,0,"0.52793","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30155-1000-ND,1855A 008N1000,Belden Inc.,#23 PE/GIFHDPE SH FR PVC,0,0,"0.52793","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30156-1000-ND,1855A 0091000,Belden Inc.,#23 PE/GIFHDPE SH FR PVC,0,0,"0.52793","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30157-1000-ND,1855A 009N1000,Belden Inc.,#23 PE/GIFHDPE SH FR PVC,0,0,"0.52793","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30158-1000-ND,1855A 010N1000,Belden Inc.,#23 PE/GIFHDPE SH FR PVC,0,0,"0.52793","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30160-1000-ND,1855A N3UN1000,Belden Inc.,#23 PE/GIFHDPE SH FR PVC,0,0,"0.52793","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30159-1000-ND,1855A N3U1000,Belden Inc.,#23 PE/GIFHDPE SH FR PVC,0,0,"0.52793","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30136-1200-ND,9259 0101200,Belden Inc.,#22 PE RG 59/U TYPE,0,0,"0.52988","0","1200","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30137-5000-ND,9259 0105000,Belden Inc.,#22 PE RG 59/U TYPE,0,0,"0.52988","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1000680044_sd.pdf,-,WM25623-1-ND,1000680044,Molex,"34 AWG 85 OHM TWINAX, 1'",0,0,"0.53000","0","1","Temp-Flex TwinMax 100068","Active","Twinaxial","-","34 AWG","Solid (2)","Polyester","0.035"" (0.89mm)","Foil","85 Ohms","1.0' (0.30m)","-","-","Drain Wire"
-,-,BEL30119-5000-ND,1505A 0015000,Belden Inc.,#20 PE/GIFHDPE SH FR PVC,0,0,"0.55198","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30120-5000-ND,1505A 0025000,Belden Inc.,#20 PE/GIFHDPE SH FR PVC,0,0,"0.55198","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30121-5000-ND,1505A 0035000,Belden Inc.,#20 PE/GIFHDPE SH FR PVC,0,0,"0.55198","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30122-5000-ND,1505A 0045000,Belden Inc.,#20 PE/GIFHDPE SH FR PVC,0,0,"0.55198","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30123-5000-ND,1505A 0065000,Belden Inc.,#20 PE/GIFHDPE SH FR PVC,0,0,"0.55198","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30124-5000-ND,1505A 0075000,Belden Inc.,#20 PE/GIFHDPE SH FR PVC,0,0,"0.55198","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30125-5000-ND,1505A 0085000,Belden Inc.,#20 PE/GIFHDPE SH FR PVC,0,0,"0.55198","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30126-5000-ND,1505A 0095000,Belden Inc.,#20 PE/GIFHDPE SH FR PVC,0,0,"0.55198","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30127-5000-ND,1505A 0105000,Belden Inc.,#20 PE/GIFHDPE SH FR PVC,0,0,"0.55198","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30128-5000-ND,1505A N3U5000,Belden Inc.,#20 PE/GIFHDPE SH FR PVC,0,0,"0.55198","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,COA1420-ND,COA1420,Laird Technologies IAS,CABLE ACCY 142,0,0,"0.56000","0","10","-","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32682-1000-ND,7805R 010X,Belden Inc.,RF100LL WIRELESS 50 OHM COAX,0,0,"0.56277","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1000680108_sd.pdf,-,WM25630-1-ND,1000680108,Molex,"27.5 AWG 100 OHM SHIELDED PAIR,",0,0,"0.58000","0","1","Temp-Flex TwinMax 100068","Active","Twinaxial","-","28 AWG","Solid (2)","Polyester","0.090"" (2.29mm)","Foil","100 Ohms","1.0' (0.30m)","-","-","Drain Wire"
https://www.molex.com/pdm_docs/sd/1000680079_sd.pdf,-,WM25626-1-ND,1000680079,Molex,"100 OHM 34 AWG TWINAX, 1'",0,0,"0.61000","0","1","Temp-Flex TwinMax 100068","Active","Twinaxial","-","34 AWG","Solid (2)","Polyester","0.044"" (1.12mm)","Foil","100 Ohms","1.0' (0.30m)","-","-","Drain Wire"
-,-,BEL30169-1000-ND,DA7805R 0101000,Belden Inc.,#25 PE/FHDPE SH PVC,0,0,"0.63284","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30170-5000-ND,DA7805R 0105000,Belden Inc.,#25 PE/FHDPE SH PVC,0,0,"0.63284","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30056-1000-ND,DA1694A 0101000,Belden Inc.,#18 PE/GIFHLDLDPE SH FRPVC,0,0,"0.64545","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30057-3000-ND,DA1694A 0103000,Belden Inc.,#18 PE/GIFHLDLDPE SH FRPVC,0,0,"0.64545","0","3000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30058-5000-ND,DA1694A 0105000,Belden Inc.,#18 PE/GIFHLDLDPE SH FRPVC,0,0,"0.64545","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30401-1000-ND,9240 0101000,Belden Inc.,59-RG TYPE COAXIAL CABLE,0,0,"0.65234","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30052-1000-ND,1694A 007N1000,Belden Inc.,#18 PE/GIFHDPE SH FR PVC,0,0,"0.67821","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30048-5000-ND,1694A 0015000,Belden Inc.,#18 PE/GIFHDPE SH FR PVC,0,0,"0.67821","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30049-5000-ND,1694A 0025000,Belden Inc.,#18 PE/GIFHDPE SH FR PVC,0,0,"0.67821","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30050-5000-ND,1694A 0065000,Belden Inc.,#18 PE/GIFHDPE SH FR PVC,0,0,"0.67821","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30051-5000-ND,1694A 0075000,Belden Inc.,#18 PE/GIFHDPE SH FR PVC,0,0,"0.67821","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30053-5000-ND,1694A 0085000,Belden Inc.,#18 PE/GIFHDPE SH FR PVC,0,0,"0.67821","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30054-5000-ND,1694A 0105000,Belden Inc.,#18 PE/GIFHDPE SH FR PVC,0,0,"0.67821","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30055-5000-ND,1694A N3U5000,Belden Inc.,#18 PE/GIFHDPE SH FR PVC,0,0,"0.67821","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30059-2500-ND,1694WB 0062500,Belden Inc.,#18 PO/GIFHDPE SH PO,0,0,"0.74321","0","2500","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30061-2500-ND,1694WB 0102500,Belden Inc.,#18 PO/GIFHDPE SH PO,0,0,"0.74321","0","2500","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30060-5000-ND,1694WB 0065000,Belden Inc.,#18 PO/GIFHDPE SH PO,0,0,"0.74321","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30062-5000-ND,1694WB 0105000,Belden Inc.,#18 PO/GIFHDPE SH PO,0,0,"0.74321","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30104-1000-ND,734D1T 0081000,Belden Inc.,#20 GIFHDLDPE SH PVC DUAL,0,0,"0.74581","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30105-500-ND,734D1T 008500,Belden Inc.,#20 GIFHDLDPE SH PVC DUAL,0,0,"0.74582","0","500","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30161-1000-ND,4855R 0021000,Belden Inc.,#23 PE/GIFHDPE SH PVC,0,0,"0.74620","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30162-1000-ND,4855R 0031000,Belden Inc.,#23 PE/GIFHDPE SH PVC,0,0,"0.74620","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30163-1000-ND,4855R 0041000,Belden Inc.,#23 PE/GIFHDPE SH PVC,0,0,"0.74620","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30164-1000-ND,4855R 0061000,Belden Inc.,#23 PE/GIFHDPE SH PVC,0,0,"0.74620","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30165-1000-ND,4855R 0071000,Belden Inc.,#23 PE/GIFHDPE SH PVC,0,0,"0.74620","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30166-1000-ND,4855R 0101000,Belden Inc.,#23 PE/GIFHDPE SH PVC,0,0,"0.74620","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30168-1000-ND,4855R N3U1000,Belden Inc.,#23 PE/GIFHDPE SH PVC,0,0,"0.74620","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30167-5000-ND,4855R 0105000,Belden Inc.,#23 PE/GIFHDPE SH PVC,0,0,"0.74620","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32683-1000-ND,DA7806R 0101000,Belden Inc.,RF195 WIRELESS 50OHM COAXFRPVC,0,0,"0.77610","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32684-5000-ND,DA7806R 0105000,Belden Inc.,RF195 WIRELESS 50OHM COAXFRPVC,0,0,"0.77610","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30112-1000-ND,4505R 0101000,Belden Inc.,#20 PE/GIFHDLDPE SH FRPVC BLACK,0,0,"0.77987","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30114-1000-ND,4505R 0061000,Belden Inc.,"#20 PE/GIFHDLDPE SH FRPVC BLUE,L",0,0,"0.77987","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30115-1000-ND,4505R N3U1000,Belden Inc.,#20 PE/GIFHDLDPE SH FRPVC MIL GR,0,0,"0.77987","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30116-1000-ND,4505R 0031000,Belden Inc.,#20 PE/GIFHDLDPE SH FRPVC ORANGE,0,0,"0.77987","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30117-1000-ND,4505R 0071000,Belden Inc.,#20 PE/GIFHDLDPE SH FRPVC PURPLE,0,0,"0.77987","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30118-1000-ND,4505R 0021000,Belden Inc.,#20 PE/GIFHDLDPE SH FRPVC RED,0,0,"0.77987","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30113-5000-ND,4505R 0105000,Belden Inc.,#20 PE/GIFHDLDPE SH FRPVC BLACK,0,0,"0.77987","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32719-1000-ND,2694RW 0101000,Belden Inc.,RG-6/U COAX INDOOR/OUTDOOR,0,0,"0.79352","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32720-10000-ND,2694RW 01010000,Belden Inc.,RG-6/U COAX INDOOR/OUTDOOR,0,0,"0.79352","0","10000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,COA2000-ND,COA2000,Laird Technologies IAS,CABLE ACCY L200,0,0,"0.84000","0","10","-","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30108-500-ND,734D2 008500,Belden Inc.,#20 GIFHDLDPE SH PVC DUAL,0,0,"0.92638","0","500","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30106-1000-ND,734D2 0081000,Belden Inc.,#20 GIFHDLDPE SH PVC DUAL,0,0,"0.92638","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30107-4000-ND,734D2 0084000,Belden Inc.,#20 GIFHDLDPE SH PVC DUAL,0,0,"0.92638","0","4000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30040-1000-ND,4694R 0101000,Belden Inc.,#18 PE/GIFHDLDPE SH FRPVC BLACK,0,0,"0.95862","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30042-1000-ND,4694R 0061000,Belden Inc.,"#18 PE/GIFHDLDPE SH FRPVC BLUE,L",0,0,"0.95862","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30043-1000-ND,4694R N3U1000,Belden Inc.,#18 PE/GIFHDLDPE SH FRPVC MIL GR,0,0,"0.95862","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30044-1000-ND,4694R 0031000,Belden Inc.,#18 PE/GIFHDLDPE SH FRPVC ORANGE,0,0,"0.95862","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30045-1000-ND,4694R 0071000,Belden Inc.,#18 PE/GIFHDLDPE SH FRPVC PURPLE,0,0,"0.95862","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30046-1000-ND,4694R 0021000,Belden Inc.,#18 PE/GIFHDLDPE SH FRPVC RED,0,0,"0.95862","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL30047-1000-ND,4694R 0041000,Belden Inc.,#18 PE/GIFHDLDPE SH FRPVC YELLOW,0,0,"0.95862","0","1000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
