Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Cable Type","Number of Conductors","Pitch","Length","Wire Gauge","Conductor Strand","Shielding","Jacket Color","Ribbon Thickness","Ribbon Width","Jacket (Insulation) Material","Voltage","Operating Temperature","Ratings","Features"
http://multimedia.3m.com/mws/media/22312O/3mtm-round-conductor-flat-cable-3756-series-ts0508.pdf,//media.digikey.com/Photos/3M%20Photos/3756%5E10.JPG,ME10G-100-ND,3756/10 100,3M,CBL RIBN 10COND 0.025 GRAY 100',128,0,"42.64000","0","1","3756","Active","Flat Cable","10","0.025"" (0.64mm)","100.0' (30.48m)","30 AWG","7 Strands / 38 AWG","Unshielded","Gray","0.025"" (0.64mm)","-","Thermoplastic Elastomer (TPE)","150V","-40°C ~ 105°C","UL Style 20297","-"
http://multimedia.3m.com/mws/media/667945O/3mtm-round-conductor-flat-cable-hf365-series-ts2334.pdf,//media.digikey.com/Photos/3M%20Photos/HF365%5E06SF.JPG,MD06R-100-ND,HF365/06SF,3M,CBL RIBN 6COND 0.050 GRAY 100',215,0,"56.04000","0","1","HF365","Active","Flat Cable","6","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","0.300"" (7.62mm)","Polyolefin (PO)","300V","-40°C ~ 105°C","UL Style 21682","Zippable"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7306_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/MFG_AWG28-10-G.jpg,AE10G-300-ND,AWG28-10/G/300,Assmann WSW Components,CBL RIBN 10COND 0.050 GRAY 300',634,0,"67.06000","0","1","AWG","Active","Flat Cable","10","0.050"" (1.27mm)","300.0' (91.44m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","0.500"" (12.70mm)","Poly-Vinyl Chloride (PVC)","300V","-10°C ~ 105°C","UL Style 2651","-"
http://multimedia.3m.com/mws/media/22052O/3mtm-round-conductor-flat-cable-050in-3365-series-ts0080.pdf,//media.digikey.com/Renders/3M%20Renders/3365%5E10.jpg,MC10G-300-ND,3365/10 300SF,3M,CBL RIBN 10COND 0.050 GRAY 300',126,0,"77.59000","0","1","3365","Active","Flat Cable","10","0.050"" (1.27mm)","300.0' (91.44m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","0.500"" (12.70mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 2651","Zippable"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7307_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AWG28-10%5EG-1%5E300-R.jpg,AE10A-300-ND,AWG28-10/G-1/300,Assmann WSW Components,CBL RIBN 10COND 0.039 GRAY 300',290,0,"80.96000","0","1","AWG","Active","Flat Cable","10","0.039"" (1.00mm)","300.0' (91.44m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","0.394"" (10.00mm)","Poly-Vinyl Chloride (PVC)","300V","-10°C ~ 105°C","UL Style 2651","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7306_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/MFG_AWG28-16-G.jpg,AE16G-300-ND,AWG28-16/G/300,Assmann WSW Components,CBL RIBN 16COND 0.050 GRAY 300',222,0,"95.91000","0","1","AWG","Active","Flat Cable","16","0.050"" (1.27mm)","300.0' (91.44m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","0.800"" (20.32mm)","Poly-Vinyl Chloride (PVC)","300V","-10°C ~ 105°C","UL Style 2651","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7310_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/MFG_AWG28-10-F.jpg,AE10M-300-ND,AWG28-10/F/300,Assmann WSW Components,CBL RIBN 10COND 0.050 MULTI 300',113,0,"110.90000","0","1","AWG","Active","Flat Cable","10","0.050"" (1.27mm)","300.0' (91.44m)","28 AWG","7 Strands / 0.0050""","Unshielded","Multiple","0.035"" (0.89mm)","0.500"" (12.70mm)","Poly-Vinyl Chloride (PVC)","300V","105°C","UL Style 2651","-"
http://multimedia.3m.com/mws/media/667945O/3mtm-round-conductor-flat-cable-hf365-series-ts2334.pdf,"//media.digikey.com/Photos/3M%20Photos/MFG_HF365,%20HF319.jpg",MD20R-100-ND,HF365/20SF,3M,CBL RIBN 20COND 0.050 GRAY 100',63,0,"116.88000","0","1","HF365","Active","Flat Cable","20","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","1.000"" (25.40mm)","Polyolefin (PO)","300V","-40°C ~ 105°C","UL Style 21682","Zippable"
https://www.molex.com/pdm_docs/sd/082283010_sd.pdf,//media.digikey.com/photos/Molex/82-28-3010.jpg,WM11-100-ND,82-28-3010,Molex,CBL RIBN 10COND 0.039 GRAY 100',67,0,"117.89000","0","1","24500","Active","Flat Cable","10","0.039"" (1.00mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.031"" (0.79mm)","0.394"" (10.00mm)","Poly-Vinyl Chloride (PVC)","150V","-20°C ~ 105°C","UL E61522","Zippable"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7306_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/MFG_AWG28-20-G.jpg,AE20G-300-ND,AWG28-20/G/300,Assmann WSW Components,CBL RIBN 20COND 0.050 GRAY 300',248,0,"119.67000","0","1","AWG","Active","Flat Cable","20","0.050"" (1.27mm)","300.0' (91.44m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","1.000"" (25.40mm)","Poly-Vinyl Chloride (PVC)","300V","-10°C ~ 105°C","UL Style 2651","-"
http://multimedia.3m.com/mws/media/22071O/3mtm-color-coded-flat-cbl-05026-awg-stranded-pvc-3811-ts0122.pdf,//media.digikey.com/photos/3M%20Photos/3811%5E10%20300.jpg,MC010M-300-ND,3811/10 300,3M,CBL RIBN 10COND 0.050 MULTI 300',95,0,"124.08000","0","1","3811","Active","Flat Cable","10","0.050"" (1.27mm)","300.0' (91.44m)","26 AWG","7 Strands / 34 AWG","Unshielded","Multiple","0.042"" (1.07mm)","0.500"" (12.70mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 20462","Zippable"
http://multimedia.3m.com/mws/media/22052O/3mtm-round-conductor-flat-cable-050in-3365-series-ts0080.pdf,//media.digikey.com/Renders/3M%20Renders/3365%5E20.jpg,MC20G-300-ND,3365/20 300SF,3M,CBL RIBN 20COND 0.050 GRAY 300',45,0,"144.25000","0","1","3365","Active","Flat Cable","20","0.050"" (1.27mm)","300.0' (91.44m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","1.000"" (25.40mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 2651","Zippable"
http://multimedia.3m.com/mws/media/22059O/3mtm-color-coded-flat-cbl-05028-awg-pvc-3302-series-ts0123.pdf,//media.digikey.com/photos/3M%20Photos/3302^10(300SF).jpg,MC10M-300-ND,3302/10 300SF,3M,CBL RIBN 10COND 0.050 MULTI 300',89,0,"145.00000","0","1","3302","Active","Flat Cable","10","0.050"" (1.27mm)","300.0' (91.44m)","28 AWG","7 Strands / 36 AWG","Unshielded","Multiple","0.042"" (1.07mm)","0.500"" (12.70mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 20462","Zippable"
//media.digikey.com/pdf/Data%20Sheets/Amphenol%20PDFs/132-2801-0xx_RevG_Dwg.pdf,//media.digikey.com/Photos/Amphenol%20Photos/132-2801-020.JPG,SS20F-100-ND,132-2801-020,Amphenol Spectra-Strip,CBL RIBN 20COND TWISTPAIR 100',29,0,"145.01000","0","1","Twist 'N' Flat®","Active","Flat Twisted Pair","20 (10 Pair Twisted)","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Multiple","0.042"" (1.07mm)","1.026"" (26.06mm)","Poly-Vinyl Chloride (PVC)","300V","-40°C ~ 80°C","UL Style 2697","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7306_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/MFG_AWG28-26-G.jpg,AE26G-300-ND,AWG28-26/G/300,Assmann WSW Components,CBL RIBN 26COND 0.050 GRAY 300',93,0,"146.56000","0","1","AWG","Active","Flat Cable","26","0.050"" (1.27mm)","300.0' (91.44m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","1.300"" (33.02mm)","Poly-Vinyl Chloride (PVC)","300V","-10°C ~ 105°C","UL Style 2651","-"
http://multimedia.3m.com/mws/media/22043O/3mtm-round-jacketed-flat-cable-050-3759-series-ts0070.pdf,//media.digikey.com/photos/3M%20Photos/3759^20%20100SF.JPG,MB20A-100-ND,3759/20 100SF,3M,CBL RIBN 20COND 0.050 BLACK 100',57,0,"164.79000","0","1","3759","Active","Flat Cable, Round Jacket","20","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Black","-","0.950"" (24.13mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 80°C","UL Style 20267","Zippable"
http://multimedia.3m.com/mws/media/22068O/3mtm-twisted-pair-flat-cable-050-28awg-1700-series-ts0115.pdf,//media.digikey.com/photos/3M%20Photos/1700^34%20(100SF).jpg,MC34F-100-ND,1700/34 100SF,3M,CBL RIBN 34COND TWIST-PAIR 100',60,0,"175.34000","0","1","1700","Active","Flat Twisted Pair","34 (17 Pair Twisted)","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Multiple","0.080"" (2.03mm)","1.700"" (43.18mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 20462","-"
http://multimedia.3m.com/mws/media/22052O/3mtm-round-conductor-flat-cable-050in-3365-series-ts0080.pdf,//media.digikey.com/Renders/3M%20Renders/3365%5E26.jpg,MC26G-300-ND,3365/26 300SF,3M,CBL RIBN 26COND 0.050 GRAY 300',32,0,"175.76000","0","1","3365","Active","Flat Cable","26","0.050"" (1.27mm)","300.0' (91.44m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","1.300"" (33.02mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 2651","Zippable"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7306_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/MFG_AWG28-34-G.jpg,AE34G-300-ND,AWG28-34/G/300,Assmann WSW Components,CBL RIBN 34COND 0.050 GRAY 300',49,0,"178.48000","0","1","AWG","Active","Flat Cable","34","0.050"" (1.27mm)","300.0' (91.44m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","1.700"" (43.18mm)","Poly-Vinyl Chloride (PVC)","300V","-10°C ~ 105°C","UL Style 2651","-"
http://multimedia.3m.com/mws/media/22059O/3mtm-color-coded-flat-cbl-05028-awg-pvc-3302-series-ts0123.pdf,//media.digikey.com/photos/3M%20Photos/3302^14(300SF).jpg,MC14M-300-ND,3302/14 300SF,3M,CBL RIBN 14COND 0.050 MULTI 300',38,0,"190.28000","0","1","3302","Active","Flat Cable","14","0.050"" (1.27mm)","300.0' (91.44m)","28 AWG","7 Strands / 36 AWG","Unshielded","Multiple","0.042"" (1.07mm)","0.700"" (17.78mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 20462","Zippable"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7306_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/MFG_AWG28-40-G.jpg,AE40G-300-ND,AWG28-40/G/300,Assmann WSW Components,CBL RIBN 40COND 0.050 GRAY 300',52,0,"211.07000","0","1","AWG","Active","Flat Cable","40","0.050"" (1.27mm)","300.0' (91.44m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","2.000"" (50.80mm)","Poly-Vinyl Chloride (PVC)","300V","-10°C ~ 105°C","UL Style 2651","-"
http://multimedia.3m.com/mws/media/22052O/3mtm-round-conductor-flat-cable-050in-3365-series-ts0080.pdf,//media.digikey.com/Renders/3M%20Renders/3365%5E34.jpg,MC34G-300-ND,3365/34 300SF,3M,CBL RIBN 34COND 0.050 GRAY 300',33,0,"229.84000","0","1","3365","Active","Flat Cable","34","0.050"" (1.27mm)","300.0' (91.44m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","1.700"" (43.18mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 2651","Zippable"
http://multimedia.3m.com/mws/media/22068O/3mtm-twisted-pair-flat-cable-050-28awg-1700-series-ts0115.pdf,//media.digikey.com/photos/3M%20Photos/1700^50%20(100SF).jpg,MC50F-100-ND,1700/50 100SF,3M,CBL RIBN 50COND TWIST-PAIR 100',61,0,"236.61000","0","1","1700","Active","Flat Twisted Pair","50 (25 Pair Twisted)","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Multiple","0.080"" (2.03mm)","2.500"" (63.50mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 20462","-"
http://multimedia.3m.com/mws/media/22028O/050-high-flex-cable-28-awg-stranded-pvc-3319-series-ts0059.pdf,//media.digikey.com/photos/3M%20Photos/3319^10.jpg,MC10H-100-ND,3319/10 100,3M,CBL RIBN 10COND 0.050 BLACK 100',92,0,"237.67000","0","1","3319","Active","Flat Cable","10","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","19 Strands / 40 AWG","Unshielded","Black","0.035"" (0.89mm)","0.500"" (12.70mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 2651","Zippable"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7306_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/MFG_AWG28-50-G.jpg,AE50G-300-ND,AWG28-50/G/300,Assmann WSW Components,CBL RIBN 50COND 0.050 GRY 300',47,0,"242.08000","0","1","AWG","Active","Flat Cable","50","0.050"" (1.27mm)","300.0' (91.44m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","2.500"" (63.50mm)","Poly-Vinyl Chloride (PVC)","300V","-10°C ~ 105°C","UL Style 2651","-"
http://multimedia.3m.com/mws/media/22097O/3mtm-shielded-jktd-flat-cable-050-3517-series-ts0069.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_3517%20Series.jpg,MB10H-100-ND,3517/10 100SF,3M,CBL RIBN 10COND 0.050 GRAY 100',26,0,"246.00000","0","1","3517","Active","Flat Cable, Flat Jacket","10","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Shielded","Gray","0.110"" (2.79mm)","0.630"" (16.00mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 80°C","UL Style 2912","-"
http://multimedia.3m.com/mws/media/22059O/3mtm-color-coded-flat-cbl-05028-awg-pvc-3302-series-ts0123.pdf,//media.digikey.com/photos/3M%20Photos/3302^20(300SF).jpg,MC20M-300-ND,3302/20 300SF,3M,CBL RIBN 20COND 0.050 MULTI 300',93,0,"249.41000","0","1","3302","Active","Flat Cable","20","0.050"" (1.27mm)","300.0' (91.44m)","28 AWG","7 Strands / 36 AWG","Unshielded","Multiple","0.042"" (1.07mm)","1.000"" (25.40mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 20462","Zippable"
http://multimedia.3m.com/mws/media/22028O/050-high-flex-cable-28-awg-stranded-pvc-3319-series-ts0059.pdf,//media.digikey.com/photos/3M%20Photos/3319^20.jpg,MC20H-100-ND,3319/20 100,3M,CBL RIBN 20COND 0.050 BLACK 100',43,0,"413.91000","0","1","3319","Active","Flat Cable","20","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","19 Strands / 40 AWG","Unshielded","Black","0.035"" (0.89mm)","1.000"" (25.40mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 2651","Zippable"
http://multimedia.3m.com/mws/media/22097O/3mtm-shielded-jktd-flat-cable-050-3517-series-ts0069.pdf,//media.digikey.com/photos/3M%20Photos/3517^20%20100SF.JPG,MB20H-100-ND,3517/20 100SF,3M,CBL RIBN 20COND 0.050 GRAY 100',36,0,"418.20000","0","1","3517","Active","Flat Cable, Flat Jacket","20","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Shielded","Gray","0.110"" (2.79mm)","1.130"" (28.70mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 80°C","UL Style 2912","-"
http://multimedia.3m.com/mws/media/22097O/3mtm-shielded-jktd-flat-cable-050-3517-series-ts0069.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_3517%20Series.jpg,MB37H-100-ND,3517/37 100SF,3M,CBL RIBN 37COND 0.050 GRAY 100',26,0,"634.05000","0","1","3517","Active","Flat Cable, Flat Jacket","37","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Shielded","Gray","0.110"" (2.79mm)","1.980"" (50.29mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 80°C","UL Style 2912","-"
http://multimedia.3m.com/mws/media/667943O/3mtm-round-shielded-jacketed-flat-cable-hf659-series-ts2335.pdf,//media.digikey.com/Photos/3M%20Photos/HF659%5E25SF.jpg,MF25R-275-ND,HF659/25SF,3M,CBL RIBN 25COND 0.050 GRAY 275',63,0,"679.81000","0","1","HF659","Active","Flat Cable, Round Jacket","25","0.050"" (1.27mm)","275.0' (83.82m)","28 AWG","7 Strands / 36 AWG","Shielded","Gray","-","1.200"" (30.48mm)","Polyolefin (PO)","150V","-15°C ~ 75°C","UL Style 22170","Zippable"
https://katalog.we-online.de/em/datasheet/63912015521CAB.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WR-CAB.jpg,732-11806-ND,63912015521CAB,Wurth Electronics Inc.,WR-CAB 1.27MM RIBBON FLAT CABLE,97,0,"4.50000","0","1","WR-CAB","Active","Flat Cable","20","0.050"" (1.27mm)","3.28' (1000.00mm)","28 AWG","-","Unshielded","Gray","0.035"" (0.89mm)","0.989"" (25.13mm)","Poly-Vinyl Chloride (PVC)","300V","-25°C ~ 105°C","-","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7306_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/MFG_AWG28-9-G.jpg,AE09G-300-ND,AWG28-9/G/300,Assmann WSW Components,CBL RIBN 9COND 0.050 GRAY 300',156,0,"60.19000","0","1","AWG","Active","Flat Cable","9","0.050"" (1.27mm)","300.0' (91.44m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","0.450"" (11.43mm)","Poly-Vinyl Chloride (PVC)","300V","-10°C ~ 105°C","UL Style 2651","-"
http://multimedia.3m.com/mws/media/22068O/3mtm-twisted-pair-flat-cable-050-28awg-1700-series-ts0115.pdf,//media.digikey.com/photos/3M%20Photos/1700^10%20(100SF).jpg,MC10F-100-ND,1700/10 100SF,3M,CBL RIBN 10COND TWIST-PAIR 100',210,0,"65.66000","0","1","1700","Active","Flat Twisted Pair","10 (5 Pair Twisted)","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Multiple","0.080"" (2.03mm)","0.500"" (12.70mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 20462","-"
http://multimedia.3m.com/mws/media/667945O/3mtm-round-conductor-flat-cable-hf365-series-ts2334.pdf,"//media.digikey.com/Photos/3M%20Photos/MFG_HF365,%20HF319.jpg",MD12R-100-ND,HF365/12SF,3M,CBL RIBN 12COND 0.050 GRAY 100',289,0,"83.47000","0","1","HF365","Active","Flat Cable","12","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","0.600"" (15.24mm)","Polyolefin (PO)","300V","-40°C ~ 105°C","UL Style 21682","Zippable"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7307_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AWG28-16%5EG-1%5E300-R.jpg,AE16A-300-ND,AWG28-16/G-1/300,Assmann WSW Components,CBL RIBN 16COND 0.039 GRAY 300',29,0,"114.60000","0","1","AWG","Active","Flat Cable","16","0.039"" (1.00mm)","300.0' (91.44m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","0.630"" (16.00mm)","Poly-Vinyl Chloride (PVC)","300V","-10°C ~ 105°C","UL Style 2651","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7307_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AWG28-20%5EG-1%5E300-R.jpg,AE20A-300-ND,AWG28-20/G-1/300,Assmann WSW Components,CBL RIBN 20COND 0.039 GRAY 300',107,0,"115.67000","0","1","AWG","Active","Flat Cable","20","0.039"" (1.00mm)","300.0' (91.44m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","0.787"" (20.00mm)","Poly-Vinyl Chloride (PVC)","300V","-10°C ~ 105°C","UL Style 2651","-"
http://multimedia.3m.com/mws/media/22068O/3mtm-twisted-pair-flat-cable-050-28awg-1700-series-ts0115.pdf,//media.digikey.com/photos/3M%20Photos/1700^20%20(100SF).jpg,MC20F-100-ND,1700/20 100SF,3M,CBL RIBN 20COND TWIST-PAIR 100',42,0,"117.50000","0","1","1700","Active","Flat Twisted Pair","20 (10 Pair Twisted)","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Multiple","0.080"" (2.03mm)","1.000"" (25.40mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 20462","-"
http://multimedia.3m.com/mws/media/22043O/3mtm-round-jacketed-flat-cable-050-3759-series-ts0070.pdf,//media.digikey.com/photos/3M%20Photos/3759^09%20100SF.JPG,MB09A-100-ND,3759/09 100SF,3M,CBL RIBN 9COND 0.050 BLACK 100',40,0,"119.28000","0","1","3759","Active","Flat Cable, Round Jacket","9","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Black","-","0.402"" (10.20mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 80°C","UL Style 20267","Zippable"
http://multimedia.3m.com/mws/media/22026O/3mtm-round-conductor-flat-cable-156-18-awg-stranded-ts0057.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_8132%20Series.jpg,3M157909-100-ND,8132/04 100,3M,CBL RIBN 4COND 0.156 GRAY 100',107,0,"120.29000","0","1","8132","Active","Flat Cable","4","0.156"" (3.96mm)","100.0' (30.48m)","18 AWG","19 Strands / 30 AWG","Unshielded","Gray","0.077"" (1.96mm)","0.568"" (14.43mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 80°C","UL E42769","Zippable"
http://multimedia.3m.com/mws/media/22068O/3mtm-twisted-pair-flat-cable-050-28awg-1700-series-ts0115.pdf,//media.digikey.com/photos/3M%20Photos/1700^26%20(100SF).jpg,3M157901-100-ND,1700/26 100,3M,CBL RIBN 26COND TWIST-PAIR 100',133,0,"121.95000","0","1","1700","Active","Flat Twisted Pair","26 (13 Pair Twisted)","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Multiple","0.080"" (2.03mm)","1.300"" (33.02mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 20462","-"
http://multimedia.3m.com/mws/media/22055O/3mtm-round-conductor-flat-cable-22-awg-8124-series-ts0084.pdf,//media.digikey.com/Photos/3M%20Photos/8124%5E04.JPG,3M156101-200-ND,8124/04,3M,CBL RIBN 4COND 0.100 GRAY 200',35,0,"131.01000","0","1","8124","Active","Flat Cable","4","0.100"" (2.54mm)","200.0' (60.96m)","22 AWG","7 Strands / 30 AWG","Unshielded","Gray","0.060"" (1.52mm)","-","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL E42769","Zippable"
http://multimedia.3m.com/mws/media/667945O/3mtm-round-conductor-flat-cable-hf365-series-ts2334.pdf,"//media.digikey.com/Photos/3M%20Photos/MFG_HF365,%20HF319.jpg",MD25R-100-ND,HF365/25SF,3M,CBL RIBN 25COND 0.050 GRAY 100',30,0,"138.86000","0","1","HF365","Active","Flat Cable","25","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","1.250"" (31.75mm)","Polyolefin (PO)","300V","-40°C ~ 105°C","UL Style 21682","Zippable"
http://multimedia.3m.com/mws/media/22052O/3mtm-round-conductor-flat-cable-050in-3365-series-ts0080.pdf,//media.digikey.com/Renders/3M%20Renders/3365%5E16.jpg,3M155835-500-ND,3365/16,3M,CBL RIBN 16COND 0.050 GRAY 500',51,0,"153.61000","0","1","3365","Active","Flat Cable","16","0.050"" (1.27mm)","500.0' (152.40m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","0.800"" (20.32mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 2651","Zippable"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7310_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/MFG_AWG28-16-F.jpg,AE16M-300-ND,AWG28-16/F/300,Assmann WSW Components,CBL RIBN 16COND 0.050 MULTI 300',29,0,"155.76000","0","1","AWG","Active","Flat Cable","16","0.050"" (1.27mm)","300.0' (91.44m)","28 AWG","7 Strands / 0.0050""","Unshielded","Multiple","0.035"" (0.89mm)","0.800"" (20.32mm)","Poly-Vinyl Chloride (PVC)","300V","105°C","UL Style 2651","-"
https://catalog.belden.com/techdata/EN/9L28025_techdata.pdf,-,BEL1478-100-ND,9L28025 008H100,Belden Inc.,CBL RIBN 25COND .050 GRAY 100',35,0,"169.00000","0","1","9L280XX","Active","Flat Cable","25","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","1.250"" (31.75mm)","Poly-Vinyl Chloride (PVC)","300V","-40°C ~ 105°C","UL Style 2651","-"
https://catalog.belden.com/techdata/EN/2L28026_techdata.pdf,//media.digikey.com/Photos/Belden/2L28026-008H100.jpg,BEL1470-100-ND,2L28026 008H100,Belden Inc.,CBL RIBN 26COND 1MM GRAY 100',46,0,"172.11000","0","1","2L280XX","Active","Flat Cable","26","0.039"" (1.00mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","1.020"" (25.91mm)","Poly-Vinyl Chloride (PVC)","300V","-40°C ~ 105°C","UL Style 2651","-"
