Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Cable Type","Number of Conductors","Pitch","Length","Wire Gauge","Conductor Strand","Shielding","Jacket Color","Ribbon Thickness","Ribbon Width","Jacket (Insulation) Material","Voltage","Operating Temperature","Ratings","Features"
https://catalog.belden.com/techdata/EN/9L28040_techdata.pdf,//media.digikey.com/Photos/Belden/9L28040-008H100.JPG,BEL1481-100-ND,9L28040 008H100,Belden Inc.,CBL RIBN 40COND .050 GRAY 100',9,0,"241.41000","0","1","9L280XX","Active","Flat Cable","40","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","2.000"" (50.80mm)","Poly-Vinyl Chloride (PVC)","300V","-40°C ~ 105°C","UL Style 2651","-"
http://multimedia.3m.com/mws/media/667945O/3mtm-round-conductor-flat-cable-hf365-series-ts2334.pdf,"//media.digikey.com/Photos/3M%20Photos/MFG_HF365,%20HF319.jpg",MD50R-100-ND,HF365/50SF,3M,CBL RIBN 50COND 0.050 GRAY 100',8,0,"245.08000","0","1","HF365","Active","Flat Cable","50","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","2.500"" (63.50mm)","Polyolefin (PO)","300V","-40°C ~ 105°C","UL Style 21682","Zippable"
http://www.alphawire.com/Home/Products/Wire/Hook-Up-Wire/Ribbon/3530_7?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/3530-7-MC005.jpg,3530/7MC005-100-ND,3530/7 MC005,Alpha Wire,CBL RIBN 10COND MULTI 100',8,6,"249.34000","0","1","MIL-DTL-16878/1 Type B","Active","Flat Cable","10","0.050"" (1.27mm)","100.0' (30.48m)","22 AWG","7 Strands / 30 AWG","Unshielded","Multiple","0.050"" (1.27mm)","0.500"" (12.70mm)","Poly-Vinyl Chloride (PVC)","600V","-20°C ~ 105°C","UL Style 2713","-"
//media.digikey.com/pdf/Data%20Sheets/Amphenol%20PDFs/159-2801-0xx_RevM_Dwg.pdf,//media.digikey.com/Photos/Amphenol%20Photos/159-2801-026.JPG,SS26R-100-ND,159-2801-026,Amphenol Spectra-Strip,CBL RIBN 26COND .050 BLACK 100',13,0,"256.87000","0","1","Round 'N' Flat®","Active","Flat Cable, Round Jacket","26","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Shielded","Black","0.035"" (0.89mm)","1.300"" (33.02mm)","Poly-Vinyl Chloride (PVC)","300V","-40°C ~ 105°C","-","-"
//media.digikey.com/pdf/Data%20Sheets/Amphenol%20PDFs/135-2801-0xx_RevD_Dwg.pdf,//media.digikey.com/Photos/Amphenol%20Photos/135-2801-050.JPG,SS50MC-100-ND,135-2801-050,Amphenol Spectra-Strip,CBL RIBN 50COND .050 MULTI 100',6,0,"269.27000","0","1","3C®","Active","Flat Cable","50","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Multiple","0.042"" (1.07mm)","2.505"" (63.63mm)","Poly-Vinyl Chloride (PVC)","300V","-40°C ~ 80°C","UL Style 2697","-"
http://multimedia.3m.com/mws/media/22097O/3mtm-shielded-jktd-flat-cable-050-3517-series-ts0069.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_3517%20Series.jpg,3M157855-100-ND,3517/14 100,3M,CBL RIBN 14COND 0.050 GRAY 100',4,0,"277.54000","0","1","3517","Active","Flat Cable, Flat Jacket","14","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Shielded","Gray","0.110"" (2.79mm)","0.830"" (21.08mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 80°C","UL Style 2912","-"
http://multimedia.3m.com/mws/media/667945O/3mtm-round-conductor-flat-cable-hf365-series-ts2334.pdf,"//media.digikey.com/Photos/3M%20Photos/MFG_HF365,%20HF319.jpg",MD60R-100-ND,HF365/60SF,3M,CBL RIBN 60COND 0.050 GRAY 100',7,0,"297.53000","0","1","HF365","Active","Flat Cable","60","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","3.000"" (76.20mm)","Polyolefin (PO)","300V","-40°C ~ 105°C","UL Style 21682","Zippable"
https://catalog.belden.com/techdata/EN/9L28050_techdata.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/9L28050-008H100.jpg,BEL1482-100-ND,9L28050 008H100,Belden Inc.,CBL RIBN 50COND .050 GRAY 100',17,0,"298.36000","0","1","9L280XX","Active","Flat Cable","50","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","2.500"" (63.50mm)","Poly-Vinyl Chloride (PVC)","300V","-40°C ~ 105°C","UL Style 2651","-"
http://multimedia.3m.com/mws/media/22059O/3mtm-color-coded-flat-cbl-05028-awg-pvc-3302-series-ts0123.pdf,//media.digikey.com/photos/3M%20Photos/3302^24(300SF).jpg,MC24M-300-ND,3302/24 300SF,3M,CBL RIBN 24COND 0.050 MULTI 300',2,0,"299.30000","0","1","3302","Active","Flat Cable","24","0.050"" (1.27mm)","300.0' (91.44m)","28 AWG","7 Strands / 36 AWG","Unshielded","Multiple","0.042"" (1.07mm)","1.200"" (30.48mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 20462","Zippable"
http://multimedia.3m.com/mws/media/22264O/3mtm-round-cond-flat-cable-1-0-mm-3625-series-ts0452.pdf,//media.digikey.com/photos/3M%20Photos/3625^30%20100MSF.JPG,MC30L-100-ND,3625/30 100MSF,3M,CBL RIBN 30COND 0.039 GRAY 100M,4,0,"302.79000","0","1","3625","Active","Flat Cable","30","0.039"" (1.00mm)","328.1' (100.00m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","1.181"" (30.00mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 2651","Zippable"
http://www.alphawire.com/Home/Products/Wire/Hook-Up-Wire/Ribbon/3530?device=pdf,-,3530MC005-ND,3530 MC005,Alpha Wire,CBL RIBN 10COND MULTI 100',15,0,"313.16000","0","1","MIL-DTL-16878/1 Type B","Active","Flat Cable","10","0.052"" (1.32mm)","100.0' (30.48m)","22 AWG","19 Strands / 34 AWG","Unshielded","Multiple","0.051"" (1.30mm)","0.510"" (12.95mm)","Poly-Vinyl Chloride (PVC)","600V","-20°C ~ 105°C","UL Style 2713","-"
http://multimedia.3m.com/mws/media/22054O/3mtm-rnd-shld-jckt-flat-cable-mass-term-3659-series-ts0083.pdf,//media.digikey.com/photos/3M%20Photos/3659^60(SF).jpg,MC60R-100-ND,3659/60 100SF,3M,CBL RIBN 60COND 0.050 BLACK 100',23,0,"316.38000","0","1","3659","Active","Flat Cable, Round Jacket","60","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Shielded","Black","-","2.950"" (74.93mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 20267","Zippable"
//media.digikey.com/pdf/Data%20Sheets/Amphenol%20PDFs/169-2832-0xx_RevM_Dwg.pdf,//media.digikey.com/Photos/Amphenol%20Photos/169-2832-020.JPG,SS20LF-100-ND,169-2832-020,Amphenol Spectra-Strip,CBL RIBN 20COND TWISTPAIR 100',10,0,"320.60000","0","1","Twist 'N' Flat®","Active","Flat Twisted Pair, Round Jacket","20 (10 Pair Twisted)","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Shielded","Multiple","0.042"" (1.07mm)","1.026"" (26.06mm)","Poly-Vinyl Chloride (PVC)","300V","-40°C ~ 105°C","-","-"
http://multimedia.3m.com/mws/media/22059O/3mtm-color-coded-flat-cbl-05028-awg-pvc-3302-series-ts0123.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_3302%5E26%20100SF.jpg,MC26M-300-ND,3302/26 300SF,3M,CBL RIBN 26COND 0.050 MULTI 300',7,0,"324.24000","0","1","3302","Active","Flat Cable","26","0.050"" (1.27mm)","300.0' (91.44m)","28 AWG","7 Strands / 36 AWG","Unshielded","Multiple","0.042"" (1.07mm)","1.300"" (33.02mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 20462","Zippable"
//media.digikey.com/pdf/Data%20Sheets/Amphenol%20PDFs/159-2832-0xx_RevO_Dwg.pdf,//media.digikey.com/Photos/Amphenol%20Photos/Twist-'N'-Flat-SERIES.jpg,SS26RF-100-ND,159-2832-026,Amphenol Spectra-Strip,CBL RIBN 26COND TWISTPAIR 100',6,0,"329.99000","0","1","Twist 'N' Flat®","Active","Flat Twisted Pair, Round Jacket","26 (13 Pair Twisted)","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Shielded","Black","0.035"" (0.89mm)","1.326"" (33.68mm)","Poly-Vinyl Chloride (PVC)","300V","-40°C ~ 105°C","-","-"
http://multimedia.3m.com/mws/media/22246O/3mtm-shielded-jacketed-flat-cable-1785-series-ts0308.pdf,//media.digikey.com/photos/3M%20Photos/1785^20%20100SF.JPG,MB20F-100-ND,1785/20 100SF,3M,CBL RIBN 20COND TWIST-PAIR 100',6,0,"334.85000","0","1","1785","Active","Flat Twisted Pair, Flat Jacket","20 (10 Pair Twisted)","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Shielded","Black","0.120"" (3.05mm)","1.130"" (28.70mm)","Poly-Vinyl Chloride (PVC)","150V","-20°C ~ 80°C","UL Style 2912","-"
http://multimedia.3m.com/mws/media/22097O/3mtm-shielded-jktd-flat-cable-050-3517-series-ts0069.pdf,//media.digikey.com/photos/3M%20Photos/3517^20%20100SF.JPG,3M157843-100-ND,3517/20 100,3M,CBL RIBN 20COND 0.050 GRAY 100',6,0,"337.00000","0","1","3517","Active","Flat Cable, Flat Jacket","20","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Shielded","Gray","0.110"" (2.79mm)","1.130"" (28.70mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 80°C","UL Style 2912","-"
http://multimedia.3m.com/mws/media/22573O/3mtm-round-cond-flat-cable-025in-stranded-3754-series-ts0875.pdf,//media.digikey.com/photos/3M%20Photos/3754^60(300).jpg,MB60G-300-ND,3754/60 300,3M,CBL RIBN 60COND 0.025 GRAY 300',7,0,"346.09000","0","1","3754","Active","Flat Cable","60","0.025"" (0.64mm)","300.0' (91.44m)","30 AWG","7 Strands / 38 AWG","Unshielded","Gray","0.025"" (0.64mm)","1.500"" (38.10mm)","Poly-Vinyl Chloride (PVC)","30V","-20°C ~ 105°C","UL Style 20596","-"
//media.digikey.com/pdf/Data%20Sheets/Amphenol%20PDFs/169-2832-0xx_RevM_Dwg.pdf,//media.digikey.com/Photos/Amphenol%20Photos/169-2832-026.JPG,SS26LF-100-ND,169-2832-026,Amphenol Spectra-Strip,CBL RIBN 26COND TWISTPAIR 100',21,0,"366.25000","0","1","Twist 'N' Flat®","Active","Flat Twisted Pair, Round Jacket","26 (13 Pair Twisted)","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Shielded","Multiple","0.042"" (1.07mm)","1.326"" (33.68mm)","Poly-Vinyl Chloride (PVC)","300V","-40°C ~ 105°C","-","-"
//media.digikey.com/pdf/Data%20Sheets/Amphenol%20PDFs/151-2831-0xx_RevK_Dwg.pdf,//media.digikey.com/Photos/Amphenol%20Photos/151-2831-026.JPG,SS26H-100-ND,151-2831-026,Amphenol Spectra-Strip,CBL RIBN 26COND .050 BLACK 100',23,0,"377.70000","0","1","-","Active","Flat Cable, Flat Jacket","26","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Shielded","Black","0.095"" (2.41mm)","1.300"" (33.02mm)","Poly-Vinyl Chloride (PVC)","300V","-40°C ~ 105°C","-","-"
http://multimedia.3m.com/mws/media/22264O/3mtm-round-cond-flat-cable-1-0-mm-3625-series-ts0452.pdf,//media.digikey.com/photos/3M%20Photos/3625^50%20100M.jpg,MC50L-100-ND,3625/50 100M,3M,CBL RIBN 50COND 0.039 GRAY 100M,3,0,"410.58000","0","1","3625","Active","Flat Cable","50","0.039"" (1.00mm)","328.1' (100.00m)","28 AWG","7 Strands / 36 AWG","Unshielded","Gray","0.035"" (0.89mm)","1.969"" (50.01mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 2651","Zippable"
http://multimedia.3m.com/mws/media/671953O/3mtm-twisted-pair-flat-cable-hf100-series-ts2344.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_HF100%20Series.jpg,HF40B-100-ND,HF100/40TP,3M,CBL RIBN 40COND TWIST-PAIR 100',6,0,"429.71000","0","1","HF100","Active","Flat Twisted Pair","40 (20 Pair Twisted)","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Blue, White","0.070"" (1.78mm)","2.000"" (50.80mm)","Polyolefin (PO)","150V","-40°C ~ 105°C","UL Style 21008","-"
http://multimedia.3m.com/mws/media/22097O/3mtm-shielded-jktd-flat-cable-050-3517-series-ts0069.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_3517%20Series.jpg,MB25H-100-ND,3517/25 100SF,3M,CBL RIBN 25COND 0.050 GRAY 100',13,0,"455.19000","0","1","3517","Active","Flat Cable, Flat Jacket","25","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Shielded","Gray","0.110"" (2.79mm)","1.380"" (35.05mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 80°C","UL Style 2912","-"
http://multimedia.3m.com/mws/media/22573O/3mtm-round-cond-flat-cable-025in-stranded-3754-series-ts0875.pdf,//media.digikey.com/photos/3M%20Photos/3754^80(300).jpg,MB80G-300-ND,3754/80 300,3M,CBL RIBN 80COND 0.025 GRAY 300',2,0,"461.43000","0","1","3754","Active","Flat Cable","80","0.025"" (0.64mm)","300.0' (91.44m)","30 AWG","7 Strands / 38 AWG","Unshielded","Gray","0.025"" (0.64mm)","2.000"" (50.80mm)","Poly-Vinyl Chloride (PVC)","30V","-20°C ~ 105°C","UL Style 20596","-"
https://multimedia.3m.com/mws/media/22334O/3mtm-round-conductor-flat-cable-3601-series-ts0553.pdf,//media.digikey.com/Photos/3M%20Photos/3601%5E15~100.jpg,MJ15C-100-ND,3601/15 100,3M,CBL RIBN 15COND 0.050 BLUE 100',16,0,"461.81000","0","1","3601","Active","Flat Cable","15","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Blue","0.029"" (0.74mm)","0.750"" (19.05mm)","Fluorinated Ethylene-Propylene (FEP)","300V","-55°C ~ 200°C","UL Style 20424","-"
http://multimedia.3m.com/mws/media/22573O/3mtm-round-cond-flat-cable-025in-stranded-3754-series-ts0875.pdf,//media.digikey.com/Photos/3M%20Photos/3754%5E100~300.jpg,MB100G-300-ND,3754/100 300,3M,CBL RIBN 100COND 0.025 GRAY 300',6,0,"502.30000","0","1","3754","Active","Flat Cable","100","0.025"" (0.64mm)","300.0' (91.44m)","30 AWG","7 Strands / 38 AWG","Unshielded","Gray","0.025"" (0.64mm)","2.500"" (63.50mm)","Poly-Vinyl Chloride (PVC)","30V","-20°C ~ 105°C","UL Style 20596","-"
http://cnctech.us/pdfs/GRAY635.pdf,//media.digikey.com/Photos/CnC%20Tech/300-30-50-GR-0xx0F.JPG,CN236GR-250-ND,300-30-50-GR-0250F,CNC Tech,FLAT RBN CBL GRAY 50 COND 250',8,0,"578.93000","0","1","-","Active","Flat Cable","50","0.025"" (0.64mm)","250.0' (76.20m)","30 AWG","7 Strands / 38 AWG","Unshielded","Gray","0.026"" (0.66mm)","1.250"" (31.75mm)","Poly-Vinyl Chloride (PVC)","150V","105°C","UL Style 2678","-"
http://multimedia.3m.com/mws/media/22097O/3mtm-shielded-jktd-flat-cable-050-3517-series-ts0069.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_3517%20Series.jpg,MB34H-100-ND,3517/34 100SF,3M,CBL RIBN 34COND 0.050 GRAY 100',2,0,"582.65000","0","1","3517","Active","Flat Cable, Flat Jacket","34","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Shielded","Gray","0.110"" (2.79mm)","1.830"" (46.48mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 80°C","UL Style 2912","-"
//media.digikey.com/pdf/Data%20Sheets/Molex%20PDFs/1000570yyy.PDF,//media.digikey.com/Photos/Molex/F2807S-26-050-55.jpg,MTF1006-100-ND,1000570036,Molex - Temp Flex,CBL RIBN 26COND 0.050 BLUE 100',13,0,"612.25000","0","1","Temp-Flex 100057","Active","Flat Cable","26","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Blue","-","1.300"" (33.02mm)","Fluorinated Ethylene-Propylene (FEP)","300V","-55°C ~ 200°C","UL Style 20424","-"
//media.digikey.com/pdf/Data%20Sheets/Amphenol%20PDFs/151-2831-0xx_RevK_Dwg.pdf,//media.digikey.com/Photos/Amphenol%20Photos/151-2831-040.JPG,SS50H-100-ND,151-2831-050,Amphenol Spectra-Strip,CBL RIBN 50COND .050 BLACK 100',12,0,"632.42000","0","1","-","Active","Flat Cable, Flat Jacket","50","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Shielded","Black","0.095"" (2.41mm)","2.500"" (63.50mm)","Poly-Vinyl Chloride (PVC)","300V","-40°C ~ 105°C","-","-"
http://multimedia.3m.com/mws/media/22251O/3mtm-050-pleated-foil-shielded-cable-90204-series-ts0403.pdf,-,3M157743-100-ND,90204/26 100,3M,CBL RIBN 26COND 0.050 GRAY 100',10,0,"747.29000","0","1","90204","Active","Flat Cable, Flat Jacket","26","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 38 AWG","Shielded","Gray","0.070"" (1.78mm)","1.340"" (34.04mm)","Thermoplastic Elastomer (TPE)","150V","-20°C ~ 105°C","UL E42769","-"
-,//media.digikey.com/Photos/Cicoil/310J101-50.jpg,CI50N-200-ND,310J101-50,Cicoil,CBL RIBN 50COND 0.050 CLEAR 200',2,0,"813.75000","0","1","-","Active","Flat Cable","50","0.050"" (1.27mm)","200.0' (60.96m)","28 AWG","-","Unshielded","Clear","0.035"" (0.89mm)","2.500"" (63.50mm)","Flexx-Sil™","450V","-65°C ~ 260°C","UL E324413, CE","-"
//media.digikey.com/pdf/Data%20Sheets/Molex%20PDFs/F30_025_IDS_Cable.pdf,//media.digikey.com/Photos/Molex/F3007S-40-025-85.jpg,MTF1014-100-ND,1000570024,Molex - Temp Flex,CBL RIBN 40COND 0.025 NAT 100',15,0,"830.80000","0","1","Temp-Flex 100057","Active","Flat Cable","40","0.025"" (0.64mm)","100.0' (30.48m)","30 AWG","7 Strands / 38 AWG","Unshielded","Natural","-","1.000"" (25.40mm)","Fluorinated Ethylene-Propylene (FEP)","150V","-55°C ~ 200°C","UL Style 20726","-"
http://multimedia.3m.com/mws/media/22368O/3mtm-round-conductor-flat-cable-3604-series-ts0653.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_3604%5E50-100.jpg,3M157596-ND,3604/50 100,3M,CBL RIBN 50COND 0.025 WHITE 100',16,0,"880.14000","0","1","3604","Active","Flat Cable","50","0.025"" (0.64mm)","100.0' (30.48m)","30 AWG","Solid","Unshielded","White","0.024"" (0.61mm)","1.250"" (31.75mm)","Fluorinated Ethylene-Propylene (FEP)","150V","-55°C ~ 150°C","UL Style 20726","-"
//media.digikey.com/pdf/Data%20Sheets/Molex%20PDFs/1000570yyy.PDF,//media.digikey.com/Photos/Molex/F2807S-40-050-55.jpg,MTF1008-100-ND,1000570038,Molex - Temp Flex,CBL RIBN 40COND 0.050 BLUE 100',21,0,"996.65000","0","1","Temp-Flex 100057","Active","Flat Cable","40","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Blue","-","2.000"" (50.80mm)","Fluorinated Ethylene-Propylene (FEP)","300V","-55°C ~ 200°C","UL Style 20424","-"
http://multimedia.3m.com/mws/media/22028O/050-high-flex-cable-28-awg-stranded-pvc-3319-series-ts0059.pdf,//media.digikey.com/photos/3M%20Photos/3319^50.jpg,MC50H-100-ND,3319/50 100,3M,CBL RIBN 50COND 0.050 BLACK 100',4,0,"1034.76000","0","1","3319","Active","Flat Cable","50","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","19 Strands / 40 AWG","Unshielded","Black","0.035"" (0.89mm)","2.500"" (63.50mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 2651","Zippable"
https://multimedia.3m.com/mws/media/798755O/3mtm-high-flex-life-cable-hf319-series-ts2342.pdf,"//media.digikey.com/Photos/3M%20Photos/MFG_HF365,%20HF319.jpg",MF16F-300-ND,HF319/16 (300'),3M,CBL RIBN 16COND 0.050 GRAY 300',19,0,"1085.14000","0","1","HF319","Active","Flat Cable","16","0.050"" (1.27mm)","300.0' (91.44m)","28 AWG","19 Strands / 40 AWG","Unshielded","Gray","0.035"" (0.89mm)","0.800"" (20.32mm)","Polyolefin (PO)","300V","-40°C ~ 105°C","UL Style 21682","Zippable"
http://multimedia.3m.com/mws/media/22028O/050-high-flex-cable-28-awg-stranded-pvc-3319-series-ts0059.pdf,//media.digikey.com/photos/3M%20Photos/3319^60.jpg,MC60H-100-ND,3319/60 100,3M,CBL RIBN 60COND 0.050 BLACK 100',2,0,"1241.72000","0","1","3319","Active","Flat Cable","60","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","19 Strands / 40 AWG","Unshielded","Black","0.035"" (0.89mm)","3.000"" (76.20mm)","Poly-Vinyl Chloride (PVC)","300V","-20°C ~ 105°C","UL Style 2651","Zippable"
http://multimedia.3m.com/mws/media/22361O/3mtm-round-conductor-flat-cable-3609-series-ts0654.pdf,//media.digikey.com/Renders/3M%20Renders/3609-68-100.jpg,3M157741-100-ND,3609/68 100,3M,CBL RIBN 68COND 0.025 WHITE 100',8,0,"1797.55000","0","1","3609","Active","Flat Cable","68","0.025"" (0.64mm)","100.0' (30.48m)","30 AWG","7 Strands / 38 AWG","Unshielded","White","0.024"" (0.61mm)","1.700"" (43.18mm)","Fluorinated Ethylene-Propylene (FEP)","150V","-55°C ~ 150°C","UL Style 20726","-"
https://multimedia.3m.com/mws/media/22334O/3mtm-round-conductor-flat-cable-3601-series-ts0553.pdf,//media.digikey.com/photos/3M%20Photos/3601^60%20100.JPG,MJ60C-100-ND,3601/60 100,3M,CBL RIBN 60COND 0.050 BLUE 100',8,0,"1850.32000","0","1","3601","Active","Flat Cable","60","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 36 AWG","Unshielded","Blue","0.029"" (0.74mm)","3.000"" (76.20mm)","Fluorinated Ethylene-Propylene (FEP)","300V","-55°C ~ 200°C","UL Style 20424","-"
http://www.cicoil.com/flat-cable/unshielded-cables/hi-flex-unshielded-cable?task=callelement&format=raw&item_id=36&element=c024c413-b5f8-4699-9dbb-f8880ce97040&method=download,//media.digikey.com/Photos/Cicoil/969M101-16-2.JPG,CI16C-1000-ND,969M101-16-2,Cicoil,CBL RIBN 2COND CLEAR 1000',2,0,"1960.00000","0","1","-","Active","Flat Cable","2","-","1000' (304.80m)","16 AWG","-","Unshielded","Clear","0.150"" (3.81mm)","0.260"" (6.60mm)","Flexx-Sil™","20kV","-65°C ~ 165°C","UL E324413, CE","Hi-Flex"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3890_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3890.jpg,1528-2693-ND,3890,Adafruit Industries LLC,SILICONE COVER STRANDEDCORE RIBB,63,0,"3.95000","0","1","-","Active","Flat Cable","10","-","3.28' (1000.00mm)","28 AWG","-","Unshielded","Black","-","-","Poly-Vinyl Chloride (PVC)","600V","-60°C ~ 200°C","-","Zippable"
http://cnctech.us/pdfs/GRAY127.pdf,//media.digikey.com/Photos/CnC%20Tech/302-28-15-GR-0100F.JPG,CN243GR-100-ND,302-28-15-GR-0100F,CNC Tech,FLAT RBN CBL GRAY 15 COND 100',17,0,"30.57000","0","1","-","Active","Flat Cable","15","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 0.0049""","Unshielded","Gray","0.035"" (0.89mm)","0.750"" (19.05mm)","Poly-Vinyl Chloride (PVC)","300V","105°C","UL Style 2651","-"
http://cnctech.us/pdfs/GRAY635.pdf,//media.digikey.com/Photos/CnC%20Tech/300-30-04-GR-0250F.JPG,CN234GR-250-ND,300-30-04-GR-0250F,CNC Tech,FLAT RBN CBL GRAY 4 COND 250',15,0,"39.71000","0","1","-","Active","Flat Cable","4","0.025"" (0.64mm)","250.0' (76.20m)","30 AWG","7 Strands / 38 AWG","Unshielded","Gray","0.026"" (0.66mm)","0.250"" (6.35mm)","Poly-Vinyl Chloride (PVC)","150V","105°C","UL Style 2678","-"
http://multimedia.3m.com/mws/media/22017O/3mtm-round-conductor-flat-cable-025-3749-series-ts0068.pdf,//media.digikey.com/Photos/3M%20Photos/3749%5E12-100.JPG,3M155950-100-ND,3749/12 100,3M,CBL RIBN 12COND 0.025 GRAY 100',12,0,"43.34000","0","1","3749","Active","Flat Cable","12","0.025"" (0.64mm)","100.0' (30.48m)","30 AWG","Solid","Unshielded","Gray","0.025"" (0.64mm)","0.300"" (7.62mm)","Thermoplastic Elastomer (TPE)","150V","-40°C ~ 105°C","UL Style 20297","Zippable"
http://cnctech.us/pdfs/GRAY127.pdf,//media.digikey.com/Renders/CnC%20Tech%20Renders/302-28-16-GR-0xxxF.jpg,CN219GR-100-ND,302-28-16-GR-0100F,CNC Tech,FLAT RBN CBL GRAY 16 COND 100',9,0,"45.27000","0","1","-","Active","Flat Cable","16","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 0.0049""","Unshielded","Gray","0.035"" (0.89mm)","0.800"" (20.32mm)","Poly-Vinyl Chloride (PVC)","300V","105°C","UL Style 2651","-"
http://cnctech.us/pdfs/GRAY127.pdf,//media.digikey.com/Photos/CnC%20Tech/302-28-25-GR-0xx0F.JPG,CN247GR-100-ND,302-28-25-GR-0100F,CNC Tech,FLAT RBN CBL GRAY 25 COND 100',9,0,"50.84000","0","1","-","Active","Flat Cable","25","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 0.0049""","Unshielded","Gray","0.035"" (0.89mm)","1.250"" (31.75mm)","Poly-Vinyl Chloride (PVC)","300V","105°C","UL Style 2651","-"
http://cnctech.us/pdfs/MULTICOLOR127.pdf,//media.digikey.com/Renders/CnC%20Tech%20Renders/304-28-14-MC-0xxxF.jpg,CN224MC-100-ND,304-28-14-MC-0100F,CNC Tech,FLAT RBN CBL MULTI 14 COND 100',10,0,"52.14000","0","1","-","Active","Flat Cable","14","0.050"" (1.27mm)","100.0' (30.48m)","28 AWG","7 Strands / 0.0049""","Unshielded","Multiple","0.035"" (0.89mm)","0.700"" (17.78mm)","Poly-Vinyl Chloride (PVC)","300V","105°C","UL Style 2651","-"
