Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Cable Type","Number of Conductors","Length - Coil Retracted","Length - Coil Extended","Length","Jacket Color","Wire Gauge","Conductor Strand","Jacket (Insulation) Material","Cable Width","Cable Height","Coil Diameter","Shielding"
//media.digikey.com/pdf/Data%20Sheets/IO%20Interconnect%20PDFs/GLF-121-x10-0x2.pdf,//media.digikey.com/Photos/I.O.%20Interconnect%20Photos/121-810-020.JPG,H1481RC-ND,GLF-121-810-022,I.O. Interconnect,CABLE MOD COIL 8COND WHITE 14',522,0,"6.12000","0","1","Bulk","-","Obsolete","Coil","8","4.17' (1.27m)","14' (4.27m)","-","White","26 AWG","12/0.0047""","Polypropylene (PP)","0.346"" (8.80mm)","0.098"" (2.50mm)","0.748"" (19mm)","Unshielded"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-26-6-W_100-R.pdf,//media.digikey.com/photos/Assmann%20Photos/AT-K-26-6-W^500-R.JPG,A0061R-100-ND,AT-K-26-6-W/100,Assmann WSW Components,CABLE MOD FLAT 6COND WHITE 100',44,0,"24.05000","0","1","Reel","-","Active","Straight","6","-","-","100' (30.5m)","White","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.267"" (6.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8327_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/AT-K-26-8-B^500-R.JPG,A0082R-100-ND,AT-K-26-8-B/100,Assmann WSW Components,CABLE MOD FLAT 8COND BLACK 100',81,0,"29.82000","0","1","Reel","-","Active","Straight","8","-","-","100' (30.5m)","Black","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.346"" (8.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-26-6-S_500-R_REV00.pdf,//media.digikey.com/photos/Assmann%20Photos/AT-K-26-6-S^500-R.JPG,A0063R-500-ND,AT-K-26-6-S/500,Assmann WSW Components,CABLE MOD FLAT 6COND SILVER 500',20,0,"123.22000","0","1","Reel","-","Active","Straight","6","-","-","500' (152.40m)","Silver","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.267"" (6.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-26-6-B_500-R_REV00.pdf,//media.digikey.com/photos/Assmann%20Photos/AT-K-26-6-B^1000-R.JPG,A0062R-500-ND,AT-K-26-6-B/500,Assmann WSW Components,CABLE MOD FLAT 6COND BLACK 500',10,0,"123.22000","0","1","Reel","-","Active","Straight","6","-","-","500' (152.40m)","Black","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.267"" (6.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-26-6-S_1000-R_REV00.pdf,//media.digikey.com/photos/Assmann%20Photos/AT-K-26-6-S^500-R.JPG,A0063R-1000-ND,AT-K-26-6-S/1000,Assmann WSW Components,CABLE MOD FLAT 6COND SLVR 1000',10,0,"262.30000","0","1","Reel","-","Active","Straight","6","-","-","1000' (304.80m)","Silver","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.267"" (6.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-C-26-4-B_5-R_REV00.pdf,//media.digikey.com/Photos/Assmann%20Photos/AT-K-C-26-4-B.JPG,A0542RC-ND,AT-K-C-26-4-B/5,Assmann WSW Components,CABLE MOD COIL 4COND BLACK 5',157,0,"1.99000","0","1","Bulk","-","Active","Coil","4","2.33' (0.71m)","5' (1.52m)","-","Black","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.189"" (4.80mm)","0.097"" (2.46mm)","0.512"" (13mm)","-"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-C-26-4-W_5-R_REV00.pdf,//media.digikey.com/Photos/Assmann%20Photos/AT-K-C-26-4-W.JPG,A0541RC-ND,AT-K-C-26-4-W/5,Assmann WSW Components,CABLE MOD COIL 4COND WHITE 5',352,0,"2.06000","0","1","Bulk","-","Active","Coil","4","2.33' (0.71m)","5' (1.52m)","-","White","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.189"" (4.80mm)","0.097"" (2.46mm)","0.512"" (13mm)","-"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-C-26-4-W_7-R_REV00.pdf,//media.digikey.com/Photos/Assmann%20Photos/AT-K-C-26-4-W.JPG,A0741RC-ND,AT-K-C-26-4-W/7,Assmann WSW Components,CABLE MOD COIL 4COND WHITE 7',477,0,"2.17000","0","1","Bulk","-","Active","Coil","4","3.28' (1.00m)","7' (2.13m)","-","White","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.189"" (4.80mm)","0.097"" (2.46mm)","0.512"" (13mm)","-"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-C-26-4-B_7-R_REV00.pdf,//media.digikey.com/Photos/Assmann%20Photos/AT-K-C-26-4-B.JPG,A0742RC-ND,AT-K-C-26-4-B/7,Assmann WSW Components,CABLE MOD COIL 4COND BLACK 7',44,0,"2.33000","0","1","Bulk","-","Active","Coil","4","3.28' (1.00m)","7' (2.13m)","-","Black","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.189"" (4.80mm)","0.097"" (2.46mm)","0.512"" (13mm)","-"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-C-26-6-W_5-R_REV00.pdf,//media.digikey.com/Photos/Assmann%20Photos/AT-K-C-26-6-W.JPG,A0561RC-ND,AT-K-C-26-6-W/5,Assmann WSW Components,CABLE MOD COIL 6COND WHITE 5',899,0,"2.71000","0","1","Bulk","-","Active","Coil","6","2.33' (0.71m)","5' (1.52m)","-","White","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.267"" (6.80mm)","0.097"" (2.46mm)","0.512"" (13mm)","-"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-C-26-4-B_10-R.pdf,//media.digikey.com/Photos/Assmann%20Photos/AT-K-C-26-4-B.JPG,A1042RC-ND,AT-K-C-26-4-B/10,Assmann WSW Components,CABLE MOD COIL 4COND BLACK 10',78,0,"3.40000","0","1","Bulk","-","Active","Coil","4","4.92' (1.50m)","10' (3.05m)","-","Black","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.189"" (4.80mm)","0.097"" (2.46mm)","0.512"" (13mm)","-"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-C-26-6-B_7-R_REV00.pdf,//media.digikey.com/Photos/Assmann%20Photos/AT-K-C-26-6-B.JPG,A0762RC-ND,AT-K-C-26-6-B/7,Assmann WSW Components,CABLE MOD COIL 6COND BLACK 7',58,0,"4.66000","0","1","Bulk","-","Active","Coil","6","3.28' (1.00m)","7' (2.13m)","-","Black","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.267"" (6.80mm)","0.097"" (2.46mm)","0.512"" (13mm)","-"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-C-26-8-B_7-R_REV00.pdf,//media.digikey.com/Photos/Assmann%20Photos/AT-K-C-26-8-B.JPG,A0782RC-ND,AT-K-C-26-8-B/7,Assmann WSW Components,CABLE MOD COIL 8COND BLACK 7',45,0,"6.35000","0","1","Bulk","-","Active","Coil","8","3.28' (1.00m)","7' (2.13m)","-","Black","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.346"" (8.80mm)","0.097"" (2.46mm)","0.591"" (15mm)","-"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-C-26-8-B_10-R.pdf,//media.digikey.com/Photos/Assmann%20Photos/AT-K-C-26-8-B.JPG,A1082RC-ND,AT-K-C-26-8-B/10,Assmann WSW Components,CABLE MOD COIL 8COND BLACK 10',73,0,"9.23000","0","1","Bulk","-","Active","Coil","8","4.92' (1.50m)","10' (3.05m)","-","Black","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.346"" (8.80mm)","0.097"" (2.46mm)","0.591"" (15mm)","-"
http://cnctech.us/pdfs/530-26-04-SV-0100F.pdf,//media.digikey.com/Photos/CnC%20Tech/5xx-26-xx-SV-xxxxF.jpg,CN260-100-ND,530-26-04-SV-0100F,CNC Tech,CABLE MOD FLAT 4COND REEL 100',34,0,"16.78000","0","1","Reel","-","Active","Straight","4","-","-","100' (30.5m)","Silver","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.189"" (4.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://cnctech.us/pdfs/530-26-06-SV-0100F.pdf,//media.digikey.com/Photos/CnC%20Tech/5xx-26-xx-SV-xxxxF.jpg,CN269-100-ND,530-26-06-SV-0100F,CNC Tech,CABLE MOD FLAT 6COND REEL 100',29,0,"23.31000","0","1","Reel","-","Active","Straight","6","-","-","100' (30.5m)","Silver","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.267"" (6.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8327_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/AT-K-26-8-W^1000-R.JPG,A0081R-100-ND,AT-K-26-8-W/100,Assmann WSW Components,CABLE MOD FLAT 8COND WHITE 100',24,0,"29.82000","0","1","Reel","-","Active","Straight","8","-","-","100' (30.5m)","White","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.346"" (8.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://cnctech.us/pdfs/530-26-08-SV-0100F.pdf,//media.digikey.com/Photos/CnC%20Tech/5xx-26-xx-SV-xxxxF.jpg,CN278-100-ND,530-26-08-SV-0100F,CNC Tech,CABLE MOD FLAT 8COND REEL 100',14,0,"31.08000","0","1","Reel","-","Active","Straight","8","-","-","100' (30.5m)","Silver","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.346"" (8.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8327_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/AT-K-26-8-S^500-R.JPG,A0083R-100-ND,AT-K-26-8-S/100,Assmann WSW Components,CABLE MOD FLAT 8COND SILVER 100',59,0,"32.11000","0","1","Reel","-","Active","Straight","8","-","-","100' (30.5m)","Silver","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.346"" (8.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-26-10-W_100-R_REV00.pdf,//media.digikey.com/photos/Assmann%20Photos/AT-K-26-10-W^1000-R.JPG,A0101R-100-ND,AT-K-26-10-W/100,Assmann WSW Components,CABLE MOD FLAT 10COND WHITE 100',43,0,"49.69000","0","1","Reel","-","Active","Straight","10","-","-","100' (30.5m)","White","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.425"" (10.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-26-10-B_100-R_REV00.pdf,//media.digikey.com/photos/Assmann%20Photos/AT-K-26-10-B^500-R.JPG,A0102R-100-ND,AT-K-26-10-B/100,Assmann WSW Components,CABLE MOD FLAT 10COND BLACK 100',35,0,"54.21000","0","1","Reel","-","Active","Straight","10","-","-","100' (30.5m)","Black","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.425"" (10.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8129_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/AT-K-26-4-B^500-R.JPG,A0042R-500-ND,AT-K-26-4-B/500,Assmann WSW Components,CABLE MOD FLAT 4COND BLACK 500',39,0,"84.03000","0","1","Reel","-","Active","Straight","4","-","-","500' (152.40m)","Black","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.189"" (4.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8129_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/AT-K-26-4-W^1000-R.JPG,A0041R-500-ND,AT-K-26-4-W/500,Assmann WSW Components,CABLE MOD FLAT 4COND WHITE 500',34,0,"84.03000","0","1","Reel","-","Active","Straight","4","-","-","500' (152.40m)","White","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.189"" (4.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8129_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/AT-K-26-4-S^1000-R.JPG,A0043R-500-ND,AT-K-26-4-S/500,Assmann WSW Components,CABLE MOD FLAT 4COND SILVER 500',9,0,"87.91000","0","1","Reel","-","Active","Straight","4","-","-","500' (152.40m)","Silver","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.189"" (4.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://cnctech.us/pdfs/530-26-06-BL-0500F.pdf,//media.digikey.com/Photos/CnC%20Tech/5xx-26-xx-BL-xxxxF.jpg,CN267-500-ND,530-26-06-BL-0500F,CNC Tech,CABLE MOD FLAT 6COND REEL 500',10,0,"107.80000","0","1","Reel","-","Active","Straight","6","-","-","500' (152.40m)","Black","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.267"" (6.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-26-6-W_500-R_REV00.pdf,//media.digikey.com/photos/Assmann%20Photos/AT-K-26-6-W^500-R.JPG,A0061R-500-ND,AT-K-26-6-W/500,Assmann WSW Components,CABLE MOD FLAT 6COND WHITE 500',6,0,"123.22000","0","1","Reel","-","Active","Straight","6","-","-","500' (152.40m)","White","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.267"" (6.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://cnctech.us/pdfs/530-26-04-SV-1000F.pdf,//media.digikey.com/Photos/CnC%20Tech/5xx-26-xx-SV-xxxxF.jpg,CN262-1000-ND,530-26-04-SV-1000F,CNC Tech,CABLE MOD FLAT 4COND REEL 1000',8,0,"140.40000","0","1","Reel","-","Active","Straight","4","-","-","1000' (304.80m)","Silver","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.189"" (4.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://cnctech.us/pdfs/530-26-04-WH-1000F.pdf,//media.digikey.com/Photos/CnC%20Tech/5xx-26-xx-WH-xxxxF.jpg,CN265-1000-ND,530-26-04-WH-1000F,CNC Tech,CABLE MOD FLAT 4COND REEL 1000',4,0,"140.40000","0","1","Reel","-","Active","Straight","4","-","-","1000' (304.80m)","White","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.189"" (4.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://cnctech.us/pdfs/530-26-04-BL-1000F.pdf,//media.digikey.com/Photos/CnC%20Tech/5xx-26-xx-BL-xxxxF.jpg,CN259-1000-ND,530-26-04-BL-1000F,CNC Tech,CABLE MOD FLAT 4COND REEL 1000',3,0,"140.40000","0","1","Reel","-","Active","Straight","4","-","-","1000' (304.80m)","Black","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.189"" (4.80mm)","0.097"" (2.46mm)","-","Unshielded"
https://belfuse.com/resources/AIMCambridge/dr-65-TF264M.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/65-TF264M.jpg,367-1208-ND,65-TF264M,Cinch Connectivity Solutions AIM-Cambridge,CABLE MOD FLAT 4COND SLVR 1000',16,0,"165.00000","0","1","Reel","-","Active","Straight","4","-","-","1000' (304.80m)","Silver","26 AWG","7/34","Polypropylene (PP)","0.200"" (5.08mm)","0.098"" (2.50mm)","-","Unshielded"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-26-8-S_500-R_REV00.pdf,//media.digikey.com/photos/Assmann%20Photos/AT-K-26-8-S^500-R.JPG,A0083R-500-ND,AT-K-26-8-S/500,Assmann WSW Components,CABLE MOD FLAT 8COND SILVER 500',21,0,"166.66000","0","1","Reel","-","Active","Straight","8","-","-","500' (152.40m)","Silver","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.346"" (8.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-26-8-B_500-R_REV00.pdf,//media.digikey.com/photos/Assmann%20Photos/AT-K-26-8-B^500-R.JPG,A0082R-500-ND,AT-K-26-8-B/500,Assmann WSW Components,CABLE MOD FLAT 8COND BLACK 500',19,0,"166.66000","0","1","Reel","-","Active","Straight","8","-","-","500' (152.40m)","Black","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.346"" (8.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-26-10-B_500-R_REV00.pdf,//media.digikey.com/photos/Assmann%20Photos/AT-K-26-10-B^500-R.JPG,A0102R-500-ND,AT-K-26-10-B/500,Assmann WSW Components,CABLE MOD FLAT 10COND BLACK 500',2,0,"190.93000","0","1","Reel","-","Active","Straight","10","-","-","500' (152.40m)","Black","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.425"" (10.80mm)","0.097"" (2.46mm)","-","Unshielded"
https://belfuse.com/resources/AIMCambridge/dr-65-TF264M.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/65-TF268M.jpg,367-1206-ND,65-TF268M,Cinch Connectivity Solutions AIM-Cambridge,CABLE MOD FLAT 8COND SLVR 1000',2,0,"192.60000","0","1","Reel","-","Active","Straight","8","-","-","1000' (304.80m)","Silver","26 AWG","7/34","Polypropylene (PP)","0.354"" (9.00mm)","0.098"" (2.50mm)","-","Unshielded"
http://cnctech.us/pdfs/530-26-06-SV-1000F.pdf,//media.digikey.com/Photos/CnC%20Tech/5xx-26-xx-SV-xxxxF.jpg,CN271-1000-ND,530-26-06-SV-1000F,CNC Tech,CABLE MOD FLAT 6COND REEL 1000',3,0,"201.65000","0","1","Reel","-","Active","Straight","6","-","-","1000' (304.80m)","Silver","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.267"" (6.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-26-10-S_1000-R_REV00.pdf,//media.digikey.com/Photos/Assmann%20Photos/AT-K-26-10-S.JPG,A0103R-1000-ND,AT-K-26-10-S/1000,Assmann WSW Components,CABLE MOD FLAT 10COND SLVR 1000',7,0,"341.72000","0","1","Reel","-","Active","Straight","10","-","-","1000' (304.80m)","Silver","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.425"" (10.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-C-26-4-S_10-R.pdf,//media.digikey.com/Photos/Assmann%20Photos/AT-K-C-26-4-S.JPG,A1043RC-ND,AT-K-C-26-4-S/10,Assmann WSW Components,CABLE MOD COIL 4COND SILVER 10',66,0,"3.71000","0","1","Bulk","-","Active","Coil","4","4.92' (1.50m)","10' (3.05m)","-","Silver","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.189"" (4.80mm)","0.097"" (2.46mm)","0.512"" (13mm)","-"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-C-26-8-W_5-R_REV00.pdf,//media.digikey.com/Photos/Assmann%20Photos/AT-K-C-26-8-W.JPG,A0581RC-ND,AT-K-C-26-8-W/5,Assmann WSW Components,CABLE MOD COIL 8COND WHITE 5',73,0,"3.91000","0","1","Bulk","-","Active","Coil","8","2.33' (0.71m)","5' (1.52m)","-","White","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.346"" (8.80mm)","0.097"" (2.46mm)","0.591"" (15mm)","-"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-C-26-8-S_5-R_REV00.pdf,//media.digikey.com/Photos/Assmann%20Photos/AT-K-C-26-8-S.JPG,A0583RC-ND,AT-K-C-26-8-S/5,Assmann WSW Components,CABLE MOD COIL 8COND SILVER 5',47,0,"4.60000","0","1","Bulk","-","Active","Coil","8","2.33' (0.71m)","5' (1.52m)","-","Silver","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.346"" (8.80mm)","0.097"" (2.46mm)","0.591"" (15mm)","-"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-C-26-6-S_7-R_REV00.pdf,//media.digikey.com/Photos/Assmann%20Photos/AT-K-C-26-6-S.JPG,A0763RC-ND,AT-K-C-26-6-S/7,Assmann WSW Components,CABLE MOD COIL 6COND SILVER 7',42,0,"4.66000","0","1","Bulk","-","Active","Coil","6","3.28' (1.00m)","7' (2.13m)","-","Silver","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.267"" (6.80mm)","0.097"" (2.46mm)","0.512"" (13mm)","-"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-C-26-8-S_10-R.pdf,//media.digikey.com/Photos/Assmann%20Photos/AT-K-C-26-8-S.JPG,A1083RC-ND,AT-K-C-26-8-S/10,Assmann WSW Components,CABLE MOD COIL 8COND SILVER 10',323,0,"9.23000","0","1","Bulk","-","Active","Coil","8","4.92' (1.50m)","10' (3.05m)","-","Silver","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.346"" (8.80mm)","0.097"" (2.46mm)","0.591"" (15mm)","-"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-K-C-26-8-B_14-R_REV00.pdf,//media.digikey.com/Photos/Assmann%20Photos/AT-K-C-26-8-B.JPG,A1482RC-ND,AT-K-C-26-8-B/14,Assmann WSW Components,CABLE MOD COIL 8COND BLACK 14',34,0,"11.72000","0","1","Bulk","-","Active","Coil","8","6.25' (1.90m)","14' (4.27m)","-","Black","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.346"" (8.80mm)","0.097"" (2.46mm)","0.591"" (15mm)","-"
http://cnctech.us/pdfs/530-26-08-WH-0100F.pdf,//media.digikey.com/Photos/CnC%20Tech/5xx-26-xx-WH-xxxxF.jpg,CN281-100-ND,530-26-08-WH-0100F,CNC Tech,CABLE MOD FLAT 8COND REEL 100',17,0,"31.08000","0","1","Reel","-","Active","Straight","8","-","-","100' (30.5m)","White","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.346"" (8.80mm)","0.097"" (2.46mm)","-","Unshielded"
-,//media.digikey.com/Photos/CnC%20Tech/5xx-26-xx-SV-xxxxF.jpg,CN294-250-ND,530-26-04-SV-0250F,CNC Tech,CABLE MOD FLAT 4COND REEL 250',15,0,"42.44000","0","1","Reel","-","Active","Straight","4","-","-","250' (76.20m)","Silver","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.189"" (4.80mm)","0.097"" (2.46mm)","-","Unshielded"
-,//media.digikey.com/Photos/CnC%20Tech/5xx-26-xx-BL-xxxxF.jpg,CN293-250-ND,530-26-04-BL-0250F,CNC Tech,CABLE MOD FLAT 4COND REEL 250',8,0,"42.44000","0","1","Reel","-","Active","Straight","4","-","-","250' (76.20m)","Black","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.189"" (4.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://cnctech.us/pdfs/530-26-10-SV-0100F.pdf,//media.digikey.com/Photos/CnC%20Tech/5xx-26-xx-SV-xxxxF.jpg,CN287-100-ND,530-26-10-SV-0100F,CNC Tech,CABLE MOD FLAT 10COND REEL 100',10,0,"48.62000","0","1","Reel","-","Active","Straight","10","-","-","100' (30.5m)","Silver","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.425"" (10.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://cnctech.us/pdfs/530-26-10-WH-0100F.pdf,//media.digikey.com/Photos/CnC%20Tech/5xx-26-xx-WH-xxxxF.jpg,CN290-100-ND,530-26-10-WH-0100F,CNC Tech,CABLE MOD FLAT 10COND REEL 100',10,0,"48.62000","0","1","Reel","-","Active","Straight","10","-","-","100' (30.5m)","White","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.425"" (10.80mm)","0.097"" (2.46mm)","-","Unshielded"
-,//media.digikey.com/Photos/CnC%20Tech/5xx-26-xx-SV-xxxxF.jpg,CN297-250-ND,530-26-06-SV-0250F,CNC Tech,CABLE MOD FLAT 6COND REEL 250',8,0,"66.24000","0","1","Reel","-","Active","Straight","6","-","-","250' (76.20m)","Silver","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.267"" (6.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://cnctech.us/pdfs/530-26-04-WH-0500F.pdf,//media.digikey.com/Photos/CnC%20Tech/5xx-26-xx-WH-xxxxF.jpg,CN264-500-ND,530-26-04-WH-0500F,CNC Tech,CABLE MOD FLAT 4COND REEL 500',8,0,"82.40000","0","1","Reel","-","Active","Straight","4","-","-","500' (152.40m)","White","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.189"" (4.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://cnctech.us/pdfs/530-26-04-SV-0500F.pdf,//media.digikey.com/Photos/CnC%20Tech/5xx-26-xx-SV-xxxxF.jpg,CN261-500-ND,530-26-04-SV-0500F,CNC Tech,CABLE MOD FLAT 4COND REEL 500',7,0,"82.40000","0","1","Reel","-","Active","Straight","4","-","-","500' (152.40m)","Silver","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.189"" (4.80mm)","0.097"" (2.46mm)","-","Unshielded"
-,//media.digikey.com/Photos/CnC%20Tech/5xx-26-xx-SV-xxxxF.jpg,CN300-250-ND,530-26-08-SV-0250F,CNC Tech,CABLE MOD FLAT 8COND REEL 250',8,0,"86.52000","0","1","Reel","-","Active","Straight","8","-","-","250' (76.20m)","Silver","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.346"" (8.80mm)","0.097"" (2.46mm)","-","Unshielded"
-,//media.digikey.com/Photos/CnC%20Tech/5xx-26-xx-BL-xxxxF.jpg,CN299-250-ND,530-26-08-BL-0250F,CNC Tech,CABLE MOD FLAT 8COND REEL 250',6,0,"86.52000","0","1","Reel","-","Active","Straight","8","-","-","250' (76.20m)","Black","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.346"" (8.80mm)","0.097"" (2.46mm)","-","Unshielded"
-,//media.digikey.com/Photos/CnC%20Tech/5xx-26-xx-WH-xxxxF.jpg,CN301-250-ND,530-26-08-WH-0250F,CNC Tech,CABLE MOD FLAT 8COND REEL 250',6,0,"86.52000","0","1","Reel","-","Active","Straight","8","-","-","250' (76.20m)","White","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.346"" (8.80mm)","0.097"" (2.46mm)","-","Unshielded"
http://cnctech.us/pdfs/530-26-06-SV-0500F.pdf,//media.digikey.com/Photos/CnC%20Tech/5xx-26-xx-SV-xxxxF.jpg,CN270-500-ND,530-26-06-SV-0500F,CNC Tech,CABLE MOD FLAT 6COND REEL 500',7,0,"107.80000","0","1","Reel","-","Active","Straight","6","-","-","500' (152.40m)","Silver","26 AWG","7/0.0063""","Poly-Vinyl Chloride (PVC)","0.267"" (6.80mm)","0.097"" (2.46mm)","-","Unshielded"
