Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Cable Type","Number of Conductors","Wire Gauge","Conductor Strand","Conductor Material","Jacket (Insulation) Material","Jacket (Insulation) Diameter","Shield Type","Length","Jacket Color","Ratings","Features","Voltage","Operating Temperature","Usage","Jacket (Insulation) Thickness"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=55A1121&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/55A1121-26-6%5E9-9.jpg,55A1121-26-6/9-9-DS-ND,55A1121-26-6/9-9,TE Connectivity Raychem Cable Protection,MULTI-PAIR 2COND 26AWG WHT FT,811,0,"5.37000","0","1","-","Active","Multi-Conductor","2 (1 Pair Twisted)","26 AWG","-","Copper, Tinned","Ethylene Tetrafluoroethylene (ETFE)","0.097"" (2.46mm)","Braid","Digi-Spool™, Continuous Spool","White","-","-","600V","-65°C ~ 150°C","-","0.0080"" (0.203mm)"
http://www.alphawire.com/Home/Products/Cable/Alpha-Essentials/Communication-and-Control-Cable/1172C?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1172C%20SERIES.jpg,A120-100-ND,1172C SL005,Alpha Wire,MULTI-PAIR 2COND 22AWG 100',288,362,"52.79000","0","1","-","Active","Multi-Conductor","2","22 AWG","7/30","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.164"" (4.17mm)","-","100.0' (30.5m)","Slate","-","-","150V","-20°C ~ 80°C","Communication, Control","0.0320"" (0.813mm)"
http://www.cicoil.com/flat-cable/motion-control-cables/hi-flex-shielded-signal-cable?task=callelement&format=raw&item_id=29&element=c024c413-b5f8-4699-9dbb-f8880ce97040&method=download,//media.digikey.com/Photos/Cicoil/969M101-28-1.JPG,CI28E-25-ND,969M101-28-1TPS-025,Cicoil,MULTI-PAIR 2COND 28AWG SHLD 25',668,0,"72.19000","0","1","-","Active","Multi-Conductor","2 (1 Pair Twisted)","28 AWG","-","Copper, Tinned","Flexx-Sil™","0.120"" (3.05mm)","Braid","25.00' (7.62m)","Clear","-","-","12kV","-65°C ~ 165°C","-","-"
http://cnctech.us/pdfs/UL21458%20AWG%2024.pdf,//media.digikey.com/Photos/CnC%20Tech/CN190BR.jpg,CN200BR-500-ND,21458-24-2-0500-0104-1-TS,CNC Tech,CABLE 2COND 24AWG BLK/RED 500',108,0,"88.83000","0","1","-","Active","Multi-Conductor","2","24 AWG","11/34","Copper, Tinned","Polyphenylene Ether (PPE)","0.107"" (2.72mm)","-","500.0' (152.4m)","Black, Red","UL Style 21458","-","300V","-10°C ~ 80°C","-","0.0150"" (0.381mm)"
http://cnctech.us/pdfs/UL21458%20AWG%2022.pdf,//media.digikey.com/Photos/CnC%20Tech/CN190BR.jpg,CN190BR-500-ND,21458-22-2-0500-0104-1-TS,CNC Tech,CABLE 2COND 22AWG BLK/RED 500',33,0,"115.29000","0","1","-","Active","Multi-Conductor","2","22 AWG","17/34","Copper, Tinned","Polyphenylene Ether (PPE)","0.118"" (3.00mm)","-","500.0' (152.4m)","Black, Red","UL Style 21458","-","300V","-10°C ~ 80°C","-","0.0150"" (0.381mm)"
http://www.alphawire.com/Home/Products/Cable/Alpha-Essentials/Communication-and-Control-Cable/1178C?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/1178C%20SL005%20(2).JPG,A126-100-ND,1178C SL005,Alpha Wire,CABLE 8COND 22AWG SLATE 100',74,168,"131.47000","0","1","-","Active","Multi-Conductor","8","22 AWG","7/30","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.230"" (5.84mm)","-","100.0' (30.5m)","Slate","-","-","150V","-20°C ~ 80°C","Communication, Control","0.0320"" (0.813mm)"
http://www.alphawire.com/Home/Products/Cable/EcoGen/EcoCable-Mini/78002?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/78002-SLxxx.jpg,78002SL005-ND,78002 SL005,Alpha Wire,CABLE 2COND 28AWG SLATE 100',94,4,"163.91000","0","1","EcoCable® Mini","Active","Multi-Conductor","2","28 AWG","19/40","Copper, Tinned","Polyphenylene Ether, Modified (mPPE)","0.094"" (2.38mm)","-","100.0' (30.5m)","Slate","ISO 10993, UL Style 21460","Biological Compatibility, Rip Cord","300V","-40°C ~ 80°C","-","0.0150"" (0.381mm)"
http://cnctech.us/pdfs/UL21458%20AWG%2020.pdf,//media.digikey.com/Photos/CnC%20Tech/CN180BR.jpg,CN180BR-500-ND,21458-20-2-0500-0104-1-TS,CNC Tech,CABLE 2COND 20AWG BLK/RED 500',142,0,"166.32000","0","1","-","Active","Multi-Conductor","2","20 AWG","21/33","Copper, Tinned","Polyphenylene Ether (PPE)","0.133"" (3.38mm)","-","500.0' (152.4m)","Black, Red","UL Style 21458","-","300V","-10°C ~ 80°C","-","0.0150"" (0.381mm)"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/2725-2828-BL-01000-A_Rev_A3_Dwg.pdf,//media.digikey.com/Photos/CnC%20Tech/2725-2828-01000-x.jpg,CN230B-1000-ND,2725-2828-BL-01000-A,CNC Tech,CABLE 4COND 28AWG BLK SHLD 1000',34,0,"169.26000","0","1","-","Active","Multi-Conductor","4","28 AWG","7/36","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.150"" (3.81mm)","Foil, Braid","1000.0' (304.8m)","Black","UL Style 2725","Drain Wire","30V","80°C","USB 2.0","0.0264"" (0.671mm)"
http://www.alphawire.com/~/media/Files/Brochures/EcoCableMiniBrochure.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/EcoCable-Mini-2.jpg,78012SL005-ND,78012 SL005,Alpha Wire,CABLE 2COND 26AWG SLATE 100',34,0,"174.71000","0","1","EcoCable® Mini","Active","Multi-Conductor","2","26 AWG","19/38","Copper, Tinned","Polyphenylene Ether, Modified (mPPE)","0.102"" (2.59mm)","-","100.0' (30.5m)","Slate","ISO 10993, UL Style 21460","Biological Compatibility, Rip Cord","300V","-40°C ~ 80°C","-","0.0150"" (0.381mm)"
https://b2b.harting.com/files/0711_Ha-VIS_Ethernet_cable_8-wire_Cat_6A_PVC_EN.pdf,//media.digikey.com/Photos/Harting/09456000532.jpg,1195-2217-ND,09456000532,HARTING,CABLE CAT6A 8COND 26AWG 65.6',68,0,"185.38000","0","1","-","Active","Multi-Pair, Cat6a","8 (4 Pair Twisted)","26 AWG","7/26","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.272"" (6.91mm)","Foil, Braid","65.62' (20.00m)","Yellow","UL Style 20276","-","100V","-20°C ~ 80°C","Industrial Environments - IP65","-"
http://www.alphawire.com/~/media/Files/Brochures/EcoCableMiniBrochure.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/EcoCable-Mini-4.jpg,78014SL005-ND,78014 SL005,Alpha Wire,CABLE 4COND 26AWG SLATE 100',31,0,"195.40000","0","1","EcoCable® Mini","Active","Multi-Conductor","4","26 AWG","19/38","Copper, Tinned","Polyphenylene Ether, Modified (mPPE)","0.116"" (2.95mm)","-","100.0' (30.5m)","Slate","ISO 10993, UL Style 21460","Biological Compatibility, Rip Cord","300V","-40°C ~ 80°C","-","0.0150"" (0.381mm)"
https://html5.dcatalog.com/?docid=93bcf829-206c-44f0-8fd9-a83f0168ce20#page=32,//media.digikey.com/Photos/General%20Cable%20Photos/89013.35.01.JPG,C89013B-250-ND,89013.35.01,General Cable/Carol Brand,CABLE 3COND 16AWG BLACK 250',40,0,"196.25000","0","1","Ultra Flex®","Active","Multi-Conductor","3","16 AWG","26/30","Copper, Bare","Thermoplastic Elastomer (TPE)","0.338"" (8.59mm)","-","250.0' (76.2m)","Black","-","Oil Resistant","300V","-50°C ~ 105°C","Cord and Cordset","0.0300"" (0.762mm)"
http://www.alphawire.com/~/media/Files/Brochures/EcoCableMiniBrochure.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/EcoCable-Mini-4-Shielded.jpg,78104SL005-ND,78104 SL005,Alpha Wire,CABLE 4COND 28AWG SHLD 100',39,30,"197.47000","0","1","EcoCable® Mini","Active","Multi-Conductor","4","28 AWG","19/40","Copper, Tinned","Polyphenylene Ether, Modified (mPPE)","0.111"" (2.82mm)","Foil","100.0' (30.5m)","Slate","ISO 10993, UL Style 21460","Biological Compatibility, Drain Wire, Rip Cord","300V","-40°C ~ 80°C","-","0.0150"" (0.381mm)"
http://www.alphawire.com/Home/Products/Cable/Xtra-Guard-Performance-Cable/Xtra-Guard-2/25462?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/25462-BK005.jpg,25462BK005-ND,25462 BK005,Alpha Wire,CABLE 2COND 20AWG BLK SHLD 100',51,0,"198.06000","0","1","Xtra-Guard® 2","Active","Multi-Conductor","2","20 AWG","7/28","Copper, Tinned","Polyurethane (PU)","0.212"" (5.38mm)","Foil","100.0' (30.5m)","Black","ISO 10993, UL Style 20668","Biological Compatibility, Drain Wire, Rip Cord","300V","-30°C ~ 90°C","-","0.0320"" (0.813mm)"
//media.digikey.com/pdf/Data%20Sheets/Alpha%20Wire%20PDFs/25062_Spec_4-27-17.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/25062-BK005.jpg,25062BK005-ND,25062 BK005,Alpha Wire,CABLE 2COND 18AWG BLACK 100',45,0,"198.06000","0","1","Xtra-Guard® 2","Active","Multi-Conductor","2","18 AWG","16/30","Copper, Tinned","Polyurethane (PU)","0.226"" (5.74mm)","-","100.0' (30.5m)","Black","ISO 10993, UL Style 20668","Biological Compatibility, Rip Cord","300V","-30°C ~ 90°C","-","0.0320"" (0.813mm)"
http://www.alphawire.com/Home/Products/Cable/Xtra-Guard-Performance-Cable/Xtra-Guard-4/45052?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/45052-BK00x.jpg,45052BK005-ND,45052 BK005,Alpha Wire,CABLE 2 COND 20AWG BLACK 100',31,0,"199.61000","0","1","Xtra-Guard® 4","Active","Multi-Conductor","2","20 AWG","7/28","Copper, Tinned","Thermoplastic Elastomer (TPE)","0.234"" (5.94mm)","-","100.0' (30.5m)","Black","ISO 10993","Biological Compatibility, Rip Cord","300V","-50°C ~ 125°C","-","0.0450"" (1.143mm)"
http://www.alphawire.com/~/media/Files/Brochures/EcoCableMiniBrochure.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/EcoCable-Mini-4.jpg,78024SL005-ND,78024 SL005,Alpha Wire,CABLE 4COND 24AWG SLATE 100',53,31,"203.76000","0","1","EcoCable® Mini","Active","Multi-Conductor","4","24 AWG","19/36","Copper, Tinned","Polyphenylene Ether, Modified (mPPE)","0.128"" (3.25mm)","-","100.0' (30.5m)","Slate","ISO 10993, UL Style 21460","Biological Compatibility, Rip Cord","300V","-40°C ~ 80°C","-","0.0150"" (0.381mm)"
http://multimedia.3m.com/mws/media/22279O/3mtm-round-shielded-jktd-disc-wire-cable-3600x-series-ts0388.pdf,//media.digikey.com/Photos/3M%20Photos/3600B-Series.jpg,MB14S-100-ND,3600B/14 100SF,3M,MULTI-PAIR 14COND 28AWG 100',94,0,"208.69000","0","1","3600X","Active","Multi-Pair","14 (7 Pair Twisted)","28 AWG","7/36","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.220"" (5.59mm)","Foil, Braid","100.0' (30.5m)","Beige","-","-","30V","-","Communication, Computer, Control","0.0260"" (0.660mm)"
http://www.alphawire.com/Home/Products/Cable/Xtra-Guard-Performance-Cable/Xtra-Guard-2/25053?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/25053-BK005.jpg,25053BK005-ND,25053 BK005,Alpha Wire,CABLE 3COND 20AWG BLACK 100',50,0,"208.76000","0","1","Xtra-Guard® 2","Active","Multi-Conductor","3","20 AWG","7/28","Copper, Tinned","Polyurethane (PU)","0.219"" (5.56mm)","-","100.0' (30.5m)","Black","ISO 10993, UL Style 20668","Biological Compatibility, Rip Cord","300V","-30°C ~ 90°C","-","0.0320"" (0.813mm)"
http://www.alphawire.com/Home/Products/Cable/EcoGen/EcoCable-Mini/78152?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/EcoCable-Mini-4-2-Shielded.jpg,78152-100-ND,78152 SL005,Alpha Wire,MULTI-PAIR 4COND 28AWG SHLD 100',44,25,"211.79000","0","1","EcoCable® Mini","Active","Multi-Pair","4 (2 Pair Twisted)","28 AWG","19/40","Copper, Tinned","Polyphenylene Ether, Modified (mPPE)","0.136"" (3.45mm)","Foil","100.0' (30.5m)","Slate","ISO 10993, UL Style 21460","Biological Compatibility, Drain Wire, Rip Cord","300V","-40°C ~ 80°C","-","0.0150"" (0.381mm)"
http://multimedia.3m.com/mws/media/22045O/3mtm-round-shielded-jktd-disc-wire-cable-3750-series-ts0072.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_3750-Series.jpg,MB10W-100-ND,3750/10 100,3M,MULTI-PAIR 10COND 26AWG GRY 100',87,0,"211.86000","0","1","3750","Active","Multi-Pair","10 (5 Pair Twisted)","26 AWG","7/34","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.260"" (6.60mm)","Foil, Braid","100.0' (30.5m)","Gray","-","-","300V","-","Communication, Computer, Control","0.0260"" (0.660mm)"
http://www.alphawire.com/~/media/Files/Brochures/EcoCableMiniBrochure.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/EcoCable-Mini-4.jpg,78004SL005-ND,78004 SL005,Alpha Wire,CABLE 4COND 28AWG SLATE 100',39,56,"212.00000","0","1","EcoCable® Mini","Active","Multi-Conductor","4","28 AWG","19/40","Copper, Tinned","Polyphenylene Ether, Modified (mPPE)","0.107"" (2.72mm)","-","100.0' (30.5m)","Slate","ISO 10993, UL Style 21460","Biological Compatibility, Rip Cord","300V","-40°C ~ 80°C","-","0.0150"" (0.381mm)"
http://www.alphawire.com/~/media/Files/Brochures/EcoCableMiniBrochure.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/EcoCable-Mini-4-Shielded.jpg,78114SL005-ND,78114 SL005,Alpha Wire,CABLE 4COND 26AWG SHLD 100',57,17,"215.71000","0","1","EcoCable® Mini","Active","Multi-Conductor","4","26 AWG","19/38","Copper, Tinned","Polyphenylene Ether, Modified (mPPE)","0.120"" (3.05mm)","Foil","100.0' (30.5m)","Slate","ISO 10993, UL Style 21460","Biological Compatibility, Drain Wire, Rip Cord","300V","-40°C ~ 80°C","-","0.0150"" (0.381mm)"
http://www.alphawire.com/Home/Products/Cable/Xtra-Guard-Performance-Cable/Xtra-Guard-2/25054?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/25054-BK005.jpg,25054BK005-ND,25054 BK005,Alpha Wire,CABLE 4COND 20AWG BLACK 100',32,0,"215.90000","0","1","Xtra-Guard® 2","Active","Multi-Conductor","4","20 AWG","7/28","Copper, Tinned","Polyurethane (PU)","0.238"" (6.05mm)","-","100.0' (30.5m)","Black","ISO 10993, UL Style 20668","Biological Compatibility, Rip Cord","300V","-30°C ~ 90°C","-","0.0320"" (0.813mm)"
http://multimedia.3m.com/mws/media/22505O/3mtm-round-shielded-jckd-disc-wire-cable-3644x-series-ts0826.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_3644B%20Series.jpg,MB16T-100-ND,3644B/16 100SF,3M,MULTI-PAIR 16COND 28AWG 100',39,0,"216.78000","0","1","3644X","Active","Multi-Pair","16 (8 Pair Twisted)","28 AWG","7/36","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.230"" (5.84mm)","Foil, Braid","100.0' (30.5m)","Beige","-","-","150V","-","Communication, Computer, Control","0.0260"" (0.660mm)"
http://www.alphawire.com/~/media/Files/Brochures/EcoCableMiniBrochure.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/EcoCable-Mini-6.jpg,78006SL005-ND,78006 SL005,Alpha Wire,CABLE 6COND 28AWG SLATE 100',54,15,"221.07000","0","1","EcoCable® Mini","Active","Multi-Conductor","6","28 AWG","19/40","Copper, Tinned","Polyphenylene Ether, Modified (mPPE)","0.124"" (3.15mm)","-","100.0' (30.5m)","Slate","ISO 10993, UL Style 21460","Biological Compatibility, Rip Cord","300V","-40°C ~ 80°C","-","0.0150"" (0.381mm)"
http://www.alphawire.com/Home/Products/Cable/Alpha-Essentials/Communication-and-Control-Cable/3231?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/3231%20SL005.JPG,A3231-100-ND,3231 SL005,Alpha Wire,MULTI-PAIR 2COND 20AWG SHLD 100',27,0,"223.44000","0","1","-","Active","Multi-Conductor","2 (1 Pair Twisted)","20 AWG","19/32","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.195"" (4.95mm)","Braid","100.0' (30.5m)","Slate","-","-","600V","-55°C ~ 105°C","Communication, Control","0.0190"" (0.483mm)"
http://general-cable.dcatalog.com/v/Electronics/#page=12,//media.digikey.com/Photos/General%20Cable%20Photos/C2462A.41.10.jpg,C2462-1000-ND,C2462A.41.10,General Cable/Carol Brand,CABLE 3COND 24AWG GRAY 1000',46,69000,"224.84000","0","1","-","Active","Multi-Conductor","3","24 AWG","7/32","Copper, Annealed Tinned","Poly-Vinyl Chloride (PVC)","0.163"" (4.14mm)","-","1000.0' (304.8m)","Gray","ASTM B-33","-","300V","-20°C ~ 80°C","Communication, Control","0.0320"" (0.813mm)"
http://www.alphawire.com/~/media/Files/Brochures/EcoCableMiniBrochure.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/EcoCable-Mini-4-Shielded.jpg,78124SL005-ND,78124 SL005,Alpha Wire,CABLE 4COND 24AWG SHLD 100',30,0,"228.06000","0","1","EcoCable® Mini","Active","Multi-Conductor","4","24 AWG","19/36","Copper, Tinned","Polyphenylene Ether, Modified (mPPE)","0.132"" (3.35mm)","Foil","100.0' (30.5m)","Slate","ISO 10993, UL Style 21460","Biological Compatibility, Drain Wire, Rip Cord","300V","-40°C ~ 80°C","-","0.0150"" (0.381mm)"
https://catalog.belden.com/techdata/EN/1804A_techdata.pdf,//media.digikey.com/Photos/Belden/1804A-J5C100.jpg,BEL1260-100-ND,1804A J5C100,Belden Inc.,CABLE 4COND 28AWG BLACK 100',48,0,"229.46000","0","1","-","Active","Multi-Conductor","4 (1 Twisted Quad)","28 AWG","19/40","Copper Alloy, Silver Coated","Poly-Vinyl Chloride (PVC)","0.115"" (2.92mm)","Braid","100.0' (30.5m)","Black","-","-","-","-30°C ~ 60°C","-","-"
http://www.alphawire.com/Home/Products/Cable/Alpha-Essentials/Communication-and-Control-Cable/1172C?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1172C%20SERIES.jpg,A120-1000-ND,1172C SL001,Alpha Wire,MULTI-PAIR 2COND 22AWG 1000',33,291,"237.25000","0","1","-","Active","Multi-Conductor","2","22 AWG","7/30","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.164"" (4.17mm)","-","1000.0' (304.8m)","Slate","-","-","150V","-20°C ~ 80°C","Communication, Control","0.0320"" (0.813mm)"
http://general-cable.dcatalog.com/v/Electronics/#page=62,//media.digikey.com/photos/General%20Cable%20Photos/C1352.21.10%20SERIES.jpg,C1352-500-ND,C1352A.18.10,General Cable/Carol Brand,MULTI-PAIR 4COND 22AWG SHLD 500',63,21500,"237.34000","0","1","-","Active","Multi-Pair","4 (2 Pair Twisted)","22 AWG","7/30","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.160"" (4.06mm)","Foil","500.0' (152.4m)","Gray","-","Drain Wire","300V","-20°C ~ 80°C","Communication, Control","0.0200"" (0.508mm)"
http://cnctech.us/pdfs/UL21458%20AWG%2018.pdf,//media.digikey.com/Photos/CnC%20Tech/CN190BR.jpg,CN170BR-500-ND,21458-18-2-0500-0104-1-TS,CNC Tech,CABLE 2COND 18AWG BLK/RED 500',57,0,"240.03000","0","1","-","Active","Multi-Conductor","2","18 AWG","34/0.0071""","Copper, Tinned","Polyphenylene Ether (PPE)","0.153"" (3.89mm)","-","500.0' (152.4m)","Black, Red","UL Style 21458","-","300V","-10°C ~ 80°C","-","0.0150"" (0.381mm)"
http://multimedia.3m.com/mws/media/22279O/3mtm-round-shielded-jktd-disc-wire-cable-3600x-series-ts0388.pdf,//media.digikey.com/Photos/3M%20Photos/3600B-Series.jpg,MB20S-100-ND,3600B/20 100SF,3M,MULTI-PAIR 20COND 28AWG 100',106,0,"240.90000","0","1","3600X","Active","Multi-Pair","20 (10 Pair Twisted)","28 AWG","7/36","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.240"" (6.10mm)","Foil, Braid","100.0' (30.5m)","Beige","-","-","30V","-","Communication, Computer, Control","0.0260"" (0.660mm)"
http://www.alphawire.com/Home/Products/Cable/Xtra-Guard-Performance-Cable/Xtra-Guard-2/25072?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/25072-BK005.jpg,25072BK005-ND,25072 BK005,Alpha Wire,CABLE 2COND 16AWG BLACK 100',46,0,"247.59000","0","1","Xtra-Guard® 2","Active","Multi-Conductor","2","16 AWG","19/0.0117""","Copper, Tinned","Polyurethane (PU)","0.250"" (6.35mm)","-","100.0' (30.5m)","Black","ISO 10993, UL Style 20668","Biological Compatibility, Rip Cord","300V","-30°C ~ 90°C","-","0.0320"" (0.813mm)"
http://general-cable.dcatalog.com/v/Electronics/?#page=14,//media.digikey.com/photos/General%20Cable%20Photos/C6348.21.10%20SERIES.jpg,W120-1000-ND,C6348A.21.10,General Cable/Carol Brand,CABLE 2COND 22AWG GRAY 1000',33,114000,"247.69000","0","1","-","Active","Multi-Conductor","2","22 AWG","7/30","Copper, Annealed Tinned","Poly-Vinyl Chloride (PVC)","0.130"" (3.30mm)","-","1000.0' (304.8m)","Gray","ASTM B-33","-","300V","-20°C ~ 80°C","Communication, Control","0.0150"" (0.381mm)"
http://www.alphawire.com/~/media/Files/Brochures/EcoCableMiniBrochure.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/EcoCable-Mini-8.jpg,78008SL005-ND,78008 SL005,Alpha Wire,CABLE 8COND 28AWG SLATE 100',30,23,"260.70000","0","1","EcoCable® Mini","Active","Multi-Conductor","8","28 AWG","19/40","Copper, Tinned","Polyphenylene Ether, Modified (mPPE)","0.134"" (3.40mm)","-","100.0' (30.5m)","Slate","ISO 10993, UL Style 21460","Biological Compatibility, Rip Cord","300V","-40°C ~ 80°C","-","0.0150"" (0.381mm)"
http://www.alphawire.com/Home/Products/Cable/Alpha-Essentials/Communication-and-Control-Cable/1604?device=pdf,-,1604SL021-ND,1604 SL021,Alpha Wire,CABLE 4COND 26AWG SLATE 1000',38,0,"262.18000","0","1","-","Active","Multi-Conductor","4","26 AWG","7/34","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.190"" (4.83mm)","-","1000.0' (304.8m)","Slate","-","-","150V","-20°C ~ 60°C","Communication, Control","0.0200"" (0.508mm)"
http://www.alphawire.com/Home/Products/Cable/EcoGen/EcoCable-Mini/78116?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/EcoCable-Mini-6-Shielded.jpg,78116-100-ND,78116 SL005,Alpha Wire,CABLE 6COND 26AWG SHLD 100',98,35,"265.15000","0","1","EcoCable® Mini","Active","Multi-Conductor","6","26 AWG","19/38","Copper, Tinned","Polyphenylene Ether, Modified (mPPE)","0.140"" (3.56mm)","Foil","100.0' (30.5m)","Slate","ISO 10993, UL Style 21460","Biological Compatibility, Drain Wire, Rip Cord","300V","-40°C ~ 80°C","-","0.0150"" (0.381mm)"
http://www.tensility.com/pdffiles/30-00695.pdf ,//media.digikey.com/photos/Tensility%20Intl/MFG_30-006_Blk.jpg,T1335-305-ND,30-00695,Tensility International Corp,CABLE 2COND 26AWG BLACK 305M,66,0,"266.10000","0","1","-","Active","Multi-Conductor","2","26 AWG","7/34","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.150"" (3.81mm)","-","1000.0' (304.8m)","Black","UL Style 2464","-","300V","80°C","-","0.0299"" (0.759mm)"
http://general-cable.dcatalog.com/v/Electronics/?#page=14,//media.digikey.com/photos/General%20Cable%20Photos/C4063.21.10%20SERIES.jpg,W122-1000-ND,C4063A.41.10,General Cable/Carol Brand,CABLE 4COND 22AWG GRAY 1000',28,273000,"281.02000","0","1","-","Active","Multi-Conductor","4","22 AWG","7/30","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.189"" (4.80mm)","-","1000.0' (304.8m)","Gray","-","-","300V","-20°C ~ 80°C","Communication, Control","0.0320"" (0.813mm)"
http://www.cicoil.com/flat-cable/motion-control-cables/hi-flex-shielded-signal-cable?task=callelement&format=raw&item_id=29&element=c024c413-b5f8-4699-9dbb-f8880ce97040&method=download,//media.digikey.com/Photos/Cicoil/969M101-28-5TPS-025.jpg,CI1047-25-ND,969M101-28-5TPS-025,Cicoil,MULTI-PAIR 10COND 28AWG SHLD 25',35,0,"283.50000","0","1","-","Active","Multi-Pair","10 (5 Pair Twisted)","28 AWG","-","Copper, Tinned","Flexx-Sil™","0.210"" (5.33mm)","Braid","25.00' (7.62m)","Clear","-","-","12kV","-65°C ~ 165°C","-","-"
http://www.alphawire.com/en/Products/Cable/EcoGen/EcoFlex-PUR/80041?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/80041-SL005.jpg,80041SL005-ND,80041 SL005,Alpha Wire,ECOFLEX PUR 2CON 16AWG UNSH,12,0,"283.56000","0","1","EcoFlex® PUR","Active","Multi-Conductor","2","16 AWG","65/34","Copper, Tinned","Polyurethane (PU)","0.228"" (5.79mm)","-","100.0' (30.5m)","Slate","-","-","600V","-50°C ~ 90°C","-","0.0319"" (0.810mm)"
http://multimedia.3m.com/mws/media/22505O/3mtm-round-shielded-jckd-disc-wire-cable-3644x-series-ts0826.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_3644B%20Series.jpg,MB26T-100-ND,3644B/26 100SF,3M,MULTI-PAIR 26COND 28AWG 100',36,0,"288.22000","0","1","3644X","Active","Multi-Pair","26 (13 Pair Twisted)","28 AWG","7/36","Copper, Tinned","Poly-Vinyl Chloride (PVC)","0.250"" (6.35mm)","Foil, Braid","100.0' (30.5m)","Beige","-","-","150V","-","Communication, Computer, Control","0.0260"" (0.660mm)"
https://html5.dcatalog.com/?docid=93bcf829-206c-44f0-8fd9-a83f0168ce20#page=32,//media.digikey.com/Photos/General%20Cable%20Photos/89023.35.01.JPG,C89023B-250-ND,89023.35.01,General Cable/Carol Brand,CABLE 3COND 14AWG BLACK 250',136,0,"291.51000","0","1","Ultra Flex®","Active","Multi-Conductor","3","14 AWG","41/30","Copper, Bare","Thermoplastic Elastomer (TPE)","0.372"" (9.45mm)","-","250.0' (76.2m)","Black","-","Oil Resistant","300V","-50°C ~ 105°C","Cord and Cordset","0.0300"" (0.762mm)"
http://www.alphawire.com/Home/Products/Cable/Xtra-Guard-Performance-Cable/Xtra-Guard-4/45451?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/45451-BK00x.jpg,45451BK005-ND,45451 BK005,Alpha Wire,CABLE 2 COND 20AWG BLACK 100',45,0,"292.64000","0","1","Xtra-Guard® 4","Active","Multi-Conductor","2 (1 Pair Twisted)","20 AWG","7/28","Copper, Tinned","Thermoplastic Elastomer (TPE)","0.238"" (6.05mm)","Foil","100.0' (30.5m)","Black","ISO 10993","Biological Compatibility, Drain Wire, Rip Cord","300V","-50°C ~ 125°C","-","0.0450"" (1.143mm)"
