Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Configuration","Current","Voltage","Voltage - Isolation","Package / Case"
http://www.onsemi.com/pub/Collateral/FSB50450BS-D.pdf,-,FSB50450B-ND,FSB50450B,ON Semiconductor,"500V, 4A, 3PHASE, FRFET SMART PO",269,0,"8.92000","0","1","Motion SPM® 5","Active","MOSFET","3 Phase Inverter","2.2A","500V","1500Vrms","23-PowerDIP Module (0.551"", 14.00mm)"
http://www.onsemi.com/pub/Collateral/FSB50550AB-D.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/MFG_FSB50550AB.JPG,FSB50550AB-ND,FSB50550AB,ON Semiconductor,FET 3PH 500V 2A MODULE,166,0,"9.46000","0","1","Motion-SPM®","Active","MOSFET","3 Phase","2A","500V","1500Vrms","23-PowerDIP Module (0.644"", 16.35mm)"
https://www.infineon.com/dgdl/Infineon-IM393-S6E-DS-v02_00-EN.pdf?fileId=5546d462696dbf1201699a9d912478e4,-,IM393S6EXKLA1-ND,IM393S6EXKLA1,Infineon Technologies,POWER MODULE 600V 6A MDIP30,450,0,"10.26000","0","1","CIPOS™","Active","IGBT","3 Phase Inverter","6A","600V","2000Vrms","35-PowerDIP Module (0.866"", 22.00mm), 30 Leads"
https://www.infineon.com/dgdl/Infineon-IM393-S6F-DS-v02_00-EN.pdf?fileId=5546d462696dbf1201699a9d808378dd,-,IM393S6FXKLA1-ND,IM393S6FXKLA1,Infineon Technologies,POWER MODULE 600V 6A MDIP22,540,0,"10.62000","0","1","CIPOS™","Active","IGBT","3 Phase Inverter","6A","600V","2000Vrms","26-PowerSIP Module, 22 Leads, Formed Leads"
https://www.onsemi.com/pub/Collateral/FSB50760SFT-D.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/FSB50550AT.JPG,FSB50760SFT-ND,FSB50760SFT,ON Semiconductor,MOD SPM 600V 1A SPM5N-023,180,360,"10.80000","0","1","Motion SPM® 5 SuperFET®","Active","MOSFET","3 Phase","3.6A","600V","1500Vrms","23-PowerDIP Module (0.748"", 19.00mm)"
https://www.infineon.com/dgdl/Infineon-IM393-M6E-DS-v02_00-EN.pdf?fileId=5546d462696dbf1201699a94732278d5,-,IM393M6EXKLA1-ND,IM393M6EXKLA1,Infineon Technologies,POWER MODULE 600V 10A MDIP30,450,0,"10.98000","0","1","CIPOS™","Active","IGBT","3 Phase Inverter","10A","600V","2000Vrms","35-PowerDIP Module (0.866"", 22.00mm), 30 Leads"
https://www.infineon.com/dgdl/Infineon-IM393-M6E-DS-v02_00-EN.pdf?fileId=5546d462696dbf1201699a94732278d5,-,IM393M6E2XKLA1-ND,IM393M6E2XKLA1,Infineon Technologies,POWER MODULE 600V 10A MDIP30,450,0,"10.98000","0","1","CIPOS™","Active","IGBT","3 Phase Inverter","10A","600V","2000Vrms","35-PowerDIP Module (0.866"", 22.00mm), 30 Leads"
https://www.infineon.com/dgdl/Infineon-IM393-M6E-DS-v02_00-EN.pdf?fileId=5546d462696dbf1201699a94732278d5,-,IM393M6E3XKLA1-ND,IM393M6E3XKLA1,Infineon Technologies,POWER MODULE 600V 10A MDIP30,448,0,"10.98000","0","1","CIPOS™","Active","IGBT","3 Phase Inverter","10A","600V","2000Vrms","35-PowerDIP Module (0.866"", 22.00mm), 30 Leads"
https://www.infineon.com/dgdl/Infineon-IM393-X6F-DS-v02_00-EN.pdf?fileId=5546d462696dbf1201699a9da32e78ee,-,IM393X6FXKLA1-ND,IM393X6FXKLA1,Infineon Technologies,POWER MODULE 600V 20A MDIP22,539,0,"11.27000","0","1","CIPOS™","Active","IGBT","3 Phase Inverter","20A","600V","2000Vrms","26-PowerSIP Module, 22 Leads, Formed Leads"
https://www.infineon.com/dgdl/Infineon-IM393-M6F-DS-v02_00-EN.pdf?fileId=5546d462696dbf1201699a947c0278da,-,IM393M6FXKLA1-ND,IM393M6FXKLA1,Infineon Technologies,POWER MODULE 600V 10A MDIP22,540,0,"11.34000","0","1","CIPOS™","Active","IGBT","3 Phase Inverter","10A","600V","2000Vrms","26-PowerSIP Module, 22 Leads, Formed Leads"
https://www.infineon.com/dgdl/Infineon-IM393-L6E-DS-v02_00-EN.pdf?fileId=5546d462696dbf1201699a8b350f78c7,-,IM393L6EXKLA1-ND,IM393L6EXKLA1,Infineon Technologies,POWER MODULE 600V 15A MDIP30,449,0,"11.70000","0","1","CIPOS™","Active","IGBT","3 Phase Inverter","15A","600V","2000Vrms","35-PowerDIP Module (0.866"", 22.00mm), 30 Leads"
https://www.infineon.com/dgdl/Infineon-IM393-L6E-DS-v02_00-EN.pdf?fileId=5546d462696dbf1201699a8b350f78c7,-,IM393L6E3XKLA1-ND,IM393L6E3XKLA1,Infineon Technologies,POWER MODULE 600V 15A MDIP30,449,0,"11.70000","0","1","CIPOS™","Active","IGBT","3 Phase Inverter","15A","600V","2000Vrms","35-PowerDIP Module (0.866"", 22.00mm), 30 Leads"
https://www.infineon.com/dgdl/Infineon-IM393-L6F-DS-v02_00-EN.pdf?fileId=5546d462696dbf1201699a946a8b78d2,-,IM393L6FXKLA1-ND,IM393L6FXKLA1,Infineon Technologies,POWER MODULE 600V 15A MDIP22,540,0,"12.06000","0","1","CIPOS™","Active","IGBT","3 Phase Inverter","15A","600V","2000Vrms","26-PowerSIP Module, 22 Leads, Formed Leads"
https://www.infineon.com/dgdl/Infineon-IM393-X6E-DS-v02_00-EN.pdf?fileId=5546d462696dbf1201699a9d9a3578e9,-,IM393X6E3XKLA1-ND,IM393X6E3XKLA1,Infineon Technologies,POWER MODULE 600V 20A MDIP30,450,0,"12.42000","0","1","CIPOS™","Active","IGBT","3 Phase Inverter","20A","600V","2000Vrms","35-PowerDIP Module (0.866"", 22.00mm), 30 Leads"
http://www.onsemi.com/pub/Collateral/FNA41060B2-D.PDF,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/FNA41060B2.jpg,FNA41060B2-ND,FNA41060B2,ON Semiconductor,MODULE SPM 600V 10A SPMAA,432,0,"12.84000","0","1","Motion SPM® 45","Active","IGBT","3 Phase","10A","600V","2000Vrms","26-PowerDIP Module (1.024"", 26.00mm)"
http://www.onsemi.com/pub/Collateral/FNA41560B2-D.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/FNB41060.JPG,FNA41560-ND,FNA41560,ON Semiconductor,MOD SPM 600V 15A SPM26-AA,216,0,"14.01000","0","1","Motion SPM® 45","Not For New Designs","IGBT","3 Phase","15A","600V","2000Vrms","26-PowerDIP Module (1.024"", 26.00mm)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group1/71/84/29/27/d2/9f/4f/5e/DM00255614/files/DM00255614.pdf/jcr:content/translations/en.DM00255614.pdf,-,497-19153-ND,STGIB8CH60TS-L,STMicroelectronics,SLLIMM,156,0,"14.33000","0","1","SLLIMM™","Active","IGBT","3 Phase Inverter","12A","600V","1500Vrms","26-PowerDIP Module (1.146"", 29.10mm)"
https://www.onsemi.com/pub/Collateral/FNB81060T3-D.pdf,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/FNB81060T3.jpg,FNB81060T3OS-ND,FNB81060T3,ON Semiconductor,MODULE SPM 600V 10A SPMFA,180,0,"15.76000","0","1","Motion SPM® 8","Active","IGBT","3 Phase","10A","600V","1500Vrms","25-PowerDIP Module (0.815"", 20.70mm)"
https://www.infineon.com/dgdl/Infineon-IFCM10S60GD-DS-v02_01-EN.pdf?fileId=5546d4625c167129015c53b93da87ce4,//media.digikey.com/Photos/Infineon%20Photos/IKCM10H60GAXKMA1.JPG,IFCM10S60GDXKMA1-ND,IFCM10S60GDXKMA1,Infineon Technologies,IFPS MODULES,280,0,"16.06000","0","1","CIPOS™","Active","IGBT","3 Phase Inverter","30A","650V","2000Vrms","24-PowerDIP Module (1.028"", 26.10mm)"
https://www.infineon.com/dgdl/Infineon-IFCM10P60GD-DS-v02_01-EN.pdf?fileId=5546d4625c167129015c53b94e897ce6,//media.digikey.com/Photos/Infineon%20Photos/IKCM10H60GAXKMA1.JPG,IFCM10P60GDXKMA1-ND,IFCM10P60GDXKMA1,Infineon Technologies,IFPS MODULES,279,0,"16.06000","0","1","CIPOS™","Active","IGBT","3 Phase Inverter","30A","600V","2000Vrms","24-PowerDIP Module (1.028"", 26.10mm)"
https://www.infineon.com/dgdl/Infineon-IFCM15S60GD-DS-v02_01-EN.pdf?fileId=5546d4625c167129015c53b921eb7ce0,//media.digikey.com/Photos/Infineon%20Photos/IKCM10H60GAXKMA1.JPG,IFCM15S60GDXKMA1-ND,IFCM15S60GDXKMA1,Infineon Technologies,IFPS MODULES,280,0,"16.98000","0","1","CIPOS™","Active","IGBT","3 Phase Inverter","30A","650V","2000Vrms","24-PowerDIP Module (1.028"", 26.10mm)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/6c/26/e1/67/eb/c6/4c/5d/CD00239481.pdf/files/CD00239481.pdf/jcr:content/translations/en.CD00239481.pdf,//media.digikey.com/photos/STMicro%20Photos/STGIPS14K60.jpg,497-10572-5-ND,STGIPS14K60,STMicroelectronics,IGBT IPM MODULE 12A 600V 25SDIP,132,0,"17.22000","0","1","SLLIMM™","Active","IGBT","3 Phase","12A","600V","2500VDC","25-PowerDIP Module (0.993"", 25.23mm)"
https://www.onsemi.com/pub/Collateral/FPDB40PH60B-D.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/FPDB40PH60B.JPG,FPDB40PH60BFS-ND,FPDB40PH60B,ON Semiconductor,MODULE SPM 600V 40A SPMGC,2515,840,"19.32000","0","1","PFC SPM® 3","Active","IGBT","2 Phase","40A","600V","2500Vrms","27-PowerDIP Module (1.205"", 30.60mm)"
https://www.rohm.com/datasheet/BM63767S-VA/bm63767s-va_bm63767s-vc-e,//media.digikey.com/Renders/Rohm%20Renders/Rohm-HSDIP25.jpg,BM63767S-VA-ND,BM63767S-VA,Rohm Semiconductor,600V IGBT INTELLIGENT POWER MODU,120,0,"22.20000","0","1","-","Active","IGBT","3 Phase Inverter","30A","600V","1500Vrms","25-PowerDIP Module (1.134"", 28.80mm)"
https://www.rohm.com/datasheet/BM63767S-VC/bm63767s-va_bm63767s-vc-e,//media.digikey.com/Renders/Rohm%20Renders/Rohm-HSDIP25.jpg,BM63767S-VC-ND,BM63767S-VC,Rohm Semiconductor,600V IGBT INTELLIGENT POWER MODU,112,0,"22.20000","0","1","-","Active","IGBT","3 Phase Inverter","30A","600V","1500Vrms","25-PowerDIP Module (1.327"", 33.70mm)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/f5/e3/05/fa/03/cb/47/6a/DM00102458.pdf/files/DM00102458.pdf/jcr:content/translations/en.DM00102458.pdf,//media.digikey.com/Renders/STMicro%20Renders/25-DIP%20Module.jpg,497-15127-5-ND,STGIPS10K60A2,STMicroelectronics,MOD IPM 600V 10A 25-SDIP,132,0,"31.85000","0","1","SLLIMM™","Active","IGBT","3 Phase","10A","600V","2500Vrms","25-PowerDIP Module (0.993"", 25.23mm)"
http://www.onsemi.com/pub/Collateral/FSB50450AT-D.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/FSB50450AS.JPG,FSB50450ASTR-ND,FSB50450AS,ON Semiconductor,MODULE SPM 500V 1.5A SPM5Q,0,0,"4.84262","0","450","Motion SPM® 5","Active","MOSFET","3 Phase","1.5A","500V","1500Vrms","23-PowerSMD Module, Gull Wing"
http://www.onsemi.com/pub/Collateral/FSB50450AT-D.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/FSB50450AS.JPG,FSB50450ASCT-ND,FSB50450AS,ON Semiconductor,MODULE SPM 500V 1.5A SPM5Q,406,0,"6.98000","0","1","Motion SPM® 5","Active","MOSFET","3 Phase","1.5A","500V","1500Vrms","23-PowerSMD Module, Gull Wing"
http://www.onsemi.com/pub/Collateral/FSB50450AT-D.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/FSB50450AS.JPG,FSB50450ASDKR-ND,FSB50450AS,ON Semiconductor,MODULE SPM 500V 1.5A SPM5Q,406,0,"Digi-Reel","0","1","Motion SPM® 5","Active","MOSFET","3 Phase","1.5A","500V","1500Vrms","23-PowerSMD Module, Gull Wing"
http://www.st.com/content/ccc/resource/technical/document/datasheet/dc/94/92/c2/3d/26/4f/b8/DM00032612.pdf/files/DM00032612.pdf/jcr:content/translations/en.DM00032612.pdf,//media.digikey.com/Renders/STMicro%20Renders/26-DIP%20Module.jpg,497-12115-ND,STGIPN3H60A,STMicroelectronics,IGBT IPM MODULE 3A 600V NDIP-26L,280,0,"7.85000","0","1","SLLIMM™","Active","IGBT","3 Phase","3A","600V","1000VDC","26-PowerDIP Module (0.846"", 21.48mm)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/e5/f2/8a/73/39/5a/47/1c/DM00134476.pdf/files/DM00134476.pdf/jcr:content/translations/en.DM00134476.pdf,//media.digikey.com/Photos/STMicro%20Photos/STGIPN3H60AT-(top).jpg,497-16004-5-ND,STGIPN3H60AT,STMicroelectronics,IGBT BIPO 600V 3A DIP,302,0,"8.25000","0","1","SLLIMM™","Active","IGBT","3 Phase Inverter","3A","600V","1000Vrms","26-PowerDIP Module (0.846"", 21.48mm)"
https://www.onsemi.com/pub/Collateral/FSB50550AS-D.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/FSB50550AS.JPG,FSB50550ASTR-ND,FSB50550AS,ON Semiconductor,MODULE SPM 500V 2A SPM5Q,0,9900,"5.89900","0","450","Motion SPM® 5","Active","MOSFET","3 Phase","2A","500V","1500Vrms","23-PowerSMD Module, Gull Wing"
https://www.onsemi.com/pub/Collateral/FSB50550AS-D.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/FSB50550AS.JPG,FSB50550ASCT-ND,FSB50550AS,ON Semiconductor,MODULE SPM 500V 2A SPM5Q,436,9900,"8.51000","0","1","Motion SPM® 5","Active","MOSFET","3 Phase","2A","500V","1500Vrms","23-PowerSMD Module, Gull Wing"
https://www.onsemi.com/pub/Collateral/FSB50550AS-D.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/FSB50550AS.JPG,FSB50550ASDKR-ND,FSB50550AS,ON Semiconductor,MODULE SPM 500V 2A SPM5Q,436,9900,"Digi-Reel","0","1","Motion SPM® 5","Active","MOSFET","3 Phase","2A","500V","1500Vrms","23-PowerSMD Module, Gull Wing"
https://www.onsemi.com/pub/Collateral/FSB50760SFS-D.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/FSB50660SF.jpg,FSB50760SFSTR-ND,FSB50760SFS,ON Semiconductor,MODULE SPM 600V 2A SPM5P-023,0,900,"7.82000","0","450","Motion SPM® 5 SuperFET®","Active","MOSFET","3 Phase","3.6A","600V","1500Vrms","23-PowerSMD Module, Gull Wing"
https://www.onsemi.com/pub/Collateral/FSB50760SFS-D.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/FSB50660SF.jpg,FSB50760SFSCT-ND,FSB50760SFS,ON Semiconductor,MODULE SPM 600V 2A SPM5P-023,387,900,"11.28000","0","1","Motion SPM® 5 SuperFET®","Active","MOSFET","3 Phase","3.6A","600V","1500Vrms","23-PowerSMD Module, Gull Wing"
https://www.onsemi.com/pub/Collateral/FSB50760SFS-D.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/FSB50660SF.jpg,FSB50760SFSDKR-ND,FSB50760SFS,ON Semiconductor,MODULE SPM 600V 2A SPM5P-023,387,900,"Digi-Reel","0","1","Motion SPM® 5 SuperFET®","Active","MOSFET","3 Phase","3.6A","600V","1500Vrms","23-PowerSMD Module, Gull Wing"
https://www.onsemi.com/pub/Collateral/FSB50825US-D.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/SPM23BD.jpg,FSB50825USTR-ND,FSB50825US,ON Semiconductor,IC POWER MOD SPM 250V 4A SPM23BD,0,0,"8.21204","0","450","Motion SPM® 5","Not For New Designs","MOSFET","3 Phase","4A","250V","1500Vrms","23-PowerSMD Module, Gull Wing"
https://www.onsemi.com/pub/Collateral/FSB50825US-D.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/SPM23BD.jpg,FSB50825USCT-ND,FSB50825US,ON Semiconductor,IC POWER MOD SPM 250V 4A SPM23BD,390,0,"11.46000","0","1","Motion SPM® 5","Not For New Designs","MOSFET","3 Phase","4A","250V","1500Vrms","23-PowerSMD Module, Gull Wing"
https://www.onsemi.com/pub/Collateral/FSB50825US-D.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/SPM23BD.jpg,FSB50825USDKR-ND,FSB50825US,ON Semiconductor,IC POWER MOD SPM 250V 4A SPM23BD,390,0,"Digi-Reel","0","1","Motion SPM® 5","Not For New Designs","MOSFET","3 Phase","4A","250V","1500Vrms","23-PowerSMD Module, Gull Wing"
https://www.infineon.com/dgdl/Infineon-IKCM20R60GD-DS-v01_00-EN.pdf?fileId=5546d4624fb7fef2014fcb961ead7933,//media.digikey.com/Photos/Infineon%20Photos/CIPOS-Series.JPG,IKCM20R60GDXKMA1-ND,IKCM20R60GDXKMA1,Infineon Technologies,IFPS MODULES 24MDIP,265,0,"18.28000","0","1","CIPOS™","Active","IGBT","2 Phase","20A","600V","2000Vrms","24-PowerDIP Module (1.028"", 26.10mm)"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STGIPS35K60L1.pdf,//media.digikey.com/Photos/STMicro%20Photos/STGIPS35K60L1.jpg,497-13164-ND,STGIPS35K60L1,STMicroelectronics,MODULE IPM SLLIMM SDIP-22L,129,0,"34.64000","0","1","SLLIMM™","Obsolete","IGBT","1 Phase","35A","600V","2500Vrms","22-PowerDIP Module (0.993"", 25.23mm)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/2d/5c/91/46/d2/83/40/1f/DM00100297.pdf/files/DM00100297.pdf/jcr:content/translations/en.DM00100297.pdf,//media.digikey.com/Renders/STMicro%20Renders/25-DIP%20Module.jpg,497-15131-5-ND,STGIPS30C60T-H,STMicroelectronics,MOD IPM SLLIMM 30A 600V 25SDIP,96,0,"28.37000","0","1","SLLIMM™","Active","IGBT","3 Phase","30A","600V","2500Vrms","25-PowerDIP Module (0.993"", 25.23mm)"
http://www.onsemi.com/pub/Collateral/STK541UC62K-E-D.PDF,//media.digikey.com/Photos/On%20Semi%20Photos/STK541UC62K-E.jpg,STK541UC62K-EOS-ND,STK541UC62K-E,ON Semiconductor,MOD IPM INVERTER 3PH SIP23,60,0,"16.80000","0","1","-","Active","IGBT","3 Phase","10A","600V","2000Vrms","23-PowerSIP Module, 19 Leads, Formed Leads"
https://www.onsemi.com/pub/Collateral/FNA22512A-D.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/FNA21012A.JPG,FNA22512A-ND,FNA22512A,ON Semiconductor,MOD SPM 1200V 25A INVERTER,75,0,"73.44000","0","1","Motion SPM® 2","Active","IGBT","3 Phase","25A","1.2kV","2500Vrms","34-PowerDIP Module (1.480"", 37.60mm)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/1b/67/0c/bf/f0/f8/4d/4c/DM00116577.pdf/files/DM00116577.pdf/jcr:content/translations/en.DM00116577.pdf,//media.digikey.com/Photos/STMicro%20Photos/STGIB10CH60TS-L.JPG,497-16111-5-ND,STGIB10CH60TS-L,STMicroelectronics,"SLLIMM(TM) - 2ND SERIES IPM, 3-P",99,0,"12.84000","0","1","SLLIMM™","Active","IGBT","3 Phase Inverter","15A","600V","1500Vrms","26-PowerDIP Module (1.134"", 28.80mm)"
https://www.onsemi.com/pub/Collateral/FNB41560B2-D.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/FNB41560B2.jpg,FNB41560B2-ND,FNB41560B2,ON Semiconductor,MODULE SPM ADV 600V 15A SPM26,36,0,"13.86000","0","1","Motion SPM® 45","Not For New Designs","IGBT","3 Phase","15A","600V","2000Vrms","26-PowerDIP Module (1.024"", 26.00mm)"
https://www.onsemi.com/pub/Collateral/FNC42060F2-D.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/FNB41060.JPG,FNC42060F-ND,FNC42060F,ON Semiconductor,MODULE SPM 600V 20A SPMAA-A26,72,7488,"15.75000","0","1","Motion SPM® 45","Active","IGBT","3 Phase","20A","600V","2000Vrms","26-PowerDIP Module (1.024"", 26.00mm)"
https://www.onsemi.com/pub/Collateral/FSBB15CH60C-D.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/SPM27CC.jpg,FSBB15CH60C-ND,FSBB15CH60C,ON Semiconductor,MODULE SPM 600V 15A SPMCC,87,0,"20.01000","0","1","Motion SPM® 3","Active","IGBT","3 Phase","15A","600V","2500Vrms","27-PowerDIP Module (1.205"", 30.60mm)"
https://www.onsemi.com/pub/Collateral/FNB35060T-D.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/27-DIP%20Module.jpg,FNB35060T-ND,FNB35060T,ON Semiconductor,POWER DRVR MOD 600V 50A 27DIP,40,20400,"36.62000","0","1","Motion SPM® 3","Active","IGBT","3 Phase Inverter","50A","600V","2500Vrms","27-PowerDIP Module (1.205"", 30.60mm)"
https://www.onsemi.com/pub/Collateral/FSBB20CH120D-D.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/27-DIP%20Module.jpg,FSBB20CH120D-ND,FSBB20CH120D,ON Semiconductor,IPM 1.2KV 20A 27-POWERDIP,83,0,"43.23000","0","1","Motion SPM® 3","Active","IGBT","3 Phase Inverter","20A","1.2kV","2500Vrms","27-PowerDIP Module (1.205"", 30.60mm)"
https://www.onsemi.com/pub/Collateral/FNA23512A-D.PDF,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/FNA21012A.JPG,FNA23512A-ND,FNA23512A,ON Semiconductor,MOD SPM 1200V 35A INVERTER,24,0,"74.67000","0","1","Motion SPM® 2","Active","IGBT","3 Phase","35A","1.2kV","2500Vrms","34-PowerDIP Module (1.480"", 37.60mm)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/22/bc/10/03/64/dd/47/e0/DM00103391.pdf/files/DM00103391.pdf/jcr:content/translations/en.DM00103391.pdf,//media.digikey.com/Photos/STMicro%20Photos/STGIPN3H60T-H.JPG,497-15126-5-ND,STGIPN3H60T-H,STMicroelectronics,MOD IGBT SLLIMM NANO 26-NDIP,40,0,"7.85000","0","1","SLLIMM™","Active","IGBT","3 Phase","3A","600V","1000Vrms","26-PowerDIP Module (0.846"", 21.48mm)"
https://www.rohm.com/datasheet/BM63363S-VC/bm63363s-va_bm63363s-vc-e,//media.digikey.com/Photos/Rohm%20Photos/BM63363S-VC-%28top%29.jpg,BM63363S-VC-ND,BM63363S-VC,Rohm Semiconductor,IC IPM 600V IGBT SW 25HSDIP,50,0,"17.60000","0","1","-","Active","IGBT","3 Phase Inverter","10A","600V","1500Vrms","25-PowerDIP Module (1.327"", 33.70mm)"
https://www.rohm.com/datasheet/BM63363S-VC/bm63363s-va_bm63363s-vc-e,//media.digikey.com/Photos/Rohm%20Photos/BM63363S-VA-%28top%29.jpg,BM63363S-VA-ND,BM63363S-VA,Rohm Semiconductor,IC IPM 600V IGBT SW 25HSDIP,39,0,"17.60000","0","1","-","Active","IGBT","3 Phase Inverter","10A","600V","1500Vrms","25-PowerDIP Module (1.134"", 28.80mm)"
https://www.rohm.com/datasheet/BM63763S-VA/bm63763s-va_bm63763s-vc-e,//media.digikey.com/Photos/Rohm%20Photos/BM63363S-VA-%28top%29.jpg,BM63763S-VA-ND,BM63763S-VA,Rohm Semiconductor,IC IPM 600V IGBT SW 25HSDIP,28,0,"17.60000","0","1","-","Active","IGBT","3 Phase Inverter","10A","600V","1500Vrms","25-PowerDIP Module (1.134"", 28.80mm)"
https://www.rohm.com/datasheet/BM63763S-VA/bm63763s-va_bm63763s-vc-e,//media.digikey.com/Photos/Rohm%20Photos/BM63363S-VA-%28top%29.jpg,BM63763S-VC-ND,BM63763S-VC,Rohm Semiconductor,IC IPM 600V IGBT SW 25HSDIP,37,0,"19.46000","0","1","-","Active","IGBT","3 Phase Inverter","10A","600V","1500Vrms","25-PowerDIP Module (1.327"", 33.70mm)"
https://www.rohm.com/datasheet/BM63764S-VA/bm63764s-va_bm63764s-vc-e,//media.digikey.com/Photos/Rohm%20Photos/BM63764S-VC-%28top%29.jpg,BM63764S-VC-ND,BM63764S-VC,Rohm Semiconductor,IC IPM 600V IGBT SW 25HSDIP,26,0,"19.67000","0","1","-","Active","IGBT","3 Phase Inverter","15A","600V","1500Vrms","25-PowerDIP Module (1.327"", 33.70mm)"
https://www.rohm.com/datasheet/BM63364S-VC/bm63364s-va_bm63364s-vc-e,//media.digikey.com/Photos/Rohm%20Photos/BM63364S-VC-%28top%29.jpg,BM63364S-VC-ND,BM63364S-VC,Rohm Semiconductor,IC IPM 600V IGBT SW 25HSDIP,55,0,"20.33000","0","1","-","Active","IGBT","3 Phase Inverter","15A","600V","1500Vrms","25-PowerDIP Module (1.327"", 33.70mm)"
https://www.rohm.com/datasheet/BM63364S-VC/bm63364s-va_bm63364s-vc-e,//media.digikey.com/Photos/Rohm%20Photos/BM63363S-VA-%28top%29.jpg,BM63364S-VA-ND,BM63364S-VA,Rohm Semiconductor,IC IPM 600V IGBT SW 25HSDIP,34,0,"20.33000","0","1","-","Active","IGBT","3 Phase Inverter","15A","600V","1500Vrms","25-PowerDIP Module (1.134"", 28.80mm)"
http://www.mitsubishielectric.com/semiconductors/files/manuals/super_mini_dipipm_ver5_e.pdf,//media.digikey.com/Photos/Powerex%20Inc%20Photos/PS219B4-AS.jpg,835-1136-ND,PS219B4-AS,Powerex Inc.,MOD DIPIPM 15A 600V SUPER MINI,13,0,"29.44000","0","1","Intellimod™","Active","IGBT","3 Phase Inverter","15A","600V","1500Vrms","25-PowerDIP Module (1.311"", 33.30mm)"
https://www.mitsubishielectric-mesh.com/products/pdf/ps21964-4_e.pdf,//media.digikey.com/photos/Powerex%20Inc%20Photos/PS21964-4.JPG,835-1042-ND,PS21964-4,Powerex Inc.,MOD IPM 600V 15A SUPERMINIDIP,10,0,"32.16000","0","1","Intellimod™","Active","IGBT","3 Phase","15A","600V","1500VDC","25-PowerDIP Module (1.134"", 28.80mm)"
https://www.mitsubishielectric-mesh.com/products/pdf/ps21965-4_e.pdf,//media.digikey.com/photos/Powerex%20Inc%20Photos/PS21965-4.JPG,835-1043-ND,PS21965-4,Powerex Inc.,MOD IPM 600V 20A SUPERMINIDIP,14,0,"39.36000","0","1","Intellimod™","Active","IGBT","3 Phase","20A","600V","1500VDC","25-PowerDIP Module (1.134"", 28.80mm)"
https://www.genesicsemi.com/sic_junction_transistors/GA20SICP12-263.pdf,//media.digikey.com/Photos/GeneSiC%20Semiconductor/MFG_GA20SICP12-263.jpg,1242-1194-ND,GA20SICP12-263,GeneSiC Semiconductor,SIC CO-PACK SJT/RECT 20A 1.2KV,90,0,"53.97000","0","1","-","Active","-","-","20A","1.2kV","-","TO-263-3, D²Pak (7 Leads + Tab), TO-263CA"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STIPQ3M60T-Hx_June2017.pdf,-,497-17574-ND,STIPQ3M60T-HL,STMicroelectronics,POWER TRANSISTORS,46,0,"7.85000","0","1","SLLIMM™","Active","MOSFET","3 Phase Inverter","80mA","600V","1500Vrms","26-PowerDIP Module (0.573"", 14.50mm)"
