Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Applications","Particle Size","Flow Rate","Pressure Range","Inlet/Outlet Size","Height","Diameter","Operating Temperature"
https://multimedia.3m.com/mws/media/493983O/zeta-plustm-h-series-depth-filter.pdf,-,3M157720-ND,Z2UA12PB205U,3M,ZETA PLUS U SERIES FILTER CARTRI,133,0,"145.37000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/499383O/df-series-filter-systems.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_DFG010EE2R.JPG,3M157734-ND,DFG010EE2R,3M,DF SERIES FILTER CARTRIDGE 16 PE,300,0,"23.50000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/910407O/3m-740-series-filter-cartdidges.pdf,//media.digikey.com/photos/3M%20Photos/MFG_740B40PP005D1_View1.jpg,3M162798-ND,740B40PP005D1,3M,740 SERIES FILTER CARTRIDGE 740B,2,0,"425.86000","0","1","740","Active","Filter Cartridge","Industrial","5µm (Nominal)","80GPM (303LPM)","35 PSI ~ 50 PSI","-","40.00"" (1016.00mm)","6.500"" (165.10mm)","71°C - Max"
https://multimedia.3m.com/mws/media/591423O/zeta-plus-single-use-depth-filtration-product-portfolio-pdf.pdf,-,3M157749-ND,Z2UB12PD205UW,3M,ZETA PLUS UW SERIES FILTER CARTR,26,0,"162.82000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0010PPS1C-ND,NB0010PPS1C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"2.45860","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0025PPS1C-ND,NB0025PPS1C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"2.45860","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0050PPS1C-ND,NB0050PPS1C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"2.45860","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0005PPS1C-ND,NB0005PPS1C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"2.57400","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0100PPS1C-ND,NB0100PPS1C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"2.57400","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0200PPS1C-ND,NB0200PPS1C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"2.57400","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0010PPS1R-ND,NB0010PPS1R,3M,NB SERIES FILTER BAG NOMINALLY R,0,0,"2.61520","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0050PPS1R-ND,NB0050PPS1R,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"2.75560","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0025PPS1R-ND,NB0025PPS1R,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"2.90400","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0005EES1R-ND,NB0005EES1R,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"3.36600","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0005PPS2C-ND,NB0005PPS2C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"3.48980","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0005PPS2R-ND,NB0005PPS2R,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"3.48980","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0010PPS2C-ND,NB0010PPS2C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"3.48980","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0010PPS2R-ND,NB0010PPS2R,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"3.48980","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0025PPS2C-ND,NB0025PPS2C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"3.48980","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0025PPS2R-ND,NB0025PPS2R,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"3.48980","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0050PPS2C-ND,NB0050PPS2C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"3.48980","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0050PPS2R-ND,NB0050PPS2R,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"3.48980","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0100EES1R-ND,NB0100EES1R,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"3.48980","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0010EES1C-ND,NB0010EES1C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"3.53920","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0010EES1R-ND,NB0010EES1R,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"3.53920","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0025EES1C-ND,NB0025EES1C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"3.53920","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0050EES1C-ND,NB0050EES1C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"3.53920","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0100PPS2C-ND,NB0100PPS2C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"3.56400","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0025EES2R-ND,NB0025EES2R,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"3.64660","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0100EES1C-ND,NB0100EES1C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"3.67120","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0005PPS1R-ND,NB0005PPS1R,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"3.69600","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0001PPS1C-ND,NB0001PPS1C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"3.71260","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0200PPS2C-ND,NB0200PPS2C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"3.75380","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0100PPS2R-ND,NB0100PPS2R,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"4.26520","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0005EES2C-ND,NB0005EES2C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"4.39720","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0005EES2R-ND,NB0005EES2R,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"4.39720","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0010EES2C-ND,NB0010EES2C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"4.39720","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0010EES2R-ND,NB0010EES2R,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"4.39720","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0025EES2C-ND,NB0025EES2C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"4.39720","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0050EES2C-ND,NB0050EES2C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"4.39720","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0050EES2R-ND,NB0050EES2R,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"4.47160","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0100EES2R-ND,NB0100EES2R,3M,NB SERIES FILTER BAG NOMINALLY R,0,0,"4.57060","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0100EES2C-ND,NB0100EES2C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"4.57060","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0001PPS2C-ND,NB0001PPS2C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"4.62820","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0200EES2C-ND,NB0200EES2C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"4.88400","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0001EES2C-ND,NB0001EES2C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"5.50280","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0001FES1C-ND,NB0001FES1C,3M,NB SERIES FILTER BAG NOMINALLY R,0,0,"5.69260","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0400NYS1R-ND,NB0400NYS1R,3M,SERIES NB FILTER BAG 25 PER CASE,0,0,"6.52580","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0150NYS1R-ND,NB0150NYS1R,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"6.52580","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0200NYS1R-ND,NB0200NYS1R,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"6.83100","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0250NYS1R-ND,NB0250NYS1R,3M,SERIES NB FILTER BAG 25 PER CASE,0,0,"7.11920","0","25","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0800NYS1R-ND,NB0800NYS1R,3M,SERIES NB FILTER BAG 25 PER CASE,0,0,"7.11920","0","25","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0100NYS1R-ND,NB0100NYS1R,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"7.53220","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0001FES2C-ND,NB0001FES2C,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"8.43160","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0600NYS2R-ND,NB0600NYS2R,3M,SERIES NB FILTER BAG 25 PER CASE,0,0,"8.70380","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0150NYS2R-ND,NB0150NYS2R,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"8.70380","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0200NYS2R-ND,NB0200NYS2R,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"8.70380","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB1200NYS2R-ND,NB1200NYS2R,3M,SERIES NB FILTER BAG 25 PER CASE,0,0,"8.95520","0","25","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0250NYS2R-ND,NB0250NYS2R,3M,SERIES NB FILTER BAG 25 PER CASE,0,0,"9.49520","0","25","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0400NYS2R-ND,NB0400NYS2R,3M,SERIES NB FILTER BAG 25 PER CASE,0,0,"9.49520","0","25","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0800NYS2R-ND,NB0800NYS2R,3M,SERIES NB FILTER BAG 25 PER CASE,0,0,"9.49520","0","25","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NB0050NYS1R-ND,NB0050NYS1R,3M,SERIES NB FILTER BAG 50 PER CASE,0,0,"10.05680","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,5620605-ND,5620605,3M,THE 3M AQUA-PURE WHOLE H,0,0,"11.05833","0","36","*","Active","-","-","-","-","-","-","-","-","-"
-,-,5620406-ND,5620406,3M,THE AQUA-PURE PLASTIC WHOLE,0,0,"11.27611","0","36","*","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG005PP1C-ND,DFG005PP1C,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"15.48889","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG005PP1R-ND,DFG005PP1R,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"15.48889","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG010PP1C-ND,DFG010PP1C,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"15.48889","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG010PP1R-ND,DFG010PP1R,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"15.48889","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG025PP1C-ND,DFG025PP1C,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"15.48889","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG025PP1R-ND,DFG025PP1R,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"15.48889","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG050PP1C-ND,DFG050PP1C,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"15.48889","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG050PP1R-ND,DFG050PP1R,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"15.48889","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG100PP1C-ND,DFG100PP1C,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"15.48889","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG100PP1R-ND,DFG100PP1R,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"15.48889","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG010EP1R-ND,DFG010EP1R,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"15.84000","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG050EP1R-ND,DFG050EP1R,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"15.84000","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PT09M600G2NN-ND,PT09M600G2NN,3M,BETAPURE PT SERIES FILTER CARTRI,0,0,"16.05580","0","100","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG100EP1R-ND,DFG100EP1R,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"17.63111","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG001EP1C-ND,DFG001EP1C,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"17.82000","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG010EE1C-ND,DFG010EE1C,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"17.82000","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG025EE1C-ND,DFG025EE1C,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"17.82000","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG005PP2C-ND,DFG005PP2C,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"18.06313","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG005PP2R-ND,DFG005PP2R,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"18.06313","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG010PP2C-ND,DFG010PP2C,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"18.06313","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG010PP2R-ND,DFG010PP2R,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"18.06313","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG025PP2C-ND,DFG025PP2C,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"18.06313","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG025PP2R-ND,DFG025PP2R,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"18.06313","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG050PP2C-ND,DFG050PP2C,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"18.06313","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG050PP2R-ND,DFG050PP2R,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"18.06313","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG100PP2C-ND,DFG100PP2C,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"18.06313","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG100PP2R-ND,DFG100PP2R,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"18.06313","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG001PP1C-ND,DFG001PP1C,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"18.09889","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG001PP1R-ND,DFG001PP1R,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"18.09889","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG010EP2C-ND,DFG010EP2C,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"18.81000","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG005EE1R-ND,DFG005EE1R,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"19.83611","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG010EE1R-ND,DFG010EE1R,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"19.83611","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG025EE1R-ND,DFG025EE1R,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"19.83611","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG050EE1C-ND,DFG050EE1C,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"19.83611","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG050EE1R-ND,DFG050EE1R,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"19.83611","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG100EE1C-ND,DFG100EE1C,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"19.83611","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG100EE1R-ND,DFG100EE1R,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"19.83611","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG200EE1C-ND,DFG200EE1C,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"19.83611","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG200EE1R-ND,DFG200EE1R,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"19.83611","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG001EE1C-ND,DFG001EE1C,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"20.79000","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG005EP2R-ND,DFG005EP2R,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"20.94313","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG010EP2R-ND,DFG010EP2R,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"20.94313","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG025EP2R-ND,DFG025EP2R,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"20.94313","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,5617202-ND,5617202,3M,WE MANUFACTURE THE 3M AQUA-PURE,0,0,"21.03800","0","10","*","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG005EE2C-ND,DFG005EE2C,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"22.03188","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG005EE2R-ND,DFG005EE2R,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"22.03188","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG010EE2C-ND,DFG010EE2C,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"22.03188","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG025EE2C-ND,DFG025EE2C,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"22.03188","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG025EE2R-ND,DFG025EE2R,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"22.03188","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG050EE2C-ND,DFG050EE2C,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"22.03188","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG050EE2R-ND,DFG050EE2R,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"22.03188","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG100EE2C-ND,DFG100EE2C,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"22.03188","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG100EE2R-ND,DFG100EE2R,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"22.03188","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG200EE2C-ND,DFG200EE2C,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"22.03188","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG200EE2R-ND,DFG200EE2R,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"22.03188","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,5620603-ND,5620603,3M,OUR 3M AQUA-PURE WHOLE H,0,0,"22.29467","0","15","*","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG001PP2C-ND,DFG001PP2C,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"22.35625","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG001PP2R-ND,DFG001PP2R,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"22.35625","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG001EE1R-ND,DFG001EE1R,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"22.36778","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,5620405-ND,5620405,3M,OUR 3M AQUA-PURE WHOLE H,0,0,"22.84933","0","15","*","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG001EP2R-ND,DFG001EP2R,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"24.57750","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,5620601-ND,5620601,3M,THE 3M AQUA-PURE WHOLE H,0,0,"26.09200","0","5","*","Active","-","-","-","-","-","-","-","-","-"
-,-,PT20M200G2NN-ND,PT20M200G2NN,3M,BETAPURE PT SERIES FILTER CARTRI,0,0,"26.70000","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,5620404-ND,5620404,3M,THE 3M AQUA-PURE WHOLE H,0,0,"26.93200","0","5","*","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG001EE2C-ND,DFG001EE2C,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"27.38750","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG001EE2R-ND,DFG001EE2R,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"27.38750","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG001FE1C-ND,DFG001FE1C,3M,DF SERIES FILTER CARTRIDGE 18 PE,0,0,"28.69278","0","18","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PT20M200G2NG-ND,PT20M200G2NG,3M,BETAPURE PK SERIES FILTER CARTRI,0,0,"29.02500","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG005FE2C-ND,DFG005FE2C,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"29.40313","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG005FE2R-ND,DFG005FE2R,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"29.40313","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,5599401-ND,5599401,3M,3M AQUA-PURE WHOLE HOUSE,0,0,"30.11000","0","4","*","Active","-","-","-","-","-","-","-","-","-"
-,-,PT19M100G2NN-ND,PT19M100G2NN,3M,BETAPURE PT SERIES FILTER CARTRI,0,0,"30.18760","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PT20M100G2NG-ND,PT20M100G2NG,3M,BETAPURE PK SERIES FILTER CARTRI,0,0,"30.18760","0","50","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG001FE2C-ND,DFG001FE2C,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"32.06000","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,DFG001FE2R-ND,DFG001FE2R,3M,DF SERIES FILTER CARTRIDGE 16 PE,0,0,"32.06000","0","16","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NT10T050S0NG-ND,NT10T050S0NG,3M,NT-T SERIES FILTER CARTRIDGE,0,0,"32.22000","0","30","Betapure™ NT-T","Active","Filter Cartridge","Industrial","5µm (Absolute)","-","50 PSI","-","10.000"" (254.00mm)","2.500"" (63.50mm)","82°C - Max"
-,-,5551312-ND,5551312,3M,OUR 3M AQUA-PURE IN-LINE,0,0,"32.58083","0","12","*","Active","-","-","-","-","-","-","-","-","-"
-,-,AP431-ND,AP431,3M,THE 3M AQUA-PURE WHOLE H,0,0,"34.24400","0","10","*","Active","-","-","-","-","-","-","-","-","-"
-,-,5618904-ND,5618904,3M,THE 3M AQUA-PURE WHOLE H,0,0,"34.33250","0","4","*","Active","-","-","-","-","-","-","-","-","-"
-,-,APS11706-ND,APS11706,3M,THE 3M AQUA-PURE WHOLE H,0,0,"34.90750","0","24","*","Active","-","-","-","-","-","-","-","-","-"
-,-,5618902-ND,5618902,3M,THE 3M AQUA-PURE WHOLE H,0,0,"35.49000","0","4","*","Active","-","-","-","-","-","-","-","-","-"
-,-,NT10T050S0BA-ND,NT10T050S0BA,3M,BETAPURE NT-T SERIES FILTER CART,0,0,"39.33800","0","30","Betapure™ NT-T","Active","Filter Cartridge","Industrial","5µm (Absolute)","-","50 PSI","-","10.000"" (254.00mm)","2.500"" (63.50mm)","82°C - Max"
-,-,NT10T050S1FA-ND,NT10T050S1FA,3M,BETAPURE NT-T SERIES FILTER CART,0,0,"39.66000","0","30","Betapure™ NT-T","Active","Filter Cartridge","Industrial","5µm (Absolute)","-","50 PSI","-","10.000"" (254.00mm)","2.500"" (63.50mm)","82°C - Max"
-,-,1GPK1G78C8-ND,1GPK1G78C8,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"39.95333","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,1GPK1G78L8-ND,1GPK1G78L8,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"40.20833","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,1GPK1RTC16G-ND,1GPK1RTC16G,3M,CUNO CTG-KLEAN SYSTEM WITH MICRO,0,0,"40.45833","0","6","-","Active","-","-","-","-","-","-","-","-","-"
