Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Applications","Particle Size","Flow Rate","Pressure Range","Inlet/Outlet Size","Height","Diameter","Operating Temperature"
-,-,XL30PP002B1A-ND,XL30PP002B1A,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"131.87333","0","15","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL30PP010F0C-ND,XL30PP010F0C,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"133.34133","0","15","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL40PP005C0A-ND,XL40PP005C0A,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"133.37300","0","10","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL40PP005RA-ND,XL40PP005RA,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"133.37300","0","10","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NTP005C02BA01-ND,NTP005C02BA01,3M,BETAPURE NT-P SERIES FILTER CAPS,0,0,"134.71000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NTP010C02BA01-ND,NTP010C02BA01,3M,BETAPURE NT-P SERIES FILTER CAPS,0,0,"134.71000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NTP050C02AA01-ND,NTP050C02AA01,3M,BETAPURE NT-P SERIES FILTER CAPS,0,0,"134.71000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NTP050C02BA01-ND,NTP050C02BA01,3M,BETAPURE NT-P SERIES FILTER CAPS,0,0,"134.71000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NTP050C02AB01-ND,NTP050C02AB01,3M,NT-P SERIES FILTER CAPSULE,0,0,"134.71000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
-,-,XL40PP100F0A-ND,XL40PP100F0A,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"134.82400","0","10","-","Active","-","-","-","-","-","-","-","-","-"
-,-,5528901-ND,5528901,3M,THE 3M AQUA-PURE UNDER S,0,0,"136.17000","0","4","*","Active","-","-","-","-","-","-","-","-","-"
-,-,Z8UE12PD205UW-ND,Z8UE12PD205UW,3M,ZETA PLUS UW SERIES FILTER CARTR,0,0,"136.62933","0","15","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PPG020C02CB01-ND,PPG020C02CB01,3M,BETAFINE PPG SERIES FILTER CAPSU,0,0,"137.66000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PPG060C02DB01-ND,PPG060C02DB01,3M,BETAFINE PPG SERIES FILTER CAPSU,0,0,"137.66000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PPG10CC02CC01-ND,PPG10CC02CC01,3M,BETAFINE PPG SERIES FILTER CAPSU,0,0,"137.66000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PPG120C02CB01-ND,PPG120C02CB01,3M,BETAFINE PPG SERIES FILTER CAPSU,0,0,"137.66000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PPG120C02CC01-ND,PPG120C02CC01,3M,BETAFINE PPG SERIES FILTER CAPSU,0,0,"137.66000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PPG250C02DB01-ND,PPG250C02DB01,3M,BETAFINE PPG SERIES FILTER CAPSU,0,0,"137.66000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PPG500C02CC01-ND,PPG500C02CC01,3M,BETAFINE PPG SERIES FILTER CAPSU,0,0,"137.66000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PPG500C02DB01-ND,PPG500C02DB01,3M,BETAFINE PPG SERIES FILTER CAPSU,0,0,"137.66000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
https://multimedia.3m.com/mws/media/493983O/zeta-plustm-h-series-depth-filter.pdf,-,Z2UA12PD205U-ND,Z2UA12PD205U,3M,ZETA PLUS U SERIES FILTER CARTRI,0,0,"138.09500","0","2","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL40PP050F0A-ND,XL40PP050F0A,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"138.50200","0","10","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL30PP002B0K-ND,XL30PP002B0K,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"139.24333","0","15","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL30PP002F0K-ND,XL30PP002F0K,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"139.24333","0","15","-","Active","-","-","-","-","-","-","-","-","-"
-,-,5585704-ND,5585704,3M,THE 3M AQUA-PURE AP802 W,0,0,"141.25000","0","2","*","Active","-","-","-","-","-","-","-","-","-"
-,-,5609223-ND,5609223,3M,THE 3M AQUA-PURE UNDER S,0,0,"141.28000","0","4","*","Active","-","-","-","-","-","-","-","-","-"
-,-,XL40PP005C0C-ND,XL40PP005C0C,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"142.92800","0","10","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL40PP002F0A-ND,XL40PP002F0A,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"143.66200","0","10","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451091460C-ND,4510914 60C,3M,ZETA PLUS C SERIES FILTER CARTRI,0,0,"144.11867","0","15","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451091105S-ND,4510911 05S,3M,ZETA PLUS S SERIES FILTER CARTRI,0,0,"144.11867","0","15","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451091110S-ND,4510911 10S,3M,ZETA PLUS S SERIES FILTER CARTRI,0,0,"144.11867","0","15","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451091130S-ND,4510911 30S,3M,ZETA PLUS S SERIES FILTER CARTRI,0,0,"144.11867","0","15","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451091160S-ND,4510911 60S,3M,ZETA PLUS S SERIES FILTER CARTRI,0,0,"144.11867","0","15","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451091430S-ND,4510914 30S,3M,ZETA PLUS S SERIES FILTER CARTRI,0,0,"144.11867","0","15","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451091450S-ND,4510914 50S,3M,ZETA PLUS S SERIES FILTER CARTRI,0,0,"144.11867","0","15","-","Active","-","-","-","-","-","-","-","-","-"
-,-,3GPK3G78V8-ND,3GPK3G78V8,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"144.84833","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,5608401-ND,5608401,3M,THE 3M AQUA-PURE UNDER S,0,0,"151.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
-,-,PPG020C01AA01-ND,PPG020C01AA01,3M,BETAFINE PPG SERIES FILTER CAPSU,0,0,"152.62000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PPG020C01BA01-ND,PPG020C01BA01,3M,BETAFINE PPG SERIES FILTER CAPSU,0,0,"152.62000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PPG120C01AA01-ND,PPG120C01AA01,3M,BETAFINE PPG SERIES FILTER CAPSU,0,0,"152.62000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PPG250C01AA01-ND,PPG250C01AA01,3M,BETAFINE PPG SERIES FILTER CAPSU,0,0,"152.62000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PPG500C01AA01-ND,PPG500C01AA01,3M,BETAFINE PPG SERIES FILTER CAPSU,0,0,"152.62000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PBG020B01FA-ND,PBG020B01FA,3M,BETAFINE PBG SERIES FILTER CARTR,0,0,"152.95333","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PBG500B01JA-ND,PBG500B01JA,3M,BETAFINE PBG SERIES FILTER CARTR,0,0,"152.95333","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,3GPK1NTT010-ND,3GPK1NTT010,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"153.25500","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451091110SP-ND,4510911 10SP,3M,ZETA PLUS SP SERIES FILTER CARTR,0,0,"154.95000","0","15","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451091190SP-ND,4510911 90SP,3M,ZETA PLUS SP SERIES FILTER CARTR,0,0,"154.95000","0","15","-","Active","-","-","-","-","-","-","-","-","-"
-,-,XL40PP002B0K-ND,XL40PP002B0K,3M,BETAFINE XL SERIES FILTER CARTRI,0,0,"156.92600","0","10","-","Active","-","-","-","-","-","-","-","-","-"
-,-,5617931-ND,5617931,3M,THE 3M AQUA-PURE UNDER S,0,0,"157.91000","0","6","*","Active","-","-","-","-","-","-","-","-","-"
-,-,Z2UB12PB205UW-ND,Z2UB12PB205UW,3M,ZETA PLUS UW SERIES FILTER CARTR,0,0,"159.60000","0","2","-","Active","-","-","-","-","-","-","-","-","-"
https://multimedia.3m.com/mws/media/493983O/zeta-plustm-h-series-depth-filter.pdf,-,Z2UA12PD210U-ND,Z2UA12PD210U,3M,ZETA PLUS U SERIES FILTER CARTRI,0,0,"159.91000","0","2","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PBG060B01BK-ND,PBG060B01BK,3M,BETAFINE PBG SERIES FILTER CARTR,0,0,"163.91167","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PBG120B01DA-ND,PBG120B01DA,3M,BETAFINE PBG SERIES FILTER CARTR,0,0,"163.91167","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PBG500B01BK-ND,PBG500B01BK,3M,BETAFINE PBG SERIES FILTER CARTR,0,0,"163.91167","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,6223201-ND,6223201,3M,"AQUA-PURE ACCESSORIES, HEAD A",0,0,"164.16000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
-,-,5592209-ND,5592209,3M,THE 3M AQUA-PURE UNDER S,0,0,"165.78000","0","4","*","Active","-","-","-","-","-","-","-","-","-"
-,-,Z8FA4NPA230SP-ND,Z8FA4NPA230SP,3M,ZETA PLUS SP SERIES FILTER CARTR,0,0,"167.96000","0","2","-","Active","-","-","-","-","-","-","-","-","-"
-,-,5530008-ND,5530008,3M,THE AQUA-PURE PLASTIC WHOLE,0,0,"168.63500","0","2","*","Active","-","-","-","-","-","-","-","-","-"
-,-,1GPK2XL09002-ND,1GPK2XL09002,3M,CUNO CTG-KLEAN SYSTEM WITH BETAF,0,0,"169.21833","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,5621001-ND,5621001,3M,OUR 3M AQUA-PURE WHOLE H,0,0,"169.71000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
-,-,Z2UD21PD105U2W-ND,Z2UD21PD105U2W,3M,ZETA PLUS U SERIES FILTER CARTRI,0,0,"172.90000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,4524401A10C-ND,4524401A10C,3M,ZETA PLUS C SERIES FILTER CARTRI,0,0,"173.15500","0","2","-","Active","-","-","-","-","-","-","-","-","-"
-,-,3GPK2NTT200-ND,3GPK2NTT200,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"173.89667","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,3GPK2NTT300-ND,3GPK2NTT300,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"173.89667","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,Z2UC21PH105U2-ND,Z2UC21PH105U2,3M,ZETA PLUS U SERIES FILTER CARTRI,0,0,"174.45000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,Z2UB12PD210UW-ND,Z2UB12PD210UW,3M,ZETA PLUS UW SERIES FILTER CARTR,0,0,"176.89000","0","2","-","Active","-","-","-","-","-","-","-","-","-"
-,-,3GPK2NTT100-ND,3GPK2NTT100,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"178.97667","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,3GPK2AUZ11100-ND,3GPK2AUZ11100,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"186.64167","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,3GPK2AU09E-ND,3GPK2AU09E,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"188.43167","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,3GPK2AU09G-ND,3GPK2AU09G,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"188.43167","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,3GPK2AU09L-ND,3GPK2AU09L,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"188.43167","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,3GPK2AU09Q-ND,3GPK2AU09Q,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"188.43167","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,3GPK2AU09V-ND,3GPK2AU09V,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"188.43167","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,3GPK2AU09W-ND,3GPK2AU09W,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"188.43167","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,Z2UD22PD205U2W-ND,Z2UD22PD205U2W,3M,ZETA PLUS UW SERIES FILTER CARTR,0,0,"188.98000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,3GPK2AU09B-ND,3GPK2AU09B,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"189.51667","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,3GPK2AU09C-ND,3GPK2AU09C,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"189.51667","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PPG020C02AA01-ND,PPG020C02AA01,3M,BETAFINE PPG SERIES FILTER CAPSU,0,0,"190.78000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PPG020C02AB01-ND,PPG020C02AB01,3M,BETAFINE PPG SERIES FILTER CAPSU,0,0,"190.78000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PPG060C02BA01-ND,PPG060C02BA01,3M,BETAFINE PPG SERIES FILTER CAPSU,0,0,"190.78000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PPG120C02AA01-ND,PPG120C02AA01,3M,BETAFINE PPG SERIES FILTER CAPSU,0,0,"190.78000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PPG120C02BA01-ND,PPG120C02BA01,3M,BETAFINE PEG SERIES FILTER CAPSU,0,0,"190.78000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,3GPK2NTT050-ND,3GPK2NTT050,3M,CUNO CTG-KLEAN SYSTEM WITH BETAP,0,0,"191.78667","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451670110SP-ND,4516701 10SP,3M,ZETA PLUS SP SERIES FILTER CARTR,0,0,"193.17625","0","8","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451670130SP-ND,4516701 30SP,3M,ZETA PLUS SP SERIES FILTER CARTR,0,0,"193.17625","0","8","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451670150SP-ND,4516701 50SP,3M,ZETA PLUS SP SERIES FILTER CARTR,0,0,"193.17625","0","8","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451670160SP-ND,4516701 60SP,3M,ZETA PLUS SP SERIES FILTER CARTR,0,0,"193.17625","0","8","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451670190SP-ND,4516701 90SP,3M,ZETA PLUS SP SERIES FILTER CARTR,0,0,"193.17625","0","8","-","Active","-","-","-","-","-","-","-","-","-"
-,-,3GPK2AUZ13050-ND,3GPK2AUZ13050,3M,CUNO CTG-KLEAN SYSTEM WITH BETAP,0,0,"194.15667","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,3GPK2NTT020-ND,3GPK2NTT020,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"195.64167","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,3GPK3AU09L-ND,3GPK3AU09L,3M,CTG-KLEAN SYSTEM AU SERIES 90 MI,0,0,"197.52833","0","6","*","Active","-","-","-","-","-","-","-","-","-"
-,-,3GPK2AUZ13030-ND,3GPK2AUZ13030,3M,CUNO CTG-KLEAN SYSTEM FILTER PAC,0,0,"198.07167","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451161230H-ND,4511612 30H,3M,ZETA PLUS H SERIES FILTER CARTRI,0,0,"199.23500","0","2","-","Active","-","-","-","-","-","-","-","-","-"
-,-,4523701A30H-ND,4523701A30H,3M,ZETA PLUS H SERIES FILTER CARTRI,0,0,"199.23500","0","2","-","Active","-","-","-","-","-","-","-","-","-"
-,-,4523701A60H-ND,4523701A60H,3M,ZETA PLUS H SERIES FILTER CARTRI,0,0,"199.23500","0","2","-","Active","-","-","-","-","-","-","-","-","-"
-,-,4523701C30H-ND,4523701C30H,3M,ZETA PLUS H SERIES FILTER CARTRI,0,0,"199.23500","0","2","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PEG120B01BB-ND,PEG120B01BB,3M,BETAFINE PEG SERIES FILTER CARTR,0,0,"199.50000","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PEG120B01ED-ND,PEG120B01ED,3M,BETAFINE PEG SERIES FILTER CARTR,0,0,"199.50000","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PEG250B01FK-ND,PEG250B01FK,3M,BETAFINE PEG SERIES FILTER CARTR,0,0,"199.50000","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PEG500B01ED-ND,PEG500B01ED,3M,BETAFINE PEG SERIES FILTER CARTR,0,0,"199.50000","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PEG500B01FK-ND,PEG500B01FK,3M,BETAFINE PEG SERIES FILTER CARTR,0,0,"199.50000","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451670460SP-ND,4516704 60SP,3M,ZETA PLUS SP SERIES FILTER CARTR,0,0,"199.95000","0","8","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451670460ZB-ND,4516704 60ZB,3M,ZETA PLUS ZB SERIES FILTER CARTR,0,0,"199.95000","0","2","Zeta Plus™ ZB","Active","Filter Cartridge","Industrial","0.5µm (Nominal)","-","35 PSI","-","-","8.000"" (203.20mm)","82°C - Max"
-,-,5621006-ND,5621006,3M,WE MANUFACTURE THE 3M AQUA-P,0,0,"200.90000","0","1","Aqua-Pure™","Active","Filter Cartridge","Residential","5µm (Nominal)","-","25 PSI ~ 125 PSI","1"" NPT","25.063"" (636.59mm)","4.488"" (114.00mm)","4°C ~ 38°C"
-,-,451091190LA-ND,4510911 90LA,3M,ZETA PLUS LA SERIES FILTER CARTR,0,0,"207.48400","0","15","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451091160SP-ND,4510911 60SP,3M,ZETA PLUS SP SERIES FILTER CARTR,0,0,"207.48400","0","15","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451091260SP-ND,4510912 60SP,3M,ZETA PLUS SP SERIES FILTER CARTR,0,0,"207.48400","0","15","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PPG060B01DA-ND,PPG060B01DA,3M,BETAFINE PPG SERIES FILTER CARTR,0,0,"209.23500","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PPG060B01EA-ND,PPG060B01EA,3M,BETAFINE PPG SERIES FILTER CARTR,0,0,"209.23500","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PPG500B01DA-ND,PPG500B01DA,3M,BETAFINE PPG SERIES FILTER CARTR,0,0,"209.23500","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PEG10CB01FK-ND,PEG10CB01FK,3M,BETAFINE PEG SERIES FILTER CARTR,0,0,"213.79000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PEG020B01FA-ND,PEG020B01FA,3M,BETAFINE PEG SERIES FILTER CARTR,0,0,"213.79500","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PEG020B01FK-ND,PEG020B01FK,3M,BETAFINE PEG SERIES FILTER CARTR,0,0,"213.79500","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PEG060B01FK-ND,PEG060B01FK,3M,BETAFINE PEG SERIES FILTER CARTR,0,0,"213.79500","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,PEG10CB01CC-ND,PEG10CB01CC,3M,BETAFINE PEG SERIES FILTER CARTR,0,0,"213.79500","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451092230LA-ND,4510922 30LA,3M,ZETA PLUS LA SERIES FILTER CARTR,0,0,"214.74200","0","15","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451092230SP-ND,4510922 30SP,3M,ZETA PLUS SP SERIES FILTER CARTR,0,0,"214.74200","0","15","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451092260SP-ND,4510922 60SP,3M,ZETA PLUS SP SERIES FILTER CARTR,0,0,"214.74200","0","15","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451092290SP-ND,4510922 90SP,3M,ZETA PLUS SP SERIES FILTER CARTR,0,0,"214.74200","0","15","-","Active","-","-","-","-","-","-","-","-","-"
-,-,451092230ZB-ND,4510922 30ZB,3M,ZETA PLUS ZB SERIES FILTER CARTR,0,0,"214.74200","0","15","Zeta Plus™ ZB","Active","Filter Cartridge","Industrial","1µm (Nominal)","-","35 PSI","-","-","8.000"" (203.20mm)","82°C - Max"
-,-,4523701A10H-ND,4523701A10H,3M,ZETA PLUS H SERIES FILTER CARTRI,0,0,"217.77500","0","2","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NT30P005Z1BA-ND,NT30P005Z1BA,3M,NT-P SERIES FILTER CARTRIDGE,0,0,"222.34917","0","12","*","Active","-","-","-","-","-","-","-","-","-"
-,-,Z8FC2NPK240Q-ND,Z8FC2NPK240Q,3M,ZETA PLUS 40Q SERIES FILTER CART,0,0,"223.44000","0","2","-","Active","-","-","-","-","-","-","-","-","-"
-,-,Z2UG12PB205U-ND,Z2UG12PB205U,3M,ZETA PLUS U SERIES FILTER CARTRI,0,0,"225.33000","0","2","-","Active","-","-","-","-","-","-","-","-","-"
-,-,Z8FA2NPK240Q-ND,Z8FA2NPK240Q,3M,ZETA PLUS 40Q SERIES FITLER CART,0,0,"226.09750","0","8","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NT30P030Z1CA-ND,NT30P030Z1CA,3M,BETAPURE NT-P SERIES FILTER CART,0,0,"228.56833","0","6","*","Active","-","-","-","-","-","-","-","-","-"
-,-,NT30P020Z2BA-ND,NT30P020Z2BA,3M,BETAFINE PEG SERIES FILTER CARTR,0,0,"236.58000","0","6","-","Active","-","-","-","-","-","-","-","-","-"
-,-,NT30P005Z2BA-ND,NT30P005Z2BA,3M,NT-P SERIES FILTER CARTRIDGE,0,0,"236.58000","0","6","*","Active","-","-","-","-","-","-","-","-","-"
-,-,NT30P030Z0BA-ND,NT30P030Z0BA,3M,NT-P SERIES FILTER CARTRIDGE,0,0,"236.58000","0","6","*","Active","-","-","-","-","-","-","-","-","-"
-,-,NT30P010Z1BA-ND,NT30P010Z1BA,3M,NT-P SERIES FILTER CARTRIDGE,0,0,"236.58000","0","6","*","Active","-","-","-","-","-","-","-","-","-"
-,-,NT30P010Z2BA-ND,NT30P010Z2BA,3M,NT-P SERIES FILTER CARTRIDGE,0,0,"236.58000","0","6","*","Active","-","-","-","-","-","-","-","-","-"
-,-,NT30P050Z0BA-ND,NT30P050Z0BA,3M,NT-P SERIES FILTER CARTRIDGE,0,0,"236.58000","0","6","*","Active","-","-","-","-","-","-","-","-","-"
-,-,NT30P030Z2BA-ND,NT30P030Z2BA,3M,NT-P SERIES FILTER CARTRIDGE,0,0,"236.58000","0","6","*","Active","-","-","-","-","-","-","-","-","-"
