Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Number of Stacks","Lamp Type","Light Color","Function","Voltage - Supply","Features","Termination Style","Ingress Protection","Operating Temperature"
https://www.mspindy.com/Specifications/JT028-RY-CDL.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_2StackRYDirect.jpg,JT028-RY-CDL-ND,JT028-RY-CDL,Mallory Sonalert Products Inc.,COMPLETE UNIT RD/YL LED 2 STACK,0,0,"155.26000","0","1","JT Stack Light","Active","Complete Unit","2","LED","Red, Yellow","Steady Lighting, Multiple Tone","24VAC/DC","Alarm","Wire Leads","NEMA 12","-25°C ~ 60°C"
https://www.mspindy.com/Specifications/JT028-YG-CDL.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_2StackYGDirect.jpg,JT028-YG-CDL-ND,JT028-YG-CDL,Mallory Sonalert Products Inc.,COMPLETE UNIT GRN/YLW LED 2STACK,0,0,"155.26000","0","1","JT Stack Light","Active","Complete Unit","2","LED","Green, Yellow","Steady Lighting, Multiple Tone","24VAC/DC","Alarm","Wire Leads","NEMA 12","-25°C ~ 60°C"
-,-,5.05525.1450000-ND,5.05525.1450000,RAFI USA,EXTENSION BAR 400MM,0,0,"166.50000","0","1","Tilted Diamond+","Active","Tube","-","-","-","-","-","-","-","-","-"
https://www.mspindy.com/Specifications/JT120-RG-CS.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_2StackRGPole.jpg,458-1519-ND,JT120-RG-CS,Mallory Sonalert Products Inc.,COMPLETE UNIT GRN/RD LED 2 STACK,0,0,"166.80000","0","1","JT Stack Light","Active","Complete Unit","2","LED","Green, Red","Steady","120VAC","-","Wire Leads","NEMA 3R, 4X, 12","-25°C ~ 60°C"
https://www.mspindy.com/Specifications/JT120-RY-CS.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_2StackRYPole.jpg,458-1521-ND,JT120-RY-CS,Mallory Sonalert Products Inc.,COMPLETE UNIT RD/YLW LED 2 STACK,0,0,"166.80000","0","1","JT Stack Light","Active","Complete Unit","2","LED","Red, Yellow","Steady","120VAC","-","Wire Leads","NEMA 3R, 4X, 12","-25°C ~ 60°C"
https://www.mspindy.com/Specifications/JT120-YG-CS.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_2StackYGPole.jpg,458-1523-ND,JT120-YG-CS,Mallory Sonalert Products Inc.,COMPLETE UNIT GRN/YLW LED 2STACK,0,0,"166.80000","0","1","JT Stack Light","Active","Complete Unit","2","LED","Green, Yellow","Steady","120VAC","-","Wire Leads","NEMA 3R, 4X, 12","-25°C ~ 60°C"
https://www.mspindy.com/Specifications/JT120-R-CDL.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_1StackRDirect.jpg,JT120-R-CDL-ND,JT120-R-CDL,Mallory Sonalert Products Inc.,COMPLETE UNIT RED LED STEADY,0,0,"171.00000","0","1","JT Stack Light","Active","Complete Unit","1","LED","Red","Steady Lighting, Multiple Tone","120VAC","Alarm","Wire Leads","NEMA 3R, 4X, 12","-25°C ~ 60°C"
https://www.mspindy.com/Specifications/JT028-YG-CSL.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_2StackYGPole.jpg,458-1515-ND,JT028-YG-CSL,Mallory Sonalert Products Inc.,COMPLETE UNIT GRN/YLW LED 2STACK,1,0,"176.24000","0","1","JT Stack Light","Active","Complete Unit","2","LED","Green, Yellow","Steady Lighting, Multiple Tone","24VAC/DC","Alarm","Wire Leads","NEMA 12","-25°C ~ 60°C"
https://www.mspindy.com/Specifications/JT120-RG-CDL.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_2StackRGDirect.jpg,458-1518-ND,JT120-RG-CDL,Mallory Sonalert Products Inc.,COMPLETE UNIT GRN/RD LED 2 STACK,0,0,"193.03000","0","1","JT Stack Light","Active","Complete Unit","2","LED","Green, Red","Steady Lighting, Multiple Tone","120VAC","Alarm","Wire Leads","NEMA 3R, 4X, 12","-25°C ~ 60°C"
https://www.mspindy.com/Specifications/JT120-RY-CDL.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_2StackRYDirect.jpg,JT120-RY-CDL-ND,JT120-RY-CDL,Mallory Sonalert Products Inc.,COMPLETE UNIT RD/YLW LED 2 STACK,0,0,"193.03000","0","1","JT Stack Light","Active","Complete Unit","2","LED","Red, Yellow","Steady Lighting, Multiple Tone","120VAC","Alarm","Wire Leads","NEMA 3R, 4X, 12","-25°C ~ 60°C"
https://www.mspindy.com/Specifications/JT120-YG-CDL.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_2StackYGDirect.jpg,JT120-YG-CDL-ND,JT120-YG-CDL,Mallory Sonalert Products Inc.,COMPLETE UNIT GRN/YLW LED 2STACK,0,0,"193.03000","0","1","JT Stack Light","Active","Complete Unit","2","LED","Green, Yellow","Steady Lighting, Multiple Tone","120VAC","Alarm","Wire Leads","NEMA 3R, 4X, 12","-25°C ~ 60°C"
https://www.mspindy.com/Specifications/JT120-RY-CSL.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_2StackRYPole.jpg,458-1520-ND,JT120-RY-CSL,Mallory Sonalert Products Inc.,COMPLETE UNIT RD/YLW LED 2 STACK,1,0,"214.01000","0","1","JT Stack Light","Active","Complete Unit","2","LED","Red, Yellow","Steady Lighting, Multiple Tone","120VAC","Alarm","Wire Leads","NEMA 3R, 4X, 12","-25°C ~ 60°C"
https://www.mspindy.com/Specifications/JT120-RG-CSL.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_2StackRGPole.jpg,458-1517-ND,JT120-RG-CSL,Mallory Sonalert Products Inc.,COMPLETE UNIT GRN/RD LED 2 STACK,0,0,"214.01000","0","1","JT Stack Light","Active","Complete Unit","2","LED","Green, Red","Steady Lighting, Multiple Tone","120VAC","Alarm","Wire Leads","NEMA 3R, 4X, 12","-25°C ~ 60°C"
https://www.mspindy.com/Specifications/JT120-YG-CSL.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_2StackYGPole.jpg,458-1522-ND,JT120-YG-CSL,Mallory Sonalert Products Inc.,COMPLETE UNIT GRN/YLW LED 2STACK,0,0,"214.01000","0","1","JT Stack Light","Active","Complete Unit","2","LED","Green, Yellow","Steady Lighting, Multiple Tone","120VAC","Alarm","Wire Leads","NEMA 3R, 4X, 12","-25°C ~ 60°C"
https://www.mspindy.com/Specifications/JT028-RYGBC-CSL.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/JT028-RYGBC-CS.jpg,458-1504-ND,JT028-RYGBC-CSL,Mallory Sonalert Products Inc.,COMPLETE UNIT B/G/R/W/Y 5STACK,1,0,"298.98000","0","1","JT Stack Light","Active","Complete Unit","5","LED","Blue, Green, Red, White, Yellow","Steady Lighting, Multiple Tone","24VAC/DC","Alarm","Wire Leads","NEMA 12","-25°C ~ 60°C"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2702090,-,2702090-ND,2702090,Phoenix Contact,OPTIC EMELENT MC LED PERMA,0,0,"362.00000","0","1","PSD-S","Active","Optical Element","1","LED","Blue, Green, Red, Turquoise, Violet, White, Yellow","Steady","24VDC","-","-","IP65 - Dust Tight, Water Resistant","-20°C ~ 50°C"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2993_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2993.jpg,1528-1616-ND,2993,Adafruit Industries LLC,LED PNL INDICATOR RD/GRN/YLW 12V,0,0,"27.50000","0","1","-","Active","Complete Unit","3","LED","Green, Red, Yellow","Buzzer, Continuous/Pulse Tone","12VDC","Alarm","Wire Leads","-","-"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/PBR_Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBR50EXT.jpg,HM1642-ND,PBR50EXT,Hammond Manufacturing,EXTENSION ADAPTER,0,0,"Obsolete","0","1","PBR","Obsolete","Extension Adapter","-","-","-","-","-","-","-","-","-25°C ~ 45°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700097.pdf,-,2700097-ND,2700097,Phoenix Contact,OPTIC ELEMENT GREEN STEADY,0,0,"Obsolete","0","1","PSD-S","Obsolete","Optical Element","1","Not Included","Green","Steady","12 ~ 240VAC/DC","-","-","IP65 - Dust Tight, Water Resistant","-20°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700098.pdf,-,2700098-ND,2700098,Phoenix Contact,OPTIC ELEMENT YELLOW STEADY,0,0,"Obsolete","0","1","PSD-S","Obsolete","Optical Element","1","Not Included","Yellow","Steady","12 ~ 240VAC/DC","-","-","IP65 - Dust Tight, Water Resistant","-20°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700099.pdf,-,2700099-ND,2700099,Phoenix Contact,OPTIC ELEMENT CLEAR STEADY,0,0,"Obsolete","0","1","PSD-S","Obsolete","Optical Element","1","Not Included","Clear","Steady","12 ~ 240VAC/DC","-","-","IP65 - Dust Tight, Water Resistant","-20°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700100.pdf,-,2700100-ND,2700100,Phoenix Contact,OPTIC ELEMENT BLUE STEADY,0,0,"Obsolete","0","1","PSD-S","Obsolete","Optical Element","1","Not Included","Blue","Steady","12 ~ 240VAC/DC","-","-","IP65 - Dust Tight, Water Resistant","-20°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700102.pdf,-,2700102-ND,2700102,Phoenix Contact,OPTIC ELEMENT GREEN XENON FLASH,0,0,"Obsolete","0","1","PSD-S","Obsolete","Optical Element","1","Xenon","Green","Flashing","24VDC","-","-","IP65 - Dust Tight, Water Resistant","-20°C ~ 50°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700103.pdf,-,2700103-ND,2700103,Phoenix Contact,OPTIC ELEMENT YELLOW XENON FLASH,0,0,"Obsolete","0","1","PSD-S","Obsolete","Optical Element","1","Xenon","Yellow","Flashing","24VDC","-","-","IP65 - Dust Tight, Water Resistant","-20°C ~ 50°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700105.pdf,-,2700105-ND,2700105,Phoenix Contact,OPTIC ELEMENT CLEAR XENON FLASH,0,0,"Obsolete","0","1","PSD-S","Obsolete","Optical Element","1","Xenon","Clear","Flashing","24VDC","-","-","IP65 - Dust Tight, Water Resistant","-20°C ~ 50°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700106.pdf,-,2700106-ND,2700106,Phoenix Contact,OPTIC ELEMENT BLUE XENON FLASH,0,0,"Obsolete","0","1","PSD-S","Obsolete","Optical Element","1","Xenon","Blue","Flashing","24VDC","-","-","IP65 - Dust Tight, Water Resistant","-20°C ~ 50°C"
