Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Number of Stacks","Lamp Type","Light Color","Function","Voltage - Supply","Features","Termination Style","Ingress Protection","Operating Temperature"
http://www.rafi.de/fileadmin/user_upload/Unternehmen/Downloadcenter/Flyer-und-Broschueren/PDFs_EN/RAFI_Brochure_Tilted_Diamond_plus_EN.pdf,//media.digikey.com/Photos/RAFI%20USA/5.05.525.142%5E0000.JPG,1715-1713-ND,5.05.525.142/0000,RAFI USA,MOUNTING BASE WITH SCREWS,4,0,"72.44000","0","1","Tilted Diamond+","Active","Mounting Base","-","-","-","-","-","-","-","-","-"
http://www.rafi.de/fileadmin/user_upload/Unternehmen/Downloadcenter/Flyer-und-Broschueren/PDFs_EN/RAFI_Brochure_Tilted_Diamond_plus_EN.pdf,//media.digikey.com/Photos/RAFI%20USA/1.69.010.002%5E1300.JPG,1715-1706-ND,1.69.010.002/1300,RAFI USA,OPTIC ELEMENT RED LED STEADY,3,0,"81.74000","0","1","Tilted Diamond+","Active","Optical Element","-","LED","Red","Steady","24VAC/DC","-","Spring Terminal","IP65 - Dust Tight, Water Resistant","-30°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700138_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700138.jpg,277-12044-ND,2700138,Phoenix Contact,ACOUSTIC ELEMENT SIREN,1,0,"120.00000","0","1","PSD-S","Active","Acoustic Element","1","-","-","Siren, Multiple Tone","24VAC/DC","Adjustable Volume","-","IP65 - Dust Tight, Water Resistant","-30°C ~ 50°C"
https://www.mspindy.com/Specifications/JT120-RYG-CS.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_3StackRYGPole.jpg,458-1498-ND,JT120-RYG-CS,Mallory Sonalert Products Inc.,COMPLETE UNIT GN/RD/YL 3 STACK,1,0,"182.54000","0","1","JT Stack Light","Active","Complete Unit","3","LED","Green, Red, Yellow","Steady","120VAC","-","Wire Leads","NEMA 3R, 4X, 12","-25°C ~ 60°C"
https://www.mspindy.com/Specifications/JT120-RYG-CSL.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_3StackRYGPole.jpg,458-1496-ND,JT120-RYG-CSL,Mallory Sonalert Products Inc.,COMPLETE UNIT GN/RD/YL 3 STACK,0,0,"229.74000","0","1","JT Stack Light","Active","Complete Unit","3","LED","Green, Red, Yellow","Steady Lighting, Multiple Tone","120VAC","Alarm","Wire Leads","NEMA 3R, 4X, 12","-25°C ~ 60°C"
https://www.mspindy.com/Specifications/JT028-RYGBC-CS.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/JT028-RYGBC-CS.jpg,458-1506-ND,JT028-RYGBC-CS,Mallory Sonalert Products Inc.,COMPLETE UNIT B/G/R/W/Y 5STACK,1,0,"251.77000","0","1","JT Stack Light","Active","Complete Unit","5","LED","Blue, Green, Red, White, Yellow","Steady","24VAC/DC","-","Wire Leads","NEMA 12","-25°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700154.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700154.jpg,277-12057-ND,2700154,Phoenix Contact,MOUNTING TUBE,4,1,"59.00000","0","1","PSD-S","Active","Tube","-","-","-","-","-","-","-","-","-20°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700150.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700150.jpg,277-12053-ND,2700150,Phoenix Contact,MOUNTING ADAPTER,2,0,"67.00000","0","1","PSD-S","Active","Mounting Adapter","-","-","-","-","-","-","-","-","-20°C ~ 60°C"
http://www.rafi.de/fileadmin/user_upload/Unternehmen/Downloadcenter/Flyer-und-Broschueren/PDFs_EN/RAFI_Brochure_Tilted_Diamond_plus_EN.pdf,//media.digikey.com/Photos/RAFI%20USA/1.69.010.002%5E1500.JPG,1715-1708-ND,1.69.010.002/1500,RAFI USA,OPTIC ELEMENT GREEN LED STEADY,4,0,"81.74000","0","1","Tilted Diamond+","Active","Optical Element","-","LED","Green","Steady","24VAC/DC","-","Spring Terminal","IP65 - Dust Tight, Water Resistant","-30°C ~ 60°C"
http://www.rafi.de/fileadmin/user_upload/Unternehmen/Downloadcenter/Flyer-und-Broschueren/PDFs_EN/RAFI_Brochure_Tilted_Diamond_plus_EN.pdf,//media.digikey.com/Photos/RAFI%20USA/1.69.010.002%5E1000.jpg,1715-1705-ND,1.69.010.002/1000,RAFI USA,OPTIC ELEMENT WHITE LED STEADY,2,0,"81.74000","0","1","Tilted Diamond+","Active","Optical Element","1","LED","White","Steady","24VAC/DC","-","Spring Terminal","IP65 - Dust Tight, Water Resistant","-30°C ~ 60°C"
https://www.mspindy.com/Specifications/JT120-R-CSL.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_1StackRPole.jpg,458-1491-ND,JT120-R-CSL,Mallory Sonalert Products Inc.,COMPLETE UNIT RED LED STEADY,1,0,"182.54000","0","1","JT Stack Light","Active","Complete Unit","1","LED","Red","Steady Lighting, Multiple Tone","120VAC","Alarm","Wire Leads","NEMA 3R, 4X, 12","-25°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/PBR_Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBR50BG.jpg,HM1632-ND,PBR50BG,Hammond Manufacturing,GASKET REPLACEMENT FOR IP65,5,11,"2.36000","0","1","PBR","Active","Gasket","-","-","-","-","-","-","-","IP65 - Dust Tight, Water Resistant","-25°C ~ 45°C"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/PBR_Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBR50BG.jpg,HM1648-ND,PBR50MG,Hammond Manufacturing,GASKET REPLACEMENT LT MOD+BASE,5,31,"2.36000","0","1","PBR","Active","Gasket","-","-","-","-","-","-","-","IP65 - Dust Tight, Water Resistant","-25°C ~ 45°C"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/PBR_Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBR50BG.jpg,HM1654-ND,PBR50TG,Hammond Manufacturing,GASKET REPLACEMENT FOR MNT TUBE,5,21,"2.36000","0","1","PBR","Active","Gasket","-","-","-","-","-","-","-","IP65 - Dust Tight, Water Resistant","-25°C ~ 45°C"
http://www.altechcorp.com/towerlights/TowerLights_IF-Series.pdf,//media.digikey.com/Photos/Altech-Corporation/IKAM06.JPG,1920-2056-ND,IKAM06,Altech Corporation,2OMM ALUMINUMP WITH BASE (USED W,9,248,"4.56000","0","1","-","Active","Mounting Base","-","-","-","-","-","Integrated Tube","-","IP65 - Dust Tight, Water Resistant","-5°C ~ 40°C"
http://www.altechcorp.com/towerlights/TowerLights_IF-Series.pdf,-,1920-2055-ND,IFAB01,Altech Corporation,PIPE ADAPTER,10,514,"5.74000","0","1","-","Active","Mounting Adapter","-","-","-","-","-","-","-","IP65 - Dust Tight, Water Resistant","-5°C ~ 40°C"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/PBR_Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBR50BG.jpg,HM1644-ND,PBR50L24,Hammond Manufacturing,BULB LIGHT 24VDC 7W,25,2,"7.02000","0","1","PBR","Active","Bulb","-","-","-","-","24VDC","-","-","-","-25°C ~ 45°C"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/PBR_Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBR50BG.jpg,HM1647-ND,PBR50LS,Hammond Manufacturing,BULB REMOVAL TOOL,10,3,"7.88000","0","1","PBR","Active","Bulb Removal Tool","-","-","-","-","-","-","-","-","-25°C ~ 45°C"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/PBR_Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBR50S100.jpg,HM1649-ND,PBR50S100,Hammond Manufacturing,TUBULAR STAND/PLINTH 88MM,1,3,"25.11000","0","1","PBR","Active","Mounting Base","-","-","-","-","-","Integrated Tube","-","-","-25°C ~ 45°C"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/PBR_Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBR50CLCL.jpg,HM1638-ND,PBR50CLCL,Hammond Manufacturing,OPTIC ELEMENT LED STEADY,3,4,"26.77000","0","1","PBR","Active","Optical Element","1","LED","-","Steady","230VAC, 24VDC","-","-","IP54 - Dust Protected, Water Resistant","-25°C ~ 45°C"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/PBR_Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBR50CLGR.jpg,HM1639-ND,PBR50CLGR,Hammond Manufacturing,OPTIC ELEMENT GREEN LED STEADY,0,0,"26.77000","0","1","PBR","Active","Optical Element","1","LED","Green","Steady","230VAC, 24VDC","-","-","IP54 - Dust Protected, Water Resistant","-25°C ~ 45°C"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/PBR_Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBR50CLYE.jpg,HM1641-ND,PBR50CLYE,Hammond Manufacturing,OPTIC ELEMENT YELLOW LED STEADY,0,0,"26.77000","0","1","PBR","Active","Optical Element","1","LED","Yellow","Steady","230VAC, 24VDC","-","-","IP54 - Dust Protected, Water Resistant","-25°C ~ 45°C"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/PBR_Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBR50BG.jpg,HM1650-ND,PBR50S250,Hammond Manufacturing,TUBULAR STAND/PLINTH 238MM,4,3,"29.28000","0","1","PBR","Active","Mounting Base","-","-","-","-","-","Integrated Tube","-","-","-25°C ~ 45°C"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/PBR_Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBR50T100.jpg,HM1651-ND,PBR50T100,Hammond Manufacturing,TUBULAR STAND/BRACKET 78MM,2,3,"32.63000","0","1","PBR","Active","Mounting Base","-","-","-","-","-","-","-","-","-25°C ~ 45°C"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/PBR_Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBR50BG.jpg,HM1652-ND,PBR50T250,Hammond Manufacturing,TUBULAR STAND/BRACKET 228MM,4,2,"35.14000","0","1","PBR","Active","Mounting Base","-","-","-","-","-","-","-","-","-25°C ~ 45°C"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/PBR_Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBR50BG.jpg,HM1653-ND,PBR50T400,Hammond Manufacturing,TUBULAR STAND/BRACKET 378MM,2,2,"48.59000","0","1","PBR","Active","Mounting Base","-","-","-","-","-","-","-","-","-25°C ~ 45°C"
http://www.altechcorp.com/towerlights/TowerLights_IF-Series.pdf,-,1920-2053-ND,IF5P024XM05-1,Altech Corporation,MULTI-COLOR LEDPLC APP 24V DC MU,4,88,"59.29000","0","1","-","Active","Optical Element","1","LED","Blue, Green, Red, White, Yellow","Flashing, Steady","24VDC","-","Wire Leads","IP65 - Dust Tight, Water Resistant","-5°C ~ 40°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700119_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700119.jpg,277-16700-ND,2700119,Phoenix Contact,OPTIC ELEMENT GREEN LED STEADY,3,28,"75.00000","0","1","PSD-S","Active","Optical Element","1","LED","Green","Steady","24VAC/DC","-","-","IP65 - Dust Tight, Water Resistant","-20°C ~ 50°C"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2700107,//media.digikey.com/Photos/Phoenix%20Photos/2700107.JPG,277-9242-ND,2700107,Phoenix Contact,OPTIC ELEMENT RED LED STEADY,2,74,"75.00000","0","1","PSD-S","Active","Optical Element","1","LED","Red","Steady","24VAC/DC","-","-","IP65 - Dust Tight, Water Resistant","-20°C ~ 50°C"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/PBR_Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBR50BLGR24V.jpg,HM1633-ND,PBR50BLGR24V,Hammond Manufacturing,OPTIC ELEMENT GREEN LED FLASHING,3,3,"80.16000","0","1","PBR","Active","Optical Element","1","LED","Green","Flashing","24VDC","-","-","IP54 - Dust Protected, Water Resistant","-25°C ~ 45°C"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/PBR_Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBR50BLYE24V.jpg,HM1635-ND,PBR50BLYE24V,Hammond Manufacturing,OPTIC ELEMENT YELLOW LED FLASH,2,3,"80.16000","0","1","PBR","Active","Optical Element","1","LED","Yellow","Flashing","24VDC","-","-","IP54 - Dust Protected, Water Resistant","-25°C ~ 45°C"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/PBR_Series.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBR50BLRE24V.jpg,HM1634-ND,PBR50BLRE24V,Hammond Manufacturing,OPTIC ELEMENT RED LED FLASHING,1,3,"80.16000","0","1","PBR","Active","Optical Element","1","LED","Red","Flashing","24VDC","-","-","IP54 - Dust Protected, Water Resistant","-25°C ~ 45°C"
-,-,TL12004-ND,TL12004,Altech Corporation,UPPER CAP FOR TOWER LIGHT,0,8,"3.15000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,1920-2189-ND,IKAM04,Altech Corporation,500MM ALUMINUMP WITH BASE (USED,24,196,"10.16000","0","1","-","Active","Mounting Base","-","-","-","-","-","Integrated Tube","-","IP65 - Dust Tight, Water Resistant","-5°C ~ 40°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700152.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700152.jpg,277-12055-ND,2700152,Phoenix Contact,MOUNTING TUBE,4,0,"17.00000","0","1","PSD-S","Active","Tube","-","-","-","-","-","-","-","-","-20°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700161.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700161.jpg,277-12063-ND,2700161,Phoenix Contact,TWO SIDED MOUNTING BRACKET,5,0,"23.00000","0","1","PSD-S","Active","Mounting Bracket","-","-","-","-","-","-","-","-","-20°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700157.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700154.jpg,277-12060-ND,2700157,Phoenix Contact,MOUNTING TUBE,4,0,"23.00000","0","1","PSD-S","Active","Tube","-","-","-","-","-","-","-","-","-20°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700143.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700143.jpg,277-12048-ND,2700143,Phoenix Contact,MOUNTING BRACKET BLACK,1,0,"25.00000","0","1","PSD-S","Active","Mounting Bracket","-","-","-","-","-","-","-","-","-20°C ~ 50°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700144.pdf,-,2700144-ND,2700144,Phoenix Contact,MOUNTING BRACKET BLACK,0,22,"25.00000","0","1","PSD-S","Active","Mounting Bracket","-","-","-","-","-","-","-","-","-20°C ~ 50°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700149.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700149.jpg,277-12052-ND,2700149,Phoenix Contact,MOUNTING BRACKET,5,0,"31.00000","0","1","PSD-S","Active","Mounting Bracket","-","-","-","-","-","-","-","-","-20°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700158.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700154.jpg,277-12061-ND,2700158,Phoenix Contact,MOUNTING TUBE,4,0,"32.00000","0","1","PSD-S","Active","Tube","-","-","-","-","-","-","-","-","-20°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700096.pdf,-,2700096-ND,2700096,Phoenix Contact,OPTIC ELEMENT RED STEADY,0,0,"38.76000","0","1","PSD-S","Active","Optical Element","1","Not Included","Red","Steady","12 ~ 240VAC/DC","-","-","IP65 - Dust Tight, Water Resistant","-20°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700164.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700164.jpg,277-12065-ND,2700164,Phoenix Contact,FOOT MOUNTING BASE FOR 25MM TUBE,3,0,"39.00000","0","1","PSD-S","Active","Mounting Base","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700092_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700092.jpg,277-12040-ND,2700092,Phoenix Contact,CONNECTION BASE WITH END COVER,2,122,"44.50000","0","1","PSD-S","Active","Connection Base with End Cover","-","-","-","-","-","-","Spring Terminal","IP65 - Dust Tight, Water Resistant","-30°C ~ 50°C"
-,-,IF5B024X05-1-ND,IF5B024X05-1,Altech Corporation,SINGLE COLOR LED 24V ACDC BLUE L,0,7,"56.32000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,IF5G024X05-1-ND,IF5G024X05-1,Altech Corporation,SINGLE COLOR LED 24V ACDC GRN LE,0,13,"56.32000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,IF5R024X05-1-ND,IF5R024X05-1,Altech Corporation,SINGLE COLOR LED 24V ACDC RED LE,0,15,"56.32000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,IF5W024X05-1-ND,IF5W024X05-1,Altech Corporation,SINGLE COLOR LED 24V ACDC WHITE,0,9,"56.32000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,IF5Y024X05-1-ND,IF5Y024X05-1,Altech Corporation,SINGLE COLOR LED 24V ACDC YEL LE,0,11,"56.32000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,IF5M024XM05-1-ND,IF5M024XM05-1,Altech Corporation,MULTI-COLOR LED 24V ACDC MULTI L,0,64,"59.29000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,IF5M110XM05-1-ND,IF5M110XM05-1,Altech Corporation,MULTI-COLOR LED 110V AC MULTI LE,0,63,"59.29000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,IF5M220XM05-1-ND,IF5M220XM05-1,Altech Corporation,MULTI-COLOR LED 230V AC MULTI LE,0,0,"59.29000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700155.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700155.jpg,277-12058-ND,2700155,Phoenix Contact,OUTLET BOX WITH MAGNETIC BASE,3,0,"64.00000","0","1","PSD-S","Active","Outlet Box","-","-","-","-","-","Magnetic Base","-","-","-30°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700151.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700151.jpg,277-12054-ND,2700151,Phoenix Contact,MOUNTING BASE FOLDING,5,0,"70.00000","0","1","PSD-S","Active","Mounting Base, Folding","-","-","-","-","-","-","-","IP65 - Dust Tight, Water Resistant","-20°C ~ 60°C"
-,-,IF5B024Z05-1-ND,IF5B024Z05-1,Altech Corporation,SINGLE COLOR LED 24V ACDC BLUE L,0,0,"70.16000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,IF5G024Z05-1-ND,IF5G024Z05-1,Altech Corporation,SINGLE COLOR LED 24V ACDC GRN LE,0,4,"70.16000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,IF5R024Z05-1-ND,IF5R024Z05-1,Altech Corporation,SINGLE COLOR LED 24V ACDC RED LE,0,44,"70.16000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,IF5R110Z05-1-ND,IF5R110Z05-1,Altech Corporation,SINGLE COLOR LED 110 ACDC RED LE,0,0,"70.16000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,IF5W024Z05-1-ND,IF5W024Z05-1,Altech Corporation,SINGLE COLOR LED 24V ACDC WHITE,0,20,"70.16000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,IF5Y024Z05-1-ND,IF5Y024Z05-1,Altech Corporation,SINGLE COLOR LED 24V ACDC YEL LE,0,0,"70.16000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,IF5M024ZM05-1-ND,IF5M024ZM05-1,Altech Corporation,MULTI-COLOR LED 24V ACDC MULTI L,0,228,"74.12000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,IF5M110ZM05-1-ND,IF5M110ZM05-1,Altech Corporation,MULTI-COLOR LED 110V ACDC BUZZER,0,136,"74.12000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,IF5M220ZM05-1-ND,IF5M220ZM05-1,Altech Corporation,MULTI-COLOR LED 230V AC MULTI LE,0,0,"74.12000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700136_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700136.jpg,277-12042-ND,2700136,Phoenix Contact,ACOUSTIC ELEMENT BUZZER 12-30V,0,19,"81.00000","0","1","PSD-S","Active","Acoustic Element","1","-","-","Buzzer, Continuous/Pulse Tone","24VAC/DC","-","-","IP65 - Dust Tight, Water Resistant","-30°C ~ 50°C"
-,-,IT120R024-ND,IT120R024,Altech Corporation,LED SIGNALING DEVICE 12-24 V ACD,0,19,"87.95000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,IT120Y024-ND,IT120Y024,Altech Corporation,LED SIGNALING DEVICE 12-24 V ACD,0,48,"87.95000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://www.mspindy.com/specifications/JT028-G-CS.pdf,-,JT028-G-CS-ND,JT028-G-CS,Mallory Sonalert Products Inc.,COMPLETE UNIT GREEN LED STACK,0,0,"105.62000","0","1","JT Stack Light","Active","Complete Unit","1","LED","Green","Steady","24VAC/DC","-","Wire Leads","NEMA 12","-25°C ~ 60°C"
https://www.mspindy.com/Specifications/JT028-RY-CD.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_2StackRYDirect.jpg,JT028-RY-CD-ND,JT028-RY-CD,Mallory Sonalert Products Inc.,COMPLETE UNIT RD/YL LED 2 STACK,0,0,"109.88000","0","1","JT Stack Light","Active","Complete Unit","2","LED","Red, Yellow","Steady","24VAC/DC","-","Wire Leads","NEMA 12","-25°C ~ 60°C"
https://www.mspindy.com/Specifications/JT028-YG-CD.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_2StackYGDirect.jpg,JT028-YG-CD-ND,JT028-YG-CD,Mallory Sonalert Products Inc.,COMPLETE UNIT GRN/YLW LED 2STACK,0,0,"109.88000","0","1","JT Stack Light","Active","Complete Unit","2","LED","Green, Yellow","Steady","24VAC/DC","-","Wire Leads","NEMA 12","-25°C ~ 60°C"
-,-,IT120R220-ND,IT120R220,Altech Corporation,LED SIGNALING DEVICE 110-220 V A,0,6,"113.65000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,IT120Y220-ND,IT120Y220,Altech Corporation,LED SIGNALING DEVICE 110-220 V A,0,0,"113.65000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://www.mspindy.com/Specifications/JT120-R-CD.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_1StackRDirect.jpg,JT120-R-CD-ND,JT120-R-CD,Mallory Sonalert Products Inc.,COMPLETE UNIT RED LED STEADY,0,0,"125.89000","0","1","JT Stack Light","Active","Complete Unit","1","LED","Red","Steady","120VAC","-","Wire Leads","NEMA 3R, 4X, 12","-25°C ~ 60°C"
https://www.mspindy.com/Specifications/JT028-RY-CS.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_2StackRYPole.jpg,458-1514-ND,JT028-RY-CS,Mallory Sonalert Products Inc.,COMPLETE UNIT RD/YLW LED 2 STACK,1,0,"128.02000","0","1","JT Stack Light","Active","Complete Unit","2","LED","Red, Yellow","Steady","24VAC/DC","-","Wire Leads","NEMA 12","-25°C ~ 60°C"
https://www.mspindy.com/Specifications/JT028-YG-CS.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_2StackYGPole.jpg,458-1516-ND,JT028-YG-CS,Mallory Sonalert Products Inc.,COMPLETE UNIT GRN/YLW LED 2STACK,0,0,"128.02000","0","1","JT Stack Light","Active","Complete Unit","2","LED","Green, Yellow","Steady","24VAC/DC","-","Wire Leads","NEMA 12","-25°C ~ 60°C"
-,-,5.05525.1430000-ND,5.05525.1430000,RAFI USA,EXTENSION 100MM,0,0,"130.50000","0","1","Tilted Diamond+","Active","Tube","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700101.pdf,-,2700101-ND,2700101,Phoenix Contact,OPTIC ELEMENT RED XENON FLASHING,0,0,"131.65000","0","1","PSD-S","Active","Optical Element","1","Xenon","Red","Flashing","24VDC","-","-","IP65 - Dust Tight, Water Resistant","-20°C ~ 50°C"
https://www.mspindy.com/Specifications/JT120-RG-CD.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_2StackRGDirect.jpg,JT120-RG-CD-ND,JT120-RG-CD,Mallory Sonalert Products Inc.,COMPLETE UNIT GRN/RD LED 2 STACK,0,0,"148.97000","0","1","JT Stack Light","Active","Complete Unit","2","LED","Green, Red","Steady","120VAC","-","Wire Leads","NEMA 3R, 4X, 12","-25°C ~ 60°C"
https://www.mspindy.com/Specifications/JT120-RY-CD.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_2StackRYDirect.jpg,JT120-RY-CD-ND,JT120-RY-CD,Mallory Sonalert Products Inc.,COMPLETE UNIT RD/YLW LED 2 STACK,0,0,"148.97000","0","1","JT Stack Light","Active","Complete Unit","2","LED","Red, Yellow","Steady","120VAC","-","Wire Leads","NEMA 3R, 4X, 12","-25°C ~ 60°C"
https://www.mspindy.com/Specifications/JT120-YG-CD.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_2StackYGDirect.jpg,JT120-YG-CD-ND,JT120-YG-CD,Mallory Sonalert Products Inc.,COMPLETE UNIT GRN/YLW LED 2STACK,0,0,"148.97000","0","1","JT Stack Light","Active","Complete Unit","2","LED","Green, Yellow","Steady","120VAC","-","Wire Leads","NEMA 3R, 4X, 12","-25°C ~ 60°C"
