Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Applications","Type","Cable Length","Reel Capacity","Cable Type","Cable Diameter","Voltage","Lamp Wattage","Current Rating (Amps)","Features","Approvals"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301120152_LIGHTING.pdf,-,1301120152-ND,1301120152,Molex,S-HOOK FOR STRINGLIGHT,0,0,"1.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301260010_PUSH_BUTTONS_TESTE.pdf,-,1301260010-ND,1301260010,Molex,BUTTON COVER LENS,0,0,"1.50000","0","1","Woodhead Watertite 130126","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,25994-ND,25994,Omron Automation and Safety,EXTRUSION RAIL SC-25 SCS,0,0,"1.51000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,26211-ND,26211,Omron Automation and Safety,SENSOR/BUMPER BLACK 30M ROLL,0,0,"1.51000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,26226-ND,26226,Omron Automation and Safety,"EXTRUSION, RAIL, MTG FOR SC-15-9",0,0,"1.51000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,26617-ND,26617,Omron Automation and Safety,SAFETY EDGE 8 X 8 MM,0,0,"1.51000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1302031075-ND,1302031075,Molex,FRICTION RING -.656,0,0,"1.82000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301340001-ND,1301340001,Molex,2 PR UTP STRANDED TINNED COPER,0,0,"1.88000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,26410-ND,26410,Omron Automation and Safety,SAFETY CONTACT STRIP SGE225,0,0,"1.91000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301950063-ND,1301950063,Molex,COLLAR - COPPER,0,0,"1.92000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301180019-ND,1301180019,Molex,5400 TOW ROPE (99999-3399),0,0,"2.62000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301850504-ND,1301850504,Molex,FRICTION RING FORM 3,0,0,"2.62000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1302110030-ND,1302110030,Molex,26-8 ETHERNET CABLE CAT5,0,0,"2.76000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301800416-ND,1301800416,Molex,3/8IN NPT GASKET SEAL-.687 I.D,0,0,"3.02000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1302110080-ND,1302110080,Molex,22-5 YEL BRAID CON MALLA PVC,0,0,"3.31000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1302110003-ND,1302110003,Molex,DROP CABLE 2TPR 22/24AWG,0,0,"4.05000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1302110004-ND,1302110004,Molex,DROP CABLE 2 PVC 4/22,0,0,"4.05000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1302110061-ND,1302110061,Molex,20-5 .50MM2 YELLOW PVC CORD,0,0,"4.26000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1302110008-ND,1302110008,Molex,TRUNK CABLE 2TPR CORD 15/18AWG,0,0,"4.43000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/987650-8055.pdf,-,1301120258-ND,1301120258,Molex,"REPLACEMENT GUARD FOR 5030, 20 P",0,0,"4.69200","0","20","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1302030570-ND,1302030570,Molex,CORD GRIP - GRAY 1/2"",0,0,"4.88000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1302030571-ND,1302030571,Molex,CORD GRIP - GRAY 1/2"",0,0,"4.88000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301150094-ND,1301150094,Molex,ASSEMBLY; HANGER BRKT C5,0,0,"5.29000","0","1","Aero-Bar 130115","Active","Standard","Hanger Bracket","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=41,-,1301120246-ND,1301120246,Molex,GUARD ONLY YELLOW POLYCARBONATE,0,0,"5.52000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1302030545-ND,1302030545,Molex,CORD GRIP-YELLOW 1/2"",0,0,"6.08000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301980143-ND,1301980143,Molex,TERMINAL BLOCK 2-POLE,0,0,"6.10000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1302030670-ND,1302030670,Molex,HANGING HOOK - FLUORESCENTS,0,0,"6.38000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1302110066-ND,1302110066,Molex,18-5 YELLOW TPE CORD AUTO,0,0,"6.80000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,26411-ND,26411,Omron Automation and Safety,ENDCAP SGE225 SERIES,0,0,"7.02000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us//1301250047_FESTOONS.pdf,-,1301250047-ND,1301250047,Molex,WIRE ROPE FESTOON WIRE,0,0,"7.24000","0","1","Aero-Motive 130125","Active","Light Duty","Cable","-","-","-","-","-","-","-","-","-"
-,-,1302030577-ND,1302030577,Molex,CORD GRIP - GRAY3/4"",0,0,"7.51000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1302030432-ND,1302030432,Molex,COMPRESSION NUT- YELLOW,0,0,"8.42000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,26415OM-ND,26415,Omron Automation and Safety,ENDCAP SGE245 SERIES,0,0,"8.43000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1302110007-ND,1302110007,Molex,TRUNK CABLE 2TPR CORD 15/18AWG,0,0,"8.66000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301220003-ND,1301220003,Molex,CLEVIS PIN 1/4X1.75 ZINC PLATE,0,0,"9.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,26212-ND,26212,Omron Automation and Safety,"ENDCAP SGE365 SERIES, BLACK",0,0,"9.83000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,26618-ND,26618,Omron Automation and Safety,"ENDCAP SGE88 SERIES,",0,0,"9.83000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301790617-ND,1301790617,Molex,COTTER PIN 1/16 x 1/2,0,0,"9.90000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301260205_PUSH_BUTTONS_TESTE.pdf,-,1301260205-ND,1301260205,Molex,GASKET KIT 2 BUTTON PB STATION,0,0,"10.12000","0","1","Woodhead Super-Safeway 130126","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1302030580-ND,1302030580,Molex,CORD GRIP - GRAY 1"",0,0,"11.16000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1302031175-ND,1302031175,Molex,COVERPLATE BLANK BLACK,0,0,"11.29000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301170049-ND,1301170049,Molex,VMI CAP END 5200 SERIES FEST,0,0,"11.53000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301180010-ND,1301180010,Molex,VMI CAP END 5400 SERIES FEST,0,0,"11.53000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1302110035-ND,1302110035,Molex,12-5 SO CORD,0,0,"11.58000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301260210_PUSH_BUTTONS_TESTE.pdf,-,1301260210-ND,1301260210,Molex,GASKET KIT 3 BUTTON PB STATION,0,0,"11.78000","0","1","Woodhead Super-Safeway 130126","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860250-ND,1301860250,Molex,2447 INSERT ASSY WHT,0,0,"11.84000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=45,-,1301520016-ND,1301520016,Molex,WATERTITE SOCKET W/4 1/2"" LEADS,0,0,"12.04500","0","10","Watertite","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301150089-ND,1301150089,Molex,JOINT CLAMP ASSY C5,0,0,"12.38000","0","1","Aero-Bar 130115","Active","Standard","Clamp","-","-","-","-","-","-","-","-","-"
-,-,1301860580-ND,1301860580,Molex,SCREWSHELL ASSY - RH BUTTON,0,0,"12.45000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301120122_LIGHTING.pdf,-,1301120122-ND,1301120122,Molex,GROUND CLIP FOR VAPROTEX,0,0,"12.61000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301260216_PUSH_BUTTONS_TESTE.pdf,-,1301260216-ND,1301260216,Molex,GASKET KIT 4 BUTTON PB STATION,0,0,"13.18000","0","1","Woodhead Super-Safeway 130126","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,26619-ND,26619,Omron Automation and Safety,SGE88 RESISTOR,0,0,"13.86000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301150090-ND,1301150090,Molex,JOINT CLAMP FIXED POINT C5,0,0,"13.93000","0","1","Aero-Bar 130115","Active","Standard","Clamp","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301120174_LIGHTING.pdf,-,1301120174-ND,1301120174,Molex,PLYCRBNT SHIELD 380&381GUARDS,0,0,"15.68000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301160005-ND,1301160005,Molex,HANGER BRACKET IGA#2400-4-A,0,0,"16.15000","0","1","Aero-Motive 130116","Last Time Buy","Light Duty","Track","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301260223_PUSH_BUTTONS_TESTE.pdf,-,1301260223-ND,1301260223,Molex,GASKET KIT 6 BUTTON PB STATION,0,0,"16.41000","0","1","Woodhead Super-Safeway 130126","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301260227_PUSH_BUTTONS_TESTE.pdf,-,1301260227-ND,1301260227,Molex,GASKET KIT 8 BUTTON PB STATION,0,0,"17.06000","0","1","Woodhead Super-Safeway 130126","Active","-","-","-","-","-","-","-","-","-","-","-"
https://html5.dcatalog.com/?docid=93bcf829-206c-44f0-8fd9-a83f0168ce20#page=81,-,04170.60.02-ND,04170.60.02,General Cable/Carol Brand,6'18/2 SPT-2 CLAMP 8.5IN SHADE,0,0,"17.10167","0","12","SPT","Active","Standard","Clamp Light","6.00' (1.83m)","-","18 AWG","-","125VAC","150 Watt","-","-","UL"
-,-,1301520003-ND,1301520003,Molex,600SC SOCKET,0,0,"17.81000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,43122-0090-ND,HDRW-ALUM-CVR,Omron Automation and Safety,KIT MAT TRIM HDW ALUM CVR,0,0,"18.30000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860973-ND,1301860973,Molex,T SLOT CONTACT ASSY 31544,0,0,"18.45000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301180018-ND,1301180018,Molex,TRACK NUT,0,0,"18.47000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301150227-ND,1301150227,Molex,HANGER SLIDING EPOXY COAT,0,0,"18.90000","0","1","Pow-R-Feed 130124","Active","Standard","Hanger Bracket","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=39,-,1301120160-ND,1301120160,Molex,GUARD COVER BOTTOM SNAP-ON,0,0,"19.33000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301160003-ND,1301160003,Molex,END STOP IGA#2309-2,0,0,"19.66000","0","1","Aero-Motive 130116","Active","Light Duty","Track","-","-","-","-","-","-","-","-","-"
-,-,1301970040-ND,1301970040,Molex,QC SOCKET CONTACT 10 AWG,0,0,"19.94000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301970041-ND,1301970041,Molex,QC SOCKET CONTACT 12 AWG,0,0,"19.94000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301260020-ND,1301260020,Molex,PENDANT WARNING TAG,0,0,"20.09000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://html5.dcatalog.com/?docid=93bcf829-206c-44f0-8fd9-a83f0168ce20#page=81,-,04127.60.01-ND,04127.60.01,General Cable/Carol Brand,8' 18/2 SJTW BROODER W/CLAMP,0,0,"20.37417","0","12","SJTW","Active","Standard","Heat Lamp","8.00' (2.44m)","-","18 AWG","-","125VAC","250 Watt","-","-","-"
-,-,42451-ND,42451,Molex,TROLLEY PLASTIC 88MM IGA 2332-5,0,0,"21.83000","0","1","-","Last Time Buy","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860492-ND,1301860492,Molex,PKG PARTS FOR 4006 ECT,0,0,"22.18000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,32591-0480-ND,32591-0480,Omron Automation and Safety,MAT TRIM PVC EXTRU JOINING 48"",0,0,"22.48000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,32591-1480-ND,32591-1480,Omron Automation and Safety,TRIM PVC EXTRU JOINING STRP 48"",0,0,"22.48000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860923-ND,1301860923,Molex,MALE INSERT ASSY - 2447,0,0,"22.61000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301260018-ND,1301260018,Molex,ENCL.TOP ASSY LARGE .812-1.00,0,0,"22.86000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301120025_LIGHTING.pdf,-,1301120025-ND,1301120025,Molex,REPLACEMENT O-RING FOR 1070-HZ,0,0,"23.31000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301260282_FESTOONS.pdf,-,1301260282-ND,1301260282,Molex,RD-CABLE SADDLE,0,0,"24.19000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,43122-ND,UMTHW,Omron Automation and Safety,"KIT, SAFETY MAT TRIM HARDWARE",0,0,"24.99000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,60691-ND,60691,Omron Automation and Safety,CONNECTOR FOR EDGE SENSORS,0,0,"25.13000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860237-ND,1301860237,Molex,WHITE INSERT ASSY - NEMA 5-15,0,0,"25.63000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Molex/1301440094.JPG,WM6186-ND,1301440094,Molex,WATERTITE SOCKET EXTENSION,0,0,"25.63600","0","5","Watertite 130144","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301160007-ND,1301160007,Molex,JOINT BRACKET IGA#2400-3,0,0,"26.21000","0","1","Aero-Motive 130116","Last Time Buy","Light Duty","Track","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301160017_FESTOONS.pdf,-,1301160017-ND,1301160017,Molex,FESTOON END CLAMP,0,0,"26.21000","0","1","Aero-Motive 130116","Active","Standard","Clamp","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=42,-,1301120156-ND,1301120156,Molex,METAL WIRE GUARD 1-1/2"" NECK,0,0,"26.78000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301260008_PUSH_BUTTONS_TESTE.pdf,-,1301260008-ND,1301260008,Molex,BTN COV.BLKHIGH AMBCHEM RES.,0,0,"26.84000","0","1","Woodhead Watertite 130126","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=45,-,1301520013-ND,1301520013,Molex,SOCKET 4 1/2"" LEAD W/O WATERTITE,0,0,"27.00000","0","1","Watertite","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,26225-0048-ND,26225-0048,Omron Automation and Safety,ALUM RAIL EXTRUSION 48"" LONG,0,0,"27.35000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860278-ND,1301860278,Molex,L7-15R INSERT ASSY,0,0,"28.10000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301160026-ND,1301160026,Molex,TRACK END STOP IGA#2502-2,0,0,"28.40000","0","1","Aero-Motive 130116","Active","Heavy Duty","End Stop","-","-","-","-","-","-","-","-","-"
-,-,1301160027-ND,1301160027,Molex,HANGER BRACKET IGA#2500-4,0,0,"28.40000","0","1","Aero-Motive 130116","Active","Heavy Duty","Hanger Bracket","-","-","-","-","-","-","-","-","-"
-,-,1301440073-ND,1301440073,Molex,WATERTITE LAMPHOLD W/4 1/2""LEAD,0,0,"28.55000","0","1","Watertite","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=39,-,1301120163-ND,1301120163,Molex,GUARD CONSTRUCTION 1-3/4 NECK,0,0,"28.73000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860239-ND,1301860239,Molex,5269 INSERT ASY W/O SCRWS WHT,0,0,"29.12000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/dwbt.PDF,-,1301170050-ND,1301170050,Molex,END STOP 5200 SERIES FESTOON,0,0,"30.60000","0","1","Aero-Motive 130117","Active","Medium Duty","End Stop","-","-","-","-","-","-","-","-","-"
-,-,1301170051-ND,1301170051,Molex,HANGER BKT ASSEM SML,0,0,"30.60000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/dwbt.PDF,-,1301180011-ND,1301180011,Molex,END STOP 5400 SERIES FESTOON,0,0,"30.60000","0","1","Aero-Motive 130118","Active","Heavy Duty","End Stop","-","-","-","-","-","-","-","-","-"
-,-,1302030562-ND,1302030562,Molex,3/4IN 90' CORD GRIP - GRY,0,0,"31.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301170052-ND,1301170052,Molex,JOINT BRKT KIT SML,0,0,"31.66000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301180013-ND,1301180013,Molex,HANGER BKT ASSEM LG,0,0,"31.66000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301160028-ND,1301160028,Molex,HANG CLIP IGA#2349-13-001,0,0,"31.72000","0","1","Aero-Motive 130116","Active","Heavy Duty","Hanger Bracket","-","-","-","-","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/dwbt.PDF,-,1301790058-ND,1301790058,Molex,SAFETY LOCK LEVER FOR BALANCERS,0,0,"33.05000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301150221-ND,1301150221,Molex,END CAP AERO BAR,0,0,"33.64000","0","1","Aero-Bar 130115","Active","Standard","End Cap","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=42,-,1301140017-ND,1301140017,Molex,METAL WIRE GUARD 1-1/2"" NECK,0,0,"33.66000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,25994-0010-ND,25994-0010,Omron Automation and Safety,"EXTRUSION, 1000 MM RAIL",0,0,"33.70000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1302030566-ND,1302030566,Molex,1-1/4IN 90' CORD GRIP-GRY,0,0,"34.20000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=45,-,1301520020-ND,1301520020,Molex,WATERTITE SOCKET W/3 1/2"" COVER,0,0,"34.47000","0","1","Watertite","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301120164_LIGHTING.pdf,-,1301120164-ND,1301120164,Molex,CNSTRCTION GD 1-3/4 NECK 6""X5INY,0,0,"34.49000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=39,-,1301120171-ND,1301120171,Molex,CLEAR POLY GUARD- LARGENECK,0,0,"34.70400","0","10","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301250009_FESTOONS.pdf,-,1301250009-ND,1301250009,Molex,FESTOON CAR,0,0,"34.78000","0","1","Aero-Motive 130125","Active","Light Duty","Intermediate Car","-","-","-","-","-","-","-","-","-"
-,-,1301860334-ND,1301860334,Molex,WATERTITE SOCKET,0,0,"35.41000","0","1","Watertite","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301180014-ND,1301180014,Molex,JOINT BKT ASSEM LG,0,0,"37.13000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301160030-ND,1301160030,Molex,JOINT BRACKET IGA#2500-3,0,0,"37.13000","0","1","Aero-Motive 130116","Active","Heavy Duty","Hanger Bracket","-","-","-","-","-","-","-","-","-"
-,-,1301160040-ND,1301160040,Molex,END CLAMP IGA#2500-2,0,0,"37.13000","0","1","Aero-Motive 130116","Active","Heavy Duty","Clamp","-","-","-","-","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/dwbt.PDF,-,1301790044-ND,1301790044,Molex,STAR WHEEL FOR 7FT TRAVEL,0,0,"37.57000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,25994-0012-ND,25994-0012,Omron Automation and Safety,"EXTRUSION, 1200 MM RAIL",0,0,"37.58000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301550030_WIRING_DEVICES.pdf,-,1301550030-ND,1301550030,Molex,PLUG COVER,0,0,"37.80000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301910031-ND,1301910031,Molex,LAMP BULB 75 WATT 12V GE75A21PRO,0,0,"38.32000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=39,-,1301120162-ND,1301120162,Molex,LIGHT GUARD 1-3/4"" NECK 7X5"" YEL,0,0,"38.48000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301120153_LIGHTING.pdf,-,1301120153-ND,1301120153,Molex,CNSTRCTION GD 1-1/2 NECK 7""X5INY,0,0,"38.77000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,26224-0100-ND,26224-0100,Omron Automation and Safety,ANGLE MTG SCA-25L 1M LENGTH,0,0,"38.88000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860757-ND,1301860757,Molex,B-SIZE WTRTIT CVER ASSY NOGASKET,0,0,"38.90000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=42,-,1301120169-ND,1301120169,Molex,CLEAR POLY GUARD- SMALLNECK,0,0,"39.04000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,25994-0601-ND,25994-0601,Omron Automation and Safety,"EXTRUSION, 283 MM RAIL",0,0,"39.15000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=39,-,1301120173-ND,1301120173,Molex,GUARD CLEAR POLY W/BOTTOM COVER,0,0,"39.55000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301260042-ND,1301260042,Molex,4023 W/3-MAINTAIN SWITCHES,0,0,"39.55000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1302010750-ND,1302010750,Molex,WIRE FRAME GUARD COVER,0,0,"39.56000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860276-ND,1301860276,Molex,L5-15R INSERT ASSY,0,0,"39.96000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860729-ND,1301860729,Molex,LMP SPPRT ASSY- BIAX 2250TWINTUB,0,0,"40.05000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860222-ND,1301860222,Molex,PLUG INSERT ASSY,0,0,"40.09000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301910073_LIGHTING.pdf,-,1301910073-ND,1301910073,Molex,LAMP GUARD TUBE 12IN,0,0,"40.25000","0","1","130191","Active","-","Lamp Guard","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=42,-,1301120172-ND,1301120172,Molex,GUARD CLEAR POLY W/BOTTOM COVER,0,0,"40.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=17,-,1301120079-ND,1301120079,Molex,GUARD 100W CLOSED-END NO/REFLECT,0,0,"40.97000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=17,-,1301120075-ND,1301120075,Molex,PLAIN SUPER PROTEX HANDLE,0,0,"42.91000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=17,-,1301120076-ND,1301120076,Molex,SWITCH SPR PROTEX HANDLE,0,0,"42.91000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301160033-ND,1301160033,Molex,BRACKET SUPPORT 1BEAM & 2BRACKET,0,0,"42.97000","0","1","Aero-Motive 130116","Active","Heavy Duty","Hanger Bracket","-","-","-","-","-","-","-","-","-"
-,-,1301860415-ND,1301860415,Molex,RCPT - 15A BRN 5252DWSUB-ASSY,0,0,"43.45000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
