Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Applications","Type","Cable Length","Reel Capacity","Cable Type","Cable Diameter","Voltage","Lamp Wattage","Current Rating (Amps)","Features","Approvals"
https://industrial.omron.us/en/media/UMA_datasheet_EN_201711_F323IE02_Final_tcm849-115576.pdf,-,Z8033-ND,UMA-48-36-1,Omron Automation and Safety,MAT SAFETY 48X36 M8 BLK,2,0,"788.22000","0","1","UMA","Active","Safety","Safety Mat","3.94"" (100.00mm)","-","22 AWG","-","-","-","-","-","CE, cULus"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=31,-,WM24722-ND,1301100035,Molex,PORTABLE WORKLIGHT 70W MH 10',2,0,"798.76000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/UMA_datasheet_EN_201711_F323IE02_Final_tcm849-115576.pdf,-,Z8019-ND,UMA-30-60-1,Omron Automation and Safety,MAT SAFETY 12X60 M8 BLK,2,0,"803.88000","0","1","UMA","Active","Safety","Safety Mat","3.94"" (100.00mm)","-","22 AWG","-","-","-","-","-","CE, cULus"
https://industrial.omron.us/en/media/UMA_datasheet_EN_201711_F323IE02_Final_tcm849-115576.pdf,-,Z8025-ND,UMA-36-54-1,Omron Automation and Safety,MAT SAFETY 36X54 M8 BLK,2,0,"840.42000","0","1","UMA","Active","Safety","Safety Mat","3.94"" (100.00mm)","-","22 AWG","-","-","-","-","-","CE, cULus"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/987650-8071.pdf,-,WM24731-ND,1301260204,Molex,STATION 2-BUTTON W/EMERGENCYSTOP,2,0,"863.06000","0","1","Woodhead Super-Safeway 130126","Active","-","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/UMA_datasheet_EN_201711_F323IE02_Final_tcm849-115576.pdf,-,Z8020-ND,UMA-30-72-1,Omron Automation and Safety,MAT SAFETY 12X60 M8 BLK,2,0,"887.40000","0","1","UMA","Active","Safety","Safety Mat","3.94"" (100.00mm)","-","22 AWG","-","-","-","-","-","CE, cULus"
https://industrial.omron.us/en/media/UMA_datasheet_EN_201711_F323IE02_Final_tcm849-115576.pdf,-,Z8029-ND,UMA-42-54-1,Omron Automation and Safety,MAT SAFETY 42X54 M8 BLK,2,0,"913.50000","0","1","UMA","Active","Safety","Safety Mat","3.94"" (100.00mm)","-","22 AWG","-","-","-","-","-","CE, cULus"
https://industrial.omron.us/en/media/UMA_datasheet_EN_201711_F323IE02_Final_tcm849-115576.pdf,-,Z8027-ND,UMA-36-72-1,Omron Automation and Safety,MAT SAFETY 36X72 M8 BLK,2,0,"986.58000","0","1","UMA","Active","Safety","Safety Mat","3.94"" (100.00mm)","-","22 AWG","-","-","-","-","-","CE, cULus"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/987650-8071.pdf,//media.digikey.com/photos/Molex/1301260212.jpg,WM24733-ND,1301260212,Molex,STATION 4-PUSHBUTTON SGL-SPEED,2,0,"995.65000","0","1","Woodhead Super-Safeway 130126","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301260189_PUSH_BUTTONS_TESTE.pdf,//media.digikey.com/Photos/Molex/1301260189.jpg,WM21986-ND,1301260189,Molex,5-PUSHBUTTON PENDANT (30MM),2,0,"999.34000","0","1","Woodhead Super-Safeway 130126","Active","-","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/UMA_datasheet_EN_201711_F323IE02_Final_tcm849-115576.pdf,-,Z8035-ND,UMA-48-60-1,Omron Automation and Safety,MAT SAFETY 48X60 M8 BLK,2,0,"1049.22000","0","1","UMA","Active","Safety","Safety Mat","3.94"" (100.00mm)","-","22 AWG","-","-","-","-","-","CE, cULus"
https://industrial.omron.us/en/media/UMA_datasheet_EN_201711_F323IE02_Final_tcm849-115576.pdf,-,Z8031-ND,UMA-42-72-1,Omron Automation and Safety,MAT SAFETY 42X72 M8 BLK,2,0,"1080.54000","0","1","UMA","Active","Safety","Safety Mat","3.94"" (100.00mm)","-","22 AWG","-","-","-","-","-","CE, cULus"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=9,-,WM24716-ND,1301040021,Molex,HANDLAMP 26W 120V HAZARD DUTY,2,0,"1084.63000","0","1","Haztex 130104","Active","Hazardous","Hand Lamp, Incandescent","Cable Not Included","-","-","-","120VAC","26 Watt","-","-","CSA, UL"
https://www.molex.com/pdm_docs/sd/1301110100_sd.pdf,-,WM21772-ND,1301110100,Molex,LED STRINGLIGHT 14W 100FT 10SK,2,0,"1106.09000","0","1","130111","Active","Wet Location","String Light","100.00' (30.48m)","-","12/3","-","125VAC","14 Watt","1.2A","10 Sockets","UL"
//media.digikey.com/pdf/Data%20Sheets/Molex%20PDFs/Electric%20Reel.pdf,-,WM24804-ND,1301710302,Molex,BALANCER 11.4-15.9KG 6.6',2,0,"1337.23000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Molex%20PDFs/Electric%20Reel.pdf,-,WM24086-ND,1301710309,Molex,BALANCER 20.5-27.3KG 4.9',2,0,"1337.23000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Molex%20PDFs/Electric%20Reel.pdf,-,WM24805-ND,1301710303,Molex,BALANCER 11.4-15.9KG 6.6',2,0,"1376.80000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Molex%20PDFs/Electric%20Reel.pdf,-,WM24806-ND,1301710306,Molex,BALANCER 15.9-20.5KG 6.6',2,0,"1376.80000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,WM21680-ND,1300830122,Molex,CORD REEL - INDUSTRIAL DUTY #AM0,2,0,"1462.19000","0","1","130083","Active","Industrial","Cable Reel","-","-","-","-","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/987650-8071.pdf,-,WM24734-ND,1301260218,Molex,STATION 6-PUSHBUTTON SGL-SPEED,2,0,"1492.27000","0","1","Woodhead Super-Safeway 130126","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301260195_PUSH_BUTTONS_TESTE.pdf,-,WM21987-ND,1301260195,Molex,9-PUSHBUTTON PENDANT (30MM),2,0,"1781.98000","0","1","Woodhead Super-Safeway 130126","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301720152_TOOL_SUPPORTS.pdf,//media.digikey.com/Photos/Molex/1301720152.jpg,WM21170-ND,1301720152,Molex,BALANCER AERO-MOTIVE,2,0,"1998.76000","0","1","Aero-Motive 130172","Active","Heavy Duty","Balancer Car","5.87' (1.79m)","-","-","0.125"" (3.18mm)","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/dwbt.PDF,//media.digikey.com/Photos/Molex/1301720199.jpg,WM6640-ND,1301720199,Molex,BALANCER 40-55LB/18-25KG - 7',2,0,"2044.15000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Omron%20Auto/70261-1440.jpg,70261-1440-ND,SGE-1510-0-1500A 05000C-05000C,Omron Automation and Safety,SGE1510-0-1500A-5000C-5000C,2,0,"234.90000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/UM_Series.pdf,//media.digikey.com/Photos/Omron%20Auto/UM5-SAFETY-MAT.jpg,Z3989-ND,UM5-2424,Omron Automation and Safety,UM5-2424 SAFETY MAT,3,0,"509.76000","0","1","UM5","Obsolete","Safety","Safety Mat","16.40' (5.00m)","-","18 AWG","-","-","-","-","-","CE, CSA, cULus, TUV"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/UM_Series.pdf,//media.digikey.com/Photos/Omron%20Auto/UM5-SAFETY-MAT.jpg,Z3990-ND,UM5-2460,Omron Automation and Safety,UM5-2460 SAFETY MAT,2,0,"746.46000","0","1","UM5","Obsolete","Safety","Safety Mat","16.40' (5.00m)","-","18 AWG","-","-","-","-","-","CE, CSA, cULus, TUV"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/UM_Series.pdf,//media.digikey.com/Photos/Omron%20Auto/UM5-SAFETY-MAT.jpg,Z3996-ND,UM5-4836,Omron Automation and Safety,UM5-4836 SAFETY MAT,3,0,"991.80000","0","1","UM5","Obsolete","Safety","Safety Mat","16.40' (5.00m)","-","18 AWG","-","-","-","-","-","CE, CSA, cULus, TUV"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=17,//media.digikey.com/photos/Molex/1301120108.JPG,WM12954-ND,1301120108,Molex,GUARD PAR 38 OPEN-END NO/REFLECT,1,0,"36.29000","0","1","Woodhead 130112","Active","Industrial","Lamp Guard","-","-","-","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1301730055_sd.pdf,//media.digikey.com/Photos/Molex/1301730074.jpg,WM5590-ND,1301730074,Molex,RETRACT W/RATCHET LOC 6-8LB 6.6',1,0,"159.44000","0","1","Aero-Motive 130173","Active","Light Duty","Retractor","6.56' (2.00m)","-","-","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1301730055_sd.pdf,//media.digikey.com/Photos/Molex/1301730069.jpg,WM9255-ND,1301730069,Molex,RETRACT W/RATCHET LOC 4-6LB 6.6',1,0,"181.63000","0","1","Aero-Motive 130173","Active","Light Duty","Retractor","6.56' (2.00m)","-","-","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1301700015_sd.pdf,//media.digikey.com/Photos/Molex/1301700015.JPG,WM6639-ND,1301700015,Molex,BALANCER ASSY 9-13LB 6.6',1,0,"218.43000","0","1","Aero-Motive 130170","Active","Light Duty","Balancer","6.56' (2.00m)","-","-","0.094"" (2.38mm)","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1301700015_sd.pdf,//media.digikey.com/Photos/Molex/1301700023.JPG,WM9256-ND,1301700023,Molex,BALANCER ASSY 6-9LB 6.6',1,0,"218.43000","0","1","Aero-Motive 130170","Active","Light Duty","Balancer","6.56' (2.00m)","-","-","0.094"" (2.38mm)","-","-","-","-","-"
-,-,WM24816-ND,1301910086,Molex,GLASS GLOBE 7 INCH SIZE,3,0,"60.86000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1300230001_sd.pdf,//media.digikey.com/photos/Molex/1300230001.JPG,WM15404-ND,1300230001,Molex,SWINGER 2P SWITCH SPST NO,0,0,"101.05000","0","1","Super-Safeway","Active","-","Switch, SPST","-","-","-","-","250VAC","-","10A","-","CSA, UL"
-,//media.digikey.com/Photos/Molex/1301220001.jpg,WM21166-ND,1301220001,Molex,CLAMP 23-32MM,5,0,"37.13000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=18,//media.digikey.com/Photos/Molex/1301120176.JPG,WM21685-ND,1301120176,Molex,REPLACE SHIELD ASSY 1083/1086,4,0,"46.17000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,WM24724-ND,1301170065,Molex,INTERMD CAR-5242,4,0,"53.67000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us//1301250002_FESTOONS.pdf,-,WM24728-ND,1301250002,Molex,"WIRE ROPE FESTOON CAR ROUND, 31.",4,0,"59.55000","0","1","Aero-Motive 130125","Active","Light Duty","Festoon Car","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Omron%20Auto/25836.JPG,Z7873-ND,25836,Omron Automation and Safety,MOLDED OUTSIDE CORNER,2,0,"64.80000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us//1301250001_FESTOONS.pdf,-,WM24727-ND,1301250001,Molex,"WIRE ROPE FESTOON CAR ROUND, 23.",4,0,"69.82000","0","1","Aero-Motive 130125","Active","Light Duty","Festoon Car","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301860535_POWER_DISTRIBUTION.pdf,//media.digikey.com/Photos/Molex/1301860535.jpg,WM20703-ND,1301860535,Molex,COVER FLIP LID DUPLEX REPLACE,3,0,"81.52000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Omron%20Auto/19251-0100.jpg,Z7871-ND,19251-0050,Omron Automation and Safety,CABLE 5M FOR UMQ MATS M 4 POS,2,0,"82.94000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Molex%20PDFs/1301020048_Dwg.pdf,-,WM22239-ND,1301020048,Molex,HANDLAMP SUPER-P 100W CLOSEDEND,3,0,"95.69000","0","1","Safeway 130102","Active","Industrial","Hand Lamp, Incandescent","Cable Not Included","-","-","-","240VAC","100 Watt","-","Screw Release Guard","CSA"
-,-,WM24735-ND,1301280100,Molex,SWITCH REPLACEMENT SGL SPEED MOM,1,0,"113.04000","0","1","Super-Safeway 130128","Active","Safety","Switch","-","-","-","-","250VAC","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1302370003_sd.pdf,//media.digikey.com/Photos/Molex/1302370003.JPG,WM17083-ND,1302370003,Molex,AB11 8-11LB3.6-5.0KG & 5.3FT1.6M,1,0,"219.91000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1301750001_sd.pdf,//media.digikey.com/Photos/Molex/MFG_13017500xx.JPG,WM21703-ND,1301750011,Molex,RETRACTOR 16-22LBS/7.3-10KG 8',1,0,"329.87000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1301700027_sd.pdf,-,WM17081-ND,1301700027,Molex,BALANCER ASSY W/RATCHET LOCK,1,0,"338.33000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1301700027_sd.pdf,//media.digikey.com/Photos/Molex/1301700030.jpg,WM17082-ND,1301700030,Molex,BALANCER ASSY W/RATCHET LOCK,1,0,"338.33000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/UMA_datasheet_EN_201711_F323IE02_Final_tcm849-115576.pdf,-,Z8014-ND,UMA-24-24-1,Omron Automation and Safety,MAT SAFETY 24X24 M8 BLK,1,0,"545.40000","0","1","UMA","Active","Safety","Safety Mat","3.94"" (100.00mm)","-","22 AWG","-","-","-","-","-","CE, cULus"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301740009_TOOL_SUPPORTS.pdf,//media.digikey.com/Photos/Molex/1301740009.jpg,WM6644-ND,1301740009,Molex,CAST-ALM RATCHET LOCK 16-22LB 8',1,0,"613.11000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/UMA_datasheet_EN_201711_F323IE02_Final_tcm849-115576.pdf,-,Z8022-ND,UMA-36-24-1,Omron Automation and Safety,MAT SAFETY 36X24 M8 BLK,1,0,"615.60000","0","1","UMA","Active","Safety","Safety Mat","3.94"" (100.00mm)","-","22 AWG","-","-","-","-","-","CE, cULus"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/987650-7737.pdf,-,WM26425-ND,1301080179,Molex,HAND LAMP 26W 16/3SJ 25',0,0,"637.55000","0","1","Watertite 130108","Active","Wet Location","Hand Lamp, Fluorescent","25.00' (7.62m)","-","16/3","-","120VAC","26 Watt","-","-","CSA"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/987650-7737.pdf,-,WM26419-ND,1300910057,Molex,CORD REEL W/BOX 45' 14AWG-3COND,1,0,"711.99000","0","1","Super-Safeway 130091","Active","Standard","Cable Reel","45.00' (13.72m)","-","14/3","-","120VAC","-","11A","Duplex Outlet","CSA, UL"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/987650-7737.pdf,-,WM26420-ND,1300910094,Molex,CORD REEL W/GFI BOX 35'12-3CORD,1,0,"844.16000","0","1","Super-Safeway 130091","Active","Standard","Cable Reel","35.00' (10.67m)","-","12/3","-","120VAC","-","15A","GFCI Duplex Outlet","CSA, UL"
https://industrial.omron.us/en/media/UMA_datasheet_EN_201711_F323IE02_Final_tcm849-115576.pdf,-,Z8026-ND,UMA-36-60-1,Omron Automation and Safety,MAT SAFETY 36X60 M8 BLK,1,0,"887.40000","0","1","UMA","Active","Safety","Safety Mat","3.94"" (100.00mm)","-","22 AWG","-","-","-","-","-","CE, cULus"
//media.digikey.com/pdf/Data%20Sheets/Molex%20PDFs/1300910109_Dwg.pdf,-,WM22236-ND,1300910109,Molex,CORD REEL 35' #12-3 WITHAUTOON/O,1,0,"910.70000","0","1","-","Active","Standard","Cable Reel","35.00' (10.67m)","-","12/3","-","-","-","15A","-","-"
https://industrial.omron.us/en/media/UMA_datasheet_EN_201711_F323IE02_Final_tcm849-115576.pdf,-,Z8034-ND,UMA-48-48-1,Omron Automation and Safety,MAT SAFETY 48X48 M8 BLK,1,0,"918.72000","0","1","UMA","Active","Safety","Safety Mat","3.94"" (100.00mm)","-","22 AWG","-","-","-","-","-","CE, cULus"
-,-,298-19127-ND,SDR50,Panduit Corp,STATIC DISCHARGE REEL - 50',1,0,"948.17000","0","1","-","Active","-","Static Grounding Reel","50.00' (15.24m)","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/UMA_datasheet_EN_201711_F323IE02_Final_tcm849-115576.pdf,-,Z8030-ND,UMA-42-60-1,Omron Automation and Safety,MAT SAFETY 42X60 M8 BLK,1,0,"970.92000","0","1","UMA","Active","Safety","Safety Mat","3.94"" (100.00mm)","-","22 AWG","-","-","-","-","-","CE, cULus"
https://www.molex.com/pdm_docs/sd/1300910207_sd.pdf,-,WM22365-ND,1300910207,Molex,CORD REEL 2647 W/3070G20-GFI BOX,1,0,"993.11000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/987650-7737.pdf,-,WM26417-ND,1300900009,Molex,CORD REEL 35' 16AWG 3COND 6A,1,0,"1008.77000","0","1","Super-Safeway 130090","Active","Standard","Cable Reel","35.00' (10.67m)","-","16/3","-","120VAC","-","6A","-","CSA, UL"
https://industrial.omron.us/en/media/UMA_datasheet_EN_201711_F323IE02_Final_tcm849-115576.pdf,-,Z8036-ND,UMA-48-72-1,Omron Automation and Safety,MAT SAFETY 48X72 M8 BLK,1,0,"1179.72000","0","1","UMA","Active","Safety","Safety Mat","3.94"" (100.00mm)","-","22 AWG","-","-","-","-","-","CE, cULus"
-,-,WM21181-ND,1300830113,Molex,CORD REEL - INDUSTRIAL DUTY,1,0,"1192.95000","0","1","130083","Active","Industrial","Cable Reel","Cable Not Included","50'","14/4","-","-","-","11A","-","-"
//media.digikey.com/pdf/Data%20Sheets/Molex%20PDFs/Electric%20Reel.pdf,-,WM21690-ND,1301710305,Molex,BALANCER 15.9-20.5KG 6.6',1,0,"1337.23000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,WM22358-ND,1300830191,Molex,CORD REEL 20' #12/4,1,0,"1337.54000","0","1","130083","Active","-","Cable Reel","20.00' (6.10m)","-","12/4","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1300830264_sd.pdf,-,WM22362-ND,1300830264,Molex,CABLE REEL-INDUST DUTY 25' 12-3,1,0,"1379.54000","0","1","POW-R-MITE 130083","Active","Industrial","Cable Reel","25.00' (7.62m)","-","12/3","-","600VAC","-","18A","-","UL"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/987650-8062.pdf,-,WM22361-ND,1300830249,Molex,CABLE REEL-INDUST DUTY 50' 14-3,1,0,"1461.89000","0","1","POW-R-MITE 130083","Active","Industrial","Cable Reel","50.00' (15.24m)","-","14/3","-","600VAC","-","13A","-","UL"
-,-,WM22359-ND,1300830210,Molex,CORD REEL 50' 12AWG/3,1,0,"1496.00000","0","1","130083","Active","-","Cable Reel","50.00' (15.24m)","-","12/3","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1300830265_sd.pdf,-,WM22363-ND,1300830265,Molex,CABLE REEL W/20A CONNECT 25'12-3,1,0,"1500.40000","0","1","POW-R-MITE 130083","Active","Industrial","Cable Reel","25.00' (7.62m)","-","12/3","-","120VAC","-","18A","5-20R Receptacle","UL"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/987650-8062.pdf,-,WM22364-ND,1300830284,Molex,CABLE REEL-INDUST DUTY 30' 12-4,1,0,"1517.93000","0","1","POW-R-MITE 130083","Active","Industrial","Cable Reel","30.00' (9.14m)","-","12/4","-","600VAC","-","14A","-","UL"
https://www.molex.com/pdm_docs/sd/1300830232_sd.pdf,-,WM22360-ND,1300830232,Molex,CABLE REEL-INDUST DUTY 50'12-3,1,0,"1549.43000","0","1","POW-R-MITE 130083","Active","Industrial","Cable Reel","50.00' (15.24m)","-","12/3","-","600VAC","-","18A","-","UL"
//media.digikey.com/pdf/Data%20Sheets/Molex%20PDFs/Electric%20Reel.pdf,//media.digikey.com/Photos/Molex/1301720241.jpg,WM21695-ND,1301720184,Molex,BALANCER 13.18KG 6',1,0,"1554.59000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,WM21681-ND,1300830786,Molex,92433 CORD REEL W/3070-GFI 50'12,1,0,"1737.82000","0","1","POW-R-MITE 130083","Active","Industrial","Cable Reel","50.00' (15.24m)","-","12/3","-","120VAC","-","18A","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/dwbt.PDF,//media.digikey.com/Photos/Molex/1301720186.jpg,WM21172-ND,1301720186,Molex,BAL 26-40LB 6' W/LK W/CAST HSNG,1,0,"1797.75000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,WM21692-ND,1301720103,Molex,20EA - 11-20LB5-9KG -6FT1.8M,1,0,"1998.76000","0","1","Aero-Motive 130172","Active","Industrial","Balancer","5.87' (1.79m)","-","-","0.125"" (3.18mm)","-","-","-","-","-"
-,//media.digikey.com/photos/Molex/1301720207.JPG,WM21696-ND,1301720195,Molex,50EA - 40-51LB18-23KG - 6FT1.8M,1,0,"1998.76000","0","1","Aero-Motive 130172","Active","Industrial","Balancer","5.87' (1.79m)","-","-","0.125"" (3.18mm)","-","-","-","-","-"
-,//media.digikey.com/photos/Molex/1301720207.JPG,WM21697-ND,1301720207,Molex,60EA - 51- 62LB23-28KG - 6FT1.8M,1,0,"1998.76000","0","1","Aero-Motive 130172","Active","Industrial","Balancer","5.87' (1.79m)","-","-","0.125"" (3.18mm)","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/dwbt.PDF,-,WM21171-ND,1301720157,Molex,BALANCER 12-35LB/11-16KG - 7FT,1,0,"2044.15000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/dwbt.PDF,//media.digikey.com/Photos/Molex/1301720241.jpg,WM6641-ND,1301720241,Molex,BALANCER 68-86LB/31-39KG - 7',1,0,"2044.15000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/dwbt.PDF,-,WM21698-ND,1301720221,Molex,BALANCER 53-70LB/24-32KG - 7',1,0,"2044.15000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301060109_LIGHTING.pdf,-,WM21165-ND,1301060109,Molex,10 SCKT STRGLT - 100 12/3WTHNOG,1,0,"2116.10000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,WM25548-ND,1301720133,Molex,25EL - 12-25LB5.4-11.3KG - 6FT1.,1,0,"2311.40000","0","1","Aero-Motive 130172","Active","Industrial","Balancer","5.87' (1.79m)","-","-","0.125"" (3.18mm)","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/dwbt.PDF,-,WM21691-ND,1301720026,Molex,BALANCER 84-115LB/38-52KG 7',1,0,"2513.49000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301720095_TOOL_SUPPORTS.pdf,-,WM21168-ND,1301720095,Molex,BALANCER AERO-MOTIVE,1,0,"3231.63000","0","1","Aero-Motive 130172","Active","Heavy Duty","Balancer Car","7.00' (2.13m)","-","-","0.188"" (4.76mm)","-","-","-","-","-"
-,-,WM21167-ND,1301720079,Molex,170KA 159-175LB72-79KG - 7FT2.1M,1,0,"3231.63000","0","1","Aero-Motive 130172","Active","Industrial","Balancer","7.00' (2.13m)","-","-","0.188"" (4.76mm)","-","-","-","-","-"
-,-,WM21693-ND,1301720116,Molex,220KA 200-220LB90-100KG - 7FT2.1,1,0,"3231.63000","0","1","Aero-Motive 130172","Active","Industrial","Balancer","5.91' (1.80m)","-","-","0.188"" (4.76mm)","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/dwbt.PDF,-,WM21169-ND,1301720118,Molex,BALANCER 209-236LB/95-107KG 7',1,0,"3747.87000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,WM21682-ND,1300840151,Molex,CABLE REEL - OVERHEAD 60'14-8COR,1,0,"4073.15000","0","1","POW-R-MITE 130084","Active","Heavy Duty","Cable Reel","60.00' (18.29m)","-","14/8","-","600VAC","-","10A","-","-"
-,-,WM21694-ND,1301720135,Molex,BALANCER 249-265LB/113-120KG - 7,1,0,"4818.69000","0","1","Aero-Motive 130172","Active","Industrial","Balancer","7.00' (2.13m)","-","-","0.125"" (3.18mm)","-","-","-","-","-"
-,-,WM21699-ND,1301720335,Molex,BALANCER 155-165LB/70-75KG - 9FT,1,0,"4874.98000","0","1","Aero-Motive 130172","Active","Industrial","Balancer","9.00' (2.74m)","-","-","0.188"" (4.76mm)","-","-","-","-","-"
-,-,WM21700-ND,1301720337,Molex,BALANCER 180-190LB/81-86KG - 9FT,1,0,"4874.98000","0","1","Aero-Motive 130172","Active","Industrial","Balancer","9.00' (2.74m)","-","-","0.188"" (4.76mm)","-","-","-","-","-"
-,-,WM21701-ND,1301720338,Molex,BALANCER 200-210LB/90-95KG - 9FT,1,0,"4874.98000","0","1","Aero-Motive 130172","Active","Industrial","Balancer","9.00' (2.74m)","-","-","0.188"" (4.76mm)","-","-","-","-","-"
-,-,26414-ND,26414,Omron Automation and Safety,SAFETY CONTACT STRIP SGE245,0,0,"0.17000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301950070-ND,1301950070,Molex,END CONNECTOR (12-10 WIRE),0,0,"0.86000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,26414-0020-ND,26414-0020,Omron Automation and Safety,SAFETY CONTACT STRIP SGE245L,0,0,"1.40000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
