Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type"
http://www.redlion.net/files/209/3592,//media.digikey.com/photos/Red%20Lion%20Photos/IAMA3535.JPG,RLC227-ND,IAMA3535,Red Lion Controls,UNIVERSAL SIGNAL CONDITIONING,23,0,"256.43000","0","1","Bulk","IAMA","Active","Signal Conditioner"
-,//media.digikey.com/Photos/Phoenix%20Photos/2864082.jpg,277-4897-ND,2864082,Phoenix Contact,ANOLOG FREQ TRANSDUCER DIN RAIL,20,31,"265.90000","0","1","Bulk","MINI MCR","Active","Frequency Transducer"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2905026_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2905026.jpg,277-16828-ND,2905026,Phoenix Contact,UNIVERSALLY CONFIGURABLE 4-WAY S,7,161,"266.50000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2902829.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902829.jpg,277-11081-ND,2902829,Phoenix Contact,REPEATER POWER SUPPLY,7,139,"303.35000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
http://www.redlion.net/files/213/3820,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_AFCM.jpg,RLC414-ND,AFCM0000,Red Lion Controls,ANALOG TO FREQ CONVERTER MODULE,2,0,"327.97000","0","1","Bulk","AFCM","Active","Frequency Transducer"
-,//media.digikey.com/Photos/Phoenix%20Photos/2864176.JPG,277-4843-ND,2864176,Phoenix Contact,4-WAY SIGNAL DUPLICATOR,11,172,"378.78000","0","1","Bulk","MINI MCR","Active","Signal Conditioner Multiplier"
-,//media.digikey.com/Photos/Panasonic%20Photos/ANUJ6180.JPG,1110-4151-ND,ANUJ6180,Panasonic Industrial Automation Sales,365NM WAVELENGTH STANDARD TYPE,6,6,"1420.01000","0","1","Bulk","UJ61","Active","UV Curing Sensor Head"
https://www3.panasonic.biz/ac/e_download/fasys/uv/led/catalog/anuj6180_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ANUJ6186.jpg,1110-4008-ND,ANUJ6186,Panasonic Industrial Automation Sales,365NM WAVELENGTH HIGH-OUTPUT HD,10,0,"1550.01000","0","1","Bulk","ANUJ6180","Active","UV Curing Sensor Head"
https://www3.panasonic.biz/ac/e_download/fasys/uv/led/catalog/uv_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ANUJ6424.JPG,1110-3351-ND,ANUJ6424,Panasonic Industrial Automation Sales,STD. LENS 4 DIA.,12,10,"120.00000","0","1","Bulk","UJ64","Active","UV Curing Lens"
https://www3.panasonic.biz/ac/e_download/fasys/uv/led/catalog/uv_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ANUJ6428.jpg,1110-3283-ND,ANUJ6428,Panasonic Industrial Automation Sales,STD. LENS 8 DIA.,8,0,"120.00000","0","1","Bulk","UJ64","Active","UV Curing Lens"
https://www3.panasonic.biz/ac/e_download/fasys/uv/led/catalog/uv_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ANUJ6423.jpg,1110-3305-ND,ANUJ6423,Panasonic Industrial Automation Sales,2MM LENS FOR POWER HEAD,2,0,"170.00000","0","1","Bulk","UJ64","Active","UV Curing Lens"
https://www.cynergy3.com/sites/default/files/SC-ISOCON6%202017.pdf,"//media.digikey.com/photos/Cynergy%203/MFG_SC-ISOCON(3,6).jpg",725-1614-ND,SC-ISOCON6,Cynergy 3,ISOLATOR VOLT/CURRENT/RTD SLIM D,3,0,"186.71000","0","1","Bulk","-","Active","Signal Conditioner"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2902049_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2902055.JPG,277-12423-ND,2902049,Phoenix Contact,MINI MCR-2-RTD-UI,15,115,"209.25000","0","1","Bulk","MINI MCR","Active","Temperature Transducer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2902040,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902040.jpg,277-14810-ND,2902040,Phoenix Contact,MINI MCR-2-UI-UI-PT,8,30,"220.50000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
http://www.redlion.net/files/209/3583,//media.digikey.com/Photos/Red%20Lion%20Photos/ITMA3035.jpg,RLC232-ND,ITMA3035,Red Lion Controls,INTELLIGENT THERMOCOUPLE DC,8,0,"257.48000","0","1","Bulk","ITMA","Active","Temperature Transducer"
http://www.redlion.net/files/213/3916,//media.digikey.com/Photos/Red%20Lion%20Photos/ITMA2003.JPG,RLC592-ND,ITMA2003,Red Lion Controls,INTELLIGENT THERMOCOUPLE LOOP,4,0,"257.48000","0","1","Bulk","ITMA","Active","Temperature Transducer"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2905028_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2905028.jpg,277-16829-ND,2905028,Phoenix Contact,UNIVERSALLY CONFIGURABLE 4-WAY S,2,39,"266.50000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2902832,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902832.jpg,277-14819-ND,2902832,Phoenix Contact,FREQ TRANS MINI MCR-SL-F-UI-NC,6,39,"294.79000","0","1","Bulk","MINI MCR","Active","Frequency Transducer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2906239,-,277-18517-ND,2906239,Phoenix Contact,"MACX MCR VOLTAGE TRANSDUCER, FOR",4,24,"395.63000","0","1","Bulk","MINI MCR","Active","Isolation Amplifier"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2811297,//media.digikey.com/Photos/Phoenix%20Photos/2811297.JPG,277-4893-ND,2811297,Phoenix Contact,ISOLATED AMP 2 CHAN DIN RAIL,8,68,"490.88000","0","1","Bulk","MACX MCR","Active","Signal Conditioner"
https://www3.panasonic.biz/ac/e_download/fasys/uv/led/catalog/uv_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ANUJ3800.jpg,1110-3304-ND,ANUJ3800,Panasonic Industrial Automation Sales,UV SENSOR,4,2,"903.00000","0","1","Bulk","UJ35","Active","UV Sensor"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2902066,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902066.jpg,277-14813-ND,2902066,Phoenix Contact,MINI MCR-2-PTB,4,24,"77.00000","0","1","Bulk","MINI MCR","Active","Power Terminal Block"
https://www3.panasonic.biz/ac/e_download/fasys/uv/led/catalog/uv_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ANUJ6420.jpg,1110-3260-ND,ANUJ6420,Panasonic Industrial Automation Sales,STD. LENS 10 DIA.,11,10,"120.00000","0","1","Bulk","UJ64","Active","UV Curing Lens"
https://www3.panasonic.biz/ac/e_download/fasys/uv/led/catalog/uv_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ANUJ6802.jpg,1110-3396-ND,ANUJ6802,Panasonic Industrial Automation Sales,AC ADAPTER,5,0,"156.00000","0","1","Bulk","UJ68","Active","UV Curing AC Adapter"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/MINI_MCR-SL-CVS-24-5-10-(SP)-NC.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902822.jpg,277-12425-ND,2902822,Phoenix Contact,REPEATER POWER SUPPLY,5,10,"161.04000","0","1","Bulk","MINI MCR","Active","Constant Voltage Source"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2902002,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902002.jpg,277-14803-ND,2902002,Phoenix Contact,MINI MCR-2-I4-U,10,37,"165.25000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2901998,//media.digikey.com/Photos/Phoenix%20Photos/2901998.JPG,277-14801-ND,2901998,Phoenix Contact,MINI MCR-2-I-I,3,118,"165.25000","0","1","Bulk","MINI MCR","Active","Isolation Amplifier"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2902029,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902029.jpg,277-14808-ND,2902029,Phoenix Contact,MINI MCR-2-U-I4,2,18,"165.25000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2902042,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902042.jpg,277-14811-ND,2902042,Phoenix Contact,MINI MCR-2-U-U,2,10,"165.25000","0","1","Bulk","MINI MCR","Active","Isolation Amplifier"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2902015,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902015.jpg,277-14805-ND,2902015,Phoenix Contact,MINI MCR-2-RPSS-I-I-PT,3,1,"198.00000","0","1","Bulk","MINI MCR","Active","Isolation Amplifier"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2902014,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902014.jpg,277-14804-ND,2902014,Phoenix Contact,MINI MCR-2-RPSS-I-I,2,28,"198.00000","0","1","Bulk","MINI MCR","Active","Isolation Amplifier"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2902055_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2902055.JPG,277-12424-ND,2902055,Phoenix Contact,MINI MCR-2-TC-UI,7,137,"209.25000","0","1","Bulk","MINI MCR","Active","Temperature Transducer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2902052,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902052.jpg,277-14812-ND,2902052,Phoenix Contact,MINI MCR-2-RTD-UI-PT,2,6,"209.25000","0","1","Bulk","MINI MCR","Active","Temperature Transducer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2865489,//media.digikey.com/photos/Phoenix%20Photos/2865489.JPG,277-5126-ND,2865489,Phoenix Contact,ISOLATED AMP 2 CHAN DIN RAIL,8,42,"227.64000","0","1","Bulk","MACX MCR","Active","NAMUR Input Relay"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2810793_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2810793.JPG,277-12417-ND,2810793,Phoenix Contact,MCR 3-WAY ISOLATING AMPLIFIER,4,0,"243.96000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
http://www.redlion.net/sites/default/files/209/3591/IAMS%20Dimension%20Drawing.gif,//media.digikey.com/Photos/Red%20Lion%20Photos/IAMS0001.JPG,RLC228-ND,IAMS0001,Red Lion Controls,IAMS WITH ANALOG,9,0,"245.87000","0","1","Bulk","IAMS","Active","Signal Conditioner"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2864406,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2864406.jpg,277-4854-ND,2864406,Phoenix Contact,MCR 3-WAY ISOLATING AMPLIFIER,2,312,"258.67000","0","1","Bulk","MINI MCR","Active","Isolation Amplifier"
https://www3.panasonic.biz/ac/e_download/fasys/uv/led/catalog/uv_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ANUJ6426SV.jpg,1110-3309-ND,ANUJ6426SV,Panasonic Industrial Automation Sales,STD. LENS 6 DIA. 90,9,0,"260.00000","0","1","Bulk","UJ64","Active","UV Curing Lens"
http://www.redlion.net/files/213/3906,//media.digikey.com/photos/Red%20Lion%20Photos/IAMA3535.JPG,RLC649-ND,IAMA6262,Red Lion Controls,UNIVERSAL SIGNAL CONDITIONING,6,0,"263.81000","0","1","Bulk","IAMA","Active","Signal Conditioner"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2864723,//media.digikey.com/Photos/Phoenix%20Photos/2864723.JPG,277-5301-ND,2864723,Phoenix Contact,3-WAY ISOLATING AMP 4-20MA,5,0,"265.90000","0","1","Bulk","MINI MCR","Active","Isolation Amplifier"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2864286,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2864286.jpg,277-14740-ND,2864286,Phoenix Contact,TEMP TRANSDUCER DIN RAIL,2,1,"265.90000","0","1","Bulk","MINI MCR","Active","Temperature Transducer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2864370,//media.digikey.com/Photos/Phoenix%20Photos/2864370.JPG,277-5151-ND,2864370,Phoenix Contact,TEMP TRANSDUCER DIN RAIL,2,64,"276.06000","0","1","Bulk","MINI MCR","Active","Temperature Transducer"
-,//media.digikey.com/Photos/Phoenix%20Photos/2864422.JPG,277-5038-ND,2864422,Phoenix Contact,REPEATER POWER SUPPLY 24VDC,5,0,"284.62000","0","1","Bulk","MINI MCR","Active","Isolation Amplifier"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2902026,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902026.jpg,277-14807-ND,2902026,Phoenix Contact,MINI MCR-2-UNI-UI-UIRO,3,22,"297.25000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2907704,//media.digikey.com/Photos/Phoenix%20Photos/2905278.jpg,277-11935-ND,2907704,Phoenix Contact,SINGLE-CHANNEL 2-WAY ISOLATOR,25,2,"300.65000","0","1","Bulk","MACX MCR","Active","Passive Isolator"
-,//media.digikey.com/Photos/Phoenix%20Photos/2865007.JPG,277-4980-ND,2865007,Phoenix Contact,3-WAY ISOLATING AMP 4-20MA,15,0,"355.24000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2864189_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2864189.JPG,277-5020-ND,2864189,Phoenix Contact,4-WAY SIGNAL DUPLICATOR,10,22,"364.07000","0","1","Bulk","MINI MCR","Active","Signal Conditioner Multiplier"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2905280,//media.digikey.com/Photos/Phoenix%20Photos/2905280.JPG,277-11934-ND,2905280,Phoenix Contact,TWO-CHANNEL 2-WAY ISOLATOR,8,9,"375.87000","0","1","Bulk","MACX MCR","Active","Passive Isolator"
-,//media.digikey.com/Photos/Phoenix%20Photos/2864781.JPG,277-7510-ND,2864781,Phoenix Contact,MCR PASSIVE ISOLATOR 2-CHANNEL,2,0,"394.03000","0","1","Bulk","MINI MCR","Active","Passive Isolator"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2864655_Ds.pdf,//media.digikey.com/photos/Phoenix%20Photos/2864655.JPG,277-4951-ND,2864655,Phoenix Contact,2 CHANNEL PASSIVE ISOLATOR,8,91,"422.39000","0","1","Bulk","MINI MCR","Active","Passive Isolator"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2814537,//media.digikey.com/Photos/Phoenix%20Photos/2814537.JPG,277-4989-ND,2814537,Phoenix Contact,3 WAY ISOLATING AMP 4-20MA,3,0,"438.48000","0","1","Bulk","MCR","Active","Signal Conditioner"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2811446,//media.digikey.com/Photos/Phoenix%20Photos/2811446.JPG,277-9327-ND,2811446,Phoenix Contact,ISOLATED AMP DIN RAIL,2,157,"456.45000","0","1","Bulk","MACX MCR","Active","Signal Conditioner"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2811394,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2811394.jpg,277-14713-ND,2811394,Phoenix Contact,PRGRMMBLE TEMP MEASURER TRNSDCR,2,74,"466.40000","0","1","Bulk","MACX MCR","Active","Temperature Transducer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2811569,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2811569.jpg,277-14714-ND,2811569,Phoenix Contact,ISOLATED AMP,4,0,"490.88000","0","1","Bulk","MACX MCR","Active","Signal Conditioner"
https://www3.panasonic.biz/ac/e_download/fasys/uv/led/catalog/uj30-35_arct1e257e.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ANUJ3000.jpg,1110-3303-ND,ANUJ3000,Panasonic Industrial Automation Sales,UJ30 CONTROLLER,2,0,"1522.50000","0","1","Bulk","UJ30","Active","UV Curing Controller"
https://www3.panasonic.biz/ac/e_download/fasys/uv/led/catalog/anuj6180_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ANUJ6188.jpg,1110-4009-ND,ANUJ6188,Panasonic Industrial Automation Sales,385NM WAVELENGTH HIGH-OUTPUT HD,24,1,"1840.01000","0","1","Bulk","ANUJ6180","Active","UV Curing Sensor Head"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2902067,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902067.jpg,277-14814-ND,2902067,Phoenix Contact,MINI MCR-2-PTB-PT,2,19,"77.00000","0","1","Bulk","MINI MCR","Active","Power Terminal Block"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2865625,//media.digikey.com/Photos/Phoenix%20Photos/2865625.jpg,277-5238-ND,2865625,Phoenix Contact,ISOLATED AMP 2 CHAN DIN RAIL,2,17,"128.27000","0","1","Bulk","MACX MCR","Active","Power Terminal Block"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2865997,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2865997.jpg,277-14743-ND,2865997,Phoenix Contact,MACX MCR-SL-NAM-R,2,0,"151.22000","0","1","Bulk","MACX MCR","Active","NAMUR Input Relay"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2901999,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2901999.jpg,277-14802-ND,2901999,Phoenix Contact,MINI MCR-2-I-I-PT,2,24,"165.25000","0","1","Bulk","MINI MCR","Active","Isolation Amplifier"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2865010,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2865010.jpg,277-14741-ND,2865010,Phoenix Contact,MACX MCR-SL-NAM-2RO,2,0,"172.64000","0","1","Bulk","MACX MCR","Active","NAMUR Input Relay"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2813541,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2813541.jpg,277-14717-ND,2813541,Phoenix Contact,3-WAY ISOLATING AMP 4-20MA,2,0,"246.10000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2864697,//media.digikey.com/Photos/Phoenix%20Photos/2864697.JPG,277-5291-ND,2864697,Phoenix Contact,3-WAY ISOLATING AMP 10 TO -10V,2,0,"247.44000","0","1","Bulk","MINI MCR","Active","Isolation Amplifier"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2902830,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902830.jpg,277-14818-ND,2902830,Phoenix Contact,REPEATER POWER SUPPLY,2,0,"303.35000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2864558,//media.digikey.com/Photos/Phoenix%20Photos/2864558.jpg,277-5043-ND,2864558,Phoenix Contact,TEMP TRANSDUCER 4 WIRE,2,0,"358.81000","0","1","Bulk","MCR","Active","Temperature Transducer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924825,//media.digikey.com/Photos/Phoenix%20Photos/2924825.JPG,277-14922-ND,2924825,Phoenix Contact,MACX MCR-SL-RPSSI-2I,2,20,"411.06000","0","1","Bulk","MACX MCR","Active","Isolation Amplifier"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2907706,//media.digikey.com/Photos/Phoenix%20Photos/2907706.JPG,277-11936-ND,2907706,Phoenix Contact,TWO-CHANNEL 2-WAY ISOLATOR,10,14,"428.66000","0","1","Bulk","MACX MCR","Active","Passive Isolator"
https://www.cynergy3.com/sites/default/files/SC420i%202017.pdf,//media.digikey.com/Photos/Cynergy%203/SC420I.jpg,725-1611-ND,SC420I,Cynergy 3,ISOLATOR LOOP PWR DIN MNT 1KV IS,15,0,"134.23000","0","1","Bulk","-","Active","Passive Isolator"
https://www.cynergy3.com/sites/default/files/SC420TWHL%202017_3.pdf,//media.digikey.com/photos/Cynergy%203/MFG_SC420TWHL.jpg,725-1612-ND,SC420TWHL,Cynergy 3,ISOLATOR VOLT/CURRENT DIN MNT,4,0,"134.23000","0","1","Bulk","-","Active","Signal Conditioner"
https://www.cynergy3.com/sites/default/files/SC-SLIMCON6%202017.pdf,//media.digikey.com/photos/Cynergy%203/MFG_SC-SLIMCON6.jpg,725-1613-ND,SC-SLIMCON6,Cynergy 3,ISOLATOR VOLT/CURRENT SLIM DIN,5,0,"156.48000","0","1","Bulk","-","Active","Signal Conditioner"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2902823_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902823.jpg,277-16811-ND,2902823,Phoenix Contact,REPEATER POWER SUPPLY,3,0,"161.04000","0","1","Bulk","-","Active","Constant Voltage Source"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2902043_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902043.jpg,277-16800-ND,2902043,Phoenix Contact,MINI MCR-2-U-U-PT,1,9,"165.25000","0","1","Bulk","-","Active","Signal Conditioner"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924045,//media.digikey.com/photos/Phoenix%20Photos/2924045.JPG,277-7479-ND,2924045,Phoenix Contact,ISO AMP 3-WAY ISOLATION SIL 2,5,0,"168.01000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/8604420000_DS.pdf,//media.digikey.com/Photos/Weidmuller/MFG_8604420000.jpg,281-3393-ND,8604420000,Weidmüller,RTD TRANSFORMER,2,15,"176.61000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2864105_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2864105.jpg,277-16767-ND,2864105,Phoenix Contact,CONFIGURABLE NAMUR SWITCH AMP,4,0,"182.44000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/106298_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902063.jpg,277-16329-ND,2902063,Phoenix Contact,OUTPUT LOOP-POWERED 2-WAY ISOLAT,7,19,"183.50000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2865450,-,277-17311-ND,2865450,Phoenix Contact,ISOLATED AMP 2 CHAN DIN RAIL,3,16,"183.65000","0","1","Bulk","MACX MCR","Active","NAMUR Input Relay"
https://www.cynergy3.com/sites/default/files/SC-ISOCON3%202017.pdf,"//media.digikey.com/photos/Cynergy%203/MFG_SC-ISOCON(3,6).jpg",725-1615-ND,SC-ISOCON3,Cynergy 3,ISOLATOR VOLT/CURRENT/RTD SLIM D,2,0,"186.71000","0","1","Bulk","-","Active","Signal Conditioner"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1375510000_DS.pdf,//media.digikey.com/photos/Weidmuller/MFG_1176000000.JPG,281-3384-ND,1375510000,Weidmüller,ACT20M-RTI-AO-S,2,46,"207.58000","0","1","Bulk","-","Active","Temperature Transducer"
-,//media.digikey.com/Photos/Weidmuller/8965430000.jpg,281-5039-ND,8965340000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,3,4,"207.89000","0","1","Bulk","-","Active","NAMUR Input Relay"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924087,//media.digikey.com/photos/Phoenix%20Photos/2924087.JPG,277-5064-ND,2924087,Phoenix Contact,ISOLATED AMP 2 CHAN DIN RAIL,5,26,"210.94000","0","1","-","*","Active","-"
https://www.cynergy3.com/sites/default/files/SC-ISOSLICE-5%202017_0.pdf,//media.digikey.com/photos/Cynergy%203/MFG_SC-ISOSLICE-x.jpg,725-1627-ND,SC-ISOSLICE-5,Cynergy 3,ISOLATOR BUS MOD 4XIO FOR E-100,5,0,"211.83000","0","1","Bulk","-","Active","Input Module"
https://www.cynergy3.com/sites/default/files/SC-ISOSLICE-7%202017_0.pdf,//media.digikey.com/photos/Cynergy%203/MFG_SC-ISOSLICE-x.jpg,725-1629-ND,SC-ISOSLICE-7,Cynergy 3,ISOLATOR BUS MOD IMPULSE FOR E-1,5,0,"211.83000","0","1","Bulk","-","Active","Input Module"
https://www.cynergy3.com/sites/default/files/SC-FREQCON%202017.pdf,//media.digikey.com/Photos/Cynergy%203/SC-FREQCON.jpg,725-1618-ND,SC-FREQCON,Cynergy 3,CONVERT FREQ TO VOLT DIN MNT,4,0,"214.95000","0","1","Bulk","-","Active","Frequency Transducer"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1375480000_DS.pdf,//media.digikey.com/photos/Weidmuller/MFG_1176000000.JPG,281-3386-ND,1375480000,Weidmüller,ACT20M-TCI-AO-S,2,8,"215.21000","0","1","Bulk","-","Active","Temperature Transducer"
-,//media.digikey.com/Photos/Weidmuller/MFG_8594810000.jpg,281-4991-ND,8594810000,Weidmüller,MAS DC/DC SELECT,2,210,"222.40000","0","1","Bulk","-","Active","Signal Conditioner"
-,//media.digikey.com/Photos/Weidmuller/MFG_8594840000.jpg,281-4992-ND,8594840000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,2,29,"222.40000","0","1","-","*","Active","-"
