Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type"
https://www.cynergy3.com/sites/default/files/SC-ISOSLICE-2%202017_0.pdf,//media.digikey.com/photos/Cynergy%203/MFG_SC-ISOSLICE-x.jpg,725-1624-ND,SC-ISOSLICE-2,Cynergy 3,ISOLATOR BUS MOD VOLT/CURR FOR E,5,0,"227.50000","0","1","Bulk","-","Active","Input Module"
https://www.cynergy3.com/sites/default/files/SC-ISOSLICE-3%202017_0.pdf,//media.digikey.com/photos/Cynergy%203/MFG_SC-ISOSLICE-x.jpg,725-1625-ND,SC-ISOSLICE-3,Cynergy 3,ISOLATOR BUS MOD RTD I/O FOR E-1,5,0,"227.50000","0","1","Bulk","-","Active","Input Module"
-,//media.digikey.com/Photos/Weidmuller/MFG_1375450000.jpg,281-4447-ND,1375450000,Weidmüller,ACT20M-BAI-AO-S,2,57,"238.86000","0","1","Bulk","-","Active","Signal Conditioner"
https://www.cynergy3.com/sites/default/files/SC-ISOSLICE-6%202017_0.pdf,//media.digikey.com/photos/Cynergy%203/MFG_SC-ISOSLICE-x.jpg,725-1628-ND,SC-ISOSLICE-6,Cynergy 3,ISOLATOR BUS MOD 4XIO FOR E-100,5,0,"243.19000","0","1","Bulk","-","Active","Output Module"
https://www.cynergy3.com/sites/default/files/SC-MATHSCON%202017.pdf,//media.digikey.com/photos/Cynergy%203/MFG_SC-MATHSCON.jpg,725-1619-ND,SC-MATHSCON,Cynergy 3,PROGRAMMABLE MATHEMATICS UNIT,6,0,"250.40000","0","1","Bulk","-","Active","Signal Conditioner"
https://www.cynergy3.com/sites/default/files/SC-ISOSLICE-8%202017_0.pdf,//media.digikey.com/photos/Cynergy%203/MFG_SC-ISOSLICE-x.jpg,725-1630-ND,SC-ISOSLICE-8,Cynergy 3,ISOLATOR BUS MOD ANALOG FOR E-10,5,0,"258.88000","0","1","Bulk","-","Active","Output Module"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/7760054114_DS.pdf,//media.digikey.com/photos/Weidmuller/MFG_7760054115.JPG,281-3388-ND,7760054115,Weidmüller,ACT20P-CI-2CO,2,11,"261.39000","0","1","Bulk","-","Active","Signal Conditioner"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1176010000_DS.pdf,//media.digikey.com/photos/Weidmuller/MFG_1176000000.JPG,281-3377-ND,1176010000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,3,132,"262.49000","0","1","Bulk","-","Active","Signal Conditioner"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1175980000_DS.pdf,//media.digikey.com/photos/Weidmuller/1175980000.JPG,281-3374-ND,1175980000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,2,8,"262.49000","0","1","Bulk","-","Active","Isolation Amplifier"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2865984,//media.digikey.com/Photos/Phoenix%20Photos/2865984.JPG,277-7320-ND,2865984,Phoenix Contact,AMPLIFIER MACX MCR-EX-SL-2NAM,5,46,"265.80000","0","1","Bulk","MACX MCR","Active","NAMUR Input Relay"
-,//media.digikey.com/Photos/Weidmuller/9908800000.jpg,281-5208-ND,9908800000,Weidmüller,PICOPAK I-I 4-20MA ISOLATOR,3,311,"268.89000","0","1","Bulk","-","Active","Passive Isolator"
-,//media.digikey.com/photos/Weidmuller/8965390000.jpg,281-6109-ND,8965390000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,2,23,"270.30000","0","1","Bulk","-","Active","NAMUR Input Relay"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/7760054114_DS.pdf,-,281-3390-ND,7760054114,Weidmüller,ACT20P-CI-CO,2,0,"275.21000","0","1","Bulk","-","Active","Signal Conditioner"
//media.digikey.com/pdf/Data%20Sheets/Cynergy3%20PDFs/Sc-Dualcon_3_Manual.pdf,"//media.digikey.com/photos/Cynergy%203/MFG_SC-DUALCON(3,6).jpg",725-1617-ND,SC-DUALCON3,Cynergy 3,SIGNAL CONV W/ ISOLATE VOLT.CURR,5,0,"278.58000","0","1","Bulk","-","Active","Signal Conditioner Multiplier"
https://www.cynergy3.com/sites/default/files/SC-DUALCON6%202017.pdf,"//media.digikey.com/photos/Cynergy%203/MFG_SC-DUALCON(3,6).jpg",725-1616-ND,SC-DUALCON6,Cynergy 3,SIGNAL CONV W/ ISOLATE VOLT.CURR,4,0,"278.58000","0","1","Bulk","-","Active","Signal Conditioner Multiplier"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1176070000_DS.pdf,//media.digikey.com/Photos/Weidmuller/MFG_1176070000.jpg,281-3376-ND,1176070000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,4,2,"282.83000","0","1","Bulk","-","Active","Passive Isolator"
-,-,281-4380-ND,1176040000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,2,18,"282.83000","0","1","Bulk","-","Active","Passive Isolator"
https://www.cynergy3.com/sites/default/files/SC-ISOSLICE-1%202017_0.pdf,//media.digikey.com/photos/Cynergy%203/MFG_SC-ISOSLICE-x.jpg,725-1623-ND,SC-ISOSLICE-1,Cynergy 3,ISOLATOR BUS MOD ANALOG FOR E-10,5,0,"288.70000","0","1","Bulk","-","Active","Input Module"
https://www.cynergy3.com/sites/default/files/SC-ISOSLICE-9%202017_0.pdf,//media.digikey.com/photos/Cynergy%203/MFG_SC-ISOSLICE-x.jpg,725-1631-ND,SC-ISOSLICE-9,Cynergy 3,ISOLATOR BUS MOD VOLT/CURR FOR E,5,0,"288.70000","0","1","Bulk","-","Active","Input Module"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2835341_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2835341.JPG,277-5053-ND,2835341,Phoenix Contact,EX-I BINARY ISOLATION AMP 3-WAY,2,0,"312.17000","0","1","-","*","Active","-"
https://www.cynergy3.com/sites/default/files/SC-ISOSLICE-4%202017_0.pdf,//media.digikey.com/photos/Cynergy%203/MFG_SC-ISOSLICE-x.jpg,725-1626-ND,SC-ISOSLICE-4,Cynergy 3,ISOLATOR BUS MOD THERMO FOR E-10,5,0,"312.23000","0","1","Bulk","-","Active","Input Module"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2865405,//media.digikey.com/Photos/Phoenix%20Photos/2865405.jpg,277-5071-ND,2865405,Phoenix Contact,ISOLATED AMP 2 CHAN DIN RAIL,4,17,"334.17000","0","1","Bulk","MACX MCR","Active","Isolation Amplifier"
https://www.cynergy3.com/sites/default/files/SC-E-100%202017_0.pdf,//media.digikey.com/photos/Cynergy%203/MFG_SC-E-100.jpg,725-1620-ND,SC-E-100-RS232,Cynergy 3,INTERFACE MOD RS-232 VOLT/CUR,5,0,"342.03000","0","1","Bulk","-","Active","Gateway Module"
https://www.cynergy3.com/sites/default/files/SC-E-100%202017_0.pdf,//media.digikey.com/photos/Cynergy%203/MFG_SC-E-100.jpg,725-1621-ND,SC-E-100-RS485,Cynergy 3,INTERFACE MOD RS-485 VOLT/CUR,5,0,"342.03000","0","1","Bulk","-","Active","Gateway Module"
-,//media.digikey.com/photos/Weidmuller/7920400000.JPG,281-4960-ND,7920400000,Weidmüller,WAVEPAK LOOP SPLITTER C1D2 Z2,2,5,"346.68000","0","1","Bulk","-","Active","Signal Conditioner Multiplier"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2810078_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2810078.JPG,277-9326-ND,2810078,Phoenix Contact,3-WAY ISOLATING AMP 4-20MA,5,0,"355.24000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2865586,//media.digikey.com/Photos/Phoenix%20Photos/2865586.jpg,277-5248-ND,2865586,Phoenix Contact,ISOLATED AMP 2 CHAN DIN RAIL,3,0,"366.76000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1176000000_DS.pdf,//media.digikey.com/photos/Weidmuller/MFG_1176000000.JPG,281-3380-ND,1176000000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,2,23,"374.40000","0","1","Bulk","-","Active","Signal Conditioner"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1481960000.pdf,//media.digikey.com/Photos/Weidmuller/MFG_1481960000.jpg,281-6294-ND,1481960000,Weidmüller,SIGNAL CONDITIONER ACT20P,4,10,"375.45000","0","1","Bulk","-","Active","Signal Conditioner"
-,//media.digikey.com/Photos/Weidmuller/1160761001.jpg,281-5519-ND,1160761001,Weidmüller,CONVERTER DA,2,0,"377.23000","0","1","Bulk","RS","Active","DA Converter"
-,//media.digikey.com/Photos/Weidmuller/8975640000.JPG,281-6111-ND,8975640000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,4,13,"383.17000","0","1","Bulk","-","Active","Temperature Transducer"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1175990000_DS.pdf,//media.digikey.com/Photos/Weidmuller/1175990000.jpg,281-3382-ND,1175990000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,2,52,"384.57000","0","1","Bulk","-","Active","Isolation Amplifier"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/7760054117_DS.pdf,//media.digikey.com/Photos/Weidmuller/7760054117.jpg,281-3395-ND,7760054117,Weidmüller,ACT20P-2CI-2CO-12,2,6,"393.17000","0","1","Bulk","-","Active","Signal Conditioner"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1453210000_DS.pdf,//media.digikey.com/photos/Weidmuller/MFG_1453210000.jpg,281-3391-ND,1453210000,Weidmüller,ACT20P-UI-AO-DO-LP-S,2,1,"396.44000","0","1","Bulk","-","Active","Signal Conditioner"
https://www.cynergy3.com/sites/default/files/SC-E-100%202017_0.pdf,//media.digikey.com/photos/Cynergy%203/MFG_SC-E-100.jpg,725-1622-ND,SC-E-100-E,Cynergy 3,INTERFACE MOD ETHERNET VOLT/CUR,5,0,"417.35000","0","1","Bulk","-","Active","Gateway Module"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2811860,-,277-17306-ND,2811860,Phoenix Contact,MACX MCR-T-UI-UP-SP,3,0,"422.54000","0","1","-","*","Active","-"
-,//media.digikey.com/photos/Weidmuller/MFG_1176000000.JPG,281-3379-ND,1176020000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,2,100,"425.28000","0","1","Bulk","-","Active","Signal Conditioner"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1176030000.pdf,//media.digikey.com/Photos/Weidmuller/MFG_1176030000.jpg,281-3375-ND,1176030000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,2,64,"425.28000","0","1","Bulk","-","Active","Signal Conditioner"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2811556,//media.digikey.com/Photos/Phoenix%20Photos/2811556.JPG,277-9328-ND,2811556,Phoenix Contact,MCR 3-WAY ISOLATING AMPLIFIER,4,0,"456.45000","0","1","Bulk","MACX MCR","Active","Isolation Amplifier"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2865654,-,277-17313-ND,2865654,Phoenix Contact,ISOLATED AMP,3,14,"553.59000","0","1","-","*","Active","-"
http://alliancesensors.com/sites/default/files/SC200_Datasheet%20(003)%20CE.pdf,//media.digikey.com/Photos/Alliance%20Sensors%20Group/MFG_SC-200.jpg,1817-1067-ND,SC-200,Alliance Sensors Group,AC-LVDT SIGNAL CONDITIONER,4,0,"570.00000","0","1","Bulk","-","Active","Signal Conditioner"
http://alliancesensors.com/sites/default/files/pdfs/S2A_Datasheet.pdf,-,1817-1070-ND,S2A,Alliance Sensors Group,LVDT SIGNAL CONDITIONER DIN RAIL,8,0,"600.00000","0","1","Bulk","S2A","Active","Signal Conditioner"
-,-,1110-4375-ND,ANUJ6172,Panasonic Industrial Automation Sales,365NM STND MAX 9300MW/CM2,4,0,"1100.01000","0","1","Bulk","UJ61","Active","UV Curing Sensor Head"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2702235.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2702235.jpg,277-17296-ND,2702235,Phoenix Contact,8-CHANNEL HART EXPANSION MODULE,3,30,"1192.01000","0","1","-","*","Active","-"
http://www.redlion.net/files/213/3806,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_IAMS0010.jpg,RLC229-ND,IAMS0010,Red Lion Controls,IAMS WITH SETPOINT,4,0,"225.82000","0","1","Bulk","IAMS","Active","Signal Conditioner"
-,//media.digikey.com/Photos/Phoenix%20Photos/2810780.JPG,277-4904-ND,2810780,Phoenix Contact,3-WAY ISOLATING AMP 4-20MA,0,38,"243.96000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
https://www3.panasonic.biz/ac/e_download/fasys/uv/led/catalog/uv_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ANUJ3500.jpg,1110-3258-ND,ANUJ3500,Panasonic Industrial Automation Sales,UJ35 CONTROLLER,1,0,"1680.01000","0","1","Bulk","UJ35","Active","UV Curing Controller"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2865434,//media.digikey.com/Photos/Phoenix%20Photos/2865434.JPG,277-4977-ND,2865434,Phoenix Contact,ISOLATED AMP 2 CHAN DIN RAIL,0,76,"168.01000","0","1","Bulk","MACX MCR","Active","NAMUR Input Relay"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/106298_Ds.pdf,//media.digikey.com/photos/Phoenix%20Photos/2902061.JPG,277-16328-ND,2902061,Phoenix Contact,OUTPUT LOOP-POWERED 2-WAY ISOLAT,1,26,"183.50000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2865476,//media.digikey.com/Photos/Phoenix%20Photos/2865476.JPG,277-4853-ND,2865476,Phoenix Contact,ISOLATED AMP 2 CHAN DIN RAIL,0,198,"210.94000","0","1","Bulk","MACX MCR","Active","NAMUR Input Relay"
http://www.redlion.net/files/213/3928,//media.digikey.com/Photos/Red%20Lion%20Photos/IFMA0065.JPG,RLC462-ND,IFMA0065,Red Lion Controls,FREQUENCY TO ANALOG CONVERTER AC,0,0,"252.20000","0","1","Bulk","IFMA","Active","Frequency Transducer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2906244,//media.digikey.com/photos/Phoenix%20Photos/MFG_2906244.jpg,277-17336-ND,2906244,Phoenix Contact,"MACX MCR VOLTAGE TRANSDUCER, FOR",1,3,"395.63000","0","1","Bulk","MINI MCR","Active","Isolation Amplifier"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2864147,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2864147.jpg,277-14739-ND,2864147,Phoenix Contact,POWER TERM BLOCK DIN RAIL,3,0,"79.18000","0","1","Bulk","MINI MCR","Active","Power Terminal Block"
-,//media.digikey.com/photos/Phoenix%20Photos/2864134.JPG,277-4937-ND,2864134,Phoenix Contact,POWER TERM BLOCK DIN RAIL,1,60,"79.18000","0","1","Bulk","MINI MCR","Active","Power Terminal Block"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2903591,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2903591.jpg,277-14833-ND,2903591,Phoenix Contact,SCK-M-U-1500V,0,0,"159.04000","0","1","Bulk","-","Active","Data Interface"
http://www.redlion.net/files/213/3905,//media.digikey.com/Photos/Red%20Lion%20Photos/ICM40030.JPG,RLC460-ND,ICM40030,Red Lion Controls,SERIAL CONVERT MOD RS232C/RS485,1,0,"160.26000","0","1","Bulk","ICM4","Active","Communications Interface Module"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2901674,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2901674.jpg,277-14798-ND,2901674,Phoenix Contact,PV STRING MONITOR MODULE,1,0,"192.57000","0","1","Bulk","-","Active","Data Interface"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2905249,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2905249.jpg,277-14887-ND,2905249,Phoenix Contact,MINI MCR-2-TC-UI-PT,1,10,"209.25000","0","1","Bulk","MINI MCR","Active","Temperature Transducer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2902016,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902016.jpg,277-14806-ND,2902016,Phoenix Contact,MINI MCR-2-POT-UI,1,12,"230.75000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
-,//media.digikey.com/Photos/Phoenix%20Photos/2813538.JPG,277-5173-ND,2813538,Phoenix Contact,3-WAY ISOLATING AMP 4-20MA,1,68,"246.10000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
-,//media.digikey.com/Photos/Phoenix%20Photos/2813525.JPG,277-5086-ND,2813525,Phoenix Contact,SIGNAL CONDITIONER 4-20MA DIN,1,0,"246.10000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2813512,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2813512.jpg,277-14716-ND,2813512,Phoenix Contact,MCR 3-WAY ISOLATING AMPLIFIER,1,0,"246.10000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2813583,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2813583.jpg,277-14718-ND,2813583,Phoenix Contact,MCR 3-WAY ISOLATING AMPLIFIER,0,0,"248.51000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
http://www.redlion.net/files/213/3806,//media.digikey.com/Photos/Red%20Lion%20Photos/IAMS0011.JPG,RLC591-ND,IAMS0011,Red Lion Controls,IAMS WITH ANALOG AND SETPOINT,1,0,"264.87000","0","1","Bulk","IAMS","Active","Signal Conditioner"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2810308,//media.digikey.com/Photos/Phoenix%20Photos/2810308.JPG,277-5194-ND,2810308,Phoenix Contact,TEMP TRANSDUCER DIN RAIL,1,0,"265.90000","0","1","Bulk","MINI MCR","Active","Temperature Transducer"
-,//media.digikey.com/photos/Phoenix%20Photos/2864419.JPG,277-4891-ND,2864419,Phoenix Contact,1 CHANNEL LOOP POWERED ISOLATOR,1,170,"284.62000","0","1","Bulk","MINI MCR","Active","Passive Isolator"
-,//media.digikey.com/Photos/Phoenix%20Photos/2814508.JPG,277-4859-ND,2814508,Phoenix Contact,3 WAY ISOLATING AMP 4-20MA,1,71,"438.48000","0","1","Bulk","MCR","Active","Isolation Amplifier"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2814511,//media.digikey.com/Photos/Phoenix%20Photos/2814511.JPG,277-4920-ND,2814511,Phoenix Contact,3 WAY ISOLATING AMP 4-20MA,1,6,"438.48000","0","1","Bulk","MCR","Active","Signal Conditioner"
-,//media.digikey.com/Photos/Phoenix%20Photos/2814469.JPG,277-4909-ND,2814469,Phoenix Contact,3 WAY ISOLATING AMP 4-20MA,1,25,"438.48000","0","1","Bulk","MCR","Active","Isolation Amplifier"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2808226,//media.digikey.com/Photos/Phoenix%20Photos/2808226.jpg,277-14711-ND,2808226,Phoenix Contact,8-BIT DIGITAL/ANALOG CONVERTER,1,0,"547.68000","0","1","Bulk","MCR","Active","DA Converter"
-,//media.digikey.com/photos/Phoenix%20Photos/2864587.JPG,277-5143-ND,2864587,Phoenix Contact,TEMP MEASURING TRANS 4-20MA,1,0,"658.27000","0","1","Bulk","MCR","Active","Temperature Transducer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2865955,//media.digikey.com/photos/Phoenix%20Photos/2865955.JPG,277-9370-ND,2865955,Phoenix Contact,REPEATER POWER SUPPLY,1,156,"297.08000","0","1","Bulk","MACX MCR","Active","Isolation Amplifier"
-,//media.digikey.com/photos/Phoenix%20Photos/2835574.JPG,277-9348-ND,2835574,Phoenix Contact,EX-I BINARY ISOLATION AMP,1,0,"313.76000","0","1","Bulk","-","Active","NAMUR Input Relay"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2903244,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2903244.jpg,277-14826-ND,2903244,Phoenix Contact,EU5C-SWD-EIP-MODTCP PXC,1,1,"447.85000","0","1","Bulk","-","Active","Data Interface"
-,//media.digikey.com/photos/Phoenix%20Photos/2864561.JPG,277-4986-ND,2864561,Phoenix Contact,TEMP MEASURING TRANS 4-20MA,1,24,"449.97000","0","1","Bulk","MCR","Active","Temperature Transducer"
-,//media.digikey.com/Photos/Phoenix%20Photos/2865243.JPG,277-9368-ND,2865243,Phoenix Contact,PI-EX-RPSS,1,0,"535.30000","0","1","Bulk","-","Active","Isolation Amplifier"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2754927.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2754927.jpg,277-3170-ND,2754927,Phoenix Contact,DIGITAL INPUT MODULE,1,0,"975.01000","0","1","Bulk","IB ST","Active","Input Module"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2901994_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2901994.jpg,277-16799-ND,2901994,Phoenix Contact,SINGLE-CHANNEL INPUT LOOP-POWERE,1,74,"138.50000","0","1","Bulk","MINI MCR","Active","Isolation Amplifier"
-,-,281-4448-ND,1375500000,Weidmüller,ACT20M-TCI-AO-E-S,1,8,"147.36000","0","1","Bulk","-","Active","Temperature Transducer"
-,//media.digikey.com/Photos/Weidmuller/MFG_8965370000.jpg,281-5040-ND,8965370000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,1,115,"239.08000","0","1","Bulk","-","Active","NAMUR Input Relay"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2864202_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2864202.jpg,277-16768-ND,2864202,Phoenix Contact,TEMP TRANSDUCER DIN RAIL,1,0,"276.06000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1435590000_DS.pdf,//media.digikey.com/Photos/Weidmuller/MFG_1435590000.jpg,281-3394-ND,1435590000,Weidmüller,ACT20M-RTCI-CO-OLP-S,1,37,"296.69000","0","1","Bulk","-","Active","Temperature Transducer"
-,//media.digikey.com/Photos/Weidmuller/8965430000.jpg,281-5041-ND,8965430000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,1,8,"374.27000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1477420000_DS.pdf,//media.digikey.com/Photos/Weidmuller/MFG_1477420000.jpg,281-4474-ND,1477420000,Weidmüller,ACT20P-AI-AO-DC-S,1,27,"376.72000","0","1","Bulk","-","Active","Signal Conditioner"
-,//media.digikey.com/Photos/Weidmuller/8965440000.jpg,281-6110-ND,8965440000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,1,45,"519.78000","0","1","Bulk","-","Active","Isolation Amplifier"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/8939670000_DS.pdf,//media.digikey.com/photos/Weidmuller/MFG_8939670000.jpg,281-3387-ND,8939670000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,1,3,"602.97000","0","1","Bulk","WAVE","Active","Temperature Transducer"
-,-,281-5042-ND,8965490000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,1,32,"623.74000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2702321,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2702321.jpg,277-16737-ND,2702321,Phoenix Contact,ETHERNET HART MULTIPLEXER,0,0,"1203.00000","0","1","-","*","Active","-"
-,-,1110-4376-ND,ANUJ6187,Panasonic Industrial Automation Sales,385NM WAVELENGTH HIGH-OUTPUT HD,0,0,"1680.01000","0","1","Bulk","ANUJ6180","Active","UV Curing Sensor Head"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1433155.pdf,-,1433155-ND,1433155,Phoenix Contact,AS-INTERFACE DISTRIBUTOR,0,10,"14.72000","0","1","Bulk","-","Active","ASI Distributor"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1405619,-,1405619-ND,1405619,Phoenix Contact,SAC-ASI-J-Y-N-M12FS,0,0,"23.73000","0","1","Bulk","-","Active","ASI Distributor"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1404414.pdf,-,1404414-ND,1404414,Phoenix Contact,AS-INTERFACE DISTRIBUTOR M12 FML,0,0,"25.09000","0","1","Bulk","-","Active","ASI Distributor"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1433168.pdf,-,1433168-ND,1433168,Phoenix Contact,AS-INTERFACE DISTRIBUTOR,0,0,"25.55000","0","1","Bulk","-","Active","ASI Distributor"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1405622,-,1405622-ND,1405622,Phoenix Contact,SAC-ASI-J-Y-Y-N,0,0,"25.65000","0","1","Bulk","-","Active","ASI Distributor"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1404508.pdf,-,1404508-ND,1404508,Phoenix Contact,AS-INTERFACE DISTRIBUTOR,0,0,"27.76000","0","1","Bulk","-","Active","ASI Distributor"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1407580,-,1407580-ND,1407580,Phoenix Contact,SAC-ASI-J-Y-N-PUR-2 0-OE,0,0,"31.84000","0","1","Bulk","-","Active","ASI Distributor"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1407579,-,1407579-ND,1407579,Phoenix Contact,SAC-ASI-J-Y-B-FFKDS,0,0,"31.99000","0","1","Bulk","-","Active","ASI Distributor"
-,-,ANUJ6803-ND,ANUJ6803,Panasonic Industrial Automation Sales,200 VAC POWER CABLE,0,0,"32.00000","0","1","Bulk","UJ68","Active","UV Curing AC Adapter Cable"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1404498.pdf,-,1404498-ND,1404498,Phoenix Contact,AS-INTERFACE DISTRIBUTOR,0,0,"33.91000","0","1","Bulk","-","Active","ASI Distributor"
