Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products","Supplier Device Package"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_9_5.pdf,-,B65524C1008T001-ND,B65524C1008T001,EPCOS (TDK),BOBBIN COIL FORMER P 9 X 5,0,0,"0.77614","0","1000","B65524","Active","Bobbin (Coil Former), Vertical","P","P 9 x 5"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_7.pdf,-,B65820W1008D002-ND,B65820W1008D002,EPCOS (TDK),BOBBIN COIL FORMER RM 7,0,0,"0.78900","0","250","B65820","Active","Bobbin (Coil Former), Vertical","RM","RM 7"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B66456A1012T001.pdf,-,B66456A1012T001-ND,B66456A1012T001,EPCOS (TDK),BOBBIN COIL FORMER EV15X12-1 SMD,0,0,"0.81469","0","1280","B66456A","Active","Bobbin (Coil Former), Horizontal","EV","EV 15 x 12-1 SMD"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20125,-,9677242009-ND,9677242009,Fair-Rite Products Corp.,77 BOBBIN 3PC. ASSEMBLY,0,0,"0.84274","0","212","-","Active","Bobbin (Coil Former)","-","-"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20128,-,9677242008-ND,9677242008,Fair-Rite Products Corp.,77 BOBBIN 3PC. ASSEMBLY COATED,0,0,"0.90689","0","212","-","Active","Bobbin (Coil Former)","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_4.pdf,-,B65804B6010T002-ND,B65804B6010T002,EPCOS (TDK),BOBBIN COIL FORMER RM 4,0,0,"0.91878","0","1000","B65804","Active","Bobbin (Coil Former)","RM","RM 4"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_6.pdf,-,B65808N1108D002-ND,B65808N1108D002,EPCOS (TDK),COIL FORMER RM6 SUMIKON PM 9630,0,0,"0.93044","0","500","B65808","Active","Bobbin (Coil Former), Vertical","RM","RM 6"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20116,-,9677182008-ND,9677182008,Fair-Rite Products Corp.,77 BOBBIN 3PC. ASSEMBLY COATED,0,0,"0.94215","0","376","-","Active","Bobbin (Coil Former)","-","-"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20137,-,9677282009-ND,9677282009,Fair-Rite Products Corp.,77 BOBBIN 3PC. ASSEMBLY,0,0,"1.01759","0","212","-","Active","Bobbin (Coil Former)","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_9_5.pdf,-,B65518D2002X000-ND,B65518D2002X000,EPCOS (TDK),MOUNTING ASSEMBLY P 9 X 5,0,0,"1.17740","0","500","B65518","Active","Mounting Assembly","P","P 9 x 5"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20140,-,9677282008-ND,9677282008,Fair-Rite Products Corp.,77 BOBBIN 3PC. ASSEMBLY COATED,0,0,"1.29759","0","212","-","Active","Bobbin (Coil Former)","-","-"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20131,-,9677242409-ND,9677242409,Fair-Rite Products Corp.,77 BOBBIN 3PC. ASSEMBLY,0,0,"1.31778","0","212","-","Active","Bobbin (Coil Former)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B65843_44_Preliminary.pdf,-,B65844N1110T002-ND,B65844N1110T002,EPCOS (TDK),BOBBIN COIL FORMER EP 13,0,0,"1.36216","0","500","B65844","Active","Bobbin (Coil Former), Horizontal","EP","EP 13"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_8.pdf,-,B65812N1108D002-ND,B65812N1108D002,EPCOS (TDK),COILFORMER RM8 SUMIKON PM 9630,0,0,"1.48480","0","200","B65812","Active","Bobbin (Coil Former), Vertical","RM","RM 8"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20134,-,9677242408-ND,9677242408,Fair-Rite Products Corp.,77 BOBBIN 3PC. ASSEMBLY COATED,0,0,"1.58722","0","212","-","Active","Bobbin (Coil Former)","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_42_21_20.pdf,-,B66243S1012T001-ND,B66243S1012T001,EPCOS (TDK),BOBBIN COIL FORMER E 42X21X20,0,0,"1.78867","0","120","B66243","Active","Bobbin (Coil Former)","E","E 42 x 21 x 20"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20146,-,9677282508-ND,9677282508,Fair-Rite Products Corp.,77 BOBBIN 3PC. ASSEMBLY COATED,0,0,"2.02382","0","212","-","Active","Bobbin (Coil Former)","-","-"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20149,-,9677352509-ND,9677352509,Fair-Rite Products Corp.,77 BOBBIN 3PC. ASSEMBLY,0,0,"2.81321","0","78","-","Active","Bobbin (Coil Former)","-","-"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20161,-,9677453509-ND,9677453509,Fair-Rite Products Corp.,77 BOBBIN 3PC. ASSEMBLY,0,0,"5.15767","0","30","-","Active","Bobbin (Coil Former)","-","-"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20164,-,9677453508-ND,9677453508,Fair-Rite Products Corp.,77 BOBBIN 3PC. ASSEMBLY COATED,0,0,"5.81900","0","30","-","Active","Bobbin (Coil Former)","-","-"
-,-,B65695A20000X-ND,B65695A20000X,EPCOS (TDK),FERRITE CORES,0,0,"10.54000","0","40","B65695","Active","-","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_41_25.pdf,-,B65623A0001X000-ND,B65623A0001X000,EPCOS (TDK),MOUNTING ASSEMBLY P 41 X 25,0,0,"22.97920","0","50","B65623","Active","Mounting Assembly","P","P 41 x 25"
-,//media.digikey.com/Photos/Epcos%20Photos/B65804D1006D1.jpg,495-5201-ND,B65804D1006D001,EPCOS (TDK),BOBBIN COIL FORMER RM 4,0,0,"Obsolete","0","1000","B65804","Obsolete","Bobbin (Coil Former), Vertical","RM","RM 4"
-,-,B65804P1005D001-ND,B65804P1005D001,EPCOS (TDK),BOBBIN COIL FORMER RM 4,0,0,"Obsolete","0","1000","B65804","Obsolete","Bobbin (Coil Former), Vertical","RM","RM 4"
-,-,B65804V1006D001-ND,B65804V1006D001,EPCOS (TDK),BOBBIN COIL FORMER RM,0,0,"Obsolete","0","10000","B65804","Obsolete","Bobbin (Coil Former), Horizontal","RM","-"
-,//media.digikey.com/Photos/Epcos%20Photos/B65806P1004D1.jpg,495-5219-ND,B65806P1004D001,EPCOS (TDK),BOBBIN COIL FORMER RM 5,0,0,"Obsolete","0","500","B65806","Obsolete","Bobbin (Coil Former), Vertical","RM","RM 5"
-,-,B65806P1005D001-ND,B65806P1005D001,EPCOS (TDK),BOBBIN COIL FORMER RM 5,0,0,"Obsolete","0","500","B65806","Obsolete","Bobbin (Coil Former), Vertical","RM","RM 5"
-,//media.digikey.com/photos/Epcos%20Photos/B65806P1006D1.JPG,495-5220-ND,B65806P1006D001,EPCOS (TDK),BOBBIN COIL FORMER RM 5,0,0,"Obsolete","0","500","B65806","Obsolete","Bobbin (Coil Former), Vertical","RM","RM 5"
-,-,B65806P1006D002-ND,B65806P1006D002,EPCOS (TDK),BOBBIN COIL FORMER RM 5,0,0,"Obsolete","0","500","B65806","Obsolete","Bobbin (Coil Former), Vertical","RM","RM 5"
-,//media.digikey.com/Photos/Epcos%20Photos/B65806P1008D1.JPG,495-5221-ND,B65806P1008D001,EPCOS (TDK),BOBBIN COIL FORMER RM 5,0,0,"Obsolete","0","500","B65806","Obsolete","Bobbin (Coil Former), Vertical","RM","RM 5"
"//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B65807,08,21,B65659_Rev2017.pdf",-,B65808P1004D001-ND,B65808P1004D001,EPCOS (TDK),BOBBIN COIL FORMER RM 6,0,0,"Obsolete","0","500","B65808","Obsolete","Bobbin (Coil Former), Vertical","RM","RM 6"
"//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B65807,08,21,B65659_Rev2017.pdf",-,B65808P1005D001-ND,B65808P1005D001,EPCOS (TDK),BOBBIN COIL FORMER RM 6,0,0,"Obsolete","0","500","B65808","Obsolete","Bobbin (Coil Former), Vertical","RM","RM 6"
"//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B65807,08,21,B65659_Rev2017.pdf",//media.digikey.com/Photos/Epcos%20Photos/B65808P1006D1.JPG,495-5246-ND,B65808P1006D001,EPCOS (TDK),BOBBIN COIL FORMER RM 6,0,0,"Obsolete","0","500","B65808","Obsolete","Bobbin (Coil Former), Vertical","RM","RM 6"
"//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B65807,08,21,B65659_Rev2017.pdf",//media.digikey.com/Photos/Epcos%20Photos/B65808S1108D2.JPG,495-5247-ND,B65808S1108D002,EPCOS (TDK),BOBBIN COIL FORMER RM 6,0,0,"Obsolete","0","500","B65808","Obsolete","Bobbin (Coil Former), Vertical","RM","RM 6"
"//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B65811,12_Series_Rev2017.pdf",//media.digikey.com/Photos/Epcos%20Photos/B65812P1005D1.JPG,495-5270-ND,B65812P1005D001,EPCOS (TDK),BOBBIN COIL FORMER RM 8,0,0,"Obsolete","0","600","B65812","Obsolete","Bobbin (Coil Former), Vertical","RM","RM 8"
"//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B65811,12_Series_Rev2017.pdf",//media.digikey.com/Photos/Epcos%20Photos/B65812P1008D1.JPG,495-5271-ND,B65812P1008D001,EPCOS (TDK),BOBBIN COIL FORMER RM 8,0,0,"Obsolete","0","400","B65812","Obsolete","Bobbin (Coil Former), Vertical","RM","RM 8"
"//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B65811,12_Series_Rev2017.pdf",//media.digikey.com/Photos/Epcos%20Photos/B65812P1008D2.JPG,495-5272-ND,B65812P1008D002,EPCOS (TDK),BOBBIN COIL FORMER RM 8,0,0,"Obsolete","0","400","B65812","Obsolete","Bobbin (Coil Former), Vertical","RM","RM 8"
"//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B65811,12_Series_Rev2017.pdf",-,B65812P1012D001-ND,B65812P1012D001,EPCOS (TDK),BOBBIN COIL FORMER RM 8,0,0,"Obsolete","0","400","B65812","Obsolete","Bobbin (Coil Former), Vertical","RM","RM 8"
-,//media.digikey.com/Photos/Epcos%20Photos/B65814P1012D1.JPG,495-5291-ND,B65814P1012D001,EPCOS (TDK),BOBBIN COIL FORMER RM 10,0,0,"Obsolete","0","400","B65814","Obsolete","Bobbin (Coil Former), Vertical","RM","RM 10"
-,//media.digikey.com/photos/Epcos%20Photos/B66272J1013T1.JPG,495-5385-ND,B66272J1013T001,EPCOS (TDK),BOBBIN COIL FORMER EC 35X17X10,0,0,"Obsolete","0","300","B66272","Obsolete","Bobbin (Coil Former), Horizontal","EC","EC 35 x 17 x 10"
"//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B66347,8_Series_Rev2015.pdf",-,B66348A1018T1-ND,B66348A1018T1,EPCOS (TDK),BOBBIN COIL FORMER ER 42X22X15,0,0,"Obsolete","0","10088","B66348","Obsolete","Bobbin (Coil Former), Vertical","ER","ER 42 x 22 x 15"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_6.pdf,//media.digikey.com/photos/Epcos%20Photos/B65808A5000X.JPG,495-5238-ND,B65808A5000X000,EPCOS (TDK),INSULATING WASHER RM 6,0,0,"Obsolete","0","2500","B65808","Obsolete","Insulating Washer","RM","RM 6"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_8.pdf,//media.digikey.com/photos/Epcos%20Photos/B65812A5000X.JPG,495-5263-2-ND,B65812A5000X000,EPCOS (TDK),INSULATING WASHER RM 8,0,0,"Obsolete","0","2000","B65812","Obsolete","Insulating Washer","RM","RM 8"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_8.pdf,//media.digikey.com/photos/Epcos%20Photos/B65812A5000X.JPG,495-5263-1-ND,B65812A5000X000,EPCOS (TDK),INSULATING WASHER RM 8,0,0,"Obsolete","0","1","B65812","Obsolete","Insulating Washer","RM","RM 8"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_10.pdf,//media.digikey.com/photos/Epcos%20Photos/B65814B5000X.JPG,495-5286-2-ND,B65814B5000X000,EPCOS (TDK),INSULATING WASHER RM 10,0,0,"Obsolete","0","1200","B65814","Obsolete","Insulating Washer","RM","RM 10"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_10.pdf,//media.digikey.com/photos/Epcos%20Photos/B65814B5000X.JPG,495-5286-1-ND,B65814B5000X000,EPCOS (TDK),INSULATING WASHER RM 10,0,0,"Obsolete","0","1","B65814","Obsolete","Insulating Washer","RM","RM 10"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_7.pdf,-,B65820A5000X000-ND,B65820A5000X000,EPCOS (TDK),INSULATING WASHER RM 7,0,0,"Obsolete","0","2000","B65820","Obsolete","Insulating Washer","RM","RM 7"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B65839_40_Series_Rev2015.pdf,-,B65840D2000X-ND,B65840D2000X,EPCOS (TDK),YOKE EP 7,0,0,"Obsolete","0","5000","B65840","Obsolete","Yoke","EP","EP 7"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E19_8_5.pdf,-,1779-1314-ND,CPH-E19/8/5-2S-4P-C,Ferroxcube,COIL FORMER HORIZONTAL,0,0,"Obsolete","0","1000","-","Obsolete","Bobbin (Coil Former), Horizontal","E","E 19 x 8 x 5"
//media.digikey.com/pdf/Data%20Sheets/Ferroxcube%20PDFs/CPHS_EP13_xS_10P_Z_DS.pdf,//media.digikey.com/Photos/Ferroxcube/CPHS-EP13-1S-10P-Z.JPG,1779-1324-ND,CPHS-EP13-1S-10P-Z,Ferroxcube,COIL FORMER HORIZONTAL SMD,0,0,"Obsolete","0","1","-","Obsolete","Bobbin (Coil Former), Horizontal","EP","EP 13"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/RM12_I.pdf,-,1779-1396-ND,CPV-RM12/I-1S-12PD,Ferroxcube,COIL FORMER VERTICAL,0,0,"Obsolete","0","300","-","Obsolete","Bobbin (Coil Former), Vertical","RM","RM 12"
