Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products","Supplier Device Package"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P26_16.pdf,//media.digikey.com/Photos/Ferroxcube/SPR-P26%5E16.JPG,1779-1441-ND,SPR-P26/16,Ferroxcube,SPRING,761,0,"0.79000","0","1","-","Active","Spring","P","P 26 x 16"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P30_19.pdf,//media.digikey.com/Photos/Ferroxcube/SPR-P30%5E19.JPG,1779-1442-ND,SPR-P30/19,Ferroxcube,SPRING,593,0,"0.79000","0","1","-","Active","Spring","P","P 30 x 19"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E30_15_7.pdf,//media.digikey.com/Photos/Ferroxcube/CPH-E30%5E15%5E7-1S-10P-C.JPG,1779-1318-ND,CPH-E30/15/7-1S-10P-C,Ferroxcube,COIL FORMER HORIZONTAL,563,0,"0.83000","0","1","-","Active","Bobbin (Coil Former), Horizontal","E","E 30 x 15 x 7"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E25_13_7.pdf,//media.digikey.com/Photos/Ferroxcube/CPH-E25%5E13%5E7-1S-10P.JPG,1779-1317-ND,CPH-E25/13/7-1S-10P,Ferroxcube,COIL FORMER HORIZONTAL,399,0,"0.83000","0","1","-","Active","Bobbin (Coil Former), Horizontal","E","E 25 x 13 x 7"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/toroids_accessories.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64292A1204X.jpg,495-6623-ND,B64292A1204X000,EPCOS (TDK),HOUSING VERTICAL TOROIDS,646,0,"0.90000","0","1","B64242","Active","Housing (Vertical)","Toroids","-"
https://www.ferroxcube.com/upload/media/product/file/Acc_ds/433506026721.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-PQ20%5E16-1S-14PD-Z.jpg,1779-1380-ND,CPV-PQ20/16-1S-14PD-Z,Ferroxcube,COIL FORMER VERTICAL,683,0,"0.92000","0","1","-","Active","-","-","-"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P18_11.pdf,//media.digikey.com/Photos/Ferroxcube/CLM%5ETP-P18%5E11-TZ.JPG,1779-1287-ND,CLM/TP-P18/11-TZ,Ferroxcube,U SHAPED CLIP,614,0,"0.92000","0","1","-","Active","Clamp","P","P 18 x 11"
//media.digikey.com/pdf/Data%20Sheets/Ferroxcube%20PDFs/CPH_E25_10_6_1S_10PD_C_Dwg.pdf,//media.digikey.com/Photos/Ferroxcube/CPH-E25%5E10%5E6-1S-10PD-C.JPG,1779-1316-ND,CPH-E25/10/6-1S-10PD-C,Ferroxcube,COIL FORMER HORIZONTAL,463,0,"0.92000","0","1","-","Active","Bobbin (Coil Former), Horizontal","E","E 25 x 10 x 6"
https://www.ferroxcube.com/upload/media/product/file/Acc_ds/433506026781.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-PQ26%5E25-1S-12PD-Z.jpg,1779-1386-ND,CPV-PQ26/25-1S-12PD-Z,Ferroxcube,COIL FORMER VERTICAL,895,0,"0.93000","0","1","-","Active","Bobbin (Coil Former), Vertical","PQ","PQ 26 x 25"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/RM14_I.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-RM14%5EI-1S-12PD-TZ.jpg,1779-1399-ND,CPV-RM14/I-1S-12PD-TZ,Ferroxcube,COIL FORMER VERTICAL,132,0,"0.94000","0","1","-","Active","Bobbin (Coil Former), Vertical","RM","RM 14"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P36_22.pdf,//media.digikey.com/Photos/Ferroxcube/SPR-P36%5E22.JPG,1779-1443-ND,SPR-P36/22,Ferroxcube,SPRING,107,0,"0.94000","0","1","-","Active","Spring","P","P 36 x 22"
https://www.ferroxcube.com/upload/media/product/file/Acc_ds/433506026761.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-PQ26%5E20-1S-12PD-Z.jpg,1779-1384-ND,CPV-PQ26/20-1S-12PD-Z,Ferroxcube,COIL FORMER VERTICAL,983,0,"0.95000","0","1","-","Active","Bobbin (Coil Former), Vertical","PQ","PQ 26 x 20"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/RM8_I.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-RM8%5EI-1S-12PD-TZ.jpg,1779-1402-ND,CPV-RM8/I-1S-12PD,Ferroxcube,COIL FORMER VERTICAL,542,0,"0.95000","0","1","-","Active","Bobbin (Coil Former), Vertical","RM","RM 8"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_11_7.pdf,//media.digikey.com/photos/Epcos%20Photos/B65806C3001X22.JPG,495-5216-ND,B65806C3001X022,EPCOS (TDK),ADJUSTMENT SCREW RM 5,678,0,"1.00000","0","1","B65806","Active","Adjusting Screw","RM","RM 4, RM 5, P 11 x 7"
https://www.ferroxcube.com/upload/media/product/file/Acc_ds/432202107371.pdf,//media.digikey.com/Photos/Ferroxcube/CSV-PQ26%5E25-1S-12P-ZF.JPG,1779-1425-ND,CSV-PQ26/25-1S-12P-ZF,Ferroxcube,COIL FORMER VERTICAL,480,0,"1.01000","0","1","-","Active","Bobbin (Coil Former), Vertical","PQ","PQ 26 x 25"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/toroids_accessories.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64292A1304X.JPG,495-6624-ND,B64292A1304X000,EPCOS (TDK),HOUSING VERTICAL TOROIDS,407,0,"1.06000","0","1","B64242","Active","Housing (Vertical)","Toroids","-"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E42_21_20.pdf,//media.digikey.com/Photos/Ferroxcube/CP-E42%5E21%5E20-1S.JPG,1779-1308-ND,CP-E42/21/20-1S,Ferroxcube,COIL FORMER,834,0,"1.10000","0","1","-","Active","Bobbin (Coil Former)","E","E 42 x 21 x 20"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/toroids_accessories.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64291A1404X.JPG,495-6614-ND,B64291A1404X000,EPCOS (TDK),HOUSING HORIZONTAL TOROIDS,341,0,"1.10000","0","1","B64291","Active","Housing (Horizontal)","Toroids","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/ep_13.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65844X1010D2.jpg,495-5321-ND,B65844X1010D002,EPCOS (TDK),BOBBIN COIL FORMER EP 13,931,0,"1.17000","0","1","B65844","Active","Bobbin (Coil Former), Horizontal","EP","EP 13, EPO 13"
https://www.ferroxcube.com/upload/media/product/file/Acc_ds/433506026801.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-PQ32%5E20-1S-12PD-Z.jpg,1779-1388-ND,CPV-PQ32/20-1S-12PD-Z,Ferroxcube,COIL FORMER VERTICAL,136,0,"1.18000","0","1","-","Active","Bobbin (Coil Former), Vertical","PQ","PQ 32 x 20"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P42_29.pdf,//media.digikey.com/Photos/Ferroxcube/SPR-P42%5E29.jpg,1779-1444-ND,SPR-P42/29,Ferroxcube,SPRING,351,0,"1.20000","0","1","-","Active","Spring","P","P 42 x 29"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E42_21_15.pdf,//media.digikey.com/Photos/Ferroxcube/CLA-E42%5E21%5E15.jpg,1779-1249-ND,CLA-E42/21/15,Ferroxcube,CLAMP,182,0,"1.22000","0","1","-","Active","Clamp","E","E 42 x 21 x 15"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/pq_26_20.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65878E0012D001.jpg,495-75904-ND,B65878E0012D001,EPCOS (TDK),BOBBIN COIL FORMER PQ 26 X 20,449,0,"1.24000","0","1","B65878E","Active","Bobbin (Coil Former), Vertical","PQ","PQ 26 x 20"
https://www.ferroxcube.com/upload/media/product/file/Acc_ds/432202103851.pdf,//media.digikey.com/Photos/Ferroxcube/CLM%5EP-PQ20%5E20.jpg,1779-1275-ND,CLM/P-PQ20/20,Ferroxcube,U SHAPED CLIP,900,0,"1.24000","0","1","-","Active","Clamp","PQ","PQ 20 x 20"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_25_13_7.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66208W1010T1.jpg,495-5374-ND,B66208W1010T001,EPCOS (TDK),BOBBIN COIL FORMER E 25 X 13 X 7,745,0,"1.24000","0","1","B66208","Active","Bobbin (Coil Former), Vertical","E","E 25 x 13 x 7"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E56_24_19.pdf,//media.digikey.com/Photos/Ferroxcube/CPH-E56%5E24%5E19-1S-12PD-Z.JPG,1779-1323-ND,CPH-E56/24/19-1S-12PD-Z,Ferroxcube,COIL FORMER HORIZONTAL,348,0,"1.25000","0","1","-","Active","Bobbin (Coil Former), Horizontal","E","E 56 x 24 x 19"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E55_28_21.pdf,//media.digikey.com/Photos/Ferroxcube/MFG_SPR-E55%5E28%5E21.jpg,1779-1431-ND,SPR-E55/28/21,Ferroxcube,SPRING,319,0,"1.25000","0","1","-","Active","Spring","E","E 55 x 28 x 21"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E34_14_9.pdf,//media.digikey.com/Photos/Ferroxcube/CPH-E34%5E14%5E9-1S-12PD-Z.JPG,1779-1320-ND,CPH-E34/14/9-1S-12PD-Z,Ferroxcube,COIL FORMER HORIZONTAL,314,0,"1.27000","0","1","-","Active","Bobbin (Coil Former), Horizontal","E","E 34 x 14 x 9"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/toroids_accessories.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64291A1504X.JPG,495-6615-ND,B64291A1504X000,EPCOS (TDK),HOUSING HORIZONTAL TOROIDS,115,0,"1.40000","0","1","B64291","Active","Housing (Horizontal)","Toroids","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/toroids_accessories.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64292A1404X.JPG,495-6625-ND,B64292A1404X000,EPCOS (TDK),HOUSING VERTICAL TOROIDS,104,0,"1.40000","0","1","B64242","Active","Housing (Vertical)","Toroids","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_18_11.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65659F4X23.jpg,495-5157-ND,B65659F0004X023,EPCOS (TDK),ADJUSTMENT SCREW RM 6,521,0,"1.42000","0","1","B65659","Active","Adjusting Screw","RM","RM 6, RM 7, P 18 x 11"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P14_8.pdf,//media.digikey.com/Photos/Ferroxcube/TGP-P14%5E8-C.JPG,1779-1446-ND,TGP-P14/8-C,Ferroxcube,TAG PLATE,672,0,"1.46000","0","1","-","Active","-","P","P 14 x 8"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_11_7.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65539C1003X1.jpg,495-5124-ND,B65539C1003X001,EPCOS (TDK),ADJUSTMENT SCREW RM 5,785,0,"1.48000","0","1","B65539","Active","Adjusting Screw","RM","RM 4, RM 5, P 11 x 7"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_13_7_4.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66202B1108T1.jpg,495-5362-ND,B66202B1108T001,EPCOS (TDK),BOBBIN COIL FORMER E 13 X 7 X 4,132,0,"1.49000","0","1","B66202","Active","Bobbin (Coil Former), Horizontal","E","E 13 x 7 x 4"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P18_11.pdf,//media.digikey.com/Photos/Ferroxcube/TGP-P18%5E11-C.JPG,1779-1447-ND,TGP-P18/11-C,Ferroxcube,TAG PLATE,703,0,"1.51000","0","1","-","Active","-","P","P 18 x 11"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_7.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65820W1008D1.JPG,495-5307-ND,B65820W1008D001,EPCOS (TDK),BOBBIN COIL FORMER RM 7,844,0,"1.53000","0","1","B65820","Active","Bobbin (Coil Former), Vertical","RM","RM 7"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P26_16.pdf,//media.digikey.com/Photos/Ferroxcube/TGP-P26%5E16-C.JPG,1779-1449-ND,TGP-P26/16-C,Ferroxcube,TAG PLATE,733,0,"1.61000","0","1","-","Active","-","P","P 26 x 16"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_25_13_7.pdf,//media.digikey.com/photos/Epcos%20Photos/B66208A2003X.JPG,495-5370-ND,B66208A2003X000,EPCOS (TDK),YOKE E 25 X 13 X 7,441,0,"1.63000","0","1","B66208","Active","Yoke","E","E 25 x 13 x 7"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_13_7_4.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66306C1010T2.jpg,495-5410-ND,B66306C1010T002,EPCOS (TDK),BOBBIN COIL FORMER E 13 X 7 X 4,230,0,"1.65000","0","1","B66306","Active","Bobbin (Coil Former), Horizontal","E","E 13 x 7 x 4"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_10.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65814N1008D2.jpg,495-5289-ND,B65814N1008D002,EPCOS (TDK),BOBBIN COIL FORMER RM 10,949,0,"1.71000","0","1","B65814","Active","Bobbin (Coil Former), Vertical","RM","RM 10"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P18_11.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-P18%5E11-1S-6PD-Z.jpg,1779-1366-ND,CPV-P18/11-1S-6PD-Z,Ferroxcube,COIL FORMER VERTICAL,479,0,"1.71000","0","1","-","Active","Bobbin (Coil Former), Vertical","P","P 18 x 11"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E30_15_7.pdf,//media.digikey.com/Photos/Ferroxcube/CLA-E30%5E15%5E7.jpg,1779-1248-ND,CLA-E30/15/7,Ferroxcube,CLAMP,247,0,"1.71000","0","1","-","Active","Clamp","E","E 30 x 15 x 7"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_11_7.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65539C1002X22.JPG,495-5123-ND,B65539C1002X022,EPCOS (TDK),ADJUSTMENT SCREW RM 5,90,0,"1.71000","0","1","B65539","Active","Adjusting Screw","RM","RM 4, RM 5, P 11 x 7"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_18_11.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65659F3X23.JPG,495-5156-ND,B65659F0003X023,EPCOS (TDK),ADJUSTMENT SCREW RM 6,682,0,"1.73000","0","1","B65659","Active","Adjusting Screw","RM","RM 6, RM 7, P 18 x 11"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P22_13.pdf,//media.digikey.com/Photos/Ferroxcube/TGP-P22%5E13-C.JPG,1779-1448-ND,TGP-P22/13-C,Ferroxcube,TAG PLATE,420,0,"1.74000","0","1","-","Active","-","P","P 22 x 13"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_14.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65888B2005X.JPG,495-5340-ND,B65888B2005X000,EPCOS (TDK),INSULATING WASHER RM 14,239,0,"1.74000","0","1","B65888","Active","Insulating Washer","RM","RM 14"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_30_15_7.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66232J1112T1.JPG,495-5381-ND,B66232J1112T001,EPCOS (TDK),BOBBIN COIL FORMER E 30 X 15 X 7,596,0,"1.82000","0","1","B66232","Active","Bobbin (Coil Former), Vertical","E","E 30 x 15 x 7"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_12.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65816C1512T1.JPG,495-5303-ND,B65816C1512T001,EPCOS (TDK),BOBBIN COIL FORMER RM 12,335,0,"1.82000","0","1","B65816","Active","Bobbin (Coil Former), Vertical","RM","RM 12"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_12.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65816N1012D1.jpg,495-5305-ND,B65816N1012D001,EPCOS (TDK),BOBBIN COIL FORMER RM 12,167,0,"1.82000","0","1","B65816","Active","Bobbin (Coil Former), Vertical","RM","RM 12"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/RM10_ILP.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-RM10%5EILP-1S-12PD.jpg,1779-1395-ND,CPV-RM10/ILP-1S-12PD,Ferroxcube,COIL FORMER VERTICAL,140,0,"1.91000","0","1","-","Active","Bobbin (Coil Former), Vertical","RM","RM 10"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_11_7.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65535B3X.jpg,495-5122-ND,B65535B0003X000,EPCOS (TDK),YOKE P 11 X 7,375,0,"1.96000","0","1","B65535","Active","Yoke","P","P 11 x 7"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_14.pdf,//media.digikey.com/photos/Epcos%20Photos/B65888N1012D1.JPG,495-5343-ND,B65888N1012D001,EPCOS (TDK),BOBBIN COIL FORMER RM 14,429,0,"2.03000","0","1","B65888","Active","Bobbin (Coil Former), Vertical","RM","RM 14"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E19_8_5.pdf,-,1779-1313-ND,CPH-E19/8/5-1S-8PD-Z,Ferroxcube,COIL FORMER HORIZONTAL,769,0,"2.05000","0","1","-","Active","Bobbin (Coil Former), Horizontal","E","E 19 x 8 x 5"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65822J1008T1.JPG,495-5310-ND,B65822J1008T001,EPCOS (TDK),BOBBIN COIL FORMER RM 5,500,0,"2.08000","0","1","B65822","Active","Bobbin (Coil Former), Vertical","RM","RM 5"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_14.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65888C1512T1.jpg,495-5341-ND,B65888C1512T001,EPCOS (TDK),BOBBIN COIL FORMER RM 14,635,0,"2.11000","0","1","B65888","Active","Bobbin (Coil Former), Vertical","RM","RM 14"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_11_7.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65535B2X.JPG,495-5121-ND,B65535B0002X000,EPCOS (TDK),YOKE P 11 X 7,454,0,"2.11000","0","1","B65535","Active","Yoke","P","P 11 x 7"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/etd_34_17_11.pdf,//media.digikey.com/photos/Epcos%20Photos/B66362W1014T1.JPG,495-5465-ND,B66362W1014T001,EPCOS (TDK),BOBBIN COIL FORMER ETD 34X17X11,182,0,"2.23000","0","1","B66362","Active","Bobbin (Coil Former), Horizontal","ETD","ETD 34 x 17 x 11"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/ps_68_14_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65946BT1.JPG,495-5357-ND,B65946B0000T001,EPCOS (TDK),BOBBIN COIL FORMER PS 68 X 14.5,121,0,"2.23000","0","1","B65946","Active","Bobbin (Coil Former)","P","P Core Half 70 x 14.5"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E55_28_21.pdf,//media.digikey.com/Photos/Ferroxcube/CLA-E55%5E28%5E21.jpg,1779-1250-ND,CLA-E55/28/21,Ferroxcube,CLAMP,109,0,"2.24000","0","1","-","Active","Clamp","E","E 55 x 28 x 21"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P30_19.pdf,//media.digikey.com/Photos/Ferroxcube/TGP-P30%5E19-C.JPG,1779-1450-ND,TGP-P30/19-C,Ferroxcube,TAG PLATE,570,0,"2.26000","0","1","-","Active","-","P","P 30 x 19"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_25_13_7.pdf,//media.digikey.com/photos/Epcos%20Photos/B66208L1009T001.JPG,495-75368-ND,B66208L1009T001,EPCOS (TDK),BOBBIN COIL FORMER E 25 X 13 X 7,81,0,"2.76000","0","1","B66208","Active","Bobbin (Coil Former)","E","E 25 x 13 x 7"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P36_22.pdf,//media.digikey.com/Photos/Ferroxcube/TGP-P36%5E22-C.JPG,1779-1451-ND,TGP-P36/22-C,Ferroxcube,TAG PLATE,512,0,"2.81000","0","1","-","Active","-","P","P 36 x 22"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E55_28_21.pdf,//media.digikey.com/Photos/Ferroxcube/CPH-E55%5E28%5E21-1S-22P-Z.JPG,1779-1322-ND,CPH-E55/28/21-1S-22P-Z,Ferroxcube,COIL FORMER HORIZONTAL,245,0,"2.88000","0","1","-","Active","Bobbin (Coil Former), Horizontal","E","E 55 x 28 x 21"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P42_29.pdf,//media.digikey.com/Photos/Ferroxcube/TGP-P42%5E29-C.JPG,1779-1452-ND,TGP-P42/29-C,Ferroxcube,TAG PLATE,53,0,"6.09000","0","1","-","Active","-","P","P 42 x 29"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/toroids_accessories.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64291A1804X.JPG,495-6618-ND,B64291A1804X000,EPCOS (TDK),HOUSING HORIZONTAL TOROIDS,57,0,"6.94000","0","1","B64291","Active","Housing (Horizontal)","Toroids","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/pm_74_59.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65687A1018T1.jpg,495-5180-ND,B65687A1018T001,EPCOS (TDK),BOBBIN COIL FORMER PM 74 X 59,53,0,"10.07000","0","1","B65687","Active","Bobbin (Coil Former), Vertical","PM","PM 74 x 59"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P42_29.pdf,//media.digikey.com/Photos/Ferroxcube/CON-P42%5E29.JPG,1779-1303-ND,CON-P42/29,Ferroxcube,CONTAINER,67,0,"10.93000","0","1","-","Active","-","P","P 42 x 29"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/pm_114_93.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65734B1000T1.jpg,495-5192-ND,B65734B1000T001,EPCOS (TDK),BOBBIN COIL FORMER PM 114 X 93,34,0,"13.23000","0","1","B65734","Active","Bobbin (Coil Former), Vertical","PM","PM 114 x 93"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/EP10.pdf,//media.digikey.com/Photos/Ferroxcube/CLA-EP10.jpg,1779-1252-ND,CLA-EP10,Ferroxcube,CLAMP,861,0,"0.34000","0","1","-","Active","Clamp","EP","EP 10"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/EP10.pdf,//media.digikey.com/Photos/Ferroxcube/SPR-EP10.JPG,1779-1433-ND,SPR-EP10,Ferroxcube,SPRING,711,0,"0.34000","0","1","-","Active","Spring","EP","EP 10"
http://ferroxcube.home.pl/prod/assets/ep13.pdf,//media.digikey.com/Photos/Ferroxcube/CLA-EP13-C.jpg,1779-1254-ND,CLA-EP13-C,Ferroxcube,CLAMP,380,0,"0.44000","0","1","-","Active","Clamp","EP","EP 13"
http://ferroxcube.home.pl/prod/assets/ep13.pdf,//media.digikey.com/Photos/Ferroxcube/CSH-EP13-1S-10P-T.JPG,1779-1415-ND,CSH-EP13-1S-10P-T,Ferroxcube,COIL FORMER HORIZONTAL,945,0,"0.62000","0","1","-","Active","Bobbin (Coil Former), Horizontal","EP","EP 13"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/U20_16_7.pdf,//media.digikey.com/Photos/Ferroxcube/CPH-U20%5E16%5E7-1S-4P.jpg,1779-1328-ND,CPH-U20/16/7-1S-4P,Ferroxcube,COIL FORMER HORIZONTAL,188,0,"0.62000","0","1","-","Active","Bobbin (Coil Former), Horizontal","-","U 20 x 16 x 7"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/toroids_accessories.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64292B1004X.jpg,495-6626-ND,B64292B1004X000,EPCOS (TDK),HOUSING VERTICAL TOROIDS,266,0,"0.65000","0","1","B64242","Active","Housing (Vertical)","Toroids","-"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E20_10_5.pdf,//media.digikey.com/Photos/Ferroxcube/CLA-E20%5E10%5E5.jpg,1779-1247-ND,CLA-E20/10/5,Ferroxcube,CLAMP,432,0,"0.66000","0","1","-","Active","Clamp","E","E 20 x 10 x 5"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E25_13_7.pdf,//media.digikey.com/Photos/Ferroxcube/CSH-E25%5E13%5E7-1S-7P-C.jpg,1779-1408-ND,CSH-E25/13/7-1S-7P-C,Ferroxcube,COIL FORMER HORIZONTAL,346,0,"0.66000","0","1","-","Active","Bobbin (Coil Former), Horizontal","E","E 25 x 13 x 7"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/toroids_accessories.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64293A1000X.JPG,495-6627-ND,B64293A1000X000,EPCOS (TDK),BASE PLATE TOROIDS,117,0,"0.71000","0","1","B64293","Active","Base Plate","Toroids","-"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P14_8.pdf,//media.digikey.com/Photos/Ferroxcube/CLM%5EC-P14%5E8.jpg,1779-1271-ND,CLM/C-P14/8,Ferroxcube,U SHAPED CLIP,340,0,"0.73000","0","1","-","Active","Clamp","P","P 14 x 8"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E25_13_11.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-E25%5E13%5E11-1S-8P.jpg,1779-1358-ND,CPV-E25/13/11-1S-8P,Ferroxcube,COIL FORMER VERTICAL,304,0,"0.94000","0","1","-","Active","Bobbin (Coil Former), Vertical","E","E 25 x 13 x 11"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/toroids_accessories.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64291A1304X.JPG,495-6613-ND,B64291A1304X000,EPCOS (TDK),HOUSING HORIZONTAL TOROIDS,501,0,"1.18000","0","1","B64291","Active","Housing (Horizontal)","Toroids","-"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P14_8.pdf,//media.digikey.com/Photos/Ferroxcube/BPL%5ER-CLM%5EC-P14%5E8-C.jpg,1779-1244-ND,BPL/R-CLM/C-P14/8-C,Ferroxcube,BASE PLATE,995,0,"1.22000","0","1","-","Active","Base Plate","P","P 14 x 8"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P18_11.pdf,//media.digikey.com/Photos/Ferroxcube/BPL%5ED-CLM%5EC-P18%5E11-C.jpg,1779-1242-ND,BPL/D-CLM/C-P18/11-C,Ferroxcube,BASE PLATE,936,0,"1.22000","0","1","-","Active","Base Plate","P","P 18 x 11"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P26_16.pdf,-,1779-1246-ND,BPL-CLM/S-P26/16-C,Ferroxcube,BASE PLATE,150,0,"1.24000","0","1","-","Active","Base Plate","P","P 26 x 16"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P14_8.pdf,-,1779-1284-ND,CLM/T-P14/8-C,Ferroxcube,U SHAPED CLIP,990,0,"1.32000","0","1","-","Active","Clamp","P","P 14 x 8"
