Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Core Type","Supplier Device Package","Material","Diameter","Inductance Factor (Al)","Tolerance","Gap","Effective Permeability (µe)","Initial Permeability (µi)","Core Factor (ΣI/A) mm<sup>1</sup>","Effective Length (le) mm","Effective Area (Ae) mm²","Minimum Core Cross Section (Amin) mm²","Effective Magnetic Volume (Ve) mm³","Finish","Height","Length","Width"
https://en.tdk.eu/inf/80/db/fer/r_102_65_8_15_0.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64290L84X87.jpg,495-5095-ND,B64290L0084X087,EPCOS (TDK),FERRITE CORE TOROID 2.88UH N87,186,0,"35.02000","0","1","B64290","Active","Toroid","-","N87","104.80mm","2.88µH","±25%","Ungapped","-","2200","0.96","255.3","267.2","-","68220","Epoxy","16.50mm","-","-"
https://assets.lairdtech.com/home/brandworld/files/SIP-CAT-TOROID-BALUN%20CORES%200113.pdf,-,240-2954-ND,25T0135-60P,Laird-Signal Integrity Products,FERRITE CORE TOROID 3.45MM OD,99016,0,"0.10000","0","1","-","Active","Toroid","-","25","3.56mm","25nH","±30%","Ungapped","-","125","6.277","7.619","1.214","-","9.248","Parylene","1.52mm","-","-"
https://assets.lairdtech.com/home/brandworld/files/SIP-CAT-TOROID-BALUN%20CORES%200113.pdf,-,240-2962-ND,35T0100-00P,Laird-Signal Integrity Products,FERRITE CORE TOROID 2.57MM OD,93076,0,"0.10000","0","1","-","Active","Toroid","-","35","2.54mm","880nH","±20%","Ungapped","-","5000","7.138","5.531","0.775","-","4.286","Parylene","1.27mm","-","-"
https://assets.lairdtech.com/home/brandworld/files/SIP-CAT-TOROID-BALUN%20CORES%200113.pdf,-,240-2959-ND,28T0231-00P,Laird-Signal Integrity Products,FERRITE CORE TOROID 5.87MM OD,28887,0,"0.10000","0","1","-","Active","Toroid","-","28","5.84mm","169nH","±20%","Ungapped","-","850","6.337","13.026","2.055","-","26.775","Parylene","1.52mm","-","-"
//media.digikey.com/pdf/Data%20Sheets/Steward%20PDFs/35T0231-00P.pdf,//media.digikey.com/photos/Steward%20Photos/35T0231-00P.JPG,240-2584-ND,35T0231-00P,Laird-Signal Integrity Products,FERRITE CORE TOROID,65615,0,"0.11000","0","1","-","Active","Toroid","-","-","5.87mm","991nH","±20%","Ungapped","-","5000","-","-","-","-","26.775","Parylene","1.55mm","-","-"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20059,//media.digikey.com/Photos/Fair-Right/3078990831.jpg,1934-1020-ND,3078990831,Fair-Rite Products Corp.,78 ROD,34244,0,"0.15000","0","1","-","Active","Tube","-","78","1.00mm","-","-","Ungapped","48","2300","-","-","0.785","-","-","Uncoated","-","10.01mm","-"
//media.digikey.com/pdf/Data%20Sheets/Steward%20PDFs/35T0375-10H%20Rev%20C.pdf,"//media.digikey.com/photos/Steward%20Photos/35T0375-10H,40T0375-10H.jpg",240-2522-ND,35T0375-10H,Laird-Signal Integrity Products,FERRITE CORE TOROID,33074,0,"0.19000","0","1","-","Active","Toroid","-","-","10.55mm","2.214µH","±20%","Ungapped","-","5000","-","-","-","-","-","Epoxy","4.07mm","-","-"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20005,-,1934-1029-ND,3067990821,Fair-Rite Products Corp.,67 ROD,1280,0,"0.19000","0","1","-","Active","Tube","-","67","5.99mm","-","-","Ungapped","22","40","-","-","0.442","-","-","Uncoated","-","7.49mm","-"
https://en.tdk.eu/inf/80/db/fer/r_10_0_6_00_4_00.pdf,//media.digikey.com/photos/Epcos%20Photos/B64290L0038X087.JPG,495-3849-ND,B64290L0038X087,EPCOS (TDK),FERRITE CORE TOROID 900NH N87,15394,0,"0.28000","0","1","B64290","Active","Toroid","-","N87","10.80mm","900nH","±25%","Ungapped","-","2200","3.07","24.07","7.83","-","188","Epoxy","4.75mm","-","-"
https://en.tdk.eu/inf/80/db/fer/r_10_0_6_00_4_00.pdf,//media.digikey.com/photos/Epcos%20Photos/B64290L0038X830.JPG,495-3848-ND,B64290L0038X830,EPCOS (TDK),FERRITE CORE TOROID 1.76UH N30,11866,0,"0.28000","0","1","B64290","Active","Toroid","-","N30","10.80mm","1.76µH","±25%","Ungapped","-","4300","3.07","24.07","7.83","-","188","Epoxy","4.75mm","-","-"
https://en.tdk.eu/inf/80/db/fer/r_4_00_2_40_1_60.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64290P37X87.JPG,495-76565-ND,B64290P0036X038,EPCOS (TDK),FERRITE CORE TOROID 1.63UH T35,29602,0,"0.29000","0","1","B64290","Active","Toroid","-","T38","4.02mm","1.63µH","±30%","Ungapped","-","10000","7.7","9.63","1.25","-","12","Parylene","1.62mm","-","-"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E13_7_4.pdf,//media.digikey.com/photos/Ferroxcube/E.jpg,1779-1003-ND,E13/7/4-3C94,Ferroxcube,FERRITE CORE,4733,0,"0.31000","0","1","-","Active","E","E 13 x 7 x 4","3C94","-","-","-","-","-","-","-","-","-","-","-","Uncoated","6.50mm","12.60mm","3.70mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_13_7_4.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66305GX127.JPG,495-5407-ND,B66305G0000X127,EPCOS (TDK),FERRITE CORE E N27 1PC,5605,0,"0.33000","0","1","B66305","Active","E","E 13 x 7 x 4","N27","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","6.50mm","12.60mm","3.70mm"
https://en.tdk.eu/inf/80/db/fer/double_aperture_cores.pdf,//media.digikey.com/Photos/Epcos%20Photos/B62152A8X30.JPG,495-75206-ND,B62152A0008X030,EPCOS (TDK),FERRITE CORE 2 HOLE 3.1UH N30,20439,0,"0.34000","0","1","B62152","Active","Multi-Hole (2)","-","N30","-","3.1µH","±30%","Ungapped","-","4300","1.78","3.7","2.1","-","7.8","Uncoated","2.50mm","3.60mm","2.10mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E16_8_5.pdf,//media.digikey.com/photos/Ferroxcube/E.jpg,1779-1007-ND,E16/8/5-3C94,Ferroxcube,FERRITE CORE,3323,0,"0.34000","0","1","-","Active","E","E 16 x 8 x 5","3C94","-","-","-","-","-","-","-","-","-","-","-","Uncoated","8.20mm","16.00mm","4.70mm"
//media.digikey.com/pdf/Data%20Sheets/Steward%20PDFs/35T0501-10H%20Rev%20E.pdf,"//media.digikey.com/photos/Steward%20Photos/35T0501-10H,40T0501-10H.jpg",240-2524-ND,35T0501-10H,Laird-Signal Integrity Products,FERRITE INDUCTR TOROID .540"" OD,17991,0,"0.37000","0","1","-","Active","Toroid","-","-","13.72mm","3.659µH","±20%","Ungapped","-","5000","-","-","-","-","-","Epoxy","7.29mm","-","-"
https://en.tdk.eu/inf/80/db/fer/r_10_0_6_00_4_00.pdf,//media.digikey.com/photos/Epcos%20Photos/B64290L0038X087.JPG,495-76682-ND,B64290L0038X037,EPCOS (TDK),FERRITE CORE TOROID 2.66UH T37,2386,0,"0.39000","0","1","B64290","Active","Toroid","-","T37","10.80mm","2.66µH","±25%","Ungapped","-","6500","3.07","24.07","7.83","-","188","Epoxy","4.75mm","-","-"
https://en.tdk.eu/inf/80/db/fer/r_12_5_7_50_5_00.pdf,//media.digikey.com/photos/Epcos%20Photos/B64290L0044X830.JPG,495-3852-ND,B64290L0044X830,EPCOS (TDK),FERRITE CORE TOROID 2.2UH N30,1636,0,"0.40000","0","1","B64290","Active","Toroid","-","N30","13.60mm","2.2µH","±25%","Ungapped","-","4300","2.46","30.09","12.23","-","368","Epoxy","5.95mm","-","-"
https://en.tdk.eu/inf/80/db/fer/r_14_0_9_00_5_00.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64290L658X87.JPG,495-5081-ND,B64290L0658X087,EPCOS (TDK),FERRITE CORE TOROID 970NH N87,4554,0,"0.44000","0","1","B64290","Active","Toroid","-","N87","15.10mm","970nH","±25%","Ungapped","-","2200","2.84","34.98","12.3","-","430","Epoxy","6.00mm","-","-"
https://en.tdk.eu/inf/80/db/fer/r_10_0_6_00_4_00.pdf,//media.digikey.com/photos/Epcos%20Photos/B64290L0038X087.JPG,495-76683-ND,B64290L0038X046,EPCOS (TDK),FERRITE CORE TOROID 6UH T46,2408,0,"0.44000","0","1","B64290","Active","Toroid","-","T46","10.80mm","6µH","±30%","Ungapped","-","15000","3.07","24.07","7.83","-","188","Epoxy","4.75mm","-","-"
https://en.tdk.eu/inf/80/db/fer/r_6_30_3_80_2_50.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64290P37X87.JPG,495-5096-ND,B64290P0037X087,EPCOS (TDK),FERRITE CORE TOROID 560NH N87,2300,0,"0.44000","0","1","B64290","Active","Toroid","-","N87","6.32mm","560nH","±25%","Ungapped","-","2200","4.97","15.21","3.06","-","46.5","Parylene","2.52mm","-","-"
https://en.tdk.eu/inf/80/db/fer/r_12_5_7_50_5_00.pdf,//media.digikey.com/photos/Epcos%20Photos/B64290L0044X038.JPG,495-3851-ND,B64290L0044X038,EPCOS (TDK),FERRITE CORE TOROID 5.11UH T38,19652,0,"0.48000","0","1","B64290","Active","Toroid","-","T38","13.60mm","5.11µH","±30%","Ungapped","-","10000","2.46","30.09","12.23","-","368","Epoxy","5.95mm","-","-"
https://en.tdk.eu/inf/80/db/fer/r_6_30_3_80_2_50.pdf,//media.digikey.com/photos/Epcos%20Photos/B64290P0037X830.JPG,495-3874-ND,B64290P0037X830,EPCOS (TDK),FERRITE CORE TOROID 1.09UH N30,19256,0,"0.48000","0","1","B64290","Active","Toroid","-","N30","6.32mm","1.09µH","±25%","Ungapped","-","4300","4.97","15.21","3.06","-","46.5","Parylene","2.52mm","-","-"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=19942,//media.digikey.com/Photos/Fair-Right/3078990831.jpg,1934-1347-ND,4077122011,Fair-Rite Products Corp.,77 ROD,9439,0,"0.48000","0","1","-","Active","Tube","-","77","9.45mm","-","-","Ungapped","29","2000","-","25","7.07","-","-","Uncoated","-","25.40mm","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_13_7_4.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66305G0130X187.jpg,495-76702-ND,B66305G0130X187,EPCOS (TDK),FERRITE CORE,4917,0,"0.48000","0","1","-","Active","E","E 13 x 7 x 4","N87","-","112nH","-","Gapped","215","2200","2.39","29.6","12.4","12.2","367","Uncoated","6.50mm","12.60mm","3.70mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_16_8_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66307GX187.JPG,495-5413-ND,B66307G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,8637,0,"0.52000","0","1","B66307","Active","E","E 16 x 8 x 5","N87","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","8.20mm","16.00mm","4.70mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_20_10_6.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66311GX187.JPG,495-5423-ND,B66311G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,4712,0,"0.55000","0","1","B66311","Active","E","E 20 x 10 x 6","N87","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","10.00mm","20.40mm","5.90mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_16_8_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66307G0100X187.JPG,495-75917-ND,B66307G0100X187,EPCOS (TDK),FERRITE CORE E N87 1PC,1897,0,"0.55000","0","1","B66307","Active","E","E 16 x 8 x 5","N87","-","-","-","Gapped","-","-","-","-","-","-","-","Uncoated","8.20mm","16.00mm","4.70mm"
https://en.tdk.eu/inf/80/db/fer/r_16_0_9_60_6_30.pdf,//media.digikey.com/photos/Epcos%20Photos/B64290L0045X087.JPG,495-3856-ND,B64290L0045X087,EPCOS (TDK),FERRITE CORE TOROID 1.42UH N87,6883,0,"0.56000","0","1","B64290","Active","Toroid","-","N87","17.20mm","1.42µH","±25%","Ungapped","-","2200","1.95","38.52","19.73","-","760","Epoxy","7.30mm","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_20_10_6.pdf,//media.digikey.com/photos/Epcos%20Photos/B66311G250X187.JPG,495-5418-ND,B66311G0250X187,EPCOS (TDK),FERRITE CORE E N87 1PC,4446,0,"0.56000","0","1","B66311","Active","E","E 20 x 10 x 6","N87","-","-","-","Gapped","-","-","-","-","-","-","-","Uncoated","10.00mm","20.40mm","5.90mm"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/PC44ER9.5_5-Z_Spec.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65523JR87.JPG,445-175083-ND,PC44ER9.5/5-Z,TDK Corporation,FERRITE CORE 2PC SET,4500,0,"0.57000","0","1","-","Active","ER","ER 9.5 x 5","PC44","-","-","-","Ungapped","-","-","1.68","14.2","8.47","-","120","Uncoated","4.90mm","9.35mm","-"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=20020,//media.digikey.com/Photos/Fair-Right/3067990871.jpg,1934-1059-ND,3067990871,Fair-Rite Products Corp.,67 ROD,1474,0,"0.57000","0","1","-","Active","Tube","-","67","3.00mm","-","-","Ungapped","20","40","-","-","7.07","-","-","Uncoated","-","24.99mm","-"
https://en.tdk.eu/inf/80/db/fer/r_16_0_9_60_6_30.pdf,//media.digikey.com/photos/Epcos%20Photos/B64290L0045X830.JPG,495-3855-ND,B64290L0045X830,EPCOS (TDK),FERRITE CORE TOROID 2.77UH N30,4108,0,"0.61000","0","1","B64290","Active","Toroid","-","N30","17.20mm","2.77µH","±25%","Ungapped","-","4300","1.95","38.52","19.73","-","760","Epoxy","7.30mm","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_25_13_7.pdf,//media.digikey.com/photos/Epcos%20Photos/B66317GX187.JPG,495-5430-ND,B66317G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,21384,0,"0.63000","0","1","B66317","Active","E","E 25 x 13 x 7","N87","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","12.80mm","25.00mm","7.50mm"
https://en.tdk.eu/inf/80/db/fer/r_5_84_3_05_3_00.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64290P37X87.JPG,495-76789-ND,B64290P0687X046,EPCOS (TDK),FERRITE CORE TOROID 5.85UH T49,11792,0,"0.64000","0","1","B64290","Active","Toroid","-","T46","5.86mm","5.85µH","±30%","Ungapped","-","15000","3.22","13.03","4.04","-","52.6","Parylene","3.02mm","-","-"
https://en.tdk.eu/inf/80/db/fer/double_aperture_cores.pdf,//media.digikey.com/Photos/Epcos%20Photos/B62152A7X30.jpg,495-5062-ND,B62152A0007X030,EPCOS (TDK),FERRITE CORE 2 HOLE 7.3UH N30,5599,0,"0.64000","0","1","B62152","Active","Multi-Hole (2)","-","N30","-","7.3µH","±30%","Ungapped","-","4300","0.75","7.6","10.2","-","78","Uncoated","6.20mm","7.25mm","4.20mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_25_13_7.pdf,//media.digikey.com/photos/Epcos%20Photos/B66317G500X187.JPG,495-5428-ND,B66317G0500X187,EPCOS (TDK),FERRITE CORE E N87 1PC,5013,0,"0.65000","0","1","B66317","Active","E","E 25 x 13 x 7","N87","-","-","-","Gapped","-","-","-","-","-","-","-","Uncoated","12.80mm","25.00mm","7.50mm"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=19894,//media.digikey.com/Photos/Fair-Right/4061287011.jpg,1934-1044-ND,4061287011,Fair-Rite Products Corp.,61 ROD,2517,0,"0.65000","0","1","-","Active","Tube","-","61","6.35mm","-","-","Ungapped","29","125","-","25","7.07","-","-","Uncoated","-","22.10mm","-"
https://en.tdk.eu/inf/80/db/fer/r_8_00_4_00_4_00.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64290P37X87.JPG,495-76791-ND,B64290P0751X038,EPCOS (TDK),FERRITE CORE TOROID 5.5UH T38,3704,0,"0.66000","0","1","B64290","Active","Toroid","-","T38","8.02mm","5.5µH","±30%","Ungapped","-","10000","2.26","17.42","7.7","-","134","Parylene","4.02mm","-","-"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E25_13_7.pdf,//media.digikey.com/photos/Ferroxcube/E.jpg,1779-1020-ND,E25/13/7-3C94,Ferroxcube,FERRITE CORE,1688,0,"0.66000","0","1","-","Active","E","E 25 x 13 x 7","3C94","-","-","-","-","-","-","-","-","-","-","-","Uncoated","12.80mm","25.00mm","7.50mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/efd_20_10_7.pdf,//media.digikey.com/photos/Epcos%20Photos/B66417U160K187.JPG,495-5522-ND,B66417U0160K187,EPCOS (TDK),FERRITE CORE EFD N87 1PC,5234,0,"0.67000","0","1","B66417","Active","EFD","EFD 20 x 10 x 7","N87","-","-","-","Gapped","-","-","-","-","-","-","-","Uncoated","10.00mm","20.00mm","6.65mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/efd_20_10_7.pdf,//media.digikey.com/photos/Epcos%20Photos/B66417U100K187.JPG,495-5521-ND,B66417U0100K187,EPCOS (TDK),FERRITE CORE EFD N87 1PC,3845,0,"0.67000","0","1","B66417","Active","EFD","EFD 20 x 10 x 7","N87","-","-","-","Gapped","-","-","-","-","-","-","-","Uncoated","10.00mm","20.00mm","6.65mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E14_3.5_5_R_PLT14_5_1.5_S.pdf,//media.digikey.com/Photos/Ferroxcube/MFG_PLT.jpg,1779-1140-ND,PLT14/5/1.5/S-3C95,Ferroxcube,FERRITE CORE,1462,0,"0.67000","0","1","-","Active","PLT","PLT 14 x 5 x 1.5","3C95","-","-","-","-","-","-","-","-","-","-","-","Uncoated","1.50mm","14.00mm","5.00mm"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=19897,//media.digikey.com/Photos/Fair-Right/4061276011.jpg,1934-1097-ND,4061276011,Fair-Rite Products Corp.,61 ROD,1185,0,"0.69000","0","1","-","Active","Tube","-","61","6.35mm","-","-","Ungapped","29","125","-","25","7.07","-","-","Uncoated","-","25.40mm","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_8_8.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66302GX187.JPG,495-5405-ND,B66302G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,4375,0,"0.71000","0","1","B66302","Active","E","E 8 x 8","N87","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","4.10mm","9.00mm","2.00mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/efd_15_8_5.pdf,//media.digikey.com/photos/Epcos%20Photos/B66413GX149.JPG,495-5510-ND,B66413G0000X149,EPCOS (TDK),FERRITE CORE EFD N49 1PC,2296,0,"0.72000","0","1","B66413","Active","EFD","EFD 15 x 8 x 5","N49","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","7.50mm","15.00mm","4.65mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/er_9_5_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65523JR87.JPG,495-5110-ND,B65523J0000R087,EPCOS (TDK),FERRITE CORE ER 800NH N87 2PCS,4534,0,"0.76000","0","1","B65523","Active","ER","ER 9.5 x 5","N87","-","800nH","-20%, +30%","Ungapped","1000","2200","1.54","13.6","8.81","-","120","Uncoated","2.50mm","9.50mm","5.00mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E18_4_10_R_PLT18_10_2_S.pdf,//media.digikey.com/Photos/Ferroxcube/PLT18-10-2-S-3F46.jpg,1779-1145-ND,PLT18/10/2/S-3F46,Ferroxcube,FERRITE CORE,2424,0,"0.76000","0","1","-","Active","PLT","PLT 18 x 10 x 2","3F46","-","-","-","-","-","-","-","-","-","-","-","Uncoated","2.40mm","18.00mm","10.00mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E18_4_10_R_PLT18_10_2_S.pdf,//media.digikey.com/Photos/Ferroxcube/MFG_PLT.jpg,1779-1144-ND,PLT18/10/2/S-3F36,Ferroxcube,FERRITE CORE,5985,0,"0.77000","0","1","-","Active","PLT","PLT 18 x 10 x 2","3F36","-","-","-","-","-","-","-","-","-","-","-","Uncoated","2.40mm","18.00mm","10.00mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E14_3.5_5_R_PLT14_5_1.5_S.pdf,//media.digikey.com/photos/Ferroxcube/PlanarE.jpg,1779-1005-ND,E14/3.5/5/R-3F36,Ferroxcube,FERRITE CORE,5290,0,"0.77000","0","1","-","Active","E","E 14 x 3.5 x 5","3F36","-","-","-","-","-","-","-","-","-","-","-","Uncoated","3.50mm","14.00mm","5.00mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/efd_25_13_9.pdf,//media.digikey.com/photos/Epcos%20Photos/B66421U250K187.JPG,495-5527-ND,B66421U0250K187,EPCOS (TDK),FERRITE CORE EFD N87 1PC,1759,0,"0.77000","0","1","B66421","Active","EFD","EFD 25 x 13 x 9","N87","-","-","-","Gapped","-","-","-","-","-","-","-","Uncoated","12.50mm","25.00mm","9.10mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/ETD29_16_10.pdf,//media.digikey.com/photos/Ferroxcube/ETD.jpg,1779-1100-ND,ETD29/16/10-3C94,Ferroxcube,FERRITE CORE,1258,0,"0.78000","0","1","-","Active","ETD","ETD 29 x 16 x 10","3C94","-","-","-","-","-","-","-","-","-","-","-","Uncoated","15.80mm","30.60mm","9.80mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E18_4_10_R_PLT18_10_2_S.pdf,//media.digikey.com/Photos/Ferroxcube/MFG_PLT.jpg,1779-1143-ND,PLT18/10/2/S-3C95,Ferroxcube,FERRITE CORE,7393,0,"0.80000","0","1","-","Active","PLT","PLT 18 x 10 x 2","3C95","-","-","-","-","-","-","-","-","-","-","-","Uncoated","2.40mm","18.00mm","10.00mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/EFD20_10_7.pdf,//media.digikey.com/photos/Ferroxcube/EFD.jpg,1779-1078-ND,EFD20/10/7-3F46,Ferroxcube,FERRITE CORE,4542,0,"0.80000","0","1","-","Active","EFD","EFD 20 x 10 x 7","3F46","-","-","-","-","-","-","-","-","-","-","-","Uncoated","10.00mm","20.00mm","6.65mm"
https://en.tdk.eu/inf/80/db/fer/r_16_0_9_60_6_30.pdf,//media.digikey.com/photos/Epcos%20Photos/B64290L0045X038.JPG,495-3854-ND,B64290L0045X038,EPCOS (TDK),FERRITE CORE TOROID 6.44UH T38,4892,0,"0.81000","0","1","B64290","Active","Toroid","-","T38","17.20mm","6.44µH","±30%","Ungapped","-","10000","1.95","38.52","19.73","-","760","Epoxy","7.30mm","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/efd_20_10_7.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66417GX187.JPG,495-75925-ND,B66417G0000X197,EPCOS (TDK),FERRITE CORE EFD N97 1PC,2505,0,"0.81000","0","1","B66417","Active","EFD","EFD 20 x 10 x 7","N97","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","10.00mm","20.00mm","6.65mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_30_15_7.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66319GX187.JPG,495-5433-ND,B66319G0000X187,EPCOS (TDK),FERRITE CORE E N87 1PC,1441,0,"0.81000","0","1","B66319","Active","E","E 30 x 15 x 7","N87","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","15.20mm","30.00mm","7.30mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/EFD20_10_7.pdf,//media.digikey.com/photos/Ferroxcube/EFD.jpg,1779-1077-ND,EFD20/10/7-3F36,Ferroxcube,FERRITE CORE,1896,0,"0.82000","0","1","-","Active","EFD","EFD 20 x 10 x 7","3F36","-","-","-","-","-","-","-","-","-","-","-","Uncoated","10.00mm","20.00mm","6.65mm"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=19924,//media.digikey.com/Photos/Fair-Right/4052235211.jpg,1934-1064-ND,4052235211,Fair-Rite Products Corp.,52 ROD,1834,0,"0.84000","0","1","-","Active","Tube","-","52","6.00mm","-","-","Ungapped","29","250","-","25","7.07","-","-","Uncoated","-","30.00mm","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/efd_15_8_5.pdf,//media.digikey.com/photos/Epcos%20Photos/B66413GX197.JPG,495-5512-ND,B66413G0000X197,EPCOS (TDK),FERRITE CORE EFD N97 1PC,1718,0,"0.85000","0","1","B66413","Active","EFD","EFD 15 x 8 x 5","N97","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","7.50mm","15.00mm","4.65mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E18_4_10_R_PLT18_10_2_S.pdf,//media.digikey.com/photos/Ferroxcube/PlanarE.jpg,1779-1009-ND,E18/4/10/R-3F36,Ferroxcube,FERRITE CORE,7124,0,"0.88000","0","1","-","Active","E","E 18 x 4 x 10","3F36","-","-","-","-","-","-","-","-","-","-","-","Uncoated","4.00mm","18.00mm","10.00mm"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E18_4_10_R_PLT18_10_2_S.pdf,//media.digikey.com/photos/Ferroxcube/PlanarE.jpg,1779-1008-ND,E18/4/10/R-3C95,Ferroxcube,FERRITE CORE,9838,0,"0.91000","0","1","-","Active","E","E 18 x 4 x 10","3C95","-","-","-","-","-","-","-","-","-","-","-","Uncoated","4.00mm","18.00mm","10.00mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/er_11_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65525JR87.JPG,495-5112-ND,B65525J0000R087,EPCOS (TDK),FERRITE CORE ER 1.2UH N87 2PCS,6542,0,"0.91000","0","1","B65525","Active","ER","ER 11 x 5","N87","-","1.2µH","-20%, +30%","Ungapped","1050","2200","1.1","14.1","12.4","-","174","Uncoated","2.50mm","11.00mm","6.00mm"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B65935AX22.pdf,//media.digikey.com/photos/Epcos%20Photos/B65935AX22.JPG,495-5348-ND,B65935A0000X022,EPCOS (TDK),FERRITE CORE P N22 1PC,2999,0,"0.92000","0","1","B65935","Active","P (Pot Core)","PCH 9.4 x 4.6","N22","9.40mm","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","4.60mm","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/er_11_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65525J160A87.JPG,495-5111-ND,B65525J0160A087,EPCOS (TDK),FERRITE CORE ER 160NH N87 2PCS,2672,0,"0.94000","0","1","B65525","Active","ER","ER 11 x 5","N87","-","160nH","±3%","Gapped","140","2200","1.1","14.1","12.4","-","174","Uncoated","2.50mm","11.00mm","6.00mm"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/efd_25_13_9.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66421GX187.JPG,495-5525-ND,B66421G0000X187,EPCOS (TDK),FERRITE CORE EFD N87 1PC,2566,0,"0.94000","0","1","B66421","Active","EFD","EFD 25 x 13 x 9","N87","-","-","-","Ungapped","-","-","-","-","-","-","-","Uncoated","12.50mm","25.00mm","9.10mm"
