Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Maximum AC Volts","Maximum DC Volts","Varistor Voltage (Min)","Varistor Voltage (Typ)","Varistor Voltage (Max)","Current - Surge","Energy","Number of Circuits","Capacitance @ Frequency","Operating Temperature","Features","Mounting Type","Package / Case"
http://datasheets.avx.com/tguard.pdf,//media.digikey.com/Renders/AVX%20Renders/Varistors;%201206%20(3216%20Metric).jpg,478-2522-2-ND,VC120626D580DP,AVX Corporation,VARISTOR 34.5V 120A 1206,8000,0,"0.17000","0","1000","Tape & Reel (TR)","TransGuard®","Active","18V","26V","31.05V","34.5V","37.95V","120A","0.40J","1","500pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1206 (3216 Metric)"
http://datasheets.avx.com/tguard.pdf,//media.digikey.com/Renders/AVX%20Renders/Varistors;%201206%20(3216%20Metric).jpg,478-2522-1-ND,VC120626D580DP,AVX Corporation,VARISTOR 34.5V 120A 1206,8533,0,"0.49000","0","1","Cut Tape (CT)","TransGuard®","Active","18V","26V","31.05V","34.5V","37.95V","120A","0.40J","1","500pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1206 (3216 Metric)"
http://datasheets.avx.com/tguard.pdf,//media.digikey.com/Renders/AVX%20Renders/Varistors;%201206%20(3216%20Metric).jpg,478-2522-6-ND,VC120626D580DP,AVX Corporation,VARISTOR 34.5V 120A 1206,8533,0,"Digi-Reel","0","1","Digi-Reel®","TransGuard®","Active","18V","26V","31.05V","34.5V","37.95V","120A","0.40J","1","500pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1206 (3216 Metric)"
https://www.tdk-electronics.tdk.com/inf/75/db/CTVS_14/Standard_series.pdf,//media.digikey.com/Renders/Epcos%20Renders/Varistors;%201206%20(3216%20Metric).jpg,495-7465-2-ND,B72520T0350K062,EPCOS (TDK),VARISTOR 56V 100A 1206,66000,0,"0.20150","0","2000","Tape & Reel (TR)","-","Active","35V","45V","50.4V","56V","61.6V","100A","0.40J","1","600pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1206 (3216 Metric)"
https://www.tdk-electronics.tdk.com/inf/75/db/CTVS_14/Standard_series.pdf,//media.digikey.com/Renders/Epcos%20Renders/Varistors;%201206%20(3216%20Metric).jpg,495-7465-1-ND,B72520T0350K062,EPCOS (TDK),VARISTOR 56V 100A 1206,70031,0,"0.64000","0","1","Cut Tape (CT)","-","Active","35V","45V","50.4V","56V","61.6V","100A","0.40J","1","600pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1206 (3216 Metric)"
https://www.tdk-electronics.tdk.com/inf/75/db/CTVS_14/Standard_series.pdf,//media.digikey.com/Renders/Epcos%20Renders/Varistors;%201206%20(3216%20Metric).jpg,495-7465-6-ND,B72520T0350K062,EPCOS (TDK),VARISTOR 56V 100A 1206,70031,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","35V","45V","50.4V","56V","61.6V","100A","0.40J","1","600pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1206 (3216 Metric)"
https://www.tdk-electronics.tdk.com/inf/75/db/CTVS_14/Standard_series.pdf,//media.digikey.com/photos/Epcos%20Photos/495-VARISTOR%20TVS%20SERIES%201206.jpg,495-4401-2-ND,B72520T0250K062,EPCOS (TDK),VARISTOR 39V 200A 1206,40000,0,"0.20150","0","2000","Tape & Reel (TR)","-","Active","25V","31V","35.1V","39V","42.9V","200A","1.0J","1","550pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1206 (3216 Metric)"
https://www.tdk-electronics.tdk.com/inf/75/db/CTVS_14/Standard_series.pdf,//media.digikey.com/photos/Epcos%20Photos/495-VARISTOR%20TVS%20SERIES%201206.jpg,495-4401-1-ND,B72520T0250K062,EPCOS (TDK),VARISTOR 39V 200A 1206,41557,0,"0.64000","0","1","Cut Tape (CT)","-","Active","25V","31V","35.1V","39V","42.9V","200A","1.0J","1","550pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1206 (3216 Metric)"
https://www.tdk-electronics.tdk.com/inf/75/db/CTVS_14/Standard_series.pdf,//media.digikey.com/photos/Epcos%20Photos/495-VARISTOR%20TVS%20SERIES%201206.jpg,495-4401-6-ND,B72520T0250K062,EPCOS (TDK),VARISTOR 39V 200A 1206,41557,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","25V","31V","35.1V","39V","42.9V","200A","1.0J","1","550pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1206 (3216 Metric)"
http://datasheets.avx.com/tguard.pdf,//media.digikey.com/photos/AVX%20Photos/VC120605A150DP.JPG,478-2516-2-ND,VC120605A150DP,AVX Corporation,VARISTOR 8.5V 40A 1206,33000,12000,"0.20400","0","1000","Tape & Reel (TR)","TransGuard®","Active","4V","5.6V","6.8V","8.5V","10.2V","40A","0.10J","1","1200pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1206 (3216 Metric)"
http://datasheets.avx.com/tguard.pdf,//media.digikey.com/Renders/AVX%20Renders/Varistors;%201206%20(3216%20Metric).jpg,478-2516-1-ND,VC120605A150DP,AVX Corporation,VARISTOR 8.5V 40A 1206,33951,12000,"0.59000","0","1","Cut Tape (CT)","TransGuard®","Active","4V","5.6V","6.8V","8.5V","10.2V","40A","0.10J","1","1200pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1206 (3216 Metric)"
http://datasheets.avx.com/tguard.pdf,//media.digikey.com/Renders/AVX%20Renders/Varistors;%201206%20(3216%20Metric).jpg,478-2516-6-ND,VC120605A150DP,AVX Corporation,VARISTOR 8.5V 40A 1206,33951,12000,"Digi-Reel","0","1","Digi-Reel®","TransGuard®","Active","4V","5.6V","6.8V","8.5V","10.2V","40A","0.10J","1","1200pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1206 (3216 Metric)"
https://product.tdk.com/info/en/documents/data_sheet/70/db/var/SIOV_Leaded_StandarD.pdf,//media.digikey.com/photos/Epcos%20Photos/VARISTOR%2014MM%20SERIES.jpg,495-6600-2-ND,B72214S0500K151,EPCOS (TDK),VARISTOR 82V 4.5KA DISC 14MM,7500,0,"0.21794","0","1500","Tape & Reel (TR)","StandarD","Active","50V","65V","73.8V","82V","90.2V","4.5kA","15J","1","1800pF @ 1kHz","-40°C ~ 105°C (TA)","-","Through Hole","Disc 14mm"
https://product.tdk.com/info/en/documents/data_sheet/70/db/var/SIOV_Leaded_StandarD.pdf,//media.digikey.com/photos/Epcos%20Photos/VARISTOR%2014MM%20SERIES.jpg,495-6600-1-ND,B72214S0500K151,EPCOS (TDK),VARISTOR 82V 4.5KA DISC 14MM,9471,0,"0.63000","0","1","Cut Tape (CT)","StandarD","Active","50V","65V","73.8V","82V","90.2V","4.5kA","15J","1","1800pF @ 1kHz","-40°C ~ 105°C (TA)","-","Through Hole","Disc 14mm"
https://www.tdk-electronics.tdk.com/inf/75/ds/Standard_series.pdf,//media.digikey.com/Photos/Epcos%20Photos/B72724D.JPG,495-3683-2-ND,B72724D0200A062,EPCOS (TDK),VARISTOR 25V 30A 0612,6000,0,"0.21852","0","3000","Tape & Reel (TR)","-","Active","-","22V","25V","-","-","30A","-","4","56pF @ 1MHz","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","0612 (1632 Metric)"
https://www.tdk-electronics.tdk.com/inf/75/ds/Standard_series.pdf,//media.digikey.com/Photos/Epcos%20Photos/B72724D.JPG,495-3683-1-ND,B72724D0200A062,EPCOS (TDK),VARISTOR 25V 30A 0612,9592,0,"0.62000","0","1","Cut Tape (CT)","-","Active","-","22V","25V","-","-","30A","-","4","56pF @ 1MHz","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","0612 (1632 Metric)"
https://www.tdk-electronics.tdk.com/inf/75/ds/Standard_series.pdf,//media.digikey.com/Photos/Epcos%20Photos/B72724D.JPG,495-3683-6-ND,B72724D0200A062,EPCOS (TDK),VARISTOR 25V 30A 0612,9592,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","22V","25V","-","-","30A","-","4","56pF @ 1MHz","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","0612 (1632 Metric)"
https://www.tdk-electronics.tdk.com/inf/75/db/CTVS_14/Surge_protection_series.pdf,//media.digikey.com/Renders/Murata%20Renders/1210-32R.jpg,495-2604-2-ND,B72530T0300K062,EPCOS (TDK),VARISTOR 47V 300A 1210,672000,0,"0.22852","0","2000","Tape & Reel (TR)","-","Active","30V","38V","42.3V","47V","51.7V","300A","2.0J","1","2000pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1210 (3225 Metric)"
https://www.tdk-electronics.tdk.com/inf/75/db/CTVS_14/Surge_protection_series.pdf,//media.digikey.com/Renders/Murata%20Renders/1210-32R.jpg,495-2604-1-ND,B72530T0300K062,EPCOS (TDK),VARISTOR 47V 300A 1210,674724,0,"0.65000","0","1","Cut Tape (CT)","-","Active","30V","38V","42.3V","47V","51.7V","300A","2.0J","1","2000pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1210 (3225 Metric)"
https://www.tdk-electronics.tdk.com/inf/75/db/CTVS_14/Surge_protection_series.pdf,//media.digikey.com/Renders/Murata%20Renders/1210-32R.jpg,495-2604-6-ND,B72530T0300K062,EPCOS (TDK),VARISTOR 47V 300A 1210,674724,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","30V","38V","42.3V","47V","51.7V","300A","2.0J","1","2000pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1210 (3225 Metric)"
https://www.tdk-electronics.tdk.com/inf/75/db/CTVS_14/Automotive_series.pdf,//media.digikey.com/photos/Epcos%20Photos/495-VARISTOR%20TVS%20SERIES%201210.jpg,495-7471-2-ND,B72530E0250K062,EPCOS (TDK),VARISTOR 39V 300A 1210,14000,0,"0.24346","0","2000","Tape & Reel (TR)","Automotive, AEC-Q200","Active","25V","31V","35.1V","39V","42.9V","300A","1.7J","1","1500pF @ 1kHz","-55°C ~ 150°C (TA)","-","Surface Mount, MLCV","1210 (3225 Metric)"
https://www.tdk-electronics.tdk.com/inf/75/db/CTVS_14/Automotive_series.pdf,//media.digikey.com/photos/Epcos%20Photos/495-VARISTOR%20TVS%20SERIES%201210.jpg,495-7471-1-ND,B72530E0250K062,EPCOS (TDK),VARISTOR 39V 300A 1210,14113,0,"0.69000","0","1","Cut Tape (CT)","Automotive, AEC-Q200","Active","25V","31V","35.1V","39V","42.9V","300A","1.7J","1","1500pF @ 1kHz","-55°C ~ 150°C (TA)","-","Surface Mount, MLCV","1210 (3225 Metric)"
https://www.tdk-electronics.tdk.com/inf/75/db/CTVS_14/Automotive_series.pdf,//media.digikey.com/photos/Epcos%20Photos/495-VARISTOR%20TVS%20SERIES%201210.jpg,495-7471-6-ND,B72530E0250K062,EPCOS (TDK),VARISTOR 39V 300A 1210,14113,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q200","Active","25V","31V","35.1V","39V","42.9V","300A","1.7J","1","1500pF @ 1kHz","-55°C ~ 150°C (TA)","-","Surface Mount, MLCV","1210 (3225 Metric)"
https://en.tdk.eu/inf/70/db/var/SIOV_Leaded_AdvanceD.pdf,//media.digikey.com/photos/Epcos%20Photos/VARISTOR%2014MM%20SERIES.jpg,495-76216-2-ND,B72214S2271K151,EPCOS (TDK),VARISTOR 430V 6KA DISC 14MM,59000,0,"0.26739","0","1000","Tape & Reel (TR)","AdvanceD Thermofuse","Active","275V","350V","387V","430V","473V","6kA","110J","1","440pF @ 1kHz","-40°C ~ 105°C","-","Through Hole","Disc 14mm"
https://en.tdk.eu/inf/70/db/var/SIOV_Leaded_AdvanceD.pdf,//media.digikey.com/photos/Epcos%20Photos/VARISTOR%2014MM%20SERIES.jpg,495-76216-1-ND,B72214S2271K151,EPCOS (TDK),VARISTOR 430V 6KA DISC 14MM,59215,0,"0.65000","0","1","Cut Tape (CT)","AdvanceD Thermofuse","Active","275V","350V","387V","430V","473V","6kA","110J","1","440pF @ 1kHz","-40°C ~ 105°C","-","Through Hole","Disc 14mm"
https://www.tdk-electronics.tdk.com/inf/75/db/CTVS_14/Standard_series.pdf,//media.digikey.com/photos/Epcos%20Photos/495-VARISTOR%20TVS%20SERIES%201210.jpg,495-76120-2-ND,B72530V0400K062,EPCOS (TDK),VARISTOR 68V 250A 1210,6000,0,"0.28014","0","2000","Tape & Reel (TR)","-","Active","40V","56V","61.2V","68V","74.8V","250A","2.3J","1","-","-","-","Surface Mount, MLCV","1210 (3225 Metric)"
https://www.tdk-electronics.tdk.com/inf/75/db/CTVS_14/Standard_series.pdf,//media.digikey.com/photos/Epcos%20Photos/495-VARISTOR%20TVS%20SERIES%201210.jpg,495-76120-1-ND,B72530V0400K062,EPCOS (TDK),VARISTOR 68V 250A 1210,8144,0,"0.80000","0","1","Cut Tape (CT)","-","Active","40V","56V","61.2V","68V","74.8V","250A","2.3J","1","-","-","-","Surface Mount, MLCV","1210 (3225 Metric)"
https://www.tdk-electronics.tdk.com/inf/75/db/CTVS_14/Standard_series.pdf,//media.digikey.com/photos/Epcos%20Photos/495-VARISTOR%20TVS%20SERIES%201210.jpg,495-76120-6-ND,B72530V0400K062,EPCOS (TDK),VARISTOR 68V 250A 1210,8144,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","40V","56V","61.2V","68V","74.8V","250A","2.3J","1","-","-","-","Surface Mount, MLCV","1210 (3225 Metric)"
http://datasheets.avx.com/tguard.pdf,//media.digikey.com/photos/AVX%20Photos/VC121026H560DP.JPG,478-6100-2-ND,VC121085S151DP,AVX Corporation,VARISTOR 100V 250A 1210,12000,5000,"0.31680","0","1000","Tape & Reel (TR)","TransGuard®","Active","60V","85V","90V","100V","110V","250A","2.0J","1","275pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1210 (3225 Metric)"
http://datasheets.avx.com/tguard.pdf,//media.digikey.com/photos/AVX%20Photos/VC121026H560DP.JPG,478-6100-1-ND,VC121085S151DP,AVX Corporation,VARISTOR 100V 250A 1210,12220,5000,"0.82000","0","1","Cut Tape (CT)","TransGuard®","Active","60V","85V","90V","100V","110V","250A","2.0J","1","275pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1210 (3225 Metric)"
http://datasheets.avx.com/tguard.pdf,//media.digikey.com/photos/AVX%20Photos/VC121026H560DP.JPG,478-6100-6-ND,VC121085S151DP,AVX Corporation,VARISTOR 100V 250A 1210,12220,5000,"Digi-Reel","0","1","Digi-Reel®","TransGuard®","Active","60V","85V","90V","100V","110V","250A","2.0J","1","275pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1210 (3225 Metric)"
http://datasheets.avx.com/GlassMLV.pdf,//media.digikey.com/Renders/AVX%20Renders/1210-(3225-Metric)-AVX.jpg,478-2540-2-ND,VJ13MC0600KBA,AVX Corporation,VARISTOR 75V 250A 1210,30000,0,"0.34365","0","2000","Tape & Reel (TR)","MC","Active","42V","60V","67V","75V","83V","250A","1.5J","1","400pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1210 (3225 Metric)"
http://datasheets.avx.com/GlassMLV.pdf,//media.digikey.com/Renders/AVX%20Renders/1210-(3225-Metric)-AVX.jpg,478-2540-1-ND,VJ13MC0600KBA,AVX Corporation,VARISTOR 75V 250A 1210,32548,0,"0.98000","0","1","Cut Tape (CT)","MC","Active","42V","60V","67V","75V","83V","250A","1.5J","1","400pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1210 (3225 Metric)"
http://datasheets.avx.com/GlassMLV.pdf,//media.digikey.com/Renders/AVX%20Renders/1210-(3225-Metric)-AVX.jpg,478-2540-6-ND,VJ13MC0600KBA,AVX Corporation,VARISTOR 75V 250A 1210,32548,0,"Digi-Reel","0","1","Digi-Reel®","MC","Active","42V","60V","67V","75V","83V","250A","1.5J","1","400pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1210 (3225 Metric)"
http://datasheets.avx.com/GlassMLV.pdf,//media.digikey.com/Renders/AVX%20Renders/1210-(3225-Metric)-AVX.jpg,478-4758-2-ND,VJ13PC0480KBA,AVX Corporation,VARISTOR 60.5V 250A 1210,14000,0,"0.34365","0","2000","Tape & Reel (TR)","PC","Active","34V","48V","54.5V","60.5V","66.5V","250A","1.2J","1","500pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1210 (3225 Metric)"
http://datasheets.avx.com/GlassMLV.pdf,//media.digikey.com/Renders/AVX%20Renders/1210-(3225-Metric)-AVX.jpg,478-4758-1-ND,VJ13PC0480KBA,AVX Corporation,VARISTOR 60.5V 250A 1210,16452,0,"0.98000","0","1","Cut Tape (CT)","PC","Active","34V","48V","54.5V","60.5V","66.5V","250A","1.2J","1","500pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1210 (3225 Metric)"
http://datasheets.avx.com/GlassMLV.pdf,//media.digikey.com/Renders/AVX%20Renders/1210-(3225-Metric)-AVX.jpg,478-4758-6-ND,VJ13PC0480KBA,AVX Corporation,VARISTOR 60.5V 250A 1210,16452,0,"Digi-Reel","0","1","Digi-Reel®","PC","Active","34V","48V","54.5V","60.5V","66.5V","250A","1.2J","1","500pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1210 (3225 Metric)"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWC0004+EZJS1VB822+7+WW,//media.digikey.com/Renders/Panasonic%20Renders/ERBSE%200603%20Series.jpg,P822VJTR-ND,EZJ-S1VB822,Panasonic Electronic Components,VARISTOR 12V 0603,36000,0,"0.35560","0","4000","Tape & Reel (TR)","-","Active","-","6V","-","12V","-","-","-","1","8200pF @ 1kHz","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","0603 (1608 Metric)"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWC0004+EZJS1VB822+7+WW,//media.digikey.com/Renders/Panasonic%20Renders/ERBSE%200603%20Series.jpg,P822VJCT-ND,EZJ-S1VB822,Panasonic Electronic Components,VARISTOR 12V 0603,37525,0,"0.92000","0","1","Cut Tape (CT)","-","Active","-","6V","-","12V","-","-","-","1","8200pF @ 1kHz","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","0603 (1608 Metric)"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWC0004+EZJS1VB822+7+WW,//media.digikey.com/Renders/Panasonic%20Renders/ERBSE%200603%20Series.jpg,P822VJDKR-ND,EZJ-S1VB822,Panasonic Electronic Components,VARISTOR 12V 0603,37525,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","6V","-","12V","-","-","-","1","8200pF @ 1kHz","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","0603 (1608 Metric)"
https://www.tdk-electronics.tdk.com/inf/75/db/CTVS_14/Automotive_series.pdf,//media.digikey.com/Renders/Epcos%20Renders/Varistors;%201812%20(4532%20Metric).jpg,495-7489-2-ND,B72580E0350K062,EPCOS (TDK),VARISTOR 56V 500A 1812,6000,0,"0.38475","0","1000","Tape & Reel (TR)","Automotive, AEC-Q200","Active","35V","45V","50.4V","56V","61.6V","500A","4.0J","1","1200pF @ 1kHz","-55°C ~ 150°C (TA)","-","Surface Mount","1812 (4532 Metric)"
https://www.tdk-electronics.tdk.com/inf/75/db/CTVS_14/Automotive_series.pdf,//media.digikey.com/Renders/Epcos%20Renders/Varistors;%201812%20(4532%20Metric).jpg,495-7489-1-ND,B72580E0350K062,EPCOS (TDK),VARISTOR 56V 500A 1812,6263,0,"0.92000","0","1","Cut Tape (CT)","Automotive, AEC-Q200","Active","35V","45V","50.4V","56V","61.6V","500A","4.0J","1","1200pF @ 1kHz","-55°C ~ 150°C (TA)","-","Surface Mount","1812 (4532 Metric)"
https://www.tdk-electronics.tdk.com/inf/75/db/CTVS_14/Automotive_series.pdf,//media.digikey.com/Renders/Epcos%20Renders/Varistors;%201812%20(4532%20Metric).jpg,495-7489-6-ND,B72580E0350K062,EPCOS (TDK),VARISTOR 56V 500A 1812,6263,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q200","Active","35V","45V","50.4V","56V","61.6V","500A","4.0J","1","1200pF @ 1kHz","-55°C ~ 150°C (TA)","-","Surface Mount","1812 (4532 Metric)"
https://en.tdk.eu/inf/70/db/var/SIOV_CU_Standard.pdf,//media.digikey.com/Photos/Epcos%20Photos/CU3225-SERIES.jpg,495-2389-2-ND,B72650M0301K072,EPCOS (TDK),VARISTOR 470V 400A 2SMD JLEAD,36000,0,"0.39110","0","1000","Tape & Reel (TR)","-","Active","300V","385V","423V","470V","517V","400A","9.6J","1","45pF @ 1kHz","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
https://en.tdk.eu/inf/70/db/var/SIOV_CU_Standard.pdf,//media.digikey.com/Photos/Epcos%20Photos/CU3225-SERIES.jpg,495-2389-1-ND,B72650M0301K072,EPCOS (TDK),VARISTOR 470V 400A 2SMD JLEAD,36743,0,"1.01000","0","1","Cut Tape (CT)","-","Active","300V","385V","423V","470V","517V","400A","9.6J","1","45pF @ 1kHz","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
https://en.tdk.eu/inf/70/db/var/SIOV_CU_Standard.pdf,//media.digikey.com/Photos/Epcos%20Photos/CU3225-SERIES.jpg,495-2389-6-ND,B72650M0301K072,EPCOS (TDK),VARISTOR 470V 400A 2SMD JLEAD,36743,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","300V","385V","423V","470V","517V","400A","9.6J","1","45pF @ 1kHz","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
https://en.tdk.eu/inf/70/db/var/SIOV_CU_Standard.pdf,//media.digikey.com/Photos/Epcos%20Photos/CU3225-SERIES.jpg,495-2607-2-ND,B72650M0600K072,EPCOS (TDK),VARISTOR 100V 400A 2SMD JLEAD,22000,0,"0.39110","0","1000","Tape & Reel (TR)","-","Active","60V","85V","90V","100V","110V","400A","2.2J","1","250pF @ 1kHz","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
https://en.tdk.eu/inf/70/db/var/SIOV_CU_Standard.pdf,//media.digikey.com/Photos/Epcos%20Photos/CU3225-SERIES.jpg,495-2607-1-ND,B72650M0600K072,EPCOS (TDK),VARISTOR 100V 400A 2SMD JLEAD,22134,0,"1.01000","0","1","Cut Tape (CT)","-","Active","60V","85V","90V","100V","110V","400A","2.2J","1","250pF @ 1kHz","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
https://en.tdk.eu/inf/70/db/var/SIOV_CU_Standard.pdf,//media.digikey.com/Photos/Epcos%20Photos/CU3225-SERIES.jpg,495-2607-6-ND,B72650M0600K072,EPCOS (TDK),VARISTOR 100V 400A 2SMD JLEAD,22134,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","60V","85V","90V","100V","110V","400A","2.2J","1","250pF @ 1kHz","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
https://en.tdk.eu/inf/70/db/var/SIOV_CU_Standard.pdf,//media.digikey.com/Photos/Epcos%20Photos/CU3225-SERIES.jpg,495-2606-2-ND,B72650M0251K072,EPCOS (TDK),VARISTOR 390V 400A 2SMD JLEAD,15000,0,"0.39110","0","1000","Tape & Reel (TR)","-","Active","250V","320V","351V","390V","429V","400A","8.2J","1","55pF @ 1kHz","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
https://en.tdk.eu/inf/70/db/var/SIOV_CU_Standard.pdf,//media.digikey.com/Photos/Epcos%20Photos/CU3225-SERIES.jpg,495-2606-1-ND,B72650M0251K072,EPCOS (TDK),VARISTOR 390V 400A 2SMD JLEAD,15316,0,"1.01000","0","1","Cut Tape (CT)","-","Active","250V","320V","351V","390V","429V","400A","8.2J","1","55pF @ 1kHz","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
https://en.tdk.eu/inf/70/db/var/SIOV_CU_Standard.pdf,//media.digikey.com/Photos/Epcos%20Photos/CU3225-SERIES.jpg,495-2606-6-ND,B72650M0251K072,EPCOS (TDK),VARISTOR 390V 400A 2SMD JLEAD,15316,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","250V","320V","351V","390V","429V","400A","8.2J","1","55pF @ 1kHz","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0002+ERZV07D470+7+WW,//media.digikey.com/photos/Panasonic%20Photos/ERZ-V07D221.JPG,P7295-ND,ERZ-V07D470,Panasonic Electronic Components,VARISTOR 47V 500A DISC 7MM,49574,0,"0.40000","0","1","Bulk","ZNR®","Active","30V","38V","42V","47V","52V","500A","2.8J","1","1550pF @ 1kHz","-40°C ~ 85°C (TA)","-","Through Hole","Disc 7mm"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0002+ERZV07D390+7+WW,//media.digikey.com/photos/Panasonic%20Photos/ERZ-V07D221.JPG,P7294-ND,ERZ-V07D390,Panasonic Electronic Components,VARISTOR 39V 500A DISC 7MM,27904,0,"0.40000","0","1","Bulk","ZNR®","Active","25V","31V","35V","39V","43V","500A","2.4J","1","1600pF @ 1kHz","-40°C ~ 85°C (TA)","-","Through Hole","Disc 7mm"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0002+ERZV07D471+7+WW,//media.digikey.com/photos/Panasonic%20Photos/ERZ-V07D221.JPG,P7202-ND,ERZ-V07D471,Panasonic Electronic Components,VARISTOR 470V 1.75KA DISC 7MM,9858,0,"0.40000","0","1","Bulk","ZNR®","Active","300V","385V","423V","470V","517V","1.75kA","42J","1","100pF @ 1kHz","-40°C ~ 85°C (TA)","-","Through Hole","Disc 7mm"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0002+ERZV07D560+7+WW,//media.digikey.com/photos/Panasonic%20Photos/ERZ-V07D221.JPG,P7296-ND,ERZ-V07D560,Panasonic Electronic Components,VARISTOR 56V 500A DISC 7MM,8547,0,"0.40000","0","1","Bulk","ZNR®","Active","35V","45V","50V","56V","62V","500A","3.4J","1","1500pF @ 1kHz","-40°C ~ 85°C (TA)","-","Through Hole","Disc 7mm"
http://datasheets.avx.com/tguard.pdf,//media.digikey.com/photos/AVX%20Photos/VC121026H560DP.JPG,478-2528-2-ND,VC121048H101DP,AVX Corporation,VARISTOR 62V 250A 1210,13000,0,"0.40500","0","1000","Tape & Reel (TR)","TransGuard®","Active","34V","48V","55.8V","62V","68.2V","250A","1.2J","1","500pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1210 (3225 Metric)"
http://datasheets.avx.com/tguard.pdf,//media.digikey.com/photos/AVX%20Photos/VC121026H560DP.JPG,478-2528-1-ND,VC121048H101DP,AVX Corporation,VARISTOR 62V 250A 1210,13596,0,"0.97000","0","1","Cut Tape (CT)","TransGuard®","Active","34V","48V","55.8V","62V","68.2V","250A","1.2J","1","500pF @ 1kHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1210 (3225 Metric)"
