Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Maximum AC Volts","Maximum DC Volts","Varistor Voltage (Min)","Varistor Voltage (Typ)","Varistor Voltage (Max)","Current - Surge","Energy","Number of Circuits","Capacitance @ Frequency","Operating Temperature","Features","Mounting Type","Package / Case"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_ch_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/v430ch8t.JPG,F3462CT-ND,V220CH8T,Littelfuse Inc.,VARISTOR 220V 250A 2SMD NO LEAD,17944,0,"1.40000","0","1","Cut Tape (CT)","CH","Active","140V","180V","198V","220V","242V","250A","5.0J","1","105pF @ 1MHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","2-SMD, No Lead"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_ch_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/v430ch8t.JPG,F3462DKR-ND,V220CH8T,Littelfuse Inc.,VARISTOR 220V 250A 2SMD NO LEAD,17944,0,"Digi-Reel","0","1","Digi-Reel®","CH","Active","140V","180V","198V","220V","242V","250A","5.0J","1","105pF @ 1MHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","2-SMD, No Lead"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_ch_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/v430ch8t.JPG,F3465TR-ND,V390CH8T,Littelfuse Inc.,VARISTOR 390V 250A 2SMD NO LEAD,15000,0,"0.58200","0","1000","Tape & Reel (TR)","CH","Active","250V","330V","354V","390V","429V","250A","7.0J","1","60pF @ 1MHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","2-SMD, No Lead"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_ch_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/v430ch8t.JPG,F3465CT-ND,V390CH8T,Littelfuse Inc.,VARISTOR 390V 250A 2SMD NO LEAD,15742,0,"1.40000","0","1","Cut Tape (CT)","CH","Active","250V","330V","354V","390V","429V","250A","7.0J","1","60pF @ 1MHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","2-SMD, No Lead"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_ch_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/v430ch8t.JPG,F3465DKR-ND,V390CH8T,Littelfuse Inc.,VARISTOR 390V 250A 2SMD NO LEAD,15742,0,"Digi-Reel","0","1","Digi-Reel®","CH","Active","250V","330V","354V","390V","429V","250A","7.0J","1","60pF @ 1MHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","2-SMD, No Lead"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_mla_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/TVS%20VARISTOR%201210.jpg,F2170TR-ND,V120MLA1210H,Littelfuse Inc.,VARISTOR 150V 125A 1210,8000,0,"0.58200","0","1000","Tape & Reel (TR)","MLA","Active","107V","120V","135V","150V","165V","125A","2.0J","1","80pF @ 1MHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1210 (3225 Metric)"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_mla_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/TVS%20VARISTOR%201210.jpg,F2170CT-ND,V120MLA1210H,Littelfuse Inc.,VARISTOR 150V 125A 1210,9108,0,"1.40000","0","1","Cut Tape (CT)","MLA","Active","107V","120V","135V","150V","165V","125A","2.0J","1","80pF @ 1MHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1210 (3225 Metric)"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_mla_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/TVS%20VARISTOR%201210.jpg,F2170DKR-ND,V120MLA1210H,Littelfuse Inc.,VARISTOR 150V 125A 1210,9108,0,"Digi-Reel","0","1","Digi-Reel®","MLA","Active","107V","120V","135V","150V","165V","125A","2.0J","1","80pF @ 1MHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","1210 (3225 Metric)"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_ch_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/v430ch8t.JPG,F3458TR-ND,V150CH8T,Littelfuse Inc.,VARISTOR 150V 250A 2SMD NO LEAD,6000,0,"0.58200","0","1000","Tape & Reel (TR)","CH","Active","95V","127V","135V","150V","165V","250A","3.0J","1","250pF @ 1MHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","2-SMD, No Lead"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_ch_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/v430ch8t.JPG,F3458CT-ND,V150CH8T,Littelfuse Inc.,VARISTOR 150V 250A 2SMD NO LEAD,7424,0,"1.40000","0","1","Cut Tape (CT)","CH","Active","95V","127V","135V","150V","165V","250A","3.0J","1","250pF @ 1MHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","2-SMD, No Lead"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_ch_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/v430ch8t.JPG,F3458DKR-ND,V150CH8T,Littelfuse Inc.,VARISTOR 150V 250A 2SMD NO LEAD,7424,0,"Digi-Reel","0","1","Digi-Reel®","CH","Active","95V","127V","135V","150V","165V","250A","3.0J","1","250pF @ 1MHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","2-SMD, No Lead"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_ch_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/v430ch8t.JPG,F3466TR-ND,V430CH8T,Littelfuse Inc.,VARISTOR 430V 250A 2SMD NO LEAD,6000,0,"0.58200","0","1000","Tape & Reel (TR)","CH","Active","275V","369V","389V","430V","473V","250A","8.0J","1","50pF @ 1MHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","2-SMD, No Lead"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_ch_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/v430ch8t.JPG,F3466CT-ND,V430CH8T,Littelfuse Inc.,VARISTOR 430V 250A 2SMD NO LEAD,7658,0,"1.40000","0","1","Cut Tape (CT)","CH","Active","275V","369V","389V","430V","473V","250A","8.0J","1","50pF @ 1MHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","2-SMD, No Lead"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_ch_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/v430ch8t.JPG,F3466DKR-ND,V430CH8T,Littelfuse Inc.,VARISTOR 430V 250A 2SMD NO LEAD,7658,0,"Digi-Reel","0","1","Digi-Reel®","CH","Active","275V","369V","389V","430V","473V","250A","8.0J","1","50pF @ 1MHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","2-SMD, No Lead"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_ch_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/v430ch8t.JPG,F3459TR-ND,V180CH8T,Littelfuse Inc.,VARISTOR 180V 250A 2SMD NO LEAD,4000,0,"0.58200","0","1000","Tape & Reel (TR)","CH","Active","115V","153V","162V","180V","198V","250A","4.0J","1","120pF @ 1MHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","2-SMD, No Lead"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_ch_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/v430ch8t.JPG,F3459CT-ND,V180CH8T,Littelfuse Inc.,VARISTOR 180V 250A 2SMD NO LEAD,4034,0,"1.40000","0","1","Cut Tape (CT)","CH","Active","115V","153V","162V","180V","198V","250A","4.0J","1","120pF @ 1MHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","2-SMD, No Lead"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_ch_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/v430ch8t.JPG,F3459DKR-ND,V180CH8T,Littelfuse Inc.,VARISTOR 180V 250A 2SMD NO LEAD,4034,0,"Digi-Reel","0","1","Digi-Reel®","CH","Active","115V","153V","162V","180V","198V","250A","4.0J","1","120pF @ 1MHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","2-SMD, No Lead"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_ch_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/v430ch8t.JPG,F3461TR-ND,V200CH8T,Littelfuse Inc.,VARISTOR 200V 250A 2SMD NO LEAD,3000,0,"0.58200","0","1000","Tape & Reel (TR)","CH","Active","130V","175V","184V","200V","228V","250A","4.0J","1","110pF @ 1MHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","2-SMD, No Lead"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_ch_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/v430ch8t.JPG,F3461CT-ND,V200CH8T,Littelfuse Inc.,VARISTOR 200V 250A 2SMD NO LEAD,3978,0,"1.40000","0","1","Cut Tape (CT)","CH","Active","130V","175V","184V","200V","228V","250A","4.0J","1","110pF @ 1MHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","2-SMD, No Lead"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_ch_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/v430ch8t.JPG,F3461DKR-ND,V200CH8T,Littelfuse Inc.,VARISTOR 200V 250A 2SMD NO LEAD,3978,0,"Digi-Reel","0","1","Digi-Reel®","CH","Active","130V","175V","184V","200V","228V","250A","4.0J","1","110pF @ 1MHz","-55°C ~ 125°C (TA)","-","Surface Mount, MLCV","2-SMD, No Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0002+ERZV10D751+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/D10,%2014%20V%20Series.jpg",P7260-ND,ERZ-V10D751,Panasonic Electronic Components,VARISTOR 750V 3.5KA DISC 10MM,17613,0,"0.59000","0","1","Bulk","ZNR®","Active","460V","615V","675V","750V","825V","3.5kA","100J","1","160pF @ 1kHz","-40°C ~ 85°C (TA)","-","Through Hole","Disc 10mm"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_ultramov_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/V14E250P.JPG,F3758-ND,V14E320P,Littelfuse Inc.,VARISTOR 510V 6KA DISC 14MM,16258,0,"0.60000","0","1","Bulk","UltraMOV™","Active","320V","420V","459V","510V","561V","6kA","136J","1","380pF @ 1MHz","-55°C ~ 85°C (TA)","-","Through Hole","Disc 14mm"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M220+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7345TR-ND,ERZ-VF2M220,Panasonic Electronic Components,VARISTOR 22V 125A 2SMD JLEAD,46000,0,"0.61866","0","2000","Tape & Reel (TR)","ZNR®","Active","14V","18V","20V","22V","24V","125A","0.90J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M220+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7345CT-ND,ERZ-VF2M220,Panasonic Electronic Components,VARISTOR 22V 125A 2SMD JLEAD,47141,0,"1.59000","0","1","Cut Tape (CT)","ZNR®","Active","14V","18V","20V","22V","24V","125A","0.90J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M220+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7345DKR-ND,ERZ-VF2M220,Panasonic Electronic Components,VARISTOR 22V 125A 2SMD JLEAD,47141,0,"Digi-Reel","0","1","Digi-Reel®","ZNR®","Active","14V","18V","20V","22V","24V","125A","0.90J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M560+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7350TR-ND,ERZ-VF2M560,Panasonic Electronic Components,VARISTOR 56V 125A 2SMD JLEAD,30000,0,"0.61866","0","2000","Tape & Reel (TR)","ZNR®","Active","35V","45V","50V","56V","62V","125A","2.2J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M560+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7350CT-ND,ERZ-VF2M560,Panasonic Electronic Components,VARISTOR 56V 125A 2SMD JLEAD,30783,0,"1.59000","0","1","Cut Tape (CT)","ZNR®","Active","35V","45V","50V","56V","62V","125A","2.2J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M560+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7350DKR-ND,ERZ-VF2M560,Panasonic Electronic Components,VARISTOR 56V 125A 2SMD JLEAD,30783,0,"Digi-Reel","0","1","Digi-Reel®","ZNR®","Active","35V","45V","50V","56V","62V","125A","2.2J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M680+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7351TR-ND,ERZ-VF2M680,Panasonic Electronic Components,VARISTOR 68V 125A 2SMD JLEAD,30000,0,"0.61866","0","2000","Tape & Reel (TR)","ZNR®","Active","40V","56V","61V","68V","75V","125A","2.5J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M680+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7351CT-ND,ERZ-VF2M680,Panasonic Electronic Components,VARISTOR 68V 125A 2SMD JLEAD,30828,0,"1.59000","0","1","Cut Tape (CT)","ZNR®","Active","40V","56V","61V","68V","75V","125A","2.5J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M680+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7351DKR-ND,ERZ-VF2M680,Panasonic Electronic Components,VARISTOR 68V 125A 2SMD JLEAD,30828,0,"Digi-Reel","0","1","Digi-Reel®","ZNR®","Active","40V","56V","61V","68V","75V","125A","2.5J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M241+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7343TR-ND,ERZ-VF2M241,Panasonic Electronic Components,VARISTOR 240V 600A 2SMD JLEAD,20000,0,"0.61866","0","2000","Tape & Reel (TR)","ZNR®","Active","150V","200V","216V","240V","264V","600A","17.5J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M241+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7343CT-ND,ERZ-VF2M241,Panasonic Electronic Components,VARISTOR 240V 600A 2SMD JLEAD,20423,0,"1.59000","0","1","Cut Tape (CT)","ZNR®","Active","150V","200V","216V","240V","264V","600A","17.5J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M241+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7343DKR-ND,ERZ-VF2M241,Panasonic Electronic Components,VARISTOR 240V 600A 2SMD JLEAD,20423,0,"Digi-Reel","0","1","Digi-Reel®","ZNR®","Active","150V","200V","216V","240V","264V","600A","17.5J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M471+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7356TR-ND,ERZ-VF2M471,Panasonic Electronic Components,VARISTOR 470V 300A 2SMD JLEAD,16000,0,"0.61866","0","2000","Tape & Reel (TR)","ZNR®","Active","300V","385V","423V","470V","517V","300A","10J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M471+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7356CT-ND,ERZ-VF2M471,Panasonic Electronic Components,VARISTOR 470V 300A 2SMD JLEAD,19267,0,"1.59000","0","1","Cut Tape (CT)","ZNR®","Active","300V","385V","423V","470V","517V","300A","10J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M471+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7356DKR-ND,ERZ-VF2M471,Panasonic Electronic Components,VARISTOR 470V 300A 2SMD JLEAD,19267,0,"Digi-Reel","0","1","Digi-Reel®","ZNR®","Active","300V","385V","423V","470V","517V","300A","10J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M151+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7340TR-ND,ERZ-VF2M151,Panasonic Electronic Components,VARISTOR 150V 600A 2SMD JLEAD,14000,0,"0.61866","0","2000","Tape & Reel (TR)","ZNR®","Active","95V","125V","135V","150V","165V","600A","14.5J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M151+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7340CT-ND,ERZ-VF2M151,Panasonic Electronic Components,VARISTOR 150V 600A 2SMD JLEAD,14357,0,"1.59000","0","1","Cut Tape (CT)","ZNR®","Active","95V","125V","135V","150V","165V","600A","14.5J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M151+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7340DKR-ND,ERZ-VF2M151,Panasonic Electronic Components,VARISTOR 150V 600A 2SMD JLEAD,14357,0,"Digi-Reel","0","1","Digi-Reel®","ZNR®","Active","95V","125V","135V","150V","165V","600A","14.5J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M270+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7346TR-ND,ERZ-VF2M270,Panasonic Electronic Components,VARISTOR 27V 125A 2SMD JLEAD,10000,0,"0.61866","0","2000","Tape & Reel (TR)","ZNR®","Active","17V","22V","24V","27V","30V","125A","1.0J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M270+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7346CT-ND,ERZ-VF2M270,Panasonic Electronic Components,VARISTOR 27V 125A 2SMD JLEAD,11528,0,"1.59000","0","1","Cut Tape (CT)","ZNR®","Active","17V","22V","24V","27V","30V","125A","1.0J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M270+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7346DKR-ND,ERZ-VF2M270,Panasonic Electronic Components,VARISTOR 27V 125A 2SMD JLEAD,11528,0,"Digi-Reel","0","1","Digi-Reel®","ZNR®","Active","17V","22V","24V","27V","30V","125A","1.0J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M390+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7348TR-ND,ERZ-VF2M390,Panasonic Electronic Components,VARISTOR 39V 125A 2SMD JLEAD,6000,0,"0.61866","0","2000","Tape & Reel (TR)","ZNR®","Active","25V","31V","35V","39V","43V","125A","1.5J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M390+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7348CT-ND,ERZ-VF2M390,Panasonic Electronic Components,VARISTOR 39V 125A 2SMD JLEAD,7169,0,"1.59000","0","1","Cut Tape (CT)","ZNR®","Active","25V","31V","35V","39V","43V","125A","1.5J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M390+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7348DKR-ND,ERZ-VF2M390,Panasonic Electronic Components,VARISTOR 39V 125A 2SMD JLEAD,7169,0,"Digi-Reel","0","1","Digi-Reel®","ZNR®","Active","25V","31V","35V","39V","43V","125A","1.5J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M391+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7354TR-ND,ERZ-VF2M391,Panasonic Electronic Components,VARISTOR 390V 300A 2SMD JLEAD,6000,0,"0.61866","0","2000","Tape & Reel (TR)","ZNR®","Active","250V","320V","351V","390V","429V","300A","19J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M391+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7354CT-ND,ERZ-VF2M391,Panasonic Electronic Components,VARISTOR 390V 300A 2SMD JLEAD,7927,0,"1.59000","0","1","Cut Tape (CT)","ZNR®","Active","250V","320V","351V","390V","429V","300A","19J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M391+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7354DKR-ND,ERZ-VF2M391,Panasonic Electronic Components,VARISTOR 390V 300A 2SMD JLEAD,7927,0,"Digi-Reel","0","1","Digi-Reel®","ZNR®","Active","250V","320V","351V","390V","429V","300A","19J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M431+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7355TR-ND,ERZ-VF2M431,Panasonic Electronic Components,VARISTOR 430V 300A 2SMD JLEAD,6000,0,"0.61866","0","2000","Tape & Reel (TR)","ZNR®","Active","275V","350V","387V","430V","473V","300A","10J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M431+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7355CT-ND,ERZ-VF2M431,Panasonic Electronic Components,VARISTOR 430V 300A 2SMD JLEAD,7947,0,"1.59000","0","1","Cut Tape (CT)","ZNR®","Active","275V","350V","387V","430V","473V","300A","10J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M431+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7355DKR-ND,ERZ-VF2M431,Panasonic Electronic Components,VARISTOR 430V 300A 2SMD JLEAD,7947,0,"Digi-Reel","0","1","Digi-Reel®","ZNR®","Active","275V","350V","387V","430V","473V","300A","10J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AWA0003+ERZVF2M201+7+WW,//media.digikey.com/Renders/Micro%20Commercial%20Renders/33V%20SMC.jpg,P7341TR-ND,ERZ-VF2M201,Panasonic Electronic Components,VARISTOR 200V 600A 2SMD JLEAD,2000,0,"0.61866","0","2000","Tape & Reel (TR)","ZNR®","Active","130V","170V","185V","200V","225V","600A","16J","1","-","-40°C ~ 85°C (TA)","-","Surface Mount, MLCV","2-SMD, J-Lead"
