Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Type Attributes","Style","Specifications"
http://www.panduit.com/heiler/LineCards/D-IDLC03--SA-DEU-ThermalTransferLabelsLC-W.pdf,-,TDP43ME/E-ND,TDP43ME/E,Panduit Corp,300 DPI PRINTER W/EASY-MARK LAB,0,0,"1687.46000","0","1","-","Active","Desktop","Thermal Printer, Transfer","Labels","300 dpi (12 dots/mm)"
http://advdownload.advantech.com/productfile/PIS/96pr-254-uxph-i/Product%20-%20Datasheet/96PR-254-UXPH-I_datasheet20180225090106.pdf,-,96PR-254-UXPH-I-ND,96PR-254-UXPH-I,Advantech Corp,THERMAL PRINTER 300DPI 10 IPS US,0,0,"1748.95000","0","1","-","Active","Desktop","Thermal Printer, Direct and Transfer - Industrial","Barcodes, Labels","300 dpi (12 dot/mm), Centronics (Parallel), Ethernet, Print Spd 10"" (254mm/s), Print Wdth 4"" (101mm), Serial, USB 2.0, USB Host"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/5416477_749_723_Man.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_5146723.jpg,5146723-ND,5146723,Phoenix Contact,PRINTER,0,0,"2122.31000","0","1","Thermomark","Active","Desktop","Thermal Printer, Transfer","Labels, Sleeves","300 dpi (12 dots/mm), 10/100 Mbps Ethernet, Paper Width 8.1"" (205mm), USB 2.0"
https://www.phoenixcontact.com/assets/downloads_ed/global/web_dwl_promotion/52006592_DE_EN_MARKING_THERMOMARK_LINE_LoRes.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_5147301.jpg,5147301-ND,5147301,Phoenix Contact,THERMOMARK ROLL SET EN,0,1,"2351.60000","0","1","Thermomark","Active","Desktop","Thermal Printer, Transfer","Labels","240VAC, 10/100 Mbps Ethernet, USB 2.0"
http://advdownload.advantech.com/productfile/PIS/96pr-102-uxph-i/Product%20-%20Datasheet/96PR-102-UXPH-I_datasheet20180225090047.pdf,-,96PR-102-UXPH-I-ND,96PR-102-UXPH-I,Advantech Corp,THERMAL PRINTER IND 600 DPI US,0,0,"2361.48000","0","1","-","Active","Desktop","Thermal Printer, Direct and Transfer - Industrial","Barcodes, Labels","600 dpi, 10/100 Mbps Ethernet, Print Speed 4"" (102mm/s), Print Width 4"" (101mm), Serial (RS-232), USB 2.0, USB Host"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/556-00430.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_556-00430.jpg,556-00430-ND,556-00430,HellermannTyton,TTM430 300 DPI THERMAL PRINTER,0,0,"2494.77000","0","1","TTM430","Active","Desktop","Thermal Printer, Transfer","Labels","300 dpi (12 dots/mm)"
http://www.panduit.com/heiler/LineCards/D-IDLC06--SA-ENG-ThermalTransferLabels.pdf,-,TDP43HE/E-ND,TDP43HE/E,Panduit Corp,300 DPI PRINTER W/EASY-MARK LABL,0,0,"3093.78000","0","1","-","Active","Desktop","Thermal Printer, Transfer","Labels","300 dpi (12 dots/mm), Ethernet, Print Speed 8"" (203mm/s), Parallel, Serial, USB"
-,-,34000082-ND,34000082,Altech Corporation,VP600 BASIC PLOTTER,0,1,"3137.16000","0","1","-","Active","-","-","-","-"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/556-00460.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_556-00460.jpg,556-00460-ND,556-00460,HellermannTyton,TTM460 600 DPI THERMAL PRINTERS,0,0,"3141.68000","0","1","TTM460","Active","Desktop","Thermal Printer, Transfer","Labels","600 dpi"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Marking%20Systems.pdf,//media.digikey.com/Photos/Weidmuller/MFG_1962340000.jpg,1962340000-ND,1962340000,Weidmüller,DEVICE MARKER THM-PLUS PRINTER,0,0,"3403.76000","0","1","THM-Plus","Active","Desktop","Thermal Printer, Transfer - Industrial","Labels, Sleeves","300 dpi (12 dots/mm), 240VAC, Ethernet, Print Speed 6"" (150mm/s), Serial (RS-232), USB"
https://www.phoenixcontact.com/assets/downloads_ed/global/web_dwl_promotion/52006592_DE_EN_MARKING_THERMOMARK_LINE_LoRes.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_5147201.jpg,5147201-ND,5147201,Phoenix Contact,THERMAL PRINTER SET,0,0,"3594.78000","0","1","Thermomark","Active","Desktop","Thermal Printer, Transfer","Labels","240VAC, 10/100 Mbps Ethernet, USB 2.0"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/5147101.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_5147101.jpg,277-5354-ND,5147101,Phoenix Contact,THERMAL TRANSFER PRINTER SET,0,30,"3780.00000","0","1","Thermomark","Active","Desktop","Thermal Printer, Transfer","Labels","240VAC, 10/100 Mbps Ethernet, USB 2.0"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0804499,-,0804499-ND,0804499,Phoenix Contact,MARKING PLOTTER 480MMX155MM SILV,0,0,"4095.00000","0","1",":MOVE","Active","Desktop","Plotter","Labels, Markers","240VAC, USB 2.0"
http://www.panduit.com/heiler/LineCards/D-IDLC06--SA-ENG-ThermalTransferLabels.pdf,-,TDP46HE-ND,TDP46HE,Panduit Corp,600 DPI PRINTER W/EASY-MARK LABL,0,0,"4331.18000","0","1","-","Active","Desktop","Thermal Printer, Transfer","Labels","600 dpi, Ethernet, Print Speed 8"" (203mm/s), Paper Width 4.1"" (104mm), Parallel, USB, Serial"
http://www.panduit.com/heiler/LineCards/D-IDLC06--SA-ENG-ThermalTransferLabels.pdf,-,TDP46HE/E-ND,TDP46HE/E,Panduit Corp,600 DPI PRINTER W/EASY-MARK LABL,0,0,"4331.18000","0","1","-","Active","Desktop","Thermal Printer, Transfer","Labels","600 dpi, Ethernet, Print Speed 8"" (203mm/s), Parallel, Serial, USB"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654227_Ident_Sols&DocType=DS&DocLang=English,-,T312M-PRINTER-ND,T312M-PRINTER,TE Connectivity Raychem Cable Protection,PRINTER T300 SER THERMAL TRANS,0,0,"4620.17000","0","1","T300","Active","Desktop","Thermal Printer, Transfer","Labels","300 dpi (12 dots/mm), Paper Width 4.5"" (115mm), Serial (RS-232C/422/485)"
-,-,34000080-ND,34000080,Altech Corporation,VP600 PLOTTER,0,0,"5049.39000","0","1","-","Active","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=5147401,-,5147401-ND,5147401,Phoenix Contact,PRINTING SET CONSISTING OF: 1 X,0,0,"8519.91000","0","1","Bluemark","Active","Desktop","UV Printer","-","240VAC, 10/100 Mbps Ethernet, USB 2.0"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_5144615.jpg,5144615-ND,5144615,Phoenix Contact,MARKING PLOTTER,0,0,"9733.13000","0","1","-","Active","Desktop","Plotter","Labels, Markers","240VAC, Print Speed 16"" (400mm/s)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/5144657.pdf,//media.digikey.com/Photos/Phoenix%20Photos/5144657.jpg,277-5709-ND,5144657,Phoenix Contact,PLOTTER SET KIT,0,0,"11039.89000","0","1","-","Active","Desktop","Plotter","Labels, Markers","USB"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-257&DocType=DS&DocLang=English,-,T6112DS-PRINTER-ND,T6112DS-PRINTER,TE Connectivity Raychem Cable Protection,T6112DS-PRINTER,0,0,"12571.07000","0","1","-","Active","Desktop","Thermal Printer, Transfer","Labels","300 dpi (12 dots/mm), Paper Width 4.2"" (105.6mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/5146147.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_5146147.jpg,5146147-ND,5146147,Phoenix Contact,THERMO TRANSFER PRINTER,0,0,"13057.92000","0","1","Thermomark","Active","Desktop","Thermal Printer, Transfer","Labels","240VAC, Serial (RS-232), USB 2.0"
https://learn.adafruit.com/downloads/pdf/mini-thermal-receipt-printer.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2753_A.jpg,2753-ND,2753,Adafruit Industries LLC,THERMAL RECEIPT PRINTER GUTS,0,0,"39.95000","0","1","-","Active","Embedded","Thermal Printer - Compact","Receipts","Serial (TTL)"
https://learn.adafruit.com/downloads/pdf/mini-thermal-receipt-printer.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2752_A.jpg,2752-ND,2752,Adafruit Industries LLC,NANO THERMAL RECEIPT PRINTER - T,0,0,"44.95000","0","1","-","Active","Embedded","Thermal Printer - Compact","Receipts","384 dpi (8 dots/mm), Print Speed 3"" (70mm/s), Paper Width 2.3"" (57.2mm), Serial (TTL)"
https://learn.adafruit.com/downloads/pdf/mini-thermal-receipt-printer.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2751.jpg,2751-ND,2751,Adafruit Industries LLC,TINY THERMAL RECEIPT PRINTER - T,0,0,"49.95000","0","1","-","Active","Embedded","Thermal Printer - Compact","Receipts","384 dots/line/s (8 dots/mm), Print Speed 3"" (70mm/s), Paper Width 2.3"" (57.2mm), Serial (TTL), USB"
-,//media.digikey.com/Photos/CBM%20America%20Photos/EPL1602S3.jpg,471-1001-ND,EPL1602S3,CBM America Corporation,THERMAL LINE PRINTER 3"" 5V,0,0,"Discontinued at Digi-Key","0","50","EPL1600","Discontinued at Digi-Key","Embedded","Thermal Printer, Line - Compact","-","400 dots/line/s (8 dots/mm), 5V, Paper Width 3.1"" (80mm)"
//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/Pan-Quik%20LS3E.pdf,-,LS3E-ND,LS3E,Panduit Corp,PRINTER HANDHELD ENHANCED LS3E,0,0,"Obsolete","0","1","Pan-Quik™","Obsolete","Handheld","Dot Matrix Printer","Labels, Markers","12V, Paper Width 1.5"" (38.1mm)"
//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/PTR2E_ThermalTransferPrinter&AccBrochure.pdf,-,298-1263-ND,PTR2E,Panduit Corp,PRINTER THERMAL TRANSFER ENHANCE,0,0,"Obsolete","0","1","-","Obsolete","Desktop","Thermal Printer, Transfer","Labels","203 dpi, Print Speed 2"" (50.8mm/s), Roll Width 4.6"" (116.8mm)"
//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/LS6_ProductBulletin.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/LS6-KIT.jpg,298-1228-ND,LS6-KIT,Panduit Corp,PRINTER W/AC-ADAPTER/CHARG/CASE,0,0,"Obsolete","0","1","VIPER™","Obsolete","Handheld","Thermal Printer, Transfer - Industrial","Barcodes, Labels","203 dpi, Paper Width 2"" (51mm)"
-,-,1674820002-ND,1674820002,Weidmüller,PLOTTER IP220 W/CABLE AMS 115V,0,0,"Obsolete","0","1","-","Obsolete","Desktop","Plotter","Labels, Markers","-"
-,-,1603360000-ND,1603360000,Weidmüller,PEN PLOTTER .25MM AMS,0,0,"Obsolete","0","1","-","Obsolete","Desktop","Plotter","Labels, Markers","-"
-,-,1674810000-ND,1674810000,Weidmüller,PLOTTER SPECIAL IP220,0,0,"Obsolete","0","1","-","Obsolete","Desktop","Plotter","Labels, Markers","-"
-,-,1774070000-ND,1774070000,Weidmüller,PRINTER THERMOCARD THC,0,0,"Obsolete","0","1","-","Obsolete","Desktop","Thermal Printer","-","-"
//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/LS7_ProductBulletin.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/LS7.jpg,298-1338-ND,LS7,Panduit Corp,PRINTER KIT HAND HELD W/ACCES,0,0,"Obsolete","0","1","PANACEA™","Obsolete","Handheld","Thermal Printer, Transfer","Labels","180 dpi (7 dots/mm)"
//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/LS8.pdf,-,LS8-ND,LS8,Panduit Corp,PRINTER KIT W/ACCES,0,0,"Obsolete","0","1","PanTher™","Obsolete","Handheld","Thermal Printer, Transfer","Labels, Tapes","USB Compatible"
-,-,LS8-KIT-ND,LS8-KIT,Panduit Corp,HND-HLD THRML TRNSFR PRINTER KIT,0,0,"Obsolete","0","1","PanTher™","Obsolete","Handheld","Thermal Printer, Transfer","Labels, Tapes","USB Compatible"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654227_Ident_Sols&DocType=DS&DocLang=English,-,T208M-PRINTER-ND,T208M-PRINTER,TE Connectivity Raychem Cable Protection,PRINTER THERMAL TRANSFER STD,0,0,"Obsolete","0","1","T200","Obsolete","Desktop","Thermal Printer, Transfer","Labels","203 dpi (8 dots/mm), Paper Width 4.6"" (118mm), Serial (RS-232), USB 1.1"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654227_Ident_Sols&DocType=DS&DocLang=English,-,T212M-PRINTER-ND,T212M-PRINTER,TE Connectivity Raychem Cable Protection,PRINTER THERMAL TRANSFER STD,0,0,"Obsolete","0","1","T200","Obsolete","Desktop","Thermal Printer, Transfer","Labels","300 dpi (12 dots/mm), Paper Width 4.6"" (118mm), Serial (RS-232), USB 1.1"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electonics%20AMP%20PDFs/T208MThermalTransferPrinter_DS.pdf,//media.digikey.com/Photos/TE%20Connectivity/MFG_T208M-C-PRINTER.jpg,T208M-C-PRINTER-ND,T208M-C-PRINTER,TE Connectivity Raychem Cable Protection,T208M-C-PRINTER,0,0,"Obsolete","0","1","T200","Obsolete","Desktop","Thermal Printer, Transfer","Labels","203 dpi (8 dots/mm), Paper Width 4.6"" (118mm), Serial (RS-232), USB 1.1"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electonics%20AMP%20PDFs/T212MThermalTransferPrinter_DS.pdf,//media.digikey.com/Photos/TE%20Connectivity/MFG_T212M-C-PRINTER.jpg,T212M-C-PRINTER-ND,T212M-C-PRINTER,TE Connectivity Raychem Cable Protection,T212M-C-PRINTER,0,0,"Obsolete","0","1","T200","Obsolete","Desktop","Thermal Printer, Transfer","Labels","300 dpi (12 dots/mm), Paper Width 4.6"" (118mm), Serial (RS-232), USB 1.1"
//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/LS9Q_Man.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/LS9Q.jpg,298-10111-ND,LS9Q,Panduit Corp,"LS9Q PRINTER, 1CASS TAPE, BAT",0,0,"Obsolete","0","1","Cougar™","Obsolete","Handheld","Thermal Printer, Transfer","Labels, Markers","203 dpi, Qwerty Keypad"
http://select.phoenixcontact.com/phoenix/dwld/um_en_bluemark_led_103933_en_01.pdf?cp=y&asid2=301686595691122,//media.digikey.com/Photos/Phoenix%20Photos/MFG_5147888.jpg,5147888-ND,5147888,Phoenix Contact,PRINTER W/LED-UV TECH,0,0,"Obsolete","0","1","Bluemark","Obsolete","Desktop","UV Printer","Labels, Plastic Tags","100VAC ~ 240VAC, 10/100 Mbps Ethernet, LED-UV Tech, USB 2.0"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/5146257.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_5146257.jpg,5146257-ND,5146257,Phoenix Contact,THERMO TRANSFER PRINTER,0,0,"Obsolete","0","1","Thermomark","Obsolete","Desktop","Thermal Printer, Transfer","Labels","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/5146231.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_5146231.jpg,277-5683-ND,5146231,Phoenix Contact,THERMO TRANSFER PRINTER,0,0,"Obsolete","0","1","Thermomark","Obsolete","Desktop","Thermal Printer, Transfer","Labels","240VAC, Serial (RS-232), USB"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Plotter_MCP_Plus_DS.pdf,//media.digikey.com/Photos/Weidmuller/MFG_1139400000.jpg,1139400000-ND,1139400000,Weidmüller,MCP BASIC PLOTTER,0,0,"Obsolete","0","1","MCP","Obsolete","Desktop","Plotter","Labels, Markers","Print Speed 2"" (40mm/s), USB"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/Marking_Systems_2013-2014_Cat.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_5147999.jpg,5147999-ND,5147999,Phoenix Contact,PRINTER,0,0,"Obsolete","0","1","Bluemark","Obsolete","Desktop","UV Printer","Labels, Plastic Tags","100VAC ~ 240VAC, 10/100 Mbps Ethernet, LED-UV Tech, USB 2.0"
http://www.panduit.com/ccurl/544/43/TDP42%203%206%20Cut%20Sheet%20082592.pdf,-,TDP42HY-ND,TDP42HY,Panduit Corp,THERMAL TRANSFER DESKTOP PRINTER,0,0,"Obsolete","0","1","-","Obsolete","Desktop","Thermal Printer, Transfer - Industrial","Labels","203 dpi (8 dots/mm), 115/220 VAC, Ethernet, Paper Width 5"" (127mm), Parallel, Serial, USB"
http://www.panduit.com/ccurl/544/43/TDP42%203%206%20Cut%20Sheet%20082592.pdf,-,TDP43HY-ND,TDP43HY,Panduit Corp,THERMAL TRANSFER DESKTOP PRINTER,0,0,"Obsolete","0","1","-","Obsolete","Desktop","Thermal Printer, Transfer - Industrial","Labels","300 dpi (12 dots/mm), 115/220 VAC, Ethernet, Paper Width 5"" (127mm), Parallel, Serial, USB"
http://www.panduit.com/heiler/PartDrawings/TDP43MY%20Product%20Page.pdf,-,TDP43MY-ND,TDP43MY,Panduit Corp,THERMAL TRANSFER PRINTER 300 DP,0,0,"Obsolete","0","1","-","Obsolete","Desktop","Thermal Printer, Transfer - Compact","Labels","300 dpi (12 dots/mm), Paper Width 4"" (112mm)"
http://www.panduit.com/ccurl/544/43/TDP42%203%206%20Cut%20Sheet%20082592.pdf,-,TDP46HY-ND,TDP46HY,Panduit Corp,THERMAL TRANSFER PRINTER 609 DP,0,0,"Obsolete","0","1","-","Obsolete","Desktop","Thermal Printer, Transfer - Industrial","Labels","600 dpi (24 dots/mm), 115/220 VAC, Ethernet, Paper Width 5"" (127mm), Parallel, Serial, USB"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-213&DocType=DS&DocLang=English,-,TE3124-PRINTER-ND,TE3124-PRINTER,TE Connectivity AMP Connectors,TE3124-PRINTER,0,0,"Obsolete","0","1","-","Obsolete","Desktop","Thermal Printer, Transfer - Industrial","Labels","600 dpi, Paper Width 4.2"" (106mm), Ethernet, Serial (RS-232C), USB 2.0"
-,-,TE3112-PRINTER-ND,TE3112-PRINTER,TE Connectivity Raychem Cable Protection,TE3112-PRINTER,0,0,"Obsolete","0","1","TE3112","Obsolete","Desktop","Thermal Printer, Transfer - Industrial","Labels, Markers","300 dpi (12 dots/mm), 240V, Ethernet, Paper Width 4.5"" (116mm), Serial (RS-232C), USB 2.0"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/DIN-Rail_Terminal_Blocks.pdf,-,DPLT-001-ND,DPLT-001,Eaton - Bussmann Electrical Division,BASIC PLOTTER,0,0,"Obsolete","0","0","DP","Obsolete","Desktop","Plotter","Labels, Markers","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1003334_Ds.pdf,-,1003334-ND,1003334,Phoenix Contact,PRINTER,0,2,"Active","0","1","Bluemark","Active","Desktop","UV Printer","Labels, Plastic Tags","300 dpi, 600 dpi, 10/100 Mbps Ethernet, LED-UV Tech, USB 2.0"
