Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Interface","Number of Ports"
https://www.microsemi.com/document-portal/doc_download/136086-series-6-product-brief,-,2270200-R-ND,2270200-R,Microsemi Corporation,ADAPTEC RAID 6445 SINGLE,0,0,"Obsolete","0","5","Adaptec® 6","Obsolete","SAS/SATA","PCI Express","8"
https://www.microsemi.com/document-portal/doc_download/136087-microsemi-series-6e-product-brief,-,2270800-R-ND,2270800-R,Microsemi Corporation,ADAPTEC RAID 6405E SINGLE,0,0,"Obsolete","0","5","Adaptec® 6E","Obsolete","SAS/SATA","PCI Express","4"
https://www.microsemi.com/document-portal/doc_download/136087-microsemi-series-6e-product-brief,-,2270900-R-ND,2270900-R,Microsemi Corporation,ADAPTEC RAID 6805E SINGLE,0,0,"Obsolete","0","5","Adaptec® 6E","Obsolete","SAS/SATA","PCI Express","8"
https://www.microsemi.com/document-portal/doc_download/136086-series-6-product-brief,-,2271100-R-ND,2271100-R,Microsemi Corporation,ADAPTEC RAID 6405 KIT,0,0,"Obsolete","0","5","-","Obsolete","SAS/SATA","PCI Express","4"
https://www.microsemi.com/document-portal/doc_download/136086-series-6-product-brief,-,2271200-R-ND,2271200-R,Microsemi Corporation,ADAPTEC RAID 6805 KIT,0,0,"Obsolete","0","5","-","Obsolete","SAS/SATA","PCI Express","8"
https://www.microsemi.com/document-portal/doc_download/136087-microsemi-series-6e-product-brief,-,2271700-R-ND,2271700-R,Microsemi Corporation,ADAPTEC RAID 6405E KIT,0,0,"Obsolete","0","5","Adaptec® 6E","Obsolete","SAS/SATA","PCI Express","4"
https://www.microsemi.com/document-portal/doc_download/136087-microsemi-series-6e-product-brief,-,2271800-R-ND,2271800-R,Microsemi Corporation,ADAPTEC RAID 6805E KIT,0,0,"Obsolete","0","5","Adaptec® 6E","Obsolete","SAS/SATA","PCI Express","8"
https://www.microsemi.com/document-portal/doc_download/136088-microsemi-series-7-product-brief,-,2274100-R-ND,2274100-R,Microsemi Corporation,ADAPTEC RAID 7805 SINGLE,0,0,"Obsolete","0","5","Adaptec® 7","Obsolete","SAS/SATA","PCI Express","8"
https://www.microsemi.com/document-portal/doc_download/136088-microsemi-series-7-product-brief,-,2274200-R-ND,2274200-R,Microsemi Corporation,ADAPTEC RAID 7805 KIT,0,0,"Obsolete","0","5","Adaptec® 7","Obsolete","SAS/SATA","PCI Express","8"
https://www.microsemi.com/document-portal/doc_download/136088-microsemi-series-7-product-brief,-,2274300-R-ND,2274300-R,Microsemi Corporation,ADAPTEC RAID 7805Q SINGLE,0,0,"Obsolete","0","5","Adaptec® 7Q","Obsolete","SAS/SATA","PCI Express","8"
https://www.microsemi.com/document-portal/doc_download/136088-microsemi-series-7-product-brief,-,2274400-R-ND,2274400-R,Microsemi Corporation,ADAPTEC RAID 71605 SINGLE,0,0,"Obsolete","0","5","Adaptec® 7","Obsolete","SAS/SATA","PCI Express","16"
https://www.microsemi.com/document-portal/doc_download/136088-microsemi-series-7-product-brief,-,2274500-R-ND,2274500-R,Microsemi Corporation,ADAPTEC RAID 71605E SINGLE,0,0,"Obsolete","0","5","Adaptec® 7","Obsolete","SAS/SATA","PCI Express","16"
https://www.microsemi.com/document-portal/doc_download/136088-microsemi-series-7-product-brief,-,2274600-R-ND,2274600-R,Microsemi Corporation,ADAPTEC RAID 71605Q SINGLE,0,0,"Obsolete","0","5","Adaptec® 7Q","Obsolete","SAS/SATA","PCI Express","16"
https://www.microsemi.com/document-portal/doc_download/136088-microsemi-series-7-product-brief,-,2274700-R-ND,2274700-R,Microsemi Corporation,ADAPTEC RAID 71685 SINGLE,0,0,"Obsolete","0","5","Adaptec® 7","Obsolete","SAS/SATA","PCI Express","16"
https://www.microsemi.com/document-portal/doc_download/136088-microsemi-series-7-product-brief,-,2274900-R-ND,2274900-R,Microsemi Corporation,ADAPTEC RAID 72405 SINGLE,0,0,"Obsolete","0","5","Adaptec® 7","Obsolete","SAS/SATA","PCI Express","24"
-,-,2280900-R-ND,2280900-R,Microsemi Corporation,ADAPTEC RAID 78165 SINGLE,0,0,"Obsolete","0","5","Adaptec® 7","Obsolete","SAS/SATA","PCI Express","24"
https://www.microsemi.com/document-portal/doc_download/135958-nv1600-flashtec-nvram-drive-family,-,2285400-R-ND,2285400-R,Microsemi Corporation,NV-1604 BULK,0,0,"Active","0","0","-","Active","-","-","-"
https://www.microsemi.com/document-portal/doc_download/135958-nv1600-flashtec-nvram-drive-family,-,2285500-R-ND,2285500-R,Microsemi Corporation,NV-1608 BULK,0,0,"Obsolete","0","5","-","Obsolete","-","-","-"
https://www.microsemi.com/document-portal/doc_download/135958-nv1600-flashtec-nvram-drive-family,-,2286100-R-ND,2286100-R,Microsemi Corporation,NV-1616 BULK,0,0,"Obsolete","0","5","-","Obsolete","-","-","-"
-,-,2289600-R-ND,2289600-R,Microsemi Corporation,NV-1616 /ENC BULK,0,0,"Obsolete","0","5","-","Obsolete","-","PCI Express","8"
-,-,89HF32P08CG3YDHLG-ND,89HF32P08CG3YDHLG,Microchip Technology,SSD CONTROLLER PCIE X8/2X4 GEN3,0,0,"Obsolete","0","105","*","Obsolete","-","-","-"
-,-,89HF32P08CG3YDHLGI-ND,89HF32P08CG3YDHLGI,Microchip Technology,SSD CONTROLLER PCIE X8/2X4 GEN3,0,0,"Obsolete","0","105","*","Obsolete","-","-","-"
-,-,ADP_1X16EDGE_4X4HD-ND,ADP_1X16EDGE_4X4HD,Microsemi Corporation,ADAPTER # PCIE GEN3 1X16 EDGE TO,0,0,"Obsolete","0","1","*","Obsolete","-","-","-"
https://www.exar.com/content/document.ashx?id=20158,-,DX1740A01-ND,DX1740A01,"MaxLinear, Inc.",CARD DATA REDUCTION/SECURITY,0,0,"Obsolete","0","0","DX 1700","Obsolete","-","PCI Express","-"
-,-,L5-25376-04-ND,L5-25376-04,Broadcom Limited,LSI00355 NYTRO MEGARAID NMR SCM0,0,0,"Active","0","0","-","Active","-","-","-"
-,-,2275500-R-ND,2275500-R,Microsemi Corporation,ADAPTEC FLASH MOD ASR-71685,0,0,"Obsolete","0","0","-","Obsolete","-","-","-"
-,-,2275600-R-ND,2275600-R,Microsemi Corporation,ADAPTEC FLASH MOD ASR-6805E R5,0,0,"Obsolete","0","0","-","Obsolete","-","-","-"
-,-,2280500-R-ND,2280500-R,Microsemi Corporation,ADAPTEC FLASH MOD ASR-71605,0,0,"Obsolete","0","0","-","Obsolete","-","-","-"
-,-,2281100-R-ND,2281100-R,Microsemi Corporation,ADAPTEC FLASH MOD ASR-78165,0,0,"Obsolete","0","0","-","Obsolete","-","-","-"
-,-,ADP_EDGEG4-ND,ADP_EDGEG4,Microsemi Corporation,ADAPTER BOARD PCIE EDGE,0,0,"Preliminary","0","0","-","Preliminary","-","-","-"
-,-,DRL-DPM-BKF-B-ND,DRL-DPM-BKF-B,Molex,NETWORK INTERFACE,0,0,"Obsolete","0","0","-","Obsolete","-","-","-"
-,-,1120115002-ND,1120115002,Molex,PROFIBUS APP-PS7-PCU-B25,0,0,"Last Time Buy","0","0","-","Last Time Buy","-","-","-"
-,-,1120130005-ND,1120130005,Molex,PROFIBUS DRL-DPM-104-B25,0,0,"Last Time Buy","0","0","-","Last Time Buy","-","-","-"
-,-,1120130007-ND,1120130007,Molex,PROFIBUS DRL-DPM-104-R-B25,0,0,"Last Time Buy","0","0","-","Last Time Buy","-","-","-"
-,-,1120230007-ND,1120230007,Molex,CANOPEN DRL-CNO-104,0,0,"Last Time Buy","0","0","-","Last Time Buy","-","-","-"
-,-,1120235001-ND,1120235001,Molex,CANOPEN DRL-CNO-104-B25,0,0,"Last Time Buy","0","0","-","Last Time Buy","-","-","-"
