Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Applications","Diagonal Screen Size","Viewing Area"
-,-,AG220W1B-ND,AG220W1B,3M,ANTI-GLARE FILTER,0,0,"56.16000","0","1","-","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/ePrivacy_Filter.pdf,-,RPF15.4W-ND,RPF15.4W,3M,RETAIL FRAMELESS PRIVACY FILTER,0,0,"57.09000","0","1","-","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/GPF13.3W~.pdf,-,GPF13.3W-ND,GPF13.3W,3M,GOLD PRIVACY FILTER LAPTOP 13.3"",0,0,"57.25000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","13.3"" (13.31"", 338mm)","287.00mm W x 179.00mm H"
-,-,PFNHP001-ND,PFNHP001,3M,NOTEBOOK PRIVACY FILTER,0,0,"58.73600","0","5","-","Active","-","-","-","-"
-,-,AG230W9B-ND,AG230W9B,3M,3M AG23.0W9 ANTI-GLARE FILTER FO,0,0,"59.04000","0","1","-","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/GPF14.1W~.pdf,-,GPF14.1W-ND,GPF14.1W,3M,GOLD PRIVACY FILTER LAPTOP 14.1"",0,0,"59.06000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","14.1"" (14.11"", 358mm)","304.00mm W x 190.00mm H"
-,-,GH140W9B-ND,GH140W9B,3M,NOTEBOOK PRIVACY FILTER,0,0,"59.06000","0","1","-","Active","-","-","-","-"
-,-,AG236W9B-ND,AG236W9B,3M,ANTI-GLARE FILTER,0,0,"59.84000","0","1","-","Active","-","-","-","-"
-,-,EF200LB-ND,EF200LB,3M,14-16"" CRT/15"" LCD GLOBAL,0,0,"60.22000","0","1","-","Active","Privacy Filter","CRT and LCD Monitor","15.0"" (15.00"", 381mm)","323.85mm W x 247.65mm H"
-,-,AG240W1B-ND,AG240W1B,3M,ANTI-GLARE FILTER,0,0,"61.12000","0","1","-","Active","-","-","-","-"
-,-,AG240W9B-ND,AG240W9B,3M,ANTI-GLARE FILTER,0,0,"61.12000","0","1","-","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/GPF15.6W9~.pdf,-,GPF15.6W9-ND,GPF15.6W9,3M,GOLD PRIVACY FILTER LAPTOP 15.6"",0,0,"62.80000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","15.6"" (15.60"", 396mm)","344.49mm W x 193.68mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/GPF15.4W~.pdf,-,GPF15.4W-ND,GPF15.4W,3M,GOLD PRIVACY FILTER LAPTOP 15.4"",0,0,"62.80000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","15.4"" (15.40"", 391mm)","331.79mm W x 207.96mm H"
-,-,AG270W9B-ND,AG270W9B,3M,ANTI-GLARE FILTER,0,0,"67.36000","0","1","-","Active","-","-","-","-"
-,-,OFMDE001-ND,OFMDE001,3M,DISPLAY PRIVACY FILTER,0,0,"70.24000","0","5","-","Active","-","-","-","-"
http://multimedia.3m.com/mws/media/756394O/privacy-filter-for-desktop.pdf,//media.digikey.com/photos/3M%20Photos/PF12.1%20THRU%2019.0%20SERIES.jpg,3M5596-ND,PF17.0W,3M,COMPUTER PRIVACY FILTER 17"" WLCD,0,0,"76.67800","0","10","-","Active","Privacy Filter, Widescreen","LCD Monitor","17.0"" (17.08"", 434mm)","368.00mm W x 230.00mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/ePrivacy_Filter.pdf,-,OFMLE001-ND,OFMLE001,3M,PRIVACY FILTER DESKTOP 18.5"" LEN,0,0,"79.09600","0","5","-","Active","-","-","-","-"
-,-,BF10XXL-ND,BF10XXL,3M,NON INSULATED HIGHLAND BLOCK FOR,0,0,"80.82000","0","1","-","Active","Privacy Filter","LCD Monitor","20.6"" (20.63"", 524mm)","406.40mm W x 330.20mm H"
-,-,PF170W1B-ND,PF170W1B,3M,PF17.0W PRIVACY FILTER FOR WIDES,0,0,"82.16000","0","1","-","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/ePrivacy_Filter.pdf,-,PF18.5W-ND,PF18.5W,3M,PRIVACY FILTER DESKTOP 18.5"",0,0,"82.95000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","18.5"" (18.50"", 470mm)","409.58mm W x 230.19mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/PF18.4W9~.pdf,-,PF18.4W9-ND,PF18.4W9,3M,PRIVACY FILTER DESKTOP 18.4"",0,0,"82.95000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","18.4"" (18.40"", 467mm)","407.99mm W x 230.19mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/PF19.0W~.pdf,-,PF19.0W-ND,PF19.0W,3M,PRIVACY FILTER DESKTOP 19.0"",0,0,"83.97000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","19.0"" (19.00"", 483mm)","407.99mm W x 255.59mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/GPF17.0~.pdf,-,GPF17.0-ND,GPF17.0,3M,PRIVACY FILTER DESKTOP 17.0"",0,0,"86.94000","0","1","-","Active","Privacy Filter","LCD Monitor","17.0"" (17.00"", 432mm)","338.14mm W x 271.46mm H"
http://multimedia.3m.com/mws/media/756394O/privacy-filter-for-desktop.pdf,//media.digikey.com/photos/3M%20Photos/PF12.1%20THRU%2019.0%20SERIES.jpg,3M5597-ND,PF18.1,3M,COMPUTER PRIVACY FILTER 18.1""LCD,0,0,"87.64556","0","9","-","Active","Privacy Filter","LCD Monitor","18.1"" (18.54"", 460mm)","359.00mm W x 287.00mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/PFIM21V2~.pdf,-,PFIM21V2-ND,PFIM21V2,3M,PRIVACY FILTER APPLE IMAC 21.5"",0,0,"88.50000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","21.5"" (21.50"", 546mm)","527.00mm W x 319.00mm H"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2701371.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2701371.jpg,2701371-ND,2701371,Phoenix Contact,5.7"" DISPLAY PROTECTIVE FOIL,0,0,"90.00000","0","1","-","Active","Film","LCD Monitor","5.7"" (5.70"", 145mm)","116.80mm W x 87.80mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/GPF17.0W_web.pdf,-,GPF17.0W-ND,GPF17.0W,3M,GOLD PRIVACY FILTER LAPTOP 17.0"",0,0,"90.38000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","17.0"" (17.00"", 432mm)","368.30mm W x 230.19mm H"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2701374.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2701371.jpg,2701374-ND,2701374,Phoenix Contact,7"" DISPLAY PROTECTIVE FOIL,0,0,"96.00000","0","1","-","Active","Film","LCD Monitor","7.0"" (7.00"", 178mm)","155.20mm W x 94.20mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/GPF19.0~.pdf,-,GPF19.0-ND,GPF19.0,3M,PRIVACY FILTER DESKTOP 19.0"",0,0,"100.80000","0","1","-","Active","Privacy Filter","LCD Monitor","19.0"" (19.00"", 483mm)","376.24mm W x 301.63mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/GPF19.0W~.pdf,-,GPF19.0W-ND,GPF19.0W,3M,PRIVACY FILTER DESKTOP 19.0"",0,0,"100.80000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","19.0"" (19.00"", 483mm)","407.99mm W x 255.59mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/PF20.1_Web.pdf,-,PF20.1-ND,PF20.1,3M,COMPUTER PRIVACY FILTER 20.1"",0,0,"104.96000","0","1","-","Active","Privacy Filter","LCD Monitor","20.1"" (20.15"", 512mm)","409.00mm W x 307.00mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/ePrivacy_Filter.pdf,-,OFMLE002-ND,OFMLE002,3M,PRIVACY FILTER DESKTOP 21.5"" LEN,0,0,"106.50000","0","5","-","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2701375.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2701371.jpg,2701375-ND,2701375,Phoenix Contact,9"" DISPLAY PROTECTIVE FOIL,0,0,"107.00000","0","1","-","Active","Film","LCD Monitor","9.0"" (9.00"", 229mm)","196.80mm W x 118.80mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/PF21.3~.pdf,-,PF21.3-ND,PF21.3,3M,PRIVACY FILTER DESKTOP 21.3"",0,0,"111.84000","0","1","-","Active","Privacy Filter","LCD Monitor","21.3"" (21.30"", 541mm)","431.80mm W x 323.85mm H"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2701376.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2701371.jpg,2701376-ND,2701376,Phoenix Contact,10.4"" DISPLAY PROTECTIVE FOIL,0,0,"112.00000","0","1","-","Active","Film","LCD Monitor","10.4"" (10.40"", 264mm)","213.80mm W x 160.80mm H"
-,-,EF200XXLB-ND,EF200XXLB,3M,ANTI-GLARE RAD COMP FLTR GLOBAL,0,0,"113.85000","0","1","-","Active","Anti-Glare Filter","CRT and LCD Monitor","19.0"" ~ 21.0"" (20.62"", 524mm)","406.40mm W x 330.20mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/PF22.0W~.pdf,-,PF22.0W-ND,PF22.0W,3M,PRIVACY FILTER DESKTOP 22.0"",0,0,"113.90000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","22.0"" (22.00"", 559mm)","474.66mm W x 296.86mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/ePrivacy_Filter.pdf,-,PF23.6W9-ND,PF23.6W9,3M,PRIVACY FILTER DESKTOP 23.6"",0,0,"114.45000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","23.6"" (23.57"", 599mm)","522.00mm W x 294.00mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/PF21.6W~.pdf,-,PF21.6W-ND,PF21.6W,3M,PRIVACY FILTER DESKTOP 21.6"",0,0,"115.40000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","21.6"" (21.60"", 549mm)","463.55mm W x 290.51mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/PF23.8W9~.pdf,-,PF23.8W9-ND,PF23.8W9,3M,PRIVACY FILTER DESKTOP 23.8"",0,0,"116.03000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","23.8"" (23.80"", 605mm)","527.05mm W x 296.86mm H"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2701377.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2701371.jpg,2701377-ND,2701377,Phoenix Contact,12.1"" DISPLAY PROTECTIVE FOIL,0,0,"117.00000","0","1","-","Active","Film","LCD Monitor","12.1"" (12.13"", 308mm)","247.80mm W x 186.80mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/PF25.0W9~.pdf,-,PF25.0W9-ND,PF25.0W9,3M,PRIVACY FILTER DESKTOP 25.0"",0,0,"117.60000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","25.0"" (25.00"", 635mm)","554.04mm W x 311.15mm H"
http://multimedia.3m.com/mws/media/355489O/3mtm-privacy-filters.pdf,"//media.digikey.com/photos/3M%20Photos/PF400L,PF400XL,PF400XXL,PF500L,PF500XL.jpg",3M5600-ND,PF400XL,3M,MONITOR FLTR 16-19""CRT/17-18""LCD,0,0,"117.83000","0","1","-","Active","Privacy Filter","CRT and LCD Monitor","16.0"" ~ 19.0"" (18.22"", 463mm)","291.10mm W x 358.90mm H"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2701378.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2701371.jpg,2701378-ND,2701378,Phoenix Contact,15.1"" DISPLAY PROTECTIVE FOIL,0,0,"123.00000","0","1","-","Active","Film","LCD Monitor","15.0"" (14.97"", 380mm)","306.60mm W x 230.40mm H"
-,-,GF215W9B-ND,GF215W9B,3M,21.5"" GOLD PRIVACY FILTER,0,0,"123.45000","0","1","-","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/PF24.0W~.pdf,-,PF24.0W-ND,PF24.0W,3M,PRIVACY FILTER DESKTOP 24.0"",0,0,"123.95000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","24.0"" (24.00"", 610mm)","519.11mm W x 323.85mm H"
-,-,GF220W1B-ND,GF220W1B,3M,22"" GOLD PRIVACY FILTER,0,0,"124.65000","0","1","-","Active","-","-","-","-"
-,-,GF230W9B-ND,GF230W9B,3M,23"" GOLD PRIVACY FILTER,0,0,"132.45000","0","1","-","Active","-","-","-","-"
http://multimedia.3m.com/mws/media/355489O/3mtm-privacy-filters.pdf,"//media.digikey.com/photos/3M%20Photos/PF400L,PF400XL,PF400XXL,PF500L,PF500XL.jpg",3M5599-ND,PF400L,3M,MONITOR FILTER 14-16""CRT/15"" LCD,0,0,"133.47000","0","6","-","Active","Privacy Filter","CRT and LCD Monitor","14.0"" ~ 16.0"" (16.05"", 408mm)","247.65mm W x 323.85mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/PFMT27~.pdf,-,PFMT27-ND,PFMT27,3M,PRIVACY FILTER THUNDERBOLT DISPL,0,0,"136.50000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","27.0"" (27.00"", 686mm)","649.00mm W x 396.00mm H"
-,-,GF240W1B-ND,GF240W1B,3M,24"" GOLD PRIVACY FILTER,0,0,"141.75000","0","1","-","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/ePrivacy_Filter.pdf,-,PF26.0W-ND,PF26.0W,3M,PRIVACY FILTER DESKTOP 26.0"",0,0,"141.90000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","26.0"" (26.00"", 660mm)","550.86mm W x 344.49mm H"
http://multimedia.3m.com/mws/media/756394O/privacy-filter-for-desktop.pdf,-,PF317W-ND,PF317W,3M,LW WS LCD PRIV COMP FLTR 17"",0,0,"147.70000","0","1","300","Active","Privacy Filter, Widescreen","LCD Monitor","17.0"" (17.08"", 434mm)","344.49mm W x 277.81mm H"
-,-,PF185W9F-ND,PF185W9F,3M,18.5"" PRIVACY FILTER,0,0,"151.90000","0","1","-","Active","-","-","-","-"
http://multimedia.3m.com/mws/media/756394O/privacy-filter-for-desktop.pdf,-,PF319-ND,PF319,3M,LW LCD MON PRIVACY FILTER 19"",0,0,"156.80000","0","1","300","Active","Privacy Filter","LCD Monitor","19.0"" (19.01"", 483mm)","388.94mm W x 314.33mm H"
-,"//media.digikey.com/photos/3M%20Photos/PF400L,PF400XL,PF400XXL,PF500L,PF500XL.jpg",3M5606-ND,PF500XL,3M,MONITOR FLTR 16-19""CRT/17-18""LCD,0,0,"158.15800","0","5","-","Active","Privacy Filter","CRT and LCD Monitor","16.0"" ~ 19.0"" (18.22"", 463mm)","291.10mm W x 358.90mm H"
http://multimedia.3m.com/mws/media/756394O/privacy-filter-for-desktop.pdf,-,PF319W-ND,PF319W,3M,LW WS LCD PRIV COMP FLTR 19"",0,0,"175.00000","0","1","300","Active","Privacy Filter, Widescreen","LCD Monitor","19.0"" (19.01"", 483mm)","422.28mm W x 268.29mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/ePrivacy_Filter.pdf,-,PF320W9-ND,PF320W9,3M,FRAMED PRIVACY FILTER,0,0,"177.80000","0","1","-","Active","-","-","-","-"
-,-,PF200W9F-ND,PF200W9F,3M,20"" PRIVACY FILTER,0,0,"178.50000","0","1","-","Active","-","-","-","-"
-,-,PF322W9-ND,PF322W9,3M,PRIVACY FILTER,0,0,"179.90000","0","1","-","Active","-","-","-","-"
http://multimedia.3m.com/mws/media/756394O/privacy-filter-for-desktop.pdf,-,PF322W-ND,PF322W,3M,DESKTOP PRIVACY FILTER,0,0,"182.00000","0","1","300","Active","Privacy Filter, Widescreen","LCD Monitor","22.0"" (22.00"", 559mm)","485.78mm W x 307.98mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/PF230W9F_Ds.pdf,-,PF230W9F-ND,PF230W9F,3M,23"" PRIVACY FILTER,0,0,"182.00000","0","1","-","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/PF27.0W9~.pdf,-,PF27.0W9-ND,PF27.0W9,3M,PRIVACY FILTER DESKTOP 27.0"",0,0,"186.20000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","27.0"" (27.00"", 686mm)","598.00mm W x 337.00mm H"
-,-,PF324W9-ND,PF324W9,3M,PRIVACY FILTER,0,0,"190.40000","0","1","-","Active","-","-","-","-"
http://multimedia.3m.com/mws/media/756394O/privacy-filter-for-desktop.pdf,-,PF324W-ND,PF324W,3M,DESKTOP PRIVACY FILTER,0,0,"194.60000","0","1","300","Active","Privacy Filter, Widescreen","LCD Monitor","24.0"" (24.00"", 610mm)","530.23mm W x 333.38mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/PF27.0W~.pdf,-,PF27.0W-ND,PF27.0W,3M,PRIVACY FILTER DESKTOP 27.0"",0,0,"195.65000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","27.0"" (27.00"", 686mm)","582.00mm W x 364.00mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/PF28.0W~.pdf,-,PF28.0W-ND,PF28.0W,3M,PRIVACY FILTER DESKTOP 28.0"",0,0,"225.75000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","28.0"" (28.00"", 711mm)","594.00mm W x 371.00mm H"
-,-,PF270W9F-ND,PF270W9F,3M,27"" PRIVACY FILTER,0,0,"229.60000","0","1","-","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/PF29.0WX~.pdf,-,PF29.0WX-ND,PF29.0WX,3M,PRIVACY FILTER DESKTOP 29"",0,0,"240.35000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","29.0"" (29.00"", 737mm)","674.00mm W x 285.00mm H"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/PF30.0W~.pdf,-,PF30.0W-ND,PF30.0W,3M,PRIVACY FILTER DESKTOP 30.0"",0,0,"255.85000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","30.0"" (30.00"", 762mm)","641.00mm W x 401.00mm H"
-,-,PFMDE001-ND,PFMDE001,3M,PRIVACY FILTER,0,0,"265.96000","0","1","-","Active","-","-","-","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2701371.jpg,2913165-ND,2913165,Phoenix Contact,PROTECTIVE FOIL FOR 15"" SCREEN,0,5,"410.00000","0","1","-","Active","-","LCD Monitor","15.0"" (14.97"", 380mm)","-"
http://multimedia.3m.com/mws/media/1381297O/anti-glare-protection-film-tech-data-sheet.pdf,-,AGF6200-ND,AGF6200,3M,ANTI-GLARE FILM 13X22 1PKG=25PCS,0,0,"978.75000","0","1","-","Active","Film","LCD Monitor","-","558.80mm W x 330.20mm H"
http://multimedia.3m.com/mws/media/793098O/3mtm-privacy-filter-alcf-p-abr2-film-data-sheet.pdf,-,PF18.1W-ND,PF18.1W,3M,ALCF-P ABR2 PORTRAIT KIT=50 SHTS,0,0,"4043.25000","0","1","-","Active","-","-","-","-"
http://multimedia.3m.com/mws/media/793098O/3mtm-privacy-filter-alcf-p-abr2-film-data-sheet.pdf,-,3MPF24.0W9-ND,PF24.0W9,3M,ALCF ABR2 PORTRAIT KIT=50 SHTS,0,0,"6878.25000","0","1","-","Active","Privacy Filter, Widescreen","LCD Monitor","24.0"" (24.00"", 610mm)","531.81mm W x 300.04mm H"
http://multimedia.3m.com/mws/media/777589O/privacy-filter-selector.pdf,//media.digikey.com/photos/3M%20Photos/PF12.1%20THRU%2019.0%20SERIES.jpg,3M5588-ND,PF12.1,3M,COMPUTER PRIVACY FILTER 12.1"",0,0,"Obsolete","0","17","-","Obsolete","Privacy Filter","LCD Monitor","12.1"" (12.18"", 309mm)","247.00mm W x 186.00mm H"
http://multimedia.3m.com/mws/media/355489O/3mtm-privacy-filters.pdf,//media.digikey.com/photos/3M%20Photos/PF12.1%20THRU%2019.0%20SERIES.jpg,3M5593-ND,PF15.0,3M,COMPUTER PRIVACY FILTER 15.0"",0,0,"Obsolete","0","15","-","Obsolete","Privacy Filter","LCD Monitor","15.0"" (14.97"", 380mm)","304.00mm W x 228.00mm H"
http://multimedia.3m.com/mws/media/756394O/privacy-filter-for-desktop.pdf,//media.digikey.com/photos/3M%20Photos/PF12.1%20THRU%2019.0%20SERIES.jpg,3M5598-ND,PF19.0,3M,COMPUTER PRIVACY FILTER 19"" LCD,0,0,"Obsolete","0","10","-","Obsolete","Privacy Filter","LCD Monitor","19.0"" (19.01"", 483mm)","377.00mm W x 302.00mm H"
http://multimedia.3m.com/mws/media/355489O/3mtm-privacy-filters.pdf,"//media.digikey.com/photos/3M%20Photos/PF400L,PF400XL,PF400XXL,PF500L,PF500XL.jpg",3M5601-ND,PF400XXL,3M,MONITOR FLTR 19-21""CRT/19-20""LCD,0,0,"Obsolete","0","2","-","Obsolete","Privacy Filter","CRT and LCD Monitor","19.0"" ~ 21.0"" (20.62"", 524mm)","330.20mm W x 406.40mm H"
http://multimedia.3m.com/mws/media/355489O/3mtm-privacy-filters.pdf,"//media.digikey.com/photos/3M%20Photos/PF400LB,PF400XLB,PF400XXLB.jpg",3M5602-ND,PF400LB,3M,MONITOR FILTR 14-16"" CRT/15"" LCD,0,0,"Obsolete","0","6","-","Obsolete","Privacy Filter","CRT and LCD Monitor","14.0"" ~ 16.0"" (16.05"", 408mm)","247.65mm W x 323.85mm H"
http://multimedia.3m.com/mws/media/355489O/3mtm-privacy-filters.pdf,"//media.digikey.com/photos/3M%20Photos/PF400LB,PF400XLB,PF400XXLB.jpg",3M5603-ND,PF400XLB,3M,MONITOR FLTR 16-19""CRT/17-18""LCD,0,0,"Obsolete","0","4","-","Obsolete","Privacy Filter","CRT and LCD Monitor","16.0"" ~ 19.0"" (18.22"", 463mm)","291.10mm W x 358.90mm H"
http://multimedia.3m.com/mws/media/355489O/3mtm-privacy-filters.pdf,"//media.digikey.com/photos/3M%20Photos/PF400LB,PF400XLB,PF400XXLB.jpg",3M5604-ND,PF400XXLB,3M,MONITOR FLTR 19-21""CRT/19-20""LCD,0,0,"Obsolete","0","2","-","Obsolete","Privacy Filter","CRT and LCD Monitor","19.0"" ~ 21.0"" (20.62"", 524mm)","330.20mm W x 406.40mm H"
-,"//media.digikey.com/photos/3M%20Photos/PF400L,PF400XL,PF400XXL,PF500L,PF500XL.jpg",3M5605-ND,PF500L,3M,MONITOR FLTR ANTI-GLAR 13-15""CRT,0,0,"Obsolete","0","8","-","Obsolete","Privacy Filter","CRT Monitor","13.0"" ~ 15.0"" (14.05"", 368mm)","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/PFMR13~.pdf,-,PFMR13-ND,PFMR13,3M,PRIVACY FILTER MACBOOK 13"",0,0,"Obsolete","0","1","-","Obsolete","Privacy Filter, Widescreen","LCD Monitor","13.3"" (13.31"", 338mm)","307.00mm W x 201.00mm H"
-,-,PFNAP005-ND,PFNAP005,3M,NOTEBOOK PRIVACY FILTER,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-"
-,-,AGTDE001-ND,AGTDE001,3M,ANTI-GLARE FILTER,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-"
