Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","Specifications","For Use With/Related Products"
https://assets.tripplite.com/product-pdfs/en/b1261p0wp1.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_B126-1P0-WP-1.jpg,B126-1P0-WP-1-ND,B126-1P0-WP-1,Tripp Lite,HDMI PASS EXTDR WALLPLATE 100FT,0,0,"41.85000","0","1","-","Active","HDMI Extender","VGA/SVGA with Wall Plate","B126 Transmitter, Cat5/Cat6"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/5144851.pdf,-,5144851-ND,5144851,Phoenix Contact,PAD ACCY,0,0,"43.07000","0","1","CMS","Active","Pad","-","-"
https://assets.tripplite.com/product-pdfs/en/u02615m.pdf,-,U026-15M-ND,U026-15M,Tripp Lite,USB 2.0 HI-SPEED ACTIVE EXTENSIO,0,0,"43.35000","0","1","-","Active","USB Repeater Cable","Length 15.0m","-"
//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/GHS.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_PSL-GHSWALLETx.jpg,PSL-GHSWALLETE-ND,PSL-GHSWALLETE,Panduit Corp,GHS INFO WALLET CARD 2.13 X 3,0,0,"43.60000","0","1","-","Active","Wallet Card","-","-"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/556-00235.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_556-00235.jpg,556-00235-ND,556-00235,HellermannTyton,LABEL HOLDER FOR TT230SM PRINTER,0,0,"44.02000","0","1","-","Active","Holder","-","TT130SMC Thermal Transfer Printer"
//media.digikey.com/pdf/Data%20Sheets/Advantech%20PDFs/Modules_Accessories.pdf,-,S10A-93-S10A6-001-ND,S10A-93-S10A6-001,Advantech Corp,ACCESSORY S10A ATTACHABLE STAND,0,0,"45.00000","0","1","*","Active","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Advantech%20PDFs/Modules_Accessories.pdf,-,S10A-93-S10A6-011-ND,S10A-93-S10A6-011,Advantech Corp,ACCESSORY S10A VESA MOUNT M6 WIT,0,0,"45.00000","0","1","*","Active","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Advantech%20PDFs/Modules_Accessories.pdf,-,S10A-93-S10A6-021-ND,S10A-93-S10A6-021,Advantech Corp,ACCESSORY S10A VESA MOUNT M4 WIT,0,0,"45.00000","0","1","*","Active","-","-","-"
http://www.panduit.com/heiler/PartDrawings/TDP43MY%20Product%20Page.pdf,-,RMR4BL-A-ND,RMR4BL-A,Panduit Corp,RESIN RIBBON FOR TDP43MY TT,0,0,"45.41000","0","1","Easy-Mark™","Active","Thermal Transfer Ribbon","Length 73.0m","TDP43MY Printer"
-,-,WR420LE-ND,WR420LE,3M,GEL WRISTREST PLATFORM FOR KEYBO,0,0,"46.15667","0","6","-","Active","-","-","-"
-,-,35100010-ND,35100010,Altech Corporation,CLEANING SET INCL PEN CLEANER AN,0,2,"46.51000","0","1","-","Active","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=145342&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/145342-1.JPG,A15108-ND,145342-1,TE Connectivity AMP Connectors,MODULE RETENT CELERON W/FST-2PCS,0,0,"47.02101","0","567","AMP","Active","Retention Module","-","Pentium ll"
https://assets.tripplite.com/product-pdfs/en/mr1815swvl.pdf,-,MR1815SWVL-ND,MR1815SWVL,Tripp Lite,UNIVERSAL SWIVEL MONITOR STAND,0,0,"47.38000","0","1","-","Active","Stand","-","-"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/556-00434.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_556-00434.jpg,556-00434-ND,556-00434,HellermannTyton,RIBBON HOLDER FOR TTM430 PRINTER,0,0,"47.69000","0","1","-","Active","Ribbon Holder","-","TTM430 Printer"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Marking%20Systems.pdf,-,1772130000-ND,1772130000,Weidmüller,REINIGER 2000 25ML - CLEANER,0,0,"48.32000","0","1","-","Active","Cleaner","-","MCP Plotter"
https://assets.tripplite.com/product-pdfs/en/ezavgacsax2.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_EZA-VGACSAX-2.jpg,EZA-VGACSAX-2-ND,EZA-VGACSAX-2,Tripp Lite,TYPE A CONNECTOR M/F VGA 3.5MM,0,0,"50.82000","0","1","-","Active","Connector Kit","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-257&DocType=DS&DocLang=English,-,1330-0619-T200-ND,1330-0619-T200,TE Connectivity Raychem Cable Protection,1330-0619-T200,0,0,"50.83000","0","1","-","Active","Thermal Transfer Ribbon","-","-"
https://assets.tripplite.com/product-pdfs/en/erv2.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_ER-V2.jpg,ER-V2-ND,ER-V2,Tripp Lite,KEYSPAN REMOTE WINDOWS 7 & VISTA,0,0,"51.71000","0","1","-","Active","Remote","-","Windows®7, Vista"
-,//media.digikey.com/Photos/3M%20Photos/MFG_DL955.jpg,DL955-ND,DL955,3M,LAMINATE REFILL CARTRIDGE,0,0,"53.64000","0","1","-","Active","Laminate Refill Cartridge","8.6mil Thickness","-"
http://www.panduit.com/heiler/LineCards/D-IDLC03--SA-DEU-ThermalTransferLabelsLC-W.pdf,-,RMER4BL-A-ND,RMER4BL-A,Panduit Corp,BLACK THERM TRANSFER RIBBON,0,0,"53.75000","0","1","Easy-Mark™","Active","Thermal Transfer Ribbon","Length 91.4m","TDP43ME Printer"
http://www.panduit.com/heiler/PartDrawings/TDP43MY%20Product%20Page.pdf,-,RMR4BU-ND,RMR4BU,Panduit Corp,RIBBON RESIN 4 WIDE WITH TDP,0,0,"54.69000","0","1","Easy-Mark™","Active","Thermal Transfer Ribbon","Length 73.0m","TDP43MY Printer"
http://www.panduit.com/heiler/PartDrawings/TDP43MY%20Product%20Page.pdf,-,RMR4GR-ND,RMR4GR,Panduit Corp,RIBBON RESIN 4 WIDE WITH TDP,0,0,"54.69000","0","1","Easy-Mark™","Active","Thermal Transfer Ribbon","Length 73.0m","TDP43MY Printer"
http://www.panduit.com/heiler/PartDrawings/TDP43MY%20Product%20Page.pdf,-,RMR4RD-ND,RMR4RD,Panduit Corp,RIBBON RESIN 4 WIDE WITH TDP,0,0,"54.69000","0","1","Easy-Mark™","Active","Thermal Transfer Ribbon","Length 73.0m","TDP43MY Printer"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2701015.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2701015.jpg,2701015-ND,2701015,Phoenix Contact,REMOVABLE HARD DRIVE TRAY,0,0,"55.00000","0","1","-","Active","Tray","-","VL IPC P7000, VL PPC 3000, VL BPC 3000"
//media.digikey.com/pdf/Data%20Sheets/Advantech%20PDFs/Modules_Accessories.pdf,-,S10A-93-S10A1-001-ND,S10A-93-S10A1-001,Advantech Corp,ACCESSORY S10A CARRYING BAG WITH,0,0,"55.00000","0","1","*","Active","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Marking%20Systems.pdf,-,1924330000-ND,1924330000,Weidmüller,P-CLEANER FOR PLOTTER,0,1,"55.55000","0","1","-","Active","Cleaner","-","MCP Plotter"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-257&DocType=DS&DocLang=English,-,TMS-101-RIBBON-4DSCE-ND,TMS-101-RIBBON-4DSCE,TE Connectivity AMP Connectors,TMS-101-RIBBON-4DSCE,0,0,"55.81000","0","1","-","Active","Thermal Transfer Ribbon","-","T208M and T212M Printers"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/5145371.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_5145371.jpg,5145371-ND,5145371,Phoenix Contact,CLEANING PEN FOR PRINTER,0,0,"57.11000","0","1","Thermomark","Active","Cleaning Pen","-","Thermal Transfer Printer"
https://assets.tripplite.com/product-pdfs/en/u4571m2satag2.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U457-1M2-SATAG2.jpg,U457-1M2-SATAG2-ND,U457-1M2-SATAG2,Tripp Lite,USB 3.1 GEN 2 10 GBPS USB-C M.2,0,0,"57.15000","0","1","-","Active","External Storage","Data Transfer up to 10.0Gbps","2230, 2242, 2260, 2280 M.2 Drive"
https://assets.tripplite.com/product-pdfs/en/u457025satag2.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U457-025-SATAG2.jpg,U457-025-SATAG2-ND,U457-025-SATAG2,Tripp Lite,USB 3.1 GEN 2 10GBPS SATA SSD/HD,0,0,"58.14000","0","1","-","Active","External Storage","Data Transfer up to 10.0Gbps","2.5"" Hard Drives"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-257&DocType=DS&DocLang=English,-,1330-0600-10-ND,1330-0600-10,TE Connectivity Raychem Cable Protection,PRINTER RIBBONS,0,0,"59.52000","0","1","-","Active","Thermal Transfer Ribbon","-","T300 and T400 Printers"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654227_Ident_Sols&DocType=DS&DocLang=English,-,1330-0037-00-ND,1330-0037-00,TE Connectivity Raychem Cable Protection,PRINTER RIBBONS,0,0,"60.11000","0","1","-","Active","Dot Matrix Ribbon","-","LQ870 Printer"
https://assets.tripplite.com/product-pdfs/en/ezavgacsaf2.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_EZA-VGACSAF-2.jpg,EZA-VGACSAF-2-ND,EZA-VGACSAF-2,Tripp Lite,EASY PULL TYPE A CONNECTORS F/F,0,0,"60.44000","0","1","-","Active","Connector Kit","-","-"
http://www.panduit.com/heiler/LineCards/D-IDLC03--SA-DEU-ThermalTransferLabelsLC-W.pdf,-,RMER2WH-ND,RMER2WH,Panduit Corp,RIBBON RESIN 2.50 W 300' LONG FO,0,0,"60.69000","0","1","Easy-Mark™","Active","Thermal Transfer Ribbon","Length 91.4m","TDP43ME Printer"
-,-,1330-3300-06-ND,1330-3300-06,TE Connectivity Raychem Cable Protection,1330-3300-06,0,0,"61.33000","0","1","-","Active","Thermal Transfer Ribbon","-","-"
-,-,558-BB-ND,558-BB,3M,POST-IT STICKY CORK BOARD 558,0,0,"61.93000","0","1","Post-it®","Active","Cork Board","-","-"
https://assets.tripplite.com/product-pdfs/en/nb1001bk.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_NB1001BK.jpg,NB1001BK-ND,NB1001BK,Tripp Lite,BAG NOTEBOOK NYLON TOP-LOAD,0,0,"62.51000","0","1","-","Active","Carrying Case","Top-Load","Notebook"
https://assets.tripplite.com/product-pdfs/en/prus2.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_PR-US2.jpg,PR-US2-ND,PR-US2,Tripp Lite,KEYSPAN REMOTE W LASER AND MOUSE,0,0,"63.43000","0","1","-","Active","Remote","-","WIN98SE, ME, 2000, XP, Vista, Mac"
-,-,1330-3300-08-ND,1330-3300-08,TE Connectivity Raychem Cable Protection,1330-3300-08,0,0,"64.86000","0","1","-","Active","Thermal Transfer Ribbon","-","T400 Series Printer"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2913185.jpg,2913185-ND,2913185,Phoenix Contact,REMOVABLE HARD DRIVE TRAY,0,0,"65.00000","0","1","-","Active","Tray","-","Valueline IPC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654227_Ident_Sols&DocType=DS&DocLang=English,-,1330-0630-10-ND,1330-0630-10,TE Connectivity Raychem Cable Protection,PRINTER RIBBONS,0,0,"66.85000","0","1","-","Active","Thermal Transfer Ribbon","-","T300 and T400 Printers"
-,-,WR422LE-ND,WR422LE,3M,GEL WRISTREST PLATFORM FOR KEYBO,0,0,"67.64833","0","6","-","Active","-","-","-"
-,-,LMS-9000-LAMP-PILLAR-ND,LMS-9000-LAMP-PILLAR,TE Connectivity Raychem Cable Protection,LMS-9000-LAMP-PILLAR,0,0,"68.02000","0","1","-","Active","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/GHS.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_PSL-GHSSTATIONE.jpg,PSL-GHSSTATIONE-ND,PSL-GHSSTATIONE,Panduit Corp,SAFETY SHT SDS COMPLIANCE CENTER,0,0,"68.04000","0","1","-","Active","Compliance Center Station","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Plotter_MCP_Plus_DS.pdf,-,1058090000-ND,1058090000,Weidmüller,SUPPORT FRAME MCP EP SFC 3,0,0,"68.90000","0","1","-","Active","Support Frame","-","MCP Plus"
-,-,KD45-ND,KD45,3M,UNDER DESK KEYBOARD DRAWER KD45,0,0,"71.15500","0","2","-","Active","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0803714,-,0803714-ND,0803714,Phoenix Contact,THERMOMARK PRIME INK RIBBON,0,6,"71.53000","0","1","Thermomark","Active","Thermal Transfer Ribbon","Length 60.0m","Thermomark Prime Printer"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/5067637.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_5067637.jpg,5067637-ND,5067637,Phoenix Contact,USER MANUAL FOR CMS-MARK-WIN,0,0,"71.72000","0","1","CMS","Active","Manual","-","CMS-MARK-WIN"
https://assets.tripplite.com/product-pdfs/en/b12510160iru.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_B125-101-60-IRU_primary.jpg,B125-101-60-IRU-ND,B125-101-60-IRU,Tripp Lite,HDMI EXTDR KIT DUAL CAT5/6 100FT,0,0,"72.80000","0","1","-","Active","HDMI Extender Kit","Receiver/Transmitter","Dual Cat5/Cat6"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/2068020000.pdf,-,2068020000-ND,2068020000,Weidmüller,PRIMER CC-M 1=100PCS,1,9,"73.28000","0","1","-","Active","Primer","-","Ink Jet Printer, Metallicard Signs"
-,-,KP100LE-ND,KP100LE,3M,KEYBOARD PLATFORM ADJUSTABLE KP1,0,0,"73.28000","0","1","-","Active","-","-","-"
-,-,1330-0607-08-ND,1330-0607-08,TE Connectivity Raychem Cable Protection,1330-0607-08,0,0,"73.76000","0","2","-","Active","Thermal Transfer Ribbon","-","T400 Series Printer"
http://wpc.AC62.edgecastcdn.net/00AC62/documents/productpdfs/591-00076.pdf,-,591-00076-ND,591-00076,HellermannTyton,CHARGER 120V 60HZ,0,0,"73.83000","0","1","-","Active","Battery Charger","-","Sport Printer"
-,-,35003018-ND,35003018,Altech Corporation,PLOTTER PEN DISPOSABLE 0.18MM PE,0,0,"74.14000","0","1","-","Active","-","-","-"
-,-,35003025-ND,35003025,Altech Corporation,PLOTTER PEN DISPOSABLE 0.25MM PE,0,4,"74.14000","0","1","-","Active","-","-","-"
-,-,35003035-ND,35003035,Altech Corporation,PLOTTER PEN DISPOSABLE 0.35MM PE,0,9,"74.14000","0","1","-","Active","-","-","-"
-,-,35003050-ND,35003050,Altech Corporation,PLOTTER PEN DISPOSABLE 0.50MM PE,0,0,"74.14000","0","1","-","Active","-","-","-"
-,-,35003118-ND,35003118,Altech Corporation,PLOTTER PEN DISPOSABLE0.18MM ED,0,0,"74.14000","0","1","-","Active","-","-","-"
-,-,35003125-ND,35003125,Altech Corporation,PLOTTER PEN DISPOSABLE 0.25MM ED,0,14,"74.14000","0","1","-","Active","-","-","-"
-,-,35003135-ND,35003135,Altech Corporation,PLOTTER PEN DISPOSABLE 0.35MM ED,0,5,"74.14000","0","1","-","Active","-","-","-"
-,-,TE3124-ROLLER-ND,TE3124-ROLLER,TE Connectivity Raychem Cable Protection,TTC-PRINTER-ROLLER,0,0,"74.39600","0","10","-","Active","Roller","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-257&DocType=DS&DocLang=English,-,TMS-101-RIBBON-4AG-ND,TMS-101-RIBBON-4AG,TE Connectivity Raychem Cable Protection,TMS-101-RIBBON-4AG,0,0,"75.09000","0","1","-","Active","Thermal Transfer Ribbon","-","-"
-,-,1330-0619-08-ND,1330-0619-08,TE Connectivity Raychem Cable Protection,1330-0619-08,0,0,"75.62000","0","1","-","Active","Thermal Transfer Ribbon","-","-"
-,-,BC10-ND,BC10,HellermannTyton,SPIRIT BATTERY CHARGER,0,0,"76.43000","0","1","-","Active","Battery Charger","-","-"
-,-,35020000-ND,35020000,Altech Corporation,VACUUM BAGS SET OF 5 (FOR VE500),0,3,"77.14000","0","1","-","Active","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654227_Ident_Sols&DocType=DS&DocLang=English,-,1330-0607-10-ND,1330-0607-10,TE Connectivity Raychem Cable Protection,THERMAL TRANSFER RIBBON 300M BLK,0,0,"78.78000","0","1","-","Active","Thermal Transfer Ribbon","-","T300 and T400 Printers"
https://assets.tripplite.com/product-pdfs/en/b1261p1mupoc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_B126-1P1M-U-POC.JPG,B126-1P1M-U-POC-ND,B126-1P1M-U-POC,Tripp Lite,HDMI OVER CAT5 CAT6 EXTENDER KIT,0,0,"78.78000","0","1","-","Active","HDMI Extender Kit","Receiver/Transmitter, PoC","Cat5/Cat6"
https://assets.tripplite.com/product-pdfs/en/b019000.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_B019-000.jpg,B019-000-ND,B019-000,Tripp Lite,BRACKET 2POST FOR B021&B020 KVM,0,0,"79.20000","0","1","-","Active","Bracket","2-Post Rack Mount","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-257&DocType=DS&DocLang=English,-,TMS-101-RIBBON-4HT-ND,TMS-101-RIBBON-4HT,TE Connectivity AMP Connectors,TMS-101-RIBBON-4HT,0,0,"79.60000","0","1","-","Active","Thermal Transfer Ribbon","-","T200, T208M, T212M, T308M, T312M, T408M Printers"
//media.digikey.com/pdf/Data%20Sheets/Advantech%20PDFs/Modules_Accessories.pdf,-,S10A-93-S10A2-012-ND,S10A-93-S10A2-012,Advantech Corp,ACCESSORY S10A MSR WITH PACKING,0,0,"80.00000","0","1","*","Active","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/Marking_Systems_2013-2014_Cat.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_5146656.jpg,5146656-ND,5146656,Phoenix Contact,PRINTER ACCESSORY,0,0,"80.09000","0","1","Bluemark","Active","Stackable Housing","-","BLUEMARK CLED Printer"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_5145135.jpg,5145135-ND,5145135,Phoenix Contact,50 PREPARE PEN PLATE PEN STATION,0,2,"80.35000","0","1","CMS","Active","Prepare Pen Plates","-","P1 Plotter"
-,-,35010000A-ND,35010000,Altech Corporation,ENGRAVING NEEDLE 15 0.5MM,0,2,"80.51000","0","1","-","Active","-","-","-"
-,-,35010003-ND,35010003,Altech Corporation,ENGRAVING NEEDLE 15 0.2MM,0,0,"80.51000","0","1","-","Active","-","-","-"
-,-,35010002-ND,35010002,Altech Corporation,ENGRAVING NEEDLE 15 0.3MM,0,1,"80.51000","0","1","-","Active","-","-","-"
-,-,35010001-ND,35010001,Altech Corporation,ENGRAVING NEEDLE 15 0.4MM,0,0,"80.51000","0","1","-","Active","-","-","-"
-,-,35010004-ND,35010004,Altech Corporation,ENGRAVING NEEDLE 15 0.7MM,0,1,"80.51000","0","1","-","Active","-","-","-"
-,-,35010005-ND,35010005,Altech Corporation,ENGRAVING NEEDLE 15 1.0MM,0,0,"80.51000","0","1","-","Active","-","-","-"
-,-,35010024-ND,35010024,Altech Corporation,ENGRAVING NEEDLE 60 DEG 0.5MM WI,0,0,"80.51000","0","1","-","Active","-","-","-"
-,-,T200-RIBBON-WH-4HT-ND,T200-RIBBON-WH-4HT,TE Connectivity Raychem Cable Protection,T200-RIBBON-WH-4HT,0,0,"80.95722","0","36","-","Active","Thermal Transfer Ribbon","-","T212M Printer"
http://wpc.AC62.edgecastcdn.net/00AC62/documents/productpdfs/591-00263.pdf,-,591-00263-ND,591-00263,HellermannTyton,SPORT SOFT SHELL CASE,0,0,"81.81000","0","1","-","Active","Carrying Case","-","Sport Printer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0803376,-,0803376-ND,0803376,Phoenix Contact,THERMOMARK PRIME INK RIBBON,0,0,"81.90000","0","1","Thermomark","Active","Thermal Transfer Ribbon","Length 60.0m","Thermomark Prime Printer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0803377,-,0803377-ND,0803377,Phoenix Contact,THERMOMARK PRIME INK RIBBON,0,0,"81.90000","0","1","Thermomark","Active","Thermal Transfer Ribbon","Length 60.0m","Thermomark Prime Printer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0803378,-,0803378-ND,0803378,Phoenix Contact,THERMOMARK PRIME INK RIBBON,0,0,"81.90000","0","1","Thermomark","Active","Thermal Transfer Ribbon","Length 60.0m","Thermomark Prime Printer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0803379,-,0803379-ND,0803379,Phoenix Contact,THERMOMARK PRIME INK RIBBON,0,0,"81.90000","0","1","Thermomark","Active","Thermal Transfer Ribbon","Length 60.0m","Thermomark Prime Printer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0803380,-,0803380-ND,0803380,Phoenix Contact,THERMOMARK PRIME INK RIBBON,0,1,"81.90000","0","1","Thermomark","Active","Thermal Transfer Ribbon","Length 60.0m","Thermomark Prime Printer"
-,-,TT900OUTSM-ND,TT900OUTSM,HellermannTyton,RAH FORMULATION 110MMX91M,0,0,"81.95875","0","16","-","Active","Thermal Transfer Ribbon","Length 300.0m","Thermal Transfer Printer"
http://wpc.AC62.edgecastcdn.net/00AC62/documents/productpdfs/HHHST.pdf,-,HHHST-ND,HHHST,HellermannTyton,SPIRIT LABEL PRINTER RIBBON CART,0,0,"82.41000","0","1","-","Active","Ribbon Replacement Cartridge","-","Spirit Printer"
-,-,34000025-ND,34000025,Altech Corporation,PLOTTER DUST COVER FULL SIZE FOR,0,0,"82.60000","0","1","-","Active","-","-","-"
-,-,34000028-ND,34000028,Altech Corporation,PLOTTER DUST COVER HALF SIZE FOR,0,0,"82.60000","0","1","-","Active","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Marking%20Systems.pdf,-,4062150000-ND,4062150000,Weidmüller,PJ-CLEAN UNIT,0,0,"83.20000","0","1","-","Active","Clean Unit","-","PrintJet PRO Printer"
http://www.panduit.com/heiler/ProductBulletins/D-IDCB79--SA-ENG-LS8E-LS8EQPrinterBulltin-W.pdf,-,LS8E-ACA-ND,LS8E-ACA,Panduit Corp,AC ADAPTER FOR LS8E AUSTRALIA,0,0,"84.91000","0","1","PanTher™","Active","AC Adapter","-","LS8E Hand Held Printer"
http://www.panduit.com/heiler/ProductBulletins/D-IDCB79--SA-ENG-LS8E-LS8EQPrinterBulltin-W.pdf,-,LS8E-ACE-ND,LS8E-ACE,Panduit Corp,AC ADAPTER FOR LS8E EUROPE,0,0,"84.91000","0","1","PanTher™","Active","AC Adapter","-","LS8E Hand Held Printer"
http://www.panduit.com/heiler/Brochures/D-COCB27--SA-ENG-ShieldedCopCbleSystSG-W.pdf,-,LS8E-ACU-ND,LS8E-ACU,Panduit Corp,AC ADAPTER FOR LS8E U.K.,0,0,"84.91000","0","1","PanTher™","Active","AC Adapter","-","LS8E Hand Held Printer"
-,-,1330-0632-10-ND,1330-0632-10,TE Connectivity Raychem Cable Protection,1330-0632-10,0,0,"85.04000","0","1","-","Active","Thermal Transfer Ribbon","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-257&DocType=DS&DocLang=English,-,1-1768016-4-ND,1-1768016-4,TE Connectivity AMP Connectors,BBB-060SC/200,0,0,"86.97000","0","1","-","Active","Thermal Transfer Ribbon","Length 200m","ITS BTT-02 - Card Printer"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Marking%20Systems.pdf,-,1772120000-ND,1772120000,Weidmüller,TINTE 2000 25ML - INK,0,0,"90.04000","0","1","-","Active","Ink","-","MCP Plotter"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Marking%20Systems.pdf,//media.digikey.com/Photos/Weidmuller/MFG_1935130000.jpg,1935130000-ND,1935130000,Weidmüller,MCP EP METAL INLAYS,0,0,"91.22000","0","1","-","Active","Inlay","-","MCP Plotter"
-,-,35010010-ND,35010010,Altech Corporation,ENGRAVING NEEDLE 90DEG0.50MM ENG,0,0,"92.45000","0","1","-","Active","-","-","-"
-,-,35010011-ND,35010011,Altech Corporation,ENGRAVING NEEDLE 90DEG0.70MM ENG,0,0,"92.45000","0","1","-","Active","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/5146396.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_5146396.jpg,5146396-ND,5146396,Phoenix Contact,THERMOMARK X1-ROLLER,0,0,"93.16000","0","1","Thermomark","Active","Print Roller","-","Thermomark X1 Printer"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0802742.pdf,//media.digikey.com/Photos/Phoenix%20Photos/0802742.jpg,277-10889-ND,0802742,Phoenix Contact,BLUEMARK MAG EM-M (100X60),0,23,"93.17000","0","1","Bluemark","Active","Magazine","-","Bluemark Printer"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0802737.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0802737.jpg,0802737-ND,0802737,Phoenix Contact,BLUEMARK MAG EM-M (27X18),0,0,"93.17000","0","1","Bluemark","Active","Magazine","-","Bluemark Printer"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0802738.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0802738.jpg,0802738-ND,0802738,Phoenix Contact,BLUEMARK MAG EM-M (49X15),0,0,"93.17000","0","1","Bluemark","Active","Magazine","-","Bluemark Printer"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0802739.pdf,//media.digikey.com/Photos/Phoenix%20Photos/0802739.JPG,277-10886-ND,0802739,Phoenix Contact,BLUEMARK MAG EM-M (60X15),0,0,"93.17000","0","1","Bluemark","Active","Magazine","-","Bluemark Printer"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0802740.pdf,//media.digikey.com/Photos/Phoenix%20Photos/0802740.jpg,277-10887-ND,0802740,Phoenix Contact,BLUEMARK MAG EM-M (60X30),0,0,"93.17000","0","1","Bluemark","Active","Magazine","-","Bluemark Printer"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0802743.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0802743.jpg,0802743-ND,0802743,Phoenix Contact,BLUEMARK MAG WM-M (29X8),0,0,"93.17000","0","1","Bluemark","Active","Magazine","-","Bluemark Printer"
