Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Convert From (Adapter End)","Convert To (Adapter End)","Interface","Features","Utilized IC / Part"
https://www.digi.com/pdf/prd_ds_digiconnectsp_devkit.pdf,//media.digikey.com/photos/Digi%20Int'l%20Photos/DC-SP-01-S.jpg,602-1511-ND,DC-SP-01-S,Digi International,ADAPTER SP STANDARD MODEL,17,0,"190.00000","0","1","DigiConnect® SP","Active","Ethernet to Serial","RJ45 Female","D-Sub 09 Pos (DB9) Male","RS-232, RS-422, RS-485","LED Indicator","NS7520"
http://advdownload.advantech.com/productfile/PIS/BB-USOPTL4-4P/Product%20-%20Datasheet/USOPTL4-2P-USOPTL4-4P_4017ds20171129112415.pdf,//media.digikey.com/Photos/B&B%20Electronics/USOPTL4-4P.jpg,1165-1065-ND,BB-USOPTL4-4P,"B&B SmartWorx, Inc.",CONVERT USB-ISO 4PORT RS422/485,9,2,"315.18000","0","1","-","Active","USB to Serial","USB - B 2.0 Female","Terminal Block (4)","RS-422, RS-485","ESD Protecting, LED Indicator","-"
https://www.ixxat.com/docs/librariesprovider8/default-document-library/products/can-pc-interfaces/usb-to-can-v2-manual-english.pdf,//media.digikey.com/Photos/HMS-Industrial-Networks/1.01.0281.12002.jpg,1976-1040-ND,1.01.0281.12002,HMS Networks,USB-CAN V2 INTERFACE,11,0,"357.50000","0","1","-","Active","USB to CAN","USB - A 2.0 Male","RJ45 Female","-","LED Indicator","-"
http://advdownload.advantech.com/productfile/PIS/BB-USR602/Product%20-%20Datasheet/USR602-USR604_2817ds20170711233302.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_USR60x-SERIES.jpg,1165-1244-ND,BB-USR604,"B&B SmartWorx, Inc.",USB TO ISOLATED RS-232/422/485 -,4,14,"547.96000","0","1","-","Active","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male (4)","RS-232, RS-422, RS-485","ESD Protecting, LED Indicator","-"
https://www.digi.com/pdf/prd_usb_edgeport.pdf,//media.digikey.com/photos/Digi%20Int'l%20Photos/301-1000-95.jpg,602-1739-ND,301-1000-95,Digi International,SERIAL DEVICE SERVER 4-PORT,13,0,"606.00000","0","1","Edgeport®","Active","USB to Serial","USB - A 2.0 Female","D-Sub 09 Pos (DB9) Male (4)","RS-232, RS-422, RS-485","LED Indicator","-"
https://www.ixxat.com/docs/librariesprovider8/default-document-library/products/can-pc-interfaces/usb-to-can-v2-manual-english.pdf,//media.digikey.com/Photos/HMS-Industrial-Networks/1.01.0283.22002.jpg,1976-1041-ND,1.01.0283.22002,HMS Networks,USB-CAN V2 INTERFACE,14,0,"720.50000","0","1","-","Active","USB to CAN","USB - A 2.0 Male","RJ45 Female","-","LED Indicator","-"
https://www.digi.com/pdf/prd_usb_edgeport.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/301-2000-10_primary.jpg,602-1621-ND,301-2000-10,Digi International,SERIAL DEVICE SERVER 20-PORT,25,0,"759.00000","0","1","Edgeport®","Active","USB to Serial","USB - A 2.0 Female","D-Sub 09 Pos (DB9) Male (16), USB 2.0 Female (4)","RS-232","-","-"
https://www.ixxat.com/docs/librariesprovider8/default-document-library/products/can-pc-interfaces/usb-to-can-v2-manual-english.pdf,//media.digikey.com/Photos/HMS-Industrial-Networks/1.01.0283.22042.jpg,1976-1042-ND,1.01.0283.22042,HMS Networks,USB-CAN V2 INTERFACE,4,0,"946.01000","0","1","-","Active","USB to CAN","USB - A 2.0 Male","RJ45 Female","-","LED Indicator","-"
https://assets.tripplite.com/product-pdfs/en/p440825fm.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P440-825FM.jpg,TL1870-ND,P440-825FM,Tripp Lite,DB25 TO RJ45 MODULAR SERIAL ADAP,77,0,"4.29000","0","1","-","Active","Serial to Ethernet","D-Sub 25 Pos (DB25) Male","RJ45 Female","RS-232, RS-422, RS-485","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/ADP001_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/ADP001.jpg,1778-1080-ND,ADP001,Pimoroni Ltd,SATA HARD DRIVE TO USB ADAPTER,36,0,"7.63000","0","1","-","Active","USB to Serial","USB - A 2.0 Female, USB - A 3.0 (3.1 Gen 1, Superspeed) Female","22 Pin (Power Socket) Female","SATA","External SATA Drive Connector Port","-"
http://www.ftdichip.com/Support/Documents/DataSheets/Modules/DS_DB9-USB-RS232.pdf,//media.digikey.com/Photos/FTDI%20(Future%20Tech%20Devices)/DB9-USB-F.jpg,768-1108-ND,DB9-USB-D5-F,"FTDI, Future Technology Devices International Ltd",MOD USB UART EMBDED 5V FEMAL,23,0,"15.63000","0","1","-","Active","USB to Serial","USB - Mini B 2.0 Female","D-Sub 09 Pos (DB9) Female","UART","D-Shaped Housing","FT232R"
https://assets.tripplite.com/product-pdfs/en/p13706nhdmi.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P137-06N-HDMI.jpg,TL625-ND,P137-06N-HDMI,Tripp Lite,MINI DISPLAYPORT HDMI ADAPTER 6"",38,0,"16.18000","0","1","-","Active","DisplayPort - Mini to HDMI","DisplayPort - Mini Male","HDMI Female","-","Thunderbolt Compatible","-"
http://www.dlpdesign.com/usb232r-ds-v10.pdf,//media.digikey.com/photos/DLP%20Design%20Inc/DLP-USB232R.JPG,813-1024-ND,DLP-USB232R,DLP Design Inc.,MODULE USB-TO-SRL UART 18-DIP,83,0,"18.00000","0","1","-","Active","USB to Serial","USB - Mini B 2.0 Female","DIL (Dual Inline)","UART","-","FT232R"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/PIS-0030_Web.pdf,//media.digikey.com/Photos/Pi-Supply/MFG_PIS-0030.jpg,1910-1061-ND,PIS-0030,Pi Supply,HDMI TO VGA CONVERTER FOR RASPBE,13,0,"22.16000","0","1","-","Active","HDMI to VGA","HDMI Male","D-Sub HD15 Female","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u236000gbw.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U236-000-GBW.jpg,TL2274-ND,U236-000-GBW,Tripp Lite,USB 2.0 1.1 TO ETHERNET ADAPTER,7,0,"25.41000","0","1","-","Active","USB to Ethernet","USB - A 2.0 Male","RJ45 Female","-","-","-"
https://assets.tripplite.com/product-pdfs/en/p131000a.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P131-000-A.JPG,TL2153-ND,P131-000-A,Tripp Lite,HDMI TO VGA ADAPTER CONVERTER WI,62,0,"27.65000","0","1","-","Active","HDMI to VGA","HDMI Male","3.5mm Female, D-Sub HD15 Female, USB - Micro B 2.0 Female","-","-","-"
https://assets.tripplite.com/product-pdfs/en/p134001vga.pdf,//media.digikey.com/photos/Tripplite%20Photos/P134-001-VGA.JPG,TL1907-ND,P134-001-VGA,Tripp Lite,DISPLAYPORT TO VGA ACTIVE ADAPTE,14,0,"27.80000","0","1","-","Active","DisplayPort to VGA","DisplayPort Male","D-Sub HD15 Female","-","-","-"
https://assets.tripplite.com/product-pdfs/en/p13606nh2v2.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P136-06N-H2V2.jpg,TL1591-ND,P136-06N-H2V2,Tripp Lite,DISPLAYPORT 1.2 TO HDMI ACTIVE C,25,0,"29.66000","0","1","-","Active","DisplayPort to HDMI","DisplayPort Male","HDMI Female","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u336000gbal.pdf,//media.digikey.com/Photos/Tripplite%20Photos/U336-000-GB-AL.jpg,TL2299-ND,U336-000-GB-AL,Tripp Lite,SUPERSPEED GIGABIT ETHERNET ADAP,54,0,"29.90000","0","1","-","Active","USB to Ethernet","USB - A 3.0 (3.1 Gen 1, Superspeed) Male","RJ45 Female","-","LED Indicator","-"
https://assets.tripplite.com/product-pdfs/en/u336000gbw.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U336-000-GBW.jpg,TL1863-ND,U336-000-GBW,Tripp Lite,USB 3.0 TO ETHERNET ADAPTER,51,0,"29.90000","0","1","-","Active","USB to Ethernet","USB - A 3.0 (3.1 Gen 1, Superspeed) Male","RJ45 Female","-","-","-"
https://assets.tripplite.com/product-pdfs/en/p131000.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P131-000.jpg,TL1574-ND,P131-000,Tripp Lite,CABLE CONVERTER,18,0,"31.63000","0","1","-","Active","HDMI to VGA","D-Sub HD15 Female","HDMI Male","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u336002gb.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U336-002-GB.jpg,TL2300-ND,U336-002-GB,Tripp Lite,USB CABLE,10,0,"43.96000","0","1","-","Active","USB to Ethernet","USB - A 3.0 (3.1 Gen 1, Superspeed) Male","RJ45 Female (2)","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u338000.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U338-000.jpg,TL1847-ND,U338-000,Tripp Lite,USB 3.0 TO SATA IDE COMBO ADAPT,6,0,"46.70000","0","1","-","Active","USB to Parallel/Serial","USB - Micro B 3.0 (3.1 Gen 1, Superspeed) Female","40 Pos and 44 Pos Sockets Female , 22 Pin (Power Socket) Female","IDE, SATA","Backup Button, External SATA Drive Connector Port","-"
https://assets.tripplite.com/product-pdfs/en/p116003hdu.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P116-003-HD-U.jpg,TL1570-ND,P116-003-HD-U,Tripp Lite,VGA TO HDMI CONVERTER ADAPTER,88,0,"51.51000","0","1","-","Active","VGA to HDMI","D-Sub HD15 Male, USB - A 2.0 Male","HDMI Female","-","LED Indicator","-"
https://assets.tripplite.com/product-pdfs/en/u244001vga.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U244-001-VGA.jpg,TL1382-ND,U244-001-VGA,Tripp Lite,USB 2.0 TO VGA DUAL/MULTI-MONITO,81,0,"64.39000","0","1","-","Active","USB to VGA","USB - A 2.0 Male","D-Sub HD15 Female","-","-","-"
https://www.trinamic.com/_scripts/download.php?file=_articles%2Fproducts%2Finterfaces%2Fusb-2-485%2F_datasheet%2FUSB-2-485_manual.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/TMC-USB-2-485.jpg,1460-1092-ND,TMC USB-2-485,Trinamic Motion Control GmbH,INTERFACE USB TO RS485 CONVERTER,5,0,"95.88000","0","1","-","Active","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male","RS-485","-","-"
https://assets.tripplite.com/product-pdfs/en/p130000comp.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P130-000-COMP.jpg,TL1012-ND,P130-000-COMP,Tripp Lite,HDMI TO COMPOSITE VIDEO AUDIO CO,11,0,"121.26000","0","1","-","Active","HDMI to RCA","HDMI Female","RCA Female (3)","-","LED Indicator","-"
https://assets.tripplite.com/product-pdfs/en/p13406ndvidl.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P134-06N-DVI-DL.jpg,TL1584-ND,P134-06N-DVI-DL,Tripp Lite,DISPLAYPORT TO DVI DUAL-LINK ACT,10,0,"133.32000","0","1","-","Active","DisplayPort, USB to DVI","DisplayPort Male, USB - A 2.0 Male","DVI-D Dual Link Female","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u442dock2s.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U442-DOCK2-S.jpg,TL1943-ND,U442-DOCK2-S,Tripp Lite,USB-C LAPTOP DOCKING STATION W/,24,0,"139.38000","0","1","-","Active","USB to DisplayPort - Mini, Ethernet, HDMI, USB, VGA","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","3.5mm Female, D-Sub HD15 Female, DisplayPort - Mini Female, HDMI Female, RJ45 Female, USB - A 3.0 (3.1 Gen 1, Superspeed) Fem","-","Memory Card Slot(s), Thunderbolt Compatible, USB - C Charging Port","-"
http://advdownload.advantech.com/productfile/PIS/BB-USOPTL4DR-LS/Product%20-%20Datasheet/USOPTL4DR-xx_3916ds20170331052059.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_USOPTL4DR%20SERIES.jpg,1165-1427-ND,BB-USOPTL4DR-LS,"B&B SmartWorx, Inc.",CONVERTER USB TO ISOLATED 422/48,6,8,"147.29000","0","1","-","Active","USB to Serial","USB - B 2.0 Female","Terminal Block","RS-422, RS-485","ESD Protecting","-"
http://advdownload.advantech.com/productfile/Downloadfile5/1-1I7SWMJ/710-11435-00_USOPTL4-xP_4516_qsg.pdf,//media.digikey.com/Photos/B&B%20Electronics/USOPTL4-2P.jpg,1165-1064-ND,BB-USOPTL4-2P,"B&B SmartWorx, Inc.",CONVERT USB-ISO 2PORT RS422/485,3,0,"210.12000","0","1","-","Active","USB to Serial","USB - B 2.0 Female","Terminal Block (2)","RS-422, RS-485","ESD Protecting, LED Indicator","-"
http://advdownload.advantech.com/productfile/PIS/BB-USO9ML2-2P/Product%20-%20Datasheet/USO9ML2-2P%20&%20USO9ML2-4P_1417ds20170408040921.pdf,//media.digikey.com/Photos/B&B%20Electronics/USO9ML2-2P.jpg,1165-1061-ND,BB-USO9ML2-2P,"B&B SmartWorx, Inc.",CONVERTER ISO USB TO 2PORT RE232,14,80,"210.12000","0","1","-","Active","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male (2)","RS-232","ESD Protecting, LED Indicator","-"
https://www.ixxat.com/docs/librariesprovider8/default-document-library/products/can-pc-interfaces/4-01-0350-20000-usb-to-can-fd-en-a4-v1-1.pdf?sfvrsn=8,-,1976-1063-ND,1.01.0351.12001,HMS Networks,USB-TO-CAN FD COMPACT 9 D-SUB,8,0,"357.50000","0","1","-","Active","USB to CAN","USB - A 2.0 Male","D-Sub 09 Pos (DB9) Male","-","LED Indicator","-"
https://www.ixxat.com/docs/librariesprovider8/default-document-library/products/can-pc-interfaces/4-01-0350-20000-usb-to-can-fd-en-a4-v1-1.pdf?sfvrsn=8,-,1976-1064-ND,1.01.0353.22012,HMS Networks,USB-TO-CAN FD AUTOMOTIVE RJ45,15,0,"724.90000","0","1","-","Active","USB to CAN","USB - A 2.0 Male","RJ45 Female (2)","-","LED Indicator","-"
https://cdn.sick.com/media/pdf/8/58/858/dataSheet_IOLA2US-01101__SiLink2_Master__1061790_en.pdf,//media.digikey.com/Photos/Sick%20Photos/MFG_IOLA2US-01101.jpg,1882-1746-ND,IOLA2US-01101,"SICK, Inc.",COMM MODULE IO-LINK/USB/PWR,13,0,"727.94000","0","1","-","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3365_Web.pdf,//media.digikey.com/photos/Adafruit%20Industries%20LLC/MFG_3365.JPG,1528-1897-ND,3365,Adafruit Industries LLC,HDMI TO RCA AUDIO AND NTSC/PAL A,27,0,"13.95000","0","1","-","Active","HDMI - Mini to AV","HDMI - Mini Female","AV Female (3)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3535_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3535.jpg,1528-2328-ND,3535,Adafruit Industries LLC,VGA TO HDMI AUDIO AND VIDEO ADAP,87,0,"14.95000","0","1","-","Active","VGA to HDMI","D-Sub HD15 Female","HDMI Female","-","-","-"
http://www.ftdichip.com/Support/Documents/DataSheets/Modules/DS_DB9-USB-RS232.pdf,//media.digikey.com/Photos/FTDI%20(Future%20Tech%20Devices)/DB9-USB-F.jpg,768-1107-ND,DB9-USB-D5-M,"FTDI, Future Technology Devices International Ltd",MOD USB UART EMBDED 5V MALE,89,0,"15.63000","0","1","-","Active","USB to Serial","USB - Mini B 2.0 Female","D-Sub 09 Pos (DB9) Male","UART","D-Shaped Housing","FT232R"
http://www.dlpdesign.com/usb245r-ds-v10.pdf,//media.digikey.com/photos/DLP%20Design%20Inc/DLP-USB245R.JPG,813-1025-ND,DLP-USB245R,DLP Design Inc.,MODULE USB-TO-PARL FIFO 18-DIP,27,0,"18.00000","0","1","-","Active","USB to Parallel","USB - Mini B 2.0 Female","DIL (Dual Inline)","FIFO","-","FT245RL"
https://assets.tripplite.com/product-pdfs/en/p13706nvga.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P137-06N-VGA.jpg,TL626-ND,P137-06N-VGA,Tripp Lite,MINI DISPLAYPORT TO VGA ADAPTR 6,23,0,"21.66000","0","1","-","Active","DisplayPort - Mini to VGA","DisplayPort - Mini Male","D-Sub HD15 Female","-","Thunderbolt Compatible","-"
https://assets.tripplite.com/product-pdfs/en/p13706nhvv2w.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P137-06N-HV-V2W.jpg,TL1040-ND,P137-06N-HV-V2W,Tripp Lite,KEYSPAN MINI DISPLAYPORT 1.2 TO,6,0,"24.10000","0","1","-","Active","DisplayPort - Mini to HDMI, VGA","DisplayPort - Mini Male","D-Sub HD15 Female, HDMI Female","-","Thunderbolt Compatible","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/C-743-WH-13.pdf,//media.digikey.com/Photos/CnC%20Tech/C-743-WH-13.JPG,1175-1781-ND,C-743-WH-13,CNC Tech,CABLE ADAPTR MDP TO HDMI-DVI-VGA,33,0,"30.53000","0","1","-","Active","DisplayPort - Mini to DVI, HDMI, VGA","DisplayPort - Mini Male","D-Sub HD15 Female, DVI-D Single Link Female, HDMI Female","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u44406ndpam.pdf,-,TL2321-ND,U444-06N-DP-AM,Tripp Lite,USB GRAPHICS CARD ADAPTER,10,0,"35.13000","0","1","-","Active","USB to DisplayPort","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","DisplayPort Female","-","Thunderbolt Compatible","-"
https://assets.tripplite.com/product-pdfs/en/b1261p0mini.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_B126-1P0-MINI.JPG,TL1250-ND,B126-1P0-MINI,Tripp Lite,HDMI OVER CAT5E/CAT6 PASSIVE EXT,12,0,"37.33000","0","1","-","Active","HDMI Extender Kit","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u44406nh4c.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U444-06N-H4-C.jpg,TL1083-ND,U444-06N-H4-C,Tripp Lite,USB 3.1 GEN 1 USB-C TO HDMI DISP,21,0,"42.58000","0","1","-","Active","USB to HDMI","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","HDMI Female","-","Thunderbolt Compatible, USB - C Charging Port","-"
https://assets.tripplite.com/product-pdfs/en/u43606ngc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U436-06N-G-C.jpg,TL1080-ND,U436-06N-G-C,Tripp Lite,USB 3.1 GEN 1 USB-C TO GIGABIT E,35,0,"50.82000","0","1","-","Active","USB to Ethernet","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","RJ45 Female","-","LED Indicator, Thunderbolt Compatible, USB - C Charging Port","-"
https://assets.tripplite.com/product-pdfs/en/p130000audio.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P130-000-AUDIO.jpg,TL1011-ND,P130-000-AUDIO,Tripp Lite,ULTRA HIGH DEFINITION UHD 4KX2K,6,0,"58.18000","0","1","-","Active","HDMI to HDMI","HDMI Female","3.5mm Female, HDMI Female, RCA Female, Toslink Male","-","LED Indicator","-"
https://assets.tripplite.com/product-pdfs/en/u342gu3.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U342-GU3.JPG,TL1386-ND,U342-GU3,Tripp Lite,USB 3.0 DOCKING STATION FOR MICR,8,0,"64.64000","0","1","-","Active","USB to Ethernet, USB","USB - A 3.0 (3.1 Gen 1, Superspeed) Male","RJ45 Female, USB - A 3.0 (3.1 Gen 1, Superspeed) Female (3)","-","-","-"
https://www.digi.com/pdf/prd_usb_edgeport.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/301-1016-01.jpg,602-1743-ND,301-1016-01,Digi International,SERIAL DEVICE SERVER 4-PORT,2,0,"303.00000","0","1","Edgeport®","Active","USB to Serial","USB - A 2.0 Female","D-Sub 25 Pos (DB25) Male (4)","RS-232","-","-"
https://www.digi.com/pdf/prd_usb_edgeport.pdf,//media.digikey.com/photos/Digi%20Int'l%20Photos/301-1016-08.JPG,602-1744-ND,301-1016-08,Digi International,SERIAL DEVICE SERVER 8-PORT,3,0,"455.00000","0","1","Edgeport®","Active","USB to Serial","USB Female","D-Sub 25 Pos (DB25) Male (8)","RS-232","-","-"
https://assets.tripplite.com/product-pdfs/en/p13106nmicro.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P131-06N-MICRO.jpg,TL813-ND,P131-06N-MICRO,Tripp Lite,MICRO HDMI TO VGA CONVERTER 6"",12,0,"36.62000","0","1","-","Active","HDMI - Micro to VGA","HDMI - Micro Male","D-Sub HD15 Female, USB - Micro B 2.0 Female","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u44406ndviam.pdf,-,TL2323-ND,U444-06N-DVI-AM,Tripp Lite,USB CABLES GRAPHICS CARD ADAPTER,80,0,"37.37000","0","1","-","Active","USB to DVI","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","DVI-D Dual Link Female","-","Thunderbolt Compatible","-"
https://assets.tripplite.com/product-pdfs/en/u44406nvc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U444-06N-V-C.jpg,TL1086-ND,U444-06N-V-C,Tripp Lite,USB 3.1 GEN 1 USB-C TO VGA DISPL,9,0,"41.85000","0","1","-","Active","USB to VGA","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","D-Sub HD15 Female","-","Thunderbolt Compatible, USB - C Charging Port","-"
https://assets.tripplite.com/product-pdfs/en/p13006naudio.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P130-06N-AUDIO.JPG,TL1358-ND,P130-06N-AUDIO,Tripp Lite,UHD 4K X 2K 30 HZ HDMI AUDIO DE-,8,0,"43.96000","0","1","-","Active","HDMI to HDMI","HDMI Male","3.5mm Female, HDMI Female, Toslink Digital Optical Female, USB - Micro B 2.0 Female","-","LED Indicator","-"
https://assets.tripplite.com/product-pdfs/en/u44406nvuc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U444-06N-VU-C.jpg,TL1087-ND,U444-06N-VU-C,Tripp Lite,USB 3.1 GEN 1 USB-C TO VGA DISPL,8,0,"50.82000","0","1","-","Active","USB to USB, VGA","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","D-Sub HD15 Female, USB - A 3.0 (3.1 Gen 1, Superspeed) Female","-","Thunderbolt Compatible, USB - C Charging Port","-"
https://assets.tripplite.com/product-pdfs/en/u44406nhuc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U444-06N-HU-C.jpg,TL1085-ND,U444-06N-HU-C,Tripp Lite,USB 3.1 GEN 1 USB-C TO HDMI EXTE,11,0,"61.81000","0","1","-","Active","USB to HDMI, USB","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","HDMI Female, USB - A 3.0 (3.1 Gen 1, Superspeed) Female","-","Thunderbolt Compatible, USB - C Charging Port","-"
https://assets.tripplite.com/product-pdfs/en/p137ghvv2k2.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P137-GHV-V2-K2.JPG,TL1363-ND,P137-GHV-V2-K2,Tripp Lite,4K VIDEO AND ETHERNET 3-IN-1 ACC,11,0,"65.93000","0","1","-","Active","DisplayPort - Mini to HDMI/DisplayPort - Mini to VGA/USB to Ethernet","DisplayPort - Mini Male/DisplayPort - Mini Male/USB - A 3.0 (3.1 Gen 1, Superspeed) Male","D-Sub HD15 Female/HDMI Female/RJ45 Female","-","-","-"
https://assets.tripplite.com/product-pdfs/en/p137ghvv2k.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P137-GHV-V2-K.JPG,TL1362-ND,P137-GHV-V2-K,Tripp Lite,4K VIDEO AND ETHERNET 2-IN-1 ACC,9,0,"68.68000","0","1","-","Active","DisplayPort - Mini to HDMI, VGA/USB to Ethernet","DisplayPort - Mini Male/USB - A 3.0 (3.1 Gen 1, Superspeed) Male","D-Sub HD15 Female, HDMI Female/RJ45 Female","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u44406nvguc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U444-06N-VGU-C.jpg,TL1405-ND,U444-06N-VGU-C,Tripp Lite,USB-C TO VGA ADAPTER W/ USB A HU,8,0,"68.68000","0","1","-","Active","USB to Ethernet, USB, VGA","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","D-Sub HD15 Female, RJ45 Female, USB - A 3.0 (3.1 Gen 1, Superspeed)","-","Thunderbolt Compatible, USB - C Charging Port","-"
https://assets.tripplite.com/product-pdfs/en/p137ghdvv2k.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P137-GHDV-V2-K.JPG,TL1361-ND,P137-GHDV-V2-K,Tripp Lite,4K VIDEO AND ETHERNET 2-IN-1 ACC,10,0,"74.17000","0","1","-","Active","DisplayPort - Mini to DVI, HDMI, VGA/USB to Ethernet","DisplayPort - Mini Male/USB - A 3.0 (3.1 Gen 1, Superspeed) Male","RJ45 Female/D-Sub HD15 Female, DVI-D Dual Link Female, HDMI Female","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u342hgu3.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U342-HGU3.JPG,TL1387-ND,U342-HGU3,Tripp Lite,USB 3.0 DOCKING STATION FOR MICR,7,0,"82.42000","0","1","-","Active","DisplayPort - Mini, USB to Ethernet, HDMI, USB","DisplayPort - Mini Female, USB - A 3.0 (3.1 Gen 1, Superspeed) Male","HDMI Female, RJ45 Female, USB - A 3.0 (3.1 Gen 1, Superspeed) Female (3)","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u44406nhguc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U444-06N-HGU-C.jpg,TL1404-ND,U444-06N-HGU-C,Tripp Lite,USB 3.1 GEN 1 USB-C TO HDMI EXTE,4,0,"86.54000","0","1","-","Active","USB to Ethernet, HDMI, USB","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","HDMI Female, RJ45 Female, USB - A 3.0 (3.1 Gen 1, Superspeed) Female","-","Thunderbolt Compatible, USB - C Charging Port","-"
https://assets.tripplite.com/product-pdfs/en/u44406nh4guc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U444-06N-H4GU-C.jpg,TL1403-ND,U444-06N-H4GU-C,Tripp Lite,USB 3.1 GEN 1 USB-C TO HDMI EXTE,20,0,"89.28000","0","1","-","Active","USB to HDMI","USB - C 3.0 (3.1 Gen 1, Superspeed) Male","HDMI Female, RJ45 Female, USB - A 3.0 (3.1 Gen 1, Superspeed) Female","-","Thunderbolt Compatible, USB - C Charging Port","-"
https://assets.tripplite.com/product-pdfs/en/b090a9m.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_B090-A9%20Series.jpg,TL2005-ND,B090-A9M,Tripp Lite,DB9M RJ45 MODULAR SERIAL ADAPTER,45,0,"8.93000","0","1","-","Active","Serial to Ethernet","D-Sub 09 Pos (DB9) Male","RJ45 Female","-","-","-"
https://assets.tripplite.com/product-pdfs/en/p937000.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P937-000.jpg,TL2199-ND,P937-000,Tripp Lite,"40-PIN MALE IDE TO 2.5IN, 3.5IN,",55,0,"16.12000","0","1","-","Active","IDE to SATA","-","-","SATA","-","-"
