Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Disconnect Type","Number of Positions","Number of Levels","Terminal - Width","Termination Style","Current - IEC","Voltage - IEC","Current - UL","Voltage - UL","Wire Gauge or Range - AWG","Wire Gauge or Range - mm²","Features","Color","Fuse Type"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3046139.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3046139.JPG,277-3277-ND,3046139,Phoenix Contact,CONN TERM BLK DISCONN 10-26AWG,845,13050,"3.41000","0","1","CLIPLINE UT","Active","Disconnect","Switch, Knife","2","1","6.2mm","Screw","20A","500V","16A","600V","10-26 AWG","0.14-6mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3248110.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3248110.JPG,277-10032-ND,3248110,Phoenix Contact,CONN TERM BLK GROUND 14-26AWG,165,250,"3.47000","0","1","CLIPLINE PT","Active","Ground, Earth","-","2","1","3.5mm","Push In, Spring","-","-","-","-","14-26 AWG","0.14-1.5mm²","-","Green, Yellow","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3044681.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3044681.JPG,277-3885-ND,3044681,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,587,0,"3.60000","0","1","CLIPLINE UTTB","Active","Feed Through","-","4","2","5.2mm","Screw","24A","500V","20A","600V","12-26 AWG","0.14-4mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/0697160000.pdf,//media.digikey.com/Photos/Weidmuller/0697160000.JPG,281-2906-ND,0697160000,Weidmüller,CONN TERM BLK FEED THRU 12-26AWG,554,0,"3.66000","0","1","SAK","Active","Feed Through","-","2","1","5.1mm","Screw","24A","250V","10A","300V","12-26 AWG","0.5-4mm²","-","Beige","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3205077.pdf,//media.digikey.com/photos/Phoenix%20Photos/3205077.JPG,277-3376-ND,3205077,Phoenix Contact,CONN TERM BLK FEED THRU 16-24AWG,566,1100,"3.82000","0","1","CLIPLINE QTC","Active","Feed Through","-","4","1","5.2mm","IDC","17.5A","800V","10A","600V","16-24 AWG","0.25-1.5mm²","-","Gray","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3064124.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3064124.JPG,277-3857-ND,3064124,Phoenix Contact,CONN TERM BLK GROUND 12-26AWG,119,1600,"3.83000","0","1","CLIPLINE UT","Active","Ground, Earth","-","2","1","5.2mm","Screw","-","-","-","-","12-26 AWG","0.14-4mm²","-","Green, Yellow","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1413036.pdf,//media.digikey.com/photos/Phoenix%20Photos/1413036.jpg,277-1481-ND,1413036,Phoenix Contact,CONN TERM BLK FEED THRU 12-28AWG,697,2250,"3.85000","0","1","CLIPLINE MBK","Active","Feed Through","-","2","1","5.2mm","Screw","24A","500V","20A","600V","12-28 AWG","0.2-4mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3004016.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3004016.JPG,277-3255-ND,3004016,Phoenix Contact,CONN TERM BLK FEED THRU 10-26AWG,230,10800,"3.88000","0","1","CLIPLINE UK","Active","Feed Through","-","2","1","6.2mm","Screw","32A","800V","30A","600V","10-26 AWG","0.2-4mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/ST_4-Quattro_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3031445.jpg,277-3307-ND,3031445,Phoenix Contact,CONN TERM BLK FEED THRU 10-28AWG,1383,13550,"3.89000","0","1","CLIPLINE ST","Active","Feed Through","-","4","1","6.2mm","Push In, Spring","32A","800V","30A","600V","10-28 AWG","0.08-6mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3209604.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3209604.jpg,277-3600-ND,3209604,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,774,35100,"4.04000","0","1","CLIPLINE PTTB","Active","Feed Through","-","4","2","5.2mm","Push In, Spring","22A","500V","20A","600V","12-26 AWG","0.14-4mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3244410.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3244410.JPG,277-10008-ND,3244410,Phoenix Contact,CONN TERM BLK FEED THRU 14-26AWG,229,5000,"4.04000","0","1","CLIPLINE PTIO","Active","Feed Through, Isolated (2)","-","3","2","3.5mm","Push In, Spring","13.5A","250V","-","-","14-26 AWG","0.14-1.5mm²","-","Gray","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/3064137.JPG,277-7722-ND,3064137,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,180,0,"4.11000","0","1","CLIPLINE UT","Active","Feed Through","-","2","1","5.2mm","Screw","0.5A","800V","500mA","600V","12-26 AWG","0.14-4mm²","Diode","Gray","-"
http://www.altechcorp.com/Blocks/Block-Screw.pdf,//media.digikey.com/Photos/Altech-Corporation/MFG_CAFL4U.jpg,1920-1247-ND,CAFL4U,Altech Corporation,CONN TERM BLK DISCONN 10-22AWG,1959,22050,"4.18000","0","1","-","Active","Disconnect","Fuse, Lever","2","1","9.0mm","Screw","6.3A","1000V","16A","600V","10-22 AWG","0.2-4mm²","-","Gray","6.3mm x 32mm"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3211786.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3211786.JPG,277-9633-ND,3211786,Phoenix Contact,CONN TERM BLK FEED THRU 10-24AWG,923,7250,"4.36000","0","1","CLIPLINE PTTB","Active","Feed Through","-","4","2","6.2mm","Push In, Spring","28A","500V","28A","600V","10-24 AWG","0.2-4mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3031270.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3031270.JPG,277-3252-ND,3031270,Phoenix Contact,CONN TERM BLK FEED THRU 12-28AWG,991,9350,"4.43000","0","1","CLIPLINE STTB","Active","Feed Through","-","4","2","5.2mm","Push In, Spring","22A","500V","20A","600V","12-28 AWG","0.08-4mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3209015.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3209015.jpg,277-3519-ND,3209015,Phoenix Contact,CONN TERM BLK FEED THRU 12-28AWG,304,0,"4.43000","0","1","CLIPLINE STIO","Active","Feed Through, Isolated (2)","-","4","2","5.2mm","Push In, Spring","18A","250V","18A","300V","12-28 AWG","0.08-4mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1020300000.pdf,//media.digikey.com/photos/Weidmuller/1020300000.jpg,281-1470-ND,1020300000,Weidmüller,CONN TERM BLK FEED THRU 6-16 AWG,342,28050,"4.45000","0","1","W","Active","Feed Through","-","2","1","9.9mm","Screw","57A","1000V","65A","600V","6-16 AWG","1.5-16mm²","-","Beige","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3046141,//media.digikey.com/Photos/Phoenix%20Photos/3046141.jpg,277-12457-ND,3046141,Phoenix Contact,CONN TERM BLK DISCONN 10-26AWG,443,0,"4.73000","0","1","CLIPLINE UT","Active","Disconnect","Switch, Knife","2","1","6.2mm","Screw","20A","500V","16A","500V","10-26 AWG","0.14-6mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3248032.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3248032.jpg,277-10042-ND,3248032,Phoenix Contact,CONN TERM BLK GROUND 12-24AWG,149,700,"4.73000","0","1","CLIPLINE UT","Active","Ground, Earth","-","2","1","5.2mm","Screw","-","-","-","-","12-24 AWG","0.2-4mm²","-","Green, Yellow","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3038451.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3038451.jpg,277-3538-ND,3038451,Phoenix Contact,CONN TERM BLK DISCONN 12-28AWG,508,1900,"4.84000","0","1","CLIPLINE ST","Active","Disconnect","Open","4","1","5.2mm","Push In, Spring","20A","400V","16A","300V","12-28 AWG","0.08-4mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/0380560000.pdf,//media.digikey.com/Photos/Weidmuller/0380560000.JPG,281-3142-ND,0380560000,Weidmüller,CONN TERM BLK FEED THRU 8-22 AWG,524,6500,"5.14000","0","1","SAK","Active","Feed Through","-","2","1","8.0mm","Screw","41A","800V","40A","600V","8-22 AWG","0.5-10mm²","-","Beige","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3001682.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3001682.jpg,277-3431-ND,3001682,Phoenix Contact,CONN TERM BLK FEED THRU 14-30AWG,622,1550,"5.43000","0","1","CLIPLINE MT","Active","Feed Through","-","3","1","4.2mm","Screw","17.5A","400V","15A","300V","14-30 AWG","0.14-1.5mm²","-","Gray","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3044157.pdf,//media.digikey.com/photos/Phoenix%20Photos/3044157.JPG,277-2033-ND,3044157,Phoenix Contact,CONN TERM BLK GROUND 8-24 AWG,388,9200,"5.43000","0","1","CLIPLINE UT","Active","Ground, Earth","-","2","1","8.2mm","Screw","-","-","-","-","8-24 AWG","0.2-10mm²","-","Green, Yellow","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3036466.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3036466.jpg,277-3465-ND,3036466,Phoenix Contact,CONN TERM BLK FEED THRU 8-24 AWG,1798,3800,"5.46000","0","1","CLIPLINE ST","Active","Feed Through","-","3","1","8.2mm","Push In, Spring","41A","1000V","50A","600V","8-24 AWG","0.2-10mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3213726.pdf,//media.digikey.com/photos/Phoenix%20Photos/3213726.JPG,277-12527-ND,3213726,Phoenix Contact,CONN TERM BLK FEED THRU 14-26AWG,134,0,"5.46000","0","1","CLIPLINE PT","Active","Feed Through","-","6","3","3.5mm","Push In, Spring","15A","500V","5A","600V","14-26 AWG","0.14-1.5mm²","-","Blue","-"
http://www.altechcorp.com/DINblocks/ScrewClampTechnology/sct-PDFS/TerminalBlocks_2016(pages)%2020-21.pdf,//media.digikey.com/Photos/Altech-Corporation/MFG_DDFL4U.jpg,1920-1265-ND,DDFL4U,Altech Corporation,CONN TERM BLK DISCONN 10-22AWG,318,3160,"5.57000","0","1","-","Active","Disconnect, Feed Through","Fuse, Lever","4","2","8.0mm","Screw","-","800V","-","600V","10-22 AWG","0.2-4mm²","-","Gray","5mm x 20mm, 5mm x 25mm"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3046148.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3046148.jpg,277-11706-ND,3046148,Phoenix Contact,CONN TERM BLK DISCONN 10-26AWG,222,0,"5.65000","0","1","CLIPLINE UT","Active","Disconnect","Switch, Knife","2","1","6.2mm","Screw","20A","500V","16A","600V","10-26 AWG","0.14-6mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1923021.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1923021.jpg,277-3272-ND,1923021,Phoenix Contact,CONN TERM BLK FEED THRU 10-30AWG,190,2680,"5.90000","0","1","CLIPLINE UK","Active","Feed Through","-","3","1","6.2mm","Screw","32A","500V","35A","150V","10-30 AWG","0.2-4mm²","-","Gray","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3210169,//media.digikey.com/Photos/Phoenix%20Photos/3210169.jpg,277-2106-ND,3210169,Phoenix Contact,CONN TERM BLK DISCONN 12-26AWG,150,0,"5.91000","0","1","CLIPLINE PT","Active","Disconnect","Switch, Knife","3","1","5.2mm","Push In, Spring","20A","400V","20A","300V","12-26 AWG","0.14-4mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3214262.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3214262.JPG,277-2545-ND,3214262,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,552,3200,"5.92000","0","1","CLIPLINE UT","Active","Feed Through","-","6","3; Connected","5.2mm","Screw","20A","500V","20A","300V","12-26 AWG","0.14-4mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3212934.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3212934.JPG,277-7999-ND,3212934,Phoenix Contact,CONN TERM BLK FEED THRU 8-20 AWG,171,0,"5.93000","0","1","CLIPLINE PT","Active","Feed Through","-","4","1","8.2mm","Push In, Spring","41A","1000V","40A","600V","8-20 AWG","0.5-10mm²","-","Gray","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3213950,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3213950.jpg,277-15400-ND,3213950,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,183,0,"5.97000","0","1","CLIPLINE PTI","Active","Feed Through (2), Isolated","-","5","3; 1 Grounded","5.2mm","Push In, Spring","24A","-","20A","300V","12-26 AWG","0.14-4mm²","-","Gray","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3044173.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3044173.JPG,277-3247-ND,3044173,Phoenix Contact,CONN TERM BLK GROUND 6-20 AWG,153,13450,"6.00000","0","1","CLIPLINE UT","Active","Ground, Earth","-","2","1","10.2mm","Screw","57A","-","-","-","6-20 AWG","0.5-16mm²","-","Green, Yellow","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3025150.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3025150.JPG,277-3765-ND,3025150,Phoenix Contact,CONN TERM BLK FEED THRU 14-30AWG,164,200,"6.04000","0","1","CLIPLINE MT","Active","Feed Through","-","4","1","4.2mm","Screw","16A","400V","15A","300V","14-30 AWG","0.14-1.5mm²","-","Blue","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3209536.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3209536.jpg,277-2095-ND,3209536,Phoenix Contact,CONN TERM BLK GROUND 12-26AWG,957,14500,"6.11000","0","1","CLIPLINE PT","Active","Ground, Earth","-","2","1","5.2mm","Push In, Spring","-","-","-","-","12-26 AWG","0.14-4mm²","-","Green, Yellow","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1031400000.pdf,//media.digikey.com/Photos/Weidmuller/1031400000.JPG,281-2915-ND,1031400000,Weidmüller,CONN TERM BLK FEED THRU 14-26AWG,305,3800,"6.38000","0","1","W","Active","Feed Through","-","4","1","5.1mm","Screw","17.5A","800V","25A","300V","14-26 AWG","0.5-2.5mm²","-","Beige","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2775016.pdf,//media.digikey.com/photos/Phoenix%20Photos/2775016.jpg,277-1576-ND,2775016,Phoenix Contact,CONN TERM BLK FEED THRU 10-30AWG,585,2660,"6.40000","0","1","CLIPLINE UDK","Active","Feed Through","-","4","1","6.2mm","Screw","32A","630V","30A","600V","10-30 AWG","0.2-6mm²","-","Gray","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3046032.pdf,//media.digikey.com/photos/Phoenix%20Photos/3046032.JPG,277-2034-ND,3046032,Phoenix Contact,CONN TERM BLK DISCONN 10-26AWG,531,11400,"6.56000","0","1","CLIPLINE UT","Active","Disconnect","Fuse, Lever","2","1","6.2mm","Screw","6.3A","500V","6.3A","600V","10-26 AWG","0.14-6mm²","-","Black","5mm x 20mm"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3211766.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3211766.JPG,277-3700-ND,3211766,Phoenix Contact,CONN TERM BLK GROUND 10-24AWG,172,3900,"6.58000","0","1","CLIPLINE PT","Active","Ground, Earth","-","2","1","6.2mm","Push In, Spring","-","-","-","-","10-24 AWG","0.2-6mm²","-","Green, Yellow","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3031238.pdf,//media.digikey.com/photos/Phoenix%20Photos/3031238.JPG,277-2053-ND,3031238,Phoenix Contact,CONN TERM BLK GROUND 12-28AWG,720,9850,"6.74000","0","1","CLIPLINE ST","Active","Ground, Earth","-","2","1","5.2mm","Push In, Spring","-","-","-","-","12-28 AWG","0.08-4mm²","-","Green, Yellow","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3209565.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3209565.jpg,277-2099-ND,3209565,Phoenix Contact,CONN TERM BLK GROUND 12-26AWG,163,5100,"6.79000","0","1","CLIPLINE PT","Active","Ground, Earth","-","3","1","5.2mm","Push In, Spring","-","-","-","-","12-26 AWG","0.14-4mm²","-","Green, Yellow","-"
http://www.altechcorp.com/Blocks/Block-Screw.pdf,//media.digikey.com/Photos/Altech-Corporation/MFG_CTL2.5U.jpg,1920-1237-ND,CTL2.5U,Altech Corporation,CONN TERM BLK FEED THRU 12-22AWG,416,3300,"6.84000","0","1","-","Active","Feed Through","-","6","3","6.0mm","Screw","24A","500V","25A","300V","12-22 AWG","0.2-2.5mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1020400000.pdf,//media.digikey.com/photos/Weidmuller/1020400000.jpg,281-1471-ND,1020400000,Weidmüller,CONN TERM BLK FEED THRU 6-14 AWG,669,3550,"6.88000","0","1","W","Active","Feed Through","-","2","1","11.9mm","Screw","76A","1000V","85A","600V","6-14 AWG","1.5-16mm²","-","Beige","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3044568.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3044568.JPG,277-3425-ND,3044568,Phoenix Contact,CONN TERM BLK GROUND 12-26AWG,456,700,"7.07000","0","1","CLIPLINE UT","Active","Ground, Earth","-","4","1","5.2mm","Screw","-","-","-","-","12-26 AWG","0.14-4mm²","-","Green, Yellow","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3038312,//media.digikey.com/photos/Phoenix%20Photos/3038312.JPG,277-15096-ND,3038312,Phoenix Contact,CONN TERM BLK FEED THRU 12-28AWG,115,0,"7.11000","0","1","CLIPLINE ST","Active","Feed Through","-","9","3","5.2mm","Push In, Spring","24A","500V","-","-","12-28 AWG","0.08-4mm²","-","Gray","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/3208333.JPG,277-9623-ND,3208333,Phoenix Contact,CONN TERM BLK GROUND 14-26AWG,247,1900,"7.18000","0","1","CLIPLINE PT","Active","Ground, Earth","-","4","1","3.5mm","Push In, Spring","-","-","-","-","14-26 AWG","0.14-1.5mm²","-","Green, Yellow","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1414064.pdf,//media.digikey.com/photos/Phoenix%20Photos/MFG_1414064.jpg,277-3335-ND,1414064,Phoenix Contact,CONN TERM BLK FEED THRU 12-30AWG,129,3350,"7.20000","0","1","CLIPLINE MBKKB","Active","Feed Through","-","4","2","5.2mm","Screw","24A","500V","20A","300V","12-30 AWG","0.2-4mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3036042.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3036042.JPG,277-3278-ND,3036042,Phoenix Contact,CONN TERM BLK FEED THRU 12-28AWG,253,4800,"7.23000","0","1","CLIPLINE ST","Active","Feed Through","-","6","3","5.2mm","Push In, Spring","20A","500V","20A","600V","12-28 AWG","0.08-4mm²","-","Gray","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3044597.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3044597.JPG,277-3330-ND,3044597,Phoenix Contact,CONN TERM BLK GROUND 10-26AWG,452,16550,"7.37000","0","1","CLIPLINE UT","Active","Ground, Earth","-","4","1","6.2mm","Screw","-","-","-","-","10-26 AWG","0.14-6mm²","-","Green, Yellow","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3044652.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3044652.JPG,277-3436-ND,3044652,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,609,6650,"7.49000","0","1","CLIPLINE UTTB","Active","Feed Through","-","4","2; Connected","5.2mm","Screw","24A","500V","20A","600V","12-26 AWG","0.14-4mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2770011.pdf,//media.digikey.com/photos/Phoenix%20Photos/2770011.JPG,277-3292-ND,2770011,Phoenix Contact,CONN TERM BLK FEED THRU 12-28AWG,144,3950,"7.65000","0","1","CLIPLINE UKK","Active","Feed Through","-","4","2","5.2mm","Screw","24A","500V","20A","600V","12-28 AWG","0.2-4mm²","-","Gray","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3044733.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3044733.JPG,277-3522-ND,3044733,Phoenix Contact,CONN TERM BLK FEED THRU 10-26AWG,284,4400,"7.66000","0","1","CLIPLINE UTTB","Active","Feed Through","-","4","2; Connected","6.2mm","Screw","30A","800V","30A","600V","10-26 AWG","0.14-6mm²","-","Gray","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3211861.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3211861.JPG,277-3973-ND,3211861,Phoenix Contact,CONN TERM BLK DISCONN 10-24AWG,166,0,"7.69000","0","1","CLIPLINE PT","Active","Disconnect","Fuse, Lever","2","1","6.2mm","Push In, Spring","6.3A","500V","6.3A","300V","10-24 AWG","0.2-6mm²","-","Black","5mm x 20mm"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1021500000.pdf,//media.digikey.com/Photos/Weidmuller/1021500000.jpg,281-2913-ND,1021500000,Weidmüller,CONN TERM BLK FEED THRU 12-30AWG,736,42600,"7.73000","0","1","W","Active","Feed Through","-","4","2","5.1mm","Screw","24A","400V","20A","300V","12-30 AWG","0.5-4mm²","-","Beige","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3210266.pdf,//media.digikey.com/photos/Phoenix%20Photos/3210266.JPG,277-12496-ND,3210266,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,148,450,"7.76000","0","1","CLIPLINE PT","Active","Feed Through","-","4","1","5.2mm","Push In, Spring","0.5A","800V","20A","300V","12-26 AWG","0.14-4mm²","Diode","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3036372.pdf,//media.digikey.com/photos/Phoenix%20Photos/3036372.JPG,277-2055-ND,3036372,Phoenix Contact,CONN TERM BLK DISCONN 10-28AWG,297,6050,"7.89000","0","1","CLIPLINE ST","Active","Disconnect","Fuse, Removable Plug","2","1","8.2mm","Push In, Spring","30A","400V","30A","300V","10-28 AWG","0.08-6mm²","-","Black","Blade, C"
//media.digikey.com/PDF/Data%20Sheets/Weidmuller%20PDFs/1855610000.pdf,//media.digikey.com/Photos/Weidmuller/1855610000.JPG,281-2893-ND,1855610000,Weidmüller,CONN TERM BLK DISCONN 12-30AWG,143,33300,"7.95000","0","1","W","Active","Disconnect","Component, Removable Plug","2","1","5.1mm","Screw","24A","500V","20A","300V","12-30 AWG","0.5-4mm²","-","Beige","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3211809.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3211809.JPG,277-11108-ND,3211809,Phoenix Contact,CONN TERM BLK GROUND 10-24AWG,275,500,"8.69000","0","1","CLIPLINE PT","Active","Ground, Earth","-","4","1","6.2mm","Push In, Spring","-","-","-","-","10-24 AWG","0.2-4mm²","-","Green, Yellow","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3036369.pdf,//media.digikey.com/photos/Phoenix%20Photos/3036369.JPG,277-2056-ND,3036369,Phoenix Contact,CONN TERM BLK DISCONN 10-28AWG,152,4350,"8.92000","0","1","CLIPLINE ST","Active","Disconnect","Fuse, Lever","2","1","6.2mm","Push In, Spring","6.3A","500V","10A","300V","10-28 AWG","0.08-6mm²","-","Black","5mm x 20mm"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1010000000.pdf,//media.digikey.com/photos/Weidmuller/1010000000.jpg,281-1491-ND,1010000000,Weidmüller,CONN TERM BLK GROUND 12-30AWG,236,15100,"9.28000","0","1","W","Active","Ground, Earth","-","2","1","5.1mm","Screw","-","-","-","-","12-30 AWG","0.5-4mm²","-","Green, Yellow","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1784180000.pdf,//media.digikey.com/Photos/Weidmuller/1784180000.jpg,281-2949-ND,1784180000,Weidmüller,CONN TERM BLK FEED THRU 12-26AWG,189,23850,"9.34000","0","1","W","Active","Feed Through","-","6","3","6.1mm","Screw","24A","250V","10A","300V","12-26 AWG","0.5-4mm²","-","Beige","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3210936,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3210936.jpg,277-15323-ND,3210936,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,107,0,"9.56000","0","1","CLIPLINE PTTB","Active","Feed Through","-","4","2; Connected","5.2mm","Push In, Spring","20A","500V","20A","300V","12-26 AWG","0.14-4mm²","Diode","Gray","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3044759.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3044759.JPG,277-3351-ND,3044759,Phoenix Contact,CONN TERM BLK GROUND 10-26AWG,229,2250,"9.80000","0","1","CLIPLINE UTTB","Active","Ground, Earth","-","4","2; Connected","6.2mm","Screw","-","-","-","-","10-26 AWG","0.14-6mm²","-","Green, Yellow","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3214325.pdf,//media.digikey.com/photos/Phoenix%20Photos/3214325.JPG,277-10211-ND,3214325,Phoenix Contact,CONN TERM BLK DISCONN 10-26AWG,146,16750,"9.88000","0","1","CLIPLINE UT","Active","Disconnect, Feed Through","Fuse, Lever","4","2","6.2mm","Screw","-","500V","16A","300V","10-26 AWG","0.14-6mm²","-","Black","5mm x 20mm"
