Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Disconnect Type","Number of Positions","Number of Levels","Terminal - Width","Termination Style","Current - IEC","Voltage - IEC","Current - UL","Voltage - UL","Wire Gauge or Range - AWG","Wire Gauge or Range - mm²","Features","Color","Fuse Type"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3004100.pdf,//media.digikey.com/photos/Phoenix%20Photos/3004100.jpg,277-1557-ND,3004100,Phoenix Contact,CONN TERM BLK DISCONN 10-26AWG,868,5300,"12.32000","0","1","CLIPLINE UK","Active","Disconnect","Fuse, Lever","2","1","8.2mm","Screw","6.3A","500V","12A","600V","10-26 AWG","0.2-4mm²","-","Black","5mm x 20mm, 5mm x 25mm, 5mm x 30mm"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2715979.pdf,//media.digikey.com/photos/Phoenix%20Photos/2715979.jpg,277-1544-ND,2715979,Phoenix Contact,CONN TERM BLK FEED THRU 14-30AWG,784,7250,"12.49000","0","1","CLIPLINE DIKD","Active","Feed Through","-","6","3","6.2mm","Screw","24A","250V","15A","300V","14-30 AWG","0.2-4mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3118203.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3118203.JPG,277-3228-ND,3118203,Phoenix Contact,CONN TERM BLK DISCONNECT 8-26AWG,2438,15000,"12.89000","0","1","CLIPLINE UK","Active","Disconnect","Fuse, Removable Plug","2","1","8.2mm","Screw","30A","250V","30A","300V","8-26 AWG","0.2-10mm²","-","Black","Blade, C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3004171.pdf,//media.digikey.com/photos/Phoenix%20Photos/3004171.jpg,277-1560-ND,3004171,Phoenix Contact,CONN TERM BLK DISCONNECT 8-26AWG,590,14950,"15.34000","0","1","CLIPLINE UK","Active","Disconnect","Fuse, Lever","2","1","10.2mm","Screw","10A","500V","10A","600V","8-26 AWG","0.5-16mm²","-","Black","6.3mm x 32mm"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2775184.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2775184.JPG,277-2422-ND,2775184,Phoenix Contact,CONN TERM BLK GROUND 10-22AWG,278,1850,"16.56000","0","1","CLIPLINE UDK","Active","Ground, Earth","-","4","1","6.2mm","Screw","-","-","-","-","10-22 AWG","0.2-6mm²","-","Green, Yellow","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3004126.pdf,"//media.digikey.com/photos/Phoenix%20Photos/3004100,%203004126,%203004142.jpg",277-1559-ND,3004126,Phoenix Contact,CONN TERM BLK DISCONN 10-26AWG,288,2750,"19.02000","0","1","CLIPLINE UK","Active","Disconnect","Fuse, Lever","2","1","8.2mm","Screw","6.3A","500V","12A","600V","10-26 AWG","0.2-4mm²","LED","Black","5mm x 20mm"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3008012.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3008012.JPG,277-3260-ND,3008012,Phoenix Contact,CONN TERM BLK FEED THR 1/0-18AWG,234,5700,"20.68000","0","1","CLIPLINE UK","Active","Feed Through","-","2","1","15.2mm","Screw","150A","1000V","150A","1000V","1/0-18 AWG","0.75-50mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/TCB-K.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/TCB-K.jpg,288-1411-ND,TCB-K,American Electrical Inc.,CONN TERM BLK 12 AWG,340,0,"21.00000","0","1","TCB","Active","-","-","-","-","10.7mm","Screw","-","-","-","-","12 AWG","-","Thermocouple","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3214321.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3214321.JPG,277-10216-ND,3214321,Phoenix Contact,CONN TERM BLK DISCONN 10-26AWG,279,18450,"24.44000","0","1","CLIPLINE UT","Active","Disconnect, Feed Through, Isolated","Fuse, Lever","5","3; 1 Grounded","6.2mm","Screw","-","500V","16A","300V","10-26 AWG","0.14-6mm²","LED","Black","5mm x 20mm"
http://www.altechcorp.com/Blocks/Block-Screw.pdf,//media.digikey.com/Photos/Altech-Corporation/MFG_CMT4.jpg,1920-1248-ND,CMT4,Altech Corporation,CONN TERM BLK FEED THRU 10-22AWG,1366,40700,"0.95000","0","1","-","Active","Feed Through","-","2","1","6.0mm","Screw","32A","500V","35A","300V","10-22 AWG","0.2-4mm²","-","Gray","-"
http://www.altechcorp.com/Blocks/Block-Screw.pdf,//media.digikey.com/Photos/Altech-Corporation/MFG_CTS2.5U-N.jpg,1920-1244-ND,CTS2.5U-N,Altech Corporation,CONN TERM BLK FEED THRU12-22AWG,2990,52100,"1.10000","0","1","-","Active","Feed Through","-","2","1","5.0mm","Screw","24A","1000V","25A","600V","12-22 AWG","0.2-2.5mm²","-","Gray","-"
https://www.americanelectrical.com/pdfs/PEKSeries/PEK2.5305120.pdf,//media.digikey.com/photos/American%20Elect%20Photos/305120.jpg,288-1240-ND,305120,American Electrical Inc.,CONN TERM BLK FEED THRU 12-26AWG,2042,0,"1.14000","0","1","PEK","Active","Feed Through","-","2","1","6.0mm","Screw","26A","750V","26A","600V","12-26 AWG","0.5-4mm²","-","Beige","-"
https://www.americanelectrical.com/pdfs/PEKSeries/PEK2.5K305110.pdf,//media.digikey.com/photos/American%20Elect%20Photos/305110.jpg,288-1239-ND,305110,American Electrical Inc.,CONN TERM BLK FEED THRU 12-26AWG,1839,0,"1.14000","0","1","PEK","Active","Feed Through","-","2","1","5.0mm","Screw","17.5A","500V","18A","500V","12-26 AWG","0.5-2.5mm²","-","Beige","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3044089.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3044089.JPG,277-3271-ND,3044089,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,1211,2800,"1.18000","0","1","CLIPLINE UT","Active","Feed Through","-","2","1","5.2mm","Screw","24A","1000V","20A","600V","12-26 AWG","0.14-4mm²","-","Blue","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3045046.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3045046.JPG,277-3554-ND,3045046,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,6045,5850,"1.25000","0","1","CLIPLINE UT","Active","Feed Through","-","2","1","5.2mm","Screw","24A","1000V","20A","600V","12-26 AWG","0.14-4mm²","-","Orange","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3045091.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3045091.JPG,277-3449-ND,3045091,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,1177,1850,"1.25000","0","1","CLIPLINE UT","Active","Feed Through","-","2","1","5.2mm","Screw","24A","1000V","20A","600V","12-26 AWG","0.14-4mm²","-","Green","-"
http://www.altechcorp.com/Blocks/Block-Screw.pdf,//media.digikey.com/Photos/Altech-Corporation/MFG_CTS4U-N.jpg,1920-1235-ND,CTS4U-N,Altech Corporation,CONN TERM BLK FEED THRU 10-22AWG,3020,69200,"1.29000","0","1","-","Active","Feed Through","-","2","1","6.0mm","Screw","32A","1000V","35A","600V","10-22 AWG","0.2-4mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3248100.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3248100.JPG,277-10027-ND,3248100,Phoenix Contact,CONN TERM BLK FEED THRU 14-26AWG,1772,200,"1.30000","0","1","CLIPLINE PT","Active","Feed Through","-","2","1","3.5mm","Push In, Spring","17.5A","500V","15A","300V","14-26 AWG","0.14-1.5mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3248031.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3248031.JPG,277-10041-ND,3248031,Phoenix Contact,CONN TERM BLK FEED THRU 12-24AWG,2074,0,"1.65000","0","1","CLIPLINE UT","Active","Feed Through","-","2","1","5.2mm","Screw","24A","500V","20A","300V","12-24 AWG","0.2-4mm²","-","Blue","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3208128,//media.digikey.com/Photos/Phoenix%20Photos/3208128.JPG,277-15279-ND,3208128,Phoenix Contact,CONN TERM BLK FEED THRU 14-26AWG,1438,0,"1.65000","0","1","CLIPLINE PT","Active","Feed Through","-","2","1","3.5mm","Push In, Spring","17.5A","500V","15A","300V","14-26 AWG","0.14-1.5mm²","-","Black","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3031076.pdf,//media.digikey.com/photos/Phoenix%20Photos/3031076.JPG,277-2050-ND,3031076,Phoenix Contact,CONN TERM BLK FEED THRU 14-26AWG,1592,2800,"1.71000","0","1","CLIPLINE ST","Active","Feed Through","-","2","1","4.2mm","Push In, Spring","17.5A","500V","15A","300V","14-26 AWG","0.08-1.5mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3212330.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3212330.JPG,277-11112-ND,3212330,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,1287,1950,"1.82000","0","1","CLIPLINE PT","Active","Feed Through","-","2","1","5.2mm","Push In, Spring","24A","800V","20A","600V","12-26 AWG","0.14-2.5mm²","-","Black","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3208155.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3208155.JPG,277-11099-ND,3208155,Phoenix Contact,CONN TERM BLK FEED THRU 14-26AWG,1820,0,"1.93000","0","1","CLIPLINE PT","Active","Feed Through","-","3","1","3.5mm","Push In, Spring","17.5A","500V","15A","300V","14-26 AWG","0.14-1.5mm²","-","Gray","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3205019.pdf,//media.digikey.com/photos/Phoenix%20Photos/3205019.JPG,277-2045-ND,3205019,Phoenix Contact,CONN TERM BLK FEED THRU 16-24AWG,12721,16750,"2.10000","0","1","CLIPLINE QTC","Active","Feed Through","-","2","1","5.2mm","IDC","17.5A","800V","10A","600V","16-24 AWG","0.25-1.5mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3208208.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3208208.JPG,277-9811-ND,3208208,Phoenix Contact,CONN TERM BLK FEED THRU 14-26AWG,217,950,"2.16000","0","1","CLIPLINE PT","Active","Feed Through","-","4","1","3.5mm","Push In, Spring","17.5A","500V","5A","600V","14-26 AWG","0.14-1.5mm²","-","Blue","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3031186.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3031186.jpg,277-3384-ND,3031186,Phoenix Contact,CONN TERM BLK FEED THRU 14-26AWG,325,7100,"2.17000","0","1","CLIPLINE ST","Active","Feed Through","-","4","1","4.2mm","Push In, Spring","17.5A","500V","15A","300V","14-26 AWG","0.08-1.5mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3031241.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3031241.jpg,277-3257-ND,3031241,Phoenix Contact,CONN TERM BLK FEED THRU 12-28AWG,857,27100,"2.18000","0","1","CLIPLINE ST","Active","Feed Through","-","3","1","5.2mm","Push In, Spring","24A","800V","20A","600V","12-28 AWG","0.08-4mm²","-","Gray","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3044513.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3044513.JPG,277-3332-ND,3044513,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,387,1750,"2.18000","0","1","CLIPLINE UT","Active","Feed Through","-","3","1","5.2mm","Screw","24A","500V","20A","150V","12-26 AWG","0.14-4mm²","-","Gray","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3031364.pdf,//media.digikey.com/photos/Phoenix%20Photos/3031364.JPG,277-2052-ND,3031364,Phoenix Contact,CONN TERM BLK FEED THRU 10-28AWG,1457,3000,"2.22000","0","1","CLIPLINE ST","Active","Feed Through","-","2","1","6.2mm","Push In, Spring","32A","800V","30A","600V","10-28 AWG","0.08-6mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3211019.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3211019.JPG,277-11922-ND,3211019,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,2343,6400,"2.23000","0","1","CLIPLINE PT","Active","Feed Through","-","4","1","5.2mm","Push In, Spring","17.5A","500V","-","-","12-26 AWG","0.14-2.5mm²","-","Gray","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3044364.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3044364.JPG,277-3309-ND,3044364,Phoenix Contact,CONN TERM BLK FEED THRU 10-26AWG,222,7800,"2.23000","0","1","CLIPLINE UT","Active","Feed Through","-","3","1","6.2mm","Screw","32A","500V","30A","150V","10-26 AWG","0.14-6mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1521850000_DS.pdf,//media.digikey.com/Photos/Weidmuller/MFG_1521850000.jpg,281-3265-ND,1521850000,Weidmüller,"FEED-THROUGH TERMINAL, PUSH IN,",1406,10700,"2.31000","0","1","A","Active","Feed Through","-","2","1","5.1mm","Push In","24A","800V","20A","600V","12-28 AWG","0.5-2.5mm²","-","Beige","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3031393.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3031393.jpg,277-3319-ND,3031393,Phoenix Contact,CONN TERM BLK FEED THRU 10-28AWG,927,23000,"2.32000","0","1","CLIPLINE ST","Active","Feed Through","-","3","1","6.2mm","Push In, Spring","32A","800V","30A","600V","10-28 AWG","0.08-6mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3037151.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3037151.JPG,277-3588-ND,3037151,Phoenix Contact,CONN TERM BLK FEED THRU 10-28AWG,392,1350,"2.36000","0","1","CLIPLINE ST","Active","Feed Through","-","2","1","6.2mm","Push In, Spring","32A","800V","30A","600V","10-28 AWG","0.08-6mm²","-","Red","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3044160.pdf,//media.digikey.com/photos/Phoenix%20Photos/3044160.JPG,277-2030-ND,3044160,Phoenix Contact,CONN TERM BLK FEED THRU 6-20 AWG,995,32200,"2.38000","0","1","CLIPLINE UT","Active","Feed Through","-","2","1","10.2mm","Screw","57A","1000V","65A","600V","6-20 AWG","0.5-16mm²","-","Gray","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3044188.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3044188.JPG,277-3569-ND,3044188,Phoenix Contact,CONN TERM BLK FEED THRU 6-20 AWG,477,2050,"2.38000","0","1","CLIPLINE UT","Active","Feed Through","-","2","1","10.2mm","Screw","57A","1000V","65A","600V","6-20 AWG","0.5-16mm²","-","Blue","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3044555.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3044555.JPG,277-3680-ND,3044555,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,210,800,"2.48000","0","1","CLIPLINE UT","Active","Feed Through","-","4","1","5.2mm","Screw","24A","500V","20A","150V","12-26 AWG","0.14-4mm²","-","Blue","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3046304.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3046304.JPG,277-3790-ND,3046304,Phoenix Contact,CONN TERM BLK FEED THRU 6-20AWG,686,1000,"2.51000","0","1","CLIPLINE UT","Active","Feed Through","-","2","1","10.2mm","Screw","57A","1000V","65A","600V","6-20 AWG","0.5-16mm²","-","Red","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3046320.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3046320.JPG,277-3503-ND,3046320,Phoenix Contact,CONN TERM BLK FEED THRU 6-20 AWG,213,1200,"2.51000","0","1","CLIPLINE UT","Active","Feed Through","-","2","1","10.2mm","Screw","57A","1000V","65A","600V","6-20 AWG","0.5-16mm²","-","Black","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3211771.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3211771.JPG,277-4091-ND,3211771,Phoenix Contact,CONN TERM BLK FEED THRU 10-24AWG,551,1900,"2.55000","0","1","CLIPLINE PT","Active","Feed Through","-","3","1","6.2mm","Push In, Spring","32A","800V","30A","600V","10-24 AWG","0.2-6mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1753280000.pdf,//media.digikey.com/photos/Weidmuller/1753280000.jpg,281-1476-ND,1753280000,Weidmüller,CONN TERM BLK FEED THRU 14-26AWG,1391,6600,"2.93000","0","1","W","Active","Feed Through","-","2","1","3.5mm","Screw","17.5A","400V","-","300V","14-26 AWG","0.5-1.5mm²","-","Beige","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3046142.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3046142.JPG,277-3296-ND,3046142,Phoenix Contact,CONN TERM BLK DISCONN 10-26AWG,374,4850,"2.78000","0","1","CLIPLINE UT","Active","Disconnect","Open","2","1","6.2mm","Screw","20A","500V","16A","600V","10-26 AWG","0.14-6mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3001501.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3001501.JPG,277-2299-ND,3001501,Phoenix Contact,CONN TERM BLK FEED THRU 12-28AWG,851,8400,"2.80000","0","1","CLIPLINE UK","Active","Feed Through","-","2","1","5.2mm","Screw","24A","800V","20A","600V","12-28 AWG","0.2-4mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3044199.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3044199.JPG,277-3254-ND,3044199,Phoenix Contact,CONN TERM BLK FEED THRU 4-16 AWG,3675,30300,"2.89000","0","1","CLIPLINE UT","Active","Feed Through","-","2","1","12.2mm","Screw","76A","1000V","85A","600V","4-16 AWG","1.5-25mm²","-","Gray","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3209579,//media.digikey.com/Photos/Phoenix%20Photos/3209579.JPG,277-12488-ND,3209579,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,1384,3200,"2.90000","0","1","CLIPLINE PT","Active","Feed Through","-","4","1","5.2mm","Push In, Spring","24A","800V","20A","600V","12-26 AWG","0.14-4mm²","-","White","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3209582,//media.digikey.com/Photos/Phoenix%20Photos/3209582.JPG,277-15293-ND,3209582,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,1165,4200,"2.90000","0","1","CLIPLINE PT","Active","Feed Through","-","4","1","5.2mm","Push In, Spring","24A","800V","20A","600V","12-26 AWG","0.14-4mm²","-","Green","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3005837.pdf,//media.digikey.com/photos/Phoenix%20Photos/3005837.jpg,277-1504-ND,3005837,Phoenix Contact,CONN TERM BLK FEED THRU 14-30AWG,384,250,"2.90000","0","1","CLIPLINE UK","Active","Feed Through","-","2","1","4.2mm","Screw","17.5A","500V","15A","300V","14-30 AWG","0.14-1.5mm²","-","Gray","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3209583,//media.digikey.com/Photos/Phoenix%20Photos/3209583.jpg,277-15294-ND,3209583,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,229,0,"2.90000","0","1","CLIPLINE PT","Active","Feed Through","-","4","1","5.2mm","Push In, Spring","24A","800V","20A","600V","12-26 AWG","0.14-2.5mm²","-","Yellow","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3001373,//media.digikey.com/photos/Phoenix%20Photos/3001373.JPG,277-12444-ND,3001373,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,204,900,"2.90000","0","1","CLIPLINE PT","Active","Feed Through","-","4","1","5.2mm","Push In, Spring","24A","800V","20A","600V","12-26 AWG","0.14-4mm²","-","Orange","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3214424.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3214424.jpg,277-12533-ND,3214424,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,1187,9300,"2.97000","0","1","CLIPLINE PT","Active","Feed Through","-","4","1","5.2mm","Push In, Spring","-","-","20A","600V","12-26 AWG","0.14-4mm²","-","Black","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3209580.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3209580.jpg,277-12489-ND,3209580,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,897,6400,"2.97000","0","1","CLIPLINE PT","Active","Feed Through","-","4","1","5.2mm","Push In, Spring","24A","800V","20A","600V","12-26 AWG","0.14-4mm²","-","Red","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3205048.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3205048.JPG,277-3365-ND,3205048,Phoenix Contact,CONN TERM BLK FEED THRU 16-24AWG,1714,5450,"3.03000","0","1","CLIPLINE QTC","Active","Feed Through","-","3","1","5.2mm","IDC","17.5A","800V","10A","600V","16-24 AWG","0.25-1.5mm²","-","Gray","-"
https://www.americanelectrical.com/pdfs/PEKSeries/WGT4331130.pdf,//media.digikey.com/photos/American%20Elect%20Photos/331130.jpg,288-1249-ND,331130,American Electrical Inc.,CONN TERM BLK GROUND 12-26AWG,3759,0,"3.11000","0","1","WGT","Active","Ground, Earth","-","2","1","6.0mm","Screw","-","-","-","-","12-26 AWG","0.5-6mm²","-","Green, Yellow","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3003363.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3003363.JPG,277-3474-ND,3003363,Phoenix Contact,CONN TERM BLK FEED THRU 14-30AWG,686,1350,"3.17000","0","1","CLIPLINE MT","Active","Feed Through","-","2","1","4.2mm","Screw","17.5A","400V","15A","300V","14-30 AWG","0.14-1.5mm²","-","Blue","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1706010000.pdf,//media.digikey.com/Photos/Weidmuller/1706010000.jpg,281-2942-ND,1706010000,Weidmüller,CONN TERM BLK FEED THRU 12-26AWG,368,89500,"3.17000","0","1","Z","Active","Feed Through","-","3","1","5.1mm","Push In, Spring","24A","800V","20A","600V","12-26 AWG","0.5-4mm²","-","Beige","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1414006.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1414006.jpg,277-2298-ND,1414006,Phoenix Contact,CONN TERM BLK FEED THRU 12-30AWG,253,6950,"3.17000","0","1","CLIPLINE MBK","Active","Feed Through","-","2","1","5.2mm","Screw","24A","250V","20A","300V","12-30 AWG","0.2-2.5mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1020200000.pdf,//media.digikey.com/photos/Weidmuller/1020200000.jpg,281-1469-ND,1020200000,Weidmüller,CONN TERM BLK FEED THRU 8-26 AWG,6810,211800,"3.23000","0","1","W","Active","Feed Through","-","2","1","7.9mm","Screw","41A","800V","50A","600V","8-26 AWG","0.5-10mm²","-","Beige","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3044649.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3044649.JPG,277-3537-ND,3044649,Phoenix Contact,CONN TERM BLK FEED THRU 12-26AWG,889,0,"3.24000","0","1","CLIPLINE UTTB","Active","Feed Through","-","4","2","5.2mm","Screw","24A","500V","20A","600V","12-26 AWG","0.14-4mm²","-","Blue","-"
http://www.altechcorp.com/Blocks/Block-Screw.pdf,//media.digikey.com/Photos/Altech-Corporation/MFG_CF4U.jpg,1920-1239-ND,CF4U,Altech Corporation,CONN TERM BLK DISCONN 10-22AWG,821,22500,"3.25000","0","1","-","Active","Disconnect","Fuse, Lever","2","1","8.0mm","Screw","6.3A","800V","10A","600V","10-22 AWG","0.2-4mm²","-","Gray","5mm x 20mm, 5mm x 25mm"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3211813.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3211813.JPG,277-11109-ND,3211813,Phoenix Contact,CONN TERM BLK FEED THRU 8-20 AWG,206,26700,"3.26000","0","1","CLIPLINE PT","Active","Feed Through","-","2","1","8.2mm","Push In, Spring","41A","1000V","40A","600V","8-20 AWG","0.5-10mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3206445.pdf,//media.digikey.com/photos/Phoenix%20Photos/3206445.JPG,277-3535-ND,3206445,Phoenix Contact,CONN TERM BLK FEED THRU 14-20AWG,715,2800,"3.32000","0","1","CLIPLINE QTC","Active","Feed Through","-","3","1","6.2mm","IDC","24A","800V","15A","600V","14-20 AWG","0.5-2.5mm²","-","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3037449.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3037449.JPG,277-4004-ND,3037449,Phoenix Contact,CONN TERM BLK FEED THRU 12-28AWG,323,1750,"3.33000","0","1","CLIPLINE ST","Active","Feed Through","-","4","1","5.2mm","Push In, Spring","24A","800V","20A","600V","12-28 AWG","0.08-4mm²","-","White","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3037452.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3037452.JPG,277-3702-ND,3037452,Phoenix Contact,CONN TERM BLK FEED THRU 12-28AWG,133,2700,"3.33000","0","1","CLIPLINE ST","Active","Feed Through","-","4","1","5.2mm","Push In, Spring","24A","800V","20A","600V","12-28 AWG","0.08-4mm²","-","Black","-"
http://www.altechcorp.com/Blocks/Block-Screw.pdf,//media.digikey.com/Photos/Altech-Corporation/MFG_CGT4U.jpg,1920-1245-ND,CGT4U,Altech Corporation,CONN TERM BLK GROUND 10-22AWG,1176,9150,"3.36000","0","1","-","Active","Ground, Earth","-","2","1","6.0mm","Screw","-","800V","-","600V","10-22 AWG","0.2-4mm²","-","Green, Yellow","-"
