Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Delay Time","Tolerance","Operating Temperature","Mounting Type","Package / Case"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1150-2-ND,CL1L5AT008L-T1,Susumu,IND DELAY LINE 80PS 3 OHM SMD,0,0,"Obsolete","0","100","Tape & Reel (TR)","CL1L","Obsolete","80ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1150-1-ND,CL1L5AT008L-T1,Susumu,IND DELAY LINE 80PS 3 OHM SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","CL1L","Obsolete","80ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1150-6-ND,CL1L5AT008L-T1,Susumu,IND DELAY LINE 80PS 3 OHM SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","CL1L","Obsolete","80ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1151-2-ND,CL1L5AT010L-T1,Susumu,IND DELAY LINE 100PS 3 OHM SMD,0,0,"Obsolete","0","100","Tape & Reel (TR)","CL1L","Obsolete","100ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1151-1-ND,CL1L5AT010L-T1,Susumu,IND DELAY LINE 100PS 3 OHM SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","CL1L","Obsolete","100ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1151-6-ND,CL1L5AT010L-T1,Susumu,IND DELAY LINE 100PS 3 OHM SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","CL1L","Obsolete","100ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1152-2-ND,CL1L5AT012L-T1,Susumu,IND DELAY LINE 120PS 3 OHM SMD,0,0,"Obsolete","0","100","Tape & Reel (TR)","CL1L","Obsolete","120ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1152-1-ND,CL1L5AT012L-T1,Susumu,IND DELAY LINE 120PS 3 OHM SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","CL1L","Obsolete","120ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1152-6-ND,CL1L5AT012L-T1,Susumu,IND DELAY LINE 120PS 3 OHM SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","CL1L","Obsolete","120ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1153-2-ND,CL1L5AT014L-T1,Susumu,IND DELAY LINE 140PS 3 OHM SMD,0,0,"Obsolete","0","100","Tape & Reel (TR)","CL1L","Obsolete","140ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1153-1-ND,CL1L5AT014L-T1,Susumu,IND DELAY LINE 140PS 3 OHM SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","CL1L","Obsolete","140ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1153-6-ND,CL1L5AT014L-T1,Susumu,IND DELAY LINE 140PS 3 OHM SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","CL1L","Obsolete","140ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1154-2-ND,CL1L5AT016L-T1,Susumu,IND DELAY LINE 160PS 3 OHM SMD,0,0,"Obsolete","0","100","Tape & Reel (TR)","CL1L","Obsolete","160ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1154-1-ND,CL1L5AT016L-T1,Susumu,IND DELAY LINE 160PS 3 OHM SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","CL1L","Obsolete","160ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1154-6-ND,CL1L5AT016L-T1,Susumu,IND DELAY LINE 160PS 3 OHM SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","CL1L","Obsolete","160ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1155-2-ND,CL1L5AT018L-T1,Susumu,IND DELAY LINE 180PS 3 OHM SMD,0,0,"Obsolete","0","100","Tape & Reel (TR)","CL1L","Obsolete","180ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1155-1-ND,CL1L5AT018L-T1,Susumu,IND DELAY LINE 180PS 3 OHM SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","CL1L","Obsolete","180ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1155-6-ND,CL1L5AT018L-T1,Susumu,IND DELAY LINE 180PS 3 OHM SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","CL1L","Obsolete","180ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1156-2-ND,CL1L5AT020L-T1,Susumu,IND DELAY LINE 200PS 3 OHM SMD,0,0,"Obsolete","0","100","Tape & Reel (TR)","CL1L","Obsolete","200ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1156-1-ND,CL1L5AT020L-T1,Susumu,IND DELAY LINE 200PS 3 OHM SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","CL1L","Obsolete","200ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1156-6-ND,CL1L5AT020L-T1,Susumu,IND DELAY LINE 200PS 3 OHM SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","CL1L","Obsolete","200ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1157-2-ND,CL1L5AT022L-T1,Susumu,IND DELAY LINE 220PS 3 OHM SMD,0,0,"Obsolete","0","100","Tape & Reel (TR)","CL1L","Obsolete","220ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1157-1-ND,CL1L5AT022L-T1,Susumu,IND DELAY LINE 220PS 3 OHM SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","CL1L","Obsolete","220ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL1L5A%201210%20SERIES.jpg,408-1157-6-ND,CL1L5AT022L-T1,Susumu,IND DELAY LINE 220PS 3 OHM SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","CL1L","Obsolete","220ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1158-2-ND,CL2LAAT004D-C-T1,Susumu,IND DELAY LINE 40PS 1 OHM SMD,0,0,"Obsolete","0","100","Tape & Reel (TR)","CL2L","Obsolete","40ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1158-1-ND,CL2LAAT004D-C-T1,Susumu,IND DELAY LINE 40PS 1 OHM SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","CL2L","Obsolete","40ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1158-6-ND,CL2LAAT004D-C-T1,Susumu,IND DELAY LINE 40PS 1 OHM SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","CL2L","Obsolete","40ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1159-2-ND,CL2LAAT006D-C-T1,Susumu,IND DELAY LINE 60PS 1 OHM SMD,0,0,"Obsolete","0","100","Tape & Reel (TR)","CL2L","Obsolete","60ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1159-1-ND,CL2LAAT006D-C-T1,Susumu,IND DELAY LINE 60PS 1 OHM SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","CL2L","Obsolete","60ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1159-6-ND,CL2LAAT006D-C-T1,Susumu,IND DELAY LINE 60PS 1 OHM SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","CL2L","Obsolete","60ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1160-2-ND,CL2LAAT008D-C-T1,Susumu,IND DELAY LINE 80PS 1 OHM SMD,0,0,"Obsolete","0","100","Tape & Reel (TR)","CL2L","Obsolete","80ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1160-1-ND,CL2LAAT008D-C-T1,Susumu,IND DELAY LINE 80PS 1 OHM SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","CL2L","Obsolete","80ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1160-6-ND,CL2LAAT008D-C-T1,Susumu,IND DELAY LINE 80PS 1 OHM SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","CL2L","Obsolete","80ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1161-2-ND,CL2LAAT010D-C-T1,Susumu,IND DELAY LINE 100PS 1 OHM SMD,0,0,"Obsolete","0","100","Tape & Reel (TR)","CL2L","Obsolete","100ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1161-1-ND,CL2LAAT010D-C-T1,Susumu,IND DELAY LINE 100PS 1 OHM SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","CL2L","Obsolete","100ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1161-6-ND,CL2LAAT010D-C-T1,Susumu,IND DELAY LINE 100PS 1 OHM SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","CL2L","Obsolete","100ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1163-2-ND,CL2LAAT014D-C-T1,Susumu,IND DELAY LINE 140PS 1 OHM SMD,0,0,"Obsolete","0","100","Tape & Reel (TR)","CL2L","Obsolete","140ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1163-1-ND,CL2LAAT014D-C-T1,Susumu,IND DELAY LINE 140PS 1 OHM SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","CL2L","Obsolete","140ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1163-6-ND,CL2LAAT014D-C-T1,Susumu,IND DELAY LINE 140PS 1 OHM SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","CL2L","Obsolete","140ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1164-2-ND,CL2LAAT016D-C-T1,Susumu,IND DELAY LINE 160PS 1 OHM SMD,0,0,"Obsolete","0","100","Tape & Reel (TR)","CL2L","Obsolete","160ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1164-1-ND,CL2LAAT016D-C-T1,Susumu,IND DELAY LINE 160PS 1 OHM SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","CL2L","Obsolete","160ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1164-6-ND,CL2LAAT016D-C-T1,Susumu,IND DELAY LINE 160PS 1 OHM SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","CL2L","Obsolete","160ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1165-2-ND,CL2LAAT018D-C-T1,Susumu,IND DELAY LINE 180PS 1 OHM SMD,0,0,"Obsolete","0","100","Tape & Reel (TR)","CL2L","Obsolete","180ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1165-1-ND,CL2LAAT018D-C-T1,Susumu,IND DELAY LINE 180PS 1 OHM SMD,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","CL2L","Discontinued at Digi-Key","180ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1165-6-ND,CL2LAAT018D-C-T1,Susumu,IND DELAY LINE 180PS 1 OHM SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","CL2L","Obsolete","180ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1166-2-ND,CL2LAAT020D-C-T1,Susumu,IND DELAY LINE 200PS 1 OHM SMD,0,0,"Obsolete","0","100","Tape & Reel (TR)","CL2L","Obsolete","200ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1166-1-ND,CL2LAAT020D-C-T1,Susumu,IND DELAY LINE 200PS 1 OHM SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","CL2L","Obsolete","200ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/CL1L_2L_GL1L_2L.pdf,//media.digikey.com/photos/Susumu%20Photos/CL2LAAT010D-C-T1.jpg,408-1166-6-ND,CL2LAAT020D-C-T1,Susumu,IND DELAY LINE 200PS 1 OHM SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","CL2L","Obsolete","200ps","±10%","-40°C ~ 85°C","Surface Mount","1210 (3225 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/DS1L_Series.pdf,//media.digikey.com/photos/Susumu%20Photos/408-3-SIP.jpg,DS1L5DJ020S-C-ND,DS1L5DJ020S-C,Susumu,IND DELAY LINE 200PS 1 OHM TH,0,0,"Obsolete","0","100","Bulk","DS1L","Obsolete","200ps","±0.050nS","-10°C ~ 85°C","Through Hole","3-SIP"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/DS1L_Series.pdf,//media.digikey.com/photos/Susumu%20Photos/408-3-SIP.jpg,DS1L5DJ030S-C-ND,DS1L5DJ030S-C,Susumu,IND DELAY LINE 300PS 1 OHM TH,0,0,"Obsolete","0","100","Bulk","DS1L","Obsolete","300ps","±0.050nS","-10°C ~ 85°C","Through Hole","3-SIP"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/DS1L_Series.pdf,//media.digikey.com/photos/Susumu%20Photos/408-3-SIP.jpg,DS1L5DJ040S-C-ND,DS1L5DJ040S-C,Susumu,IND DELAY LINE 400PS 1 OHM TH,0,0,"Obsolete","0","100","Bulk","DS1L","Obsolete","400ps","±0.050nS","-10°C ~ 85°C","Through Hole","3-SIP"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/DS1L_Series.pdf,//media.digikey.com/photos/Susumu%20Photos/408-3-SIP.jpg,DS1L5DJ060S-C-ND,DS1L5DJ060S-C,Susumu,IND DELAY LINE 600PS 1 OHM TH,0,0,"Obsolete","0","100","Bulk","DS1L","Obsolete","600ps","±0.050nS","-10°C ~ 85°C","Through Hole","3-SIP"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/DS1L_Series.pdf,//media.digikey.com/photos/Susumu%20Photos/408-3-SIP.jpg,DS1L5DJ070S-C-ND,DS1L5DJ070S-C,Susumu,IND DELAY LINE 700PS 1 OHM TH,0,0,"Obsolete","0","100","Bulk","DS1L","Obsolete","700ps","±0.050nS","-10°C ~ 85°C","Through Hole","3-SIP"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/DS1L_Series.pdf,//media.digikey.com/photos/Susumu%20Photos/408-3-SIP.jpg,DS1L5DJ080S-C-ND,DS1L5DJ080S-C,Susumu,IND DELAY LINE 800PS 1 OHM TH,0,0,"Obsolete","0","100","Bulk","DS1L","Obsolete","800ps","±0.050nS","-10°C ~ 85°C","Through Hole","3-SIP"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/DS1L_Series.pdf,//media.digikey.com/photos/Susumu%20Photos/408-3-SIP.jpg,DS1L5DJ090S-C-ND,DS1L5DJ090S-C,Susumu,IND DELAY LINE 900PS 1 OHM TH,0,0,"Obsolete","0","100","Bulk","DS1L","Obsolete","900ps","±0.050nS","-10°C ~ 85°C","Through Hole","3-SIP"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/DS1L_Series.pdf,//media.digikey.com/photos/Susumu%20Photos/408-3-SIP.jpg,DS1L5DJ110S-C-ND,DS1L5DJ110S-C,Susumu,IND DELAY LINE 1.1NS 1 OHM TH,0,0,"Obsolete","0","100","Bulk","DS1L","Obsolete","1.1ns","±0.050nS","-10°C ~ 85°C","Through Hole","3-SIP"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/DS1L_Series.pdf,//media.digikey.com/photos/Susumu%20Photos/408-3-SIP.jpg,DS1L5DJ120S-C-ND,DS1L5DJ120S-C,Susumu,IND DELAY LINE 1.2NS 1 OHM TH,0,0,"Obsolete","0","100","Bulk","DS1L","Obsolete","1.2ns","±0.050nS","-10°C ~ 85°C","Through Hole","3-SIP"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/DS1L_Series.pdf,//media.digikey.com/photos/Susumu%20Photos/408-3-SIP.jpg,DS1L5DJ130S-C-ND,DS1L5DJ130S-C,Susumu,IND DELAY LINE 1.3NS 1 OHM TH,0,0,"Obsolete","0","100","Bulk","DS1L","Obsolete","1.3ns","±0.050nS","-10°C ~ 85°C","Through Hole","3-SIP"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/DS1L_Series.pdf,//media.digikey.com/photos/Susumu%20Photos/408-3-SIP.jpg,DS1L5DJ140S-C-ND,DS1L5DJ140S-C,Susumu,IND DELAY LINE 1.4NS 1 OHM TH,0,0,"Obsolete","0","100","Bulk","DS1L","Obsolete","1.4ns","±0.050nS","-10°C ~ 85°C","Through Hole","3-SIP"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/DS1L_Series.pdf,//media.digikey.com/photos/Susumu%20Photos/408-3-SIP.jpg,DS1L5DJ160S-C-ND,DS1L5DJ160S-C,Susumu,IND DELAY LINE 1.6NS 1 OHM TH,0,0,"Obsolete","0","100","Bulk","DS1L","Obsolete","1.6ns","±0.050nS","-10°C ~ 85°C","Through Hole","3-SIP"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/DS1L_Series.pdf,//media.digikey.com/photos/Susumu%20Photos/408-3-SIP.jpg,DS1L5DJ170S-C-ND,DS1L5DJ170S-C,Susumu,IND DELAY LINE 1.47NS 1 OHM TH,0,0,"Obsolete","0","100","Bulk","DS1L","Obsolete","1.7ns","±0.050nS","-10°C ~ 85°C","Through Hole","3-SIP"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/DS1L_Series.pdf,//media.digikey.com/photos/Susumu%20Photos/408-3-SIP.jpg,DS1L5DJ180S-C-ND,DS1L5DJ180S-C,Susumu,IND DELAY LINE 1.8NS 1 OHM TH,0,0,"Obsolete","0","100","Bulk","DS1L","Obsolete","1.8ns","±0.050nS","-10°C ~ 85°C","Through Hole","3-SIP"
//media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/DS1L_Series.pdf,//media.digikey.com/photos/Susumu%20Photos/408-3-SIP.jpg,DS1L5DJ190S-C-ND,DS1L5DJ190S-C,Susumu,IND DELAY LINE 1.9NS 1 OHM TH,0,0,"Obsolete","0","100","Bulk","DS1L","Obsolete","1.9ns","±0.050nS","-10°C ~ 85°C","Through Hole","3-SIP"
