Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Number of Coils","Inductance - Connected In Parallel","Inductance - Connected In Series","Tolerance","Current Rating - Parallel","Current Rating - Series","Current Saturation - Parallel","Current Saturation - Series","DC Resistance (DCR) - Parallel","DC Resistance (DCR) - Series","Shielding","Ratings","Operating Temperature","Mounting Type","Package / Case","Size / Dimension","Height"
https://www.bourns.com/docs/Product-Datasheets/SRF0703.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_SRF0703.jpg,SRF0703-151MTR-ND,SRF0703-151M,Bourns Inc.,INDUCT ARRAY 2 COIL 150UH SMD,6000,0,"0.40000","0","1500","Tape & Reel (TR)","SRF0703","Active","2","150µH","600µH","±20%","580mA","289mA","650mA","320mA","986mOhm Max","3.63Ohm Max","Shielded","-","-40°C ~ 125°C","Surface Mount","Nonstandard","0.299"" L x 0.299"" W (7.60mm x 7.60mm)","0.142"" (3.60mm)"
https://www.bourns.com/docs/Product-Datasheets/SRF0703.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_SRF0703.jpg,SRF0703-151MCT-ND,SRF0703-151M,Bourns Inc.,INDUCT ARRAY 2 COIL 150UH SMD,7479,0,"1.01000","0","1","Cut Tape (CT)","SRF0703","Active","2","150µH","600µH","±20%","580mA","289mA","650mA","320mA","986mOhm Max","3.63Ohm Max","Shielded","-","-40°C ~ 125°C","Surface Mount","Nonstandard","0.299"" L x 0.299"" W (7.60mm x 7.60mm)","0.142"" (3.60mm)"
https://www.bourns.com/docs/Product-Datasheets/SRF0703.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_SRF0703.jpg,SRF0703-151MDKR-ND,SRF0703-151M,Bourns Inc.,INDUCT ARRAY 2 COIL 150UH SMD,7479,0,"Digi-Reel","0","1","Digi-Reel®","SRF0703","Active","2","150µH","600µH","±20%","580mA","289mA","650mA","320mA","986mOhm Max","3.63Ohm Max","Shielded","-","-40°C ~ 125°C","Surface Mount","Nonstandard","0.299"" L x 0.299"" W (7.60mm x 7.60mm)","0.142"" (3.60mm)"
https://www.bourns.com/docs/Product-Datasheets/SRF1260.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_SRF1260.jpg,SRF1260-220MTR-ND,SRF1260-220M,Bourns Inc.,INDUCT ARRAY 2 COIL 22UH SMD,4800,0,"0.75600","0","400","Tape & Reel (TR)","SRF1260","Active","2","22µH","88µH","±20%","3.7A","1.84A","4.71A","2.36A","45.1mOhm Max","172mOhm Max","Shielded","-","-40°C ~ 125°C","Surface Mount","Nonstandard","0.492"" L x 0.492"" W (12.50mm x 12.50mm)","0.244"" (6.20mm)"
https://www.bourns.com/docs/Product-Datasheets/SRF1260.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_SRF1260.jpg,SRF1260-220MCT-ND,SRF1260-220M,Bourns Inc.,INDUCT ARRAY 2 COIL 22UH SMD,5164,0,"1.45000","0","1","Cut Tape (CT)","SRF1260","Active","2","22µH","88µH","±20%","3.7A","1.84A","4.71A","2.36A","45.1mOhm Max","172mOhm Max","Shielded","-","-40°C ~ 125°C","Surface Mount","Nonstandard","0.492"" L x 0.492"" W (12.50mm x 12.50mm)","0.244"" (6.20mm)"
https://www.bourns.com/docs/Product-Datasheets/SRF1260.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_SRF1260.jpg,SRF1260-220MDKR-ND,SRF1260-220M,Bourns Inc.,INDUCT ARRAY 2 COIL 22UH SMD,5164,0,"Digi-Reel","0","1","Digi-Reel®","SRF1260","Active","2","22µH","88µH","±20%","3.7A","1.84A","4.71A","2.36A","45.1mOhm Max","172mOhm Max","Shielded","-","-40°C ~ 125°C","Surface Mount","Nonstandard","0.492"" L x 0.492"" W (12.50mm x 12.50mm)","0.244"" (6.20mm)"
https://www.bourns.com/docs/Product-Datasheets/SRF1260.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_SRF1260.jpg,SRF1260-100MTR-ND,SRF1260-100M,Bourns Inc.,INDUCT ARRAY 2 COIL 10UH SMD,3200,0,"0.75600","0","400","Tape & Reel (TR)","SRF1260","Active","2","10µH","40µH","±20%","5.35A","2.67A","7.17A","3.59A","24.6mOhm Max","93.4mOhm Max","Shielded","-","-40°C ~ 125°C","Surface Mount","Nonstandard","0.492"" L x 0.492"" W (12.50mm x 12.50mm)","0.244"" (6.20mm)"
https://www.bourns.com/docs/Product-Datasheets/SRF1260.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_SRF1260.jpg,SRF1260-100MCT-ND,SRF1260-100M,Bourns Inc.,INDUCT ARRAY 2 COIL 10UH SMD,3517,0,"1.45000","0","1","Cut Tape (CT)","SRF1260","Active","2","10µH","40µH","±20%","5.35A","2.67A","7.17A","3.59A","24.6mOhm Max","93.4mOhm Max","Shielded","-","-40°C ~ 125°C","Surface Mount","Nonstandard","0.492"" L x 0.492"" W (12.50mm x 12.50mm)","0.244"" (6.20mm)"
https://www.bourns.com/docs/Product-Datasheets/SRF1260.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_SRF1260.jpg,SRF1260-100MDKR-ND,SRF1260-100M,Bourns Inc.,INDUCT ARRAY 2 COIL 10UH SMD,3517,0,"Digi-Reel","0","1","Digi-Reel®","SRF1260","Active","2","10µH","40µH","±20%","5.35A","2.67A","7.17A","3.59A","24.6mOhm Max","93.4mOhm Max","Shielded","-","-40°C ~ 125°C","Surface Mount","Nonstandard","0.492"" L x 0.492"" W (12.50mm x 12.50mm)","0.244"" (6.20mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4311_DRQ_Series.pdf,//media.digikey.com/Photos/Cooper%20Industries%20Photos/DRQ73-3R3-R.JPG,513-1240-2-ND,DRQ73-3R3-R,Eaton - Electronics Division,INDUCT ARRAY 2 COIL 3.54UH SMD,1350,0,"0.82460","0","1350","Tape & Reel (TR)","DRQ","Active","2","3.54µH","14.16µH","±20%","3.31A","1.66A","4.22A","2.11A","25.9mOhm","103.5mOhm","Shielded","-","-40°C ~ 125°C","Surface Mount","Nonstandard","0.299"" L x 0.299"" W (7.60mm x 7.60mm)","0.140"" (3.55mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4311_DRQ_Series.pdf,//media.digikey.com/Photos/Cooper%20Industries%20Photos/DRQ73-3R3-R.JPG,513-1240-1-ND,DRQ73-3R3-R,Eaton - Electronics Division,INDUCT ARRAY 2 COIL 3.54UH SMD,4050,0,"1.99000","0","1","Cut Tape (CT)","DRQ","Active","2","3.54µH","14.16µH","±20%","3.31A","1.66A","4.22A","2.11A","25.9mOhm","103.5mOhm","Shielded","-","-40°C ~ 125°C","Surface Mount","Nonstandard","0.299"" L x 0.299"" W (7.60mm x 7.60mm)","0.140"" (3.55mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4311_DRQ_Series.pdf,//media.digikey.com/Photos/Cooper%20Industries%20Photos/DRQ73-3R3-R.JPG,513-1240-6-ND,DRQ73-3R3-R,Eaton - Electronics Division,INDUCT ARRAY 2 COIL 3.54UH SMD,4050,0,"Digi-Reel","0","1","Digi-Reel®","DRQ","Active","2","3.54µH","14.16µH","±20%","3.31A","1.66A","4.22A","2.11A","25.9mOhm","103.5mOhm","Shielded","-","-40°C ~ 125°C","Surface Mount","Nonstandard","0.299"" L x 0.299"" W (7.60mm x 7.60mm)","0.140"" (3.55mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4311_DRQ_Series.pdf,//media.digikey.com/photos/Coiltronics%20Photos/DRQ74%20SERIES.jpg,513-1148-2-ND,DRQ74-220-R,Eaton - Electronics Division,INDUCT ARRAY 2 COIL 21.73UH SMD,11000,0,"0.85715","0","1100","Tape & Reel (TR)","DRQ","Active","2","21.73µH","86.92µH","±20%","1.75A","874mA","2.13A","1.07A","92.5mOhm","371mOhm","Shielded","-","-40°C ~ 125°C","Surface Mount","Nonstandard","0.299"" L x 0.299"" W (7.60mm x 7.60mm)","0.175"" (4.45mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4311_DRQ_Series.pdf,//media.digikey.com/photos/Coiltronics%20Photos/DRQ74%20SERIES.jpg,513-1148-1-ND,DRQ74-220-R,Eaton - Electronics Division,INDUCT ARRAY 2 COIL 21.73UH SMD,11073,0,"2.07000","0","1","Cut Tape (CT)","DRQ","Active","2","21.73µH","86.92µH","±20%","1.75A","874mA","2.13A","1.07A","92.5mOhm","371mOhm","Shielded","-","-40°C ~ 125°C","Surface Mount","Nonstandard","0.299"" L x 0.299"" W (7.60mm x 7.60mm)","0.175"" (4.45mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4311_DRQ_Series.pdf,//media.digikey.com/photos/Coiltronics%20Photos/DRQ74%20SERIES.jpg,513-1148-6-ND,DRQ74-220-R,Eaton - Electronics Division,INDUCT ARRAY 2 COIL 21.73UH SMD,11073,0,"Digi-Reel","0","1","Digi-Reel®","DRQ","Active","2","21.73µH","86.92µH","±20%","1.75A","874mA","2.13A","1.07A","92.5mOhm","371mOhm","Shielded","-","-40°C ~ 125°C","Surface Mount","Nonstandard","0.299"" L x 0.299"" W (7.60mm x 7.60mm)","0.175"" (4.45mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4372_DRAQ127.pdf,//media.digikey.com/Photos/Eaton%20Bussmann/MFG_DRAQ127.jpg,283-4514-2-ND,DRAQ127-100-R,Eaton - Electronics Division,INDUCT ARRAY 2 COIL 9.63UH SMD,9100,0,"0.86100","0","350","Tape & Reel (TR)","DRAQ127","Active","2","9.63µH","38.5µH","±25%","6.02A","3.01A","8.96A","4.48A","22mOhm Max","89mOhm Max","Shielded","AEC-Q200","-40°C ~ 165°C","Surface Mount","Nonstandard","0.480"" L x 0.480"" W (12.20mm x 12.20mm)","0.315"" (8.00mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4372_DRAQ127.pdf,//media.digikey.com/Photos/Eaton%20Bussmann/MFG_DRAQ127.jpg,283-4514-1-ND,DRAQ127-100-R,Eaton - Electronics Division,INDUCT ARRAY 2 COIL 9.63UH SMD,9238,0,"1.65000","0","1","Cut Tape (CT)","DRAQ127","Active","2","9.63µH","38.5µH","±25%","6.02A","3.01A","8.96A","4.48A","22mOhm Max","89mOhm Max","Shielded","AEC-Q200","-40°C ~ 165°C","Surface Mount","Nonstandard","0.480"" L x 0.480"" W (12.20mm x 12.20mm)","0.315"" (8.00mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4372_DRAQ127.pdf,//media.digikey.com/Photos/Eaton%20Bussmann/MFG_DRAQ127.jpg,283-4514-6-ND,DRAQ127-100-R,Eaton - Electronics Division,INDUCT ARRAY 2 COIL 9.63UH SMD,9238,0,"Digi-Reel","0","1","Digi-Reel®","DRAQ127","Active","2","9.63µH","38.5µH","±25%","6.02A","3.01A","8.96A","4.48A","22mOhm Max","89mOhm Max","Shielded","AEC-Q200","-40°C ~ 165°C","Surface Mount","Nonstandard","0.480"" L x 0.480"" W (12.20mm x 12.20mm)","0.315"" (8.00mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4311_DRQ_Series.pdf,//media.digikey.com/photos/Coiltronics%20Photos/DRQ125-100-R.JPG,513-1289-2-ND,DRQ125-100-R,Eaton - Electronics Division,INDUCT ARRAY 2 COIL 9.654UH SMD,1800,0,"0.99280","0","600","Tape & Reel (TR)","DRQ","Active","2","9.654µH","38.62µH","±20%","5.35A","2.67A","7.17A","3.59A","18.9mOhm","75.7mOhm","Shielded","-","-40°C ~ 125°C","Surface Mount","Nonstandard","0.492"" L x 0.492"" W (12.50mm x 12.50mm)","0.236"" (6.00mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4311_DRQ_Series.pdf,//media.digikey.com/photos/Coiltronics%20Photos/DRQ125-100-R.JPG,513-1289-1-ND,DRQ125-100-R,Eaton - Electronics Division,INDUCT ARRAY 2 COIL 9.654UH SMD,1915,0,"2.18000","0","1","Cut Tape (CT)","DRQ","Active","2","9.654µH","38.62µH","±20%","5.35A","2.67A","7.17A","3.59A","18.9mOhm","75.7mOhm","Shielded","-","-40°C ~ 125°C","Surface Mount","Nonstandard","0.492"" L x 0.492"" W (12.50mm x 12.50mm)","0.236"" (6.00mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4311_DRQ_Series.pdf,//media.digikey.com/photos/Coiltronics%20Photos/DRQ125-100-R.JPG,513-1289-6-ND,DRQ125-100-R,Eaton - Electronics Division,INDUCT ARRAY 2 COIL 9.654UH SMD,1915,0,"Digi-Reel","0","1","Digi-Reel®","DRQ","Active","2","9.654µH","38.62µH","±20%","5.35A","2.67A","7.17A","3.59A","18.9mOhm","75.7mOhm","Shielded","-","-40°C ~ 125°C","Surface Mount","Nonstandard","0.492"" L x 0.492"" W (12.50mm x 12.50mm)","0.236"" (6.00mm)"
https://www.bourns.com/docs/Product-Datasheets/pm3600_series.pdf,//media.digikey.com/photos/Bourns%20Photos/PM3602%20SERIES.jpg,M10147TR-ND,PM3602-300-RC,Bourns Inc.,INDUCT ARRAY 2 COIL 300UH SMD,4400,0,"1.06200","0","400","Tape & Reel (TR)","PM3600","Active","2","300µH","1.2mH","±20%","320mA","160mA","-","-","1.31Ohm Max","5.24Ohm Max","Unshielded","-","-55°C ~ 125°C","Surface Mount","Nonstandard","0.452"" L x 0.354"" W (11.48mm x 8.99mm)","0.225"" (5.72mm)"
https://www.bourns.com/docs/Product-Datasheets/pm3600_series.pdf,//media.digikey.com/photos/Bourns%20Photos/PM3602%20SERIES.jpg,M10147CT-ND,PM3602-300-RC,Bourns Inc.,INDUCT ARRAY 2 COIL 300UH SMD,4655,0,"2.21000","0","1","Cut Tape (CT)","PM3600","Active","2","300µH","1.2mH","±20%","320mA","160mA","-","-","1.31Ohm Max","5.24Ohm Max","Unshielded","-","-55°C ~ 125°C","Surface Mount","Nonstandard","0.452"" L x 0.354"" W (11.48mm x 8.99mm)","0.225"" (5.72mm)"
https://katalog.we-online.de/pbs/datasheet/744877220.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/Mfg_WE-DD-Series_bottom.jpg,732-2313-2-ND,744877220,Wurth Electronics Inc.,INDUCT ARRAY 2 COIL 22UH SMD,2000,0,"1.53200","0","1000","Tape & Reel (TR)","WE-DD","Active","2","22µH","88µH","±20%","800mA","400mA","1.8A","900mA","260mOhm Max","-","Shielded","-","-40°C ~ 125°C","Surface Mount","Nonstandard","0.287"" L x 0.287"" W (7.30mm x 7.30mm)","0.189"" (4.80mm)"
https://katalog.we-online.de/pbs/datasheet/744877220.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/Mfg_WE-DD-Series_bottom.jpg,732-2313-1-ND,744877220,Wurth Electronics Inc.,INDUCT ARRAY 2 COIL 22UH SMD,2572,0,"2.38000","0","1","Cut Tape (CT)","WE-DD","Active","2","22µH","88µH","±20%","800mA","400mA","1.8A","900mA","260mOhm Max","-","Shielded","-","-40°C ~ 125°C","Surface Mount","Nonstandard","0.287"" L x 0.287"" W (7.30mm x 7.30mm)","0.189"" (4.80mm)"
https://katalog.we-online.de/pbs/datasheet/744877220.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/Mfg_WE-DD-Series_bottom.jpg,732-2313-6-ND,744877220,Wurth Electronics Inc.,INDUCT ARRAY 2 COIL 22UH SMD,2572,0,"Digi-Reel","0","1","Digi-Reel®","WE-DD","Active","2","22µH","88µH","±20%","800mA","400mA","1.8A","900mA","260mOhm Max","-","Shielded","-","-40°C ~ 125°C","Surface Mount","Nonstandard","0.287"" L x 0.287"" W (7.30mm x 7.30mm)","0.189"" (4.80mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/BUS_Elx_PM_4314_ECONO_PAC_OCTA_PAC_PLUS.pdf,//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/CTX10-1-R.JPG,513-1003-2-ND,CTX10-1-R,Eaton - Electronics Division,INDUCT ARRAY 2 COIL 10UH SMD,1100,1100,"2.59650","0","1100","Tape & Reel (TR)","OCTA-PAC®","Active","2","10µH","40µH","±20%","1.9A","950mA","-","-","44mOhm Max","176mOhm Max","Unshielded","-","-40°C ~ 85°C","Surface Mount","Nonstandard","0.450"" L x 0.450"" W (11.43mm x 11.43mm)","0.165"" (4.19mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/BUS_Elx_PM_4314_ECONO_PAC_OCTA_PAC_PLUS.pdf,//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/CTX10-1-R.JPG,513-1003-1-ND,CTX10-1-R,Eaton - Electronics Division,INDUCT ARRAY 2 COIL 10UH SMD,1400,1100,"5.97000","0","1","Cut Tape (CT)","OCTA-PAC®","Active","2","10µH","40µH","±20%","1.9A","950mA","-","-","44mOhm Max","176mOhm Max","Unshielded","-","-40°C ~ 85°C","Surface Mount","Nonstandard","0.450"" L x 0.450"" W (11.43mm x 11.43mm)","0.165"" (4.19mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/BUS_Elx_PM_4314_ECONO_PAC_OCTA_PAC_PLUS.pdf,//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/CTX10-1-R.JPG,513-1003-6-ND,CTX10-1-R,Eaton - Electronics Division,INDUCT ARRAY 2 COIL 10UH SMD,1400,1100,"Digi-Reel","0","1","Digi-Reel®","OCTA-PAC®","Active","2","10µH","40µH","±20%","1.9A","950mA","-","-","44mOhm Max","176mOhm Max","Unshielded","-","-40°C ~ 85°C","Surface Mount","Nonstandard","0.450"" L x 0.450"" W (11.43mm x 11.43mm)","0.165"" (4.19mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/BUS_Elx_PM_4314_ECONO_PAC_OCTA_PAC_PLUS.pdf,//media.digikey.com/photos/Coiltronics%20Photos/CTX10-4-R.JPG,513-1002-2-ND,CTX10-4-R,Eaton - Electronics Division,INDUCT ARRAY 2 COIL 9.6UH SMD,1550,0,"3.20540","0","600","Tape & Reel (TR)","OCTA-PAC®","Active","2","9.6µH","38.42µH","±20%","3.4A","1.7A","-","-","19mOhm Max","78mOhm Max","Unshielded","-","-40°C ~ 85°C","Surface Mount","Nonstandard","0.550"" L x 0.550"" W (13.97mm x 13.97mm)","0.250"" (6.35mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/BUS_Elx_PM_4314_ECONO_PAC_OCTA_PAC_PLUS.pdf,//media.digikey.com/photos/Coiltronics%20Photos/CTX10-4-R.JPG,513-1002-1-ND,CTX10-4-R,Eaton - Electronics Division,INDUCT ARRAY 2 COIL 9.6UH SMD,1734,0,"6.54000","0","1","Cut Tape (CT)","OCTA-PAC®","Active","2","9.6µH","38.42µH","±20%","3.4A","1.7A","-","-","19mOhm Max","78mOhm Max","Unshielded","-","-40°C ~ 85°C","Surface Mount","Nonstandard","0.550"" L x 0.550"" W (13.97mm x 13.97mm)","0.250"" (6.35mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/BUS_Elx_PM_4314_ECONO_PAC_OCTA_PAC_PLUS.pdf,//media.digikey.com/photos/Coiltronics%20Photos/CTX10-4-R.JPG,513-1002-6-ND,CTX10-4-R,Eaton - Electronics Division,INDUCT ARRAY 2 COIL 9.6UH SMD,1734,0,"Digi-Reel","0","1","Digi-Reel®","OCTA-PAC®","Active","2","9.6µH","38.42µH","±20%","3.4A","1.7A","-","-","19mOhm Max","78mOhm Max","Unshielded","-","-40°C ~ 85°C","Surface Mount","Nonstandard","0.550"" L x 0.550"" W (13.97mm x 13.97mm)","0.250"" (6.35mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/BUS_Elx_PM_4301_VERSA_PAC.pdf,"//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/V(P,PH)1-Series.jpg",513-1191-2-ND,VP1-0190-R,Eaton - Electronics Division,INDUCT ARRAY 6 COIL 12.2UH SMD,3600,0,"3.93700","0","600","Tape & Reel (TR)","VERSA-PAC®","Active","6","-","-","-","-","-","-","-","-","-","Unshielded","-","-40°C ~ 125°C","Surface Mount","12-SMD","0.508"" L x 0.512"" W (12.90mm x 13.00mm)","0.244"" (6.20mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/BUS_Elx_PM_4301_VERSA_PAC.pdf,"//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/V(P,PH)1-Series.jpg",513-1191-1-ND,VP1-0190-R,Eaton - Electronics Division,INDUCT ARRAY 6 COIL 12.2UH SMD,4636,0,"8.03000","0","1","Cut Tape (CT)","VERSA-PAC®","Active","6","-","-","-","-","-","-","-","-","-","Unshielded","-","-40°C ~ 125°C","Surface Mount","12-SMD","0.508"" L x 0.512"" W (12.90mm x 13.00mm)","0.244"" (6.20mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/BUS_Elx_PM_4301_VERSA_PAC.pdf,"//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/V(P,PH)1-Series.jpg",513-1191-6-ND,VP1-0190-R,Eaton - Electronics Division,INDUCT ARRAY 6 COIL 12.2UH SMD,4636,0,"Digi-Reel","0","1","Digi-Reel®","VERSA-PAC®","Active","6","-","-","-","-","-","-","-","-","-","Unshielded","-","-40°C ~ 125°C","Surface Mount","12-SMD","0.508"" L x 0.512"" W (12.90mm x 13.00mm)","0.244"" (6.20mm)"
https://katalog.we-online.de/pbs/datasheet/74485540440.pdf,//media.digikey.com/Renders/Wurth%20Electronics%20Renders/WE-CFWI%20Series.jpg,732-4565-2-ND,74485540440,Wurth Electronics Inc.,INDUCT ARRAY 2 COIL 4.4UH SMD,300,0,"4.43503","0","300","Tape & Reel (TR)","WE-CFWI","Active","2","4.4µH","17.6µH","±20%","12A","6A","24A","12A","15.36mOhm Max","-","Shielded","-","-40°C ~ 150°C","Surface Mount","4-SMD","0.610"" L x 0.520"" W (15.50mm x 13.20mm)","0.413"" (10.50mm)"
https://katalog.we-online.de/pbs/datasheet/74485540440.pdf,//media.digikey.com/Renders/Wurth%20Electronics%20Renders/WE-CFWI%20Series.jpg,732-4565-1-ND,74485540440,Wurth Electronics Inc.,INDUCT ARRAY 2 COIL 4.4UH SMD,600,0,"6.53000","0","1","Cut Tape (CT)","WE-CFWI","Active","2","4.4µH","17.6µH","±20%","12A","6A","24A","12A","15.36mOhm Max","-","Shielded","-","-40°C ~ 150°C","Surface Mount","4-SMD","0.610"" L x 0.520"" W (15.50mm x 13.20mm)","0.413"" (10.50mm)"
https://katalog.we-online.de/pbs/datasheet/74485540440.pdf,//media.digikey.com/Renders/Wurth%20Electronics%20Renders/WE-CFWI%20Series.jpg,732-4565-6-ND,74485540440,Wurth Electronics Inc.,INDUCT ARRAY 2 COIL 4.4UH SMD,600,0,"Digi-Reel","0","1","Digi-Reel®","WE-CFWI","Active","2","4.4µH","17.6µH","±20%","12A","6A","24A","12A","15.36mOhm Max","-","Shielded","-","-40°C ~ 150°C","Surface Mount","4-SMD","0.610"" L x 0.520"" W (15.50mm x 13.20mm)","0.413"" (10.50mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/BUS_Elx_PM_4301_VERSA_PAC.pdf,"//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/V(P,PH)2-Series.jpg",513-1767-2-ND,VP2-1600-R,Eaton - Electronics Division,INDUCT ARRAY 6 COIL 78.4UH SMD,300,0,"4.62080","0","300","Tape & Reel (TR)","VERSA-PAC®","Active","6","-","-","-","-","-","-","-","-","-","Unshielded","-","-40°C ~ 125°C","Surface Mount","12-SMD","0.642"" L x 0.661"" W (16.30mm x 16.80mm)","0.307"" (7.80mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/BUS_Elx_PM_4301_VERSA_PAC.pdf,"//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/V(P,PH)2-Series.jpg",513-1767-1-ND,VP2-1600-R,Eaton - Electronics Division,INDUCT ARRAY 6 COIL 78.4UH SMD,780,0,"8.30000","0","1","Cut Tape (CT)","VERSA-PAC®","Active","6","-","-","-","-","-","-","-","-","-","Unshielded","-","-40°C ~ 125°C","Surface Mount","12-SMD","0.642"" L x 0.661"" W (16.30mm x 16.80mm)","0.307"" (7.80mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/BUS_Elx_PM_4301_VERSA_PAC.pdf,"//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/V(P,PH)2-Series.jpg",513-1767-6-ND,VP2-1600-R,Eaton - Electronics Division,INDUCT ARRAY 6 COIL 78.4UH SMD,780,0,"Digi-Reel","0","1","Digi-Reel®","VERSA-PAC®","Active","6","-","-","-","-","-","-","-","-","-","Unshielded","-","-40°C ~ 125°C","Surface Mount","12-SMD","0.642"" L x 0.661"" W (16.30mm x 16.80mm)","0.307"" (7.80mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/BUS_Elx_PM_4301_VERSA_PAC.pdf,"//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/V(P,PH)2-Series.jpg",513-1560-2-ND,VPH2-0216-R,Eaton - Electronics Division,INDUCT ARRAY 6 COIL 21.6UH SMD,1200,0,"4.65000","0","300","Tape & Reel (TR)","VERSA-PAC®","Active","6","-","-","-","-","-","-","-","-","-","Unshielded","-","-40°C ~ 125°C","Surface Mount","12-SMD","0.642"" L x 0.661"" W (16.30mm x 16.80mm)","0.307"" (7.80mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/BUS_Elx_PM_4301_VERSA_PAC.pdf,"//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/V(P,PH)2-Series.jpg",513-1560-1-ND,VPH2-0216-R,Eaton - Electronics Division,INDUCT ARRAY 6 COIL 21.6UH SMD,1696,0,"8.63000","0","1","Cut Tape (CT)","VERSA-PAC®","Active","6","-","-","-","-","-","-","-","-","-","Unshielded","-","-40°C ~ 125°C","Surface Mount","12-SMD","0.642"" L x 0.661"" W (16.30mm x 16.80mm)","0.307"" (7.80mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/BUS_Elx_PM_4301_VERSA_PAC.pdf,"//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/V(P,PH)2-Series.jpg",513-1560-6-ND,VPH2-0216-R,Eaton - Electronics Division,INDUCT ARRAY 6 COIL 21.6UH SMD,1696,0,"Digi-Reel","0","1","Digi-Reel®","VERSA-PAC®","Active","6","-","-","-","-","-","-","-","-","-","Unshielded","-","-40°C ~ 125°C","Surface Mount","12-SMD","0.642"" L x 0.661"" W (16.30mm x 16.80mm)","0.307"" (7.80mm)"
