Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Fuse Type","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Response Time","Applications","Features","Class","Approvals","Operating Temperature","Breaking Capacity @ Rated Voltage","Mounting Type","Package / Case","Size / Dimension"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_461_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/0461%20SERIES.jpg,F1550TR-ND,04611.25ER,Littelfuse Inc.,FUSE BRD MNT 1.25A 600VAC/80VDC,25000,0,"0.70200","0","2500","Tape & Reel (TR)","Telelink® 461","Active","Board Mount","1.25A","600V","80V","Slow Blow","Telecom","-","-","CSA, UR","-55°C ~ 125°C","60A AC, 100A DC","Surface Mount","2-SMD, Square End Block","0.398"" L x 0.123"" W x 0.123"" H (10.10mm x 3.12mm x 3.12mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_461_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/0461%20SERIES.jpg,F1550CT-ND,04611.25ER,Littelfuse Inc.,FUSE BRD MNT 1.25A 600VAC/80VDC,29844,0,"1.80000","0","1","Cut Tape (CT)","Telelink® 461","Active","Board Mount","1.25A","600V","80V","Slow Blow","Telecom","-","-","CSA, UR","-55°C ~ 125°C","60A AC, 100A DC","Surface Mount","2-SMD, Square End Block","0.398"" L x 0.123"" W x 0.123"" H (10.10mm x 3.12mm x 3.12mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_461_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/0461%20SERIES.jpg,F1550DKR-ND,04611.25ER,Littelfuse Inc.,FUSE BRD MNT 1.25A 600VAC/80VDC,29844,0,"Digi-Reel","0","1","Digi-Reel®","Telelink® 461","Active","Board Mount","1.25A","600V","80V","Slow Blow","Telecom","-","-","CSA, UR","-55°C ~ 125°C","60A AC, 100A DC","Surface Mount","2-SMD, Square End Block","0.398"" L x 0.123"" W x 0.123"" H (10.10mm x 3.12mm x 3.12mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_461_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/0461%20SERIES.jpg,F1449TR-ND,0461.500ER,Littelfuse Inc.,FUSE BRD MNT 500MA 600VAC/80VDC,0,0,"0.70200","0","2500","Tape & Reel (TR)","Telelink® 461","Active","Board Mount","500mA","600V","80V","Slow Blow","Telecom","-","-","CSA, UR","-55°C ~ 125°C","60A AC, 100A DC","Surface Mount","2-SMD, Square End Block","0.398"" L x 0.123"" W x 0.123"" H (10.10mm x 3.12mm x 3.12mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_461_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/0461%20SERIES.jpg,F1449CT-ND,0461.500ER,Littelfuse Inc.,FUSE BRD MNT 500MA 600VAC/80VDC,1972,0,"1.80000","0","1","Cut Tape (CT)","Telelink® 461","Active","Board Mount","500mA","600V","80V","Slow Blow","Telecom","-","-","CSA, UR","-55°C ~ 125°C","60A AC, 100A DC","Surface Mount","2-SMD, Square End Block","0.398"" L x 0.123"" W x 0.123"" H (10.10mm x 3.12mm x 3.12mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_461_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/0461%20SERIES.jpg,F1449DKR-ND,0461.500ER,Littelfuse Inc.,FUSE BRD MNT 500MA 600VAC/80VDC,1972,0,"Digi-Reel","0","1","Digi-Reel®","Telelink® 461","Active","Board Mount","500mA","600V","80V","Slow Blow","Telecom","-","-","CSA, UR","-55°C ~ 125°C","60A AC, 100A DC","Surface Mount","2-SMD, Square End Block","0.398"" L x 0.123"" W x 0.123"" H (10.10mm x 3.12mm x 3.12mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_242_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/0242.050UAT1.jpg,F1290TB-ND,0242.050UAT1,Littelfuse Inc.,FUSE CRTRDGE 50MA 250VAC/VDC AXL,7000,0,"2.22900","0","500","Tape & Box (TB)","242","Active","Cartridge","50mA","250V","250V","Fast Blow","Hazardous Locations","Intrinsically Safe","-","cURus","-40°C ~ 125°C","4kA","Through Hole","Axial","0.119"" Dia x 0.331"" L (3.02mm x 8.40mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_242_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/0242.050UAT1.jpg,F1290CT-ND,0242.050UAT1,Littelfuse Inc.,FUSE CRTRDGE 50MA 250VAC/VDC AXL,7085,0,"4.74000","0","1","Cut Tape (CT)","242","Active","Cartridge","50mA","250V","250V","Fast Blow","Hazardous Locations","Intrinsically Safe","-","cURus","-40°C ~ 125°C","4kA","Through Hole","Axial","0.119"" Dia x 0.331"" L (3.02mm x 8.40mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_242_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/0242.160UAT1.jpg,F1293TB-ND,0242.160UAT1,Littelfuse Inc.,FUSE CRTRDGE 160MA 250VAC/DC AXL,1000,0,"2.22900","0","500","Tape & Box (TB)","242","Active","Cartridge","160mA","250V","250V","Fast Blow","Hazardous Locations","Intrinsically Safe","-","cURus","-40°C ~ 125°C","4kA","Through Hole","Axial","0.119"" Dia x 0.331"" L (3.02mm x 8.40mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_242_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/0242.160UAT1.jpg,F1293CT-ND,0242.160UAT1,Littelfuse Inc.,FUSE CRTRDGE 160MA 250VAC/DC AXL,1076,0,"4.74000","0","1","Cut Tape (CT)","242","Active","Cartridge","160mA","250V","250V","Fast Blow","Hazardous Locations","Intrinsically Safe","-","cURus","-40°C ~ 125°C","4kA","Through Hole","Axial","0.119"" Dia x 0.331"" L (3.02mm x 8.40mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_242_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/0242.100UAT1.jpg,F1292TB-ND,0242.100UAT1,Littelfuse Inc.,FUSE CRTRDGE 100MA 250VAC/DC AXL,500,0,"2.22900","0","500","Tape & Box (TB)","242","Active","Cartridge","100mA","250V","250V","Fast Blow","Hazardous Locations","Intrinsically Safe","-","cURus","-40°C ~ 125°C","4kA","Through Hole","Axial","0.119"" Dia x 0.331"" L (3.02mm x 8.40mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_242_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/0242.100UAT1.jpg,F1292CT-ND,0242.100UAT1,Littelfuse Inc.,FUSE CRTRDGE 100MA 250VAC/DC AXL,774,0,"4.74000","0","1","Cut Tape (CT)","242","Active","Cartridge","100mA","250V","250V","Fast Blow","Hazardous Locations","Intrinsically Safe","-","cURus","-40°C ~ 125°C","4kA","Through Hole","Axial","0.119"" Dia x 0.331"" L (3.02mm x 8.40mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_242_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/0242.050ur.JPG,F3317TR-ND,0242.050UR,Littelfuse Inc.,FUSE CARTRIDGE 50MA 250VAC/VDC,1500,0,"2.45196","0","500","Tape & Reel (TR)","242","Active","Cartridge","50mA","250V","250V","Fast Blow","Hazardous Locations","Intrinsically Safe","-","cURus","-40°C ~ 125°C","4kA","Surface Mount","Cartridge, Non-Standard","0.119"" Dia x 0.331"" L (3.02mm x 8.40mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_242_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/0242.050ur.JPG,F3317CT-ND,0242.050UR,Littelfuse Inc.,FUSE CARTRIDGE 50MA 250VAC/VDC,1680,0,"5.39000","0","1","Cut Tape (CT)","242","Active","Cartridge","50mA","250V","250V","Fast Blow","Hazardous Locations","Intrinsically Safe","-","cURus","-40°C ~ 125°C","4kA","Surface Mount","Cartridge, Non-Standard","0.119"" Dia x 0.331"" L (3.02mm x 8.40mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_242_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/0242.050ur.JPG,F3317DKR-ND,0242.050UR,Littelfuse Inc.,FUSE CARTRIDGE 50MA 250VAC/VDC,1680,0,"Digi-Reel","0","1","Digi-Reel®","242","Active","Cartridge","50mA","250V","250V","Fast Blow","Hazardous Locations","Intrinsically Safe","-","cURus","-40°C ~ 125°C","4kA","Surface Mount","Cartridge, Non-Standard","0.119"" Dia x 0.331"" L (3.02mm x 8.40mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_242_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/0242.100UR.JPG,F3318TR-ND,0242.100UR,Littelfuse Inc.,FUSE CARTRIDGE 100MA 250VAC/VDC,500,0,"2.45196","0","500","Tape & Reel (TR)","242","Active","Cartridge","100mA","250V","250V","Fast Blow","Hazardous Locations","Intrinsically Safe","-","cURus","-40°C ~ 125°C","4kA","Surface Mount","Cartridge, Non-Standard","0.119"" Dia x 0.331"" L (3.02mm x 8.40mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_242_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/0242.100UR.JPG,F3318CT-ND,0242.100UR,Littelfuse Inc.,FUSE CARTRIDGE 100MA 250VAC/VDC,927,0,"5.39000","0","1","Cut Tape (CT)","242","Active","Cartridge","100mA","250V","250V","Fast Blow","Hazardous Locations","Intrinsically Safe","-","cURus","-40°C ~ 125°C","4kA","Surface Mount","Cartridge, Non-Standard","0.119"" Dia x 0.331"" L (3.02mm x 8.40mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_242_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/0242.100UR.JPG,F3318DKR-ND,0242.100UR,Littelfuse Inc.,FUSE CARTRIDGE 100MA 250VAC/VDC,927,0,"Digi-Reel","0","1","Digi-Reel®","242","Active","Cartridge","100mA","250V","250V","Fast Blow","Hazardous Locations","Intrinsically Safe","-","cURus","-40°C ~ 125°C","4kA","Surface Mount","Cartridge, Non-Standard","0.119"" Dia x 0.331"" L (3.02mm x 8.40mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_259_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/259%20SERIES.jpg,F1835-ND,0259.125T,Littelfuse Inc.,FUSE BRD MNT 125MA 125VAC/VDC,0,0,"6.10000","0","1","Bulk","259","Active","Board Mount","125mA","125V","125V","Fast Blow","Hazardous Locations","Intrinsically Safe","-","Baseefa, UR","-55°C ~ 90°C","50A AC, 300A DC","Through Hole","Radial, Can, Horizontal","0.315"" Dia x 0.512"" L (8.00mm x 13.00mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_259_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/259%20SERIES.jpg,F1312-ND,0259.125M,Littelfuse Inc.,FUSE BRD MNT 125MA 125VAC/VDC,971,0,"5.61000","0","1","Bulk","259","Active","Board Mount","125mA","125V","125V","Fast Blow","Hazardous Locations","Intrinsically Safe","-","Baseefa, UR","-55°C ~ 90°C","50A AC, 300A DC","Through Hole","Radial, Can, Horizontal","0.315"" Dia x 0.512"" L (8.00mm x 13.00mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_pico_259_ul913_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/PICO%20259%20SERIES.JPG,1294-0259.125T-CHP,0259.125T,Littelfuse Inc.,FUSE BRD MNT 125MA 125VAC/VDC,270,0,"4.54600","0","10","-","259","Active","Board Mount","125mA","125V","125V","Fast Blow","Hazardous Locations","Intrinsically Safe","-","Baseefa, UR","-55°C ~ 90°C","50A AC, 300A DC","Through Hole","Radial, Can, Horizontal","0.315"" Dia x 0.512"" L (8.00mm x 13.00mm)"
http://assets.fluke.com/SelectionGuides/Fuses_chart.pdf,//media.digikey.com/photos/Fluke%20Elect%20Photos/943121.JPG,614-1083-ND,943121,Fluke Electronics,FUSE CARTRIDGE 440MA 1KVAC,407,0,"7.00000","0","1","Bulk","-","Active","Cartridge","440mA","1kV","-","Fast Blow","Multi-Meters","-","-","-","-","-","Holder","Cartridge, Non-Standard","0.406"" Dia x 1.375"" L (10.31mm x 34.93mm)"
http://assets.fluke.com/SelectionGuides/Fuses_chart.pdf,//media.digikey.com/photos/Fluke%20Elect%20Photos/803293.JPG,614-1078-ND,803293,Fluke Electronics,FUSE CARTRIDGE 11A 1KVAC 5AG,614,0,"9.30000","0","1","Bulk","-","Active","Cartridge","11A","1kV","-","Fast Blow","Multi-Meters","-","-","-","-","-","Holder","5AG, 10mm x 38.1mm","0.406"" Dia x 1.500"" L (10.30mm x 38.00mm)"
https://www.littelfuse.com/products/fuses/axial-radial-thru-hole-fuses/hazardous-area-type-fuses/~/media/electronics_technical/datasheets/fuses/littelfuse_fuse_pico_305_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/0305%20SERIES.jpg,F6351-ND,0305.050H,Littelfuse Inc.,FUSE BRD MNT 50MA 277VAC/VDC RAD,476,0,"15.39000","0","1","Bulk","PICO® 305","Active","Board Mount","50mA","277V","277V","-","Hazardous Locations","Intrinsically Safe","-","ATEX, cURus, IECEx","-40°C ~ 50°C","1.5kA","Through Hole","Radial, Can, Horizontal","0.354"" Dia x 0.614"" L (9.00mm x 15.60mm)"
https://www.littelfuse.com/~/media/electrical/datasheets/fuses/solar-fuses/littelfuse_fuse_solar_spf_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/0SPF030.HXR.jpg,F5911-ND,0SPF030.HXR,Littelfuse Inc.,FUSE CARTRIDGE 30A 1KVDC 5AG,1384,0,"20.46000","0","1","Bulk","POWR-GARD® SPF","Active","Cartridge","30A","-","1kV","Fast Blow","Solar (Photovoltaic)","-","-","CE, CSA, UL","-","20kA","PCB","5AG, 10mm x 38.1mm","0.406"" Dia x 1.500"" L (10.31mm x 38.10mm)"
https://www.littelfuse.com/~/media/electrical/datasheets/fuses/industrial-and-ul-fuses/littelfuse_fuse_klkd_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/KLKD030.T.JPG,F1823-ND,KLKD001.T,Littelfuse Inc.,FUSE CARTRIDGE 1A 600VAC/VDC,120,0,"21.09000","0","1","Bulk","POWR-GARD® KLKD","Active","Cartridge","1A","600V","600V","Fast Blow","Solar (Photovoltaic)","-","-","CE, CSA, UL","-","100kA AC, 50kA DC","Holder","Cartridge, Non-Standard","0.406"" Dia x 1.500"" L (10.31mm x 38.10mm)"
https://www.littelfuse.com/~/media/electrical/datasheets/fuses/industrial-and-ul-fuses/littelfuse_fuse_klkd_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/KLKD030.T.JPG,F1832-ND,KLKD020.T,Littelfuse Inc.,FUSE CARTRIDGE 20A 600VAC/VDC,271,0,"21.92000","0","1","Bulk","POWR-GARD® KLKD","Active","Cartridge","20A","600V","600V","Fast Blow","Solar (Photovoltaic)","-","-","CE, CSA, UL, VDE","-","100kA AC, 50kA DC","Holder","Cartridge, Non-Standard","0.406"" Dia x 1.500"" L (10.31mm x 38.10mm)"
https://www.littelfuse.com/~/media/electrical/datasheets/fuses/industrial-and-ul-fuses/littelfuse_fuse_klkd_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/KLKD030.T.JPG,F1834-ND,KLKD030.T,Littelfuse Inc.,FUSE CARTRIDGE 30A 600VAC/VDC,262,0,"21.92000","0","1","Bulk","POWR-GARD® KLKD","Active","Cartridge","30A","600V","600V","Fast Blow","Solar (Photovoltaic)","-","-","CE, CSA, UL","-","100kA AC, 50kA DC","Holder","Cartridge, Non-Standard","0.406"" Dia x 1.500"" L (10.31mm x 38.10mm)"
https://www.littelfuse.com/~/media/electrical/datasheets/fuses/industrial-and-ul-fuses/littelfuse_fuse_ccmr_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/CCMR005.TXP.jpg,F5886-ND,CCMR015.TXP,Littelfuse Inc.,FUSE CARTRIDGE 15A 600VAC/500VDC,119,0,"22.00000","0","1","Bulk","POWR-GARD®, POWR-PRO® CCMR","Active","Cartridge","15A","600V","500V","Slow Blow","Motor Protection","-","CC","CE, UL","-","200kA AC, 20kA DC","Holder","5AG, 10mm x 38.1mm","0.406"" Dia x 1.500"" L (10.30mm x 38.10mm)"
https://www.littelfuse.com/~/media/electrical/datasheets/fuses/industrial-and-ul-fuses/littelfuse_fuse_kldr_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/KLDR015.TXP.jpg,F5898-ND,KLDR015.TXP,Littelfuse Inc.,FUSE CARTRIDGE 15A 600VAC/300VDC,137,0,"22.98000","0","1","Bulk","POWR-GARD® KLDR","Active","Cartridge","15A","600V","300V","Slow Blow","Transformer Protection","-","CC","CE, CSA, UL","-","200kA AC, 20kA DC","Holder","5AG, 10mm x 38.1mm","0.406"" Dia x 1.500"" L (10.30mm x 38.10mm)"
https://www.littelfuse.com/~/media/electrical/datasheets/fuses/industrial-and-ul-fuses/littelfuse_fuse_kldr_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_KLDR002.TXP.jpg,F7154-ND,KLDR002.TXP,Littelfuse Inc.,FUSE CARTRIDGE 2A 600VAC/300VDC,130,0,"23.11000","0","1","Bulk","POWR-GARD® KLDR","Active","Cartridge","2A","600V","300V","Slow Blow","Transformer Protection","-","CC","CE, CSA, UL","-","200kA AC, 20kA DC","Holder","5AG, 10mm x 38.1mm","0.406"" Dia x 1.500"" L (10.30mm x 38.10mm)"
https://www.littelfuse.com/~/media/electrical/datasheets/fuses/industrial-and-ul-fuses/littelfuse_fuse_kldr_datasheet.pdf,//media.digikey.com/photos/Littelfuse%20Photos/KLDR-SERIES.jpg,F10023-ND,KLDR030.TXP,Littelfuse Inc.,FUSE CARTRIDGE 30A 600VAC/300VDC,175,0,"23.76000","0","1","Bulk","POWR-GARD® KLDR","Active","Cartridge","30A","600V","300V","Slow Blow","Transformer Protection","-","CC","CE, CSA, UL","-","200kA AC, 20kA DC","Holder","5AG, 10mm x 38.1mm","0.406"" Dia x 1.500"" L (10.30mm x 38.10mm)"
https://www.littelfuse.com/~/media/electrical/datasheets/fuses/industrial-and-ul-fuses/littelfuse_fuse_kldr_datasheet.pdf,//media.digikey.com/photos/Littelfuse%20Photos/KLDR-SERIES.jpg,F11252-ND,KLDR025.TXP,Littelfuse Inc.,FUSE CARTRIDGE 25A 600VAC/300VDC,152,0,"23.76000","0","1","Bulk","POWR-GARD® KLDR","Active","Cartridge","25A","600V","300V","Slow Blow","Transformer Protection","-","CC","CE, CSA, UL","-","200kA AC, 20kA DC","Holder","5AG, 10mm x 38.1mm","0.406"" Dia x 1.500"" L (10.30mm x 38.10mm)"
https://www.littelfuse.com/~/media/electrical/datasheets/fuses/industrial-and-ul-fuses/littelfuse_fuse_flu_datasheet.pdf,//media.digikey.com/photos/Littelfuse%20Photos/FLU-SERIES.jpg,F5082-ND,0FLU011.T,Littelfuse Inc.,FUSE CRTRDGE 11A 1KVAC/VDC 5AG,106,0,"24.28000","0","1","Bulk","FLU","Active","Cartridge","11A","1kV","1kV","Fast Blow","Multi-Meters","-","-","CSA, UR","-","20kA","Holder","5AG, 10mm x 38.1mm","0.406"" Dia x 1.500"" L (10.31mm x 38.10mm)"
http://assets.fluke.com/SelectionGuides/Fuses_chart.pdf,//media.digikey.com/photos/Fluke%20Elect%20Photos/203414.JPG,614-1077-ND,203414,Fluke Electronics,FUSE CARTRIDGE 440MA 1KVAC 5PK,375,0,"26.10000","0","1","Bulk","-","Active","Cartridge","440mA","1kV","-","Fast Blow","Multi-Meters","-","-","-","-","-","Holder","Cartridge, Non-Standard","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_1014_FNQ-R.pdf,//media.digikey.com/Photos/Eaton%20Bussmann/MFG_FNQ-R-Series.jpg,283-2480-ND,FNQ-R-20,Eaton - Bussmann Electrical Division,FUSE CARTRIDGE 20A 600VAC/300VDC,347,0,"38.12000","0","1","Bulk","Limitron™ FNQ-R","Active","Cartridge","20A","600V","300V","Slow Blow","Electrical, Industrial","-","CC","CE, CSA, UL","-","200kA AC, 20kA DC","Holder","5AG, 10mm x 38.1mm","0.406"" Dia x 1.500"" L (10.30mm x 38.10mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-a/Bus_Ele_DS_1047_DMM-B.pdf,//media.digikey.com/photos/Cooper%20Bussmann%20Photos/DMM-B-44^100.jpg,283-2495-ND,DMM-B-44/100,Eaton - Bussmann Electrical Division,FUSE CARTRIDGE 440MA 1KVAC/VDC,131,0,"38.22000","0","1","Bulk","DMM-B","Active","Cartridge","440mA","1kV","1kV","Fast Blow","Multi-Meters","-","-","UL","-","10kA","Holder","Cartridge, Non-Standard","0.394"" Dia x 1.374"" L (10.00mm x 34.90mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/BUS_Ele_Ferrule_FWP_1_50A_Striker_Optional.pdf,//media.digikey.com/Renders/Cooper%20Bussmann%20Renders/FWP-14F%20Series.jpg,283-3196-ND,FWP-30A14FA,Eaton - Bussmann Electrical Division,FUSE CARTRIDGE 30A 700VAC/800VDC,192,0,"46.85000","0","1","Bulk","FWP","Active","Cartridge","30A","700V","800V","-","Electrical, Industrial","-","-","CE, CSA, UR","-","200kA AC, 50kA DC","Holder","Cartridge, Non-Standard","0.563"" Dia x 2.000"" L (14.30mm x 50.80mm)"
http://assets.fluke.com/SelectionGuides/Fuses_chart.pdf,//media.digikey.com/photos/Fluke%20Elect%20Photos/203406.JPG,614-1076-ND,203406,Fluke Electronics,FUSE CARTRIDGE 11A 1KVAC 5PK,109,0,"47.90000","0","1","Bulk","-","Active","Cartridge","11A","1kV","-","Fast Blow","Multi-Meters","-","-","-","-","-","Holder","Cartridge, Non-Standard","-"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-rjs-series.pdf,//media.digikey.com/photos/Bel%20Photos/STD%20RJS.jpg,507-1416-ND,RJS 1.25-R,Bel Fuse Inc.,FUSE BRD MNT 1.25A 600VAC RADIAL,4370,0,"0.31000","0","1","Bulk","RJS","Active","Board Mount","1.25A","600V","-","Slow Blow","Telecom","-","-","CE, CSA, cURus","-55°C ~ 125°C","60A","Through Hole","Radial Bend Cylinder","0.181"" Dia x 0.760"" L (4.60mm x 19.30mm)"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-a/Bus_Ele_DS_2042_TDC180.pdf,//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/BK%5ETDC180-5.jpg,283-4379-ND,BK1/TDC180-5A,Eaton - Electronics Division,FUSE CARTRIDGE 5A 240VAC 8AG,1309,0,"1.27000","0","1","Bulk","TDC180","Active","Cartridge","5A","240V","-","Fast Blow","Electrical, Industrial","-","-","ASTA, CCC","-","6kA","Holder","8AG, 1/4"" x 1""","0.248"" Dia x 1.000"" L (6.30mm x 25.40mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_159_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/01591.25MR.JPG,F2942TR-ND,01591.25MR,Littelfuse Inc.,FUSE BOARD MNT 1.25A 600VAC 2SMD,2000,0,"1.52320","0","1000","Tape & Reel (TR)","Telelink® 159","Active","Board Mount","1.25A","600V","-","-","Telecom","Clips Included","-","cURus","-55°C ~ 125°C","60A","Holder, Surface Mount","2-SMD, Square End Block with Clip","0.429"" L x 0.189"" W x 0.189"" H (10.90mm x 4.80mm x 4.80mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_159_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/01591.25MR.JPG,F2942CT-ND,01591.25MR,Littelfuse Inc.,FUSE BOARD MNT 1.25A 600VAC 2SMD,2083,0,"3.59000","0","1","Cut Tape (CT)","Telelink® 159","Active","Board Mount","1.25A","600V","-","-","Telecom","Clips Included","-","cURus","-55°C ~ 125°C","60A","Holder, Surface Mount","2-SMD, Square End Block with Clip","0.429"" L x 0.189"" W x 0.189"" H (10.90mm x 4.80mm x 4.80mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_159_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/01591.25MR.JPG,F2942DKR-ND,01591.25MR,Littelfuse Inc.,FUSE BOARD MNT 1.25A 600VAC 2SMD,2083,0,"Digi-Reel","0","1","Digi-Reel®","Telelink® 159","Active","Board Mount","1.25A","600V","-","-","Telecom","Clips Included","-","cURus","-55°C ~ 125°C","60A","Holder, Surface Mount","2-SMD, Square End Block with Clip","0.429"" L x 0.189"" W x 0.189"" H (10.90mm x 4.80mm x 4.80mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_242_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/0242.160UR.JPG,F1865TR-ND,0242.160UR,Littelfuse Inc.,FUSE CARTRIDGE 160MA 250VAC/VDC,1000,0,"2.45196","0","500","Tape & Reel (TR)","242","Active","Cartridge","160mA","250V","250V","Fast Blow","Hazardous Locations","Intrinsically Safe","-","cURus","-40°C ~ 125°C","4kA","Surface Mount","Cartridge, Non-Standard","0.119"" Dia x 0.331"" L (3.02mm x 8.40mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_242_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/0242.160UR.JPG,F1865CT-ND,0242.160UR,Littelfuse Inc.,FUSE CARTRIDGE 160MA 250VAC/VDC,1253,0,"5.39000","0","1","Cut Tape (CT)","242","Active","Cartridge","160mA","250V","250V","Fast Blow","Hazardous Locations","Intrinsically Safe","-","cURus","-40°C ~ 125°C","4kA","Surface Mount","Cartridge, Non-Standard","0.119"" Dia x 0.331"" L (3.02mm x 8.40mm)"
https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_242_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/0242.160UR.JPG,F1865DKR-ND,0242.160UR,Littelfuse Inc.,FUSE CARTRIDGE 160MA 250VAC/VDC,1253,0,"Digi-Reel","0","1","Digi-Reel®","242","Active","Cartridge","160mA","250V","250V","Fast Blow","Hazardous Locations","Intrinsically Safe","-","cURus","-40°C ~ 125°C","4kA","Surface Mount","Cartridge, Non-Standard","0.119"" Dia x 0.331"" L (3.02mm x 8.40mm)"
