Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Specifications"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530023_POWER_DISTRIBUTION.pdf,-,1301530023-ND,1301530023,Molex,15A GFCI AUTO25'MLD 5-15,0,0,"223.65000","0","1","Super-Safeway 130153","Active","In-Line Splice with 25' Leads","120V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530027_POWER_DISTRIBUTION.pdf,-,1301530027-ND,1301530027,Molex,15A GFCI PLGMANUAL25'MLD 3X5-15,0,0,"225.23000","0","1","Super-Safeway 130153","Active","In-Line Splice with 2' Leads","120V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530059_POWER_DISTRIBUTION.pdf,-,1301530059-ND,1301530059,Molex,15A GFCI MANUAL2' 14W/15W47,0,0,"225.88000","0","1","Super-Safeway 130153","Active","In-Line Splice with 2' Leads","125V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530109_POWER_DISTRIBUTION.pdf,-,1301530109-ND,1301530109,Molex,20A GFCI AUTO1FT FLYINGLEADS,0,0,"228.96000","0","1","Super-Safeway 130153","Active","In-Line Splice with 2' Leads","120V"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW2006129.PDF,-,1301530032-ND,1301530032,Molex,15A GFCI MANUAL 50FT MLD 5-15,0,0,"235.71000","0","1","-","Active","In-Line Splice with 50' Leads","120V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530056_POWER_DISTRIBUTION.pdf,-,1301530056-ND,1301530056,Molex,15A GFCIAUTO2' 14W/15W47,0,0,"237.13000","0","1","Super-Safeway 130153","Active","In-Line Splice with 2' Leads","125V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530153_POWER_DISTRIBUTION.pdf,-,1301530153-ND,1301530153,Molex,240V/20A GFCI INLINEAUTO2' FLYDS,0,0,"247.66000","0","1","130153","Active","In-Line Splice with 2' Leads","240V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530042_POWER_DISTRIBUTION.pdf,-,1301530042-ND,1301530042,Molex,15A.IN-LINE GFCI W/PLUG CONN,0,0,"267.14000","0","1","Super-Safeway 130153","Active","In-Line Splice with 2' Leads","120V"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=133,-,1301530116-ND,1301530116,Molex,PLUG/CONN 20A IN-LINE GFCI 25',0,0,"274.40000","0","1","Safe-T-Chek","Active","In-Line Splice with 25' Leads","120V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530031_POWER_DISTRIBUTION.pdf,-,1301530031-ND,1301530031,Molex,15A GFCIAUTO50'MLD 5-15,0,0,"296.98000","0","1","Super-Safeway 130153","Active","In-Line Splice with 50' Leads","120V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530147_POWER_DISTRIBUTION.pdf,-,1301530147-ND,1301530147,Molex,20A IN-LINE GFCI W/PLUG CONN,0,0,"297.43000","0","1","Safeway 130153","Active","In-Line Splice with 6' Leads","120V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530146_POWER_DISTRIBUTION.pdf,-,1301530146-ND,1301530146,Molex,SUPER-SAFEWAY IN-LINE GFCI,0,0,"304.98000","0","1","Super-Safeway 130153","Active","In-Line Splice with 25' Leads","120V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530132_POWER_DISTRIBUTION.pdf,-,1301530132-ND,1301530132,Molex,20A/120V INLINE GFCIAUTO6',0,0,"310.05000","0","1","Super-Safeway 130153","Active","In-Line Splice with 6' Leads","120V"
-,-,1301530149-ND,1301530149,Molex,20A IN-LINE GFCI W/PLUG CONN,0,0,"311.56000","0","1","130153","Active","In-Line Splice","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530035_POWER_DISTRIBUTION.pdf,-,1301530035-ND,1301530035,Molex,15A GFCI PLGMANUAL50'MLD 3X5-15,0,0,"315.38000","0","1","Super-Safeway 130153","Active","In-Line Splice with 6' Leads","125V"
-,-,1301530151-ND,1301530151,Molex,20A IN-LINE GFCI W/PLUG CONN,0,0,"325.89000","0","1","130153","Active","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530137_POWER_DISTRIBUTION.pdf,-,1301530137-ND,1301530137,Molex,20A IN-LINE GFCI W/PLUG CONN,0,0,"337.05000","0","1","Safeway 130153","Active","Outlet Box w/2' Cord","240V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530075_POWER_DISTRIBUTION.pdf,-,1301530075-ND,1301530075,Molex,15A GFCI PLGAUTO2' 5-15 W/3000,0,0,"339.25000","0","1","Super-Safeway 130153","Active","Outlet Box w/2' Cord","125V"
-,-,1301530002-ND,1301530002,Molex,1447 26"" 14-3 SOW GFCI 2507,0,0,"341.33000","0","1","Super-Safeway 130153","Active","-","-"
-,-,1301360066-ND,1301360066,Molex,RCPT CORD W/25FT. #14/3 CORD,0,0,"342.05000","0","1","-","Active","In-Line Splice with 25' Leads","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530045_POWER_DISTRIBUTION.pdf,-,1301530045-ND,1301530045,Molex,15A IN-LINE GFCI W/PLUG CONN,0,0,"357.25000","0","1","Super-Safeway 130153","Active","In-Line Splice with 25' Leads","125V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530072_POWER_DISTRIBUTION.pdf,-,1301530072-ND,1301530072,Molex,25' GFCI W/DUAL DPLX 15AMP120VAC,0,0,"367.25000","0","1","Super-Safeway 130153","Active","Outlet Box w/25' Cord","120V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530138_POWER_DISTRIBUTION.pdf,-,1301530138-ND,1301530138,Molex,20A GFCIAUTOW/3080-10 BOX,0,0,"374.31000","0","1","Super-Safeway 130153","Active","Outlet Box w/2' Cord","120V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530163_POWER_DISTRIBUTION.pdf,-,1301530163-ND,1301530163,Molex,30A IN-LINE GFCI W/PLUG CONN,0,0,"378.25000","0","1","Safeway 130153","Active","In-Line Splice with 2' Leads","120V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530166_POWER_DISTRIBUTION.pdf,-,1301530166-ND,1301530166,Molex,30A/120V INLINE GFCIAUTO2' MLD,0,0,"381.83000","0","1","Super-Safeway 130153","Active","In-Line Splice with 2' Leads","120V"
-,-,1301350246-ND,1301350246,Molex,ANGLED PWR DIST BOX 15A/125V,0,0,"386.51000","0","1","-","Active","Outlet Box","125V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530085_POWER_DISTRIBUTION.pdf,-,1301530085-ND,1301530085,Molex,15A GFCI PLGMNL2'5-15 WR W/3005,0,0,"387.77000","0","1","Super-Safeway 130153","Active","Outlet Box w/2' Cord","125V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530074_POWER_DISTRIBUTION.pdf,-,1301530074-ND,1301530074,Molex,15A GFCI PLGMNL25'5-15 W/4RCPTCL,0,0,"388.46000","0","1","Super-Safeway 130153","Active","Outlet Box w/25' Cord","125V"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=133,-,1301350263-ND,1301350263,Molex,OUTLET ANGL BOX 5-20 20A/120V 6',0,0,"397.41000","0","1","-","Active","Outlet Box w/6' Cord","120V"
-,-,1301530150-ND,1301530150,Molex,20A IN-LINE GFCI W/PLUG CONN,0,0,"403.72000","0","1","130153","Active","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530170_POWER_DISTRIBUTION.pdf,-,1301530170-ND,1301530170,Molex,30A IN-LINE GFCI W/PLUG CONN,0,0,"405.56000","0","1","Super-Safeway 130153","Active","In-Line Splice with 6' Leads","120V"
-,-,1301530173-ND,1301530173,Molex,30A IN-LINE GFCI W/PLUG CONN,0,0,"409.52000","0","1","130153","Active","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530081_POWER_DISTRIBUTION.pdf,-,1301530081-ND,1301530081,Molex,15A GFCI PLUG W/DUAL DUPLEX,0,0,"428.38000","0","1","Safeway 130153","Active","Outlet Box w/25' Cord","125V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530050_POWER_DISTRIBUTION.pdf,-,1301530050-ND,1301530050,Molex,15A GFCIMANUAL50'14/1547 SPRSFWY,0,0,"432.16000","0","1","Super-Safeway 130153","Active","In-Line Splice with 50' Leads","125V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530143_POWER_DISTRIBUTION.pdf,-,1301530143-ND,1301530143,Molex,20A IN-LINE GFCI W/PLUG BOX,0,0,"432.90000","0","1","Safeway 130153","Active","Outlet Box w/6' Cord","120V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530142_POWER_DISTRIBUTION.pdf,-,1301530142-ND,1301530142,Molex,20A INLINE GFCIMANUW/3085-10,0,0,"435.98000","0","1","Super-Safeway 130153","Active","Outlet Box w/2' Cord","120V"
-,-,1301530178-ND,1301530178,Molex,30A IN-LINE GFCI W/PLUG CONN,0,0,"436.84000","0","1","130153","Active","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530077_POWER_DISTRIBUTION.pdf,-,1301530077-ND,1301530077,Molex,15A IN-LINE GFCI W/PLUG CONN,0,0,"438.53000","0","1","Safeway 130153","Active","Outlet Box w/50' Cord","120V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530083_POWER_DISTRIBUTION.pdf,-,1301530083-ND,1301530083,Molex,15A GFCI PLGMNL25'5-15WR W/4RCPT,0,0,"453.13000","0","1","Super-Safeway 130153","Active","Outlet Box w/25' Cord","125V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530049_POWER_DISTRIBUTION.pdf,-,1301530049-ND,1301530049,Molex,15A GFCIAUTO50'14/1547 SPRSFWY,0,0,"453.80000","0","1","Super-Safeway 130153","Active","In-Line Splice with 50' Leads","125V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530141_POWER_DISTRIBUTION.pdf,-,1301530141-ND,1301530141,Molex,20A INLINE GFCIAUTOW/3085-10,0,0,"457.81000","0","1","Super-Safeway 130153","Active","Outlet Box w/2' Cord","120V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530079_POWER_DISTRIBUTION.pdf,-,1301530079-ND,1301530079,Molex,15A GFCI PLGMNL50'5-15 W/4RCPTCL,0,0,"459.41000","0","1","Super-Safeway 130153","Active","Outlet Box w/50' Cord","120V"
-,-,1301530192-ND,1301530192,Molex,30A IN-LINE GFCI W/PLUG CONN,0,0,"465.66000","0","1","130153","Active","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530082_POWER_DISTRIBUTION.pdf,-,1301530082-ND,1301530082,Molex,15A GFCI PLGAUTO25'5-15WR W/4REC,0,0,"475.78000","0","1","Super-Safeway 130153","Active","Outlet Box w/25' Cord","125V"
-,-,1301530198-ND,1301530198,Molex,30A IN-LINE GFCI W/PLUG CONN,0,0,"492.98000","0","1","130153","Active","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530066_POWER_DISTRIBUTION.pdf,-,1301530066-ND,1301530066,Molex,15A GFCI MANUAL50'14W/15W47,0,0,"503.71000","0","1","Super-Safeway 130153","Active","In-Line Splice with 50' Leads","125V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530190_POWER_DISTRIBUTION.pdf,-,1301530190-ND,1301530190,Molex,30A/240V INLINE GFCIAUTO6',0,0,"520.13000","0","1","Super-Safeway 130153","Active","In-Line Splice with 6' Leads","240V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530088_POWER_DISTRIBUTION.pdf,-,1301530088-ND,1301530088,Molex,15A GFCI PLGMNL50'5-15WR W/4RCPT,0,0,"524.07000","0","1","Super-Safeway 130153","Active","Outlet Box w/50' Cord","125V"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530065_POWER_DISTRIBUTION.pdf,-,1301530065-ND,1301530065,Molex,15A GFCI AUTO50' 14W/15W47,0,0,"528.93000","0","1","Super-Safeway 130153","Active","In-Line Splice with 50' Leads","125V"
-,-,1301530195-ND,1301530195,Molex,30A IN-LINE GFCI W/PLUG CONN,0,0,"594.29000","0","1","130153","Active","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530187_POWER_DISTRIBUTION.pdf,-,1301530187-ND,1301530187,Molex,30A/240V INLINE GFCIAUTO25',0,0,"624.31000","0","1","Super-Safeway 130153","Active","In-Line Splice with 25' Leads","240V"
-,-,1301530136-ND,1301530136,Molex,20A GFCI MANUAL W/26W/4727W47,0,0,"646.06000","0","1","130153","Active","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301530196_POWER_DISTRIBUTION.pdf,-,1301530196-ND,1301530196,Molex,30A/240V INLINE GFCIAUTO25',0,0,"660.01000","0","1","Super-Safeway 130153","Active","In-Line Splice with 25' Leads","125V"
-,-,1301530135-ND,1301530135,Molex,20A GFCI MANUAL W/26W/4727W47,0,0,"778.14000","0","1","130153","Active","-","-"
https://www.molex.com/pdm_docs/sd/1301530221_sd.pdf,-,1301530221-ND,1301530221,Molex,20A.GFCI W/ 50' 12/3 HUBBEL,0,0,"1051.87000","0","1","130153","Active","Outlet Box w/50' Cord","-"
https://www.littelfuse.com/~/media/files/littelfuse/technical-resources/documents/data-sheets/littelfuse_industrialshockblock_sb6000_datasheet.pdf,-,SB6100-000-0-ND,SB6100-000-0,Littelfuse Inc.,SHOCK BLOCK 208 V GFCI CHASSIS,0,0,"4113.36000","0","1","Shock-Block™ SB6000","Active","-","208V"
https://www.littelfuse.com/~/media/files/littelfuse/technical-resources/documents/data-sheets/littelfuse_industrialshockblock_sb6000_datasheet.pdf,-,SB6100-010-0-ND,SB6100-010-0,Littelfuse Inc.,SHOCK BLOCK 208 V EGFPD CHASSIS,0,0,"4113.36000","0","1","Shock-Block™ SB6000","Active","-","208V"
https://www.littelfuse.com/~/media/files/littelfuse/technical-resources/documents/data-sheets/littelfuse_industrialshockblock_sb6000_datasheet.pdf,-,SB6100-100-0-ND,SB6100-100-0,Littelfuse Inc.,SHOCK BLOCK 240 V GFCI CHASSIS,0,0,"4113.36000","0","1","Shock-Block™ SB6000","Active","-","240V"
https://www.littelfuse.com/~/media/files/littelfuse/technical-resources/documents/data-sheets/littelfuse_industrialshockblock_sb6000_datasheet.pdf,-,SB6100-110-0-ND,SB6100-110-0,Littelfuse Inc.,SHOCK BLOCK 240 V EGFPD CHASSIS,0,0,"4113.36000","0","1","Shock-Block™ SB6000","Active","-","240V"
https://www.littelfuse.com/~/media/files/littelfuse/technical-resources/documents/data-sheets/littelfuse_industrialshockblock_sb6000_datasheet.pdf,-,SB6100-200-0-ND,SB6100-200-0,Littelfuse Inc.,SHOCK BLOCK 480 V GFCI CHASSIS,0,0,"4113.36000","0","1","Shock-Block™ SB6000","Active","-","480V"
https://www.littelfuse.com/~/media/files/littelfuse/technical-resources/documents/data-sheets/littelfuse_industrialshockblock_sb6000_datasheet.pdf,-,SB6100-210-0-ND,SB6100-210-0,Littelfuse Inc.,SHOCK BLOCK 480V EGFPD CHASSIS,0,0,"4113.36000","0","1","Shock-Block™ SB6000","Active","-","480V"
https://www.littelfuse.com/~/media/files/littelfuse/technical-resources/documents/data-sheets/littelfuse_industrialshockblock_sb6000_datasheet.pdf,-,SB6100-300-0-ND,SB6100-300-0,Littelfuse Inc.,SHOCK BLOCK 600 V GFCI CHASSIS,0,0,"4113.36000","0","1","Shock-Block™ SB6000","Active","-","600V"
https://www.littelfuse.com/~/media/files/littelfuse/technical-resources/documents/data-sheets/littelfuse_industrialshockblock_sb6000_datasheet.pdf,-,SB6100-310-0-ND,SB6100-310-0,Littelfuse Inc.,SHOCK BLOCK 600 V EGFPD CHASSIS,0,0,"4113.36000","0","1","Shock-Block™ SB6000","Active","-","600V"
https://www.littelfuse.com/~/media/files/littelfuse/technical-resources/documents/data-sheets/littelfuse_industrialshockblock_sb6000_datasheet.pdf,-,SB6100-001-0-ND,SB6100-001-0,Littelfuse Inc.,SHOCK BLOCK 208 V GFCI NEMA ENCL,0,0,"4936.05000","0","1","Shock-Block™ SB6000","Active","-","208V"
https://www.littelfuse.com/~/media/files/littelfuse/technical-resources/documents/data-sheets/littelfuse_industrialshockblock_sb6000_datasheet.pdf,-,SB6100-011-0-ND,SB6100-011-0,Littelfuse Inc.,SHOCK BLOCK 208V EGFPD NEMA ENCL,0,0,"4936.05000","0","1","Shock-Block™ SB6000","Active","-","208V"
https://www.littelfuse.com/~/media/files/littelfuse/technical-resources/documents/data-sheets/littelfuse_industrialshockblock_sb6000_datasheet.pdf,-,SB6100-101-0-ND,SB6100-101-0,Littelfuse Inc.,SHOCK BLOCK 240 V GFCI NEMA ENCL,0,0,"4936.05000","0","1","Shock-Block™ SB6000","Active","-","240V"
https://www.littelfuse.com/~/media/files/littelfuse/technical-resources/documents/data-sheets/littelfuse_industrialshockblock_sb6000_datasheet.pdf,-,SB6100-111-0-ND,SB6100-111-0,Littelfuse Inc.,SHOCK BLOCK 240V EGFPD NEMA ENCL,0,0,"4936.05000","0","1","Shock-Block™ SB6000","Active","-","240V"
