Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Breaker Type","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Number of Poles","Actuator Type","Illumination","Illumination Voltage (Nominal)","Mounting Type","Approvals"
http://airpax.sensata.com/pdfs/snapak.pdf,//media.digikey.com/Photos/Sensata%20Tech%20Photos/R11-2.jpg,723-1260-ND,R11-2-10.0A-B06CV-V,Sensata-Airpax,CIR BRKR 10A 125VAC 32VDC,317,0,"19.86000","0","1","SNAPAK®","Active","Magnetic (Hydraulic Delay)","10A","125V","32V","1","Rocker","-","-","Panel Mount","UL1077"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/TMC_8.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1-Pole.jpg,277-11869-ND,2907630,Phoenix Contact,CIR BRKR THRMMAG 5A 277VAC 60VDC,186,0,"21.00000","0","1","TMC 8","Active","Thermal Magnetic","5A","277V","60V","1","Lever","-","-","DIN Rail","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/TMC_8.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1-Pole.jpg,277-11875-ND,2907640,Phoenix Contact,CIR BRKR 20A 277VAC 60VDC,144,12,"21.00000","0","1","TMC 8","Active","Thermal Magnetic","20A","277V","60V","1","Lever","-","-","DIN Rail","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/TMC_8.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1-Pole.jpg,277-11849-ND,2907571,Phoenix Contact,CIR BRKR 15A 277VAC 60VDC,121,137,"21.00000","0","1","TMC 8","Active","Thermal Magnetic","15A","277V","60V","1","Lever","-","-","DIN Rail","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/TMC_8.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1-Pole.jpg,277-11874-ND,2907638,Phoenix Contact,CIR BRKR 15A 277VAC 60VDC,116,68,"21.00000","0","1","TMC 8","Active","Thermal Magnetic","15A","277V","60V","1","Lever","-","-","DIN Rail","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_W23W31&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/W23-X1A1G-20.jpg,PB405-ND,W23-X1A1G-15,TE Connectivity Potter & Brumfield Relays,CIR BRKR THRM 15A 240VAC 50VDC,2283,0,"24.54000","0","1","W23","Active","Thermal","15A","240V","50V","1","Push-Pull Plunger","-","-","Panel Mount","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_W23W31&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/W23-X1A1G-20.jpg,PB402-ND,W23-X1A1G-5,TE Connectivity Potter & Brumfield Relays,CIR BRKR THRM 5A 240VAC 50VDC,273,0,"24.54000","0","1","W23","Active","Thermal","5A","240V","50V","1","Push-Pull Plunger","-","-","Panel Mount","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_W23W31&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/W23-X1A1G-20.jpg,PB410-ND,W23-X1A1G-40,TE Connectivity Potter & Brumfield Relays,CIR BRKR THRM 40A 240VAC 50VDC,169,0,"21.27000","0","1","W23","Active","Thermal","40A","240V","50V","1","Push-Pull Plunger","-","-","Panel Mount","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_W23W31&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/W23-X1A1G-20.jpg,PB406-ND,W23-X1A1G-20,TE Connectivity Potter & Brumfield Relays,CIR BRKR THRM 20A 240VAC 50VDC,138,0,"24.54000","0","1","W23","Active","Thermal","20A","240V","50V","1","Push-Pull Plunger","-","-","Panel Mount","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_W23W31&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/W23-X1A1G-20.jpg,PB404-ND,W23-X1A1G-10,TE Connectivity Potter & Brumfield Relays,CIR BRKR THRM 10A 240VAC 50VDC,218,0,"26.59000","0","1","W23","Active","Thermal","10A","240V","50V","1","Push-Pull Plunger","-","-","Panel Mount","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9926_Series.pdf,//media.digikey.com/photos/Weidmuller/9926251930.JPG,281-2519-ND,9926251930,Weidmüller,CIR BRKR MAG-HYDR 30A 80VDC,181,347,"27.88000","0","1","9926","Active","Magnetic (Hydraulic Delay)","30A","-","80V","1","Lever","-","-","DIN Rail","UL489A, VDE"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9926_Series.pdf,//media.digikey.com/photos/Weidmuller/9926251950.JPG,281-2515-ND,9926251910,Weidmüller,CIR BRKR MAG-HYDR 10A 80VDC,139,887,"27.88000","0","1","9926","Active","Magnetic (Hydraulic Delay)","10A","-","80V","1","Lever","-","-","DIN Rail","UL489A, VDE"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9926_Series.pdf,//media.digikey.com/photos/Weidmuller/9926251950.JPG,281-2402-ND,9926251015,Weidmüller,CIR BRKR MAG-HYDR 15A 120VAC,123,1031,"27.88000","0","1","9926","Active","Magnetic (Hydraulic Delay)","15A","120V","-","1","Lever","-","-","DIN Rail","CE, CSA C22.2 No 5-02, UL489, VDE"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9926_Series.pdf,//media.digikey.com/Photos/Weidmuller/9926251005.JPG,281-2400-ND,9926251005,Weidmüller,CIR BRKR MAG-HYDR 5A 120VAC,116,1703,"27.88000","0","1","9926","Active","Magnetic (Hydraulic Delay)","5A","120V","-","1","Lever","-","-","DIN Rail","CE, CSA C22.2 No 5-02, UL489, VDE"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_W33&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/W33-S4B1Q-10.JPG,PB261-ND,W33-S4B1Q-10,TE Connectivity Potter & Brumfield Relays,CIR BRKR THRM 10A 250VAC 50VDC,281,0,"28.01000","0","1","W33","Active","Thermal","10A","250V","50V","2","Rocker","Amber","120V","Panel Mount","-"
https://www.e-t-a.com/fileadmin/user_upload/Ordnerstruktur/pdf-Data/Products/Schutzschalter_Sicherungsautomaten/Thermisch/2_eng/D_1170_ENG.pdf,//media.digikey.com/Photos/E-T-A%20Photos/1170-21-8A.jpg,302-1438-ND,1170-21-8A,E-T-A,CIRCUIT BREAKER THRM 8A 28VDC,818,0,"28.92000","0","1","1170","Active","Thermal","8A","-","28V","1","Push to Reset","-","-","Holder","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_W23W31&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/W23-X1A1G-20.jpg,PB407-ND,W23-X1A1G-25,TE Connectivity Potter & Brumfield Relays,CIR BRKR THRM 25A 240VAC 50VDC,170,0,"30.68000","0","1","W23","Active","Thermal","25A","240V","50V","1","Push-Pull Plunger","-","-","Panel Mount","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9926_Series.pdf,//media.digikey.com/photos/Weidmuller/9926251950.JPG,281-2399-ND,9926251002,Weidmüller,CIR BRKR MAG-HYDR 2A 120VAC,103,666,"30.98000","0","1","9926","Active","Magnetic (Hydraulic Delay)","2A","120V","-","1","Lever","-","-","DIN Rail","CE, CSA C22.2 No 5-02, UL489, VDE"
http://airpax.sensata.com/pdfs/snapak.pdf,//media.digikey.com/Photos/Sensata%20Tech%20Photos/PP21-2-15.0A-OA-S.jpg,723-1264-ND,PP21-2-15.0A-OA-S,Sensata-Airpax,CIR BRKR 15A 250VAC 65VDC,114,0,"37.72000","0","1","SNAPAK®","Active","Magnetic (Hydraulic Delay)","15A","250V","65V","2","Push-Pull Plunger","-","-","Panel Mount","UL1077"
https://www.e-t-a.com/fileadmin/user_upload/Ordnerstruktur/pdf-Data/Products/Schutzschalter_Sicherungsautomaten/Thermisch/2_eng/D_3120-F_ENG.pdf,//media.digikey.com/photos/E-T-A%20Photos/3120-F321-P7T1-W01D%20SERIES.jpg,302-1200-ND,3120-F321-P7T1-W01D-10A,E-T-A,CIR BRKR THRM 10A 250VAC 50VDC,102,0,"38.12000","0","1","3120-F","Active","Thermal","10A","250V","50V","2","Rocker","-","-","Panel Mount","CSA C22.2 No 235, GB 17701, IEC 60934, UL1077"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_TA45-2R.pdf,//media.digikey.com/Photos/Schurter%20Photos/TA45-A326LxxxC0.jpg,486-2370-ND,4430.2303,Schurter Inc.,CIR BRKR THRM 5A 240VAC 60VDC,785,220,"38.77000","0","1","TA45","Active","Thermal","5A","240V","60V","2","Pushbutton","-","-","Panel Mount","CSA C22.2 No 235, EN 60934, GB 17701, IEC 60934, UL1077"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/TMC_8.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2-Pole.jpg,277-11835-ND,2907650,Phoenix Contact,CIR BRKR 1A 480VAC 125VDC,141,24,"42.00000","0","1","TMC 8","Active","Thermal Magnetic","1A","480V","125V","2","Lever","-","-","DIN Rail","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/TMC_8.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2-Pole.jpg,277-11866-ND,2907662,Phoenix Contact,CIR BRKR 15A 480VAC 125VDC,106,43,"42.00000","0","1","TMC 8","Active","Thermal Magnetic","15A","480V","125V","2","Lever","-","-","DIN Rail","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_W33&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/W33-T2N1Q-20.jpg,PB263-ND,W33-T2N1Q-20,TE Connectivity Potter & Brumfield Relays,CIR BRKR THRM 20A 250VAC 50VDC,295,0,"42.38000","0","1","W33","Active","Thermal","20A","250V","50V","2","Rocker","-","-","Panel Mount","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_W33&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/W33-S1N1Q%20SERIES.jpg,PB260-ND,W33-S1N1Q-20,TE Connectivity Potter & Brumfield Relays,CIR BRKR THRM 20A 250VAC 50VDC,364,0,"46.05000","0","1","W33","Active","Thermal","20A","250V","50V","2","Rocker","-","-","Panel Mount","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_w6w9&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/W92%20DP%20SERIES.jpg,PB438-ND,W92-X112-30,TE Connectivity Potter & Brumfield Relays,CIR BRKR MAG-HYDR 30A 277VAC,114,0,"50.14000","0","1","W9","Active","Magnetic (Hydraulic Delay)","30A","277V","-","2","Lever","-","-","Panel Mount","-"
https://www.carlingtech.com/sites/default/files/documents/CX-Series_Details_%26_COS_010714.pdf,//media.digikey.com/Photos/Carling%20Technologies%20Photos/CX2-B0-14-615-22A-13G.jpg,432-1238-ND,CX2-B0-14-615-22A-13G,Carling Technologies,CIR BRKR MAG-HYDR 15A 500VDC,149,0,"61.45000","0","1","CX","Active","Magnetic (Hydraulic Delay)","15A","-","500V","2","Lever","-","-","Panel Mount","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_w6w9&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/W92%20DP%20SERIES.jpg,PB1399-ND,W92-X112-40,TE Connectivity Potter & Brumfield Relays,CIR BRKR MAG-HYDR 40A 277VAC,139,0,"62.68000","0","1","W9","Active","Magnetic (Hydraulic Delay)","40A","277V","-","2","Lever","-","-","Panel Mount","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_w6w9&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/W93%203P%20SERIES.jpg,PB596-ND,W93-X112-30,TE Connectivity Potter & Brumfield Relays,CIR BRKR MAG-HYDR 30A 277VAC,46,0,"94.20000","0","1","W9","Active","Magnetic (Hydraulic Delay)","30A","277V","-","3","Lever","-","-","Panel Mount","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_w6w9&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/W93%203P%20SERIES.jpg,PB440-ND,W93-X112-50,TE Connectivity Potter & Brumfield Relays,CIR BRKR MAG-HYDR 50A 277VAC,37,0,"94.20000","0","1","W9","Active","Magnetic (Hydraulic Delay)","50A","277V","-","3","Lever","-","-","Panel Mount","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/EC-E_Series_Ds.pdf,//media.digikey.com/photos/Phoenix%20Photos/EC-E1%20SERIES.jpg,277-7059-ND,0903028,Phoenix Contact,CIR BRKR SOLID STATE 6A 24VDC,32,1441,"111.28000","0","1","CLIPLINE","Active","Solid State","6A","-","24V","1","Slide Switch","-","-","DIN Rail","-"
https://www.americanelectrical.com/pdfs/GFI_breaker.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/C20A2P-GFI.jpg,288-1399-ND,C20A2P-GFI,American Electrical Inc.,CIR BRKR MAG-HYDR 20A 240VAC,84,0,"111.49000","0","1","-","Active","Magnetic (Hydraulic Delay)","20A","240V","-","1","Lever","-","-","DIN Rail","-"
http://www.qualtekusa.com/images/Circuit%20Breakers/PDF%20Files/qmb07311c3n3ba.pdf,//media.digikey.com/photos/Qualtek%20Photos/QMB-203-11C3N-3BA.JPG,Q898-ND,QMB-073-11C3N-3BA,Qualtek,CIR BRKR THRM 7A 250VAC 32VDC,1225,0,"1.94000","0","1","QMB","Active","Thermal","7A","250V","32V","1","Push to Reset","-","-","Panel Mount","-"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_TS-709.pdf,//media.digikey.com/Photos/Schurter%20Photos/TS-709-xx.jpg,486-2955-ND,TS-709-15,Schurter Inc.,CIR BRKR THRM 15A 250VAC 50VDC,356,800,"2.13000","0","1","TS","Active","Thermal","15A","250V","50V","1","Push to Reset","-","-","Panel Mount","CSA C22.2, UL1077"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_T9-611.pdf,//media.digikey.com/photos/Schurter%20Photos/4404.0002.JPG,486-2322-ND,4404.0007,Schurter Inc.,CIR BRKR THRM 5A 240VAC 48VDC,5585,2500,"3.35000","0","1","T9-611","Active","Thermal","5A","240V","48V","1","Push to Reset","-","-","Panel Mount","CSA C22.2 No 235, EN 60934, GB 17701, IEC 60934, UL1077"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_T9-611.pdf,//media.digikey.com/photos/Schurter%20Photos/4404.0002.JPG,486-2317-ND,4404.0002,Schurter Inc.,CIR BRKR THRM 6A 240VAC 48VDC,3624,2400,"3.35000","0","1","T9-611","Active","Thermal","6A","240V","48V","1","Push to Reset","-","-","Panel Mount","CSA C22.2 No 235, EN 60934, GB 17701, IEC 60934, UL1077"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_T9-611.pdf,//media.digikey.com/photos/Schurter%20Photos/4404.0002.JPG,486-2319-ND,4404.0004,Schurter Inc.,CIR BRKR THRM 10A 240VAC 48VDC,2441,3000,"3.35000","0","1","T9-611","Active","Thermal","10A","240V","48V","1","Push to Reset","-","-","Panel Mount","CSA C22.2 No 235, EN 60934, GB 17701, IEC 60934, UL1077"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_T9-611.pdf,//media.digikey.com/photos/Schurter%20Photos/4404.0002.JPG,486-2323-ND,4404.001,Schurter Inc.,CIR BRKR THRM 15A 240VAC 32VDC,1170,1000,"3.35000","0","1","T9-611","Active","Thermal","15A","240V","32V","1","Push to Reset","-","-","Panel Mount","CSA C22.2 No 235, EN 60934, GB 17701, IEC 60934, UL1077"
//media.digikey.com/pdf/Data%20Sheets/DPAC%20Technologies/736wb301.pdf,-,Q1031-ND,736W-B/301,Qualtek,CIR BRKR THRM 15A 125VAC ROCKER,1499,500,"3.39000","0","1","736W","Active","Thermal","15A","125V","-","1","Rocker","Red","-","Panel Mount","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_W57&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-1423364-4.jpg,PB1363-ND,W57-XB1A4A10-10,TE Connectivity Potter & Brumfield Relays,CIR BRKR THRM 10A 250VAC,101,0,"3.55000","0","1","W57","Active","Thermal","10A","250V","-","1","Push to Reset","-","-","Panel Mount","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_W28&DocType=DS&DocLang=English,"//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/W28-XT1A,%20W28-XQ1A%20SERIES.jpg",W28-XT1A-6-ND,W28-XT1A-6,TE Connectivity Potter & Brumfield Relays,CIR BRKR THRM 6A 250VAC 32VDC,790,0,"3.57000","0","1","W28","Active","Thermal","6A","250V","32V","1","Push to Reset","-","-","Panel Mount","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_W28&DocType=DS&DocLang=English,"//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/W28-XT1A,%20W28-XQ1A%20SERIES.jpg",PB1027-ND,W28-XT1A-20,TE Connectivity Potter & Brumfield Relays,CIR BRKR THRM 20A 250VAC 32VDC,662,0,"3.57000","0","1","W28","Active","Thermal","20A","250V","32V","1","Push to Reset","-","-","Panel Mount","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_W28&DocType=DS&DocLang=English,"//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/W28-XT1A,%20W28-XQ1A%20SERIES.jpg",PB1024-ND,W28-XQ1A-9,TE Connectivity Potter & Brumfield Relays,CIR BRKR THRM 9A 250VAC 32VDC,642,0,"3.57000","0","1","W28","Active","Thermal","9A","250V","32V","1","Push to Reset","-","-","Panel Mount","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_W28&DocType=DS&DocLang=English,"//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/W28-XT1A,%20W28-XQ1A%20SERIES.jpg",W28-XQ1A-13-ND,W28-XQ1A-13,TE Connectivity Potter & Brumfield Relays,CIR BRKR THRM 13A 250VAC 32VDC,523,0,"3.57000","0","1","W28","Active","Thermal","13A","250V","32V","1","Push to Reset","-","-","Panel Mount","-"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_T9-818.pdf,//media.digikey.com/Photos/Schurter%20Photos/T9-818%20SERIES.JPG,486-3057-ND,4404.0105,Schurter Inc.,CIRC BREAKER PCB MNT 15A,5695,900,"3.68000","0","1","T9-818","Active","Thermal","15A","240V","48V","1","Push to Reset","-","-","PCB","CSA C22.2 No 235, EN 60934, GB 17701, IEC 60934, UL1077"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_T9-818.pdf,//media.digikey.com/Photos/Schurter%20Photos/T9-818C-10.JPG,486-3054-ND,4404.0102,Schurter Inc.,CIRC BREAKER PCB MNT 10A,214,0,"3.68000","0","1","T9-818","Active","Thermal","10A","240V","48V","1","Push to Reset","-","-","PCB","CSA C22.2 No 235, EN 60934, GB 17701, IEC 60934, UL1077"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_TS-701.pdf,//media.digikey.com/Photos/Schurter%20Photos/TS-701-HT-xx.jpg,486-2944-ND,TS-701-HT-35,Schurter Inc.,CIR BRKR THRM 35A 250VAC 50VDC,491,0,"3.75000","0","1","TS","Active","Thermal","35A","250V","50V","1","Push to Reset","-","-","Panel Mount","CSA C22.2, UL1077"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_W57&DocType=DS&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/W57-XB1A4A10-15.jpg,PB2334-ND,W57-XB1A4A10-15,TE Connectivity Potter & Brumfield Relays,CIR BRKR THRM 15A 250VAC,403,0,"4.20000","0","1","W57","Active","Thermal","15A","250V","-","1","Push to Reset","-","-","Panel Mount","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_W51&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/W51-A122B1-8.JPG,PB655-ND,W51-A122B1-8,TE Connectivity Potter & Brumfield Relays,CIR BRKR THRM 8A 250VAC 50VDC,193,0,"4.22000","0","1","W51","Active","Thermal","8A","250V","50V","1","Rocker","Red","-","Panel Mount","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_W51&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/W51-A122B1-7.JPG,PB654-ND,W51-A122B1-7,TE Connectivity Potter & Brumfield Relays,CIR BRKR THRM 7A 250VAC 50VDC,195,0,"5.38000","0","1","W51","Active","Thermal","7A","250V","50V","1","Rocker","Red","-","Panel Mount","-"
https://www.e-t-a.com/fileadmin/user_upload/Ordnerstruktur/pdf-Data/Products/Schutzschalter_Sicherungsautomaten/Thermisch/2_eng/D_1658_ENG.pdf,//media.digikey.com/Photos/E-T-A%20Photos/1658-G21-01-P10-xxA.jpg,302-1267-ND,1658-G21-01-P10-25A,E-T-A,CIR BRKR THRM 25A 240VAC 28VDC,129,0,"5.63000","0","1","1658","Active","Thermal","25A","240V","28V","1","Push to Reset","-","-","Panel Mount","CSA C22.2 No 235, IEC 60934, UL1077, UL1500"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_W58&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/W58-XC4C12A%20Series.jpg,PB250-ND,W58-XC4C12A-25,TE Connectivity Potter & Brumfield Relays,CIR BRKR THRM 25A 250VAC 50VDC,460,0,"6.76000","0","1","W58","Active","Thermal","25A","250V","50V","1","Push to Reset","-","-","Panel Mount","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_W58&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/W58-XC4C12A%20Series.jpg,PB246-ND,W58-XC4C12A-7,TE Connectivity Potter & Brumfield Relays,CIR BRKR THRM 7A 250VAC 50VDC,157,0,"6.76000","0","1","W58","Active","Thermal","7A","250V","50V","1","Push to Reset","-","-","Panel Mount","-"
https://www.e-t-a.com/fileadmin/user_upload/Ordnerstruktur/pdf-Data/Products/Schutzschalter_Sicherungsautomaten/Thermisch/2_eng/D_1620_ENG.pdf,//media.digikey.com/photos/E-T-A%20Photos/1620-2-30A.JPG,302-1370-ND,1620-2-30A,E-T-A,CIR BRKR THRM 30A 12VDC,6071,0,"7.45000","0","1","1620","Active","Thermal","30A","-","12V","1","Automatic Reset","-","-","Holder","-"
https://www.e-t-a.com/fileadmin/user_upload/Ordnerstruktur/pdf-Data/Products/Schutzschalter_Sicherungsautomaten/Thermisch/2_eng/D_1620_ENG.pdf,//media.digikey.com/Photos/E-T-A%20Photos/1620-3-20A.jpg,302-1373-ND,1620-3-20A,E-T-A,CIR BRKR THRM 20A 24VDC,143,0,"7.45000","0","1","1620","Active","Thermal","20A","-","24V","1","Push to Reset","-","-","Holder","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_W58&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/W58-XC4C12A%20Series.jpg,PB244-ND,W58-XC4C12A-3,TE Connectivity Potter & Brumfield Relays,CIR BRKR THRM 3A 250VAC 50VDC,447,0,"8.38000","0","1","W58","Active","Thermal","3A","250V","50V","1","Push to Reset","-","-","Panel Mount","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_W58&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/W58-XC4C12A%20Series.jpg,PB242-ND,W58-XC4C12A-1,TE Connectivity Potter & Brumfield Relays,CIR BRKR THRM 1A 250VAC 50VDC,418,0,"8.38000","0","1","W58","Active","Thermal","1A","250V","50V","1","Push to Reset","-","-","Panel Mount","-"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_T11-211.pdf,//media.digikey.com/Photos/Schurter%20Photos/T11-Series.jpg,486-2963-ND,4400.0065,Schurter Inc.,CIR BRKR THRM 15A 240VAC 48VDC,545,1600,"9.96000","0","1","T11","Active","Thermal","15A","240V","48V","1","Push to Reset","-","-","Panel Mount","CSA C22.2 No 235, EN 60934, GB 17701, IEC 60934, UL1077"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_T11-311.pdf,//media.digikey.com/Photos/Schurter%20Photos/T11-Series.jpg,486-2307-ND,4400.0063,Schurter Inc.,CIR BRKR THRM 1A 240VAC 48VDC,413,700,"9.96000","0","1","T11","Active","Thermal","1A","240V","48V","1","Push to Reset","-","-","Panel Mount","CSA C22.2 No 235, EN 60934, GB 17701, IEC 60934, UL1077"
https://us.schurter.com/pdf/english/typ_TA35_Rocker_1Pole.pdf,//media.digikey.com/Photos/Schurter%20Photos/TA35.jpg,486-1634-ND,4435.0254,Schurter Inc.,CIR BRKR THRM 10A 240VAC 32VDC,281,0,"10.44000","0","1","TA35","Active","Thermal","10A","240V","32V","1","Rocker","-","-","Panel Mount","CSA C22.2 No 235, EN 60934, GB 17701, IEC 60934, UL1077"
https://us.schurter.com/pdf/english/typ_TA35_Rocker_1Pole.pdf,//media.digikey.com/Photos/Schurter%20Photos/TA35.jpg,486-1632-ND,4435.0004,Schurter Inc.,CIR BRKR THRM 4A 240VAC 32VDC,238,0,"10.44000","0","1","TA35","Active","Thermal","4A","240V","32V","1","Rocker","-","-","Panel Mount","CSA C22.2 No 235, EN 60934, GB 17701, IEC 60934, UL1077"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_W58&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/W58-XC4C12A%20Series.jpg,PB2337-ND,W58-XC4C12A-4,TE Connectivity Potter & Brumfield Relays,CIR BRKR THRM 4A 250VAC 50VDC,431,0,"10.47000","0","1","W58","Active","Thermal","4A","250V","50V","1","Push to Reset","-","-","Panel Mount","-"
https://us.schurter.com/pdf/english/typ_TA35_Rocker_1Pole.pdf,//media.digikey.com/Photos/Schurter%20Photos/TA35.jpg,486-2382-ND,4435.0029,Schurter Inc.,CIR BRKR THRM 2A 240VAC 32VDC,360,0,"11.89000","0","1","TA35","Active","Thermal","2A","240V","32V","1","Rocker","-","-","Panel Mount","CSA C22.2 No 235, EN 60934, GB 17701, IEC 60934, UL1077"
