Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Voltage - Clamping","Technology","Number of Circuits","Applications","Mounting Type","Package / Case","Supplier Device Package"
https://datasheets.maximintegrated.com/en/ds/MAX14571-MAX14573.pdf,//media.digikey.com/Renders/STMicro%20Renders/14-TSSOP-EPad.jpg,MAX14571EUD+-ND,MAX14571EUD+,Maxim Integrated,IC OVP/OVC ADJ HI ACCURACY TSSOP,1590,0,"5.51000","0","1","Tube","-","Active","-","Internal Switch","1","General Purpose","Surface Mount","14-TSSOP (0.173"", 4.40mm Width) Exposed Pad","14-TSSOP-EP"
http://www.linear.com/docs/57622,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1699;DD;10.jpg,LTC4368HDD-1#PBF-ND,LTC4368HDD-1#PBF,Linear Technology/Analog Devices,IC SURGE SUPPRESSION ADJ 10DFN,282,2662,"6.09000","0","1","Tube","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","10-WFDFN Exposed Pad","10-DFN (3x3)"
https://datasheets.maximintegrated.com/en/ds/MAX30031-MAX30034.pdf,//media.digikey.com/Renders/Maxim%20Renders/MSOP-8.jpg,MAX30034CUA+-ND,MAX30034CUA+,Maxim Integrated,IC SURGE SUPPRESSION 10.3V 8UMAX,567,0,"6.28000","0","1","Tube","-","Active","10.3V","Internal Switch","4","General Purpose","Surface Mount","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-uMAX"
http://www.linear.com/docs/52707,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1661;-MS,-MS10;-10.jpg",LTC4380IMS-1#PBF-ND,LTC4380IMS-1#PBF,Linear Technology/Analog Devices,IC LOW CUR SURGE STOPPER 10MSOP,615,3850,"6.91000","0","1","Tube","-","Active","31.5V, 50V","External Switch","1","Automotive","Surface Mount","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)","10-MSOP"
http://www.linear.com/docs/40854,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1610;S;16.jpg,LT4363HS-1#PBF-ND,LT4363HS-1#PBF,Linear Technology/Analog Devices,IC SURGE STOPPER HV 16-SO,634,1350,"7.60000","0","1","Tube","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
http://www.linear.com/docs/40854,//media.digikey.com/renders/Linear%20Tech%20Renders/12-DFN_05-08-1695%20rev%20D.jpg,LT4363HDE-1#PBF-ND,LT4363HDE-1#PBF,Linear Technology/Analog Devices,IC SURGE STOPPER HV 12-DFN,594,0,"7.60000","0","1","Tube","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","12-WFDFN Exposed Pad","12-DFN (4x3)"
http://www.linear.com/docs/52707,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1661;-MS,-MS10;-10.jpg",LTC4380HMS-4#PBF-ND,LTC4380HMS-4#PBF,Linear Technology/Analog Devices,IC LOW CUR SURGE STOPPER 10MSOP,252,0,"7.60000","0","1","Tube","-","Active","Vcc + 13.5V","External Switch","1","Automotive","Surface Mount","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)","10-MSOP"
http://www.linear.com/docs/52707,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1661;-MS,-MS10;-10.jpg",LTC4380HMS-2#PBF-ND,LTC4380HMS-2#PBF,Linear Technology/Analog Devices,IC LOW CUR SURGE STOPPER 10MSOP,187,250,"7.60000","0","1","Tube","-","Active","31.5V, 50V","External Switch","1","Automotive","Surface Mount","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)","10-MSOP"
http://www.linear.com/docs/46149,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1666;MSE;12.jpg,LTC7860IMSE#PBF-ND,LTC7860IMSE#PBF,Linear Technology/Analog Devices,HIGH EFFICIENCY SWITCHING SURGE,357,0,"8.24000","0","1","Tube","-","Active","Adjustable","External Switch","1","General Purpose","Surface Mount","12-TSSOP (0.118"", 3.00mm Width) Exposed Pad","12-MSOP-EP"
http://www.linear.com/docs/41815,//media.digikey.com/renders/Linear%20Tech%20Renders/14-DFN_05-08-1708%20Rev%20B.jpg,LTC4364CDE-2#PBF-ND,LTC4364CDE-2#PBF,Linear Technology/Analog Devices,SURGE STOPPER W/DIODE 14DFN,366,0,"8.36000","0","1","Tube","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","14-WFDFN Exposed Pad","14-DFN (4x3)"
http://www.linear.com/docs/41815,//media.digikey.com/Renders/Linear%20Tech%20Renders/16-MSOP%2005-08-1669.jpg,LTC4364CMS-2#PBF-ND,LTC4364CMS-2#PBF,Linear Technology/Analog Devices,SURGE STOPPER W/DIODE 16MSOP,364,0,"8.36000","0","1","Tube","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","16-TFSOP (0.118"", 3.00mm Width)","16-MSOP"
http://www.linear.com/docs/41815,//media.digikey.com/Renders/Linear%20Tech%20Renders/16-MSOP%2005-08-1669.jpg,LTC4364CMS-1#PBF-ND,LTC4364CMS-1#PBF,Linear Technology/Analog Devices,SURGE STOPPER W/DIODE 16MSOP,228,0,"8.36000","0","1","Tube","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","16-TFSOP (0.118"", 3.00mm Width)","16-MSOP"
http://www.linear.com/docs/41815,//media.digikey.com/renders/Linear%20Tech%20Renders/14-DFN_05-08-1708%20Rev%20B.jpg,LTC4364IDE-1#PBF-ND,LTC4364IDE-1#PBF,Linear Technology/Analog Devices,IC SURGE STOPPER W/DIODE 14DFN,433,0,"9.61000","0","1","Tube","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","14-WFDFN Exposed Pad","14-DFN (4x3)"
http://www.linear.com/docs/41815,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1610;S;16.jpg,LTC4364IS-1#PBF-ND,LTC4364IS-1#PBF,Linear Technology/Analog Devices,IC SURGE STOPPER W/DIODE 16SOIC,393,1550,"9.61000","0","1","Tube","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SO"
http://www.linear.com/docs/25228,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1610;S;16.jpg,LT4356MPS-1#PBF-ND,LT4356MPS-1#PBF,Linear Technology/Analog Devices,IC SURGE STOPPER ADJ 16-SOIC,109,3050,"14.38000","0","1","Tube","-","Active","27V Adj","External Switch","1","Automotive","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
http://www.linear.com/docs/40854,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1610;S;16.jpg,LT4363MPS-2#PBF-ND,LT4363MPS-2#PBF,Linear Technology/Analog Devices,IC SURGE STOPPER HV 16SOIC,109,250,"18.03000","0","1","Tube","-","Active","27V Adj","External Switch","1","Automotive","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
http://www.st.com/content/ccc/resource/technical/document/datasheet/28/e9/f9/81/42/17/42/3f/DM00058220.pdf/files/DM00058220.pdf/jcr:content/translations/en.DM00058220.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-WFDFN%20Exposed%20Pad.jpg,497-14072-2-ND,STBP112CVDJ6F,STMicroelectronics,IC OVP PROTECTION TDFN-8,6000,0,"0.24650","0","3000","Tape & Reel (TR)","-","Active","-","Internal Switch","1","General Purpose","Surface Mount","8-WFDFN Exposed Pad","8-TDFN (2x2)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/28/e9/f9/81/42/17/42/3f/DM00058220.pdf/files/DM00058220.pdf/jcr:content/translations/en.DM00058220.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-WFDFN%20Exposed%20Pad.jpg,497-14072-1-ND,STBP112CVDJ6F,STMicroelectronics,IC OVP PROTECTION TDFN-8,7645,0,"0.66000","0","1","Cut Tape (CT)","-","Active","-","Internal Switch","1","General Purpose","Surface Mount","8-WFDFN Exposed Pad","8-TDFN (2x2)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/28/e9/f9/81/42/17/42/3f/DM00058220.pdf/files/DM00058220.pdf/jcr:content/translations/en.DM00058220.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-WFDFN%20Exposed%20Pad.jpg,497-14072-6-ND,STBP112CVDJ6F,STMicroelectronics,IC OVP PROTECTION TDFN-8,7645,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","Internal Switch","1","General Purpose","Surface Mount","8-WFDFN Exposed Pad","8-TDFN (2x2)"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA050-050-WHTR-ND,TBU-CA050-050-WH,Bourns Inc.,SURGE SUPP TBU 50MA 500VIMP SMD,12000,0,"0.74250","0","3000","Tape & Reel (TR)","TBU®","Active","500V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA050-050-WHCT-ND,TBU-CA050-050-WH,Bourns Inc.,SURGE SUPP TBU 50MA 500VIMP SMD,13560,0,"1.76000","0","1","Cut Tape (CT)","TBU®","Active","500V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA050-050-WHDKR-ND,TBU-CA050-050-WH,Bourns Inc.,SURGE SUPP TBU 50MA 500VIMP SMD,13560,0,"Digi-Reel","0","1","Digi-Reel®","TBU®","Active","500V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA025-300-WHTR-ND,TBU-CA025-300-WH,Bourns Inc.,SURGE SUPP TBU 300MA 250VIMP SMD,3000,0,"0.74250","0","3000","Tape & Reel (TR)","TBU®","Active","250V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA025-300-WHCT-ND,TBU-CA025-300-WH,Bourns Inc.,SURGE SUPP TBU 300MA 250VIMP SMD,5342,0,"1.76000","0","1","Cut Tape (CT)","TBU®","Active","250V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA025-300-WHDKR-ND,TBU-CA025-300-WH,Bourns Inc.,SURGE SUPP TBU 300MA 250VIMP SMD,5342,0,"Digi-Reel","0","1","Digi-Reel®","TBU®","Active","250V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/C650_C850.pdf,//media.digikey.com/photos/Bourns%20Photos/MFG_C650%20SERIES.jpg,C850-260-WHTR-ND,C850-260-WH,Bourns Inc.,SURGE SUPP TBU 260MA 850VIMP SMD,9000,0,"0.81000","0","3000","Tape & Reel (TR)","TBU®","Active","-","Internal Switch","1","General Purpose","Surface Mount","3-SMD, No Lead","3-DFN"
https://www.bourns.com/docs/Product-Datasheets/C650_C850.pdf,//media.digikey.com/photos/Bourns%20Photos/MFG_C650%20SERIES.jpg,C850-260-WHCT-ND,C850-260-WH,Bourns Inc.,SURGE SUPP TBU 260MA 850VIMP SMD,10668,0,"1.92000","0","1","Cut Tape (CT)","TBU®","Active","-","Internal Switch","1","General Purpose","Surface Mount","3-SMD, No Lead","3-DFN"
https://www.bourns.com/docs/Product-Datasheets/C650_C850.pdf,//media.digikey.com/photos/Bourns%20Photos/MFG_C650%20SERIES.jpg,C850-260-WHDKR-ND,C850-260-WH,Bourns Inc.,SURGE SUPP TBU 260MA 850VIMP SMD,10668,0,"Digi-Reel","0","1","Digi-Reel®","TBU®","Active","-","Internal Switch","1","General Purpose","Surface Mount","3-SMD, No Lead","3-DFN"
https://www.bourns.com/docs/Product-Datasheets/TBU-DT.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-DT.jpg,TBU-DT065-200-WHTR-ND,TBU-DT065-200-WH,Bourns Inc.,SURGE SUPP TBU DL 200MA 650VIMP,9000,0,"0.81000","0","3000","Tape & Reel (TR)","TBU®","Active","650V","Internal Switch","2","Ethernet","Surface Mount","4-VDFN Exposed Pad","4-DFN (5x5)"
https://www.bourns.com/docs/Product-Datasheets/TBU-DT.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-DT.jpg,TBU-DT065-200-WHCT-ND,TBU-DT065-200-WH,Bourns Inc.,SURGE SUPP TBU DL 200MA 650VIMP,10761,0,"1.92000","0","1","Cut Tape (CT)","TBU®","Active","650V","Internal Switch","2","Ethernet","Surface Mount","4-VDFN Exposed Pad","4-DFN (5x5)"
https://www.bourns.com/docs/Product-Datasheets/TBU-DT.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-DT.jpg,TBU-DT065-200-WHDKR-ND,TBU-DT065-200-WH,Bourns Inc.,SURGE SUPP TBU DL 200MA 650VIMP,10761,0,"Digi-Reel","0","1","Digi-Reel®","TBU®","Active","650V","Internal Switch","2","Ethernet","Surface Mount","4-VDFN Exposed Pad","4-DFN (5x5)"
-,//media.digikey.com/Renders/Maxim%20Renders/175;21-0139;TG;24.jpg,MAX14984ETG+TTR-ND,MAX14984ETG+T,Maxim Integrated,IC PORT PROTECTOR VGA 24TQFN,2500,0,"2.72400","0","2500","Tape & Reel (TR)","-","Active","-","Internal Switch","1","General Purpose","Surface Mount","24-WFQFN Exposed Pad","24-TQFN (4x4)"
-,//media.digikey.com/Renders/Maxim%20Renders/175;21-0139;TG;24.jpg,MAX14984ETG+TCT-ND,MAX14984ETG+T,Maxim Integrated,IC PORT PROTECTOR VGA 24TQFN,4635,0,"6.14000","0","1","Cut Tape (CT)","-","Active","-","Internal Switch","1","General Purpose","Surface Mount","24-WFQFN Exposed Pad","24-TQFN (4x4)"
-,//media.digikey.com/Renders/Maxim%20Renders/175;21-0139;TG;24.jpg,MAX14984ETG+TDKR-ND,MAX14984ETG+T,Maxim Integrated,IC PORT PROTECTOR VGA 24TQFN,4635,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","Internal Switch","1","General Purpose","Surface Mount","24-WFQFN Exposed Pad","24-TQFN (4x4)"
https://datasheets.maximintegrated.com/en/ds/MAX14585-MAX14585A.pdf,//media.digikey.com/Renders/Maxim%20Renders/10-UTQFN%2021-0028.jpg,MAX14585EVB+-ND,MAX14585EVB+,Maxim Integrated,IC USB SWITCH DPDT 10UTQFN,3907,0,"3.38000","0","1","Strip","-","Active","-","Internal Switch","1","USB","Surface Mount","10-UFQFN","10-UTQFN (1.4x1.8)"
http://www.linear.com/docs/52707,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1699;DD;10.jpg,LTC4380CDD-1#PBF-ND,LTC4380CDD-1#PBF,Linear Technology/Analog Devices,IC LOW CUR SURGE STOPPER 10DFN,489,2057,"6.02000","0","1","Tube","-","Active","31.5V, 50V","External Switch","1","Automotive","Surface Mount","10-WFDFN Exposed Pad","10-DFN (3x3)"
http://www.linear.com/docs/40854,//media.digikey.com/renders/Linear%20Tech%20Renders/12-DFN_05-08-1695%20rev%20D.jpg,LT4363CDE-1#PBF-ND,LT4363CDE-1#PBF,Linear Technology/Analog Devices,IC SURGE STOPPER HV 12-DFN,273,2821,"6.02000","0","1","Tube","-","Active","27V Adj","External Switch","1","Automotive","Surface Mount","12-WFDFN Exposed Pad","12-DFN (4x3)"
http://www.linear.com/docs/52707,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1699;DD;10.jpg,LTC4380CDD-4#PBF-ND,LTC4380CDD-4#PBF,Linear Technology/Analog Devices,IC LOW CUR SURGE STOPPER 10DFN,236,2783,"6.02000","0","1","Tube","-","Active","Vcc + 13.5V","External Switch","1","Automotive","Surface Mount","10-WFDFN Exposed Pad","10-DFN (3x3)"
http://www.linear.com/docs/52707,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1699;DD;10.jpg,LTC4380CDD-2#PBF-ND,LTC4380CDD-2#PBF,Linear Technology/Analog Devices,IC LOW CUR SURGE STOPPER 10DFN,206,605,"6.02000","0","1","Tube","-","Active","31.5V, 50V","External Switch","1","Automotive","Surface Mount","10-WFDFN Exposed Pad","10-DFN (3x3)"
http://www.linear.com/docs/40854,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1668;MS;12.jpg,LT4363CMS-1#PBF-ND,LT4363CMS-1#PBF,Linear Technology/Analog Devices,IC SURGE STOPPER HV 12-MSOP,202,0,"6.02000","0","1","Tube","-","Active","27V Adj","External Switch","1","Automotive","Surface Mount","12-TSSOP (0.118"", 3.00mm Width)","12-MSOP"
http://www.linear.com/docs/40854,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1668;MS;12.jpg,LT4363HMS-1#PBF-ND,LT4363HMS-1#PBF,Linear Technology/Analog Devices,IC SURGE STOPPER HV 12-MSOP,614,0,"7.60000","0","1","Tube","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","12-TSSOP (0.118"", 3.00mm Width)","12-MSOP"
http://www.linear.com/docs/41815,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1610;S;16.jpg,LTC4364CS-2#PBF-ND,LTC4364CS-2#PBF,Linear Technology/Analog Devices,SURGE STOPPER W/DIODE SMD,230,300,"8.36000","0","1","Tube","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SO"
http://www.linear.com/docs/41815,//media.digikey.com/renders/Linear%20Tech%20Renders/14-DFN_05-08-1708%20Rev%20B.jpg,LTC4364CDE-1#PBF-ND,LTC4364CDE-1#PBF,Linear Technology/Analog Devices,SURGE STOPPER W/DIODE 14DFN,0,2555,"8.36000","0","1","Tube","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","14-WFDFN Exposed Pad","14-DFN (4x3)"
http://www.linear.com/docs/46149,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1666;MSE;12.jpg,LTC7860HMSE#PBF-ND,LTC7860HMSE#PBF,Linear Technology/Analog Devices,HIGH EFFICIENCY SWITCHING SURGE,161,777,"9.08000","0","1","Tube","-","Active","Adjustable","External Switch","1","General Purpose","Surface Mount","12-TSSOP (0.118"", 3.00mm Width) Exposed Pad","12-MSOP-EP"
http://www.linear.com/docs/40854,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1668;MS;12.jpg,LT4363MPMS-1#PBF-ND,LT4363MPMS-1#PBF,Linear Technology/Analog Devices,IC SURGE STOPPER HV 12MSOP,113,1776,"18.03000","0","1","Tube","-","Active","27V Adj","External Switch","1","Automotive","Surface Mount","12-TSSOP (0.118"", 3.00mm Width)","12-MSOP"
https://www.bourns.com/docs/Product-Datasheets/TBU-PL.pdf,//media.digikey.com/Photos/Bourns%20Photos/TBU-PL050-100-WH.jpg,TBU-PL085-200-WHTR-ND,TBU-PL085-200-WH,Bourns Inc.,SURGE SUPP TBU DL 50OHM 850VIMP,9000,0,"0.71550","0","3000","Tape & Reel (TR)","TBU®","Active","850V","Internal Switch","2","SLIC","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-PL.pdf,//media.digikey.com/Photos/Bourns%20Photos/TBU-PL050-100-WH.jpg,TBU-PL085-200-WHCT-ND,TBU-PL085-200-WH,Bourns Inc.,SURGE SUPP TBU DL 50OHM 850VIMP,11045,0,"1.69000","0","1","Cut Tape (CT)","TBU®","Active","850V","Internal Switch","2","SLIC","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-PL.pdf,//media.digikey.com/Photos/Bourns%20Photos/TBU-PL050-100-WH.jpg,TBU-PL085-200-WHDKR-ND,TBU-PL085-200-WH,Bourns Inc.,SURGE SUPP TBU DL 50OHM 850VIMP,11045,0,"Digi-Reel","0","1","Digi-Reel®","TBU®","Active","850V","Internal Switch","2","SLIC","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA050-200-WHTR-ND,TBU-CA050-200-WH,Bourns Inc.,SURGE SUPP TBU 200MA 500VIMP SMD,3000,0,"0.74250","0","3000","Tape & Reel (TR)","TBU®","Active","500V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA050-200-WHCT-ND,TBU-CA050-200-WH,Bourns Inc.,SURGE SUPP TBU 200MA 500VIMP SMD,3946,0,"1.76000","0","1","Cut Tape (CT)","TBU®","Active","500V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA050-200-WHDKR-ND,TBU-CA050-200-WH,Bourns Inc.,SURGE SUPP TBU 200MA 500VIMP SMD,3946,0,"Digi-Reel","0","1","Digi-Reel®","TBU®","Active","500V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
http://www.linear.com/docs/52707,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1661;-MS,-MS10;-10.jpg",LTC4380CMS-1#PBF-ND,LTC4380CMS-1#PBF,Linear Technology/Analog Devices,IC LOW CUR SURGE STOPPER 10MSOP,502,0,"6.02000","0","1","Tube","-","Active","31.5V, 50V","External Switch","1","Automotive","Surface Mount","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)","10-MSOP"
http://www.linear.com/docs/52707,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1661;-MS,-MS10;-10.jpg",LTC4380IMS-4#PBF-ND,LTC4380IMS-4#PBF,Linear Technology/Analog Devices,IC LOW CUR SURGE STOPPER 10MSOP,172,350,"6.91000","0","1","Tube","-","Active","Vcc + 13.5V","External Switch","1","Automotive","Surface Mount","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)","10-MSOP"
http://www.linear.com/docs/52707,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1661;-MS,-MS10;-10.jpg",LTC4380IMS-3#PBF-ND,LTC4380IMS-3#PBF,Linear Technology/Analog Devices,IC LOW CUR SURGE STOPPER 10MSOP,167,2050,"6.91000","0","1","Tube","-","Active","Vcc + 13.5V","External Switch","1","Automotive","Surface Mount","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)","10-MSOP"
https://datasheets.maximintegrated.com/en/ds/MAX14571-MAX14573.pdf,//media.digikey.com/Renders/STMicro%20Renders/14-TSSOP-EPad.jpg,MAX14573EUD+TTR-ND,MAX14573EUD+T,Maxim Integrated,IC OVP/OCP ADJ PROTECT 14TSSOP,2500,0,"2.99250","0","2500","Tape & Reel (TR)","-","Active","-","Internal Switch","1","General Purpose","Surface Mount","14-TSSOP (0.173"", 4.40mm Width) Exposed Pad","14-TSSOP-EP"
https://datasheets.maximintegrated.com/en/ds/MAX14571-MAX14573.pdf,//media.digikey.com/Renders/STMicro%20Renders/14-TSSOP-EPad.jpg,MAX14573EUD+TCT-ND,MAX14573EUD+T,Maxim Integrated,IC OVP/OCP ADJ PROTECT 14TSSOP,2500,0,"5.30000","0","1","Cut Tape (CT)","-","Active","-","Internal Switch","1","General Purpose","Surface Mount","14-TSSOP (0.173"", 4.40mm Width) Exposed Pad","14-TSSOP-EP"
https://datasheets.maximintegrated.com/en/ds/MAX14571-MAX14573.pdf,//media.digikey.com/Renders/STMicro%20Renders/14-TSSOP-EPad.jpg,MAX14573EUD+TDKR-ND,MAX14573EUD+T,Maxim Integrated,IC OVP/OCP ADJ PROTECT 14TSSOP,2500,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","Internal Switch","1","General Purpose","Surface Mount","14-TSSOP (0.173"", 4.40mm Width) Exposed Pad","14-TSSOP-EP"
http://www.analog.com/media/en/technical-documentation/data-sheets/ltc7862.pdf,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1663varCB;FE;20.jpg,LTC7862EFE#PBF-ND,LTC7862EFE#PBF,Linear Technology/Analog Devices,140V HIGH EFFICIENCY SWITCHING S,206,296,"8.24000","0","1","Bulk","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","20-TSSOP (0.173"", 4.40mm Width) Exposed Pad","20-TSSOP-EP"
http://www.analog.com/media/en/technical-documentation/data-sheets/ltc7862.pdf,//media.digikey.com/Renders/Linear%20Tech%20Renders/20%20QFN%2005-08-1711.jpg,LTC7862IUFD#PBF-ND,LTC7862IUFD#PBF,Linear Technology/Analog Devices,140V HIGH EFFICIENCY SWITCHING S,211,0,"9.21000","0","1","Bulk","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","20-WFQFN Exposed Pad","20-QFN (5x4)"
http://www.analog.com/media/en/technical-documentation/data-sheets/ltc7862.pdf,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1663varCB;FE;20.jpg,LTC7862IFE#PBF-ND,LTC7862IFE#PBF,Linear Technology/Analog Devices,140V HIGH EFFICIENCY SWITCHING S,188,370,"9.21000","0","1","Bulk","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","20-TSSOP (0.173"", 4.40mm Width) Exposed Pad","20-TSSOP-EP"
http://www.analog.com/media/en/technical-documentation/data-sheets/ltc7862.pdf,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1663varCB;FE;20.jpg,LTC7862HFE#PBF-ND,LTC7862HFE#PBF,Linear Technology/Analog Devices,140V HIGH EFFICIENCY SWITCHING S,140,1776,"10.05000","0","1","Bulk","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","20-TSSOP (0.173"", 4.40mm Width) Exposed Pad","20-TSSOP-EP"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STBP110.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-WFDFN%20Exposed%20Pad.jpg,497-13146-2-ND,STBP110CVDJ6F,STMicroelectronics,IC OVP PROTECTION POWERFLAT2X2,3000,0,"0.37240","0","3000","Tape & Reel (TR)","-","Obsolete","-","Internal Switch","1","General Purpose","Surface Mount","8-WFDFN Exposed Pad","8-TDFN (2x2)"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STBP110.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-WFDFN%20Exposed%20Pad.jpg,497-13146-1-ND,STBP110CVDJ6F,STMicroelectronics,IC OVP PROTECTION POWERFLAT2X2,5970,0,"0.90000","0","1","Cut Tape (CT)","-","Obsolete","-","Internal Switch","1","General Purpose","Surface Mount","8-WFDFN Exposed Pad","8-TDFN (2x2)"
