Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Voltage - Clamping","Technology","Number of Circuits","Applications","Mounting Type","Package / Case","Supplier Device Package"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd4s214,//media.digikey.com/Renders/Texas%20Instr%20Renders/TI%2012-DSBGA%20YZG.jpg,296-39348-2-ND,TPD4S214YFFR,Texas Instruments,USB OTG COMPANION DEVICE,39000,9000,"0.55440","0","3000","Tape & Reel (TR)","-","Active","-","Internal Switch","1","USB OTG","Surface Mount","12-UFBGA, DSBGA","12-DSBGA"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd4s214,//media.digikey.com/Renders/Texas%20Instr%20Renders/TI%2012-DSBGA%20YZG.jpg,296-39348-1-ND,TPD4S214YFFR,Texas Instruments,USB OTG COMPANION DEVICE,39889,10001,"1.35000","0","1","Cut Tape (CT)","-","Active","-","Internal Switch","1","USB OTG","Surface Mount","12-UFBGA, DSBGA","12-DSBGA"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd4s214,//media.digikey.com/Renders/Texas%20Instr%20Renders/TI%2012-DSBGA%20YZG.jpg,296-39348-6-ND,TPD4S214YFFR,Texas Instruments,USB OTG COMPANION DEVICE,39889,10001,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","Internal Switch","1","USB OTG","Surface Mount","12-UFBGA, DSBGA","12-DSBGA"
https://datasheets.maximintegrated.com/en/ds/MAX9940.pdf,//media.digikey.com/photos/Maxim%20Photos/175-SC-70-5.jpg,MAX9940AXK+TTR-ND,MAX9940AXK+T,Maxim Integrated,IC OVERVOLTAGE PROTECTOR SC70-5,7500,0,"0.60375","0","2500","Tape & Reel (TR)","-","Active","28V","Internal Switch","1","General Purpose","Surface Mount","5-TSSOP, SC-70-5, SOT-353","SC-70-5"
https://datasheets.maximintegrated.com/en/ds/MAX9940.pdf,//media.digikey.com/photos/Maxim%20Photos/175-SC-70-5.jpg,MAX9940AXK+TCT-ND,MAX9940AXK+T,Maxim Integrated,IC OVERVOLTAGE PROTECTOR SC70-5,8040,0,"1.32000","0","1","Cut Tape (CT)","-","Active","28V","Internal Switch","1","General Purpose","Surface Mount","5-TSSOP, SC-70-5, SOT-353","SC-70-5"
https://datasheets.maximintegrated.com/en/ds/MAX9940.pdf,//media.digikey.com/photos/Maxim%20Photos/175-SC-70-5.jpg,MAX9940AXK+TDKR-ND,MAX9940AXK+T,Maxim Integrated,IC OVERVOLTAGE PROTECTOR SC70-5,8040,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","28V","Internal Switch","1","General Purpose","Surface Mount","5-TSSOP, SC-70-5, SOT-353","SC-70-5"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA065-300-WHTR-ND,TBU-CA065-300-WH,Bourns Inc.,SURGE SUPP TBU 300MA 650VIMP SMD,24000,0,"0.74250","0","3000","Tape & Reel (TR)","TBU®","Active","650V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA065-300-WHCT-ND,TBU-CA065-300-WH,Bourns Inc.,SURGE SUPP TBU 300MA 650VIMP SMD,24055,0,"1.76000","0","1","Cut Tape (CT)","TBU®","Active","650V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA065-300-WHDKR-ND,TBU-CA065-300-WH,Bourns Inc.,SURGE SUPP TBU 300MA 650VIMP SMD,24055,0,"Digi-Reel","0","1","Digi-Reel®","TBU®","Active","650V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA040-050-WHTR-ND,TBU-CA040-050-WH,Bourns Inc.,SURGE SUPP TBU 50MA 400VIMP SMD,21000,0,"0.74250","0","3000","Tape & Reel (TR)","TBU®","Active","400V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA040-050-WHCT-ND,TBU-CA040-050-WH,Bourns Inc.,SURGE SUPP TBU 50MA 400VIMP SMD,22247,0,"1.76000","0","1","Cut Tape (CT)","TBU®","Active","400V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA040-050-WHDKR-ND,TBU-CA040-050-WH,Bourns Inc.,SURGE SUPP TBU 50MA 400VIMP SMD,22247,0,"Digi-Reel","0","1","Digi-Reel®","TBU®","Active","400V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA065-050-WHTR-ND,TBU-CA065-050-WH,Bourns Inc.,SURGE SUPP TBU 50MA 650VIMP SMD,15000,0,"0.74250","0","3000","Tape & Reel (TR)","TBU®","Active","650V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA065-050-WHCT-ND,TBU-CA065-050-WH,Bourns Inc.,SURGE SUPP TBU 50MA 650VIMP SMD,16907,0,"1.76000","0","1","Cut Tape (CT)","TBU®","Active","650V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA065-050-WHDKR-ND,TBU-CA065-050-WH,Bourns Inc.,SURGE SUPP TBU 50MA 650VIMP SMD,16907,0,"Digi-Reel","0","1","Digi-Reel®","TBU®","Active","650V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA085-050-WHTR-ND,TBU-CA085-050-WH,Bourns Inc.,SURGE SUPP TBU 50MA 850VIMP SMD,15000,0,"0.74250","0","3000","Tape & Reel (TR)","TBU®","Active","850V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA085-050-WHCT-ND,TBU-CA085-050-WH,Bourns Inc.,SURGE SUPP TBU 50MA 850VIMP SMD,18713,0,"1.76000","0","1","Cut Tape (CT)","TBU®","Active","850V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA085-050-WHDKR-ND,TBU-CA085-050-WH,Bourns Inc.,SURGE SUPP TBU 50MA 850VIMP SMD,18713,0,"Digi-Reel","0","1","Digi-Reel®","TBU®","Active","850V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA065-100-WHTR-ND,TBU-CA065-100-WH,Bourns Inc.,SURGE SUPP TBU 100MA 650VIMP SMD,12000,0,"0.74250","0","3000","Tape & Reel (TR)","TBU®","Active","650V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA065-100-WHCT-ND,TBU-CA065-100-WH,Bourns Inc.,SURGE SUPP TBU 100MA 650VIMP SMD,13921,0,"1.76000","0","1","Cut Tape (CT)","TBU®","Active","650V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA065-100-WHDKR-ND,TBU-CA065-100-WH,Bourns Inc.,SURGE SUPP TBU 100MA 650VIMP SMD,13921,0,"Digi-Reel","0","1","Digi-Reel®","TBU®","Active","650V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA065-200-WHTR-ND,TBU-CA065-200-WH,Bourns Inc.,SURGE SUPP TBU 200MA 650VIMP SMD,12000,0,"0.74250","0","3000","Tape & Reel (TR)","TBU®","Active","650V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA065-200-WHCT-ND,TBU-CA065-200-WH,Bourns Inc.,SURGE SUPP TBU 200MA 650VIMP SMD,12029,0,"1.76000","0","1","Cut Tape (CT)","TBU®","Active","650V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA065-200-WHDKR-ND,TBU-CA065-200-WH,Bourns Inc.,SURGE SUPP TBU 200MA 650VIMP SMD,12029,0,"Digi-Reel","0","1","Digi-Reel®","TBU®","Active","650V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA050-100-WHTR-ND,TBU-CA050-100-WH,Bourns Inc.,SURGE SUPP TBU 100MA 500VIMP SMD,9000,0,"0.74250","0","3000","Tape & Reel (TR)","TBU®","Active","500V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA050-100-WHCT-ND,TBU-CA050-100-WH,Bourns Inc.,SURGE SUPP TBU 100MA 500VIMP SMD,9445,0,"1.76000","0","1","Cut Tape (CT)","TBU®","Active","500V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA050-100-WHDKR-ND,TBU-CA050-100-WH,Bourns Inc.,SURGE SUPP TBU 100MA 500VIMP SMD,9445,0,"Digi-Reel","0","1","Digi-Reel®","TBU®","Active","500V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA025-050-WHTR-ND,TBU-CA025-050-WH,Bourns Inc.,SURGE SUPP TBU 50MA 250VIMP SMD,6000,0,"0.74250","0","3000","Tape & Reel (TR)","TBU®","Active","250V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA025-050-WHCT-ND,TBU-CA025-050-WH,Bourns Inc.,SURGE SUPP TBU 50MA 250VIMP SMD,6706,0,"1.76000","0","1","Cut Tape (CT)","TBU®","Active","250V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA025-050-WHDKR-ND,TBU-CA025-050-WH,Bourns Inc.,SURGE SUPP TBU 50MA 250VIMP SMD,6706,0,"Digi-Reel","0","1","Digi-Reel®","TBU®","Active","250V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA025-500-WHTR-ND,TBU-CA025-500-WH,Bourns Inc.,SURGE SUPP TBU 500MA 250VIMP SMD,3000,0,"0.74250","0","3000","Tape & Reel (TR)","TBU®","Active","250V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA025-500-WHCT-ND,TBU-CA025-500-WH,Bourns Inc.,SURGE SUPP TBU 500MA 250VIMP SMD,3936,0,"1.76000","0","1","Cut Tape (CT)","TBU®","Active","250V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-CA.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-CA.jpg,TBU-CA025-500-WHDKR-ND,TBU-CA025-500-WH,Bourns Inc.,SURGE SUPP TBU 500MA 250VIMP SMD,3936,0,"Digi-Reel","0","1","Digi-Reel®","TBU®","Active","250V","Internal Switch","1","General Purpose","Surface Mount","SMD 6.50mm x 4.00mm","SMD"
https://www.bourns.com/docs/Product-Datasheets/TBU-DT.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-DT.jpg,TBU-DT065-300-WHTR-ND,TBU-DT065-300-WH,Bourns Inc.,SURGE SUPP TBU DL 300MA 650VIMP,12000,0,"0.85050","0","3000","Tape & Reel (TR)","TBU®","Active","650V","Internal Switch","2","Ethernet","Surface Mount","4-VDFN Exposed Pad","4-DFN (5x5)"
https://www.bourns.com/docs/Product-Datasheets/TBU-DT.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-DT.jpg,TBU-DT065-300-WHCT-ND,TBU-DT065-300-WH,Bourns Inc.,SURGE SUPP TBU DL 300MA 650VIMP,14350,0,"2.01000","0","1","Cut Tape (CT)","TBU®","Active","650V","Internal Switch","2","Ethernet","Surface Mount","4-VDFN Exposed Pad","4-DFN (5x5)"
https://www.bourns.com/docs/Product-Datasheets/TBU-DT.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-DT.jpg,TBU-DT065-300-WHDKR-ND,TBU-DT065-300-WH,Bourns Inc.,SURGE SUPP TBU DL 300MA 650VIMP,14350,0,"Digi-Reel","0","1","Digi-Reel®","TBU®","Active","650V","Internal Switch","2","Ethernet","Surface Mount","4-VDFN Exposed Pad","4-DFN (5x5)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd8s300,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-WFQFN%20Pkg.jpg,296-45177-2-ND,TPD8S300RUKR,Texas Instruments,SURGE SUPP 8VC 2-CIRCUIT 20WQFN,6000,0,"1.17585","0","3000","Tape & Reel (TR)","-","Active","8V","Internal Switch","2","USB OTG","Surface Mount","20-WFQFN Exposed Pad","20-WQFN (3x3)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd8s300,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-WFQFN%20Pkg.jpg,296-45177-1-ND,TPD8S300RUKR,Texas Instruments,SURGE SUPP 8VC 2-CIRCUIT 20WQFN,11588,2695,"2.65000","0","1","Cut Tape (CT)","-","Active","8V","Internal Switch","2","USB OTG","Surface Mount","20-WFQFN Exposed Pad","20-WQFN (3x3)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd8s300,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-WFQFN%20Pkg.jpg,296-45177-6-ND,TPD8S300RUKR,Texas Instruments,SURGE SUPP 8VC 2-CIRCUIT 20WQFN,11588,2695,"Digi-Reel","0","1","Digi-Reel®","-","Active","8V","Internal Switch","2","USB OTG","Surface Mount","20-WFQFN Exposed Pad","20-WQFN (3x3)"
http://www.linear.com/docs/25228,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1661;-MS,-MS10;-10.jpg",LT4356IMS-1#TRPBFTR-ND,LT4356IMS-1#TRPBF,Linear Technology/Analog Devices,IC OVERVOLT PROT REG 10-MSOP,7500,0,"3.01600","0","2500","Tape & Reel (TR)","-","Active","27V Adj","External Switch","1","Automotive","Surface Mount","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)","10-MSOP"
http://www.linear.com/docs/25228,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1661;-MS,-MS10;-10.jpg",LT4356IMS-1#TRPBFCT-ND,LT4356IMS-1#TRPBF,Linear Technology/Analog Devices,IC OVERVOLT PROT REG 10-MSOP,11674,0,"6.09000","0","1","Cut Tape (CT)","-","Active","27V Adj","External Switch","1","Automotive","Surface Mount","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)","10-MSOP"
http://www.linear.com/docs/25228,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1661;-MS,-MS10;-10.jpg",LT4356IMS-1#TRPBFDKR-ND,LT4356IMS-1#TRPBF,Linear Technology/Analog Devices,IC OVERVOLT PROT REG 10-MSOP,11674,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","27V Adj","External Switch","1","Automotive","Surface Mount","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)","10-MSOP"
http://www.linear.com/docs/40796,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1702;DDB;8.jpg,LTC4366IDDB-2#TRMPBFTR-ND,LTC4366IDDB-2#TRMPBF,Linear Technology/Analog Devices,IC SURGE STOPPER HV 8-DFN,3000,0,"3.83500","0","500","Tape & Reel (TR)","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","8-WFDFN Exposed Pad","8-DFN (3x2)"
http://www.linear.com/docs/40796,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1702;DDB;8.jpg,LTC4366IDDB-2#TRMPBFCT-ND,LTC4366IDDB-2#TRMPBF,Linear Technology/Analog Devices,IC SURGE STOPPER HV 8-DFN,3068,0,"7.75000","0","1","Cut Tape (CT)","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","8-WFDFN Exposed Pad","8-DFN (3x2)"
http://www.linear.com/docs/40796,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1702;DDB;8.jpg,LTC4366IDDB-2#TRMPBFDKR-ND,LTC4366IDDB-2#TRMPBF,Linear Technology/Analog Devices,IC SURGE STOPPER HV 8-DFN,3068,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","8-WFDFN Exposed Pad","8-DFN (3x2)"
http://www.linear.com/docs/40796,//media.digikey.com/renders/Linear%20Tech%20Renders/TSOT-23-8_05-08-1637.jpg,LTC4366HTS8-2#TRMPBFTR-ND,LTC4366HTS8-2#TRMPBF,Linear Technology/Analog Devices,IC SURGE STOPPER HV TSOT-23-8,3500,0,"4.38100","0","500","Tape & Reel (TR)","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","SOT-23-8 Thin, TSOT-23-8","TSOT-23-8"
http://www.linear.com/docs/40796,//media.digikey.com/renders/Linear%20Tech%20Renders/TSOT-23-8_05-08-1637.jpg,LTC4366HTS8-2#TRMPBFCT-ND,LTC4366HTS8-2#TRMPBF,Linear Technology/Analog Devices,IC SURGE STOPPER HV TSOT-23-8,3638,0,"8.85000","0","1","Cut Tape (CT)","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","SOT-23-8 Thin, TSOT-23-8","TSOT-23-8"
http://www.linear.com/docs/40796,//media.digikey.com/renders/Linear%20Tech%20Renders/TSOT-23-8_05-08-1637.jpg,LTC4366HTS8-2#TRMPBFDKR-ND,LTC4366HTS8-2#TRMPBF,Linear Technology/Analog Devices,IC SURGE STOPPER HV TSOT-23-8,3638,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","SOT-23-8 Thin, TSOT-23-8","TSOT-23-8"
http://www.linear.com/docs/25228,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1661;-MS,-MS10;-10.jpg",LT4356CMS-1#PBF-ND,LT4356CMS-1#PBF,Linear Technology/Analog Devices,IC OVERVOLT PROT REG 10-MSOP,2207,0,"4.79000","0","1","Tube","-","Active","27V Adj","External Switch","1","Automotive","Surface Mount","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)","10-MSOP"
http://www.linear.com/docs/25228,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1610;S;16.jpg,LT4356CS-2#PBF-ND,LT4356CS-2#PBF,Linear Technology/Analog Devices,IC SURGE STOPPER 16-SOIC,1941,0,"4.79000","0","1","Tube","-","Active","27V Adj","External Switch","1","Automotive","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
http://www.linear.com/docs/27756,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1661;-MS,-MS10;-10.jpg",LT4356CMS-3#PBF-ND,LT4356CMS-3#PBF,Linear Technology/Analog Devices,IC SURGE STOPPER W/LATCH 10MSOP,1067,0,"4.79000","0","1","Tube","-","Active","27V Adj","External Switch","1","Automotive","Surface Mount","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)","10-MSOP"
http://www.linear.com/docs/25228,//media.digikey.com/renders/Linear%20Tech%20Renders/12-DFN_05-08-1695%20rev%20D.jpg,LT4356CDE-2#PBF-ND,LT4356CDE-2#PBF,Linear Technology/Analog Devices,IC SURGE STOPPER 12-DFN,1217,0,"4.79000","0","1","Tube","-","Active","27V Adj","External Switch","1","Automotive","Surface Mount","12-WFDFN Exposed Pad","12-DFN (4x3)"
http://www.linear.com/docs/41815,//media.digikey.com/Renders/Linear%20Tech%20Renders/16-MSOP%2005-08-1669.jpg,LTC4364IMS-2#TRPBFTR-ND,LTC4364IMS-2#TRPBF,Linear Technology/Analog Devices,IC SURGE STOPPER W/DIODE 16MSOP,2500,0,"4.97900","0","2500","Tape & Reel (TR)","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","16-TFSOP (0.118"", 3.00mm Width)","16-MSOP"
http://www.linear.com/docs/41815,//media.digikey.com/Renders/Linear%20Tech%20Renders/16-MSOP%2005-08-1669.jpg,LTC4364IMS-2#TRPBFCT-ND,LTC4364IMS-2#TRPBF,Linear Technology/Analog Devices,IC SURGE STOPPER W/DIODE 16MSOP,4402,0,"10.06000","0","1","Cut Tape (CT)","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","16-TFSOP (0.118"", 3.00mm Width)","16-MSOP"
http://www.linear.com/docs/41815,//media.digikey.com/Renders/Linear%20Tech%20Renders/16-MSOP%2005-08-1669.jpg,LTC4364IMS-2#TRPBFDKR-ND,LTC4364IMS-2#TRPBF,Linear Technology/Analog Devices,IC SURGE STOPPER W/DIODE 16MSOP,4402,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","16-TFSOP (0.118"", 3.00mm Width)","16-MSOP"
http://www.linear.com/docs/57622,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1661;-MS,-MS10;-10.jpg",LTC4368IMS-1#PBF-ND,LTC4368IMS-1#PBF,Linear Technology/Analog Devices,IC SURGE SUPPRESSION ADJ 10MSOP,603,9200,"5.30000","0","1","Tube","-","Active","Adjustable","External Switch","1","Automotive","Surface Mount","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)","10-MSOP"
http://www.linear.com/docs/25228,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1661;-MS,-MS10;-10.jpg",LT4356IMS-1#PBF-ND,LT4356IMS-1#PBF,Linear Technology/Analog Devices,IC OVERVOLT PROT REG 10-MSOP,24145,0,"5.76000","0","1","Tube","-","Active","27V Adj","External Switch","1","Automotive","Surface Mount","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)","10-MSOP"
http://www.linear.com/docs/25228,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1610;S;16.jpg,LT4356IS-1#PBF-ND,LT4356IS-1#PBF,Linear Technology/Analog Devices,IC OVERVOLT PROT REG 16-SOIC,5451,0,"5.76000","0","1","Tube","-","Active","27V Adj","External Switch","1","Automotive","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
http://www.linear.com/docs/27756,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1661;-MS,-MS10;-10.jpg",LT4356IMS-3#PBF-ND,LT4356IMS-3#PBF,Linear Technology/Analog Devices,IC SURGE STOPPER W/LATCH 10MSOP,5072,0,"5.76000","0","1","Tube","-","Active","27V Adj","External Switch","1","Automotive","Surface Mount","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)","10-MSOP"
http://www.linear.com/docs/25228,//media.digikey.com/renders/Linear%20Tech%20Renders/12-DFN_05-08-1695%20rev%20D.jpg,LT4356IDE-2#PBF-ND,LT4356IDE-2#PBF,Linear Technology/Analog Devices,IC SURGE STOPPER 12-DFN,2494,0,"5.76000","0","1","Tube","-","Active","27V Adj","External Switch","1","Automotive","Surface Mount","12-WFDFN Exposed Pad","12-DFN (4x3)"
http://www.linear.com/docs/25228,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1610;S;16.jpg,LT4356IS-2#PBF-ND,LT4356IS-2#PBF,Linear Technology/Analog Devices,IC SURGE STOPPER 16-SOIC,1531,0,"5.76000","0","1","Tube","-","Active","27V Adj","External Switch","1","Automotive","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
