Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","R @ 25°C","Tolerance","Current - Steady State Max","R @ Current","Diameter","Lead Spacing","Approvals"
https://www.ametherm.com/datasheetspdf/SL084R003.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL05%20Series.jpg,570-1412-ND,SL08 4R003,Ametherm,ICL 4 OHM 20% 3A 8MM,4754,0,"0.57000","0","1","-","SL08","Active","4 Ohms","±20%","3A","230 mOhms","0.315"" (8.00mm)","0.201"" (5.10mm)","UR"
https://www.ametherm.com/datasheetspdf/SL0812101.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL08_12101.jpg,570-1097-ND,SL08 12101,Ametherm,ICL 120 OHM 25% 1A 8MM,3780,0,"0.57000","0","1","Bulk","miniAMP","Active","120 Ohms","±25%","1A","890 mOhms","0.315"" (8.00mm)","0.197"" (5.00mm)","UL"
https://www.ametherm.com/datasheetspdf/SL055R001.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL05%20Series.jpg,570-1262-ND,SL05 5R001-A,Ametherm,ICL 5 OHM 25% 1A 6MM,3705,0,"0.57000","0","1","Bulk","miniAMP","Active","5 Ohms","±25%","1A","-","0.236"" (6.00mm)","0.201"" (5.10mm)","-"
https://www.ametherm.com/datasheetspdf/SL0820002.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL08_12101.jpg,570-1083-ND,SL08 20002,Ametherm,ICL 20 OHM 20% 2A 8MM,3685,0,"0.57000","0","1","Bulk","miniAMP","Active","20 Ohms","±20%","2A","490 mOhms","0.315"" (8.00mm)","0.197"" (5.00mm)","-"
https://www.ametherm.com/datasheetspdf/SL0810002.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL08_12101.jpg,570-1273-ND,SL08 10002-A,Ametherm,ICL 10 OHM 20% 2A 8MM,3490,0,"0.57000","0","1","Bulk","miniAMP","Active","10 Ohms","±20%","2A","300 mOhms","0.315"" (8.00mm)","0.197"" (5.00mm)","CSA"
https://www.ametherm.com/datasheetspdf/SL054R003.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL05%20Series.jpg,570-1085-ND,SL05 4R003,Ametherm,ICL 4 OHM 20% 3A 6MM,1876,0,"0.57000","0","1","Bulk","miniAMP","Active","4 Ohms","±20%","3A","300 mOhms","0.236"" (6.00mm)","0.201"" (5.10mm)","-"
https://www.tdk-electronics.tdk.com/inf/50/db/icl_16/S238.pdf,//media.digikey.com/photos/Epcos%20Photos/B5723xS%20Series.jpg,495-76109-2-ND,B57238S0100M051,EPCOS (TDK),ICL 10 OHM 20% 5A 16MM,6000,0,"0.57398","0","1000","Tape & Reel (TR)","S238","Active","10 Ohms","±20%","5A","-","0.630"" (16.00mm)","0.295"" (7.50mm)","UL"
https://www.tdk-electronics.tdk.com/inf/50/db/icl_16/S238.pdf,//media.digikey.com/photos/Epcos%20Photos/B5723xS%20Series.jpg,495-76109-1-ND,B57238S0100M051,EPCOS (TDK),ICL 10 OHM 20% 5A 16MM,6270,0,"1.39000","0","1","Cut Tape (CT)","-","Active","10 Ohms","±20%","5A","-","0.630"" (16.00mm)","0.295"" (7.50mm)","UL"
https://www.tdk-electronics.tdk.com/inf/50/db/icl_16/S153.pdf,//media.digikey.com/Photos/Epcos%20Photos/B57153SxxxM.jpg,495-2079-ND,B57153S0479M000,EPCOS (TDK),ICL 4.7 OHM 20% 3A 8.5MM,18928,0,"0.59000","0","1","Bulk","S153","Active","4.7 Ohms","±20%","3A","-","0.335"" (8.50mm)","0.197"" (5.00mm)","UL"
https://www.tdk-electronics.tdk.com/inf/50/db/icl_16/S153.pdf,//media.digikey.com/Photos/Epcos%20Photos/B57153SxxxM.jpg,495-2076-ND,B57153S0100M000,EPCOS (TDK),ICL 10 OHM 20% 2A 8.5MM,5038,0,"0.59000","0","1","Bulk","S153","Active","10 Ohms","±20%","2A","-","0.335"" (8.50mm)","0.197"" (5.00mm)","UL"
https://www.tdk-electronics.tdk.com/inf/50/db/icl_16/S153.pdf,//media.digikey.com/Photos/Epcos%20Photos/B57153SxxxM.jpg,495-2077-ND,B57153S0150M000,EPCOS (TDK),ICL 15 OHM 20% 1.8A 8.5MM,3727,0,"0.59000","0","1","Bulk","S153","Active","15 Ohms","±20%","1.8A","-","0.335"" (8.50mm)","0.197"" (5.00mm)","UL"
https://www.ametherm.com/datasheetspdf/SL1050002.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL10.jpg,570-1080-ND,SL10 50002,Ametherm,ICL 50 OHM 25% 1.6A 10MM,6266,0,"0.66000","0","1","Bulk","SL10","Active","50 Ohms","±25%","1.6A","440 mOhms","0.394"" (10.00mm)","0.197"" (5.00mm)","CSA"
https://www.ametherm.com/datasheetspdf/SL102R005.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL10.jpg,570-1081-ND,SL10 2R005,Ametherm,ICL 2 OHM 20% 5A 10MM,2824,0,"0.66000","0","1","Bulk","SL10","Active","2 Ohms","±20%","5A","100 mOhms","0.394"" (10.00mm)","0.201"" (5.10mm)","CSA"
https://www.tdk-electronics.tdk.com/inf/50/db/icl_16/S235.pdf,//media.digikey.com/photos/Epcos%20Photos/B5723xS%20Series.jpg,495-2093-ND,B57235S0509M000,EPCOS (TDK),ICL 5 OHM 20% 4.2A 9.5MM,9526,0,"0.74000","0","1","Bulk","-","Active","5 Ohms","±20%","4.2A","-","0.374"" (9.50mm)","0.197"" (5.00mm)","CQC, UL, VDE"
https://www.ametherm.com/datasheetspdf/SL085R002.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL08_12101.jpg,570-1121-ND,SL08 5R002,Ametherm,ICL 5 OHM 20% 2A 8MM,2462,0,"0.80000","0","1","Bulk","miniAMP","Active","5 Ohms","±20%","2A","180 mOhms","0.315"" (8.00mm)","0.201"" (5.10mm)","UR"
https://www.ametherm.com/datasheetspdf/SL1210006-03.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL12%20Series.jpg,570-1140-ND,SL12 10006-03,Ametherm,ICL 10 OHM 20% 6A 13MM,19038,0,"0.81000","0","1","Bulk","SL12","Active","10 Ohms","±20%","6A","120 mOhms","0.512"" (13.00mm)","0.307"" (7.80mm)","CSA"
https://www.ametherm.com/datasheetspdf/SL1210004.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL12%20Series.jpg,570-1079-ND,SL12 10004,Ametherm,ICL 10 OHM 20% 4A 13MM,3435,0,"0.81000","0","1","Bulk","SL12","Active","10 Ohms","±20%","4A","190 mOhms","0.512"" (13.00mm)","0.307"" (7.80mm)","-"
https://www.ametherm.com/datasheetspdf/SL121R010.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL12%20Series.jpg,570-1077-ND,SL12 1R010,Ametherm,ICL 1 OHM 20% 10A 13MM,2809,0,"0.81000","0","1","Bulk","SL12","Active","1 Ohms","±20%","10A","27 mOhms","0.512"" (13.00mm)","0.307"" (7.80mm)","-"
https://www.ametherm.com/datasheetspdf/SL1250002.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL12%20Series.jpg,570-1074-ND,SL12 50002,Ametherm,ICL 50 OHM 20% 2A 13MM,2368,0,"0.81000","0","1","Bulk","SL12","Active","50 Ohms","±20%","2A","650 mOhms","0.512"" (13.00mm)","0.307"" (7.80mm)","UR"
https://www.cantherm.com/wp-content/uploads/2018/08/MF72_AUG_2018.pdf,//media.digikey.com/photos/Cantherm%20Photos/MF72-002.5D13.JPG,317-1192-ND,MF72-002.5D13,Cantherm,ICL 2.5 OHM 20% 6A 15.5MM,13445,0,"0.84000","0","1","Bulk","MF72","Active","2.5 Ohms","±20%","6A","88 mOhms","0.610"" (15.50mm)","0.295"" (7.50mm)","-"
https://www.cantherm.com/wp-content/uploads/2018/08/MF72_AUG_2018.pdf,//media.digikey.com/photos/Cantherm%20Photos/MF72-001.3D13.JPG,317-1190-ND,MF72-001.3D13,Cantherm,ICL 1.3 OHM 20% 7A 15.5MM,2501,0,"0.84000","0","1","Bulk","MF72","Active","1.3 Ohms","±20%","7A","62 mOhms","0.610"" (15.50mm)","0.295"" (7.50mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Ametherm%20PDFs/SURGE-GARD_Series_Web.pdf,//media.digikey.com/Photos/Ametherm%20Photos/SG220.jpg,570-1166-ND,SG220,Ametherm,ICL 10 OHM 15% 3A 11.43MM,1800,0,"0.86000","0","1","Bulk","SURGE-GARD™","Active","10 Ohms","±15%","3A","200 mOhms","0.450"" (11.43mm)","0.310"" (7.87mm)","CSA, UR"
//media.digikey.com/pdf/Data%20Sheets/Ametherm%20PDFs/SURGE-GARD_Series_Web.pdf,//media.digikey.com/photos/Ametherm%20Photos/SG230.JPG,570-1173-ND,SG230,Ametherm,ICL 20 OHM 15% 1.75A 12.7MM,1790,0,"0.86000","0","1","Bulk","SURGE-GARD™","Active","20 Ohms","±15%","1.75A","600 mOhms","0.500"" (12.70mm)","0.310"" (7.87mm)","CSA, UR"
https://www.cantherm.com/wp-content/uploads/2018/08/MF72_AUG_2018.pdf,//media.digikey.com/photos/Cantherm%20Photos/MF72-012D13.JPG,317-1200-ND,MF72-012D13,Cantherm,ICL 12 OHM 20% 3A 15.5MM,1664,0,"0.88000","0","1","Bulk","MF72","Active","12 Ohms","±20%","3A","316 mOhms","0.610"" (15.50mm)","0.295"" (7.50mm)","-"
https://www.cantherm.com/wp-content/uploads/2018/08/MF72_AUG_2018.pdf,//media.digikey.com/photos/Cantherm%20Photos/MF72-005D13.JPG,317-1195-ND,MF72-005D13,Cantherm,ICL 5 OHM 20% 5A 15.5MM,1352,0,"0.88000","0","1","Bulk","MF72","Active","5 Ohms","±20%","5A","125 mOhms","0.610"" (15.50mm)","0.295"" (7.50mm)","-"
https://www.ametherm.com/datasheetspdf/SL154R008.pdf,//media.digikey.com/Photos/Ametherm%20Photos/SL15-4R008.jpg,570-1431-ND,SL15 4R008,Ametherm,ICL 4 OHM 20% 8A 16MM,2396,0,"0.89000","0","1","-","SL15","Active","4 Ohms","±20%","8A","70 mOhms","0.630"" (16.00mm)","0.307"" (7.80mm)","-"
https://www.ametherm.com/datasheetspdf/SL125R004.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL12%20Series.jpg,570-1134-ND,SL12 5R004,Ametherm,ICL 5 OHM 20% 4A 13MM,3286,0,"0.90000","0","1","Bulk","SL12","Active","5 Ohms","±20%","4A","70 mOhms","0.512"" (13.00mm)","0.307"" (7.80mm)","UR"
https://www.tdk-electronics.tdk.com/inf/50/db/icl_16/S236.pdf,//media.digikey.com/photos/Epcos%20Photos/B57236S0160M000.JPG,495-3046-ND,B57236S0160M000,EPCOS (TDK),ICL 16 OHM 20% 2.9A 11.5MM,1132,0,"0.91000","0","1","Bulk","S236","Active","16 Ohms","±20%","2.9A","-","0.453"" (11.50mm)","0.197"" (5.00mm)","UL"
https://www.tdk-electronics.tdk.com/inf/50/db/icl_16/S235.pdf,//media.digikey.com/photos/Epcos%20Photos/B5723xS%20Series.jpg,495-6672-ND,B57235S0259M000,EPCOS (TDK),ICL 2.5 OHM 20% 5.2A 9.5MM,2426,0,"0.94000","0","1","Bulk","-","Active","2.5 Ohms","±20%","5.2A","-","0.374"" (9.50mm)","0.197"" (5.00mm)","CQC, UL, VDE"
https://www.tdk-electronics.tdk.com/inf/50/db/icl_16/S236.pdf,//media.digikey.com/photos/Epcos%20Photos/B5723xS%20Series.jpg,495-6650-ND,B57236S0800M000,EPCOS (TDK),ICL 80 OHM 20% 1.6A 11.5MM,21363,0,"0.96000","0","1","Bulk","S236","Active","80 Ohms","±20%","1.6A","861 mOhms","0.453"" (11.50mm)","0.197"" (5.00mm)","UL"
https://www.tdk-electronics.tdk.com/inf/50/db/icl_16/S236.pdf,//media.digikey.com/photos/Epcos%20Photos/B57236S0500M000.JPG,495-2095-ND,B57236S0500M000,EPCOS (TDK),ICL 50 OHM 20% 1.9A 11.5MM,6388,0,"0.96000","0","1","Bulk","S236","Active","50 Ohms","±20%","1.9A","-","0.453"" (11.50mm)","0.197"" (5.00mm)","UL"
https://www.tdk-electronics.tdk.com/inf/50/db/icl_16/S236.pdf,//media.digikey.com/photos/Epcos%20Photos/B57236S0250M000.JPG,495-3048-ND,B57236S0250M000,EPCOS (TDK),ICL 25 OHM 20% 2.5A 11.5MM,3872,0,"0.96000","0","1","Bulk","S236","Active","25 Ohms","±20%","2.5A","-","0.453"" (11.50mm)","0.197"" (5.00mm)","UL"
https://www.tdk-electronics.tdk.com/inf/50/db/icl_16/S236.pdf,//media.digikey.com/photos/Epcos%20Photos/B57236S0100M000.JPG,495-2094-ND,B57236S0100M000,EPCOS (TDK),ICL 10 OHM 20% 3.5A 11.5MM,3462,0,"0.96000","0","1","Bulk","S236","Active","10 Ohms","±20%","3.5A","-","0.453"" (11.50mm)","0.197"" (5.00mm)","UL"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=90,//media.digikey.com/photos/GE%20Sensing%20Photos/INRUSH%20CURRENT%20LIMITERS%2013.97%20SERIES.jpg,KC015L-ND,CL-150,Amphenol Advanced Sensors,ICL 5 OHM 25% 4.7A 13.97MM,13153,0,"1.08000","0","1","Bulk","CL","Active","5 Ohms","±25%","4.7A","120 mOhms","0.550"" (13.97mm)","0.328"" (8.33mm)","UL"
https://www.ametherm.com/datasheetspdf/SL1540004.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL15_60002.jpg,570-1136-ND,SL15 40004,Ametherm,ICL 40 OHM 20% 4A 16MM,2843,0,"1.12000","0","1","Bulk","SL15","Active","40 Ohms","±20%","4A","300 mOhms","0.630"" (16.00mm)","0.307"" (7.80mm)","UR"
https://www.ametherm.com/datasheetspdf/SL1510006.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL12%20Series.jpg,570-1395-ND,SL15 10006,Ametherm,ICL 10 OHM 20% 6A 16MM,1383,0,"1.12000","0","1","Bulk","SL15","Active","10 Ohms","±20%","6A","150 mOhms","0.630"" (16.00mm)","0.307"" (7.80mm)","CSA"
https://www.tdk-electronics.tdk.com/inf/50/db/icl_16/S237.pdf,//media.digikey.com/photos/Epcos%20Photos/B57237%20Series.jpg,495-2099-ND,B57237S0479M000,EPCOS (TDK),ICL 4.7 OHM 20% 5.1A 15MM,1151,0,"1.17000","0","1","Bulk","S237","Active","4.7 Ohms","±20%","5.1A","-","0.591"" (15.00mm)","0.295"" (7.50mm)","UL"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=90,"//media.digikey.com/photos/GE%20Sensing%20Photos/INRUSH%20CURRENT%20LIMITERS%2010.16,11.43%20SERIES.jpg",KC011L-ND,CL-110,Amphenol Advanced Sensors,ICL 10 OHM 25% 3.2A 10.16MM,5489,0,"1.18000","0","1","Bulk","CL","Active","10 Ohms","±25%","3.2A","190 mOhms","0.400"" (10.16mm)","0.250"" (6.35mm)","UL"
//media.digikey.com/pdf/Data%20Sheets/Thermometrics%20Global%20Business%20PDFs/CL-140_Dwg.pdf,"//media.digikey.com/photos/GE%20Sensing%20Photos/INRUSH%20CURRENT%20LIMITERS%2010.16,11.43%20SERIES.jpg",KC014L-ND,CL-140,Amphenol Advanced Sensors,ICL 50 OHM 25% 1.1A 11.4MM,7088,0,"1.20000","0","1","Bulk","CL","Active","50 Ohms","±25%","1.1A","890 mOhms","0.449"" (11.40mm)","0.250"" (6.35mm)","UL"
https://www.cantherm.com/wp-content/uploads/2018/08/MF72_AUG_2018.pdf,//media.digikey.com/photos/Cantherm%20Photos/MF72-012D15.JPG,317-1215-ND,MF72-012D15,Cantherm,ICL 12 OHM 20% 4A 17.5MM,4488,0,"1.21000","0","1","Bulk","MF72","Active","12 Ohms","±20%","4A","250 mOhms","0.689"" (17.50mm)","0.295"" (7.50mm)","-"
https://www.cantherm.com/wp-content/uploads/2018/08/MF72_AUG_2018.pdf,//media.digikey.com/photos/Cantherm%20Photos/MF72-047D15.JPG,317-1220-ND,MF72-047D15,Cantherm,ICL 47 OHM 20% 3A 17.5MM,1723,0,"1.21000","0","1","Bulk","MF72","Active","47 Ohms","±20%","3A","680 mOhms","0.689"" (17.50mm)","0.394"" (10.00mm)","-"
https://www.cantherm.com/wp-content/uploads/2018/08/MF72_AUG_2018.pdf,//media.digikey.com/photos/Cantherm%20Photos/MF72-005D15.JPG,317-1210-ND,MF72-005D15,Cantherm,ICL 5 OHM 20% 6A 17.5MM,1258,0,"1.21000","0","1","Bulk","MF72","Active","5 Ohms","±20%","6A","112 mOhms","0.689"" (17.50mm)","0.394"" (10.00mm)","-"
https://www.tdk-electronics.tdk.com/inf/50/db/icl_16/S238.pdf,//media.digikey.com/photos/Epcos%20Photos/B5723xS%20Series.jpg,495-3062-ND,B57238S0259M000,EPCOS (TDK),ICL 2.5 OHM 20% 8.4A 16MM,1034,0,"1.22000","0","1","Bulk","S238","Active","2.5 Ohms","±20%","8.4A","-","0.630"" (16.00mm)","0.295"" (7.50mm)","UL"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=90,//media.digikey.com/photos/GE%20Sensing%20Photos/INRUSH%20CURRENT%20LIMITERS%2013.97%20SERIES.jpg,KC018L-ND,CL-180,Amphenol Advanced Sensors,ICL 16 OHM 25% 1.7A 13.97MM,24670,0,"1.23000","0","1","Bulk","CL","Active","16 Ohms","±25%","1.7A","490 mOhms","0.550"" (13.97mm)","0.328"" (8.33mm)","UL"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=90,//media.digikey.com/photos/GE%20Sensing%20Photos/INRUSH%20CURRENT%20LIMITERS%2013.97%20SERIES.jpg,KC016L-ND,CL-160,Amphenol Advanced Sensors,ICL 5 OHM 25% 2.8A 13.97MM,5970,0,"1.23000","0","1","Bulk","CL","Active","5 Ohms","±25%","2.8A","200 mOhms","0.550"" (13.97mm)","0.328"" (8.33mm)","UL"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=90,"//media.digikey.com/photos/GE%20Sensing%20Photos/INRUSH%20CURRENT%20LIMITERS%2010.16,11.43%20SERIES.jpg",KC013L-ND,CL-130,Amphenol Advanced Sensors,ICL 50 OHM 25% 1.6A 11.4MM,3993,0,"1.26000","0","1","Bulk","CL","Active","50 Ohms","±25%","1.6A","750 mOhms","0.449"" (11.40mm)","0.250"" (6.35mm)","UL"
//media.digikey.com/pdf/Data%20Sheets/Ametherm%20PDFs/SURGE-GARD_Series_Web.pdf,//media.digikey.com/photos/Ametherm%20Photos/SG240.JPG,570-1174-ND,SG240,Ametherm,ICL 40 OHM 15% 2A 15.88MM,4523,0,"1.34000","0","1","Bulk","SURGE-GARD™","Active","40 Ohms","±15%","2A","600 mOhms","0.625"" (15.88mm)","0.310"" (7.87mm)","CSA, UR"
//media.digikey.com/pdf/Data%20Sheets/Ametherm%20PDFs/SG57_Dwg.pdf,//media.digikey.com/photos/Ametherm%20Photos/SG57.JPG,570-1158-ND,SG57,Ametherm,ICL 5 OHM 10% 6A 15.24MM,4565,0,"1.54000","0","1","Bulk","SURGE-GARD™","Active","5 Ohms","±10%","6A","100 mOhms","0.600"" (15.24mm)","0.310"" (7.87mm)","CSA, UR"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=90,//media.digikey.com/photos/GE%20Sensing%20Photos/INRUSH%20CURRENT%20LIMITERS%2019.56%20SERIES.jpg,KC004L-ND,CL-40,Amphenol Advanced Sensors,ICL 5 OHM 25% 6A 19.56MM,7324,0,"1.58000","0","1","Bulk","CL","Active","5 Ohms","±25%","6A","110 mOhms","0.770"" (19.56mm)","0.328"" (8.33mm)","UL"
https://www.tdk-electronics.tdk.com/inf/50/db/icl_16/S238.pdf,//media.digikey.com/photos/Epcos%20Photos/B5723xS%20Series.jpg,495-6654-ND,B57238S0309M000,EPCOS (TDK),ICL 3 OHM 20% 16MM,4000,0,"1.58000","0","1","Bulk","S238","Active","3 Ohms","±20%","-","-","0.630"" (16.00mm)","-","-"
https://www.ametherm.com/datasheetspdf/SL2216004.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL22.jpg,570-1040-ND,SL22 16004,Ametherm,ICL 16 OHM 20% 4A 22MM,9090,0,"1.64000","0","1","Bulk","SL22","Active","16 Ohms","±20%","4A","250 mOhms","0.866"" (22.00mm)","0.307"" (7.80mm)","CSA"
https://www.ametherm.com/datasheetspdf/SL2214007.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL22.jpg,570-1039-ND,SL22 14007,Ametherm,ICL 14 OHM 25% 7A 22MM,5519,0,"1.64000","0","1","Bulk","SL22","Active","14 Ohms","±25%","7A","120 mOhms","0.866"" (22.00mm)","0.307"" (7.80mm)","CSA"
https://www.ametherm.com/datasheetspdf/SL220R516.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL22.jpg,570-1030-ND,SL22 0R516,Ametherm,ICL 500 MOHM 25% 16A 22MM,5365,0,"1.64000","0","1","Bulk","SL22","Active","500 mOhms","±25%","16A","20 mOhms","0.866"" (22.00mm)","0.307"" (7.80mm)","CSA"
https://www.ametherm.com/datasheetspdf/SL2212103.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL22.jpg,570-1037-ND,SL22 12103,Ametherm,ICL 120 OHM 25% 3A 22MM,4965,0,"1.64000","0","1","Bulk","SL22","Active","120 Ohms","±25%","3A","900 mOhms","0.866"" (22.00mm)","0.307"" (7.80mm)","CSA"
https://www.ametherm.com/datasheetspdf/SL2210008.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL22.jpg,570-1387-ND,SL22 10008-B,Ametherm,ICL 10 OHM 20% 8A 22MM,2741,0,"1.64000","0","1","Bulk","SL22","Active","10 Ohms","±20%","8A","100 mOhms","0.866"" (22.00mm)","0.295"" (7.50mm)","CSA, UR"
https://www.ametherm.com/datasheetspdf/SL222R510.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL22.jpg,570-1046-ND,SL22 2R510,Ametherm,ICL 2.5 OHM 20% 10A 22MM,1644,0,"1.64000","0","1","Bulk","SL22","Active","2.5 Ohms","±20%","10A","40 mOhms","0.866"" (22.00mm)","0.307"" (7.80mm)","CSA"
https://www.ametherm.com/datasheetspdf/SL224R014.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL22.jpg,570-1391-ND,SL22 4R014-B,Ametherm,ICL 4 OHM 20% 14A 22MM,1009,0,"1.64000","0","1","Bulk","SL22","Active","4 Ohms","±20%","14A","50 mOhms","0.866"" (22.00mm)","0.307"" (7.80mm)","CSA, UR"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=90,//media.digikey.com/photos/GE%20Sensing%20Photos/INRUSH%20CURRENT%20LIMITERS%2023.62%20SERIES.JPG,KC020L-ND,CL-200,Amphenol Advanced Sensors,ICL 25 OHM 25% 1.7A 13.97MM,1464,0,"1.92000","0","1","Bulk","CL","Active","25 Ohms","±25%","1.7A","490 mOhms","0.550"" (13.97mm)","0.328"" (8.33mm)","UL"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=90,"//media.digikey.com/photos/GE%20Sensing%20Photos/INRUSH%20CURRENT%20LIMITERS%2010.16,11.43%20SERIES.jpg",KC021L-ND,CL-210,Amphenol Advanced Sensors,ICL 30 OHM 25% 1.5A 10.16MM,1342,0,"2.03000","0","1","Bulk","CL","Active","30 Ohms","±25%","1.5A","590 mOhms","0.400"" (10.16mm)","0.250"" (6.35mm)","UL"
https://www.ametherm.com/datasheetspdf/SL325R020.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL32.jpg,570-1269-ND,SL32 5R020-B,Ametherm,ICL 5 OHM 20% 20A 31MM,2922,0,"2.12000","0","1","Bulk","BigAMP","Active","5 Ohms","±20%","20A","30 mOhms","1.220"" (31.00mm)","0.307"" (7.80mm)","CSA, UR"
https://www.ametherm.com/datasheetspdf/SL322R025.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_SL32.jpg,570-1357-ND,SL32 2R025-B,Ametherm,ICL 2 OHM 20% 25A 31MM,1267,0,"2.12000","0","1","Bulk","BigAMP","Active","2 Ohms","±20%","25A","20 mOhms","1.220"" (31.00mm)","0.307"" (7.80mm)","CSA, UR"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=90,//media.digikey.com/photos/GE%20Sensing%20Photos/INRUSH%20CURRENT%20LIMITERS%2019.56%20SERIES.jpg,KC006L-ND,CL-60,Amphenol Advanced Sensors,ICL 10 OHM 25% 5A 19.56MM,8450,0,"2.13000","0","1","Bulk","CL","Active","10 Ohms","±25%","5A","180 mOhms","0.770"" (19.56mm)","0.328"" (8.33mm)","UL"
https://www.ametherm.com/datasheetspdf/MS1215102.pdf,//media.digikey.com/Photos/Ametherm%20Photos/MFG_MS12%20Series.jpg,570-1000-ND,MS12 15102,Ametherm,ICL 150 OHM 25% 2A 13.5MM,4760,0,"2.21000","0","1","Bulk","MegaSurge™","Active","150 Ohms","±25%","2A","1.04 Ohms","0.531"" (13.50mm)","0.307"" (7.80mm)","UL"
"//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B57236,%20S%20236.pdf",//media.digikey.com/photos/Epcos%20Photos/B57236S0259L002.JPG,495-3049-ND,B57236S0259L002,EPCOS (TDK),ICL 2.5 OHM 15% 5.5A 11.5MM,2679,0,"2.38000","0","1","Bulk","S236","Active","2.5 Ohms","±15%","5.5A","-","0.453"" (11.50mm)","0.197"" (5.00mm)","UL"
//media.digikey.com/pdf/Data%20Sheets/Ametherm%20PDFs/SURGE-GARD_Series_Web.pdf,//media.digikey.com/Photos/Ametherm%20Photos/SG330.jpg,570-1156-ND,SG330,Ametherm,ICL 4 OHM 20% 14A 22.86MM,4960,0,"2.39000","0","1","Bulk","SURGE-GARD™","Active","4 Ohms","±20%","14A","50 mOhms","0.900"" (22.86mm)","0.350"" (8.89mm)","CSA, UR"
//media.digikey.com/pdf/Data%20Sheets/Ametherm%20PDFs/SURGE-GARD_Series_Web.pdf,//media.digikey.com/Photos/Ametherm%20Photos/SG160.JPG,570-1152-ND,SG160,Ametherm,ICL 2.5 OHM 15% 15A 22.86MM,4845,0,"2.39000","0","1","Bulk","SURGE-GARD™","Active","2.5 Ohms","±15%","15A","30 mOhms","0.900"" (22.86mm)","0.310"" (7.87mm)","CSA, UR"
//media.digikey.com/pdf/Data%20Sheets/Ametherm%20PDFs/SURGE-GARD_Series_Web.pdf,//media.digikey.com/Photos/Ametherm%20Photos/SG26.jpg,570-1161-ND,SG26,Ametherm,ICL 5 OHM 15% 12A 22.86MM,3236,0,"2.39000","0","1","Bulk","SURGE-GARD™","Active","5 Ohms","±15%","12A","60 mOhms","0.900"" (22.86mm)","0.310"" (7.87mm)","CSA, UR"
//media.digikey.com/pdf/Data%20Sheets/Ametherm%20PDFs/SURGE-GARD_Series_Web.pdf,//media.digikey.com/Photos/Ametherm%20Photos/SG110.jpg,570-1146-ND,SG110,Ametherm,ICL 2 OHM 15% 18A 22.86MM,2003,0,"2.39000","0","1","Bulk","SURGE-GARD™","Active","2 Ohms","±15%","18A","30 mOhms","0.900"" (22.86mm)","0.310"" (7.87mm)","CSA, UR"
