Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Fuse Type","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Response Time","Package / Case","Mounting Type","Breaking Capacity @ Rated Voltage","Melting I²t","Approvals","Operating Temperature","Color","Size / Dimension"
https://industrial.panasonic.com/cdbs/www-data/pdf/AFA0000/AFA0000C7.pdf,//media.digikey.com/Renders/Panasonic%20Renders/ERAW%20Series%200402%20Pkg.jpg,P15122TR-ND,ERB-RD0R50X,Panasonic Electronic Components,FUSE BOARD MNT 500MA 32VDC 0402,10000,0,"0.09800","0","10000","Tape & Reel (TR)","ERB-RD","Active","Board Mount (Cartridge Style Excluded)","500mA","-","32V","Fast Blow","0402 (1005 Metric)","Surface Mount","35A","-","cUL, UL","-40°C ~ 125°C","-","0.040"" L x 0.020"" W x 0.019"" H (1.00mm x 0.50mm x 0.48mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AFA0000/AFA0000C7.pdf,//media.digikey.com/Renders/Panasonic%20Renders/ERAW%20Series%200402%20Pkg.jpg,P15122CT-ND,ERB-RD0R50X,Panasonic Electronic Components,FUSE BOARD MNT 500MA 32VDC 0402,21476,0,"0.27000","0","1","Cut Tape (CT)","ERB-RD","Active","Board Mount (Cartridge Style Excluded)","500mA","-","32V","Fast Blow","0402 (1005 Metric)","Surface Mount","35A","-","cUL, UL","-40°C ~ 125°C","-","0.040"" L x 0.020"" W x 0.019"" H (1.00mm x 0.50mm x 0.48mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AFA0000/AFA0000C7.pdf,//media.digikey.com/Renders/Panasonic%20Renders/ERAW%20Series%200402%20Pkg.jpg,P15122DKR-ND,ERB-RD0R50X,Panasonic Electronic Components,FUSE BOARD MNT 500MA 32VDC 0402,21476,0,"Digi-Reel","0","1","Digi-Reel®","ERB-RD","Active","Board Mount (Cartridge Style Excluded)","500mA","-","32V","Fast Blow","0402 (1005 Metric)","Surface Mount","35A","-","cUL, UL","-40°C ~ 125°C","-","0.040"" L x 0.020"" W x 0.019"" H (1.00mm x 0.50mm x 0.48mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AFA0000/AFA0000C7.pdf,//media.digikey.com/Renders/Panasonic%20Renders/ERBSE%200603%20Series.jpg,P15124TR-ND,ERB-RE1R00V,Panasonic Electronic Components,FUSE BOARD MOUNT 1A 32VDC 0603,40000,0,"0.11400","0","5000","Tape & Reel (TR)","ERB-RE","Active","Board Mount (Cartridge Style Excluded)","1A","-","32V","Fast Blow","0603 (1608 Metric)","Surface Mount","50A","-","cUL, UL","-40°C ~ 125°C","-","0.063"" L x 0.032"" W x 0.025"" H (1.60mm x 0.81mm x 0.63mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AFA0000/AFA0000C7.pdf,//media.digikey.com/Renders/Panasonic%20Renders/ERBSE%200603%20Series.jpg,P15124CT-ND,ERB-RE1R00V,Panasonic Electronic Components,FUSE BOARD MOUNT 1A 32VDC 0603,43142,0,"0.29000","0","1","Cut Tape (CT)","ERB-RE","Active","Board Mount (Cartridge Style Excluded)","1A","-","32V","Fast Blow","0603 (1608 Metric)","Surface Mount","50A","-","cUL, UL","-40°C ~ 125°C","-","0.063"" L x 0.032"" W x 0.025"" H (1.60mm x 0.81mm x 0.63mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AFA0000/AFA0000C7.pdf,//media.digikey.com/Renders/Panasonic%20Renders/ERBSE%200603%20Series.jpg,P15124DKR-ND,ERB-RE1R00V,Panasonic Electronic Components,FUSE BOARD MOUNT 1A 32VDC 0603,43142,0,"Digi-Reel","0","1","Digi-Reel®","ERB-RE","Active","Board Mount (Cartridge Style Excluded)","1A","-","32V","Fast Blow","0603 (1608 Metric)","Surface Mount","50A","-","cUL, UL","-40°C ~ 125°C","-","0.063"" L x 0.032"" W x 0.025"" H (1.60mm x 0.81mm x 0.63mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AFA0000/AFA0000C7.pdf,//media.digikey.com/Renders/Panasonic%20Renders/ERBSE%200603%20Series.jpg,P15127TR-ND,ERB-RE0R50V,Panasonic Electronic Components,FUSE BOARD MNT 500MA 32VDC 0603,20000,0,"0.11400","0","5000","Tape & Reel (TR)","ERB-RE","Active","Board Mount (Cartridge Style Excluded)","500mA","-","32V","Fast Blow","0603 (1608 Metric)","Surface Mount","50A","-","cUL, UL","-40°C ~ 125°C","-","0.063"" L x 0.032"" W x 0.025"" H (1.60mm x 0.81mm x 0.63mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AFA0000/AFA0000C7.pdf,//media.digikey.com/Renders/Panasonic%20Renders/ERBSE%200603%20Series.jpg,P15127CT-ND,ERB-RE0R50V,Panasonic Electronic Components,FUSE BOARD MNT 500MA 32VDC 0603,22427,0,"0.29000","0","1","Cut Tape (CT)","ERB-RE","Active","Board Mount (Cartridge Style Excluded)","500mA","-","32V","Fast Blow","0603 (1608 Metric)","Surface Mount","50A","-","cUL, UL","-40°C ~ 125°C","-","0.063"" L x 0.032"" W x 0.025"" H (1.60mm x 0.81mm x 0.63mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AFA0000/AFA0000C7.pdf,//media.digikey.com/Renders/Panasonic%20Renders/ERBSE%200603%20Series.jpg,P15127DKR-ND,ERB-RE0R50V,Panasonic Electronic Components,FUSE BOARD MNT 500MA 32VDC 0603,22427,0,"Digi-Reel","0","1","Digi-Reel®","ERB-RE","Active","Board Mount (Cartridge Style Excluded)","500mA","-","32V","Fast Blow","0603 (1608 Metric)","Surface Mount","50A","-","cUL, UL","-40°C ~ 125°C","-","0.063"" L x 0.032"" W x 0.025"" H (1.60mm x 0.81mm x 0.63mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AFA0000/AFA0000C7.pdf,//media.digikey.com/Renders/Panasonic%20Renders/ERBSE%200603%20Series.jpg,P15118TR-ND,ERB-RE3R00V,Panasonic Electronic Components,FUSE BOARD MOUNT 3A 32VDC 0603,10000,0,"0.11400","0","5000","Tape & Reel (TR)","ERB-RE","Active","Board Mount (Cartridge Style Excluded)","3A","-","32V","Fast Blow","0603 (1608 Metric)","Surface Mount","50A","-","cUL, UL","-40°C ~ 125°C","-","0.063"" L x 0.032"" W x 0.025"" H (1.60mm x 0.81mm x 0.63mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AFA0000/AFA0000C7.pdf,//media.digikey.com/Renders/Panasonic%20Renders/ERBSE%200603%20Series.jpg,P15118CT-ND,ERB-RE3R00V,Panasonic Electronic Components,FUSE BOARD MOUNT 3A 32VDC 0603,10924,0,"0.29000","0","1","Cut Tape (CT)","ERB-RE","Active","Board Mount (Cartridge Style Excluded)","3A","-","32V","Fast Blow","0603 (1608 Metric)","Surface Mount","50A","-","cUL, UL","-40°C ~ 125°C","-","0.063"" L x 0.032"" W x 0.025"" H (1.60mm x 0.81mm x 0.63mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AFA0000/AFA0000C7.pdf,//media.digikey.com/Renders/Panasonic%20Renders/ERBSE%200603%20Series.jpg,P15118DKR-ND,ERB-RE3R00V,Panasonic Electronic Components,FUSE BOARD MOUNT 3A 32VDC 0603,10924,0,"Digi-Reel","0","1","Digi-Reel®","ERB-RE","Active","Board Mount (Cartridge Style Excluded)","3A","-","32V","Fast Blow","0603 (1608 Metric)","Surface Mount","50A","-","cUL, UL","-40°C ~ 125°C","-","0.063"" L x 0.032"" W x 0.025"" H (1.60mm x 0.81mm x 0.63mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1t-series.pdf,//media.digikey.com/Photos/Bel%20Photos/MFG_CIT-SERIES.jpg,507-1898-2-ND,0685T4000-01,Bel Fuse Inc.,FUSE 4.0A 63VAC/DC SLOW 1206,30000,0,"0.11970","0","5000","Tape & Reel (TR)","C1T","Active","Board Mount (Cartridge Style Excluded)","4A","63V","63V","Slow Blow","1206 (3216 Metric)","Surface Mount","50A","2.56","CE, cURus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W (3.20mm x 1.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1t-series.pdf,//media.digikey.com/Photos/Bel%20Photos/MFG_CIT-SERIES.jpg,507-1898-1-ND,0685T4000-01,Bel Fuse Inc.,FUSE 4.0A 63VAC/DC SLOW 1206,34653,0,"0.31000","0","1","Cut Tape (CT)","C1T","Active","Board Mount (Cartridge Style Excluded)","4A","63V","63V","Slow Blow","1206 (3216 Metric)","Surface Mount","50A","2.56","CE, cURus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W (3.20mm x 1.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1t-series.pdf,//media.digikey.com/Photos/Bel%20Photos/MFG_CIT-SERIES.jpg,507-1898-6-ND,0685T4000-01,Bel Fuse Inc.,FUSE 4.0A 63VAC/DC SLOW 1206,34653,0,"Digi-Reel","0","1","Digi-Reel®","C1T","Active","Board Mount (Cartridge Style Excluded)","4A","63V","63V","Slow Blow","1206 (3216 Metric)","Surface Mount","50A","2.56","CE, cURus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W (3.20mm x 1.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1t-series.pdf,//media.digikey.com/Photos/Bel%20Photos/MFG_CIT-SERIES.jpg,507-1896-2-ND,0685T3000-01,Bel Fuse Inc.,FUSE 3.0A 63VAC/DC SLOW 1206,20000,0,"0.11970","0","5000","Tape & Reel (TR)","C1T","Active","Board Mount (Cartridge Style Excluded)","3A","63V","63V","Slow Blow","1206 (3216 Metric)","Surface Mount","50A","1.64","CE, cURus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W (3.20mm x 1.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1t-series.pdf,//media.digikey.com/Photos/Bel%20Photos/MFG_CIT-SERIES.jpg,507-1896-1-ND,0685T3000-01,Bel Fuse Inc.,FUSE 3.0A 63VAC/DC SLOW 1206,24617,0,"0.31000","0","1","Cut Tape (CT)","C1T","Active","Board Mount (Cartridge Style Excluded)","3A","63V","63V","Slow Blow","1206 (3216 Metric)","Surface Mount","50A","1.64","CE, cURus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W (3.20mm x 1.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1t-series.pdf,//media.digikey.com/Photos/Bel%20Photos/MFG_CIT-SERIES.jpg,507-1896-6-ND,0685T3000-01,Bel Fuse Inc.,FUSE 3.0A 63VAC/DC SLOW 1206,24617,0,"Digi-Reel","0","1","Digi-Reel®","C1T","Active","Board Mount (Cartridge Style Excluded)","3A","63V","63V","Slow Blow","1206 (3216 Metric)","Surface Mount","50A","1.64","CE, cURus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W (3.20mm x 1.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1q-series.pdf,//media.digikey.com/photos/Bel%20Photos/C1Qseries.jpg,507-1073-2-ND,C1Q 250,Bel Fuse Inc.,FUSE BRD MNT 250MA 125VAC 63VDC,150000,0,"0.12758","0","5000","Tape & Reel (TR)","C1Q","Active","Board Mount (Cartridge Style Excluded)","250mA","125V","63V","Fast Blow","1206 (3216 Metric)","Surface Mount","100A AC, 50A DC","0.00003","CE, CSA, cULus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W x 0.023"" H (3.20mm x 1.58mm x 0.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1q-series.pdf,//media.digikey.com/photos/Bel%20Photos/C1Qseries.jpg,507-1073-1-ND,C1Q 250,Bel Fuse Inc.,FUSE BRD MNT 250MA 125VAC 63VDC,153275,0,"0.33000","0","1","Cut Tape (CT)","C1Q","Active","Board Mount (Cartridge Style Excluded)","250mA","125V","63V","Fast Blow","1206 (3216 Metric)","Surface Mount","100A AC, 50A DC","0.00003","CE, CSA, cULus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W x 0.023"" H (3.20mm x 1.58mm x 0.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1q-series.pdf,//media.digikey.com/photos/Bel%20Photos/C1Qseries.jpg,507-1073-6-ND,C1Q 250,Bel Fuse Inc.,FUSE BRD MNT 250MA 125VAC 63VDC,153275,0,"Digi-Reel","0","1","Digi-Reel®","C1Q","Active","Board Mount (Cartridge Style Excluded)","250mA","125V","63V","Fast Blow","1206 (3216 Metric)","Surface Mount","100A AC, 50A DC","0.00003","CE, CSA, cULus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W x 0.023"" H (3.20mm x 1.58mm x 0.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1q-series.pdf,//media.digikey.com/photos/Bel%20Photos/C1Qseries.jpg,507-1077-2-ND,C1Q 1,Bel Fuse Inc.,FUSE BOARD MOUNT 1A 125VAC 63VDC,35000,0,"0.12758","0","5000","Tape & Reel (TR)","C1Q","Active","Board Mount (Cartridge Style Excluded)","1A","125V","63V","Fast Blow","1206 (3216 Metric)","Surface Mount","100A AC, 50A DC","0.00096","CE, CSA, cULus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W x 0.023"" H (3.20mm x 1.58mm x 0.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1q-series.pdf,//media.digikey.com/photos/Bel%20Photos/C1Qseries.jpg,507-1077-1-ND,C1Q 1,Bel Fuse Inc.,FUSE BOARD MOUNT 1A 125VAC 63VDC,37970,0,"0.33000","0","1","Cut Tape (CT)","C1Q","Active","Board Mount (Cartridge Style Excluded)","1A","125V","63V","Fast Blow","1206 (3216 Metric)","Surface Mount","100A AC, 50A DC","0.00096","CE, CSA, cULus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W x 0.023"" H (3.20mm x 1.58mm x 0.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1q-series.pdf,//media.digikey.com/photos/Bel%20Photos/C1Qseries.jpg,507-1077-6-ND,C1Q 1,Bel Fuse Inc.,FUSE BOARD MOUNT 1A 125VAC 63VDC,37970,0,"Digi-Reel","0","1","Digi-Reel®","C1Q","Active","Board Mount (Cartridge Style Excluded)","1A","125V","63V","Fast Blow","1206 (3216 Metric)","Surface Mount","100A AC, 50A DC","0.00096","CE, CSA, cULus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W x 0.023"" H (3.20mm x 1.58mm x 0.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1s-series.pdf,//media.digikey.com/Renders/Bel%20Fuse%20Renders/C1S%20Series.jpg,507-1188-2-ND,C1S 1.5,Bel Fuse Inc.,FUSE BRD MNT 1.5A 63VAC/VDC 1206,110000,0,"0.12915","0","5000","Tape & Reel (TR)","C1S","Active","Board Mount (Cartridge Style Excluded)","1.5A","63V","63V","Slow Blow","1206 (3216 Metric)","Surface Mount","50A","0.2","CE, cURus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W x 0.023"" H (3.20mm x 1.58mm x 0.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1s-series.pdf,//media.digikey.com/Renders/Bel%20Fuse%20Renders/C1S%20Series.jpg,507-1188-1-ND,C1S 1.5,Bel Fuse Inc.,FUSE BRD MNT 1.5A 63VAC/VDC 1206,116981,0,"0.33000","0","1","Cut Tape (CT)","C1S","Active","Board Mount (Cartridge Style Excluded)","1.5A","63V","63V","Slow Blow","1206 (3216 Metric)","Surface Mount","50A","0.2","CE, cURus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W x 0.023"" H (3.20mm x 1.58mm x 0.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1s-series.pdf,//media.digikey.com/Renders/Bel%20Fuse%20Renders/C1S%20Series.jpg,507-1188-6-ND,C1S 1.5,Bel Fuse Inc.,FUSE BRD MNT 1.5A 63VAC/VDC 1206,116981,0,"Digi-Reel","0","1","Digi-Reel®","C1S","Active","Board Mount (Cartridge Style Excluded)","1.5A","63V","63V","Slow Blow","1206 (3216 Metric)","Surface Mount","50A","0.2","CE, cURus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W x 0.023"" H (3.20mm x 1.58mm x 0.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1s-series.pdf,//media.digikey.com/Renders/Bel%20Fuse%20Renders/C1S%20Series.jpg,507-1186-2-ND,C1S 1,Bel Fuse Inc.,FUSE BOARD MNT 1A 63VAC/VDC 1206,60000,0,"0.12915","0","5000","Tape & Reel (TR)","C1S","Active","Board Mount (Cartridge Style Excluded)","1A","63V","63V","Slow Blow","1206 (3216 Metric)","Surface Mount","50A","0.05","CE, cURus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W x 0.023"" H (3.20mm x 1.58mm x 0.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1s-series.pdf,//media.digikey.com/Renders/Bel%20Fuse%20Renders/C1S%20Series.jpg,507-1186-1-ND,C1S 1,Bel Fuse Inc.,FUSE BOARD MNT 1A 63VAC/VDC 1206,61328,0,"0.33000","0","1","Cut Tape (CT)","C1S","Active","Board Mount (Cartridge Style Excluded)","1A","63V","63V","Slow Blow","1206 (3216 Metric)","Surface Mount","50A","0.05","CE, cURus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W x 0.023"" H (3.20mm x 1.58mm x 0.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1s-series.pdf,//media.digikey.com/Renders/Bel%20Fuse%20Renders/C1S%20Series.jpg,507-1186-6-ND,C1S 1,Bel Fuse Inc.,FUSE BOARD MNT 1A 63VAC/VDC 1206,61328,0,"Digi-Reel","0","1","Digi-Reel®","C1S","Active","Board Mount (Cartridge Style Excluded)","1A","63V","63V","Slow Blow","1206 (3216 Metric)","Surface Mount","50A","0.05","CE, cURus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W x 0.023"" H (3.20mm x 1.58mm x 0.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1s-series.pdf,//media.digikey.com/Renders/Bel%20Fuse%20Renders/C1S%20Series.jpg,507-1189-2-ND,C1S 2,Bel Fuse Inc.,FUSE BOARD MNT 2A 63VAC/VDC 1206,35000,0,"0.12915","0","5000","Tape & Reel (TR)","C1S","Active","Board Mount (Cartridge Style Excluded)","2A","63V","63V","Slow Blow","1206 (3216 Metric)","Surface Mount","50A","0.26","CE, cURus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W x 0.023"" H (3.20mm x 1.58mm x 0.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1s-series.pdf,//media.digikey.com/Renders/Bel%20Fuse%20Renders/C1S%20Series.jpg,507-1189-1-ND,C1S 2,Bel Fuse Inc.,FUSE BOARD MNT 2A 63VAC/VDC 1206,42573,0,"0.33000","0","1","Cut Tape (CT)","C1S","Active","Board Mount (Cartridge Style Excluded)","2A","63V","63V","Slow Blow","1206 (3216 Metric)","Surface Mount","50A","0.26","CE, cURus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W x 0.023"" H (3.20mm x 1.58mm x 0.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1s-series.pdf,//media.digikey.com/Renders/Bel%20Fuse%20Renders/C1S%20Series.jpg,507-1189-6-ND,C1S 2,Bel Fuse Inc.,FUSE BOARD MNT 2A 63VAC/VDC 1206,42573,0,"Digi-Reel","0","1","Digi-Reel®","C1S","Active","Board Mount (Cartridge Style Excluded)","2A","63V","63V","Slow Blow","1206 (3216 Metric)","Surface Mount","50A","0.26","CE, cURus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W x 0.023"" H (3.20mm x 1.58mm x 0.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1s-series.pdf,//media.digikey.com/Renders/Bel%20Fuse%20Renders/C1S%20Series.jpg,507-1194-2-ND,C1S 5,Bel Fuse Inc.,FUSE BOARD MNT 5A 63VAC/VDC 1206,35000,0,"0.12915","0","5000","Tape & Reel (TR)","C1S","Active","Board Mount (Cartridge Style Excluded)","5A","63V","63V","Slow Blow","1206 (3216 Metric)","Surface Mount","50A","3.1","CE, cURus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W x 0.023"" H (3.20mm x 1.58mm x 0.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1s-series.pdf,//media.digikey.com/Renders/Bel%20Fuse%20Renders/C1S%20Series.jpg,507-1194-1-ND,C1S 5,Bel Fuse Inc.,FUSE BOARD MNT 5A 63VAC/VDC 1206,35868,0,"0.33000","0","1","Cut Tape (CT)","C1S","Active","Board Mount (Cartridge Style Excluded)","5A","63V","63V","Slow Blow","1206 (3216 Metric)","Surface Mount","50A","3.1","CE, cURus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W x 0.023"" H (3.20mm x 1.58mm x 0.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1s-series.pdf,//media.digikey.com/Renders/Bel%20Fuse%20Renders/C1S%20Series.jpg,507-1194-6-ND,C1S 5,Bel Fuse Inc.,FUSE BOARD MNT 5A 63VAC/VDC 1206,35868,0,"Digi-Reel","0","1","Digi-Reel®","C1S","Active","Board Mount (Cartridge Style Excluded)","5A","63V","63V","Slow Blow","1206 (3216 Metric)","Surface Mount","50A","3.1","CE, cURus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W x 0.023"" H (3.20mm x 1.58mm x 0.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1s-series.pdf,//media.digikey.com/Renders/Bel%20Fuse%20Renders/C1S%20Series.jpg,507-1193-2-ND,C1S 4,Bel Fuse Inc.,FUSE BOARD MNT 4A 63VAC/VDC 1206,20000,0,"0.12915","0","5000","Tape & Reel (TR)","C1S","Active","Board Mount (Cartridge Style Excluded)","4A","63V","63V","Slow Blow","1206 (3216 Metric)","Surface Mount","50A","2.05","CE, cURus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W x 0.023"" H (3.20mm x 1.58mm x 0.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1s-series.pdf,//media.digikey.com/Renders/Bel%20Fuse%20Renders/C1S%20Series.jpg,507-1193-1-ND,C1S 4,Bel Fuse Inc.,FUSE BOARD MNT 4A 63VAC/VDC 1206,22065,0,"0.33000","0","1","Cut Tape (CT)","C1S","Active","Board Mount (Cartridge Style Excluded)","4A","63V","63V","Slow Blow","1206 (3216 Metric)","Surface Mount","50A","2.05","CE, cURus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W x 0.023"" H (3.20mm x 1.58mm x 0.58mm)"
https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1s-series.pdf,//media.digikey.com/Renders/Bel%20Fuse%20Renders/C1S%20Series.jpg,507-1193-6-ND,C1S 4,Bel Fuse Inc.,FUSE BOARD MNT 4A 63VAC/VDC 1206,22065,0,"Digi-Reel","0","1","Digi-Reel®","C1S","Active","Board Mount (Cartridge Style Excluded)","4A","63V","63V","Slow Blow","1206 (3216 Metric)","Surface Mount","50A","2.05","CE, cURus","-55°C ~ 125°C","-","0.126"" L x 0.062"" W x 0.023"" H (3.20mm x 1.58mm x 0.58mm)"
http://datasheets.avx.com/AccuGuard2.pdf,//media.digikey.com/Renders/AVX%20Renders/F0402E.jpg,478-2862-2-ND,F0603E1R00FSTR,AVX Corporation,FUSE BOARD MOUNT 1A 32VDC 0603,24000,0,"0.14400","0","3000","Tape & Reel (TR)","Accu-Guard® II","Active","Board Mount (Cartridge Style Excluded)","1A","-","32V","Fast Blow","0603 (1608 Metric)","Surface Mount","50A","0.008","cUL, UL","-55°C ~ 125°C","-","0.063"" L x 0.032"" W x 0.025"" H (1.60mm x 0.81mm x 0.63mm)"
http://datasheets.avx.com/AccuGuard2.pdf,//media.digikey.com/Renders/AVX%20Renders/F0402E.jpg,478-2862-1-ND,F0603E1R00FSTR,AVX Corporation,FUSE BOARD MOUNT 1A 32VDC 0603,27151,0,"0.35000","0","1","Cut Tape (CT)","Accu-Guard® II","Active","Board Mount (Cartridge Style Excluded)","1A","-","32V","Fast Blow","0603 (1608 Metric)","Surface Mount","50A","0.008","cUL, UL","-55°C ~ 125°C","-","0.063"" L x 0.032"" W x 0.025"" H (1.60mm x 0.81mm x 0.63mm)"
http://datasheets.avx.com/AccuGuard2.pdf,//media.digikey.com/Renders/AVX%20Renders/F0402E.jpg,478-2862-6-ND,F0603E1R00FSTR,AVX Corporation,FUSE BOARD MOUNT 1A 32VDC 0603,27151,0,"Digi-Reel","0","1","Digi-Reel®","Accu-Guard® II","Active","Board Mount (Cartridge Style Excluded)","1A","-","32V","Fast Blow","0603 (1608 Metric)","Surface Mount","50A","0.008","cUL, UL","-55°C ~ 125°C","-","0.063"" L x 0.032"" W x 0.025"" H (1.60mm x 0.81mm x 0.63mm)"
http://datasheets.avx.com/AccuGuard2.pdf,//media.digikey.com/Renders/AVX%20Renders/F0402E.jpg,478-2861-2-ND,F0603E0R75FSTR,AVX Corporation,FUSE BOARD MNT 750MA 32VDC 0603,21000,0,"0.14400","0","3000","Tape & Reel (TR)","Accu-Guard® II","Active","Board Mount (Cartridge Style Excluded)","750mA","-","32V","Fast Blow","0603 (1608 Metric)","Surface Mount","50A","0.003","cUL, UL","-55°C ~ 125°C","-","0.063"" L x 0.032"" W x 0.025"" H (1.60mm x 0.81mm x 0.63mm)"
http://datasheets.avx.com/AccuGuard2.pdf,//media.digikey.com/Renders/AVX%20Renders/F0402E.jpg,478-2861-1-ND,F0603E0R75FSTR,AVX Corporation,FUSE BOARD MNT 750MA 32VDC 0603,23612,0,"0.35000","0","1","Cut Tape (CT)","Accu-Guard® II","Active","Board Mount (Cartridge Style Excluded)","750mA","-","32V","Fast Blow","0603 (1608 Metric)","Surface Mount","50A","0.003","cUL, UL","-55°C ~ 125°C","-","0.063"" L x 0.032"" W x 0.025"" H (1.60mm x 0.81mm x 0.63mm)"
http://datasheets.avx.com/AccuGuard2.pdf,//media.digikey.com/Renders/AVX%20Renders/F0402E.jpg,478-2861-6-ND,F0603E0R75FSTR,AVX Corporation,FUSE BOARD MNT 750MA 32VDC 0603,23612,0,"Digi-Reel","0","1","Digi-Reel®","Accu-Guard® II","Active","Board Mount (Cartridge Style Excluded)","750mA","-","32V","Fast Blow","0603 (1608 Metric)","Surface Mount","50A","0.003","cUL, UL","-55°C ~ 125°C","-","0.063"" L x 0.032"" W x 0.025"" H (1.60mm x 0.81mm x 0.63mm)"
http://datasheets.avx.com/AccuGuard2.pdf,//media.digikey.com/Renders/AVX%20Renders/F0402E.jpg,478-2868-2-ND,F0603E3R00FSTR,AVX Corporation,FUSE BOARD MOUNT 3A 32VDC 0603,12000,0,"0.14400","0","3000","Tape & Reel (TR)","Accu-Guard® II","Active","Board Mount (Cartridge Style Excluded)","3A","-","32V","Fast Blow","0603 (1608 Metric)","Surface Mount","50A","0.25","cUL, UL","-55°C ~ 125°C","-","0.063"" L x 0.032"" W x 0.025"" H (1.60mm x 0.81mm x 0.63mm)"
