Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Fuseholder Type","Fuse Type","For Use With/Related Products","Fuse Size","Number of Circuits","Voltage","Current Rating (Amps)","Mounting Type","Orientation","Termination Style","Contact Material","Contact Finish"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/HTC_Series_Rev_Dec_2017.pdf,//media.digikey.com/photos/Cooper%20Bussmann%20Photos/BK^HTC-50M.JPG,283-2926-ND,BK/HTC-50M,Eaton - Electronics Division,FUSE HOLDER CART 250V 6.3A PCB,1367,1800,"4.20000","0","1","HTC","Active","Holder","Cartridge","5mm x 20mm","5mm x 20mm","1","250V","10A","PCB","Horizontal","PC Pin","Brass","Tin"
https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-htb-panel-mount-fuse-holders-data-sheet.pdf,//media.digikey.com/Photos/Eaton%20Bussmann/BK%5EHTB-92M-R.jpg,283-2856-ND,BK/HTB-92M-R,Eaton - Electronics Division,FUSE HLDR CART 250V 16A PNL MNT,1115,0,"4.20000","0","1","HTB","Active","Holder","Cartridge","5mm x 20mm","5mm x 20mm","1","250V","16A","Panel Mount","-","Quick Connect - 0.187"" (4.7mm)","-","-"
https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-htb-panel-mount-fuse-holders-data-sheet.pdf,//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/BK%5EHTB-28I-R.jpg,283-3042-ND,BK/HTB-28I-R,Eaton - Electronics Division,FUSE HLDR CART 250V 20A PNL MNT,932,0,"4.20000","0","1","HTB","Active","Holder","Cartridge","3AG","1/4"" Dia x 1 1/4"" L (6.4mm x 31.8mm)","1","250V","20A","Panel Mount","-","Quick Connect - 0.250"" (6.3mm)","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-a/Bus_Ele_DS_2118_HB_PCB_Series.pdf,//media.digikey.com/photos/Cooper%20Bussmann%20Photos/BK^HBH-M-R.jpg,283-2710-ND,BK/HBH-M-R,Eaton - Electronics Division,FUSE HLDR CARTRIDGE 250V 16A PCB,249,4600,"4.21000","0","1","HB PCB","Active","Holder","Cartridge","5mm x 20mm","5mm x 20mm","1","250V","16A","PCB","Horizontal","PC Pin","-","-"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/FHA_FHAC_Series.pdf,//media.digikey.com/photos/Littelfuse%20Photos/0FHA0002ZXJ.JPG,F3348-ND,0FHA0002ZXJ,Littelfuse Inc.,FUSE HLDR BLADE 32V 30A IN LINE,463,0,"4.22000","0","1","FHA","Active","Holder","Blade","ATC, ATO","0.75"" L x 0.2"" W x 0.74"" H (19.1mm x 5.1mm x 18.8mm)","1","32V","30A","Free Hanging In Line","-","Wire Leads","-","-"
http://www.memoryprotectiondevices.com/datasheets/BF351-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/MFG_BF351-closed.jpg,BF351-ND,BF351,MPD (Memory Protection Devices),INLINE FUSE HOLDER 30A/12AWG WAT,376,700,"4.22000","0","1","-","Active","Holder","Blade","ATC®, ATO®, ATP","0.760"" L x 0.207"" W x 0.492"" H (19.30mm x 5.25mm x 12.50mm)","1","600V","30A","Free Hanging In Line","-","Wire Leads","-","-"
https://www.littelfuse.com/~/media/electronics/datasheets/fuse_blocks/littelfuse_fuse_block_354_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/03540804ZXGY.JPG,F4929-ND,03540804ZXGY,Littelfuse Inc.,FUSE BLOCK CART 600V 20A CHASSIS,791,0,"4.28000","0","1","OMNI-BLOK® 354","Active","Block","Cartridge","3AB, 3AG","1/4"" Dia x 1 1/4"" L (6.4mm x 31.8mm)","4","600V","20A","Chassis Mount","-","Quick Connect - 0.250"" (6.3mm)","Phosphorus Bronze","Tin"
https://www.littelfuse.com/~/media/files/littelfuse/technical-resources/documents/product-catalogs/eumea-sea_automotive-aftermarket_052008.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/0FHM0003ZXJB.jpg,F11444-ND,0FHM0003ZXJB,Littelfuse Inc.,FUSE HLDR BLADE 32V 20A IN LINE,1160,0,"4.30000","0","1","FHM","Active","Holder","Blade","MINI ATC, MINI ATO","0.43"" L x 0.15"" W x 0.64"" H (10.92mm x 3.81mm x 16.25mm)","1","32V","20A","Free Hanging In Line","-","Wire Leads","-","-"
https://www.littelfuse.com/~/media/electronics/datasheets/fuse_holders/littelfuse_fuse_holder_342_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/03420004H.jpg,F012-ND,03420828H,Littelfuse Inc.,FUSE HLDR CART 250V 20A PNL MNT,1741,0,"4.33000","0","1","342","Active","Holder","Cartridge","3AG","1/4"" Dia x 1 1/4"" L (6.4mm x 31.8mm)","1","250V","20A","Panel Mount","-","Quick Connect - 0.250"" (6.3mm)","Brass","Nickel"
https://www.littelfuse.com/~/media/commercial-vehicle/datasheets/automotive-fuse-holders/ato/littelfuse-fuse-holder-ato155-ato04450715-mini153-il.pdf,//media.digikey.com/photos/Littelfuse%20Photos/01550430ZXU.JPG,F3109-ND,01550430ZXU,Littelfuse Inc.,FUSE HLDR BLADE 32V 30A PNL MNT,3831,0,"4.35000","0","1","155","Active","Holder","Blade","ATC, ATO","0.75"" L x 0.2"" W x 0.74"" H (19.1mm x 5.1mm x 18.8mm)","1","32V","30A","Panel Mount","-","Wire Leads","Brass","Tin"
https://www.littelfuse.com/~/media/electronics/datasheets/fuse_holders/littelfuse_fuse_holder_342_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/03420838HXL.jpg,F4874-ND,03420838HXL,Littelfuse Inc.,FUSE HLDR CART 250V 20A PNL MNT,417,0,"4.36000","0","1","342","Active","Holder","Cartridge","3AG","1/4"" Dia x 1 1/4"" L (6.4mm x 31.8mm)","1","250V","20A","Panel Mount","-","Quick Connect - 0.250"" (6.3mm)","Brass","Nickel"
https://www.littelfuse.com/~/media/electronics/datasheets/fuse_holders/littelfuse_fuse_holder_342_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/03420838HXL.jpg,1294-03420838HXL-CHP,03420838HXL,Littelfuse Inc.,FUSE HLDR CART 250V 20A PNL MNT,900,0,"2.10700","0","100","342","Active","Holder","Cartridge","3AG","1/4"" Dia x 1 1/4"" L (6.4mm x 31.8mm)","1","250V","20A","Panel Mount","-","Quick Connect - 0.250"" (6.3mm)","Brass","Nickel"
https://www.littelfuse.com/~/media/commercial-vehicle/datasheets/automotive-fuse-holders/ato/littelfuse_fuseholder_inline_ato.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/FHAC0001ZXJG.JPG,F5235-ND,FHAC0001ZXJG,Littelfuse Inc.,FUSE HLDR BLADE 32V 20A IN LINE,1666,0,"4.39000","0","1","FHAC","Active","Holder","Blade","ATC, ATO","0.75"" L x 0.2"" W x 0.74"" H (19.1mm x 5.1mm x 18.8mm)","1","32V","20A","Free Hanging In Line","-","Wire Leads","-","-"
https://www.littelfuse.com/data/en/data_sheets/internationalshocksafe.pdf,//media.digikey.com/photos/Littelfuse%20Photos/03453LF2H.jpg,F1488-ND,03453LF2H,Littelfuse Inc.,FUSE HLDR CART 250V 20A PNL MNT,332,0,"4.40000","0","1","345","Active","Holder","Cartridge","3AG","1/4"" Dia x 1 1/4"" L (6.4mm x 31.8mm)","1","250V","20A","Panel Mount","-","Quick Connect - 0.187"" (4.7mm)","Copper Alloy","Tin"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/345_Series_Rev_Jun_2017.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/03450611H.jpg,F1901-ND,03450611H,Littelfuse Inc.,FUSE HLDR CART 600V 20A PNL MNT,371,0,"4.41000","0","1","345","Active","Holder","Cartridge","3AG","1/4"" Dia x 1 1/4"" L (6.4mm x 31.8mm)","1","600V","20A","Panel Mount","-","Quick Connect - 0.187"" (4.7mm)","Brass","Tin"
https://www.littelfuse.com/~/media/electronics/datasheets/fuse_blocks/littelfuse_fuse_block_354_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/03540901ZXGY.JPG,F3131-ND,03540901ZXGY,Littelfuse Inc.,FUSE BLOCK CART 600V 30A CHASSIS,331,0,"4.41000","0","1","OMNI-BLOK® 354","Active","Block","Cartridge","3AB, 3AG","1/4"" Dia x 1 1/4"" L (6.4mm x 31.8mm)","1","600V","30A","Chassis Mount","-","Quick Connect - 0.250"" (6.3mm)","Spring Brass","Tin"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_FAC.pdf,//media.digikey.com/photos/Schurter%20Photos/0031_3822.jpg,486-1730-ND,0031.3822,Schurter Inc.,FUSE HLDR CARTRIDGE 250V 16A PCB,4146,12300,"4.51000","0","1","FAC","Active","Holder","Cartridge","3AG","1/4"" Dia x 1 1/4"" L (6.4mm x 31.8mm)","1","250V","16A","PCB","Vertical","PC Pin","-","-"
https://www.littelfuse.com/~/media/commercial-vehicle/datasheets/automotive-fuse-holders/ato/littelfuse-fuse-holder-ato155-ato04450715-mini153-il.pdf,//media.digikey.com/photos/Littelfuse%20Photos/01550400Z.jpg,F1089-ND,01550400Z,Littelfuse Inc.,FUSE HLDR BLADE 32V 30A PNL MNT,6537,0,"4.53000","0","1","155","Active","Holder","Blade","ATC, ATO","0.75"" L x 0.2"" W x 0.74"" H (19.1mm x 5.1mm x 18.8mm)","1","32V","30A","Panel Mount","-","Wire Leads","Brass","Tin"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_2101_S_8000_Series.pdf,//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/BK%5ES-8202-2-R.jpg,283-3408-ND,BK/S-8202-2-R,Eaton - Electronics Division,FUSE BLOCK CART 300V CHASS MNT,697,1500,"4.58000","0","1","S-8000","Active","Block","Cartridge","3AG","1/4"" Dia x 1 1/4"" L (6.4mm x 31.8mm)","2","300V","30A","Chassis Mount","-","Quick Connect - 0.250"" (6.3mm)","Spring Bronze","Tin-Lead"
https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-htb-panel-mount-fuse-holders-data-sheet.pdf,//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/BK%5EHTB-26M-R.jpg,283-2921-ND,BK/HTB-28M-R,Eaton - Electronics Division,FUSE HLDR CART 250V 16A PNL MNT,984,0,"4.61000","0","1","HTB","Active","Holder","Cartridge","5mm x 20mm","5mm x 20mm","1","250V","16A","Panel Mount","-","Quick Connect - 0.250"" (6.3mm)","-","-"
https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-htb-panel-mount-fuse-holders-data-sheet.pdf,//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/BK%5EHTB-26M-R.jpg,283-3365-ND,BK/HTB-26M-R,Eaton - Electronics Division,FUSE HLDR CART 250V 16A PNL MNT,165,0,"4.61000","0","1","HTB","Active","Holder","Cartridge","5mm x 20mm","5mm x 20mm","1","250V","16A","Panel Mount","-","Quick Connect - 0.250"" (6.3mm)","-","-"
https://www.littelfuse.com/data/en/data_sheets/internationalshocksafe.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/03455LF2H.jpg,F1903-ND,03455LF2H,Littelfuse Inc.,FUSE HLDR CART 250V 10A PNL MNT,2158,0,"4.68000","0","1","345","Active","Holder","Cartridge","5mm x 20mm","5mm x 20mm","1","250V","10A","Panel Mount","-","Quick Connect - 0.187"" (4.7mm)","Copper Alloy","Tin"
https://www.bulgin.com/products/pub/media/bulgin/data/Fuseholders.pdf,//media.digikey.com/Photos/Bulgin%20Photos/FX0380%5EBK.jpg,708-3079-ND,FX0380/BK,Bulgin,FUSE HLDR INLINE,1738,0,"4.72000","0","1","PC1, IP66","Active","Holder","Cartridge","3AG, 5MM x 20MM, 2AG","5mm x 20mm, 6.3mm Dia","1","50V","10A","Free Hanging In Line","-","Wire Leads","Brass","Nickel"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-a/Bus_Ele_DS_2107_HHC_HHD.pdf,//media.digikey.com/photos/Cooper%20Bussmann%20Photos/BK^HHC.jpg,283-2357-ND,BK/HHC,Eaton - Bussmann Electrical Division,FUSE HLDR BLADE 32V 16A IN LINE,248,0,"4.76000","0","1","HHC","Active","Holder","Blade","ATC, ATO","0.76"" L x 0.207"" W x 0.752"" H (19.3mm x 5.25mm x 19.1mm)","1","32V","16A","Free Hanging In Line","-","Wire Leads","-","-"
https://www.littelfuse.com/data/en/data_sheets/internationalshocksafe.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/03455LS2H.JPG,F3127-ND,03455LS2H,Littelfuse Inc.,FUSE HLDR CART 250V 10A PNL MNT,396,0,"4.77000","0","1","345","Active","Holder","Cartridge","5mm x 20mm","5mm x 20mm","1","250V","10A","Panel Mount","-","Quick Connect - 0.187"" (4.7mm)","Copper Alloy","Tin"
https://www.littelfuse.com/data/en/data_sheets/internationalshocksafe.pdf,//media.digikey.com/photos/Littelfuse%20Photos/03453LS1H.jpg,F1490-ND,03453LS1H,Littelfuse Inc.,FUSE HLDR CART 250V 20A PNL MNT,1457,0,"4.79000","0","1","345","Active","Holder","Cartridge","3AG","1/4"" Dia x 1 1/4"" L (6.4mm x 31.8mm)","1","250V","20A","Panel Mount","-","Quick Connect - 0.187"" (4.7mm)","Copper Alloy","Tin"
https://www.littelfuse.com/data/en/data_sheets/internationalshocksafe.pdf,//media.digikey.com/photos/Littelfuse%20Photos/03455LS8H.JPG,F3129-ND,03455LS8H,Littelfuse Inc.,FUSE HLDR CART 250V 10A PNL MNT,1442,0,"4.82000","0","1","345","Active","Holder","Cartridge","5mm x 20mm","5mm x 20mm","1","250V","10A","Panel Mount","-","Quick Connect - 0.250"" (6.3mm)","Copper Alloy","Tin"
https://www.littelfuse.com/data/en/data_sheets/internationalshocksafe.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/03455LS7H.JPG,F3128-ND,03455LS7H,Littelfuse Inc.,FUSE HLDR CART 250V 10A PNL MNT,300,0,"4.82000","0","1","345","Active","Holder","Cartridge","5mm x 20mm","5mm x 20mm","1","250V","10A","Panel Mount","-","Quick Connect - 0.250"" (6.3mm)","Copper Alloy","Tin"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_OC-2599_MINI_Series.pdf,//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/BK%5EHHL-R.jpg,283-3820-ND,BK/HHL-R,Eaton - Bussmann Electrical Division,FUSE HLDR BLADE 32V 16A IN LINE,1419,0,"4.84000","0","1","MINI®","Active","Holder","Blade","MINI ATC, MINI ATO","0.43"" L x 0.15"" W x 0.64"" H (10.92mm x 3.81mm x 16.25mm)","1","32V","16A","Free Hanging In Line","-","Wire Leads","-","-"
https://www.littelfuse.com/data/en/data_sheets/internationalshocksafe.pdf,//media.digikey.com/photos/Littelfuse%20Photos/03453LS8H.JPG,F3124-ND,03453LS8H,Littelfuse Inc.,FUSE HLDR CART 250V 20A PNL MNT,107,0,"4.84000","0","1","345","Active","Holder","Cartridge","3AG","1/4"" Dia x 1 1/4"" L (6.4mm x 31.8mm)","1","250V","20A","Panel Mount","-","Quick Connect - 0.250"" (6.3mm)","Copper Alloy","Tin"
https://www.bulgin.com/products/pub/media/bulgin/data/Fuseholders.pdf,//media.digikey.com/Photos/Bulgin%20Photos/FX0180%5EBK.jpg,708-1891-ND,FX0180/BK,Bulgin,FUSE HOLDER CART 50V 10A IN LINE,827,0,"4.90000","0","1","-","Active","Holder","Cartridge","3AG","1/4"" Dia x 1 1/4"" L (6.35mm x 32mm)","1","50V","10A","Free Hanging In Line","-","Screw Terminal","Brass","Nickel"
https://www.littelfuse.com/data/en/data_sheets/internationalshocksafe.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/03453LS8HXL.jpg,F4897-ND,03453LS8HXL,Littelfuse Inc.,FUSE HLDR CART 250V 20A PNL MNT,509,0,"5.02000","0","1","345","Active","Holder","Cartridge","3AG","1/4"" Dia x 1 1/4"" L (6.4mm x 31.8mm)","1","250V","20A","Panel Mount","-","Quick Connect - 0.250"" (6.3mm)","Copper Alloy","Tin"
https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-htb-panel-mount-fuse-holders-data-sheet.pdf,//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/BK%5EHTB-66I-R.jpg,283-3376-ND,BK/HTB-66I-R,Eaton - Electronics Division,FUSE HLDR CART 250V 20A PNL MNT,603,0,"5.05000","0","1","HTB","Active","Holder","Cartridge","3AG","1/4"" Dia x 1 1/4"" L (6.4mm x 31.8mm)","1","250V","20A","Panel Mount","-","Quick Connect - 0.250"" (6.3mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/FHA_FHAC_Series.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/FHAC0002LXN.jpg,F5984-ND,FHAC0002LXN,Littelfuse Inc.,FUSE HOLDER BLADE 30A IN LINE,753,0,"5.16000","0","1","-","Active","Holder","Blade","ATC, ATO","0.75"" L x 0.2"" W x 0.48"" H (19.1mm x 5.1mm x 12.2mm)","1","-","30A","Free Hanging In Line","-","Wire Leads","-","-"
https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-htb-panel-mount-fuse-holders-data-sheet.pdf,//media.digikey.com/photos/Cooper%20Bussmann%20Photos/BK^HTB-26I-R.JPG,283-2852-ND,BK/HTB-26I-R,Eaton - Electronics Division,FUSE HLDR CART 250V 20A PNL MNT,438,1300,"5.20000","0","1","HTB","Active","Holder","Cartridge","3AG","1/4"" Dia x 1 1/4"" L (6.4mm x 31.8mm)","1","250V","20A","Panel Mount","-","Quick Connect - 0.250"" (6.3mm)","-","-"
https://www.littelfuse.com/data/en/data_sheets/internationalshocksafe.pdf,//media.digikey.com/photos/Littelfuse%20Photos/03453LS2HXNP.jpg,F1493-ND,03453LS2HXNP,Littelfuse Inc.,FUSE HLDR CART 250V 20A PNL MNT,300,0,"5.34000","0","1","345","Active","Holder","Cartridge","3AG","1/4"" Dia x 1 1/4"" L (6.4mm x 31.8mm)","1","250V","20A","Panel Mount","-","Quick Connect - 0.187"" (4.7mm)","Copper Alloy","Tin"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/345_Series_Rev_Jun_2017.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/03450633H.jpg,F4884-ND,03450633H,Littelfuse Inc.,FUSE HLDR CART 600V 20A PNL MNT,400,0,"5.41000","0","1","345","Active","Holder","Cartridge","5mm x 20mm","5mm x 20mm","1","600V","20A","Panel Mount","-","Quick Connect - 0.187"" (4.7mm)","Brass","Tin"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/345_Series_Rev_Jun_2017.pdf,//media.digikey.com/photos/Littelfuse%20Photos/03450621H.jpg,F053-ND,03450621H,Littelfuse Inc.,FUSE HLDR CART 600V 20A PNL MNT,167,0,"5.41000","0","1","345","Active","Holder","Cartridge","5mm x 20mm","5mm x 20mm","1","600V","20A","Panel Mount","-","Quick Connect - 0.187"" (4.7mm)","Brass","Tin"
https://www.littelfuse.com/~/media/electronics/datasheets/fuse_holders/littelfuse_fuse_holder_850_851_852_853_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/85300001009.JPG,F4553-ND,85300001009,Littelfuse Inc.,FUSE HOLDER CART 250V 6.3A PCB,465,0,"5.51000","0","1","853","Active","Holder","Cartridge","5mm x 20mm","5mm x 20mm","1","250V","6.3A","PCB","Vertical","PC Pin","Copper Alloy","Tin"
https://www.bulgin.com/products/pub/media/bulgin/data/Fuseholders.pdf,//media.digikey.com/Photos/Bulgin%20Photos/FX0457.JPG,708-1898-ND,FX0457,Bulgin,FUSE HLDR CARTRIDGE 250V 10A PCB,786,0,"5.68000","0","1","Touchproof® PC2","Active","Holder","Cartridge","5mm x 20mm","5mm x 20mm","1","250V","10A","PCB","Horizontal","PC Pin","Brass","Silver"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_FEC.pdf,//media.digikey.com/photos/Schurter%20Photos/0031_1631.jpg,486-1741-ND,0031.1631,Schurter Inc.,FUSE HLDR CART 500V 20A PNL MNT,3598,4600,"5.95000","0","1","FEC","Active","Holder","Cartridge","5mm x 20mm, 3AG","5mm x 20mm, 1/4"" Dia x 1-1/4"" L (6.35mm x 31.8mm)","1","500V","20A","Panel Mount","-","Solder Lug","Copper Alloy","Tin"
https://www.bulgin.com/products/pub/media/bulgin/data/Fuseholders.pdf,//media.digikey.com/photos/Bulgin%20Photos/FX0462.JPG,708-1425-ND,FX0462,Bulgin,FUSE HLDR CART 250V 10A PNL MNT,262,0,"5.97000","0","1","Touchproof® PC2, IP68","Active","Holder","Cartridge","5mm x 20mm","5mm x 20mm","1","250V","10A","Panel Mount","-","Solder Lug","Brass","Silver"
https://www.littelfuse.com/data/en/data_sheets/internationalshocksafe.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/03455LS8HXLNP.jpg,F4913-ND,03455LS8HXLNP,Littelfuse Inc.,FUSE HLDR CART 250V 10A PNL MNT,4491,0,"6.24000","0","1","345","Active","Holder","Cartridge","5mm x 20mm","5mm x 20mm","1","250V","10A","Panel Mount","-","Quick Connect - 0.250"" (6.3mm)","Copper Alloy","Tin"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_FPG1.pdf,//media.digikey.com/Photos/Schurter%20Photos/3101.0110.jpg,486-2063-ND,3101.0310,Schurter Inc.,FUSE HLDR CART 400V 16A PNL MNT,12283,0,"6.65000","0","1","FPG1","Active","Holder","Cartridge","5mm x 20mm","5mm x 20mm","1","400V","16A","Panel Mount","-","Quick Connect - 0.187"" (4.7mm)","Copper Alloy","Tin"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_FPG1.pdf,//media.digikey.com/Photos/Schurter%20Photos/3101.0110.jpg,486-2057-ND,3101.0110,Schurter Inc.,FUSE HLDR CART 400V 16A PNL MNT,2477,4100,"6.65000","0","1","FPG1","Active","Holder","Cartridge","5mm x 20mm","5mm x 20mm","1","400V","16A","Panel Mount","-","Solder Lug","Copper Alloy","Tin"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-a/Bus_Ele_DS_2118_HB_PCB_Series.pdf,//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/BK%5EHBV-I-R.jpg,283-3037-ND,BK/HBV-I-R,Eaton - Electronics Division,FUSE HLDR CARTRIDGE 250V 16A PCB,1626,0,"6.79000","0","1","HB PCB","Active","Holder","Cartridge","3AG","1/4"" Dia x 1 1/4"" L (6.4mm x 31.8mm)","1","250V","16A","PCB","Vertical","PC Pin","-","-"
https://www.littelfuse.com/~/media/electronics/datasheets/fuse_holders/littelfuse_fuse_holder_344_348_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/03480877Z.JPG,F4920-ND,03480877Z,Littelfuse Inc.,FUSE HLDR CART 250V 15A PNL MNT,478,0,"6.93000","0","1","348","Active","Holder","Cartridge","3AG","1/4"" Dia x 1 1/4"" L (6.4mm x 31.8mm)","1","250V","15A","Panel Mount","-","Quick Connect - 0.250"" (6.3mm)","Brass","Tin"
https://www.littelfuse.com/~/media/electrical/datasheets/fuse-blocks-and-holders/powrgard-fuse-blocks/littelfuse_fuse_block_cc_cd_midget_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/L60030M1SQ.JPG,F1912-ND,L60030M1SQ,Littelfuse Inc.,FUSE BLOCK CART 600V 30A CHASSIS,263,0,"6.99000","0","1","L600","Active","Block","Cartridge","MIDGET","13/32"" Dia x 1-1/2"" L (10.3mm x 38.1mm)","1","600V","30A","Chassis Mount","-","Screw Terminal, Quick Connect","Copper Alloy","Tin"
https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-hkp-panel-mount-series-fuse-holders-data-sheet.pdf,//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/BK%5EHKP-BBHH-R.JPG,283-3361-ND,BK/HKP-BBHH-R,Eaton - Electronics Division,FUSE HLDR CART 250V 15A PNL MNT,242,0,"7.08000","0","1","HKP","Active","Holder","Cartridge","3AG","1/4"" Dia x 1 1/4"" L (6.4mm x 31.8mm)","1","250V","15A","Panel Mount","-","Quick Connect - 0.250"" (6.3mm)","Brass","Tin"
https://www.bulgin.com/products/pub/media/bulgin/data/Fuseholders.pdf,//media.digikey.com/photos/Bulgin%20Photos/FX0385.JPG,708-1430-ND,FX0385,Bulgin,FUSE HOLDER CART 50V 10A IN LINE,264,0,"7.18000","0","1","PC1, IP66","Active","Holder","Cartridge","5mm x 20mm","5mm x 20mm","1","50V","10A","Free Hanging In Line","-","Wire Leads","Brass","Nickel"
https://www.bulgin.com/products/pub/media/bulgin/data/Fuseholders.pdf,//media.digikey.com/photos/Bulgin%20Photos/FX0185.JPG,708-1428-ND,FX0185,Bulgin,FUSE HOLDER CART 50V 10A IN LINE,712,0,"7.62000","0","1","PC1, IP66","Active","Holder","Cartridge","3AG","1/4"" Dia x 1 1/4"" L (6.35mm x 32mm)","1","50V","10A","Free Hanging In Line","-","Wire Leads","Brass","Nickel"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/E2540101_Web.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/2540101.JPG,288-1487-ND,2540101,American Electrical Inc.,FUSE HLDR CART 600V 30A DIN RAIL,294,0,"7.95000","0","1","EFD10","Active","Holder","Cartridge","-","13/32"" Dia x 1-1/2"" L (10.3mm x 38.1mm)","1","600V","30A","DIN Rail","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/Power_Feed_Kits.pdf,-,F11240-ND,FHM20200Z,Littelfuse Inc.,FUSE HOLDER BLADE 10A IN LINE,871,0,"8.24000","0","1","MICRO2®","Active","Holder","Blade","MICRO2®","-","1","-","10A","Free Hanging In Line","-","Wire Leads","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/bus-elx-ds-10653-hhn.pdf,//media.digikey.com/Photos/Eaton%20Bussmann/HHN-1K0198.jpg,283-4780-ND,HHN-1K0198,Eaton - Electronics Division,FUSEHOLDER 1/4"" INLINE W/AGC-30,126,0,"8.74000","0","1","HHN","Active","Holder","Cartridge","1/4"" Dia","0.25"" Dia x 1.26"" L (6.3mm x 32mm)","1","32V","30A","Free Hanging In Line","-","Quick Connect","Brass","Tin"
https://www.littelfuse.com/~/media/commercial-vehicle/datasheets/automotive-fuse-holders/midi/littelfuse-fuseholder-midi-0498-datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_04980903ZXT.jpg,F6789-ND,04980903ZXT,Littelfuse Inc.,FUSE HLDR BLT DWN 32V 200A PANEL,301,0,"9.16000","0","1","MIDI® 498","Active","Holder","Bolt Down","MIDI","1.614"" L x 0.472"" W x 0.327"" H (41mm x 12mm x 8.3mm)","3","32V","200A","Panel Mount","-","Bolt Down","-","-"
