Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Voltage - DC Spark Over (Nom)","Impulse Discharge Current (8/20µs)","Tolerance","Number of Poles","Fail Short","Mounting Type","Package / Case"
https://www.littelfuse.com/~/media/electronics/datasheets/gas_discharge_tubes/littelfuse_gdt_se_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/1206%20(3216%20Metric).jpg,F6288DKR-ND,SE140,Littelfuse Inc.,GDT 140V 500A SURFACE MOUNT,3289,0,"Digi-Reel","0","1","Digi-Reel®","SE","Active","140V","500A","-","2","No","Surface Mount","1206 (3216 Metric)"
https://www.littelfuse.com/~/media/electronics/datasheets/gas_discharge_tubes/littelfuse_gdt_se_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/1206%20(3216%20Metric).jpg,F6290TR-ND,SE230,Littelfuse Inc.,GDT 230V 500A SURFACE MOUNT,3000,0,"0.97500","0","3000","Tape & Reel (TR)","SE","Active","230V","500A","-","2","No","Surface Mount","1206 (3216 Metric)"
https://www.littelfuse.com/~/media/electronics/datasheets/gas_discharge_tubes/littelfuse_gdt_se_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/1206%20(3216%20Metric).jpg,F6290CT-ND,SE230,Littelfuse Inc.,GDT 230V 500A SURFACE MOUNT,4604,0,"2.60000","0","1","Cut Tape (CT)","SE","Active","230V","500A","-","2","No","Surface Mount","1206 (3216 Metric)"
https://www.littelfuse.com/~/media/electronics/datasheets/gas_discharge_tubes/littelfuse_gdt_se_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/1206%20(3216%20Metric).jpg,F6290DKR-ND,SE230,Littelfuse Inc.,GDT 230V 500A SURFACE MOUNT,4604,0,"Digi-Reel","0","1","Digi-Reel®","SE","Active","230V","500A","-","2","No","Surface Mount","1206 (3216 Metric)"
https://www.bourns.com/docs/Product-Datasheets/2035-xx-SM.pdf,//media.digikey.com/photos/Bourns%20Photos/2035-23-SM-RPLF.JPG,2035-09-SMLF-ND,2035-09-SMLF,Bourns Inc.,GDT 90V 20% 5KA SURFACE MOUNT,6520,0,"0.99000","0","1","Bulk","2035-SM","Active","90V","5000A (5kA)","±20%","2","No","Surface Mount","2-SMD Cylinder Square End"
https://www.bourns.com/docs/Product-Datasheets/2038-xx-SM.pdf,//media.digikey.com/Photos/Bourns%20Photos/2038-23-sm-rplf.JPG,2038-15-SM-RPLFTR-ND,2038-15-SM-RPLF,Bourns Inc.,GDT 150V 25% 5KA SURFACE MOUNT,4000,0,"1.02600","0","1000","Tape & Reel (TR)","Mini-TRIGARD™ 2038","Active","150V","5000A (5kA)","±25%","3","No","Surface Mount","3-SMD Cylinder Square End"
https://www.bourns.com/docs/Product-Datasheets/2038-xx-SM.pdf,//media.digikey.com/Photos/Bourns%20Photos/2038-23-sm-rplf.JPG,2038-15-SM-RPLFCT-ND,2038-15-SM-RPLF,Bourns Inc.,GDT 150V 25% 5KA SURFACE MOUNT,5935,0,"2.49000","0","1","Cut Tape (CT)","Mini-TRIGARD™ 2038","Active","150V","5000A (5kA)","±25%","3","No","Surface Mount","3-SMD Cylinder Square End"
https://www.bourns.com/docs/Product-Datasheets/2038-xx-SM.pdf,//media.digikey.com/Photos/Bourns%20Photos/2038-23-sm-rplf.JPG,2038-15-SM-RPLFDKR-ND,2038-15-SM-RPLF,Bourns Inc.,GDT 150V 25% 5KA SURFACE MOUNT,5935,0,"Digi-Reel","0","1","Digi-Reel®","Mini-TRIGARD™ 2038","Active","150V","5000A (5kA)","±25%","3","No","Surface Mount","3-SMD Cylinder Square End"
https://www.littelfuse.com/~/media/electronics/datasheets/gas_discharge_tubes/littelfuse_gdt_cg5_sl0902a_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/SL0902A090SM.jpg,F3488TR-ND,SL0902A090SM,Littelfuse Inc.,GDT 90V 5KA SURFACE MOUNT,5400,0,"1.08320","0","900","Tape & Reel (TR)","SL0902A","Active","90V","5000A (5kA)","-","2","No","Surface Mount","2-SMD Cylinder Square End"
https://www.littelfuse.com/~/media/electronics/datasheets/gas_discharge_tubes/littelfuse_gdt_cg5_sl0902a_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/SL0902A090SM.jpg,F3488CT-ND,SL0902A090SM,Littelfuse Inc.,GDT 90V 5KA SURFACE MOUNT,7087,0,"2.35000","0","1","Cut Tape (CT)","SL0902A","Active","90V","5000A (5kA)","-","2","No","Surface Mount","2-SMD Cylinder Square End"
https://www.littelfuse.com/~/media/electronics/datasheets/gas_discharge_tubes/littelfuse_gdt_cg5_sl0902a_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/SL0902A090SM.jpg,F3488DKR-ND,SL0902A090SM,Littelfuse Inc.,GDT 90V 5KA SURFACE MOUNT,7087,0,"Digi-Reel","0","1","Digi-Reel®","SL0902A","Active","90V","5000A (5kA)","-","2","No","Surface Mount","2-SMD Cylinder Square End"
https://en.tdk.eu/inf/100/ds/T90-A90XFSMD-X4051T902.pdf,//media.digikey.com/photos/Epcos%20Photos/T90-A90XFSMD.jpg,495-4276-2-ND,B88069X4051T902,EPCOS (TDK),GDT 90V 20% 5KA SURFACE MOUNT,1800,0,"1.20000","0","900","Tape & Reel (TR)","T90","Active","90V","5000A (5kA)","±20%","3","No","Surface Mount","3-SMD Cylinder Square End"
https://en.tdk.eu/inf/100/ds/T90-A90XFSMD-X4051T902.pdf,//media.digikey.com/photos/Epcos%20Photos/T90-A90XFSMD.jpg,495-4276-1-ND,B88069X4051T902,EPCOS (TDK),GDT 90V 20% 5KA SURFACE MOUNT,2345,0,"2.60000","0","1","Cut Tape (CT)","T90","Active","90V","5000A (5kA)","±20%","3","No","Surface Mount","3-SMD Cylinder Square End"
https://en.tdk.eu/inf/100/ds/T90-A90XFSMD-X4051T902.pdf,//media.digikey.com/photos/Epcos%20Photos/T90-A90XFSMD.jpg,495-4276-6-ND,B88069X4051T902,EPCOS (TDK),GDT 90V 20% 5KA SURFACE MOUNT,2345,0,"Digi-Reel","0","1","Digi-Reel®","T90","Active","90V","5000A (5kA)","±20%","3","No","Surface Mount","3-SMD Cylinder Square End"
https://www.bourns.com/docs/Product-Datasheets/2030-xxT-SM.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_2030-xxT%20Series.jpg,2030-23T-SM-RPLFTR-ND,2030-23T-SM-RPLF,Bourns Inc.,GDT 185V 4KA SURFACE MOUNT,3000,0,"1.21125","0","1000","Tape & Reel (TR)","2030-xxT-SM","Active","185V","4000A (4kA)","-","3","No","Surface Mount","3-SMD Cylinder Square End"
https://www.bourns.com/docs/Product-Datasheets/2030-xxT-SM.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_2030-xxT%20Series.jpg,2030-23T-SM-RPLFCT-ND,2030-23T-SM-RPLF,Bourns Inc.,GDT 185V 4KA SURFACE MOUNT,8984,0,"2.95000","0","1","Cut Tape (CT)","Mini-TRIGARD™ 2030-SM","Active","185V","4000A (4kA)","-","3","No","Surface Mount","3-SMD Cylinder Square End"
https://en.tdk.eu/inf/100/ds/EC90X-X0720S102.pdf,//media.digikey.com/photos/Epcos%20Photos/EC%20SERIES.jpg,495-1476-ND,B88069X0720S102,EPCOS (TDK),GDT 90V 20% 5KA THROUGH HOLE,16501,0,"1.44000","0","1","Bulk","EC90X","Active","90V","5000A (5kA)","±20%","2","No","Through Hole","Axial Cylinder"
https://en.tdk.eu/inf/100/ds/EC75X-X0180xxxx.pdf,//media.digikey.com/photos/Epcos%20Photos/B88069X180T502.JPG,495-1475-ND,B88069X0180S102,EPCOS (TDK),GDT 75V 20% 5KA THROUGH HOLE,16194,0,"1.44000","0","1","Bulk","EC75X","Active","75V","5000A (5kA)","±20%","2","No","Through Hole","Axial Cylinder"
https://www.littelfuse.com/~/media/electronics/datasheets/gas_discharge_tubes/littelfuse_gdt_cg_cg2_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/CG75MS.JPG,F2723TR-ND,CG75MS,Littelfuse Inc.,GDT 75V 20KA SURFACE MOUNT,6500,0,"1.50300","0","500","Tape & Reel (TR)","CG","Active","75V","20000A (20kA)","-","2","No","Surface Mount","2-SMD Cylinder Square End"
https://www.littelfuse.com/~/media/electronics/datasheets/gas_discharge_tubes/littelfuse_gdt_cg_cg2_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/CG75MS.JPG,F2723CT-ND,CG75MS,Littelfuse Inc.,GDT 75V 20KA SURFACE MOUNT,6762,0,"3.31000","0","1","Cut Tape (CT)","CG","Active","75V","20000A (20kA)","-","2","No","Surface Mount","2-SMD Cylinder Square End"
