Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Voltage - Max","Current - Max","Current - Hold (Ih) (Max)","Current - Trip (It)","Time to Trip","Resistance - Initial (Ri) (Min)","Resistance - Post Trip (R1) (Max)","Resistance - 25°C (Typ)","Operating Temperature","Ratings","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing"
https://belfuse.com/resources/CircuitProtection/datasheets/0ZCF%20Nov2016.pdf,"//media.digikey.com/Photos/Bel%20Photos/2920-(7351-Metric),-Concave.jpg",507-1749-1-ND,0ZCF0200AF2C,Bel Fuse Inc.,PTC RESET FUSE 24V 2A 2920,41665,0,"0.29000","0","1","Cut Tape (CT)","0ZCF","Active","Polymeric","24V","100A","2A","4A","5s","35 mOhms","120 mOhms","-","-40°C ~ 85°C","-","Surface Mount","2920 (7351 Metric), Concave","0.290"" L x 0.202"" W (7.36mm x 5.12mm)","-","0.032"" (0.80mm)","-"
https://belfuse.com/resources/CircuitProtection/datasheets/0ZCF%20Nov2016.pdf,"//media.digikey.com/Photos/Bel%20Photos/2920-(7351-Metric),-Concave.jpg",507-1749-6-ND,0ZCF0200AF2C,Bel Fuse Inc.,PTC RESET FUSE 24V 2A 2920,41665,0,"Digi-Reel","0","1","Digi-Reel®","0ZCF","Active","Polymeric","24V","100A","2A","4A","5s","35 mOhms","120 mOhms","-","-40°C ~ 85°C","-","Surface Mount","2920 (7351 Metric), Concave","0.290"" L x 0.202"" W (7.36mm x 5.12mm)","-","0.032"" (0.80mm)","-"
https://belfuse.com/resources/CircuitProtection/datasheets/0ZCF%20Nov2016.pdf,"//media.digikey.com/Photos/Bel%20Photos/2920-(7351-Metric),-Concave.jpg",507-1745-2-ND,0ZCF0125FF2C,Bel Fuse Inc.,PTC RESET FUSE 33V 1.25A 2920,32000,0,"0.13090","0","2000","Tape & Reel (TR)","0ZCF","Active","Polymeric","33V","100A","1.25A","2.5A","2s","50 mOhms","250 mOhms","-","-40°C ~ 85°C","-","Surface Mount","2920 (7351 Metric), Concave","0.290"" L x 0.202"" W (7.36mm x 5.12mm)","-","0.035"" (0.90mm)","-"
https://belfuse.com/resources/CircuitProtection/datasheets/0ZCF%20Nov2016.pdf,"//media.digikey.com/Photos/Bel%20Photos/2920-(7351-Metric),-Concave.jpg",507-1745-1-ND,0ZCF0125FF2C,Bel Fuse Inc.,PTC RESET FUSE 33V 1.25A 2920,33351,0,"0.29000","0","1","Cut Tape (CT)","0ZCF","Active","Polymeric","33V","100A","1.25A","2.5A","2s","50 mOhms","250 mOhms","-","-40°C ~ 85°C","-","Surface Mount","2920 (7351 Metric), Concave","0.290"" L x 0.202"" W (7.36mm x 5.12mm)","-","0.035"" (0.90mm)","-"
https://belfuse.com/resources/CircuitProtection/datasheets/0ZCF%20Nov2016.pdf,"//media.digikey.com/Photos/Bel%20Photos/2920-(7351-Metric),-Concave.jpg",507-1745-6-ND,0ZCF0125FF2C,Bel Fuse Inc.,PTC RESET FUSE 33V 1.25A 2920,33351,0,"Digi-Reel","0","1","Digi-Reel®","0ZCF","Active","Polymeric","33V","100A","1.25A","2.5A","2s","50 mOhms","250 mOhms","-","-40°C ~ 85°C","-","Surface Mount","2920 (7351 Metric), Concave","0.290"" L x 0.202"" W (7.36mm x 5.12mm)","-","0.035"" (0.90mm)","-"
https://belfuse.com/resources/CircuitProtection/datasheets/0ZCK%20Nov2016.pdf,//media.digikey.com/Renders/Bel%20Fuse%20Renders/0ZCK-Series-0805.jpg,507-1815-2-ND,0ZCK0100FF2E,Bel Fuse Inc.,PTC RESET FUSE 6V 1A 0805,30000,0,"0.13728","0","3000","Tape & Reel (TR)","0ZCK","Active","Polymeric","6V","40A","1A","1.95A","300ms","60 mOhms","210 mOhms","-","-40°C ~ 85°C","-","Surface Mount","0805 (2012 Metric), Concave","0.085"" L x 0.053"" W (2.15mm x 1.35mm)","-","0.071"" (1.80mm)","-"
https://belfuse.com/resources/CircuitProtection/datasheets/0ZCK%20Nov2016.pdf,//media.digikey.com/Renders/Bel%20Fuse%20Renders/0ZCK-Series-0805.jpg,507-1815-1-ND,0ZCK0100FF2E,Bel Fuse Inc.,PTC RESET FUSE 6V 1A 0805,32450,0,"0.33000","0","1","Cut Tape (CT)","0ZCK","Active","Polymeric","6V","40A","1A","1.95A","300ms","60 mOhms","210 mOhms","-","-40°C ~ 85°C","-","Surface Mount","0805 (2012 Metric), Concave","0.085"" L x 0.053"" W (2.15mm x 1.35mm)","-","0.071"" (1.80mm)","-"
https://belfuse.com/resources/CircuitProtection/datasheets/0ZCK%20Nov2016.pdf,//media.digikey.com/Renders/Bel%20Fuse%20Renders/0ZCK-Series-0805.jpg,507-1815-6-ND,0ZCK0100FF2E,Bel Fuse Inc.,PTC RESET FUSE 6V 1A 0805,32450,0,"Digi-Reel","0","1","Digi-Reel®","0ZCK","Active","Polymeric","6V","40A","1A","1.95A","300ms","60 mOhms","210 mOhms","-","-40°C ~ 85°C","-","Surface Mount","0805 (2012 Metric), Concave","0.085"" L x 0.053"" W (2.15mm x 1.35mm)","-","0.071"" (1.80mm)","-"
https://www.bourns.com/docs/Product-Datasheets/mfusmf.pdf,//media.digikey.com/Renders/Bourns%20Renders/MF-USMF.jpg,MF-USMF020-2TR-ND,MF-USMF020-2,Bourns Inc.,PTC RESET FUSE 30V 200MA 1210,17000,0,"0.13750","0","3000","Tape & Reel (TR)","Multifuse®, MF-USMF","Active","Polymeric","30V","10A","200mA","400mA","20ms","400 mOhms","5 Ohms","-","-40°C ~ 85°C","AEC-Q200","Surface Mount","1210 (3225 Metric), Concave","0.127"" L x 0.102"" W (3.22mm x 2.58mm)","-","0.033"" (0.85mm)","-"
https://www.bourns.com/docs/Product-Datasheets/mfusmf.pdf,//media.digikey.com/Renders/Bourns%20Renders/MF-USMF.jpg,MF-USMF020-2CT-ND,MF-USMF020-2,Bourns Inc.,PTC RESET FUSE 30V 200MA 1210,18530,0,"0.37000","0","1","Cut Tape (CT)","Multifuse®, MF-USMF","Active","Polymeric","30V","10A","200mA","400mA","20ms","400 mOhms","5 Ohms","-","-40°C ~ 85°C","AEC-Q200","Surface Mount","1210 (3225 Metric), Concave","0.127"" L x 0.102"" W (3.22mm x 2.58mm)","-","0.033"" (0.85mm)","-"
https://www.bourns.com/docs/Product-Datasheets/mfusmf.pdf,//media.digikey.com/Renders/Bourns%20Renders/MF-USMF.jpg,MF-USMF020-2DKR-ND,MF-USMF020-2,Bourns Inc.,PTC RESET FUSE 30V 200MA 1210,18530,0,"Digi-Reel","0","1","Digi-Reel®","Multifuse®, MF-USMF","Active","Polymeric","30V","10A","200mA","400mA","20ms","400 mOhms","5 Ohms","-","-40°C ~ 85°C","AEC-Q200","Surface Mount","1210 (3225 Metric), Concave","0.127"" L x 0.102"" W (3.22mm x 2.58mm)","-","0.033"" (0.85mm)","-"
https://www.littelfuse.com/~/media/electronics/datasheets/resettable_ptcs/littelfuse_ptc_1210l_datasheet.pdf.pdf,"//media.digikey.com/Photos/Littelfuse%20Photos/MFG_1210L,%201210%20Concave%20Pkg.jpg",F3350TR-ND,1210L020WR,Littelfuse Inc.,PTC RESET FUSE 30V 200MA 1210,6000,0,"0.13750","0","3000","Tape & Reel (TR)","POLY-FUSE®, 1210L","Active","Polymeric","30V","10A","200mA","400mA","20ms","800 mOhms","5 Ohms","-","-40°C ~ 85°C","-","Surface Mount","1210 (3225 Metric), Concave","0.127"" L x 0.102"" W (3.22mm x 2.58mm)","-","0.039"" (1.00mm)","-"
https://www.littelfuse.com/~/media/electronics/datasheets/resettable_ptcs/littelfuse_ptc_1210l_datasheet.pdf.pdf,"//media.digikey.com/Photos/Littelfuse%20Photos/MFG_1210L,%201210%20Concave%20Pkg.jpg",F3350CT-ND,1210L020WR,Littelfuse Inc.,PTC RESET FUSE 30V 200MA 1210,7997,0,"0.37000","0","1","Cut Tape (CT)","POLY-FUSE®, 1210L","Active","Polymeric","30V","10A","200mA","400mA","20ms","800 mOhms","5 Ohms","-","-40°C ~ 85°C","-","Surface Mount","1210 (3225 Metric), Concave","0.127"" L x 0.102"" W (3.22mm x 2.58mm)","-","0.039"" (1.00mm)","-"
https://www.littelfuse.com/~/media/electronics/datasheets/resettable_ptcs/littelfuse_ptc_1210l_datasheet.pdf.pdf,"//media.digikey.com/Photos/Littelfuse%20Photos/MFG_1210L,%201210%20Concave%20Pkg.jpg",F3350DKR-ND,1210L020WR,Littelfuse Inc.,PTC RESET FUSE 30V 200MA 1210,7997,0,"Digi-Reel","0","1","Digi-Reel®","POLY-FUSE®, 1210L","Active","Polymeric","30V","10A","200mA","400mA","20ms","800 mOhms","5 Ohms","-","-40°C ~ 85°C","-","Surface Mount","1210 (3225 Metric), Concave","0.127"" L x 0.102"" W (3.22mm x 2.58mm)","-","0.039"" (1.00mm)","-"
https://www.bourns.com/docs/Product-Datasheets/mfnsmf.pdf,//media.digikey.com/Renders/Bourns%20Renders/MF-NSMF.jpg,MF-NSMF012-2TR-ND,MF-NSMF012-2,Bourns Inc.,PTC RESET FUSE 30V 120MA 1206,18000,0,"0.14414","0","3000","Tape & Reel (TR)","Multifuse®, MF-NSMF","Active","Polymeric","30V","10A","120mA","290mA","200ms","1.35 Ohms","8.5 Ohms","-","-40°C ~ 85°C","AEC-Q200","Surface Mount","1206 (3216 Metric), Concave","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","-","0.043"" (1.10mm)","-"
https://www.bourns.com/docs/Product-Datasheets/mfnsmf.pdf,//media.digikey.com/Renders/Bourns%20Renders/MF-NSMF.jpg,MF-NSMF012-2CT-ND,MF-NSMF012-2,Bourns Inc.,PTC RESET FUSE 30V 120MA 1206,19129,0,"0.39000","0","1","Cut Tape (CT)","Multifuse®, MF-NSMF","Active","Polymeric","30V","10A","120mA","290mA","200ms","1.35 Ohms","8.5 Ohms","-","-40°C ~ 85°C","AEC-Q200","Surface Mount","1206 (3216 Metric), Concave","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","-","0.043"" (1.10mm)","-"
https://www.bourns.com/docs/Product-Datasheets/mfnsmf.pdf,//media.digikey.com/Renders/Bourns%20Renders/MF-NSMF.jpg,MF-NSMF012-2DKR-ND,MF-NSMF012-2,Bourns Inc.,PTC RESET FUSE 30V 120MA 1206,19129,0,"Digi-Reel","0","1","Digi-Reel®","Multifuse®, MF-NSMF","Active","Polymeric","30V","10A","120mA","290mA","200ms","1.35 Ohms","8.5 Ohms","-","-40°C ~ 85°C","AEC-Q200","Surface Mount","1206 (3216 Metric), Concave","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","-","0.043"" (1.10mm)","-"
https://www.littelfuse.com/~/media/electronics/product_specifications/resettable_ptcs/littelfuse_ptc_nanosmdc012f_2_product_specification.pdf.pdf,//media.digikey.com/Photos/TE%20Connectivity/NANOSMDC020F-2.jpg,NANOSMDC012F-2TR-ND,NANOSMDC012F-2,Littelfuse Inc.,PTC RESET FUSE 48V 120MA 1206,15000,0,"0.14438","0","3000","Tape & Reel (TR)","PolySwitch®, nanoSMD","Active","Polymeric","48V","10A","120mA","390mA","200ms","1.4 Ohms","6.5 Ohms","-","-40°C ~ 85°C","-","Surface Mount","1206 (3216 Metric), Concave","0.126"" L x 0.063"" W (3.20mm x 1.59mm)","-","0.039"" (1.00mm)","-"
https://www.littelfuse.com/~/media/electronics/product_specifications/resettable_ptcs/littelfuse_ptc_nanosmdc012f_2_product_specification.pdf.pdf,//media.digikey.com/Photos/TE%20Connectivity/NANOSMDC020F-2.jpg,NANOSMDC012F-2CT-ND,NANOSMDC012F-2,Littelfuse Inc.,PTC RESET FUSE 48V 120MA 1206,17021,0,"0.39000","0","1","Cut Tape (CT)","PolySwitch®, nanoSMD","Active","Polymeric","48V","10A","120mA","390mA","200ms","1.4 Ohms","6.5 Ohms","-","-40°C ~ 85°C","-","Surface Mount","1206 (3216 Metric), Concave","0.126"" L x 0.063"" W (3.20mm x 1.59mm)","-","0.039"" (1.00mm)","-"
https://www.littelfuse.com/~/media/electronics/product_specifications/resettable_ptcs/littelfuse_ptc_nanosmdc012f_2_product_specification.pdf.pdf,//media.digikey.com/Photos/TE%20Connectivity/NANOSMDC020F-2.jpg,NANOSMDC012F-2DKR-ND,NANOSMDC012F-2,Littelfuse Inc.,PTC RESET FUSE 48V 120MA 1206,17021,0,"Digi-Reel","0","1","Digi-Reel®","PolySwitch®, nanoSMD","Active","Polymeric","48V","10A","120mA","390mA","200ms","1.4 Ohms","6.5 Ohms","-","-40°C ~ 85°C","-","Surface Mount","1206 (3216 Metric), Concave","0.126"" L x 0.063"" W (3.20mm x 1.59mm)","-","0.039"" (1.00mm)","-"
https://www.littelfuse.com/~/media/electronics/product_specifications/resettable_ptcs/littelfuse_ptc_nanosmdc075f_2_product_specification.pdf.pdf,//media.digikey.com/Photos/TE%20Connectivity/NANOSMDC020F-2.jpg,NANOSMDC075F-2TR-ND,NANOSMDC075F-2,Littelfuse Inc.,PTC RESET FUSE 6V 750MA 1206,18000,0,"0.15125","0","3000","Tape & Reel (TR)","PolySwitch®, nanoSMD","Active","Polymeric","6V","100A","750mA","1.5A","100ms","90 mOhms","300 mOhms","-","-40°C ~ 85°C","-","Surface Mount","1206 (3216 Metric), Concave","0.126"" L x 0.063"" W (3.20mm x 1.59mm)","-","0.027"" (0.68mm)","-"
https://www.littelfuse.com/~/media/electronics/product_specifications/resettable_ptcs/littelfuse_ptc_nanosmdc075f_2_product_specification.pdf.pdf,//media.digikey.com/Photos/TE%20Connectivity/NANOSMDC020F-2.jpg,NANOSMDC075F-2CT-ND,NANOSMDC075F-2,Littelfuse Inc.,PTC RESET FUSE 6V 750MA 1206,20545,0,"0.41000","0","1","Cut Tape (CT)","PolySwitch®, nanoSMD","Active","Polymeric","6V","100A","750mA","1.5A","100ms","90 mOhms","300 mOhms","-","-40°C ~ 85°C","-","Surface Mount","1206 (3216 Metric), Concave","0.126"" L x 0.063"" W (3.20mm x 1.59mm)","-","0.027"" (0.68mm)","-"
https://www.littelfuse.com/~/media/electronics/product_specifications/resettable_ptcs/littelfuse_ptc_nanosmdc075f_2_product_specification.pdf.pdf,//media.digikey.com/Photos/TE%20Connectivity/NANOSMDC020F-2.jpg,NANOSMDC075F-2DKR-ND,NANOSMDC075F-2,Littelfuse Inc.,PTC RESET FUSE 6V 750MA 1206,20545,0,"Digi-Reel","0","1","Digi-Reel®","PolySwitch®, nanoSMD","Active","Polymeric","6V","100A","750mA","1.5A","100ms","90 mOhms","300 mOhms","-","-40°C ~ 85°C","-","Surface Mount","1206 (3216 Metric), Concave","0.126"" L x 0.063"" W (3.20mm x 1.59mm)","-","0.027"" (0.68mm)","-"
https://www.belfuse.com/resources/CircuitProtection/datasheets/0ZCJ%20Nov2016.pdf,//media.digikey.com/Renders/Bel%20Fuse%20Renders/0ZCK-Series-1206.jpg,507-1809-2-ND,0ZCJ0200FF2C,Bel Fuse Inc.,PTC RESET FUSE 6V 2A 1206,30000,0,"0.15147","0","2000","Tape & Reel (TR)","0ZCJ","Active","Polymeric","6V","100A","2A","3.5A","1.5s","18 mOhms","80 mOhms","-","-40°C ~ 85°C","-","Surface Mount","1206 (3216 Metric), Concave","0.128"" L x 0.065"" W (3.25mm x 1.65mm)","-","0.063"" (1.60mm)","-"
https://www.belfuse.com/resources/CircuitProtection/datasheets/0ZCJ%20Nov2016.pdf,//media.digikey.com/Renders/Bel%20Fuse%20Renders/0ZCK-Series-1206.jpg,507-1809-1-ND,0ZCJ0200FF2C,Bel Fuse Inc.,PTC RESET FUSE 6V 2A 1206,31547,0,"0.34000","0","1","Cut Tape (CT)","0ZCJ","Active","Polymeric","6V","100A","2A","3.5A","1.5s","18 mOhms","80 mOhms","-","-40°C ~ 85°C","-","Surface Mount","1206 (3216 Metric), Concave","0.128"" L x 0.065"" W (3.25mm x 1.65mm)","-","0.063"" (1.60mm)","-"
https://www.belfuse.com/resources/CircuitProtection/datasheets/0ZCJ%20Nov2016.pdf,//media.digikey.com/Renders/Bel%20Fuse%20Renders/0ZCK-Series-1206.jpg,507-1809-6-ND,0ZCJ0200FF2C,Bel Fuse Inc.,PTC RESET FUSE 6V 2A 1206,31547,0,"Digi-Reel","0","1","Digi-Reel®","0ZCJ","Active","Polymeric","6V","100A","2A","3.5A","1.5s","18 mOhms","80 mOhms","-","-40°C ~ 85°C","-","Surface Mount","1206 (3216 Metric), Concave","0.128"" L x 0.065"" W (3.25mm x 1.65mm)","-","0.063"" (1.60mm)","-"
https://www.bourns.com/docs/Product-Datasheets/mfusmf.pdf,//media.digikey.com/Renders/Bourns%20Renders/MF-USMF.jpg,MF-USMF050-2TR-ND,MF-USMF050-2,Bourns Inc.,PTC RESET FUSE 13.2V 500MA 1210,12000,0,"0.15348","0","3000","Tape & Reel (TR)","Multifuse®, MF-USMF","Active","Polymeric","13.2V","40A","500mA","1A","100ms","180 mOhms","900 mOhms","-","-40°C ~ 85°C","AEC-Q200","Surface Mount","1210 (3225 Metric), Concave","0.127"" L x 0.102"" W (3.22mm x 2.58mm)","-","0.033"" (0.85mm)","-"
https://www.bourns.com/docs/Product-Datasheets/mfusmf.pdf,//media.digikey.com/Renders/Bourns%20Renders/MF-USMF.jpg,MF-USMF050-2CT-ND,MF-USMF050-2,Bourns Inc.,PTC RESET FUSE 13.2V 500MA 1210,13472,0,"0.41000","0","1","Cut Tape (CT)","Multifuse®, MF-USMF","Active","Polymeric","13.2V","40A","500mA","1A","100ms","180 mOhms","900 mOhms","-","-40°C ~ 85°C","AEC-Q200","Surface Mount","1210 (3225 Metric), Concave","0.127"" L x 0.102"" W (3.22mm x 2.58mm)","-","0.033"" (0.85mm)","-"
https://www.bourns.com/docs/Product-Datasheets/mfusmf.pdf,//media.digikey.com/Renders/Bourns%20Renders/MF-USMF.jpg,MF-USMF050-2DKR-ND,MF-USMF050-2,Bourns Inc.,PTC RESET FUSE 13.2V 500MA 1210,13472,0,"Digi-Reel","0","1","Digi-Reel®","Multifuse®, MF-USMF","Active","Polymeric","13.2V","40A","500mA","1A","100ms","180 mOhms","900 mOhms","-","-40°C ~ 85°C","AEC-Q200","Surface Mount","1210 (3225 Metric), Concave","0.127"" L x 0.102"" W (3.22mm x 2.58mm)","-","0.033"" (0.85mm)","-"
https://www.littelfuse.com/~/media/electronics/product_specifications/resettable_ptcs/littelfuse_ptc_minismdc075f_2_product_specification.pdf.pdf,//media.digikey.com/photos/Tyco%20Raychem%20Photos/MINISMDF%2014-110%20SERIES.jpg,MINISMDC075F-2TR-ND,MINISMDC075F-2,Littelfuse Inc.,PTC RESET FUSE 13.2V 750MA 1812,42000,0,"0.15400","0","2000","Tape & Reel (TR)","PolySwitch®, miniSMD","Active","Polymeric","13.2V","100A","750mA","1.5A","200ms","110 mOhms","450 mOhms","-","-40°C ~ 85°C","-","Surface Mount","1812 (4532 Metric), Concave","0.179"" L x 0.128"" W (4.55mm x 3.24mm)","-","0.024"" (0.62mm)","-"
https://www.littelfuse.com/~/media/electronics/product_specifications/resettable_ptcs/littelfuse_ptc_minismdc075f_2_product_specification.pdf.pdf,//media.digikey.com/photos/Tyco%20Raychem%20Photos/MINISMDF%2014-110%20SERIES.jpg,MINISMDC075F-2CT-ND,MINISMDC075F-2,Littelfuse Inc.,PTC RESET FUSE 13.2V 750MA 1812,42094,0,"0.41000","0","1","Cut Tape (CT)","PolySwitch®, miniSMD","Active","Polymeric","13.2V","100A","750mA","1.5A","200ms","110 mOhms","450 mOhms","-","-40°C ~ 85°C","-","Surface Mount","1812 (4532 Metric), Concave","0.179"" L x 0.128"" W (4.55mm x 3.24mm)","-","0.024"" (0.62mm)","-"
https://www.littelfuse.com/~/media/electronics/product_specifications/resettable_ptcs/littelfuse_ptc_minismdc075f_2_product_specification.pdf.pdf,//media.digikey.com/photos/Tyco%20Raychem%20Photos/MINISMDF%2014-110%20SERIES.jpg,MINISMDC075F-2DKR-ND,MINISMDC075F-2,Littelfuse Inc.,PTC RESET FUSE 13.2V 750MA 1812,42094,0,"Digi-Reel","0","1","Digi-Reel®","PolySwitch®, miniSMD","Active","Polymeric","13.2V","100A","750mA","1.5A","200ms","110 mOhms","450 mOhms","-","-40°C ~ 85°C","-","Surface Mount","1812 (4532 Metric), Concave","0.179"" L x 0.128"" W (4.55mm x 3.24mm)","-","0.024"" (0.62mm)","-"
https://belfuse.com/resources/CircuitProtection/datasheets/0ZCF%20Nov2016.pdf,"//media.digikey.com/Photos/Bel%20Photos/2920-(7351-Metric),-Concave.jpg",507-1753-2-ND,0ZCF0300AF2C,Bel Fuse Inc.,PTC RESET FUSE 15V 3A 2920,40000,0,"0.15400","0","2000","Tape & Reel (TR)","0ZCF","Active","Polymeric","15V","100A","3A","5.2A","20s","10 mOhms","48 mOhms","-","-40°C ~ 85°C","-","Surface Mount","2920 (7351 Metric), Concave","0.290"" L x 0.202"" W (7.36mm x 5.12mm)","-","0.045"" (1.15mm)","-"
https://belfuse.com/resources/CircuitProtection/datasheets/0ZCF%20Nov2016.pdf,"//media.digikey.com/Photos/Bel%20Photos/2920-(7351-Metric),-Concave.jpg",507-1753-1-ND,0ZCF0300AF2C,Bel Fuse Inc.,PTC RESET FUSE 15V 3A 2920,40142,0,"0.40000","0","1","Cut Tape (CT)","0ZCF","Active","Polymeric","15V","100A","3A","5.2A","20s","10 mOhms","48 mOhms","-","-40°C ~ 85°C","-","Surface Mount","2920 (7351 Metric), Concave","0.290"" L x 0.202"" W (7.36mm x 5.12mm)","-","0.045"" (1.15mm)","-"
https://belfuse.com/resources/CircuitProtection/datasheets/0ZCF%20Nov2016.pdf,"//media.digikey.com/Photos/Bel%20Photos/2920-(7351-Metric),-Concave.jpg",507-1753-6-ND,0ZCF0300AF2C,Bel Fuse Inc.,PTC RESET FUSE 15V 3A 2920,40142,0,"Digi-Reel","0","1","Digi-Reel®","0ZCF","Active","Polymeric","15V","100A","3A","5.2A","20s","10 mOhms","48 mOhms","-","-40°C ~ 85°C","-","Surface Mount","2920 (7351 Metric), Concave","0.290"" L x 0.202"" W (7.36mm x 5.12mm)","-","0.045"" (1.15mm)","-"
https://www.littelfuse.com/~/media/electronics/product_specifications/resettable_ptcs/littelfuse_ptc_nanosmdc010f_2_product_specification.pdf.pdf,//media.digikey.com/photos/Tyco%20Raychem%20Photos/MINISMDF%2014-110%20SERIES.jpg,NANOSMDC010F-2TR-ND,NANOSMDC010F-2,Littelfuse Inc.,PTC RESET FUSE 60V 100MA 1206,27000,0,"0.15400","0","3000","Tape & Reel (TR)","nanoSMD","Active","Polymeric","60V","10A","100mA","250mA","1s","-","-","-","-","-","Surface Mount","1206 (3216 Metric), Concave","0.126"" L x 0.063"" W (3.20mm x 1.59mm)","-","0.039"" (1.00mm)","-"
https://www.littelfuse.com/~/media/electronics/product_specifications/resettable_ptcs/littelfuse_ptc_nanosmdc010f_2_product_specification.pdf.pdf,//media.digikey.com/photos/Tyco%20Raychem%20Photos/MINISMDF%2014-110%20SERIES.jpg,NANOSMDC010F-2CT-ND,NANOSMDC010F-2,Littelfuse Inc.,PTC RESET FUSE 60V 100MA 1206,27195,0,"0.41000","0","1","Cut Tape (CT)","nanoSMD","Active","Polymeric","60V","10A","100mA","250mA","1s","-","-","-","-","-","Surface Mount","1206 (3216 Metric), Concave","0.126"" L x 0.063"" W (3.20mm x 1.59mm)","-","0.039"" (1.00mm)","-"
https://www.littelfuse.com/~/media/electronics/product_specifications/resettable_ptcs/littelfuse_ptc_nanosmdc010f_2_product_specification.pdf.pdf,//media.digikey.com/photos/Tyco%20Raychem%20Photos/MINISMDF%2014-110%20SERIES.jpg,NANOSMDC010F-2DKR-ND,NANOSMDC010F-2,Littelfuse Inc.,PTC RESET FUSE 60V 100MA 1206,27195,0,"Digi-Reel","0","1","Digi-Reel®","nanoSMD","Active","Polymeric","60V","10A","100mA","250mA","1s","-","-","-","-","-","Surface Mount","1206 (3216 Metric), Concave","0.126"" L x 0.063"" W (3.20mm x 1.59mm)","-","0.039"" (1.00mm)","-"
https://www.littelfuse.com/~/media/electronics/product_specifications/resettable_ptcs/littelfuse_ptc_minismdc050f_2_product_specification.pdf.pdf,//media.digikey.com/photos/Tyco%20Raychem%20Photos/MINISMDF%2014-110%20SERIES.jpg,MINISMDC050F-2TR-ND,MINISMDC050F-2,Littelfuse Inc.,PTC RESET FUSE 24V 500MA 1812,12000,0,"0.15400","0","2000","Tape & Reel (TR)","PolySwitch®, miniSMD","Active","Polymeric","24V","100A","500mA","1A","150ms","150 mOhms","1 Ohms","-","-40°C ~ 85°C","-","Surface Mount","1812 (4532 Metric), Concave","0.179"" L x 0.128"" W (4.55mm x 3.24mm)","-","0.024"" (0.62mm)","-"
https://www.littelfuse.com/~/media/electronics/product_specifications/resettable_ptcs/littelfuse_ptc_minismdc050f_2_product_specification.pdf.pdf,//media.digikey.com/photos/Tyco%20Raychem%20Photos/MINISMDF%2014-110%20SERIES.jpg,MINISMDC050F-2CT-ND,MINISMDC050F-2,Littelfuse Inc.,PTC RESET FUSE 24V 500MA 1812,13302,0,"0.41000","0","1","Cut Tape (CT)","PolySwitch®, miniSMD","Active","Polymeric","24V","100A","500mA","1A","150ms","150 mOhms","1 Ohms","-","-40°C ~ 85°C","-","Surface Mount","1812 (4532 Metric), Concave","0.179"" L x 0.128"" W (4.55mm x 3.24mm)","-","0.024"" (0.62mm)","-"
https://www.littelfuse.com/~/media/electronics/product_specifications/resettable_ptcs/littelfuse_ptc_minismdc050f_2_product_specification.pdf.pdf,//media.digikey.com/photos/Tyco%20Raychem%20Photos/MINISMDF%2014-110%20SERIES.jpg,MINISMDC050F-2DKR-ND,MINISMDC050F-2,Littelfuse Inc.,PTC RESET FUSE 24V 500MA 1812,13302,0,"Digi-Reel","0","1","Digi-Reel®","PolySwitch®, miniSMD","Active","Polymeric","24V","100A","500mA","1A","150ms","150 mOhms","1 Ohms","-","-40°C ~ 85°C","-","Surface Mount","1812 (4532 Metric), Concave","0.179"" L x 0.128"" W (4.55mm x 3.24mm)","-","0.024"" (0.62mm)","-"
https://www.littelfuse.com/~/media/electronics/product_specifications/resettable_ptcs/littelfuse_ptc_minismdc110f_2_product_specification.pdf.pdf,//media.digikey.com/photos/Tyco%20Raychem%20Photos/MINISMDF%2014-110%20SERIES.jpg,MINISMDC110F-2TR-ND,MINISMDC110F-2,Littelfuse Inc.,PTC RESET FUSE 8V 1.1A 1812,14000,0,"0.15400","0","2000","Tape & Reel (TR)","PolySwitch®, miniSMD","Active","Polymeric","8V","100A","1.1A","2.2A","300ms","40 mOhms","210 mOhms","-","-40°C ~ 85°C","-","Surface Mount","1812 (4532 Metric), Concave","0.179"" L x 0.128"" W (4.55mm x 3.24mm)","-","0.024"" (0.62mm)","-"
https://www.littelfuse.com/~/media/electronics/product_specifications/resettable_ptcs/littelfuse_ptc_minismdc110f_2_product_specification.pdf.pdf,//media.digikey.com/photos/Tyco%20Raychem%20Photos/MINISMDF%2014-110%20SERIES.jpg,MINISMDC110F-2CT-ND,MINISMDC110F-2,Littelfuse Inc.,PTC RESET FUSE 8V 1.1A 1812,15087,0,"0.41000","0","1","Cut Tape (CT)","PolySwitch®, miniSMD","Active","Polymeric","8V","100A","1.1A","2.2A","300ms","40 mOhms","210 mOhms","-","-40°C ~ 85°C","-","Surface Mount","1812 (4532 Metric), Concave","0.179"" L x 0.128"" W (4.55mm x 3.24mm)","-","0.024"" (0.62mm)","-"
