Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Voltage - Clamping","Voltage","Technology","Number of Circuits","Applications","Mounting Type","Package / Case","Supplier Device Package"
https://www.littelfuse.com/data/en/data_sheets/littelfuse_pled6.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_PLED18Q12.jpg,F4112DKR-ND,PLED9Q12,Littelfuse Inc.,LED PROTECTOR 9V BI-DIR QFN 3X3,416,0,"Digi-Reel","0","1","Digi-Reel®","PLED®","Active","18V","9V","LED Shunt","1","LED Protection","Surface Mount","2-TDFN","2-QFN (3x3)"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,F6296TR-ND,PLED13US,Littelfuse Inc.,LED PROTECTOR UNI 13V DO214 2L,0,0,"0.29000","0","2500","Tape & Reel (TR)","PLED®","Active","26V","13V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,F6296CT-ND,PLED13US,Littelfuse Inc.,LED PROTECTOR UNI 13V DO214 2L,175,0,"0.82000","0","1","Cut Tape (CT)","PLED®","Active","26V","13V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,F6296DKR-ND,PLED13US,Littelfuse Inc.,LED PROTECTOR UNI 13V DO214 2L,175,0,"Digi-Reel","0","1","Digi-Reel®","PLED®","Active","26V","13V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.bourns.com/docs/Product-Datasheets/LSP.pdf,//media.digikey.com/Photos/Bourns%20Photos/LSPXXXXBJR-S.jpg,LSP1800BJR-STR-ND,LSP1800BJR-S,Bourns Inc.,LED SHUNT PROTECTOR 18V SMD,0,0,"0.26910","0","12000","Tape & Reel (TR)","-","Active","-","18V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","SMB (DO-214AA)"
https://www.bourns.com/docs/Product-Datasheets/LSP.pdf,//media.digikey.com/Photos/Bourns%20Photos/LSPXXXXBJR-S.jpg,LSP1800BJR-SCT-ND,LSP1800BJR-S,Bourns Inc.,LED SHUNT PROTECTOR 18V SMD,353,0,"0.85000","0","1","Cut Tape (CT)","-","Active","-","18V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","SMB (DO-214AA)"
https://www.bourns.com/docs/Product-Datasheets/LSP.pdf,//media.digikey.com/Photos/Bourns%20Photos/LSPXXXXBJR-S.jpg,LSP1800BJR-SDKR-ND,LSP1800BJR-S,Bourns Inc.,LED SHUNT PROTECTOR 18V SMD,353,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","18V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","SMB (DO-214AA)"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxsw_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,F6276TR-ND,PLED18SW,Littelfuse Inc.,LED PROTECTOR BI 18V DO214 2L,0,0,"0.30450","0","2500","Tape & Reel (TR)","PLED®","Active","33V","18V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxsw_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,F6276CT-ND,PLED18SW,Littelfuse Inc.,LED PROTECTOR BI 18V DO214 2L,799,0,"0.87000","0","1","Cut Tape (CT)","PLED®","Active","33V","18V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxsw_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,F6276DKR-ND,PLED18SW,Littelfuse Inc.,LED PROTECTOR BI 18V DO214 2L,799,0,"Digi-Reel","0","1","Digi-Reel®","PLED®","Active","33V","18V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
//media.digikey.com/pdf/Data%20Sheets/ERP%20Power/SPD_Series.pdf,//media.digikey.com/Photos/ERP-Power/MFG_SPD-Series.jpg,1800-1080-ND,SPD-277P-10KA,"ERP Power, LLC",LIGHTING SURGE PRTCT 120-277VAC,73,0,"12.26000","0","1","Bulk","SPD","Active","-","120 ~ 277VAC","Surge Protector","1","LED Drivers, AC/DC SMPS","Free Hanging","Module, Wire Leads","-"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp05_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP_P.jpg,F6369-ND,LSP05480LLP,Littelfuse Inc.,SURGE PROTECTOR 5KA 480V L/N/G,84,0,"14.41000","0","1","Tray","LSP","Active","-","480V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp05_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP_P.jpg,F6371-ND,LSP05480P,Littelfuse Inc.,SURGE PROTECTOR 5KA 480VAC,75,0,"14.41000","0","1","Tray","LSP","Active","-","480V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp05_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP_P.jpg,F6361-ND,LSP05240LLP,Littelfuse Inc.,SURGE PROTECTOR 5KA 240V L/N/G,61,0,"14.41000","0","1","Tray","LSP","Active","-","240V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp05_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP_P.jpg,F6367-ND,LSP05347P,Littelfuse Inc.,SURGE PROTECTOR 5KA 347VAC,41,0,"14.41000","0","1","Tray","LSP","Active","-","347V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp05_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP05_PM.jpg,F6368-ND,LSP05347PM,Littelfuse Inc.,SURGE PROTECTOR 5KA MNTR 347V,85,0,"15.14000","0","1","Tray","LSP","Active","-","347V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp05_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP05_PM.jpg,F6370-ND,LSP05480LLPM,Littelfuse Inc.,SURGE PROTECTOR 5KA MNT 480V LNG,82,0,"15.14000","0","1","Tray","LSP","Active","-","480V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp05_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP05_PM.jpg,F6362-ND,LSP05240LLPM,Littelfuse Inc.,SURGE PROTECTOR 5KA MNT 240V LNG,55,0,"15.14000","0","1","Tray","LSP","Active","-","240V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp05_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP05_PM.jpg,F6372-ND,LSP05480PM,Littelfuse Inc.,SURGE PROTECTOR 5KA MNTR 480V,54,0,"15.14000","0","1","Tray","LSP","Active","-","480V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.meanwell.com/Upload/PDF/SPD-20/SPD-20-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_SPD-20.jpg,1866-4817-ND,SPD-20-240P,MEAN WELL USA Inc.,LIGHTING SURGE PROTECTOR 240V,56,0,"18.33000","0","1","-","SPD-20","Active","-","240V","Surge Protector","2","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.meanwell.com/Upload/PDF/SPD-20/SPD-20-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_SPD-20.jpg,1866-4818-ND,SPD-20-277P,MEAN WELL USA Inc.,LIGHTING SURGE PROTECTOR 277V,32,0,"18.33000","0","1","-","SPD-20","Active","-","277V","Surge Protector","2","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
//media.digikey.com/pdf/Data%20Sheets/ERP%20Power/SPD_Series.pdf,//media.digikey.com/Photos/ERP-Power/MFG_SPD-Series.jpg,1800-1081-ND,SPD-277P-20KA,"ERP Power, LLC",LIGHTING SURGE PRTCT 120-277VAC,24,0,"20.46000","0","1","Bulk","SPD","Active","-","120 ~ 277VAC","Surge Protector","1","LED Drivers, AC/DC SMPS","Free Hanging","Module, Wire Leads","-"
https://hubbellcdn.com/specsheet/FSP3-20K.pdf,//media.digikey.com/photos/Thomas%20Research%20Products/FSP3-277-20KA.jpg,1121-1421-ND,FSP3-277-20KA-NI,Thomas Research Products,3-POLE FUSED IN-LINE SURGE PROTE,31,0,"26.26000","0","1","Bulk","-","Active","2.1kV","100 ~ 277V","Surge Protector","1","LED Drivers, AC/DC SMPS","Requires Holder","Module, Wire Leads","-"
//media.digikey.com/pdf/Data%20Sheets/ERP%20Power/SPD_Series.pdf,//media.digikey.com/Photos/ERP-Power/MFG_SPD-Series.jpg,1800-1083-ND,SPD-277S-20KA,"ERP Power, LLC",LIGHTING SURGE PRTCT 120-277VAC,70,0,"29.33000","0","1","Bulk","SPD","Active","-","120 ~ 277VAC","Surge Protector","1","LED Drivers, AC/DC SMPS","Free Hanging","Module, Wire Leads","-"
https://www.meanwell.com/Upload/PDF/SPD-20HP/SPD-20HP-SPEC.PDF,-,1866-5481-ND,SPD-20HP-480S,MEAN WELL USA Inc.,LED PROTECTION DEVICES 20KA SURG,10,0,"35.05000","0","1","Box","SPD-20HP","Active","-","347 ~ 480VAC","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.meanwell.com/Upload/PDF/SPD-20HP/SPD-20HP-SPEC.PDF,-,1866-5480-ND,SPD-20HP-277S,MEAN WELL USA Inc.,LED PROTECTION DEVICES 20KA SURG,6,0,"35.05000","0","1","Box","SPD-20HP","Active","-","120 ~ 277VAC","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
//media.digikey.com/pdf/Data%20Sheets/ERP%20Power/SPD_Series.pdf,//media.digikey.com/Photos/ERP-Power/MFG_SPD-Series.jpg,1800-1084-ND,SPD-277S-20KA-EILR,"ERP Power, LLC",LIGHTING SURGE PRTCT 120-277VAC,44,0,"51.19000","0","1","Bulk","SPD","Active","-","120 ~ 277VAC","Surge Protector","1","LED Drivers, AC/DC SMPS","Free Hanging","Module, Wire Leads","-"
https://www.littelfuse.com/data/en/data_sheets/littelfuse_pled6.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_PLED18Q12.jpg,F4111TR-ND,PLED6Q12,Littelfuse Inc.,LED PROTECTOR 6V BI-DIR QFN 3X3,0,0,"0.27000","0","5000","Tape & Reel (TR)","PLED®","Active","16V","6V","LED Shunt","1","LED Protection","Surface Mount","2-TDFN","2-QFN (3x3)"
https://www.littelfuse.com/data/en/data_sheets/littelfuse_pled6.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_PLED18Q12.jpg,F4111CT-ND,PLED6Q12,Littelfuse Inc.,LED PROTECTOR 6V BI-DIR QFN 3X3,0,0,"0.82000","0","1","Cut Tape (CT)","PLED®","Active","16V","6V","LED Shunt","1","LED Protection","Surface Mount","2-TDFN","2-QFN (3x3)"
https://www.littelfuse.com/data/en/data_sheets/littelfuse_pled6.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_PLED18Q12.jpg,F4111DKR-ND,PLED6Q12,Littelfuse Inc.,LED PROTECTOR 6V BI-DIR QFN 3X3,0,0,"Digi-Reel","0","1","Digi-Reel®","PLED®","Active","16V","6V","LED Shunt","1","LED Protection","Surface Mount","2-TDFN","2-QFN (3x3)"
https://hubbellcdn.com/specsheet/BSP3-LC.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/BSP3-LC.jpg,1121-1011-ND,BSP3-277-LC,Thomas Research Products,SURGE PROTECTOR 277V DRIVER,18,0,"13.42000","0","1","Bulk","BSP3","Active","1.5kV","277V","Surge Protector","1","LED Drivers, AC/DC SMPS","Free Hanging","Module, Wire Leads","-"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp05_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP_P.jpg,F6363-ND,LSP05240P,Littelfuse Inc.,SURGE PROTECTOR 5KA 240VAC,20,0,"14.41000","0","1","Tray","LSP","Active","-","240V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_lsp10_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_LSP_P.jpg,F6379-ND,LSP10277P,Littelfuse Inc.,SURGE PROTECTOR 10KA 277V PARL,22,0,"16.13000","0","1","Tray","LSP","Active","-","277V","Surge Protector","1","LED Drivers, AC/DC SMPS","Screw","Module, Wire Leads","Module"
https://www.bourns.com/docs/Product-Datasheets/LSP.pdf,//media.digikey.com/Photos/Bourns%20Photos/LSPXXXXBJR-S.jpg,LSP0900BJR-STR-ND,LSP0900BJR-S,Bourns Inc.,LED SHUNT PROTECTOR 9V SMD,0,0,"0.28710","0","3000","Tape & Reel (TR)","-","Active","-","9V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","SMB (DO-214AA)"
https://www.bourns.com/docs/Product-Datasheets/LSP.pdf,//media.digikey.com/Photos/Bourns%20Photos/LSPXXXXBJR-S.jpg,LSP0900BJR-SCT-ND,LSP0900BJR-S,Bourns Inc.,LED SHUNT PROTECTOR 9V SMD,23,0,"0.82000","0","1","Cut Tape (CT)","-","Active","-","9V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","SMB (DO-214AA)"
https://www.bourns.com/docs/Product-Datasheets/LSP.pdf,//media.digikey.com/Photos/Bourns%20Photos/LSPXXXXBJR-S.jpg,LSP0900BJR-SDKR-ND,LSP0900BJR-S,Bourns Inc.,LED SHUNT PROTECTOR 9V SMD,23,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","9V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","SMB (DO-214AA)"
http://www.onsemi.com/pub/Collateral/HBL5006-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOD-323_477.jpg,SZHBL5006HT1G-ND,SZHBL5006HT1G,ON Semiconductor,IC SHUNT LED ELECTRONIC SOD323,0,423000,"0.08228","0","6000","Tape & Reel (TR)","Automotive, AEC-Q101","Active","11.2V","7V","LED Shunt","1","LED Protection","Surface Mount","SC-76, SOD-323","SOD-323"
http://www.onsemi.com/pub/Collateral/HBL5006-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOD-523_502.jpg,SZHBL5006XV2T1G-ND,SZHBL5006XV2T1G,ON Semiconductor,IC SHUNT LED ELECTRONIC SOD523-3,0,381000,"0.08228","0","6000","Tape & Reel (TR)","Automotive, AEC-Q101","Active","11.2V","7V","LED Shunt","1","LED Protection","Surface Mount","SC-79, SOD-523","SOD-523"
http://www.onsemi.com/pub/Collateral/HBL5006-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOD-923_514AB.jpg,HBL5006P2T5GOSTR-ND,HBL5006P2T5G,ON Semiconductor,IC LED ELECTRONIC SHUNT SOD923,0,392000,"0.13795","0","8000","Tape & Reel (TR)","-","Active","11.2V","7V","LED Shunt","1","LED Protection","Surface Mount","SOD-923","SOD-923"
http://www.onsemi.com/pub/Collateral/HBL5006-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOD-923_514AB.jpg,HBL5006P2T5GOSCT-ND,HBL5006P2T5G,ON Semiconductor,IC LED ELECTRONIC SHUNT SOD923,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","11.2V","7V","LED Shunt","1","LED Protection","Surface Mount","SOD-923","SOD-923"
http://www.onsemi.com/pub/Collateral/HBL5006-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOD-923_514AB.jpg,HBL5006P2T5GOSDKR-ND,HBL5006P2T5G,ON Semiconductor,IC LED ELECTRONIC SHUNT SOD923,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","11.2V","7V","LED Shunt","1","LED Protection","Surface Mount","SOD-923","SOD-923"
http://www.onsemi.com/pub/Collateral/HBL5006-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOD-523_502.jpg,HBL5006XV2T1GOSTR-ND,HBL5006XV2T1G,ON Semiconductor,IC LED ELECTRONIC SHUNT SOD523,0,0,"0.14685","0","3000","Tape & Reel (TR)","-","Active","11.2V","7V","LED Shunt","1","LED Protection","Surface Mount","SC-79, SOD-523","SOD-523"
http://www.onsemi.com/pub/Collateral/HBL1015-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TSOP-5_483.jpg,HBL1015T1G-ND,HBL1015T1G,ON Semiconductor,IC LED SHUNT 8V 5TSOP,0,0,"0.15500","0","3000","Tape & Reel (TR)","-","Active","-","8V","LED Shunt","1","LED Protection","Surface Mount","SOT-23-5 Thin, TSOT-23-5","5-TSOP"
https://www.monolithicpower.com/pub/media/document/MP4690_r1.0.pdf,-,MP4690GSD-LF-Z-ND,MP4690GSD-LF-Z,Monolithic Power Systems Inc.,IC LED DRIVER,0,0,"0.21700","0","3000","Tube","-","Active","7V","7.5V","LED Shunt","1","LED Protection","Surface Mount","SOD-123","SOD-123"
https://www.bourns.com/docs/Product-Datasheets/LSPxxxxAJR.pdf,//media.digikey.com/Renders/Bourns%20Renders/118;DO214ACSMA;;2.jpg,LSP1300AJR-STR-ND,LSP1300AJR-S,Bourns Inc.,LED SHUNT PROTECTOR 13V SMD,0,0,"0.25740","0","10000","Tape & Reel (TR)","-","Active","-","13V","LED Shunt","1","LED Protection","Surface Mount","DO-214AC, SMA","DO-214AC (SMA)"
https://www.bourns.com/docs/Product-Datasheets/LSPxxxxAJR.pdf,//media.digikey.com/Renders/Bourns%20Renders/118;DO214ACSMA;;2.jpg,LSP1300AJR-SCT-ND,LSP1300AJR-S,Bourns Inc.,LED SHUNT PROTECTOR 13V SMD,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","-","13V","LED Shunt","1","LED Protection","Surface Mount","DO-214AC, SMA","DO-214AC (SMA)"
https://www.bourns.com/docs/Product-Datasheets/LSPxxxxAJR.pdf,//media.digikey.com/Renders/Bourns%20Renders/118;DO214ACSMA;;2.jpg,LSP1300AJR-SDKR-ND,LSP1300AJR-S,Bourns Inc.,LED SHUNT PROTECTOR 13V SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","-","13V","LED Shunt","1","LED Protection","Surface Mount","DO-214AC, SMA","DO-214AC (SMA)"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/PLED6US.JPG,F6294TR-ND,PLED6US,Littelfuse Inc.,LED PROTECTOR UNI 6V DO214 2L,0,0,"0.29000","0","2500","Tape & Reel (TR)","PLED®","Active","16V","6V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/PLED6US.JPG,F6294CT-ND,PLED6US,Littelfuse Inc.,LED PROTECTOR UNI 6V DO214 2L,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","PLED®","Discontinued at Digi-Key","16V","6V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxux_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/PLED6US.JPG,F6294DKR-ND,PLED6US,Littelfuse Inc.,LED PROTECTOR UNI 6V DO214 2L,0,0,"Digi-Reel","0","1","Digi-Reel®","PLED®","Discontinued at Digi-Key","16V","6V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxsw_datasheet.pdf.pdf,//media.digikey.com/Renders/STMicro%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,F6275TR-ND,PLED13SW,Littelfuse Inc.,LED PROTECTOR BI 13V DO214 2L,0,0,"0.30450","0","2500","Tape & Reel (TR)","PLED®","Active","26V","13V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxsw_datasheet.pdf.pdf,//media.digikey.com/Renders/STMicro%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,F6275CT-ND,PLED13SW,Littelfuse Inc.,LED PROTECTOR BI 13V DO214 2L,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","PLED®","Discontinued at Digi-Key","26V","13V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pledxsw_datasheet.pdf.pdf,//media.digikey.com/Renders/STMicro%20Renders/DO-214AA%20(SMB)%202%20Leads.jpg,F6275DKR-ND,PLED13SW,Littelfuse Inc.,LED PROTECTOR BI 13V DO214 2L,0,0,"Digi-Reel","0","1","Digi-Reel®","PLED®","Discontinued at Digi-Key","26V","13V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pled_ultra_low_holding_current_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMBJ).jpg,F11315TR-ND,PLED180S,Littelfuse Inc.,LED PROTECTOR BI 170V DO214 2L,0,0,"0.52780","0","2500","Tape & Reel (TR)","PLED®","Active","203V","170V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pled_ultra_low_holding_current_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMBJ).jpg,F11315CT-ND,PLED180S,Littelfuse Inc.,LED PROTECTOR BI 170V DO214 2L,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","PLED®","Discontinued at Digi-Key","203V","170V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pled_ultra_low_holding_current_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMBJ).jpg,F11315DKR-ND,PLED180S,Littelfuse Inc.,LED PROTECTOR BI 170V DO214 2L,0,0,"Digi-Reel","0","1","Digi-Reel®","PLED®","Discontinued at Digi-Key","203V","170V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pled_ultra_low_holding_current_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMBJ).jpg,F11316TR-ND,PLED230S,Littelfuse Inc.,LED PROTECTOR BI 190V DO214 2L,0,0,"0.52780","0","2500","Tape & Reel (TR)","PLED®","Active","240V","190V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pled_ultra_low_holding_current_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMBJ).jpg,F11316CT-ND,PLED230S,Littelfuse Inc.,LED PROTECTOR BI 190V DO214 2L,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","PLED®","Discontinued at Digi-Key","240V","190V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pled_ultra_low_holding_current_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMBJ).jpg,F11316DKR-ND,PLED230S,Littelfuse Inc.,LED PROTECTOR BI 190V DO214 2L,0,0,"Digi-Reel","0","1","Digi-Reel®","PLED®","Discontinued at Digi-Key","240V","190V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pled_ultra_low_holding_current_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMBJ).jpg,F11317TR-ND,PLED260S,Littelfuse Inc.,LED PROTECTOR BI 220V DO214 2L,0,0,"0.52780","0","2500","Tape & Reel (TR)","PLED®","Active","274V","220V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pled_ultra_low_holding_current_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMBJ).jpg,F11317CT-ND,PLED260S,Littelfuse Inc.,LED PROTECTOR BI 220V DO214 2L,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","PLED®","Discontinued at Digi-Key","274V","220V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
https://www.littelfuse.com/~/media/electronics/datasheets/led_protectors/littelfuse_led_protector_pled_ultra_low_holding_current_datasheet.pdf.pdf,//media.digikey.com/Renders/Littelfuse%20Renders/DO-214AA%20(SMBJ).jpg,F11317DKR-ND,PLED260S,Littelfuse Inc.,LED PROTECTOR BI 220V DO214 2L,0,0,"Digi-Reel","0","1","Digi-Reel®","PLED®","Discontinued at Digi-Key","274V","220V","LED Shunt","1","LED Protection","Surface Mount","DO-214AA, SMB","DO-214AA"
