Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Gender","Number of Positions or Pins (Grid)","Pitch","Height","Contact Finish","Contact Finish Thickness","Color","Material Flammability Rating","Dielectric Material","Voltage Rating","Current Rating (Amps)"
https://cdn.harwin.com/pdfs/S1621R.pdf,//media.digikey.com/Photos/Harwin/MFG_S1621-06R.jpg,952-1474-2-ND,S1621-46R,Harwin Inc.,JUMPER TIN SMD,140000,0,"0.08640","0","5000","Tape & Reel (TR)","EZ BoardWare","Active","Non-Insulated","Non-Gendered","2 (1 x 2)","0.319"" (8.10mm)","0.071"" (1.80mm)","Tin","118.1µin (3.00µm)","-","-","-","-","10A"
https://cdn.harwin.com/pdfs/S1621R.pdf,//media.digikey.com/Photos/Harwin/MFG_S1621-06R.jpg,952-1474-1-ND,S1621-46R,Harwin Inc.,JUMPER TIN SMD,144108,0,"0.24000","0","1","Cut Tape (CT)","EZ BoardWare","Active","Non-Insulated","Non-Gendered","2 (1 x 2)","0.319"" (8.10mm)","0.071"" (1.80mm)","Tin","118.1µin (3.00µm)","-","-","-","-","10A"
https://cdn.harwin.com/pdfs/S1621R.pdf,//media.digikey.com/Photos/Harwin/MFG_S1621-06R.jpg,952-1474-6-ND,S1621-46R,Harwin Inc.,JUMPER TIN SMD,144108,0,"Digi-Reel","0","1","Digi-Reel®","EZ BoardWare","Active","Non-Insulated","Non-Gendered","2 (1 x 2)","0.319"" (8.10mm)","0.071"" (1.80mm)","Tin","118.1µin (3.00µm)","-","-","-","-","10A"
https://cdn.harwin.com/pdfs/S1731R.pdf,//media.digikey.com/Photos/Harwin/S1731-46R.jpg,952-1581-2-ND,S1731-46R,Harwin Inc.,JUMPER TIN SMD,52500,0,"0.09405","0","2500","Tape & Reel (TR)","EZ BoardWare","Active","Non-Insulated","Non-Gendered","2 (1 x 2)","0.119"" (3.02mm)","0.100"" (2.54mm)","Tin","118.1µin (3.00µm)","-","-","-","-","10A"
https://cdn.harwin.com/pdfs/S1731R.pdf,//media.digikey.com/Photos/Harwin/S1731-46R.jpg,952-1581-1-ND,S1731-46R,Harwin Inc.,JUMPER TIN SMD,54608,0,"0.25000","0","1","Cut Tape (CT)","EZ BoardWare","Active","Non-Insulated","Non-Gendered","2 (1 x 2)","0.119"" (3.02mm)","0.100"" (2.54mm)","Tin","118.1µin (3.00µm)","-","-","-","-","10A"
https://cdn.harwin.com/pdfs/S1731R.pdf,//media.digikey.com/Photos/Harwin/S1731-46R.jpg,952-1581-6-ND,S1731-46R,Harwin Inc.,JUMPER TIN SMD,54608,0,"Digi-Reel","0","1","Digi-Reel®","EZ BoardWare","Active","Non-Insulated","Non-Gendered","2 (1 x 2)","0.119"" (3.02mm)","0.100"" (2.54mm)","Tin","118.1µin (3.00µm)","-","-","-","-","10A"
https://drawings-pdf.s3.amazonaws.com/11510.pdf,//media.digikey.com/Photos/Sullins%20Photos/QPC02SXGN-RC.JPG,S9337-ND,QPC02SXGN-RC,Sullins Connector Solutions,CONN JUMPER SHORTING .100"" GOLD,144383,0,"0.10000","0","1","Bulk","-","Active","Open Top","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.235"" (5.97mm)","Gold","Flash","Black","UL94 V-0","Polybutylene Terephthalate (PBT)","-","3A"
https://drawings-pdf.s3.amazonaws.com/11134.pdf,"//media.digikey.com/photos/Sullins%20Photos/STC02SYAN,%20SSC02SYAN,%20SPC02SYAN.jpg",S9000-ND,STC02SYAN,Sullins Connector Solutions,CONN JUMPER SHORTING TIN,253537,0,"0.10000","0","1","Bulk","-","Active","Closed Top","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.256"" (6.50mm)","Tin","100.0µin (2.54µm)","Black","UL94 V-0","Polybutylene Terephthalate (PBT)","250VAC","3A per Contact"
https://drawings-pdf.s3.amazonaws.com/11134.pdf,"//media.digikey.com/photos/Sullins%20Photos/STC02SYAN,%20SSC02SYAN,%20SPC02SYAN.jpg",S9001-ND,SPC02SYAN,Sullins Connector Solutions,CONN JUMPER SHORTING GOLD FLASH,201043,0,"0.10000","0","1","Bulk","-","Active","Closed Top","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.256"" (6.50mm)","Gold","Flash","Black","UL94 V-0","Polybutylene Terephthalate (PBT)","-","3A per Contact"
https://drawings-pdf.s3.amazonaws.com/11518.pdf,//media.digikey.com/Photos/Sullins%20Photos/NPC02SXON-RC.JPG,S9341-ND,NPC02SXON-RC,Sullins Connector Solutions,CONN JUMPER SHORTING .100"" GOLD,94468,0,"0.11000","0","1","Bulk","-","Active","Open Top, Grip","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.531"" (13.50mm)","Gold","Flash","-","UL94 V-2","Polyamide (PA66), Nylon 6/6","-","3A per Contact"
https://cdn.harwin.com/pdfs/S1911R.pdf,//media.digikey.com/Photos/Harwin/MFG_S1911-46R.jpg,952-1740-2-ND,S1911-46R,Harwin Inc.,JUMPER TIN SMD,72000,0,"0.11200","0","4000","Tape & Reel (TR)","E-Z-LINK","Active","Non-Insulated","Non-Gendered","2 (1 x 2)","0.119"" (3.02mm)","0.038"" (0.97mm)","Tin","-","-","-","-","-","10A"
https://cdn.harwin.com/pdfs/S1911R.pdf,//media.digikey.com/Photos/Harwin/MFG_S1911-46R.jpg,952-1740-1-ND,S1911-46R,Harwin Inc.,JUMPER TIN SMD,77548,0,"0.28000","0","1","Cut Tape (CT)","E-Z-LINK","Active","Non-Insulated","Non-Gendered","2 (1 x 2)","0.119"" (3.02mm)","0.038"" (0.97mm)","Tin","-","-","-","-","-","10A"
https://cdn.harwin.com/pdfs/S1911R.pdf,//media.digikey.com/Photos/Harwin/MFG_S1911-46R.jpg,952-1740-6-ND,S1911-46R,Harwin Inc.,JUMPER TIN SMD,77548,0,"Digi-Reel","0","1","Digi-Reel®","E-Z-LINK","Active","Non-Insulated","Non-Gendered","2 (1 x 2)","0.119"" (3.02mm)","0.038"" (0.97mm)","Tin","-","-","-","-","-","10A"
https://drawings-pdf.s3.amazonaws.com/10631.pdf,//media.digikey.com/photos/Sullins%20Photos/SPN02SYBN-RC.jpg,S3404-ND,SPN02SYBN-RC,Sullins Connector Solutions,CONN SHUNT 2MM OPEN TOP 2PS GOLD,131747,0,"0.13000","0","1","Bulk","-","Active","Open Top","Female Sockets","2 (1 x 2)","0.079"" (2.00mm)","0.138"" (3.50mm)","Gold","Flash","-","UL94 V-0","Polybutylene Terephthalate (PBT)","250VAC","1A per Contact"
http://www.keyelco.com/product-pdf.cfm?p=14013,//media.digikey.com/Photos/Keystone%20Elect%20Photos/5104.JPG,36-5104TR-ND,5104TR,Keystone Electronics,MINIATURE SMT JUMPER,47500,35000,"0.13760","0","2500","Tape & Reel (TR)","-","Active","Non-Insulated","Non-Gendered","2 (1 x 2)","0.319"" (8.10mm)","0.071"" (1.80mm)","Silver","-","-","-","-","-","20A"
http://www.keyelco.com/product-pdf.cfm?p=14013,//media.digikey.com/Photos/Keystone%20Elect%20Photos/5104.JPG,36-5104CT-ND,5104TR,Keystone Electronics,MINIATURE SMT JUMPER,49828,35605,"0.35000","0","1","Cut Tape (CT)","-","Active","Non-Insulated","Non-Gendered","2 (1 x 2)","0.319"" (8.10mm)","0.071"" (1.80mm)","Silver","-","-","-","-","-","20A"
http://www.keyelco.com/product-pdf.cfm?p=14013,//media.digikey.com/Photos/Keystone%20Elect%20Photos/5104.JPG,36-5104DKR-ND,5104TR,Keystone Electronics,MINIATURE SMT JUMPER,49828,35605,"Digi-Reel","0","1","Digi-Reel®","-","Active","Non-Insulated","Non-Gendered","2 (1 x 2)","0.319"" (8.10mm)","0.071"" (1.80mm)","Silver","-","-","-","-","-","20A"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=382811&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/382811-6.jpg,A26227-ND,382811-6,TE Connectivity AMP Connectors,CONN SHUNT 2POS OPEN 2.54MM,127877,0,"0.15600","0","10","Strip","AMPMODU","Active","Open Top","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.250"" (6.35mm)","Gold","15.0µin (0.38µm)","Black","UL94 V-0","Polyester, Glass Filled","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=382811&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/382811-8.JPG,A26228-ND,382811-8,TE Connectivity AMP Connectors,CONN SHUNT 2POS OPEN 2.54MM,60190,0,"0.17000","0","10","Strip","AMPMODU","Active","Open Top","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.250"" (6.35mm)","Gold","5.11µin (0.130µm)","Black","UL94 V-0","Polyester, Glass Filled","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=881545&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2-881545-2.JPG,2-881545-2-ND,2-881545-2,TE Connectivity AMP Connectors,CONN POST SHUNT NOVO 2POS,171550,0,"0.19000","0","1","Bulk","AMPMODU","Active","Open Top, Grip","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.429"" (10.90mm)","Gold","30.0µin (0.76µm)","Red","UL94 V-0","Thermoplastic, Glass Filled","-","3A"
https://cdn.harwin.com/pdfs/M7580-M7583.pdf,//media.digikey.com/Photos/Harwin/M7582-05.JPG,952-2881-ND,M7582-05,Harwin Inc.,JUMPER SKT OPEN TOP BLACK,61821,0,"0.19000","0","1","Bulk","M75","Active","Open Top","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.236"" (6.00mm)","Gold","-","Black","UL94 V-0","Polybutylene Terephthalate (PBT), Glass Filled","-","1A"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/68786.pdf,//media.digikey.com/Photos/Amphenol%20Photos/68786-102LF.JPG,609-3121-ND,68786-102LF,Amphenol ICC (FCI),CONN SHUNT 2POS .100 LOPRO GOLD,23969,0,"0.20000","0","1","Bulk","Mini-Jump™","Active","Open Top","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.200"" (5.08mm)","Gold or Gold, GXT™","15.0µin (0.38µm)","White","UL94 V-0","Polyester","-","3A"
http://www.keyelco.com/product-pdf.cfm?p=14019,//media.digikey.com/Photos/Keystone%20Elect%20Photos/5100.JPG,36-5100TR-ND,5100TR,Keystone Electronics,COMPACT SMT JUMPER,28500,33500,"0.20640","0","500","Tape & Reel (TR)","-","Active","Non-Insulated","Non-Gendered","2 (1 x 2)","0.300"" (7.62mm)","0.100"" (2.54mm)","Silver","-","-","-","-","-","20A"
http://www.keyelco.com/product-pdf.cfm?p=14019,//media.digikey.com/Photos/Keystone%20Elect%20Photos/5100.JPG,36-5100CT-ND,5100TR,Keystone Electronics,COMPACT SMT JUMPER,29015,33725,"0.35000","0","1","Cut Tape (CT)","-","Active","Non-Insulated","Non-Gendered","2 (1 x 2)","0.300"" (7.62mm)","0.100"" (2.54mm)","Silver","-","-","-","-","-","20A"
http://www.keyelco.com/product-pdf.cfm?p=14019,//media.digikey.com/Photos/Keystone%20Elect%20Photos/5100.JPG,36-5100DKR-ND,5100TR,Keystone Electronics,COMPACT SMT JUMPER,29015,33725,"Digi-Reel","0","1","Digi-Reel®","-","Active","Non-Insulated","Non-Gendered","2 (1 x 2)","0.300"" (7.62mm)","0.100"" (2.54mm)","Silver","-","-","-","-","-","20A"
http://www.keyelco.com/product-pdf.cfm?p=14020,//media.digikey.com/Photos/Keystone%20Elect%20Photos/5102.JPG,36-5102TR-ND,5102TR,Keystone Electronics,MICRO-MINIATURE SMT JUMPER,11500,80500,"0.20640","0","500","Tape & Reel (TR)","-","Active","Non-Insulated","Non-Gendered","2 (1 x 2)","0.114"" (2.90mm)","0.039"" (1.00mm)","Silver","-","-","-","-","-","20A"
http://www.keyelco.com/product-pdf.cfm?p=14020,//media.digikey.com/Photos/Keystone%20Elect%20Photos/5102.JPG,36-5102CT-ND,5102TR,Keystone Electronics,MICRO-MINIATURE SMT JUMPER,11867,80656,"0.35000","0","1","Cut Tape (CT)","-","Active","Non-Insulated","Non-Gendered","2 (1 x 2)","0.114"" (2.90mm)","0.039"" (1.00mm)","Silver","-","-","-","-","-","20A"
http://www.keyelco.com/product-pdf.cfm?p=14020,//media.digikey.com/Photos/Keystone%20Elect%20Photos/5102.JPG,36-5102DKR-ND,5102TR,Keystone Electronics,MICRO-MINIATURE SMT JUMPER,11867,80656,"Digi-Reel","0","1","Digi-Reel®","-","Active","Non-Insulated","Non-Gendered","2 (1 x 2)","0.114"" (2.90mm)","0.039"" (1.00mm)","Silver","-","-","-","-","-","20A"
https://drawings-pdf.s3.amazonaws.com/11134.pdf,"//media.digikey.com/photos/Sullins%20Photos/STC02SYAN,%20SSC02SYAN,%20SPC02SYAN.jpg",S9002-ND,SSC02SYAN,Sullins Connector Solutions,CONN JUMPER SHORTING GOLD,55386,0,"0.21000","0","1","Bulk","-","Active","Closed Top","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.256"" (6.50mm)","Gold","10.0µin (0.25µm)","Black","UL94 V-0","Polybutylene Terephthalate (PBT)","250VAC","3A per Contact"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=881545&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_1-881545-1.jpg,881545-1-ND,881545-1,TE Connectivity AMP Connectors,CONN SHUNT 2POS GOLD W/HANDLE,9220,0,"0.23000","0","1","Bulk","AMPMODU","Active","Open Top, Grip","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.429"" (10.90mm)","Gold","15.0µin (0.38µm)","Black","UL94 V-0","Thermoplastic, Glass Filled","-","3A"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=881545&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-881545-1.jpg,A107340-ND,1-881545-1,TE Connectivity AMP Connectors,AMP SHUNT ASS'Y,43994,0,"0.26000","0","1","Bulk","AMPMODU","Active","Open Top","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.228"" (5.80mm)","Gold","15.0µin (0.38µm)","Black","UL94 V-0","Thermoplastic, Glass Filled","-","3A"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/68786.pdf,//media.digikey.com/photos/FCI%20Photos/68786-202LF.jpg,609-2217-ND,68786-202LF,Amphenol ICC (FCI),CONN SHUNT 2POS .100 LOPRO GOLD,36250,0,"0.26000","0","1","Bulk","Mini-Jump™","Active","Open Top","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.200"" (5.08mm)","Gold or Gold, GXT™","30.0µin (0.76µm)","White","UL94 V-0","Polyester","-","2.5A"
https://drawings-pdf.s3.amazonaws.com/11499.pdf,//media.digikey.com/Renders/Sullins%20Renders/NPB02SVAN-RC.jpg,S9345-ND,NPB02SVAN-RC,Sullins Connector Solutions,CONN JUMPER SHORTING 1.27MM GOLD,83268,0,"0.27000","0","1","Bulk","-","Active","Closed Top","Female Sockets","2 (1 x 2)","0.050"" (1.27mm)","0.118"" (3.00mm)","Gold","Flash","-","UL94 V-2","Polyamide (PA66), Nylon 6/6","-","1A per Contact"
https://drawings-pdf.s3.amazonaws.com/11501.pdf,//media.digikey.com/Photos/Sullins%20Photos/NPB02SVFN-RC.jpg,S9346-ND,NPB02SVFN-RC,Sullins Connector Solutions,CONN JUMPER SHORTING 1.27MM GOLD,13528,0,"0.27000","0","1","Bulk","-","Active","Closed Top, Grip","Female Sockets","2 (1 x 2)","0.050"" (1.27mm)","0.217"" (5.50mm)","Gold","Flash","-","UL94 V-2","Polyamide (PA66), Nylon 6/6","-","1A per Contact"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=881545&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/881545-2.jpg,A26242-ND,881545-2,TE Connectivity AMP Connectors,SHUNT LP W/HANDLE 2 POS 30AU,99047,0,"0.28000","0","1","Bulk","AMPMODU","Active","Open Top, Grip","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.429"" (10.90mm)","Gold","30.0µin (0.76µm)","Black","UL94 V-0","Thermoplastic, Glass Filled","-","3A"
http://suddendocs.samtec.com/prints/snt-100-xx-x-x-mkt.pdf,//media.digikey.com/Photos/Samtec%20Photos/MFG_SNT-100-BK-G.jpg,SAM8858-ND,SNT-100-BK-G,Samtec Inc.,CONN SHUNT 2POS,127617,0,"0.31000","0","1","Bulk","SNT","Active","Open Top","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.240"" (6.10mm)","Gold","10.0µin (0.25µm)","Black","UL94 V-0","Polybutylene Terephthalate (PBT)","-","4.3A per Contact"
https://cdn.harwin.com/pdfs/M50-19X.pdf,//media.digikey.com/Photos/Harwin/MFG_M50-190xxx5.jpg,952-1730-ND,M50-1900005,Harwin Inc.,CONN SHUNT 1.27MM BLACK,47523,0,"0.33000","0","1","Bulk","Archer M50","Active","Closed Top","Female Sockets","2 (1 x 2)","0.050"" (1.27mm)","0.118"" (3.00mm)","Gold","1.00µin (0.025µm)","Black","UL94 V-0","Polybutylene Terephthalate (PBT)","-","1A"
http://suddendocs.samtec.com/prints/2sn-mkt.pdf,//media.digikey.com/Photos/Samtec%20Photos/MFG_2SN-BK-G.jpg,SAM8748-ND,2SN-BK-G,Samtec Inc.,SHUNT JUMPER,13808,0,"0.33000","0","1","Bulk","2SN","Active","Open Top","Female Sockets","2 (1 x 2)","0.079"" (2.00mm)","0.175"" (4.45mm)","Gold","10.0µin (0.25µm)","Black","-","Polyester, Glass Filled","-","3.9A per Contact"
http://suddendocs.samtec.com/prints/snt-100-xx-x-x-mkt.pdf,//media.digikey.com/Photos/Samtec%20Photos/MFG_SNT-100-BK-G.jpg,SAM8859-ND,SNT-100-BK-G-H,Samtec Inc.,CONN SHUNT 2POS,28628,0,"0.36000","0","1","Bulk","SNT","Active","Open Top, Grip","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.240"" (6.10mm)","Gold","10.0µin (0.25µm)","Black","UL94 V-0","Polybutylene Terephthalate (PBT)","-","4.3A per Contact"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=382575&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/382575-2.JPG,A26244-ND,382575-2,TE Connectivity AMP Connectors,SHUNT 2MM 15AU 10PC = 1 STICK,19130,0,"0.44400","0","10","Strip","-","Active","Open Top","Female Sockets","2 (1 x 2)","0.079"" (2.00mm)","0.140"" (3.56mm)","Gold","15.0µin (0.38µm)","Black","UL94 V-0","Thermoplastic","-","-"
http://multimedia.3m.com/mws/media/22102O/3mtm-100-in-shunt-100-midgie-929-series-ts0200.pdf,//media.digikey.com/photos/3M%20Photos/929955-06.jpg,929955-06-ND,929955-06,3M,SHORTING JUMPER GLD/NICKEL BLUE,29957,0,"0.48000","0","1","Bulk","929","Active","Open Top","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.298"" (7.57mm)","Gold","10.0µin (0.25µm)","Blue","UL94 V-0","Polybutylene Terephthalate (PBT), Glass Filled","-","1A"
http://multimedia.3m.com/mws/media/22102O/3mtm-100-in-shunt-100-midgie-929-series-ts0200.pdf,//media.digikey.com/Photos/3M%20Photos/929950-00.jpg,929950-00-ND,929950-00,3M,SHORTING JUMPER UNPLATED BLK,79516,0,"0.50000","0","1","Bulk","929","Active","Open Top","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.298"" (7.57mm)","Unplated","-","Black","UL94 V-0","Polybutylene Terephthalate (PBT)","-","1A"
https://www.molex.com/pdm_docs/sd/015291025_sd.pdf,//media.digikey.com/Photos/Molex/15-29-1025.JPG,WM23943-ND,0015291025,Molex,CONN SHUNT CLOSED TOP .100 GOLD,13981,0,"0.56000","0","1","Bulk","C-Grid 7859","Active","Closed Top","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.347"" (8.81mm)","Gold","15.0µin (0.38µm)","Black","UL94 V-0","Polyester, Glass Filled","-","5A"
http://www.keyelco.com/product-pdf.cfm?p=3086,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1430-x.jpg,36-1430-1-ND,1430-1,Keystone Electronics,PIN SHORTING .200""DIA,14755,3300,"0.57000","0","1","Bulk","-","Active","Non-Insulated","Male Pins","2 (1 x 2)","0.200"" (5.08mm)","0.261"" (6.63mm)","Gold","-","-","-","-","-","-"
https://www.mill-max.com/assets/pdfs/152.pdf,//media.digikey.com/photos/Mill-Max%20Mfg%20Photos/999-11-110-10-000000.JPG,ED1332-ND,999-11-110-10-000000,Mill-Max Manufacturing Corp.,JUMPER NON-INSULATED MALE .100"",13383,0,"0.61000","0","1","Bulk","999","Active","Non-Insulated","Male Pins","2 (1 x 2)","0.100"" (2.54mm)","0.217"" (5.50mm)","Gold","10.0µin (0.25µm)","-","-","-","-","3A"
https://www.norcomp.net/rohspdfs/Head-Recep/81Y/810-002-SP2L001.pdf,//media.digikey.com/photos/Norcomp%20Photos/810-002-SP2L001.jpg,SP2-001E-ND,810-002-SP2L001,NorComp Inc.,CONNECTOR SHUNT 2MM GOLD FLASH,40923,0,"0.64000","0","1","Bulk","-","Active","Open Top","Female Sockets","2 (1 x 2)","0.079"" (2.00mm)","0.140"" (3.56mm)","Gold","Flash","Black","UL94 V-0","Polybutylene Terephthalate (PBT), Glass Filled","-","3A"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=530153&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/530153-2.jpg,530153-2-ND,530153-2,TE Connectivity AMP Connectors,CONN SHUNT SPRING 2POS .100 GOLD,30276,0,"0.97000","0","1","Bulk","-","Active","Open Top","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.360"" (9.14mm)","Gold","30.0µin (0.76µm)","Black","UL94 V-0","-","-","3A"
https://cdn.harwin.com/pdfs/D3086.pdf,//media.digikey.com/Photos/Harwin/D3086-98.JPG,952-1864-ND,D3086-98,Harwin Inc.,1MM INSULATED SHORTING PLUG,7475,0,"1.02000","0","1","Bulk","D308","Active","Closed Top, Grip","Male Pins","2 (1 x 2)","0.200"" (5.08mm)","0.500"" (12.70mm)","Gold","3.94µin (0.10µm)","Black","UL94 V-0","Polybutylene Terephthalate (PBT)","-","10A"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=382811&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/1-382811-6.jpg,A26231-ND,1-382811-6,TE Connectivity AMP Connectors,CONN SHUNT 2POS OPEN 2.54MM,5870,0,"1.36000","0","1","Bulk","AMPMODU","Active","Open Top","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.250"" (6.35mm)","Gold","15.0µin (0.38µm)","Black","UL94 V-0","Polyester, Glass Filled","-","-"
https://www.mill-max.com/assets/pdfs/152.pdf,//media.digikey.com/Photos/Mill-Max%20Mfg%20Photos/MFG_999-11-210-10-000000.jpg,ED1335-ND,999-11-210-10-000000,Mill-Max Manufacturing Corp.,JUMPER INSULATED MALE .100"" BK,4197,0,"1.46000","0","1","Tube","999","Active","Insulated","Male Pins","2 (1 x 2)","0.100"" (2.54mm)","0.157"" (4.00mm)","Gold","10.0µin (0.25µm)","Black","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=382811&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/382811-2.JPG,A26226-ND,382811-2,TE Connectivity AMP Connectors,CONN SHUNT 2POS OPEN 2.54MM,4772,0,"1.54300","0","10","Strip","AMPMODU","Active","Open Top","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.250"" (6.35mm)","Gold","15.0µin (0.38µm)","Blue","UL94 V-0","Polyester, Glass Filled","-","-"
http://www.keyelco.com/product-pdf.cfm?p=3101,//media.digikey.com/Photos/Keystone%20Elect%20Photos/1461R.jpg,36-1461R-ND,1461R,Keystone Electronics,PLUG SHORTING INSULATED RED,5794,1420,"2.05000","0","1","Bulk","-","Active","Closed Top, Grip","Male Pins","2 (1 x 2)","","0.500"" (12.70mm)","Gold","-","Red","-","Polypropylene (PP)","-","-"
http://www.on-shore.com/wp-content/uploads/EDJ1XX.pdf,-,ED3082-ND,EDJ1G0,On Shore Technology Inc.,SHUNT .100"" BLK AU,19288,0,"0.10000","0","1","Bulk","EDJ","Active","Closed Top","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.235"" (5.97mm)","Gold","-","Black","UL94 V-0","Thermoplastic","-","3A"
http://suddendocs.samtec.com/prints/jl-mkt.pdf,//media.digikey.com/Photos/Samtec%20Photos/JL-100-25-T.jpg,SAM9019-ND,JL-100-25-T,Samtec Inc.,SHUNT JUMPER,16651,0,"0.10000","0","1","Bulk","JL","Active","Insulated","Male Pins","2 (1 x 2)","0.100"" (2.54mm)","-","Silver","-","White","-","-","-","-"
https://drawings-pdf.s3.amazonaws.com/11508.pdf,//media.digikey.com/Photos/Sullins%20Photos/SPC02SXCN-RC.JPG,S9342-ND,SPC02SXCN-RC,Sullins Connector Solutions,CONN JUMPER SHORTING .100"" GOLD,8767,0,"0.11000","0","1","Bulk","-","Active","Open Top","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.177"" (4.50mm)","Gold","Flash","-","UL94 V-0","Polybutylene Terephthalate (PBT)","-","3A per Contact"
https://drawings-pdf.s3.amazonaws.com/11502.pdf,//media.digikey.com/Renders/Sullins%20Renders/SPN02SVEN-RC.jpg,S9340-ND,SPN02SVEN-RC,Sullins Connector Solutions,CONN JUMPER SHORTING 2MM GOLD,16325,0,"0.13000","0","1","Bulk","-","Active","Closed Top","Female Sockets","2 (1 x 2)","0.079"" (2.00mm)","0.194"" (4.92mm)","Gold","Flash","-","UL94 V-0","Polybutylene Terephthalate (PBT)","-","3A per Contact"
//media.digikey.com/pdf/Data%20Sheets/Sullins%20PDFs/SPN02SXCN-RC.pdf,//media.digikey.com/Renders/Sullins%20Renders/SPN02SXCN-RC.jpg,S9339-ND,SPN02SXCN-RC,Sullins Connector Solutions,CONN JUMPER SHORTING 2MM GOLD,12538,0,"0.13000","0","1","Bulk","-","Active","Open Top","Female Sockets","2 (1 x 2)","0.079"" (2.00mm)","0.177"" (4.50mm)","Gold","Flash","-","UL94 V-0","Polybutylene Terephthalate (PBT)","-","1A per Contact"
https://drawings-pdf.s3.amazonaws.com/11514.pdf,//media.digikey.com/Photos/Sullins%20Photos/SPC02SXIN-RC.JPG,S9343-ND,SPC02SXIN-RC,Sullins Connector Solutions,CONN JUMPER SHORTING .100"" GOLD,11778,0,"0.13000","0","1","Bulk","-","Active","Open Top","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.315"" (8.00mm)","Gold","Flash","-","UL94 V-0","Polybutylene Terephthalate (PBT)","-","3A per Contact"
https://drawings-pdf.s3.amazonaws.com/11513.pdf,//media.digikey.com/Photos/Sullins%20Photos/SPC02SVJN-RC.jpg,S9344-ND,SPC02SVJN-RC,Sullins Connector Solutions,CONN JUMPER SHORTING .100"" GOLD,7323,0,"0.13000","0","1","Bulk","-","Active","Closed Top","Female Sockets","2 (1 x 2)","0.100"" (2.54mm)","0.335"" (8.50mm)","Gold","Flash","-","UL94 V-0","Polybutylene Terephthalate (PBT)","-","3A per Contact"
