Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Style","Connector Type","Number of Positions","Shape","Barrel Depth","Voltage","Mounting Type","Features"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=449652&DocType=Customer+Drawing&DocLang=English,-,449652-1-ND,449652-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 6POS CIRC PNL MNT,0,0,"23.47450","0","500","Bulk","-","Active","LGH","Receptacle","6","Circular","-","-","Panel Mount","Flange"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=443160&DocType=Customer+Drawing&DocLang=English,-,443160-1-ND,443160-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 9POS RECT PNL MNT,0,0,"23.56400","0","450","Bulk","-","Active","LGH","Receptacle","9","Rectangular","-","-","Panel Mount","-"
-,-,860094-1-ND,860094-1,TE Connectivity AMP Connectors,CONN LGH CAP,0,0,"24.63550","0","100","Bulk","-","Active","-","Accessory - Cap","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862197&DocType=Customer+Drawing&DocLang=English,-,862197-3-ND,862197-3,TE Connectivity AMP Connectors,CONN LGH RCPT 1POS CIRC STR,0,0,"25.05600","0","100","Bulk","-","Active","LGH","Receptacle","1","Circular","1.00"" (25.40mm)","20kVDC","Free Hanging (In-Line)","Flange"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862498&DocType=Customer+Drawing&DocLang=English,-,862498-1-ND,862498-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH HOUSING 2POS RECT STR,0,0,"25.31100","0","1000","Bulk","-","Active","LGH","Housing","2","Rectangular","-","-","Free Hanging (In-Line)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862434&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/862434-6.jpg,862434-6-ND,862434-6,"TE Connectivity Aerospace, Defense and Marine",CONN LGH PLUG 2POS CYL STR,0,0,"25.68750","0","300","Bulk","-","Active","LGH","Plug","2","Cylindrical","0.93"" (23.62mm)","10kVDC","Free Hanging (In-Line)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1218081&DocType=Customer+Drawing&DocLang=English,-,1218081-1-ND,1218081-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH HOUSING 6P CIRC PNL MNT,0,0,"25.88180","0","500","Bulk","-","Active","LGH","Housing","6","Circular","-","-","Panel Mount","Flange"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862383&DocType=Customer+Drawing&DocLang=English,-,862383-1-ND,862383-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH HOUSING 2POS RECT STR,0,0,"27.88350","0","240","Bulk","-","Active","LGH","Housing","2","Rectangular","-","-","Free Hanging (In-Line)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=861610&DocType=Customer+Drawing&DocLang=English,-,861610-2-ND,861610-2,TE Connectivity AMP Connectors,CONN LGH PLUG 1POS CYL STR,0,0,"27.97050","0","100","Bulk","-","Active","LGH","Plug","1","Cylindrical","-","20kVDC","Free Hanging (In-Line)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862197&DocType=Customer+Drawing&DocLang=English,-,862197-2-ND,862197-2,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 1POS CIRC STR,0,0,"27.98910","0","300","Bulk","-","Active","LGH","Receptacle","1","Circular","1.00"" (25.40mm)","20kVDC","Free Hanging (In-Line)","Flange"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862382&DocType=Customer+Drawing&DocLang=English,-,862382-2-ND,862382-2,"TE Connectivity Aerospace, Defense and Marine",CONN LGH HOUSING 2P RECT PNL MNT,0,0,"28.94200","0","240","Bulk","-","Active","LGH","Housing","2","Rectangular","-","-","Panel Mount","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862382&DocType=Customer+Drawing&DocLang=English,-,862382-3-ND,862382-3,TE Connectivity AMP Connectors,CONN LGH HOUSING 2P RECT PNL MNT,0,0,"29.60900","0","240","Bulk","-","Active","LGH","Housing","2","Rectangular","-","-","Panel Mount","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=836783&DocType=Customer+Drawing&DocLang=English,-,836783-1-ND,836783-1,TE Connectivity AMP Connectors,CONN LGH GASKET CIRC,0,0,"29.97150","0","100","Bulk","-","Active","LGH","Accessory - Gasket","-","Circular","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=861611&DocType=Customer+Drawing&DocLang=English,-,861611-2-ND,861611-2,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 1POS CIRC BULKHEAD,0,0,"30.05850","0","100","Bulk","-","Active","LGH","Receptacle","1","Circular","1.12"" (28.45mm)","20kVDC","Bulkhead","Flange"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=863104&DocType=Customer+Drawing&DocLang=English,-,863104-1-ND,863104-1,TE Connectivity AMP Connectors,CONN LGH RCPT 1POS CIRC STR,0,0,"30.26330","0","300","Bulk","-","Active","LGH","Receptacle","1","Circular","1.03"" (26.16mm)","-","Free Hanging (In-Line)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=863350&DocType=Customer+Drawing&DocLang=English,-,5-863350-1-ND,5-863350-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 1POS CIRC BULKHEAD,0,0,"33.19050","0","200","Bulk","-","Active","LGH","Receptacle","1","Circular","-","30kVDC","Bulkhead","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=867157&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/867157-2.jpg,A115784-ND,867157-2,"TE Connectivity Aerospace, Defense and Marine",CONN LGH PLUG 1POS CYL STR,0,0,"33.42292","0","250","Bulk","-","Active","LGH","Plug","1","Cylindrical","0.60"" (15.24mm)","10kVDC","Free Hanging (In-Line)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=850514&DocType=Customer+Drawing&DocLang=English,-,850514-1-ND,850514-1,TE Connectivity AMP Connectors,CONN LGH CAP CIRC,0,0,"33.50951","0","225","Bulk","-","Active","LGH 2, 3","Accessory - Cap","-","Circular","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=867157&DocType=Customer+Drawing&DocLang=English,-,867157-1-ND,867157-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH PLUG 1POS CYL STR,0,0,"34.07460","0","250","Bulk","-","Active","LGH","Plug","1","Cylindrical","0.60"" (15.24mm)","10kVDC","Free Hanging (In-Line)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862434&DocType=Customer+Drawing&DocLang=English,-,862434-3-ND,862434-3,TE Connectivity AMP Connectors,CONN LGH PLUG 2POS CYL STR,0,0,"34.11450","0","300","Bulk","-","Active","LGH","Plug","2","Cylindrical","0.93"" (23.62mm)","10kVDC","Free Hanging (In-Line)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=447913&DocType=Customer+Drawing&DocLang=English,-,5-447913-1-ND,5-447913-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 6POS CIRC PNL MNT,0,0,"34.18150","0","480","Bulk","-","Active","LGH","Receptacle","6","Circular","-","-","Panel Mount","Flange"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=863103&DocType=Customer+Drawing&DocLang=English,-,5-863103-3-ND,5-863103-3,TE Connectivity AMP Connectors,CONN LGH PLUG 1POS CIRC STR,0,0,"34.61150","0","100","Bulk","-","Active","LGH","Plug","1","Circular","-","30kVDC","Free Hanging (In-Line)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=849254&DocType=Customer+Drawing&DocLang=English,-,849254-1-ND,849254-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH 4 DUST CAP,0,0,"34.83272","0","250","Bulk","-","Active","LGH 4","Accessory - Cap","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=863350&DocType=Customer+Drawing&DocLang=English,-,5-863350-2-ND,5-863350-2,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 1POS CIRC BULKHEAD,0,0,"35.26400","0","200","Bulk","-","Active","LGH","Receptacle","1","Circular","-","30kVDC","Bulkhead","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1218055&DocType=Customer+Drawing&DocLang=English,-,1218055-2-ND,1218055-2,TE Connectivity AMP Connectors,CONN LGH RCPT 1POS CIRC SMD R/A,0,0,"35.80360","0","400","Bulk","-","Active","LGH","Receptacle","1","Circular","0.23"" (5.94mm)","7kVDC","Surface Mount, Right Angle","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=447913&DocType=Customer+Drawing&DocLang=English,-,447913-1-ND,447913-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 6POS CIRC PNL MNT,0,0,"36.17750","0","240","Bulk","-","Active","LGH","Receptacle","6","Circular","-","-","Panel Mount","Flange"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-36033&DocType=SS&DocLang=English,-,859301-1-ND,859301-1,TE Connectivity AMP Connectors,RECEPTACLE,0,0,"36.40090","0","100","-","-","Active","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862298&DocType=Customer+Drawing&DocLang=English,-,862298-1-ND,862298-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH CAP CIRC,0,0,"38.55180","0","150","Bulk","-","Active","LGH 1/2, 1/2L","Accessory - Cap","-","Circular","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=849253&DocType=Customer+Drawing&DocLang=English,-,849253-1-ND,849253-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH 2 3 DUST CAP,0,0,"38.86690","0","200","Bulk","-","Active","LGH 2 and 3","Accessory - Cap","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=834333&DocType=Customer+Drawing&DocLang=English,-,5-834333-2-ND,5-834333-2,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 1POS CIRC,0,0,"40.20590","0","480","Bulk","-","Active","LGH 1","Receptacle","1","Circular","0.88"" (22.35mm)","20kVDC","-","For Encapsulation Unit"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=447914&DocType=Customer+Drawing&DocLang=English,-,5-447914-1-ND,5-447914-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 6POS CIRC PCB,0,0,"42.26740","0","400","Bulk","-","Active","LGH","Receptacle","6","Circular","-","-","Through Hole","Flange"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=867781&DocType=Customer+Drawing&DocLang=English,-,867781-3-ND,867781-3,"TE Connectivity Aerospace, Defense and Marine",CONN LGH HOUSING 6POS RECT STR,0,0,"42.61400","0","500","Bulk","-","Active","LGH","Housing","6","Rectangular","-","-","Free Hanging (In-Line)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=447914&DocType=Customer+Drawing&DocLang=English,-,447914-1-ND,447914-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 6POS CIRC PCB,0,0,"43.53860","0","200","Bulk","-","Active","LGH","Receptacle","6","Circular","-","-","Through Hole","Flange"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=849055&DocType=Customer+Drawing&DocLang=English,-,849055-1-ND,849055-1,"TE Connectivity Aerospace, Defense and Marine",CONN CAP PROTECTIVE W/O-RING LGH,0,0,"44.86750","0","100","Bulk","-","Active","LGH 1/2, 1/2L","Accessory - Cap","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=863103&DocType=Customer+Drawing&DocLang=English,-,863103-1-ND,863103-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH PLUG 1POS CIRC STR,0,0,"45.07370","0","300","Bulk","-","Active","LGH","Plug","1","Circular","-","30kVDC","Free Hanging (In-Line)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=863103&DocType=Customer+Drawing&DocLang=English,-,5-863103-2-ND,5-863103-2,"TE Connectivity Aerospace, Defense and Marine",CONN LGH PLUG 1POS CIRC STR,0,0,"46.42930","0","200","Bulk","-","Active","LGH","Plug","1","Circular","-","30kVDC","Free Hanging (In-Line)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=838960&DocType=Customer+Drawing&DocLang=English,-,838960-5-ND,838960-5,TE Connectivity AMP Connectors,CONN LGH RCPT 1POS CYL PNL MNT,0,0,"46.62110","0","100","Bulk","-","Active","LGH 1","Receptacle","1","Cylindrical","1.12"" (28.45mm)","20kVDC","Panel Mount","Flange"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=863350&DocType=Customer+Drawing&DocLang=English,-,863350-2-ND,863350-2,TE Connectivity AMP Connectors,CONN LGH RCPT 1POS CIRC BULKHEAD,0,0,"46.64850","0","100","Bulk","-","Active","LGH","Receptacle","1","Circular","-","30kVDC","Bulkhead","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=834333&DocType=Customer+Drawing&DocLang=English,-,834333-1-ND,834333-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 1POS CIRC,0,0,"46.89508","0","120","Bulk","-","Active","LGH 1","Receptacle","1","Circular","1.00"" (25.40mm)","20kVDC","-","For Encapsulation Unit"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=863350&DocType=Customer+Drawing&DocLang=English,-,863350-1-ND,863350-1,TE Connectivity AMP Connectors,CONN LGH RCPT 1POS CIRC BULKHEAD,0,0,"47.96370","0","100","Bulk","-","Active","LGH","Receptacle","1","Circular","-","30kVDC","Bulkhead","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=834333&DocType=Customer+Drawing&DocLang=English,-,5-834333-1-ND,5-834333-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 1POS CIRC,0,0,"48.03217","0","120","Bulk","-","Active","LGH 1","Receptacle","1","Circular","1.00"" (25.40mm)","20kVDC","-","For Encapsulation Unit"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=863103&DocType=Customer+Drawing&DocLang=English,-,863103-3-ND,863103-3,TE Connectivity AMP Connectors,CONN LGH PLUG 1POS CIRC STR,0,0,"49.45700","0","100","Bulk","-","Active","LGH","Plug","1","Circular","-","30kVDC","Free Hanging (In-Line)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=834333&DocType=Customer+Drawing&DocLang=English,-,834333-3-ND,834333-3,TE Connectivity AMP Connectors,CONN LGH RCPT 1POS CIRC,0,0,"50.57990","0","400","Bulk","-","Active","LGH 1","Receptacle","1","Circular","0.88"" (22.35mm)","20kVDC","-","For Encapsulation Unit"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=834333&DocType=Customer+Drawing&DocLang=English,-,1-834333-8-ND,1-834333-8,TE Connectivity AMP Connectors,CONN LGH RCPT 1POS CIRC,0,0,"52.07367","0","120","Bulk","-","Active","LGH 1","Receptacle","1","Circular","1.00"" (25.40mm)","20kVDC","-","For Encapsulation Unit"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=863054&DocType=Customer+Drawing&DocLang=English,-,863054-4-ND,863054-4,TE Connectivity AMP Connectors,CONN LGH RCPT 3POS CIRC PNL MNT,0,0,"52.12850","0","200","Bulk","-","Active","LGH","Receptacle","3","Circular","-","27kVDC","Panel Mount","Flange"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=867534&DocType=Customer+Drawing&DocLang=English,-,867534-1-ND,867534-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH PLUG 6POS CIRC STR,0,0,"52.96420","0","100","Bulk","-","Active","LGH","Plug","6","Circular","-","-","Free Hanging (In-Line)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=863103&DocType=Customer+Drawing&DocLang=English,-,5-863103-1-ND,5-863103-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH PLUG 1POS CIRC STR,0,0,"54.73000","0","700","Bulk","-","Active","LGH","Plug","1","Circular","-","30kVDC","Free Hanging (In-Line)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=830178&DocType=Customer+Drawing&DocLang=English,-,5-830178-1-ND,5-830178-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 1POS CYL STR,0,0,"54.74519","0","135","Bulk","-","Active","LGH 1/2","Receptacle","1","Cylindrical","0.53"" (13.46mm)","10kVDC","Free Hanging (In-Line)","For Encapsulation Unit"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=868207&DocType=Customer+Drawing&DocLang=English,-,868207-1-ND,868207-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 1POS CIRC,0,0,"57.95100","0","120","Bulk","-","Active","LGH 1","Receptacle","1","Circular","0.75"" (19.05mm)","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=834333&DocType=Customer+Drawing&DocLang=English,-,834333-ND,834333,TE Connectivity AMP Connectors,CONN LGH RCPT 1POS CIRC,0,0,"58.56560","0","50","Bulk","-","Active","LGH 1","Receptacle","1","Circular","0.88"" (22.35mm)","20kVDC","-","For Encapsulation Unit"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=849610&DocType=Customer+Drawing&DocLang=English,-,5-849610-3-ND,5-849610-3,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 1POS CYL,0,0,"60.67459","0","320","Bulk","-","Active","LGH 1","Receptacle","1","Cylindrical","0.88"" (22.35mm)","20kVDC","-","For Encapsulation Unit"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=867962&DocType=Customer+Drawing&DocLang=English,-,867962-1-ND,867962-1,TE Connectivity AMP Connectors,CONN LGH RCPT 1POS CYL STR,0,0,"61.81440","0","100","Bulk","-","Active","LGH 1/2","Receptacle","1","Cylindrical","-","10kVDC","Free Hanging (In-Line)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=863020&DocType=Customer+Drawing&DocLang=English,-,863020-1-ND,863020-1,TE Connectivity AMP Connectors,CONN LGH PLUG 2POS CYL STR,0,0,"62.89670","0","100","Bulk","-","Active","LGH","Plug","2","Cylindrical","-","27kVDC","Free Hanging (In-Line)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=859529&DocType=Customer+Drawing&DocLang=English,-,859529-6-ND,859529-6,TE Connectivity AMP Connectors,CONN LGH RCPT 2POS CIRC PNL MNT,0,0,"63.34881","0","160","Bulk","-","Active","LGH","Receptacle","2","Circular","-","27kVDC","Panel Mount","Flange"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=867535&DocType=Customer+Drawing&DocLang=English,-,867535-1-ND,867535-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH HOUSING 6P CIRC PNL MNT,0,0,"64.34890","0","100","Bulk","-","Active","LGH","Housing","6","Circular","-","-","Panel Mount","Flange"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=830178&DocType=Customer+Drawing&DocLang=English,-,830178-2-ND,830178-2,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 1POS CYL STR,0,0,"65.21202","0","104","Bulk","-","Active","LGH 1/2","Receptacle","1","Cylindrical","0.53"" (13.46mm)","10kVDC","Free Hanging (In-Line)","For Encapsulation Unit"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=859529&DocType=Customer+Drawing&DocLang=English,-,859529-4-ND,859529-4,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 2POS CIRC PNL MNT,0,0,"66.89713","0","160","Bulk","-","Active","LGH","Receptacle","2","Circular","-","27kVDC","Panel Mount","Flange"
-,-,864126-4-ND,864126-4,TE Connectivity AMP Connectors,"BACKSHELL,LGH",0,0,"68.18440","0","25","-","-","Active","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862528&DocType=Customer+Drawing&DocLang=English,-,862528-1-ND,862528-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH PLUG 2POS CYL STR,0,0,"69.51380","0","200","Bulk","-","Active","LGH","Plug","2","Cylindrical","-","10kVDC","Free Hanging (In-Line)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862128&DocType=Customer+Drawing&DocLang=English,-,862128-2-ND,862128-2,"TE Connectivity Aerospace, Defense and Marine",CONN LGH SOCKET 1POS CYL STR,0,0,"71.65100","0","100","Bulk","-","Active","LGH 1","Socket","1","Cylindrical","-","20kVDC","Free Hanging (In-Line)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=867779&DocType=Customer+Drawing&DocLang=English,-,867779-3-ND,867779-3,TE Connectivity AMP Connectors,CONN LGH HOUSING 6P RECT PNL MNT,0,0,"71.96610","0","100","Bulk","-","Active","LGH","Housing","6","Rectangular","-","-","Panel Mount","Flange"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=850306&DocType=Customer+Drawing&DocLang=English,-,850306-4-ND,850306-4,TE Connectivity AMP Connectors,CONN LGH RCPT 1POS CIRC STR,0,0,"72.02091","0","176","Bulk","-","Active","LGH 1","Receptacle","1","Circular","0.75"" (19.05mm)","20kVDC","Free Hanging (In-Line)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5849587&DocType=Customer+Drawing&DocLang=English,-,1-5849587-9-ND,1-5849587-9,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 1POS CYL,0,0,"72.45840","0","250","Bulk","-","Active","LGH 3","Receptacle","1","Cylindrical","1.13"" (28.58mm)","40kVDC","-","For Encapsulation Unit"
-,-,840875-5-ND,840875-5,TE Connectivity AMP Connectors,CONN LGH GASKET,0,0,"72.60160","0","50","Bulk","-","Active","-","Accessory - Gasket","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=868374&DocType=Customer+Drawing&DocLang=English,-,868374-1-ND,868374-1,"TE Connectivity Aerospace, Defense and Marine",CONN LGH PLUG 4POS CIRC STR,0,0,"73.00730","0","100","Bulk","-","Active","LGH","Plug","4","Circular","-","-","Free Hanging (In-Line)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=859526&DocType=Customer+Drawing&DocLang=English,-,859526-5-ND,859526-5,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 4POS CIRC PNL MNT,0,0,"73.39093","0","150","Bulk","-","Active","LGH","Receptacle","4","Circular","-","27kVDC","Panel Mount","Flange"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=849610&DocType=Customer+Drawing&DocLang=English,-,849610-3-ND,849610-3,TE Connectivity AMP Connectors,CONN LGH RCPT 1POS CYL,0,0,"75.14400","0","40","Bulk","-","Active","LGH 1","Receptacle","1","Cylindrical","0.88"" (22.35mm)","20kVDC","-","For Encapsulation Unit"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=858855&DocType=Customer+Drawing&DocLang=English,-,858855-2-ND,858855-2,TE Connectivity AMP Connectors,CONN LGH RCPT 1POS CYL,0,0,"77.30913","0","104","Bulk","-","Active","LGH 1/2L","Receptacle","1","Cylindrical","1.00"" (25.40mm)","15kVDC","-","For Encapsulation Unit"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=850306&DocType=Customer+Drawing&DocLang=English,-,850306-3-ND,850306-3,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 1POS CIRC STR,0,0,"78.80242","0","128","Bulk","-","Active","LGH 1","Receptacle","1","Circular","0.88"" (22.35mm)","20kVDC","Free Hanging (In-Line)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=830178&DocType=Customer+Drawing&DocLang=English,-,830178-3-ND,830178-3,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 1POS CYL STR,0,0,"79.12646","0","96","Bulk","-","Active","LGH 1/2","Receptacle","1","Cylindrical","0.53"" (13.46mm)","10kVDC","Free Hanging (In-Line)","For Encapsulation Unit"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=868286&DocType=Customer+Drawing&DocLang=English,-,868286-1-ND,868286-1,TE Connectivity AMP Connectors,CONN LGH BOOT 1POS,0,0,"79.14832","0","250","Bulk","-","Active","LGH 1/2L","Accessory - Boot","1","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=849610&DocType=Customer+Drawing&DocLang=English,-,849610-4-ND,849610-4,TE Connectivity AMP Connectors,CONN LGH RCPT 1POS CYL,0,0,"79.77508","0","120","Bulk","-","Active","LGH 1","Receptacle","1","Cylindrical","0.88"" (22.35mm)","20kVDC","-","For Encapsulation Unit"
-,-,863284-1-ND,863284-1,TE Connectivity AMP Connectors,"RFI GASKET, LGH",0,0,"79.79360","0","50","-","-","Active","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=859528&DocType=Customer+Drawing&DocLang=English,-,859528-5-ND,859528-5,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 3POS CIRC PNL MNT,0,0,"79.85730","0","100","Bulk","-","Active","LGH","Receptacle","3","Circular","-","27kVDC","Panel Mount","Flange"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=859526&DocType=Customer+Drawing&DocLang=English,-,859526-2-ND,859526-2,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 4POS CIRC PNL MNT,0,0,"80.35200","0","25","Bulk","-","Active","LGH","Receptacle","4","Circular","-","27kVDC","Panel Mount","Flange"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=859529&DocType=Customer+Drawing&DocLang=English,-,859529-5-ND,859529-5,"TE Connectivity Aerospace, Defense and Marine",CONN LGH RCPT 2POS CIRC PNL MNT,0,0,"80.70670","0","200","Bulk","-","Active","LGH","Receptacle","2","Circular","-","27kVDC","Panel Mount","Flange"
