Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Connector Style","Connector Type","Number of Positions","Number of Rows","Mounting Type","Termination","Flange Feature","Type","Features","Contact Finish","Contact Finish Thickness"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/photos/3M%20Photos/3548-1000.jpg,MDA24K-ND,3548-1000,3M,CONN PLUG 24POS STR IDC,455,0,"20.80000","0","1","3000","Active","Center Strip Contacts","Plug","24","2","Free Hanging (In-Line)","IDC","Housing/Shell (Unthreaded)","-","-","Gold","30.0µin (0.76µm)"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,//media.digikey.com/photos/3M%20Photos/3367-1000.jpg,MDD36K-ND,3367-1000,3M,CONN RCPT 36POS STR IDC,369,0,"28.80000","0","1","3000","Active","Outer Shroud Contacts","Receptacle","36","2","Free Hanging (In-Line)","IDC","Housing/Shell (Unthreaded)","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5787962&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5787962-2.jpg,A114041-ND,5787962-2,TE Connectivity AMP Connectors,CONN STCK RCPT 68/68P R/A SOLDER,708,0,"39.72000","0","1","CHAMP .031","Active","Outer Shroud Contacts","Stacked, 2 Receptacles","68, 68","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (M2.6)","-","Board Lock","Gold","30.0µin (0.76µm)"
https://www.norcomp.net/rohspdfs/SCSI-050Ribbon/11Y/111/111-YYY-113L001.pdf,//media.digikey.com/photos/Norcomp%20Photos/111-014-113L001.jpg,1014PMA-ND,111-014-113L001,NorComp Inc.,CONN SCSI PLUG 14POS VERT SOLDER,137,0,"3.70000","0","1","111","Active","Center Strip Contacts","Plug","14","2","Through Hole","Solder","Housing/Shell (Unthreaded)","SCSI","-","Gold","Flash"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1734037&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/1734037-5.JPG,A33467-ND,1734037-5,TE Connectivity AMP Connectors,CONN BTB RCPT 50POS R/A SOLDER,790,0,"4.35000","0","1","CHAMP .050 I","Active","Outer Shroud Contacts","Receptacle","50","2","Through Hole, Right Angle","Solder","-","Board to Board","Board Lock","Gold","Flash"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=552471&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/552471-1.JPG,A1546-ND,552471-1,TE Connectivity AMP Connectors,CONN PLUG 50POS STR IDC,410,0,"4.61000","0","1","CHAMP .085","Active","Center Strip Contacts","Plug","50","2","Free Hanging (In-Line)","IDC","-","-","Bail Lock","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1734100&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/1734100-4.jpg,A33454-ND,1734100-4,TE Connectivity AMP Connectors,CONN BTB PLUG 40POS VERT SOLDER,561,0,"4.62000","0","1","CHAMP .050 I","Active","Center Strip Contacts","Plug","40","2","Through Hole","Solder","-","Board to Board","Board Lock","Gold","Flash"
https://www.hirose.com/product/document?clcode=CL0572-2768-1-71&productname=FX2-100P-0.635SH(71)&series=FX2&documenttype=Catalog&lang=en&documentid=D49368_en,//media.digikey.com/Photos/Hirose%20Elect%20Photos/FX2CA2-40S-1.27DSAL(71).JPG,H123436-ND,FX2CA2-40S-1.27DSAL(71),Hirose Electric Co Ltd,CONN RECEPT VERT 40POS 1.27MM,146,0,"4.85000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1734100&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/1734100-7.jpg,A33456-ND,1734100-7,TE Connectivity AMP Connectors,CONN BTB PLUG 68POS VERT SOLDER,418,0,"5.04000","0","1","CHAMP .050 I","Active","Center Strip Contacts","Plug","68","2","Through Hole","Solder","-","Board to Board","Board Lock","Gold","Flash"
https://www.molex.com/pdm_docs/sd/716612050_sd.pdf,//media.digikey.com/Photos/Molex/0716612050.JPG,WM9231-ND,0716612050,Molex,CONN BTB PLUG 50POS R/A SOLDER,368,0,"5.12000","0","1","EBBI 71661","Active","Center Strip Contacts","Plug","50","2","Through Hole, Right Angle","Solder","-","Board to Board","Board Guide","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=552488&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/552488-1.jpg,A24256-ND,552488-1,TE Connectivity AMP Connectors,CONN PLUG 64POS STR IDC,3446,0,"5.77000","0","1","CHAMP .085","Active","Center Strip Contacts","Plug","64","2","Free Hanging (In-Line)","IDC","Housing/Shell (4-40)","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5229912&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/6-5229912-1.JPG,6-5229912-1-ND,6-5229912-1,TE Connectivity AMP Connectors,CONN PLUG 50POS STR IDC,271,0,"5.85000","0","1","CHAMP .085","Active","Center Strip Contacts","Plug","50","2","Free Hanging (In-Line)","IDC","Housing/Shell (4-40)","-","Backshell, Cable Clamp, Mounting Hardware","Gold","30.0µin (0.76µm)"
https://www.norcomp.net/rohspdfs/SCSI-050Ribbon/11Y/112/112-YYY-113R001.pdf,//media.digikey.com/photos/Norcomp%20Photos/112-014-113R001.jpg,1014RMA-ND,112-014-113R001,NorComp Inc.,CONN SCSI PLUG 14POS R/A SOLDER,435,0,"5.98000","0","1","112","Active","Center Strip Contacts","Plug","14","2","Through Hole, Right Angle","Solder","Housing/Shell (4-40)","SCSI","-","Gold","Flash"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=552001&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/2-552001-1.jpg,A1543-ND,2-552001-1,TE Connectivity AMP Connectors,CONN RCPT 50POS STR IDC,792,0,"5.99000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","50","2","Free Hanging (In-Line)","IDC","Housing/Shell (Unthreaded)","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=552276&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/552276-1.jpg,A24253-ND,552276-1,TE Connectivity AMP Connectors,CONN PLUG 64POS STR IDC,450,0,"6.14000","0","1","CHAMP .085","Active","Center Strip Contacts","Plug","64","2","Free Hanging (In-Line)","IDC","-","-","Bail Lock","Gold","30.0µin (0.76µm)"
https://www.molex.com/pdm_docs/sd/716612068_sd.pdf,//media.digikey.com/Photos/Molex/71661-2068.JPG,WM6555-ND,0716612068,Molex,CONN BTB PLUG 68POS R/A SOLDER,161,0,"6.18000","0","1","EBBI 71661","Active","Center Strip Contacts","Plug","68","2","Through Hole, Right Angle","Solder","-","Board to Board","Board Guide","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5229913&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/6-5229913-1.jpg,6-5229913-1-ND,6-5229913-1,TE Connectivity AMP Connectors,CONN RCPT 50POS STR IDC,109,0,"6.35000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","50","2","Free Hanging (In-Line)","IDC","Housing/Shell (4-40)","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1734100&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/1-1734100-0.JPG,A33459-ND,1-1734100-0,TE Connectivity AMP Connectors,CONN BTB PLUG 100POS VERT SOLDER,1401,0,"6.37000","0","1","CHAMP .050 I","Active","Center Strip Contacts","Plug","100","2","Through Hole","Solder","-","Board to Board","Board Lock","Gold","Flash"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5175677&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5175677-4.JPG,A124428-ND,5175677-4,TE Connectivity AMP Connectors,CONN PLUG 26POS STR IDC,741,0,"6.39000","0","1","CHAMP .050 II","Active","Center Strip Contacts","Plug","26","2","Free Hanging (In-Line)","IDC","-","-","-","Gold","11.8µin (0.30µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=552391&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/552391-1.jpg,A1545-ND,552391-1,TE Connectivity AMP Connectors,CONN RCPT 50POS STR IDC,720,0,"6.82000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","50","2","Free Hanging (In-Line)","IDC","Housing/Shell (4-40)","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5229913&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/photos/Tyco%20Amp%20Photos/5552383-1,%205552403-1,%205229913-1,%202-5229913-1.jpg",A33618-ND,2-5229913-1,TE Connectivity AMP Connectors,CONN RCPT 50POS R/A IDC,323,0,"7.57000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","50","2","Free Hanging (In-Line), Right Angle","IDC","Housing/Shell (4-40)","-","Backshell, Cable Clamp, Dust Cover, Mounting Hardware","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5229913&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/photos/Tyco%20Amp%20Photos/1-5229913-1,%203-5229913-1.jpg",A33616-ND,1-5229913-1,TE Connectivity AMP Connectors,CONN RCPT 50POS R/A IDC,132,0,"7.82000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","50","2","Free Hanging (In-Line), Right Angle","IDC","Housing/Shell (4-40)","-","Backshell, Cable Clamp, Dust Cover, Mounting Hardware","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5917738&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5917738-4.JPG,A115537-ND,5917738-4,TE Connectivity AMP Connectors,CONN RCPT 26POS R/A SOLDER,136,0,"7.90000","0","1","CHAMP .050 II","Active","Outer Shroud Contacts","Receptacle","26","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (M2.6)","-","Board Lock","Gold","3.94µin (0.10µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=552285&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/552285-1.jpg,A24252-ND,552285-1,TE Connectivity AMP Connectors,CONN PLUG 64POS STR IDC,882,0,"7.91000","0","1","CHAMP .085","Active","Center Strip Contacts","Plug","64","2","Free Hanging (In-Line)","IDC","Housing/Shell (4-40)","-","-","Gold","30.0µin (0.76µm)"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=FX2-120P-1.27DS(71),//media.digikey.com/photos/Hirose%20Elect%20Photos/FX2-120P-1.27DS.jpg,H10636-ND,FX2-120P-1.27DS(71),Hirose Electric Co Ltd,CONN BTB PLUG 120POS R/A SOLDER,472,0,"8.11000","0","1","FX2","Active","Center Strip Contacts","Plug","120","2","Through Hole, Right Angle","Solder","-","Board to Board","-","Gold","7.87µin (0.200µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5552235&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/5552235-1.jpg,A31829-ND,5552235-1,TE Connectivity AMP Connectors,CONN RCPT 36POS VERT SOLDER,301,0,"8.24000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","36","2","Through Hole","Solder","Board Side","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5552740&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/photos/Tyco%20Amp%20Photos/5552740-1%20,%205552791-1.jpg",A31831-ND,5552740-1,TE Connectivity AMP Connectors,CONN RCPT 24POS R/A SOLDER,183,0,"8.31000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","24","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (4-40)","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5552742&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/5552742-1.jpg,A31832-ND,5552742-1,TE Connectivity AMP Connectors,CONN RCPT 36POS R/A SOLDER,388,0,"8.32000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","36","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (4-40)","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5552403&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/photos/Tyco%20Amp%20Photos/5552383-1,%205552403-1,%205229913-1,%202-5229913-1.jpg",A33622-ND,5552403-1,TE Connectivity AMP Connectors,CONN RCPT 50POS R/A IDC,311,0,"8.32000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","50","2","Free Hanging (In-Line), Right Angle","IDC","Housing/Shell (4-40)","-","Backshell, Cable Clamp, Mounting Hardware","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=552273&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/2-552273-1.jpg,A1508-ND,2-552273-1,TE Connectivity AMP Connectors,CONN RCPT 24POS STR IDC,913,0,"8.33000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","24","2","Free Hanging (In-Line)","IDC","Housing/Shell (Unthreaded)","-","Latch Lock","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1734098&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/Tyco%20Amp%20Photos/1734098-5.jpg,1734098-5-ND,1734098-5,TE Connectivity AMP Connectors,CONN RCPT 50POS STR IDC,120,0,"8.39000","0","1","CHAMP .050 I","Active","Outer Shroud Contacts","Receptacle","50","2","Free Hanging (In-Line)","IDC","-","-","-","Gold","Flash"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=552235&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/552235-1.JPG,A1511-ND,552235-1,TE Connectivity AMP Connectors,CONN RCPT 36POS VERT SOLDER,209,0,"8.42000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","36","2","Through Hole","Solder","Board Side","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5552130&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/5552130-1.jpg,A31835-ND,5552130-1,TE Connectivity AMP Connectors,CONN RCPT 50POS EDGE MNT SOLDER,552,0,"8.47000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","50","2","Board Edge, Straddle Mount","Solder","Housing/Shell (Unthreaded)","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=553913&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_553913-1.jpg,553913-1-ND,553913-1,TE Connectivity AMP Connectors,CONN PLUG 50POS R/A IDC,129,0,"8.59000","0","1","CHAMP .085","Active","Center Strip Contacts","Plug","50","2","Free Hanging (In-Line), Right Angle","IDC","Housing/Shell (4-40)","-","Backshell, Cable Clamp","Gold","30.0µin (0.76µm)"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=FX2-120S-1.27DSL(71),//media.digikey.com/Photos/Hirose%20Elect%20Photos/FX2-120S-1.27DSL(71).JPG,H123319-ND,FX2-120S-1.27DSL(71),Hirose Electric Co Ltd,CONN BTB RCPT 120POS R/A SOLDER,252,0,"8.67000","0","1","FX2","Active","Outer Shroud Contacts","Receptacle","120","2","Through Hole, Right Angle","Solder","-","Board to Board","Board Lock","Gold","7.87µin (0.200µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5175473&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/5-5175473-1.JPG,A33453-ND,5-5175473-1,TE Connectivity AMP Connectors,CONN BTB PLUG 20POS VERT SOLDER,2379,0,"8.86000","0","1","CHAMP .050 I","Active","Center Strip Contacts","Plug","20","2","Through Hole","Solder","-","Board to Board","Board Lock","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5552382&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/photos/Tyco%20Amp%20Photos/5229912-1,%202-5229912-1,%205552382-1.jpg",A33609-ND,5552382-1,TE Connectivity AMP Connectors,CONN PLUG 50POS STR IDC,200,0,"9.03000","0","1","CHAMP .085","Active","Center Strip Contacts","Plug","50","2","Free Hanging (In-Line)","IDC","Housing/Shell (4-40)","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=552314&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/552314-1.jpg,A24250-ND,552314-1,TE Connectivity AMP Connectors,CONN RCPT 36POS STR IDC,1453,0,"9.30000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","36","2","Free Hanging (In-Line)","IDC","Housing/Shell (4-40)","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=554758&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/photos/Tyco%20Amp%20Photos/553444-4,%20554758-1.jpg",A24394-ND,554758-1,TE Connectivity AMP Connectors,CONN PLUG 50POS VERT PRESS-FIT,479,0,"9.41000","0","1","CHAMP .085","Active","Center Strip Contacts","Plug","50","2","Through Hole","Press-Fit","Housing/Shell (4-40)","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5552402&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/5552402-1.JPG,A33621-ND,5552402-1,TE Connectivity AMP Connectors,CONN PLUG 50POS R/A IDC,239,0,"9.91000","0","1","CHAMP .085","Active","Center Strip Contacts","Plug","50","2","Free Hanging (In-Line), Right Angle","IDC","Housing/Shell (4-40)","-","Backshell, Cable Clamp, Mounting Hardware","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5552738&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/5552738-1.JPG,A31841-ND,5552738-1,TE Connectivity AMP Connectors,CONN RCPT 14POS R/A SOLDER,438,0,"10.20000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","14","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (4-40)","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=552313&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/552313-1.jpg,A24248-ND,552313-1,TE Connectivity AMP Connectors,CONN RCPT 24POS STR IDC,1370,0,"10.30000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","24","2","Free Hanging (In-Line)","IDC","Housing/Shell (4-40)","-","-","Gold","Flash"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=552064&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/552064-1.jpg,A24240-ND,552064-1,TE Connectivity AMP Connectors,CONN RCPT 50POS STR IDC,356,0,"10.38000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","50","2","Free Hanging (In-Line)","IDC","Housing/Shell (4-40)","-","-","Gold","Flash"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5553921&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/553921-1.jpg,A33575-ND,5553921-1,TE Connectivity AMP Connectors,CONN RCPT 50POS STR IDC,500,0,"10.62000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","50","2","Free Hanging (In-Line)","IDC","Housing/Shell (4-40)","-","Latch Lock","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=552303&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/552303-1.jpg,A24241-ND,552303-1,TE Connectivity AMP Connectors,CONN PLUG 64POS STR IDC,463,0,"10.76000","0","1","CHAMP .085","Active","Center Strip Contacts","Plug","64","2","Free Hanging (In-Line)","IDC","Tapped, Threaded (4-40)","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=787317&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/787317-4.jpg,A97697-ND,787317-4,TE Connectivity AMP Connectors,CONN SCA-2 RCPT 40POS VERT SLDR,5978,0,"10.81000","0","1","CHAMP .050 I","Active","Outer Shroud Contacts","Receptacle","40","2","Through Hole","Solder","-","SCA-2","Board Guide, Board Lock","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5552241&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/5552241-1.jpg,A31830-ND,5552241-1,TE Connectivity AMP Connectors,CONN RCPT 36POS EDGE MNT SOLDER,357,0,"11.09000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","36","2","Board Edge, Straddle Mount","Solder","Housing/Shell (Unthreaded)","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2129276&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2129276-1.JPG,A108321-ND,2129276-1,TE Connectivity AMP Connectors,CONN PLUG 40POS SMD T/H SOLDER,786,0,"11.42000","0","1","CHAMP .024","Active","Center Strip Contacts","Plug","40","2","Surface Mount, Through Hole","Solder","-","-","Latch Lock, Shielded","Gold","15.0µin (0.38µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1734098&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1734098-8.jpg,1734098-8-ND,1734098-8,TE Connectivity AMP Connectors,CONN RCPT 80POS STR IDC,471,0,"12.13000","0","1","CHAMP .050 I","Active","Outer Shroud Contacts","Receptacle","80","2","Free Hanging (In-Line)","IDC","-","-","-","Gold","Flash"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5178238&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2-5178238-5.JPG,2-5178238-5-ND,2-5178238-5,TE Connectivity AMP Connectors,CONN RCPT 36POS R/A SOLDER,232,0,"12.31000","0","1","CHAMP .050 II","Active","Outer Shroud Contacts","Receptacle","36","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (M2.6)","-","Board Lock","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5552383&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/photos/Tyco%20Amp%20Photos/5552383-1,%205552403-1,%205229913-1,%202-5229913-1.jpg",A33610-ND,5552383-1,TE Connectivity AMP Connectors,CONN RCPT 50POS R/A IDC,201,0,"12.49000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","50","2","Free Hanging (In-Line), Right Angle","IDC","Housing/Shell (4-40)","-","Backshell, Cable Clamp, Mounting Hardware","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5175475&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5-5175475-8.jpg,5-5175475-8-ND,5-5175475-8,TE Connectivity AMP Connectors,CONN BTB HD RCPT 68P VERT SOLDER,167,0,"12.78000","0","1","CHAMP .050 I","Active","Outer Shroud Contacts","Receptacle","68","2","Through Hole","Solder","-","Board to Board, High Density","Board Lock","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5175677&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/2-5175677-4.JPG,A32495-ND,2-5175677-4,TE Connectivity AMP Connectors,CONN PLUG 26POS STR IDC,1732,0,"12.85000","0","1","CHAMP .050 II","Active","Center Strip Contacts","Plug","26","2","Free Hanging (In-Line)","IDC","-","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=787900&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/Tyco%20Photos/787900-2.jpg,787900-2-ND,787900-2,TE Connectivity AMP Connectors,CONN SCSI RCPT 80P VERT PRESSFIT,257,0,"13.33000","0","1","CHAMP .050 I","Active","Outer Shroud Contacts","Receptacle","80","2","Through Hole","Press-Fit","-","SCA-2, SCSI","Board Guide, Board Lock, Latch Lock","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=787653&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/787653-4.JPG,787653-4-ND,787653-4,TE Connectivity AMP Connectors,CONN BTB SCA-2 RCPT 20P R/A SLDR,696,0,"13.50000","0","1","CHAMP .050 I","Active","Outer Shroud Contacts","Receptacle","20","2","Through Hole, Right Angle","Solder","-","Board to Board, SCA-2","Board Lock, Latch Lock","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=787653&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/787653-3.jpg,A97698-ND,787653-3,TE Connectivity AMP Connectors,CONN BTB SCA-2 RCPT 20P R/A SLDR,586,0,"13.51000","0","1","CHAMP .050 I","Active","Outer Shroud Contacts","Receptacle","20","2","Through Hole, Right Angle","Solder","-","Board to Board, SCA-2","Board Lock","Gold","30.0µin (0.76µm)"
