Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Connector Style","Connector Type","Number of Positions","Number of Rows","Mounting Type","Termination","Flange Feature","Type","Features","Contact Finish","Contact Finish Thickness"
http://multimedia.3m.com/mws/media/22348O/3mtm-mdr-050-bm-thru-hole-ra-receptacle-shielded-ts0621.pdf,//media.digikey.com/photos/3M%20Photos/10214-55G3PC.JPG,3M1811-ND,10214-55G3PC,3M,CONN RCPT 14POS R/A SOLDER,2874,0,"5.36000","0","1","102, Mini D Ribbon (MDR)","Active","Outer Shroud Contacts","Receptacle","14","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (M2.6)","-","Board Lock, Shielded","Gold","30.0µin (0.76µm)"
http://multimedia.3m.com/mws/media/22260O/3mtmmini-d-ribbonmdr-050-bm-thru-hole-vert-shield-ts0427.pdf,//media.digikey.com/photos/3M%20Photos/10214-6212PC.jpg,3M1812-ND,10214-6212PC,3M,CONN RCPT 14POS PCB SOLDER,1618,0,"6.02000","0","1","102, Mini D Ribbon (MDR)","Active","Outer Shroud Contacts","Receptacle","14","2","Panel Mount, Through Hole","Solder","Housing/Shell (M2.6)","-","Shielded","Gold","30.0µin (0.76µm)"
http://multimedia.3m.com/mws/media/22260O/3mtmmini-d-ribbonmdr-050-bm-thru-hole-vert-shield-ts0427.pdf,//media.digikey.com/photos/3M%20Photos/10226-6212PC.jpg,3M1819-ND,10226-6212PC,3M,CONN RCPT 26POS PCB SOLDER,2483,0,"6.03000","0","1","102, Mini D Ribbon (MDR)","Active","Outer Shroud Contacts","Receptacle","26","2","Panel Mount, Through Hole","Solder","Housing/Shell (M2.6)","-","Shielded","Gold","30.0µin (0.76µm)"
http://multimedia.3m.com/mws/media/22260O/3mtmmini-d-ribbonmdr-050-bm-thru-hole-vert-shield-ts0427.pdf,//media.digikey.com/photos/3M%20Photos/10220-6212PC.jpg,3M1816-ND,10220-6212PC,3M,CONN RCPT 20POS PCB SOLDER,1647,0,"6.08000","0","1","102, Mini D Ribbon (MDR)","Active","Outer Shroud Contacts","Receptacle","20","2","Panel Mount, Through Hole","Solder","Housing/Shell (M2.6)","-","Shielded","Gold","30.0µin (0.76µm)"
http://multimedia.3m.com/mws/media/22260O/3mtmmini-d-ribbonmdr-050-bm-thru-hole-vert-shield-ts0427.pdf,//media.digikey.com/photos/3M%20Photos/10236-6212PC_View1.jpg,3M1822-ND,10236-6212PC,3M,CONN RCPT 36POS PCB SOLDER,2894,0,"6.30000","0","1","102, Mini D Ribbon (MDR)","Active","Outer Shroud Contacts","Receptacle","36","2","Panel Mount, Through Hole","Solder","Housing/Shell (M2.6)","-","Shielded","Gold","30.0µin (0.76µm)"
http://multimedia.3m.com/mws/media/22348O/3mtm-mdr-050-bm-thru-hole-ra-receptacle-shielded-ts0621.pdf,//media.digikey.com/photos/3M%20Photos/10250-55H3PC.JPG,3M1766-ND,10250-55H3PC,3M,CONN RCPT 50POS R/A SOLDER,2094,0,"7.12000","0","1","102, Mini D Ribbon (MDR)","Active","Outer Shroud Contacts","Receptacle","50","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (4-40); Latchblocks","-","Board Lock, Shielded","Gold","30.0µin (0.76µm)"
http://multimedia.3m.com/mws/media/22260O/3mtmmini-d-ribbonmdr-050-bm-thru-hole-vert-shield-ts0427.pdf,//media.digikey.com/photos/3M%20Photos/10250-6212PC.jpg,3M1827-ND,10250-6212PC,3M,CONN RCPT 50POS PCB SOLDER,1092,0,"7.16000","0","1","102, Mini D Ribbon (MDR)","Active","Outer Shroud Contacts","Receptacle","50","2","Panel Mount, Through Hole","Solder","Housing/Shell (M2.6)","-","Shielded","Gold","30.0µin (0.76µm)"
http://multimedia.3m.com/mws/media/22572O/3mtm-mdr-050surface-mount-ra-receptacle-shielded-ts0874.pdf,//media.digikey.com/photos/3M%20Photos/10226-1A10PE.JPG,10226-1A10PE-ND,10226-1A10PE,3M,CONN RCPT 26POS R/A SOLDER,3187,0,"7.51000","0","1","102, Mini D Ribbon (MDR)","Active","Outer Shroud Contacts","Receptacle","26","2","Surface Mount, Right Angle","Solder","Housing/Shell (M2.6)","-","Board Guide, Shielded","Gold","20.0µin (0.51µm)"
http://multimedia.3m.com/mws/media/22367O/3mtm-mdr-050-solder-plug-connector-shielded-ts0669.pdf,//media.digikey.com/photos/3M%20Photos/10114-3000PE.JPG,3M1767-ND,10114-3000PE,3M,CONN PLUG 14POS STR SLDR CUP,451,0,"7.99000","0","1","101, Mini D Ribbon (MDR)","Active","Center Strip Contacts","Plug","14","2","Free Hanging (In-Line)","Solder Cup","-","-","Shielded","Gold","20.0µin (0.51µm)"
http://multimedia.3m.com/mws/media/22367O/3mtm-mdr-050-solder-plug-connector-shielded-ts0669.pdf,//media.digikey.com/photos/3M%20Photos/10120-3000PE.jpg,3M1768-ND,10120-3000PE,3M,CONN PLUG 20POS STR SLDR CUP,1445,0,"8.35000","0","1","101, Mini D Ribbon (MDR)","Active","Center Strip Contacts","Plug","20","2","Free Hanging (In-Line)","Solder Cup","-","-","Shielded","Gold","20.0µin (0.51µm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/122xx-11x0-00FR_Dwg.pdf,//media.digikey.com/Photos/3M%20Photos/12226-1100-00-FR.jpg,3M155822-ND,12226-1100-00 FR,3M,SHRUNK DELTA RIBBON CONN 26 CONT,4608,0,"8.37000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/22367O/3mtm-mdr-050-solder-plug-connector-shielded-ts0669.pdf,//media.digikey.com/photos/3M%20Photos/10126-3000PE.jpg,3M1769-ND,10126-3000PE,3M,CONN PLUG 26POS STR SLDR CUP,904,0,"9.31000","0","1","101, Mini D Ribbon (MDR)","Active","Center Strip Contacts","Plug","26","2","Free Hanging (In-Line)","Solder Cup","-","-","Shielded","Gold","20.0µin (0.51µm)"
http://multimedia.3m.com/mws/media/22427O/3mtm-mdr-050-surface-mount-ra-receptacle-shielded-ts0755.pdf,//media.digikey.com/photos/3M%20Photos/10226-1210pe.JPG,3M1817-ND,10226-1210PE,3M,CONN RCPT 26POS R/A SOLDER,5321,0,"9.81000","0","1","102, Mini D Ribbon (MDR)","Active","Outer Shroud Contacts","Receptacle","26","2","Surface Mount, Right Angle","Solder","Housing/Shell (M2.6)","-","Board Guide, Shielded","Gold","20.0µin (0.51µm)"
https://www.hirose.com/product/document?clcode=CL0572-2768-1-71&productname=FX2-100P-0.635SH(71)&series=FX2&documenttype=Catalog&lang=en&documentid=D49368_en,//media.digikey.com/photos/Hirose%20Elect%20Photos/FX2B-100SA-1.27R.jpg,H4348-ND,FX2B-100SA-1.27R,Hirose Electric Co Ltd,CONN SOCKET 100POS 1.27MM (4PCS),1666,0,"9.84000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/22367O/3mtm-mdr-050-solder-plug-connector-shielded-ts0669.pdf,//media.digikey.com/photos/3M%20Photos/10136-3000PE.jpg,3M1770-ND,10136-3000PE,3M,CONN PLUG 36POS STR SLDR CUP,327,0,"9.90000","0","1","101, Mini D Ribbon (MDR)","Active","Center Strip Contacts","Plug","36","2","Free Hanging (In-Line)","Solder Cup","-","-","Shielded","Gold","20.0µin (0.51µm)"
http://multimedia.3m.com/mws/media/22325O/3mtm-mini-d-ribbonmdr-050-bm-thru-hole-ra-shielded-ts0531.pdf,//media.digikey.com/Photos/3M%20Photos/N10250-52E2PC.jpg,N10250-52E2PC-ND,N10250-52E2PC,3M,CONN RCPT 50POS R/A SOLDER,1263,0,"10.23000","0","1","102, Mini D Ribbon (MDR)","Active","Outer Shroud Contacts","Receptacle","50","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (4-40); Latchblocks","-","Board Lock, Shielded","Gold","30.0µin (0.76µm)"
http://multimedia.3m.com/mws/media/343878O/3mtm-shrunk-delta-ribbon-sdr-connectors-ts2125.pdf,//media.digikey.com/Photos/3M%20Photos/12226-8200-00-FR.jpg,3M155959-ND,12226-8200-00 FR,3M,CONN RCPT 26POS R/A SOLDER,6583,0,"10.29000","0","1","122, Shrunk D Ribbon (SDR)","Active","Outer Shroud Contacts","Receptacle","26","2","Surface Mount, Right Angle","Solder","Mating Side (M2)","-","-","Gold","30.0µin (0.76µm)"
http://multimedia.3m.com/mws/media/343883O/3mtm-shrunk-delta-ribbon-sdr-connectors-ts2126.pdf,//media.digikey.com/photos/3M%20Photos/12226-1150-00FR.jpg,MSDV26-ND,12226-1150-00FR,3M,CONN RCPT 26POS PCB SOLDER,1223,0,"10.41000","0","1","122, Shrunk D Ribbon (SDR)","Active","Outer Shroud Contacts","Receptacle","26","2","Panel Mount, Through Hole","Solder","Mating Side (M2)","-","Board Lock, Shielded","Gold","30.0µin (0.76µm)"
http://multimedia.3m.com/mws/media/495334O/3mtm-mini-d-ribbon-mdr-connectors-ts2242.pdf,//media.digikey.com/photos/3M%20Photos/10226-1s10pe.JPG,3M6471-ND,10226-1S10PE,3M,CONN RCPT 26POS R/A SOLDER,226,0,"10.49000","0","1","102, Mini D Ribbon (MDR)","Active","Outer Shroud Contacts","Receptacle","26","2","Surface Mount, Right Angle","Solder","Housing/Shell (M2.6)","-","Board Guide, Shielded","Gold","20.0µin (0.51µm)"
http://multimedia.3m.com/mws/media/78961O/3mtm-mdr-050-surface-mount-vert-receptacle-shielded-ts0638.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_102xx-22x0PE.jpg,3M15444-ND,10220-2210PE,3M,CONN RCPT 20POS SMD SOLDER,1061,0,"10.75000","0","1","102, Mini D Ribbon (MDR)","Active","Outer Shroud Contacts","Receptacle","20","2","Surface Mount","Solder","Housing/Shell (M2.6)","-","Board Guide, Shielded","Gold","20.0µin (0.51µm)"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=DH40-27S,//media.digikey.com/Photos/Hirose%20Elect%20Photos/DH40-27S.JPG,H11933-ND,DH40-27S,Hirose Electric Co Ltd,CONN SCSI PLUG 27POS STR SOLDER,718,0,"10.76000","0","1","DH","Active","Center Strip Contacts","Plug","27","2","Free Hanging (In-Line)","Solder","-","SCSI","Shielded","Gold","-"
http://multimedia.3m.com/mws/media/78961O/3mtm-mdr-050-surface-mount-vert-receptacle-shielded-ts0638.pdf,//media.digikey.com/Photos/3M%20Photos/10226-2210PE.jpg,10226-2210PE-ND,10226-2210PE,3M,CONN RCPT 26POS SMD SOLDER,1246,0,"11.00000","0","1","102, Mini D Ribbon (MDR)","Active","Outer Shroud Contacts","Receptacle","26","2","Surface Mount","Solder","Housing/Shell (M2.6)","-","Board Guide, Shielded","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5552744&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/5552744-1.jpg,A31847-ND,5552744-1,TE Connectivity AMP Connectors,CONN RCPT 64POS R/A SOLDER,472,0,"11.03000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","64","2","Panel Mount, Through Hole, Right Angle","Solder","Tapped, Threaded (4-40)","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5552726&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/5552726-1.jpg,A31837-ND,5552726-1,TE Connectivity AMP Connectors,CONN PLUG 50POS R/A SOLDER,405,0,"11.14000","0","1","CHAMP .085","Active","Center Strip Contacts","Plug","50","2","Panel Mount, Through Hole, Right Angle","Solder","Tapped, Threaded (4-40)","-","-","Gold","30.0µin (0.76µm)"
http://multimedia.3m.com/mws/media/343881O/3mtm-shrunk-delta-ribbon-sdr-connectors-122-series-ts2124.pdf,//media.digikey.com/photos/3M%20Photos/12226-5150-00FR.JPG,MSDR26-ND,12226-5150-00FR,3M,CONN RCPT 26POS R/A SOLDER,10509,0,"11.15000","0","1","122, Shrunk D Ribbon (SDR)","Active","Outer Shroud Contacts","Receptacle","26","2","Panel Mount, Through Hole, Right Angle","Solder","Mating Side (M2)","-","Board Lock, Shielded","Gold","30.0µin (0.76µm)"
http://multimedia.3m.com/mws/media/22367O/3mtm-mdr-050-solder-plug-connector-shielded-ts0669.pdf,//media.digikey.com/photos/3M%20Photos/10150-3000PE.jpg,3M1772-ND,10150-3000PE,3M,CONN PLUG 50POS STR SLDR CUP,372,0,"11.15000","0","1","101, Mini D Ribbon (MDR)","Active","Center Strip Contacts","Plug","50","2","Free Hanging (In-Line)","Solder Cup","-","-","Shielded","Gold","20.0µin (0.51µm)"
https://www.molex.com/pdm_docs/sd/714253001_sd.pdf,//media.digikey.com/Photos/Molex/0714253001.jpg,WM4084-ND,0714253001,Molex,CONN VHDCI PLUG 68POS R/A IDC,1157,0,"11.24000","0","1","71425","Last Time Buy","Center Strip Contacts","Plug","68","2","Free Hanging (In-Line), Right Angle","IDC","-","SCSI+, VHDCI","Shielded","Gold","Flash"
http://multimedia.3m.com/mws/media/22260O/3mtmmini-d-ribbonmdr-050-bm-thru-hole-vert-shield-ts0427.pdf,//media.digikey.com/photos/3M%20Photos/102A0-6212PC.jpg,3M1831-ND,102A0-6212PC,3M,CONN RCPT 100POS PCB SOLDER,148,0,"11.51000","0","1","102, Mini D Ribbon (MDR)","Active","Outer Shroud Contacts","Receptacle","100","2","Panel Mount, Through Hole","Solder","Housing/Shell (M2.6)","-","Shielded","Gold","30.0µin (0.76µm)"
http://multimedia.3m.com/mws/media/22427O/3mtm-mdr-050-surface-mount-ra-receptacle-shielded-ts0755.pdf,//media.digikey.com/photos/3M%20Photos/10250-1210PE.JPG,3M1826-ND,10250-1210PE,3M,CONN RCPT 50POS R/A SOLDER,445,0,"11.93000","0","1","102, Mini D Ribbon (MDR)","Active","Outer Shroud Contacts","Receptacle","50","2","Surface Mount, Right Angle","Solder","Housing/Shell (M2.6)","-","Board Guide, Shielded","Gold","20.0µin (0.51µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5554923&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/5554923-2.jpg,A33634-ND,5554923-2,TE Connectivity AMP Connectors,CONN RCPT 24POS R/A SOLDER,745,0,"12.22000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","24","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (6-32)","-","Board Lock, Shielded","Gold","30.0µin (0.76µm)"
http://multimedia.3m.com/mws/media/343878O/3mtm-shrunk-delta-ribbon-sdr-connectors-ts2125.pdf,//media.digikey.com/photos/3M%20Photos/12226-8250-00FR.jpg,MSDS26-ND,12226-8250-00FR,3M,CONN RCPT 26POS R/A SOLDER,2733,0,"12.67000","0","1","122, Shrunk D Ribbon (SDR)","Active","Outer Shroud Contacts","Receptacle","26","2","Surface Mount, Right Angle","Solder","Mating Side (M2)","-","Board Guide, Shielded","Gold","30.0µin (0.76µm)"
https://www.molex.com/pdm_docs/sd/714300101_sd.pdf,//media.digikey.com/Photos/Molex/71430-0101.JPG,WM7354-ND,71430-0101,Molex,CONN VHDCI RCPT 68POS R/A SOLDER,2940,0,"13.18000","0","1","Ultra+ VHDCI 71430","Active","Outer Shroud Contacts","Receptacle","68","2","Through Hole, Right Angle","Solder","Housing/Shell (M2.6)","SCSI+, VHDCI","Board Lock, Shielded","Gold","Flash"
https://www.molex.com/pdm_docs/sd/714300013_sd.pdf,//media.digikey.com/Photos/Molex/0714300013.JPG,WM7353-ND,0714300013,Molex,CONN VHDCI RCPT 68POS R/A SOLDER,136,0,"14.73000","0","1","Ultra+ VHDCI 71430","Active","Outer Shroud Contacts","Receptacle","68","2","Through Hole, Right Angle","Solder","Housing/Shell (M2.6)","SCSI+, VHDCI","Board Lock, Shielded","Gold","Flash"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5553811&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/5553811-1.jpg,A33628-ND,5553811-1,TE Connectivity AMP Connectors,CONN RCPT 24POS R/A SOLDER,1339,0,"14.76000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","24","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (6-32)","-","Shielded","Gold","30.0µin (0.76µm)"
https://www.molex.com/pdm_docs/sd/714300019_sd.pdf,//media.digikey.com/Photos/Molex/0714300019.jpg,WM13274-ND,0714300019,Molex,CONN VHDCI RCPT 68POS R/A SOLDER,708,0,"15.33000","0","1","Ultra+ VHDCI 71430","Active","Outer Shroud Contacts","Receptacle","68","2","Through Hole, Right Angle","Solder","Mating Side, Female Screwlock (M2)","SCSI+, VHDCI","Board Lock, Shielded","Gold","Flash"
http://multimedia.3m.com/mws/media/22325O/3mtm-mini-d-ribbonmdr-050-bm-thru-hole-ra-shielded-ts0531.pdf,//media.digikey.com/Photos/3M%20Photos/N102A0-52E2PC.jpg,N102A0-52E2PC-ND,N102A0-52E2PC,3M,CONN RCPT 100POS R/A SOLDER,604,0,"15.75000","0","1","102, Mini D Ribbon (MDR)","Active","Outer Shroud Contacts","Receptacle","100","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (4-40); Latchblocks","-","Board Lock, Shielded","Gold","30.0µin (0.76µm)"
http://multimedia.3m.com/mws/media/22353O/3mtm-mdr-050-bm-thru-hole-ra-plug-shielded-ts0620.pdf,//media.digikey.com/Photos/3M%20Photos/10136-5212PC.jpg,10136-5212PC-ND,10136-5212PC,3M,CONN PLUG 36POS R/A SOLDER,694,0,"15.86000","0","1","101, Mini D Ribbon (MDR)","Active","Center Strip Contacts","Plug","36","2","Panel Mount, Through Hole, Right Angle","Solder","Mating Side (M2.5)","-","Shielded","Gold","30.0µin (0.76µm)"
https://www.molex.com/pdm_docs/sd/714300009_sd.pdf,//media.digikey.com/Photos/Molex/0714300009.JPG,WM7352-ND,0714300009,Molex,CONN VHDCI RCPT 68POS R/A SOLDER,916,0,"16.10000","0","1","Ultra+ VHDCI 71430","Active","Outer Shroud Contacts","Receptacle","68","2","Through Hole, Right Angle","Solder","Mating Side (M2)","SCSI+, VHDCI","Board Lock, Shielded","Gold","Flash"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5552246&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/5552246-1.jpg,A31840-ND,5552246-1,TE Connectivity AMP Connectors,CONN RCPT 64POS VERT SOLDER,1482,0,"16.11000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","64","2","Through Hole","Solder","Board Side","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=553603&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/553603-1.JPG,A1569-ND,553603-1,TE Connectivity AMP Connectors,CONN RCPT 50POS PNL MNT IDC,562,0,"16.45000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","50","2","Panel Mount","IDC","Housing/Shell (4-40)","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5796055&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/5796055-1.JPG,5796055-1-ND,5796055-1,TE Connectivity AMP Connectors,CONN RCPT 68POS R/A SOLDER,777,0,"19.85000","0","1","CHAMP .031","Active","Outer Shroud Contacts","Receptacle","68","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (M2.6)","-","Board Guide, Board Lock, Shielded","Gold","30.0µin (0.76µm)"
https://www.molex.com/pdm_docs/sd/737760201_sd.pdf,//media.digikey.com/photos/Molex/73776-0201.JPG,WM7304-ND,0737760201,Molex,CONN VHDCI RCPT 68POS SMD SOLDER,2467,0,"20.01000","0","1","Ultra+ VHDCI 73776","Active","Outer Shroud Contacts","Receptacle","68","2","Surface Mount","Solder","Mating Side (M2)","SCSI+, VHDCI","Board Guide, Shielded","Gold","Flash"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5796055&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5796055-2.JPG,5796055-2-ND,5796055-2,TE Connectivity AMP Connectors,CONN RCPT 68POS R/A SOLDER,3036,0,"20.05000","0","1","CHAMP .031","Active","Outer Shroud Contacts","Receptacle","68","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (M2.6)","-","Board Guide, Board Lock, Shielded","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=6658751&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/6658751-1.JPG,6658751-1-ND,6658751-1,TE Connectivity AMP Connectors,CONN RCPT 50POS R/A SOLDER,793,0,"23.01000","0","1","CHAMP .031","Active","Outer Shroud Contacts","Receptacle","50","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (M2.6)","-","Board Lock, Shielded","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5787962&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/5787962-1.JPG,A97692-ND,5787962-1,TE Connectivity AMP Connectors,CONN STCK RCPT 68/68P R/A SOLDER,1211,0,"25.51000","0","1","CHAMP .031","Active","Outer Shroud Contacts","Stacked, 2 Receptacles","68, 68","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (M2.6)","-","Board Lock, Shielded","Gold","30.0µin (0.76µm)"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,//media.digikey.com/photos/3M%20Photos/3565-1000.jpg,MDD50K-ND,3565-1000,3M,CONN RCPT 50POS STR IDC,517,0,"26.34000","0","1","3000","Active","Outer Shroud Contacts","Receptacle","50","2","Free Hanging (In-Line)","IDC","Housing/Shell (Unthreaded)","-","-","Gold","30.0µin (0.76µm)"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/photos/3M%20Photos/3564-1002.jpg,MDB50K-ND,3564-1002,3M,CONN PLUG 50POS STR IDC,400,0,"26.34000","0","1","3000","Active","Center Strip Contacts","Plug","50","2","Free Hanging (In-Line)","IDC","Housing/Shell (4-40)","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5555139&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/5555139-2.jpg,A33637-ND,5555139-2,TE Connectivity AMP Connectors,CONN RCPT 24POS R/A SOLDER,1006,0,"27.66000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","24","2","Through Hole, Right Angle","Solder","Housing/Shell (6-32)","-","Shielded","Gold","30.0µin (0.76µm)"
https://www.molex.com/pdm_docs/sd/743371054_sd.pdf,//media.digikey.com/Photos/Molex/743371054.JPG,WM13036-ND,0743371054,Molex,CONN VHDCI STCK RCPT 68/68P R/A,498,0,"35.31000","0","1","Ultra+ VHDCI 74337","Active","Outer Shroud Contacts","Stacked, 2 Receptacles","68, 68","2","Through Hole, Right Angle","Solder","Mating Side (M2)","SCSI+, VHDCI","Board Lock, Cover, Shielded","Gold","Flash"
https://www.molex.com/pdm_docs/sd/743370016_sd.pdf,//media.digikey.com/Photos/Molex/0743370016.JPG,WM8576-ND,0743370016,Molex,CONN VHDCI STCK RCPT 68/68P R/A,248,0,"35.59000","0","1","Ultra+ VHDCI 74337","Active","Outer Shroud Contacts","Stacked, 2 Receptacles","68, 68","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (M2.6)","SCSI+, VHDCI","Board Lock, Shielded","Gold","Flash"
https://www.molex.com/pdm_docs/sd/743370051_sd.pdf,//media.digikey.com/Photos/Molex/0743370051.JPG,WM7305-ND,0743370051,Molex,CONN VHDCI STCK RCPT 68/68P R/A,303,0,"40.22000","0","1","Ultra+ VHDCI 74337","Active","Outer Shroud Contacts","Stacked, 2 Receptacles","68, 68","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (M2.6)","SCSI+, VHDCI","Board Lock, Cover, Shielded","Gold","Flash"
https://www.norcomp.net/rohspdfs/SCSI-050Ribbon/11Y/111/111-YYY-103L001.pdf,//media.digikey.com/photos/Norcomp%20Photos/111-014-103L001.jpg,1014MA-ND,111-014-103L001,NorComp Inc.,CONN SCSI PLUG 14P STR SLDR CUP,1039,0,"3.10000","0","1","111","Active","Center Strip Contacts","Plug","14","2","Free Hanging (In-Line)","Solder Cup","Housing/Shell (Unthreaded)","SCSI","-","Gold","Flash"
https://www.norcomp.net/rohspdfs/SCSI-050Ribbon/11Y/111/111-YYY-203L001.pdf,//media.digikey.com/photos/Norcomp%20Photos/111-014-203L001.jpg,1014FA-ND,111-014-203L001,NorComp Inc.,CONN SCSI RCPT 14P STR SLDR CUP,978,0,"3.18000","0","1","111","Active","Outer Shroud Contacts","Receptacle","14","2","Free Hanging (In-Line)","Solder Cup","Housing/Shell (Unthreaded)","SCSI","Bail Lock","Gold","Flash"
https://www.norcomp.net/rohspdfs/SCSI-050Ribbon/11Y/111/111-YYY-213L001.pdf,//media.digikey.com/photos/Norcomp%20Photos/111-014-213L001.jpg,1014PFA-ND,111-014-213L001,NorComp Inc.,CONN SCSI RCPT 14POS VERT SOLDER,1119,0,"3.45000","0","1","111","Active","Outer Shroud Contacts","Receptacle","14","2","Through Hole","Solder","Housing/Shell (Unthreaded)","SCSI","Bail Lock","Gold","Flash"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=FX2-32P-1.27DSL(71),//media.digikey.com/Photos/Hirose%20Elect%20Photos/FX2-32P-1.27DSL(71).jpg,H123325-ND,FX2-32P-1.27DSL(71),Hirose Electric Co Ltd,CONN BTB PLUG 32POS R/A SOLDER,760,0,"3.88000","0","1","FX2","Active","Center Strip Contacts","Plug","32","2","Through Hole, Right Angle","Solder","-","Board to Board","Board Lock","Gold","-"
https://www.norcomp.net/rohspdfs/SCSI-050Ribbon/11Y/111/111-YYY-203L001.pdf,//media.digikey.com/photos/Norcomp%20Photos/111-036-203L001.jpg,1036FA-ND,111-036-203L001,NorComp Inc.,CONN SCSI RCPT 36P STR SLDR CUP,243,0,"4.00000","0","1","111","Active","Outer Shroud Contacts","Receptacle","36","2","Free Hanging (In-Line)","Solder Cup","Housing/Shell (Unthreaded)","SCSI","Bail Lock","Gold","Flash"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1734099&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/1734099-4.JPG,A33461-ND,1734099-4,TE Connectivity AMP Connectors,CONN BTB PLUG 40POS R/A SOLDER,2211,0,"4.27000","0","1","CHAMP .050 I","Active","Center Strip Contacts","Plug","40","2","Through Hole, Right Angle","Solder","-","Board to Board","Board Lock","Gold","Flash"
