Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Number of Outputs","Voltage - Input (Min)","Voltage - Input (Max)","Voltage - Output 1","Voltage - Output 2","Voltage - Output 3","Voltage - Output 4","Current - Output (Max)","Power (Watts)","Voltage - Isolation","Applications","Features","Operating Temperature","Efficiency","Mounting Type","Package / Case","Size / Dimension","Supplier Device Package","Control Features"
https://www.monolithicpower.com/pub/media/document/MPM3515_r1.0.pdf,"//media.digikey.com/Renders/Monolithic%20Power%20Systems/1589;-17QFN-1,65-3x5;-;-17.jpg",1589-1759-6-ND,MPM3515GQV-Z,Monolithic Power Systems Inc.,DC DC CONVERTER 3.3V,3108,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Non-Isolated PoL Module","1","4V","36V","3.3V","-","-","-","1.5A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C","-","Surface Mount","17-PowerLQFP Module","0.20"" L x 0.12"" W x 0.06"" H (5.0mm x 3.0mm x 1.6mm)","17-QFN (3x5)","-"
https://www.recom-power.com/pdf/Innoline/R-78Exx-0.5.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_R-78-e%20series.jpg,945-1648-5-ND,R-78E5.0-0.5,Recom Power,DC DC CONVERTER 5V 3W,20840,966,"2.70000","0","1","Tube","INNOLINE R-78E","Active","Linear Regulator Replacement","1","7V","28V","5V","-","-","-","500mA","3W","-","ITE (Commercial)","SCP","-40°C ~ 85°C","92%","Through Hole","3-SIP Module","0.46"" L x 0.33"" W x 0.41"" H (11.6mm x 8.5mm x 10.4mm)","-","-"
https://www.recom-power.com/pdf/Innoline/R-78Exx-0.5.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_R-78-e%20series.jpg,945-1661-5-ND,R-78E3.3-0.5,Recom Power,DC DC CONVERTER 3.3V 2W,11797,966,"2.70000","0","1","Tube","INNOLINE R-78E","Active","Linear Regulator Replacement","1","6V","28V","3.3V","-","-","-","500mA","2W","-","ITE (Commercial)","SCP","-40°C ~ 85°C","88%","Through Hole","3-SIP Module","0.46"" L x 0.33"" W x 0.41"" H (11.6mm x 8.5mm x 10.4mm)","-","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps82140,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS82140SILT.jpg,296-47089-2-ND,TPS82140SILT,Texas Instruments,DC DC CONVERTER 0.9-6V,13000,10000,"2.71580","0","250","Tape & Reel (TR)","MicroSip™","Active","Non-Isolated PoL Module","1","3V","17V","0.9 ~ 6V","-","-","-","2A","-","-","ITE (Commercial)","OTP","-40°C ~ 125°C (With Derating)","-","Surface Mount","8-LDFN Exposed Pad, Module","0.12"" L x 0.11"" W x 0.06"" H (3.0mm x 2.8mm x 1.5mm)","8-uSIP","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps82140,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS82140SILT.jpg,296-47089-1-ND,TPS82140SILT,Texas Instruments,DC DC CONVERTER 0.9-6V,13171,10001,"4.01000","0","1","Cut Tape (CT)","MicroSip™","Active","Non-Isolated PoL Module","1","3V","17V","0.9 ~ 6V","-","-","-","2A","-","-","ITE (Commercial)","OTP","-40°C ~ 125°C (With Derating)","-","Surface Mount","8-LDFN Exposed Pad, Module","0.12"" L x 0.11"" W x 0.06"" H (3.0mm x 2.8mm x 1.5mm)","8-uSIP","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps82140,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS82140SILT.jpg,296-47089-6-ND,TPS82140SILT,Texas Instruments,DC DC CONVERTER 0.9-6V,13171,10001,"Digi-Reel","0","1","Digi-Reel®","MicroSip™","Active","Non-Isolated PoL Module","1","3V","17V","0.9 ~ 6V","-","-","-","2A","-","-","ITE (Commercial)","OTP","-40°C ~ 125°C (With Derating)","-","Surface Mount","8-LDFN Exposed Pad, Module","0.12"" L x 0.11"" W x 0.06"" H (3.0mm x 2.8mm x 1.5mm)","8-uSIP","Enable, Active High"
https://www.recom-power.com/pdf/Innoline/ROF-78Exx-0.5.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_ROF-78E.jpg,945-1689-2-ND,ROF-78E3.3-0.5SMD-R,Recom Power,DC DC CONVERTER 3.3V 500MA,4000,1000,"2.74400","0","500","Tape & Reel (TR)","INNOLINE ROF-78E (E-Series)","Active","Non-Isolated PoL Module","1","5V","36V","3.3V","-","-","-","500mA","-","-","ITE (Commercial)","SCP","-40°C ~ 75°C","84%","Surface Mount","4-SMD Module","0.53"" L x 0.49"" W x 0.18"" H (13.5mm x 12.5mm x 4.5mm)","-","Enable, Active High"
https://www.digikey.com/api/videos/videoplayer/smallplayer/4043291129001,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_ROF-78E.jpg,945-1689-1-ND,ROF-78E3.3-0.5SMD-R,Recom Power,DC DC CONVERTER 3.3V 500MA,4232,1000,"3.53000","0","1","Cut Tape (CT)","INNOLINE ROF-78E (E-Series)","Active","Non-Isolated PoL Module","1","5V","36V","3.3V","-","-","-","500mA","-","-","ITE (Commercial)","SCP","-40°C ~ 75°C","84%","Surface Mount","4-SMD Module","0.53"" L x 0.49"" W x 0.18"" H (13.5mm x 12.5mm x 4.5mm)","-","Enable, Active High"
https://www.digikey.com/api/videos/videoplayer/smallplayer/4043291129001,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_ROF-78E.jpg,945-1689-6-ND,ROF-78E3.3-0.5SMD-R,Recom Power,DC DC CONVERTER 3.3V 500MA,4232,1000,"Digi-Reel","0","1","Digi-Reel®","INNOLINE ROF-78E (E-Series)","Active","Non-Isolated PoL Module","1","5V","36V","3.3V","-","-","-","500mA","-","-","ITE (Commercial)","SCP","-40°C ~ 75°C","84%","Surface Mount","4-SMD Module","0.53"" L x 0.49"" W x 0.18"" H (13.5mm x 12.5mm x 4.5mm)","-","Enable, Active High"
https://www.recom-power.com/pdf/Econoline/R1SE_H2.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_R1SE_H2.jpg,945-2273-2-ND,R1SE-0512/H2-R,Recom Power,DC DC CONVERTER 12V 1W,9000,1000,"2.75500","0","500","Tape & Reel (TR)","ECONOLINE R1SE-H2 (1W)","Active","Isolated Module","1","4.5V","5.5V","12V","-","-","-","84mA","1W","2kV","ITE (Commercial)","-","-40°C ~ 100°C","76%","Surface Mount","8-SMD Module, 5 Leads","0.50"" L x 0.42"" W x 0.26"" H (12.8mm x 10.7mm x 6.7mm)","-","-"
https://www.recom-power.com/pdf/Econoline/R1SE_H2.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_R1SE_H2.jpg,945-2273-1-ND,R1SE-0512/H2-R,Recom Power,DC DC CONVERTER 12V 1W,9104,1000,"3.52000","0","1","Cut Tape (CT)","ECONOLINE R1SE-H2 (1W)","Active","Isolated Module","1","4.5V","5.5V","12V","-","-","-","84mA","1W","2kV","ITE (Commercial)","-","-40°C ~ 100°C","76%","Surface Mount","8-SMD Module, 5 Leads","0.50"" L x 0.42"" W x 0.26"" H (12.8mm x 10.7mm x 6.7mm)","-","-"
https://www.recom-power.com/pdf/Econoline/R1SE_H2.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_R1SE_H2.jpg,945-2273-6-ND,R1SE-0512/H2-R,Recom Power,DC DC CONVERTER 12V 1W,9104,1000,"Digi-Reel","0","1","Digi-Reel®","ECONOLINE R1SE-H2 (1W)","Active","Isolated Module","1","4.5V","5.5V","12V","-","-","-","84mA","1W","2kV","ITE (Commercial)","-","-40°C ~ 100°C","76%","Surface Mount","8-SMD Module, 5 Leads","0.50"" L x 0.42"" W x 0.26"" H (12.8mm x 10.7mm x 6.7mm)","-","-"
https://www.recom-power.com/pdf/Econoline/R1SE_H2.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_R1SE_H2.jpg,945-2272-2-ND,R1SE-0505/H2-R,Recom Power,DC DC CONVERTER 5V 1W,4500,1000,"2.75500","0","500","Tape & Reel (TR)","ECONOLINE R1SE-H2 (1W)","Active","Isolated Module","1","4.5V","5.5V","5V","-","-","-","200mA","1W","2kV","ITE (Commercial)","-","-40°C ~ 100°C","75%","Surface Mount","8-SMD Module, 5 Leads","0.50"" L x 0.42"" W x 0.26"" H (12.8mm x 10.7mm x 6.7mm)","-","-"
https://www.recom-power.com/pdf/Econoline/R1SE_H2.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_R1SE_H2.jpg,945-2272-1-ND,R1SE-0505/H2-R,Recom Power,DC DC CONVERTER 5V 1W,4541,1000,"3.52000","0","1","Cut Tape (CT)","ECONOLINE R1SE-H2 (1W)","Active","Isolated Module","1","4.5V","5.5V","5V","-","-","-","200mA","1W","2kV","ITE (Commercial)","-","-40°C ~ 100°C","75%","Surface Mount","8-SMD Module, 5 Leads","0.50"" L x 0.42"" W x 0.26"" H (12.8mm x 10.7mm x 6.7mm)","-","-"
https://www.recom-power.com/pdf/Econoline/R1SE_H2.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_R1SE_H2.jpg,945-2272-6-ND,R1SE-0505/H2-R,Recom Power,DC DC CONVERTER 5V 1W,4541,1000,"Digi-Reel","0","1","Digi-Reel®","ECONOLINE R1SE-H2 (1W)","Active","Isolated Module","1","4.5V","5.5V","5V","-","-","-","200mA","1W","2kV","ITE (Commercial)","-","-40°C ~ 100°C","75%","Surface Mount","8-SMD Module, 5 Leads","0.50"" L x 0.42"" W x 0.26"" H (12.8mm x 10.7mm x 6.7mm)","-","-"
https://www.monolithicpower.com/pub/media/document/MPM3830_r1.21.pdf,//media.digikey.com/Renders/Monolithic%20Power%20Systems/1589;-20QFN-1.65-5x3;-;-20.jpg,1589-1267-2-ND,MPM3830GQV-P,Monolithic Power Systems Inc.,DC DC CONVERTER 2.7-6V 3A,17000,0,"2.75560","0","500","Tape & Reel (TR)","-","Active","Non-Isolated PoL Module","1","2.7V","6V","2.7 ~ 6V","-","-","-","3A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C","-","Surface Mount","20-PowerLFQFN Module","0.20"" L x 0.12"" W x 0.06"" H (5.0mm x 3.0mm x 1.6mm)","20-QFN (5x3)","Enable, Active High"
https://www.monolithicpower.com/pub/media/document/MPM3830_r1.21.pdf,//media.digikey.com/Renders/Monolithic%20Power%20Systems/1589;-20QFN-1.65-5x3;-;-20.jpg,1589-1267-1-ND,MPM3830GQV-P,Monolithic Power Systems Inc.,DC DC CONVERTER 2.7-6V 3A,17854,0,"4.79000","0","1","Cut Tape (CT)","-","Active","Non-Isolated PoL Module","1","2.7V","6V","2.7 ~ 6V","-","-","-","3A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C","-","Surface Mount","20-PowerLFQFN Module","0.20"" L x 0.12"" W x 0.06"" H (5.0mm x 3.0mm x 1.6mm)","20-QFN (5x3)","Enable, Active High"
https://www.monolithicpower.com/pub/media/document/MPM3830_r1.21.pdf,//media.digikey.com/Renders/Monolithic%20Power%20Systems/1589;-20QFN-1.65-5x3;-;-20.jpg,1589-1267-6-ND,MPM3830GQV-P,Monolithic Power Systems Inc.,DC DC CONVERTER 2.7-6V 3A,17854,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Non-Isolated PoL Module","1","2.7V","6V","2.7 ~ 6V","-","-","-","3A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C","-","Surface Mount","20-PowerLFQFN Module","0.20"" L x 0.12"" W x 0.06"" H (5.0mm x 3.0mm x 1.6mm)","20-QFN (5x3)","Enable, Active High"
https://power.murata.com/data/power/ncl/kdc_nxe1.pdf,//media.digikey.com/Photos/Murata%20Photos/MFG_NXE1S0505MC-R.jpg,811-3098-2-ND,NXE1S0303MC-R7,Murata Power Solutions Inc.,DC DC CONVERTER 3.3V 1W,0,0,"2.76000","0","180","Tape & Reel (TR)","NXE1 (1W)","Active","Isolated Module","1","2.97V","3.63V","3.3V","-","-","-","303mA","1W","3kV","ITE (Commercial), Medical","SCP","-40°C ~ 85°C","66%","Surface Mount","14-SMD Module, 5 Leads","0.50"" L x 0.41"" W x 0.18"" H (12.7mm x 10.41mm x 4.5mm)","-","-"
https://power.murata.com/data/power/ncl/kdc_nxe1.pdf,//media.digikey.com/Photos/Murata%20Photos/MFG_NXE1S0505MC-R.jpg,811-3098-1-ND,NXE1S0303MC-R7,Murata Power Solutions Inc.,DC DC CONVERTER 3.3V 1W,161,0,"3.05000","0","1","Cut Tape (CT)","NXE1 (1W)","Active","Isolated Module","1","2.97V","3.63V","3.3V","-","-","-","303mA","1W","3kV","ITE (Commercial), Medical","SCP","-40°C ~ 85°C","66%","Surface Mount","14-SMD Module, 5 Leads","0.50"" L x 0.41"" W x 0.18"" H (12.7mm x 10.41mm x 4.5mm)","-","-"
https://power.murata.com/data/power/ncl/kdc_nxe1.pdf,//media.digikey.com/Photos/Murata%20Photos/MFG_NXE1S0505MC-R.jpg,811-3098-6-ND,NXE1S0303MC-R7,Murata Power Solutions Inc.,DC DC CONVERTER 3.3V 1W,161,0,"Digi-Reel","0","1","Digi-Reel®","NXE1 (1W)","Active","Isolated Module","1","2.97V","3.63V","3.3V","-","-","-","303mA","1W","3kV","ITE (Commercial), Medical","SCP","-40°C ~ 85°C","66%","Surface Mount","14-SMD Module, 5 Leads","0.50"" L x 0.41"" W x 0.18"" H (12.7mm x 10.41mm x 4.5mm)","-","-"
https://power.murata.com/data/power/ncl/kdc_nxe1.pdf,//media.digikey.com/Photos/Murata%20Photos/MFG_NXE1S0505MC-R.jpg,811-3099-2-ND,NXE1S0305MC-R7,Murata Power Solutions Inc.,DC DC CONVERTER 5V 1W,1080,0,"2.76000","0","180","Tape & Reel (TR)","NXE1 (1W)","Active","Isolated Module","1","2.97V","3.63V","5V","-","-","-","200mA","1W","3kV","ITE (Commercial), Medical","SCP","-40°C ~ 85°C","70%","Surface Mount","14-SMD Module, 5 Leads","0.50"" L x 0.41"" W x 0.18"" H (12.7mm x 10.41mm x 4.5mm)","-","-"
https://power.murata.com/data/power/ncl/kdc_nxe1.pdf,//media.digikey.com/Photos/Murata%20Photos/MFG_NXE1S0505MC-R.jpg,811-3099-1-ND,NXE1S0305MC-R7,Murata Power Solutions Inc.,DC DC CONVERTER 5V 1W,1187,0,"3.05000","0","1","Cut Tape (CT)","NXE1 (1W)","Active","Isolated Module","1","2.97V","3.63V","5V","-","-","-","200mA","1W","3kV","ITE (Commercial), Medical","SCP","-40°C ~ 85°C","70%","Surface Mount","14-SMD Module, 5 Leads","0.50"" L x 0.41"" W x 0.18"" H (12.7mm x 10.41mm x 4.5mm)","-","-"
https://power.murata.com/data/power/ncl/kdc_nxe1.pdf,//media.digikey.com/Photos/Murata%20Photos/MFG_NXE1S0505MC-R.jpg,811-3099-6-ND,NXE1S0305MC-R7,Murata Power Solutions Inc.,DC DC CONVERTER 5V 1W,1187,0,"Digi-Reel","0","1","Digi-Reel®","NXE1 (1W)","Active","Isolated Module","1","2.97V","3.63V","5V","-","-","-","200mA","1W","3kV","ITE (Commercial), Medical","SCP","-40°C ~ 85°C","70%","Surface Mount","14-SMD Module, 5 Leads","0.50"" L x 0.41"" W x 0.18"" H (12.7mm x 10.41mm x 4.5mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/vx78-500.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VX78-500.jpg,102-4244-ND,VX7805-500,CUI Inc.,DC DC CONVERTER 5V 2.5W,1522,0,"2.78000","0","1","Tube","VX78-500","Active","Linear Regulator Replacement","1","6.5V","36V","5V","-","-","-","500mA","2.5W","-","ITE (Commercial)","-","-40°C ~ 85°C (With Derating)","90%","Through Hole","3-SIP Module","0.46"" L x 0.30"" W x 0.40"" H (11.6mm x 7.6mm x 10.2mm)","-","-"
http://ww1.microchip.com/downloads/en/DeviceDoc/mic38300.pdf,//media.digikey.com/Renders/Micrel%20Renders/150;-28MLF-0.9-6x4;-;-28.jpg,576-2960-2-ND,MIC38300HYHL-TR,Microchip Technology,DC DC CONVERTER 1-5V 2.2A,5000,0,"2.88400","0","1000","Tape & Reel (TR)","HELDO™","Active","Non-Isolated PoL Module","1","3V","5.5V","1 ~ 5V","-","-","-","3A","-","-","ITE (Commercial)","OCP, OVP, UVLO","-40°C ~ 125°C","-","Surface Mount","28-PowerVFQFN Module, 28-MLF®","0.236"" L x 0.157"" W (6.00mm x 4.00mm)","28-MLF® (6x4)","Enable, Active High"
http://ww1.microchip.com/downloads/en/DeviceDoc/mic38300.pdf,//media.digikey.com/Renders/Micrel%20Renders/150;-28MLF-0.9-6x4;-;-28.jpg,576-2960-1-ND,MIC38300HYHL-TR,Microchip Technology,DC DC CONVERTER 1-5V 2.2A,5807,0,"3.81000","0","1","Cut Tape (CT)","HELDO™","Active","Non-Isolated PoL Module","1","3V","5.5V","1 ~ 5V","-","-","-","3A","-","-","ITE (Commercial)","OCP, OVP, UVLO","-40°C ~ 125°C","-","Surface Mount","28-PowerVFQFN Module, 28-MLF®","0.236"" L x 0.157"" W (6.00mm x 4.00mm)","28-MLF® (6x4)","Enable, Active High"
http://ww1.microchip.com/downloads/en/DeviceDoc/mic38300.pdf,//media.digikey.com/Renders/Micrel%20Renders/150;-28MLF-0.9-6x4;-;-28.jpg,576-2960-6-ND,MIC38300HYHL-TR,Microchip Technology,DC DC CONVERTER 1-5V 2.2A,5807,0,"Digi-Reel","0","1","Digi-Reel®","HELDO™","Active","Non-Isolated PoL Module","1","3V","5.5V","1 ~ 5V","-","-","-","3A","-","-","ITE (Commercial)","OCP, OVP, UVLO","-40°C ~ 125°C","-","Surface Mount","28-PowerVFQFN Module, 28-MLF®","0.236"" L x 0.157"" W (6.00mm x 4.00mm)","28-MLF® (6x4)","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz21700,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMZ2170xSILT.jpg,296-38544-2-ND,LMZ21700SILT,Texas Instruments,DC DC CONVERTER 0.9-6V 4W,3500,10000,"2.90264","0","250","Tape & Reel (TR)","SIMPLE SWITCHER® Nano","Active","Non-Isolated PoL Module","1","3V","17V","0.9 ~ 6V","-","-","-","650mA","-","-","ITE (Commercial)","Remote On/Off, OCP, OTP, SCP, UVLO","-40°C ~ 125°C","95%","Surface Mount","8-SMD Module","0.14"" L x 0.14"" W x 0.07"" H (3.5mm x 3.5mm x 1.8mm)","-","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz21700,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMZ2170xSILT.jpg,296-38544-1-ND,LMZ21700SILT,Texas Instruments,DC DC CONVERTER 0.9-6V 4W,6209,10001,"4.28000","0","1","Cut Tape (CT)","SIMPLE SWITCHER® Nano","Active","Non-Isolated PoL Module","1","3V","17V","0.9 ~ 6V","-","-","-","650mA","-","-","ITE (Commercial)","Remote On/Off, OCP, OTP, SCP, UVLO","-40°C ~ 125°C","95%","Surface Mount","8-SMD Module","0.14"" L x 0.14"" W x 0.07"" H (3.5mm x 3.5mm x 1.8mm)","-","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz21700,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMZ2170xSILT.jpg,296-38544-6-ND,LMZ21700SILT,Texas Instruments,DC DC CONVERTER 0.9-6V 4W,6209,10001,"Digi-Reel","0","1","Digi-Reel®","SIMPLE SWITCHER® Nano","Active","Non-Isolated PoL Module","1","3V","17V","0.9 ~ 6V","-","-","-","650mA","-","-","ITE (Commercial)","Remote On/Off, OCP, OTP, SCP, UVLO","-40°C ~ 125°C","95%","Surface Mount","8-SMD Module","0.14"" L x 0.14"" W x 0.07"" H (3.5mm x 3.5mm x 1.8mm)","-","Enable, Active High"
https://www.recom-power.com/pdf/Econoline/R1SE_H2.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_R1SE_H2.jpg,945-2271-2-ND,R1SE-3.305/H2-R,Recom Power,DC DC CONVERTER 5V 1W,2000,500,"3.01600","0","500","Tape & Reel (TR)","ECONOLINE R1SE-H2 (1W)","Active","Isolated Module","1","2.97V","3.63V","5V","-","-","-","200mA","1W","2kV","ITE (Commercial)","-","-40°C ~ 100°C","75%","Surface Mount","8-SMD Module, 5 Leads","0.50"" L x 0.42"" W x 0.26"" H (12.8mm x 10.7mm x 6.7mm)","-","-"
https://www.recom-power.com/pdf/Econoline/R1SE_H2.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_R1SE_H2.jpg,945-2271-1-ND,R1SE-3.305/H2-R,Recom Power,DC DC CONVERTER 5V 1W,2592,568,"3.86000","0","1","Cut Tape (CT)","ECONOLINE R1SE-H2 (1W)","Active","Isolated Module","1","2.97V","3.63V","5V","-","-","-","200mA","1W","2kV","ITE (Commercial)","-","-40°C ~ 100°C","75%","Surface Mount","8-SMD Module, 5 Leads","0.50"" L x 0.42"" W x 0.26"" H (12.8mm x 10.7mm x 6.7mm)","-","-"
https://www.recom-power.com/pdf/Econoline/R1SE_H2.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_R1SE_H2.jpg,945-2271-6-ND,R1SE-3.305/H2-R,Recom Power,DC DC CONVERTER 5V 1W,2592,568,"Digi-Reel","0","1","Digi-Reel®","ECONOLINE R1SE-H2 (1W)","Active","Isolated Module","1","2.97V","3.63V","5V","-","-","-","200mA","1W","2kV","ITE (Commercial)","-","-40°C ~ 100°C","75%","Surface Mount","8-SMD Module, 5 Leads","0.50"" L x 0.42"" W x 0.26"" H (12.8mm x 10.7mm x 6.7mm)","-","-"
https://www.recom-power.com/pdf/Econoline/R1SE.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_R1SE8.jpg,945-1660-2-ND,R1SE8-0505-R,Recom Power,DC DC CONVERTER 5V 1W,500,1000,"3.03800","0","500","Tape & Reel (TR)","ECONOLINE R1SE (E-Series) (1W)","Active","Isolated Module","1","4.5V","5.5V","5V","-","-","-","200mA","1W","1kV","ITE (Commercial)","SCP","-40°C ~ 85°C","75%","Surface Mount","8-SMD Module","0.50"" L x 0.42"" W x 0.26"" H (12.8mm x 10.7mm x 6.7mm)","-","-"
https://www.recom-power.com/pdf/Econoline/R1SE.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_R1SE8.jpg,945-1660-1-ND,R1SE8-0505-R,Recom Power,DC DC CONVERTER 5V 1W,747,1000,"3.91000","0","1","Cut Tape (CT)","ECONOLINE R1SE (E-Series) (1W)","Active","Isolated Module","1","4.5V","5.5V","5V","-","-","-","200mA","1W","1kV","ITE (Commercial)","SCP","-40°C ~ 85°C","75%","Surface Mount","8-SMD Module","0.50"" L x 0.42"" W x 0.26"" H (12.8mm x 10.7mm x 6.7mm)","-","-"
https://www.recom-power.com/pdf/Econoline/R1SE.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_R1SE8.jpg,945-1660-6-ND,R1SE8-0505-R,Recom Power,DC DC CONVERTER 5V 1W,747,1000,"Digi-Reel","0","1","Digi-Reel®","ECONOLINE R1SE (E-Series) (1W)","Active","Isolated Module","1","4.5V","5.5V","5V","-","-","-","200mA","1W","1kV","ITE (Commercial)","SCP","-40°C ~ 85°C","75%","Surface Mount","8-SMD Module","0.50"" L x 0.42"" W x 0.26"" H (12.8mm x 10.7mm x 6.7mm)","-","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps82130,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS82130SILT.jpg,296-43922-2-ND,TPS82130SILT,Texas Instruments,DC DC CONVERTER 0.9-5V,41250,10000,"3.07100","0","250","Tape & Reel (TR)","MicroSip™","Active","Non-Isolated PoL Module","1","3V","17V","0.9 ~ 5V","-","-","-","3A","-","-","ITE (Commercial)","OTP","-40°C ~ 125°C","-","Surface Mount","8-SMD Module","0.12"" L x 0.11"" W x 0.06"" H (3.0mm x 2.8mm x 1.5mm)","-","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps82130,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS82130SILT.jpg,296-43922-1-ND,TPS82130SILT,Texas Instruments,DC DC CONVERTER 0.9-5V,41316,10001,"4.53000","0","1","Cut Tape (CT)","MicroSip™","Active","Non-Isolated PoL Module","1","3V","17V","0.9 ~ 5V","-","-","-","3A","-","-","ITE (Commercial)","OTP","-40°C ~ 125°C","-","Surface Mount","8-SMD Module","0.12"" L x 0.11"" W x 0.06"" H (3.0mm x 2.8mm x 1.5mm)","-","-"
