Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Terminal Type","Number of Positions","Pitch","Number of Rows","Row Spacing","Board Size","Material - Board","Features","Material Flammability Rating"
http://www.keyelco.com/product-pdf.cfm?p=3699,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_607-x%20Series.jpg,36-607-4-ND,607-4,Keystone Electronics,TURRET BOARD 4POS 0.375"" FORK,0,0,"3.50000","0","100","-","Active","Turret Board","Turret, Fork End, Hollow","4","0.375"" (9.53mm)","1","-","2.250"" L x 0.500"" W x 0.093"" H (57.20mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3815,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_41xy.jpg,36-4174-ND,4174,Keystone Electronics,BINDPOST STRIP 8POS 0.437"" SCREW,0,0,"3.54000","0","500","-","Active","Binding Post Strip","Screw Terminal","8","0.437"" (11.10mm)","1","-","4.312"" L x 0.625"" W x 0.062"" H (109.50mm x 15.90mm x 1.57mm)","Fiberglass","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3544,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_154xy.jpg,36-15401-ND,15401,Keystone Electronics,TURRET BOARD 5POS 0.218"" SINGLE,0,0,"3.58000","0","100","-","Active","Turret Board","Turret, Single End, Single Turret, Hollow","5","0.218"" (5.54mm)","1","-","1.562"" L x 0.312"" W x 0.062"" H (39.70mm x 7.90mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3709,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_609-x%20SERIES.jpg,36-609-5-ND,609-5,Keystone Electronics,TURRET BOARD 5POS 0.375"" SINGLE,0,0,"3.64000","0","100","-","Active","Turret Board","Turret, Single End, Double Turret, Hollow","5","0.375"" (9.53mm)","1","-","2.625"" L x 0.500"" W x 0.093"" H (66.70mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3825,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_41xy.jpg,36-4184-ND,4184,Keystone Electronics,BINDPOST STRIP 8POS 0.437"" SCREW,0,0,"3.71002","0","500","-","Active","Binding Post Strip","Screw Terminal","8","0.437"" (11.10mm)","1","-","4.312"" L x 0.625"" W x 0.062"" H (109.50mm x 15.90mm x 1.57mm)","Glass Epoxy","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3801,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_4160.jpg,36-4160-ND,4160,Keystone Electronics,BINDPOST STRIP 4POS 0.5"" SCREW,0,0,"3.74002","0","1000","-","Active","Binding Post Strip","Screw Terminal","4","0.500"" (12.70mm)","1","-","3.000"" L x 0.875"" W x 0.093"" H (76.20mm x 22.20mm x 2.36mm)","Fiberglass","Heavy Duty","-"
http://www.keyelco.com/product-pdf.cfm?p=3836,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_41xy.jpg,36-4195-ND,4195,Keystone Electronics,BINDPOST STRIP 9POS 0.437"" SCREW,0,0,"3.79000","0","500","-","Active","Binding Post Strip","Screw Terminal","9","0.437"" (11.10mm)","1","-","4.750"" L x 0.625"" W x 0.062"" H (120.70mm x 15.90mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3816,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_41xy.jpg,36-4175-ND,4175,Keystone Electronics,BINDPOST STRIP 9POS 0.437"" SCREW,0,0,"3.83002","0","500","-","Active","Binding Post Strip","Screw Terminal","9","0.437"" (11.10mm)","1","-","4.750"" L x 0.625"" W x 0.062"" H (120.70mm x 15.90mm x 1.57mm)","Fiberglass","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3791,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_4150.jpg,36-4150-ND,4150,Keystone Electronics,BINDPOST STRIP 4POS 0.5"" SCREW,0,0,"3.87001","0","1000","-","Active","Binding Post Strip","Screw Terminal","4","0.500"" (12.70mm)","1","-","3.000"" L x 0.875"" W x 0.093"" H (76.20mm x 22.20mm x 2.36mm)","Glass Epoxy","Heavy Duty","-"
http://www.keyelco.com/product-pdf.cfm?p=3689,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_604-x%20SERIES.jpg,36-604-3-ND,604-3,Keystone Electronics,TURRET BOARD 3POS 0.375"" DUAL,0,0,"3.92000","0","100","-","Active","Turret Board","Turret, Dual End, Double Turret","3","0.375"" (9.53mm)","1","-","1.875"" L x 0.500"" W x 0.093"" H (47.60mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3679,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_603-x.jpg,36-603-6-ND,603-6,Keystone Electronics,TURRET BOARD 6POS 0.375"" SINGLE,0,0,"3.98000","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","6","0.375"" (9.53mm)","1","-","3.000"" L x 0.500"" W x 0.093"" H (76.20mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3826,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_41xy.jpg,36-4185-ND,4185,Keystone Electronics,BINDPOST STRIP 9POS 0.437"" SCREW,0,0,"4.03002","0","500","-","Active","Binding Post Strip","Screw Terminal","9","0.437"" (11.10mm)","1","-","4.750"" L x 0.625"" W x 0.062"" H (120.70mm x 15.90mm x 1.57mm)","Glass Epoxy","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3649,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1530x.jpg,36-15301-ND,15301,Keystone Electronics,TURRET BOARD 5POS 0.375"" SINGLE,0,0,"4.04000","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","5","0.375"" (9.53mm)","1","-","2.625"" L x 0.500"" W x 0.093"" H (66.70mm x 12.70mm x 2.36mm)","Glass Epoxy","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3679,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_603-x.jpg,36-603-7-ND,603-7,Keystone Electronics,TURRET BOARD 7POS 0.375"" SINGLE,0,233,"4.08000","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","7","0.375"" (9.53mm)","1","-","3.375"" L x 0.500"" W x 0.093"" H (85.70mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3837,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_41xy.jpg,36-4196-ND,4196,Keystone Electronics,BINDPOST STRIP 10P 0.437"" SCREW,0,0,"4.18000","0","500","-","Active","Binding Post Strip","Screw Terminal","10","0.437"" (11.10mm)","1","-","5.187"" L x 0.625"" W x 0.062"" H (131.70mm x 15.90mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3574,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_155xy.jpg,36-15501-ND,15501,Keystone Electronics,TURRET BOARD 5POS 0.218"" SINGLE,0,0,"4.22000","0","100","-","Active","Turret Board","Turret, Single End, Single Turret, Hollow","5","0.218"" (5.54mm)","1","-","1.562"" L x 0.312"" W x 0.062"" H (39.70mm x 7.90mm x 1.57mm)","Glass Epoxy","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3817,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_41xy.jpg,36-4176-ND,4176,Keystone Electronics,BINDPOST STRIP 10P 0.437"" SCREW,0,0,"4.40000","0","500","-","Active","Binding Post Strip","Screw Terminal","10","0.437"" (11.10mm)","1","-","5.187"" L x 0.625"" W x 0.062"" H (131.70mm x 15.90mm x 1.57mm)","Fiberglass","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3699,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_607-x%20Series.jpg,36-607-5-ND,607-5,Keystone Electronics,TURRET BOARD 5POS 0.375"" FORK,0,0,"4.46000","0","100","-","Active","Turret Board","Turret, Fork End, Hollow","5","0.375"" (9.53mm)","1","-","2.625"" L x 0.500"" W x 0.093"" H (66.70mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3709,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_609-x%20SERIES.jpg,36-609-7-ND,609-7,Keystone Electronics,TURRET BOARD 7POS 0.375"" SINGLE,0,0,"4.48000","0","100","-","Active","Turret Board","Turret, Single End, Double Turret, Hollow","7","0.375"" (9.53mm)","1","-","3.375"" L x 0.500"" W x 0.093"" H (85.70mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3827,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_41xy.jpg,36-4186-ND,4186,Keystone Electronics,BINDPOST STRIP 10P 0.437"" SCREW,0,0,"4.51002","0","500","-","Active","Binding Post Strip","Screw Terminal","10","0.437"" (11.10mm)","1","-","5.187"" L x 0.625"" W x 0.062"" H (131.70mm x 15.90mm x 1.57mm)","Glass Epoxy","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3699,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_607-x%20Series.jpg,36-607-6-ND,607-6,Keystone Electronics,TURRET BOARD 6POS 0.375"" FORK,0,0,"4.52000","0","100","-","Active","Turret Board","Turret, Fork End, Hollow","6","0.375"" (9.53mm)","1","-","3.000"" L x 0.500"" W x 0.093"" H (76.20mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3802,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_4161.jpg,36-4161-ND,4161,Keystone Electronics,BINDPOST STRIP 5POS 0.5"" SCREW,0,0,"4.59001","0","1000","-","Active","Binding Post Strip","Screw Terminal","5","0.500"" (12.70mm)","1","-","3.500"" L x 0.875"" W x 0.093"" H (88.90mm x 22.20mm x 2.36mm)","Fiberglass","Heavy Duty","-"
http://www.keyelco.com/product-pdf.cfm?p=3679,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_603-x.jpg,36-603-8-ND,603-8,Keystone Electronics,TURRET BOARD 8POS 0.375"" SINGLE,0,0,"4.70000","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","8","0.375"" (9.53mm)","1","-","3.750"" L x 0.500"" W x 0.093"" H (95.30mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3689,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_604-x%20SERIES.jpg,36-604-4-ND,604-4,Keystone Electronics,TURRET BOARD 4POS 0.375"" DUAL,0,0,"4.78800","0","100","-","Active","Turret Board","Turret, Dual End, Double Turret","4","0.375"" (9.53mm)","1","-","2.250"" L x 0.500"" W x 0.093"" H (57.20mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3709,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_609-x%20SERIES.jpg,36-609-8-ND,609-8,Keystone Electronics,TURRET BOARD 8POS 0.375"" SINGLE,0,0,"4.82600","0","100","-","Active","Turret Board","Turret, Single End, Double Turret, Hollow","8","0.375"" (9.53mm)","1","-","3.750"" L x 0.500"" W x 0.093"" H (95.30mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3792,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_4151.jpg,36-4151-ND,4151,Keystone Electronics,BINDPOST STRIP 5POS 0.5"" SCREW,0,0,"4.83001","0","1000","-","Active","Binding Post Strip","Screw Terminal","5","0.500"" (12.70mm)","1","-","3.500"" L x 0.875"" W x 0.093"" H (88.90mm x 22.20mm x 2.36mm)","Glass Epoxy","Heavy Duty","-"
http://www.keyelco.com/product-pdf.cfm?p=3699,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_607-x%20Series.jpg,36-607-10-ND,607-10,Keystone Electronics,TURRET BOARD 10POS 0.375"" FORK,0,0,"4.92100","0","100","-","Active","Turret Board","Turret, Fork End, Hollow","10","0.375"" (9.53mm)","1","-","4.500"" L x 0.500"" W x 0.093"" H (114.30mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3549,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_154xy.jpg,36-15406-ND,15406,Keystone Electronics,TURRET BOARD 10POS 0.218"" SINGLE,0,0,"4.94000","0","100","-","Active","Turret Board","Turret, Single End, Single Turret, Hollow","10","0.218"" (5.54mm)","2","0.500"" (12.70mm)","1.562"" L x 0.750"" W x 0.062"" H (39.70mm x 19.10mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3679,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_603-x.jpg,36-603-9-ND,603-9,Keystone Electronics,TURRET BOARD 9POS 0.375"" SINGLE,0,0,"4.97800","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","9","0.375"" (9.53mm)","1","-","4.125"" L x 0.500"" W x 0.093"" H (104.80mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3709,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_609-x%20SERIES.jpg,36-609-9-ND,609-9,Keystone Electronics,TURRET BOARD 9POS 0.375"" SINGLE,0,0,"5.13000","0","100","-","Active","Turret Board","Turret, Single End, Double Turret, Hollow","9","0.375"" (9.53mm)","1","-","4.125"" L x 0.500"" W x 0.093"" H (104.80mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3560,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1543x.jpg,36-15432-ND,15432,Keystone Electronics,TURRET BOARD 12POS 0.25"" SINGLE,0,0,"5.16800","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","12","","1","-","3.687"" L x 0.312"" W x 0.062"" H (93.60mm x 7.90mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3579,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_155xy.jpg,36-15506-ND,15506,Keystone Electronics,TURRET BOARD 10POS 0.218"" SINGLE,0,0,"5.20600","0","100","-","Active","Turret Board","Turret, Single End, Single Turret, Hollow","10","0.218"" (5.54mm)","2","0.500"" (12.70mm)","1.562"" L x 0.750"" W x 0.062"" H (39.70mm x 19.10mm x 1.57mm)","Glass Epoxy","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3679,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_603-x.jpg,36-603-10-ND,603-10,Keystone Electronics,TURRET BOARD 10POS 0.375"" SINGLE,0,0,"5.28200","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","10","0.375"" (9.53mm)","1","-","4.500"" L x 0.500"" W x 0.093"" H (114.30mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3803,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_4162.jpg,36-4162-ND,4162,Keystone Electronics,BINDPOST STRIP 6POS 0.5"" SCREW,0,0,"5.49002","0","1000","-","Active","Binding Post Strip","Screw Terminal","6","0.500"" (12.70mm)","1","-","4.000"" L x 0.875"" W x 0.093"" H (101.60mm x 22.20mm x 2.36mm)","Fiberglass","Heavy Duty","-"
http://www.keyelco.com/product-pdf.cfm?p=3554,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_154xy.jpg,36-15411-ND,15411,Keystone Electronics,TURRET BOARD 10POS 0.218"" SINGLE,0,189,"5.52900","0","100","-","Active","Turret Board","Turret, Single End, Single Turret, Hollow","10","0.218"" (5.54mm)","2","0.750"" (19.05mm)","1.562"" L x 1.000"" W x 0.062"" H (39.70mm x 25.40mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3564,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_154xx.jpg,36-15436-ND,15436,Keystone Electronics,TURRET BOARD 10POS 0.25"" SINGLE,0,0,"5.52900","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","10","","2","0.562"" (14.30mm)","1.937"" L x 0.875"" W x 0.062"" H (49.20mm x 22.20mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3584,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_155xy.jpg,36-15511-ND,15511,Keystone Electronics,TURRET BOARD 10POS 0.218"" SINGLE,0,0,"5.58600","0","100","-","Active","Turret Board","Turret, Single End, Single Turret, Hollow","10","0.218"" (5.54mm)","2","0.750"" (19.05mm)","1.562"" L x 1.000"" W x 0.062"" H (39.70mm x 25.40mm x 1.57mm)","Glass Epoxy","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3569,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_154xx.jpg,36-15441-ND,15441,Keystone Electronics,TURRET BOARD 10POS 0.25"" SINGLE,0,0,"5.62400","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","10","","2","0.812"" (20.60mm)","1.937"" L x 1.125"" W x 0.062"" H (49.20mm x 28.60mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3699,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_607-x%20Series.jpg,36-607-8-ND,607-8,Keystone Electronics,TURRET BOARD 8POS 0.375"" FORK,0,0,"5.62400","0","100","-","Active","Turret Board","Turret, Fork End, Hollow","8","0.375"" (9.53mm)","1","-","3.750"" L x 0.500"" W x 0.093"" H (95.30mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3709,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_609-x%20SERIES.jpg,36-609-10-ND,609-10,Keystone Electronics,TURRET BOARD 10POS 0.375"" SINGLE,0,0,"5.62400","0","100","-","Active","Turret Board","Turret, Single End, Double Turret, Hollow","10","0.375"" (9.53mm)","1","-","4.500"" L x 0.500"" W x 0.093"" H (114.30mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
-,-,C5237-1-ND,C5237-1,Eaton - Bussmann Electrical Division,TERM STRIP 1POS THREADED STUD,0,0,"5.66400","0","50","-","Active","Terminal Strip","Threaded Stud","1","-","1","-","2.000"" L x 0.750"" W x 0.350"" H (50.80mm x 19.05mm x 8.89mm)","Thermoplastic","Flange","-"
http://www.keyelco.com/product-pdf.cfm?p=3624,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_151xy.jpg,36-15106-ND,15106,Keystone Electronics,TURRET BOARD 10POS 0.375"" SINGLE,0,0,"5.68100","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","10","0.375"" (9.53mm)","2","0.750"" (19.05mm)","2.625"" L x 1.188"" W x 0.093"" H (66.70mm x 30.20mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3793,-,36-4152-ND,4152,Keystone Electronics,BINDPOST STRIP 6POS 0.5"" SCREW,0,0,"5.78003","0","1000","-","Active","Binding Post Strip","Screw Terminal","6","0.500"" (12.70mm)","1","-","4.000"" L x 0.875"" W x 0.093"" H (101.60mm x 22.20mm x 2.36mm)","Glass Epoxy","Heavy Duty","-"
http://www.keyelco.com/product-pdf.cfm?p=3619,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1510x%20SERIES.jpg,36-15102-ND,15102,Keystone Electronics,TURRET BOARD 12POS 0.375"" SINGLE,0,0,"5.79500","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","12","0.375"" (9.53mm)","1","-","5.250"" L x 0.500"" W x 0.093"" H (133.35mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3699,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_607-x%20Series.jpg,36-607-9-ND,607-9,Keystone Electronics,TURRET BOARD 9POS 0.375"" FORK,0,0,"5.98500","0","100","-","Active","Turret Board","Turret, Fork End, Hollow","9","0.375"" (9.53mm)","1","-","4.125"" L x 0.500"" W x 0.093"" H (104.80mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3629,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_151xy.jpg,36-15111-ND,15111,Keystone Electronics,TURRET BOARD 10POS 0.375"" SINGLE,0,0,"6.00400","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","10","0.375"" (9.53mm)","2","1.000"" (25.40mm)","2.625"" L x 1.500"" W x 0.093"" H (66.70mm x 38.10mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3594,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_155xx.jpg,36-15536-ND,15536,Keystone Electronics,TURRET BOARD 10POS 0.25"" SINGLE,0,0,"6.02300","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","10","","2","0.562"" (14.30mm)","1.937"" L x 0.875"" W x 0.062"" H (49.20mm x 22.20mm x 1.57mm)","Glass Epoxy","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3599,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_155xx.jpg,36-15541-ND,15541,Keystone Electronics,TURRET BOARD 10POS 0.25"" SINGLE,0,0,"6.02300","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","10","","2","0.812"" (20.60mm)","1.937"" L x 1.125"" W x 0.062"" H (49.20mm x 28.60mm x 1.57mm)","Glass Epoxy","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3545,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_154xy.jpg,36-15402-ND,15402,Keystone Electronics,TURRET BOARD 12POS 0.218"" SINGLE,0,0,"6.11800","0","100","-","Active","Turret Board","Turret, Single End, Single Turret, Hollow","12","0.218"" (5.54mm)","1","-","3.093"" L x 0.312"" W x 0.062"" H (78.60mm x 7.90mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
-,-,BP/C5237-3BC-ND,BP/C5237-3BC,Eaton - Bussmann Electrical Division,TERM STRIP 3POS THREADED STUD,0,0,"6.21600","0","5","-","Active","Terminal Strip","Threaded Stud","3","-","1","-","-","-","Flange","-"
http://www.keyelco.com/product-pdf.cfm?p=3804,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_4163.jpg,36-4163-ND,4163,Keystone Electronics,BINDPOST STRIP 7POS 0.5"" SCREW,0,0,"6.45003","0","1000","-","Active","Binding Post Strip","Screw Terminal","7","0.500"" (12.70mm)","1","-","4.500"" L x 0.875"" W x 0.093"" H (114.30mm x 22.20mm x 2.36mm)","Fiberglass","Heavy Duty","-"
http://www.keyelco.com/product-pdf.cfm?p=3575,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_155xy.jpg,36-15502-ND,15502,Keystone Electronics,TURRET BOARD 12POS 0.218"" SINGLE,0,0,"6.49350","0","100","-","Active","Turret Board","Turret, Single End, Single Turret, Hollow","12","0.218"" (5.54mm)","1","-","3.093"" L x 0.312"" W x 0.062"" H (78.60mm x 7.90mm x 1.57mm)","Glass Epoxy","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3634,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_151xy.jpg,36-15116-ND,15116,Keystone Electronics,TURRET BOARD 10POS 0.375"" SINGLE,0,0,"6.49800","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","10","0.375"" (9.53mm)","2","1.500"" (38.10mm)","2.625"" L x 2.000"" W x 0.093"" H (66.70mm x 50.80mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3639,//media.digikey.com/Photos/Keystone%20Elect%20Photos/15121.jpg,36-15121-ND,15121,Keystone Electronics,TURRET BOARD 10POS 0.375"" SINGLE,0,0,"6.53600","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","10","0.375"" (9.53mm)","2","2.000"" (50.80mm)","2.625"" L x 2.500"" W x 0.093"" H (66.70mm x 63.50mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3649,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1530x.jpg,36-15302-ND,15302,Keystone Electronics,TURRET BOARD 12POS 0.375"" SINGLE,0,0,"6.55500","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","12","0.375"" (9.53mm)","1","-","5.250"" L x 0.500"" W x 0.093"" H (133.35mm x 12.70mm x 2.36mm)","Glass Epoxy","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3654,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_153xy.jpg,36-15306-ND,15306,Keystone Electronics,TURRET BOARD 10POS 0.375"" SINGLE,0,0,"6.55500","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","10","0.375"" (9.53mm)","2","0.750"" (19.05mm)","2.625"" L x 1.188"" W x 0.093"" H (66.70mm x 30.20mm x 2.36mm)","Glass Epoxy","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3659,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_153xy.jpg,36-15311-ND,15311,Keystone Electronics,TURRET BOARD 10POS 0.375"" SINGLE,0,0,"6.55500","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","10","0.375"" (9.53mm)","2","1.000"" (25.40mm)","2.625"" L x 1.500"" W x 0.093"" H (66.70mm x 38.10mm x 2.36mm)","Glass Epoxy","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3689,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_604-x%20SERIES.jpg,36-604-6-ND,604-6,Keystone Electronics,TURRET BOARD 6POS 0.375"" DUAL,0,0,"6.56750","0","100","-","Active","Turret Board","Turret, Dual End, Double Turret","6","0.375"" (9.53mm)","1","-","3.000"" L x 0.500"" W x 0.093"" H (76.20mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=5218,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_MS272491%20SERIES.jpg,36-MS27249-1E1-ND,MS272491E1,Keystone Electronics,TURRET BOARD 5POS 0.375"" SINGLE,0,0,"6.67850","0","100","-","Active","Turret Board","Turret, Single End, Double Turret","5","0.375"" (9.53mm)","1","-","2.625"" L x 0.500"" W x 0.125"" H (66.70mm x 12.70mm x 3.18mm)","Glass Epoxy","-","-"
http://www.keyelco.com/product-pdf.cfm?p=3794,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_4153.jpg,36-4153-ND,4153,Keystone Electronics,BINDPOST STRIP 7POS 0.5"" SCREW,0,0,"6.77004","0","1000","-","Active","Binding Post Strip","Screw Terminal","7","0.500"" (12.70mm)","1","-","4.500"" L x 0.875"" W x 0.093"" H (114.30mm x 22.20mm x 2.36mm)","Glass Epoxy","Heavy Duty","-"
