Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Terminal Type","Number of Positions","Pitch","Number of Rows","Row Spacing","Board Size","Material - Board","Features","Material Flammability Rating"
http://www.keyelco.com/product-pdf.cfm?p=3729,//media.digikey.com/photos/Keystone%20Elect%20Photos/810.JPG,36-810-ND,810,Keystone Electronics,TERM LUG STRIP 3POS 0.375"" SNGLE,7534,6300,"0.74000","0","1","-","Active","Terminal Lug Strip","Terminal Lug, Single End","3 (2 + 1 Ground)","0.375"" (9.53mm)","1","-","1.125"" L x 0.375"" W x 0.062"" H (28.58mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3732,//media.digikey.com/photos/Keystone%20Elect%20Photos/813.JPG,36-813-ND,813,Keystone Electronics,TERM LUG STRIP 4POS 0.375"" SNGLE,1313,2600,"0.77000","0","1","-","Active","Terminal Lug Strip","Terminal Lug, Single End","4 (3 + 1 Ground)","0.375"" (9.53mm)","1","-","1.500"" L x 0.375"" W x 0.062"" H (38.10mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3736,//media.digikey.com/Photos/Keystone%20Elect%20Photos/817.JPG,36-817-ND,817,Keystone Electronics,TERM LUG STRIP 5POS 0.375"" SNGLE,1236,2000,"0.89000","0","1","-","Active","Terminal Lug Strip","Terminal Lug, Single End","5 (4 + 1 Ground)","0.375"" (9.53mm)","1","-","1.875"" L x 0.375"" W x 0.062"" H (47.63mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3497,//media.digikey.com/Photos/Keystone%20Elect%20Photos/15222.JPG,36-15232-ND,15232,Keystone Electronics,TURRET BOARD 50POS 0.375"" SINGLE,121,0,"29.25000","0","1","-","Active","Turret Board, Scored","Turret, Single End, Double Turret","50","0.375"" (9.53mm)","2","1.000"" (25.40mm)","13.125"" L x 1.500"" W x 0.093"" H (333.38mm x 38.10mm x 2.36mm)","Glass Epoxy","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3488,//media.digikey.com/Photos/Keystone%20Elect%20Photos/15222.JPG,36-15222-ND,15222,Keystone Electronics,TURRET BOARD 50POS 0.218"" SINGLE,107,161,"25.72000","0","1","-","Active","Turret Board, Scored","Turret, Single End, Double Turret","50","0.218"" (5.54mm)","2","0.750"" (19.05mm)","7.812"" L x 1.000"" W x 0.062"" H (198.40mm x 25.40mm x 1.57mm)","Glass Epoxy","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3501,//media.digikey.com/Photos/Keystone%20Elect%20Photos/15222.JPG,36-15236-ND,15236,Keystone Electronics,TURRET BOARD 50POS 0.375"" SINGLE,114,0,"32.39000","0","1","-","Active","Turret Board, Scored","Turret, Single End, Double Turret","50","0.375"" (9.53mm)","2","1.187"" (30.10mm)","13.125"" L x 1.500"" W x 0.093"" H (333.38mm x 38.10mm x 2.36mm)","Glass Epoxy","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3728,-,36-809-ND,809,Keystone Electronics,TERM LUG STRIP 3POS 0.375"" SNGLE,768,0,"0.72000","0","1","-","Active","Terminal Lug Strip","Terminal Lug, Single End","3 (2 + 1 Ground)","0.375"" (9.53mm)","1","-","1.125"" L x 0.375"" W x 0.062"" H (28.58mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3751,//media.digikey.com/photos/Keystone%20Elect%20Photos/832.JPG,36-832-ND,832,Keystone Electronics,TERM LUG STRIP 2POS DUAL,266,500,"0.79000","0","1","-","Active","Terminal Lug Strip","Terminal Lug, Dual End","2 (1 + 1 Ground)","-","1","-","0.750"" L x 0.375"" W x 0.062"" H (19.05mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3744,-,36-825-ND,825,Keystone Electronics,TERM LUG STRIP 7POS 0.375"" SNGLE,473,1400,"0.99000","0","1","-","Active","Terminal Lug Strip","Terminal Lug, Single End","7 (6 + 1 Ground)","0.375"" (9.53mm)","1","-","2.625"" L x 0.375"" W x 0.062"" H (66.68mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3740,//media.digikey.com/photos/Keystone%20Elect%20Photos/821.JPG,36-821-ND,821,Keystone Electronics,TERM LUG STRIP 6POS 0.375"" SNGLE,379,1200,"1.20000","0","1","-","Active","Terminal Lug Strip","Terminal Lug, Single End","6 (4 + 2 Ground)","0.375"" (9.53mm)","1","-","2.250"" L x 0.375"" W x 0.062"" H (57.15mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3748,//media.digikey.com/Photos/Keystone%20Elect%20Photos/829.JPG,36-829-ND,829,Keystone Electronics,TERM LUG STRIP 8POS 0.375"" SNGLE,652,0,"1.39000","0","1","-","Active","Terminal Lug Strip","Terminal Lug, Single End","8 (6 + 2 Ground)","0.375"" (9.53mm)","1","-","3.000"" L x 0.375"" W x 0.062"" H (76.20mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3768,//media.digikey.com/photos/Keystone%20Elect%20Photos/849.JPG,36-849-ND,849,Keystone Electronics,TERM LUG STRIP 4POS 0.25"" SINGLE,31,0,"1.73000","0","1","-","Active","Terminal Lug Strip","Terminal Lug, Single End","4 (3 + 1 Ground)","","1","-","1.000"" L x 0.312"" W x 0.062"" H (25.40mm x 7.92mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3776,//media.digikey.com/photos/Keystone%20Elect%20Photos/857.JPG,36-857-ND,857,Keystone Electronics,TERM LUG STRIP 5POS 0.25"" SINGLE,119,0,"2.42000","0","1","-","Active","Terminal Lug Strip","Terminal Lug, Single End","5 (3 + 2 Ground)","","1","-","1.250"" L x 0.312"" W x 0.062"" H (31.75mm x 7.92mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3778,//media.digikey.com/photos/Keystone%20Elect%20Photos/859.JPG,36-859-ND,859,Keystone Electronics,TERM LUG STRIP 6POS 0.25"" SINGLE,92,0,"2.73000","0","1","-","Active","Terminal Lug Strip","Terminal Lug, Single End","6 (4 + 2 Ground)","","1","-","1.500"" L x 0.312"" W x 0.062"" H (38.10mm x 7.92mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3829,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_41xy.jpg,36-4188-ND,4188,Keystone Electronics,BINDPOST STRIP 2POS 0.437"" SCREW,217,600,"1.47000","0","1","-","Active","Binding Post Strip","Screw Terminal","2","0.437"" (11.10mm)","1","-","1.687"" L x 0.625"" W x 0.062"" H (42.80mm x 15.90mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3755,//media.digikey.com/photos/Keystone%20Elect%20Photos/836.JPG,36-836-ND,836,Keystone Electronics,TERM LUG STRIP 6POS 0.375"" DUAL,365,2400,"1.65000","0","1","-","Active","Terminal Lug Strip","Terminal Lug, Dual End","6 (5 + 1 Ground)","0.375"" (9.53mm)","1","-","2.250"" L x 0.375"" W x 0.062"" H (57.15mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3773,//media.digikey.com/photos/Keystone%20Elect%20Photos/854.JPG,36-854-ND,854,Keystone Electronics,TERM LUG STRIP 5POS 0.25"" SINGLE,212,0,"2.25000","0","1","-","Active","Terminal Lug Strip","Terminal Lug, Single End","5 (4 + 1 Ground)","","1","-","1.250"" L x 0.312"" W x 0.062"" H (31.75mm x 7.92mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3822,//media.digikey.com/Photos/Keystone%20Elect%20Photos/4181.jpg,36-4181-ND,4181,Keystone Electronics,BINDPOST STRIP 5POS 0.437"" SCREW,101,0,"3.43000","0","1","-","Active","Binding Post Strip","Screw Terminal","5","0.437"" (11.10mm)","1","-","3.000"" L x 0.625"" W x 0.062"" H (76.20mm x 15.90mm x 1.57mm)","Glass Epoxy","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3590,//media.digikey.com/Photos/Keystone%20Elect%20Photos/15532.jpg,36-15532-ND,15532,Keystone Electronics,TURRET BOARD 12POS 0.25"" SINGLE,29,0,"6.98000","0","1","-","Active","Turret Board","Turret, Single End, Double Turret","12","","1","-","3.687"" L x 0.312"" W x 0.062"" H (93.60mm x 7.90mm x 1.57mm)","Glass Epoxy","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3654,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_153xy.jpg,36-15307-ND,15307,Keystone Electronics,TURRET BOARD 24POS 0.375"" SINGLE,71,0,"15.11000","0","1","-","Active","Turret Board","Turret, Single End, Double Turret","24","0.375"" (9.53mm)","2","0.750"" (19.05mm)","5.250"" L x 1.188"" W x 0.093"" H (133.35mm x 30.20mm x 2.36mm)","Glass Epoxy","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3659,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_153xy.jpg,36-15312-ND,15312,Keystone Electronics,TURRET BOARD 24POS 0.375"" SINGLE,70,0,"16.26000","0","1","-","Active","Turret Board","Turret, Single End, Double Turret","24","0.375"" (9.53mm)","2","1.000"" (25.40mm)","5.250"" L x 1.500"" W x 0.093"" H (133.35mm x 38.10mm x 2.36mm)","Glass Epoxy","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3664,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_153xy.jpg,36-15317-ND,15317,Keystone Electronics,TURRET BOARD 24POS 0.375"" SINGLE,72,0,"16.51000","0","1","-","Active","Turret Board","Turret, Single End, Double Turret","24","0.375"" (9.53mm)","2","1.500"" (38.10mm)","5.250"" L x 2.000"" W x 0.093"" H (133.35mm x 50.80mm x 2.36mm)","Glass Epoxy","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3828,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_41xy.jpg,36-4187-ND,4187,Keystone Electronics,BINDPOST STRIP 1POS SCREW,260,0,"1.04000","0","1","-","Active","Binding Post Strip","Screw Terminal","1","-","1","-","1.250"" L x 0.625"" W x 0.062"" H (31.80mm x 15.90mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3689,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_604-x%20SERIES.jpg,36-604-5-ND,604-5,Keystone Electronics,TURRET BOARD 5POS 0.375"" DUAL,55,0,"7.30000","0","1","-","Active","Turret Board","Turret, Dual End, Double Turret","5","0.375"" (9.53mm)","1","-","2.625"" L x 0.500"" W x 0.093"" H (66.70mm x 12.70mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3759,//media.digikey.com/Photos/Keystone%20Elect%20Photos/840.jpg,36-840-ND,840,Keystone Electronics,TERM LUG STRIP 2POS SINGLE,76,0,"1.31000","0","1","-","Active","Terminal Lug Strip","Terminal Lug, Single End","2 (1 + 1 Ground)","-","1","-","0.500"" L x 0.312"" W x 0.062"" H (12.70mm x 7.92mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=5215,//media.digikey.com/photos/Keystone%20Elect%20Photos/MS272491B3.JPG,36-MS27249-1B3-ND,MS272491B3,Keystone Electronics,TURRET BOARD 15POS 0.375"" SINGLE,8,0,"21.74000","0","1","-","Active","Turret Board, Scored","Turret, Single End, Double Turret","15","0.375"" (9.53mm)","1","-","7.875"" L x 0.500"" W x 0.125"" H (200.03mm x 12.70mm x 3.18mm)","Glass Epoxy","-","-"
http://www.keyelco.com/product-pdf.cfm?p=3440,//media.digikey.com/Photos/Keystone%20Elect%20Photos/15222.JPG,36-15033-ND,15033,Keystone Electronics,TURRET BOARD 50POS 0.375"" SINGLE,14,0,"25.53000","0","1","-","Active","Turret Board, Scored","Turret, Single End, Double Turret","50","0.375"" (9.53mm)","2","1.500"" (38.10mm)","13.125"" L x 2.000"" W x 0.093"" H (333.38mm x 50.80mm x 2.36mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3756,-,36-837-ND,837,Keystone Electronics,TERM LUG STRIP 2POS SINGLE,0,0,"0.56350","0","5000","-","Active","Terminal Lug Strip","Terminal Lug, Single End","2 (1 + 1 Ground)","-","1","-","0.500"" L x 0.312"" W x 0.062"" H (12.70mm x 7.92mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3758,-,36-839-ND,839,Keystone Electronics,TERM LUG STRIP 2POS SINGLE,0,0,"0.56350","0","5000","-","Active","Terminal Lug Strip","Terminal Lug, Single End","2 (1 + 1 Ground)","-","1","-","0.500"" L x 0.312"" W x 0.062"" H (12.70mm x 7.92mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3760,-,36-841-ND,841,Keystone Electronics,TERM LUG STRIP 2POS SINGLE,0,0,"0.56350","0","5000","-","Active","Terminal Lug Strip","Terminal Lug, Single End","2 (1 + 1 Ground)","-","1","-","0.312"" L x 0.500"" W x 0.062"" H (7.92mm x 12.70mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3761,-,36-842-ND,842,Keystone Electronics,TERM LUG STRIP 2POS SINGLE,0,0,"0.56350","0","5000","-","Active","Terminal Lug Strip","Terminal Lug, Single End","2 (1 + 1 Ground)","-","1","-","0.500"" L x 0.312"" W x 0.062"" H (12.70mm x 7.92mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3762,-,36-843-ND,843,Keystone Electronics,TERM LUG STRIP 2POS SINGLE,0,0,"0.56350","0","5000","-","Active","Terminal Lug Strip","Terminal Lug, Single End","2 (1 + 1 Ground)","-","1","-","0.500"" L x 0.312"" W x 0.062"" H (12.70mm x 7.92mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3757,-,36-838-ND,838,Keystone Electronics,TERM LUG STRIP 2POS SINGLE,0,0,"0.58240","0","5000","-","Active","Terminal Lug Strip","Terminal Lug, Single End","2 (1 + 1 Ground)","-","1","-","0.500"" L x 0.312"" W x 0.062"" H (12.70mm x 7.92mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3719,-,36-800-ND,800,Keystone Electronics,TERM LUG STRIP 2POS SINGLE,0,800,"0.58280","0","100","-","Active","Terminal Lug Strip","Terminal Lug, Single End","2 (1 + 1 Ground)","-","1","-","0.750"" L x 0.375"" W x 0.062"" H (19.05mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3721,-,36-802-ND,802,Keystone Electronics,TERM LUG STRIP 2POS SINGLE,0,300,"0.58280","0","100","-","Active","Terminal Lug Strip","Terminal Lug, Single End","2 (1 + 1 Ground)","-","1","-","0.750"" L x 0.375"" W x 0.062"" H (19.05mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3723,-,36-804-ND,804,Keystone Electronics,TERM LUG STRIP 2POS SINGLE,0,300,"0.58280","0","100","-","Active","Terminal Lug Strip","Terminal Lug, Single End","2 (1 + 1 Ground)","-","1","-","0.375"" L x 0.750"" W x 0.062"" H (9.53mm x 19.05mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3724,-,36-805-ND,805,Keystone Electronics,TERM LUG STRIP 2POS SINGLE,0,800,"0.58280","0","100","-","Active","Terminal Lug Strip","Terminal Lug, Single End","2 (1 + 1 Ground)","-","1","-","0.750"" L x 0.375"" W x 0.062"" H (19.05mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3725,-,36-806-ND,806,Keystone Electronics,TERM LUG STRIP 2POS SINGLE,0,500,"0.58280","0","100","-","Active","Terminal Lug Strip","Terminal Lug, Single End","2 (1 + 1 Ground)","-","1","-","0.750"" L x 0.375"" W x 0.062"" H (19.05mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3720,-,36-801-ND,801,Keystone Electronics,TERM LUG STRIP 2POS SINGLE,0,3800,"0.60980","0","100","-","Active","Terminal Lug Strip","Terminal Lug, Single End","2 (1 + 1 Ground)","-","1","-","0.750"" L x 0.375"" W x 0.062"" H (19.05mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3722,-,36-803-ND,803,Keystone Electronics,TERM LUG STRIP 2POS SINGLE,0,4800,"0.60980","0","100","-","Active","Terminal Lug Strip","Terminal Lug, Single End","2 (1 + 1 Ground)","-","1","-","0.750"" L x 0.375"" W x 0.062"" H (19.05mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3767,//media.digikey.com/Photos/Keystone%20Elect%20Photos/848.jpg,36-848-ND,848,Keystone Electronics,TERM LUG STRIP 3POS 0.25"" SINGLE,0,0,"0.66833","0","5000","-","Active","Terminal Lug Strip","Terminal Lug, Single End","3 (2 + 1 Ground)","","1","-","0.750"" L x 0.312"" W x 0.062"" H (19.05mm x 7.92mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3766,-,36-847-ND,847,Keystone Electronics,TERM LUG STRIP 3POS 0.25"" SINGLE,0,0,"0.66833","0","5000","-","Active","Terminal Lug Strip","Terminal Lug, Single End","3 (2 + 1 Ground)","","1","-","0.750"" L x 0.312"" W x 0.062"" H (19.05mm x 7.92mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3764,-,36-845-ND,845,Keystone Electronics,TERM LUG STRIP 3POS 0.25"" SINGLE,0,0,"0.66833","0","5000","-","Active","Terminal Lug Strip","Terminal Lug, Single End","3 (2 + 1 Ground)","","1","-","0.750"" L x 0.312"" W x 0.062"" H (19.05mm x 7.92mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3763,-,36-844-ND,844,Keystone Electronics,TERM LUG STRIP 3POS 0.25"" SINGLE,0,0,"0.67550","0","5000","-","Active","Terminal Lug Strip","Terminal Lug, Single End","3 (2 + 1 Ground)","","1","-","0.750"" L x 0.312"" W x 0.062"" H (19.05mm x 7.92mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3765,-,36-846-ND,846,Keystone Electronics,TERM LUG STRIP 3POS 0.25"" SINGLE,0,0,"0.67550","0","5000","-","Active","Terminal Lug Strip","Terminal Lug, Single End","3 (2 + 1 Ground)","","1","-","0.750"" L x 0.312"" W x 0.062"" H (19.05mm x 7.92mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3726,//media.digikey.com/photos/Keystone%20Elect%20Photos/807.JPG,36-807-ND,807,Keystone Electronics,TERM LUG STRIP 3POS 0.375"" SNGLE,0,0,"0.67760","0","100","-","Active","Terminal Lug Strip","Terminal Lug, Single End","3 (2 + 1 Ground)","0.375"" (9.53mm)","1","-","1.125"" L x 0.375"" W x 0.062"" H (28.58mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3727,-,36-808-ND,808,Keystone Electronics,TERM LUG STRIP 3POS 0.375"" SNGLE,0,0,"0.68990","0","100","-","Active","Terminal Lug Strip","Terminal Lug, Single End","3 (2 + 1 Ground)","0.375"" (9.53mm)","1","-","1.125"" L x 0.375"" W x 0.062"" H (28.58mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3730,-,36-811-ND,811,Keystone Electronics,TERM LUG STRIP 3POS 0.375"" SNGLE,0,300,"0.68990","0","100","-","Active","Terminal Lug Strip","Terminal Lug, Single End","3 (2 + 1 Ground)","0.375"" (9.53mm)","1","-","1.125"" L x 0.375"" W x 0.062"" H (28.58mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3808,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_41xy.jpg,36-4167-ND,4167,Keystone Electronics,BINDPOST STRIP 1POS SCREW,0,0,"0.70450","0","500","-","Active","Binding Post Strip","Screw Terminal","1","-","1","-","1.250"" L x 0.625"" W x 0.062"" H (31.80mm x 15.90mm x 1.57mm)","Fiberglass","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3769,-,36-850-ND,850,Keystone Electronics,TERM LUG STRIP 4POS 0.25"" SINGLE,0,0,"0.71089","0","5000","-","Active","Terminal Lug Strip","Terminal Lug, Single End","4 (3 + 1 Ground)","","1","-","1.000"" L x 0.312"" W x 0.062"" H (25.40mm x 7.92mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3818,//media.digikey.com/photos/Keystone%20Elect%20Photos/4177.JPG,36-4177-ND,4177,Keystone Electronics,BINDPOST STRIP 1POS SCREW,0,600,"0.72350","0","500","-","Active","Binding Post Strip","Screw Terminal","1","-","1","-","1.250"" L x 0.625"" W x 0.062"" H (31.80mm x 15.90mm x 1.57mm)","Glass Epoxy","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3774,-,36-855-ND,855,Keystone Electronics,TERM LUG STRIP 5POS 0.25"" SINGLE,0,0,"0.80332","0","5000","-","Active","Terminal Lug Strip","Terminal Lug, Single End","5 (4 + 1 Ground)","","1","-","1.250"" L x 0.312"" W x 0.062"" H (31.75mm x 7.92mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3731,-,36-812-ND,812,Keystone Electronics,TERM LUG STRIP 4POS 0.375"" SNGLE,0,2400,"0.81690","0","100","-","Active","Terminal Lug Strip","Terminal Lug, Single End","4 (3 + 1 Ground)","0.375"" (9.53mm)","1","-","1.500"" L x 0.375"" W x 0.062"" H (38.10mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3737,-,36-818-ND,818,Keystone Electronics,TERM LUG STRIP 5POS 0.375"" SNGLE,0,1600,"0.90070","0","100","-","Active","Terminal Lug Strip","Terminal Lug, Single End","5 (4 + 1 Ground)","0.375"" (9.53mm)","1","-","1.875"" L x 0.375"" W x 0.062"" H (47.63mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3770,-,36-851-ND,851,Keystone Electronics,TERM LUG STRIP 4POS 0.25"" SINGLE,0,0,"0.93100","0","5000","-","Active","Terminal Lug Strip","Terminal Lug, Single End","4 (2 + 2 Ground)","","1","-","1.000"" L x 0.312"" W x 0.062"" H (25.40mm x 7.92mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3809,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_41xy.jpg,36-4168-ND,4168,Keystone Electronics,BINDPOST STRIP 2POS 0.437"" SCREW,0,0,"0.93300","0","500","-","Active","Binding Post Strip","Screw Terminal","2","0.437"" (11.10mm)","1","-","1.687"" L x 0.625"" W x 0.062"" H (42.80mm x 15.90mm x 1.57mm)","Fiberglass","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3781,-,36-862-ND,862,Keystone Electronics,TERM LUG STRIP 7POS 0.25"" SINGLE,0,0,"0.98021","0","5000","-","Active","Terminal Lug Strip","Terminal Lug, Single End","7 (6 + 1 Ground)","","1","-","1.750"" L x 0.312"" W x 0.062"" H (44.45mm x 7.92mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3819,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_41xy.jpg,36-4178-ND,4178,Keystone Electronics,BINDPOST STRIP 2POS 0.437"" SCREW,0,0,"0.99010","0","500","-","Active","Binding Post Strip","Screw Terminal","2","0.437"" (11.10mm)","1","-","1.687"" L x 0.625"" W x 0.062"" H (42.80mm x 15.90mm x 1.57mm)","Glass Epoxy","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3752,-,36-833-ND,833,Keystone Electronics,TERM LUG STRIP 3POS 0.375"" DUAL,0,900,"1.01400","0","100","-","Active","Terminal Lug Strip","Terminal Lug, Dual End","3 (2 + 1 Ground)","0.375"" (9.53mm)","1","-","1.125"" L x 0.375"" W x 0.062"" H (28.58mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3771,-,36-852-ND,852,Keystone Electronics,TERM LUG STRIP 5POS 0.25"" SINGLE,0,0,"1.01945","0","5000","-","Active","Terminal Lug Strip","Terminal Lug, Single End","5 (3 + 2 Ground)","","1","-","1.250"" L x 0.312"" W x 0.062"" H (31.75mm x 7.92mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3733,-,36-814-ND,814,Keystone Electronics,TERM LUG STRIP 4POS 0.375"" SNGLE,0,500,"1.03110","0","100","-","Active","Terminal Lug Strip","Terminal Lug, Single End","4 (2 + 2 Ground)","0.375"" (9.53mm)","1","-","1.500"" L x 0.375"" W x 0.062"" H (38.10mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3772,-,36-853-ND,853,Keystone Electronics,TERM LUG STRIP 5POS 0.25"" SINGLE,0,0,"1.05868","0","5000","-","Active","Terminal Lug Strip","Terminal Lug, Single End","5 (3 + 2 Ground)","","1","-","1.250"" L x 0.312"" W x 0.062"" H (31.75mm x 7.92mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3775,-,36-856-ND,856,Keystone Electronics,TERM LUG STRIP 5POS 0.25"" SINGLE,0,0,"1.05868","0","5000","-","Active","Terminal Lug Strip","Terminal Lug, Single End","5 (3 + 2 Ground)","","1","-","1.250"" L x 0.312"" W x 0.062"" H (31.75mm x 7.92mm x 1.57mm)","XP Phenolic","Miniature Strip","-"
http://www.keyelco.com/product-pdf.cfm?p=3734,-,36-815-ND,815,Keystone Electronics,TERM LUG STRIP 5POS 0.375"" SNGLE,0,800,"1.08190","0","100","-","Active","Terminal Lug Strip","Terminal Lug, Single End","5 (3 + 2 Ground)","0.375"" (9.53mm)","1","-","1.875"" L x 0.375"" W x 0.062"" H (47.63mm x 9.53mm x 1.57mm)","XP Phenolic","Standard Strip","-"
