Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Contact Size","Module Capacity","Size / Dimension"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTJ1xxExxx&DocType=Customer+Drawing&DocLang=English,-,CTJ116E01D-513[V001]-ND,CTJ116E01D-513 [V001],TE Connectivity Deutsch Connectors,ELEC MODULE,0,0,"19.55194","0","67","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTL-xx&DocType=Customer+Drawing&DocLang=English,-,CTL-12-513[V003]-ND,CTL-12-513 [V003],TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"19.59104","0","67","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTL-xx&DocType=Customer+Drawing&DocLang=English,-,CTL-12-513[V0A1]-ND,CTL-12-513 [V0A1],TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"19.59104","0","67","*","Active","-","-","-","-"
http://www.amphenolpcd.com/sites/default/files/product-docs/modules/SJTC02000_C.pdf,-,SJTC17000-ND,SJTC17000,Amphenol PCD,CONN RAIL 8.806"" L X 0.892"" W,0,0,"19.60400","0","25","SJT","Active","Rail","-","17","8.806"" L x 0.892"" W (223.67mm x 22.66mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773867-9_deutsch-ctj&DocType=DS&DocLang=English,-,CTJ-3A-02-ND,CTJ-3A-02,TE Connectivity Deutsch Connectors,RAIL ASSY,0,0,"19.85106","0","66","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773867-9_deutsch-ctj&DocType=DS&DocLang=English,-,CTJ-3A-02[V003]-ND,CTJ-3A-02 [V003],TE Connectivity Deutsch Connectors,RAIL ASSY,0,0,"20.04600","0","65","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773867-9_deutsch-ctj&DocType=DS&DocLang=English,-,CTJ-3B-02-ND,CTJ-3B-02,TE Connectivity Deutsch Connectors,RAIL ASSY,0,0,"20.04600","0","65","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773867-9_deutsch-ctj&DocType=DS&DocLang=English,-,CTJ-3B-02[V003]-ND,CTJ-3B-02 [V003],TE Connectivity Deutsch Connectors,RAIL ASSY,0,0,"20.04600","0","65","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=DCR-1x-xx&DocType=Customer+Drawing&DocLang=English,-,DCR-1A-05[V003]-ND,DCR-1A-05 [V003],TE Connectivity Deutsch Connectors,COMPOSIT RAIL,0,0,"20.13000","0","77","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTL-xx&DocType=Customer+Drawing&DocLang=English,-,CTL-12-513[V001]-ND,CTL-12-513 [V001],TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"20.17600","0","65","*","Active","-","-","-","-"
http://www.amphenolpcd.com/sites/default/files/product-docs/modules/SJT502101_C.pdf,-,SJT507104-ND,SJT507104,Amphenol PCD,CONN RAIL 3.626"" L X 0.885"" W,0,0,"20.20200","0","25","SJT","Active","Rail","-","7","3.626"" L x 0.885"" W x 0.900"" H (92.10mm x 22.48mm x 22.86mm)"
http://www.amphenolpcd.com/sites/default/files/product-docs/modules/SJT502404_C.pdf,-,SJT507404-ND,SJT507404,Amphenol PCD,CONN RAIL 3.626"" L X 0.885"" W,0,0,"20.20200","0","25","SJT","Active","Rail","-","7","3.626"" L x 0.885"" W x 0.915"" H (92.10mm x 22.48mm x 23.24mm)"
-,-,SJT507504-ND,SJT507504,Amphenol PCD,"MODULE MOUNTING TRACK, 7 POSITIO",0,0,"20.20200","0","25","SJT","Active","Rail","-","7","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773867-9_deutsch-ctj&DocType=DS&DocLang=English,-,CTJ-3A-02-4032-ND,CTJ-3A-02-4032,TE Connectivity Deutsch Connectors,RAIL ASSY,0,0,"20.24108","0","65","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773867-9_deutsch-ctj&DocType=DS&DocLang=English,-,CTJ-3A-02-4032[V001]-ND,CTJ-3A-02-4032 [V001],TE Connectivity Deutsch Connectors,RAIL ASSY,0,0,"20.24108","0","65","*","Active","-","-","-","-"
http://www.amphenolpcd.com/sites/default/files/product-docs/modules/SJTC02000_C.pdf,-,SJTC19000-ND,SJTC19000,Amphenol PCD,CONN RAIL 9.842"" L X 0.892"" W,0,0,"20.29320","0","25","SJT","Active","Rail","-","19","9.842"" L x 0.892"" W (249.99mm x 22.66mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773867-9_deutsch-ctj&DocType=DS&DocLang=English,-,CTJ-3D-03-ND,CTJ-3D-03,TE Connectivity Deutsch Connectors,RAIL ASSY,0,0,"20.42297","0","64","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773867-9_deutsch-ctj&DocType=DS&DocLang=English,-,CTJ-3D-03[V003]-ND,CTJ-3D-03 [V003],TE Connectivity Deutsch Connectors,RAIL ASSY,0,0,"20.42297","0","64","*","Active","-","-","-","-"
http://www.amphenolpcd.com/sites/default/files/downloads/GroundBlocks_9_1%282%29.pdf,-,BDX016016-2-ND,BDX016016-2,Amphenol PCD,CONN GRND BLOCK SZ16,0,0,"20.48800","0","100","-","Active","Ground Block","16","-","-"
http://www.amphenolpcd.com/sites/default/files/downloads/GroundBlocks_9_1%282%29.pdf,-,BDX016020-2-ND,BDX016020-2,Amphenol PCD,CONN GRND BLOCK SZ20,0,0,"20.48800","0","100","-","Active","Ground Block","20","-","-"
-,-,16P-090[V003]-ND,16P-090 [V003],TE Connectivity Deutsch Connectors,MODULE ASSY,0,0,"20.50500","0","74","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTL-xx&DocType=Customer+Drawing&DocLang=English,-,CTL-20-6148[V003]-ND,CTL-20-6148 [V003],TE Connectivity Deutsch Connectors,IN LINE JCT,0,0,"20.58699","0","83","*","Active","-","-","-","-"
-,-,SJG322171-ND,SJG322171,Amphenol PCD,SOCKET GROUND MODULE,0,0,"20.59200","0","25","SJG","Active","-","-","-","-"
http://www.amphenolpcd.com/sites/default/files/product-docs/modules/SJG016200_C.pdf,-,SJG016200-ND,SJG016200,Amphenol PCD,CONN GRND BLOCK SZ16 0.740"" L,0,0,"20.61800","0","25","SJG","Active","Ground Block","16","6","0.740"" L x 1.472"" W x 0.995"" H (18.80mm x 37.39mm x 25.27mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773867-9_deutsch-ctj&DocType=DS&DocLang=English,-,CTG-20-08-513-ND,CTG-20-08-513,TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"20.80000","0","63","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773867-9_deutsch-ctj&DocType=DS&DocLang=English,-,CTG-20-08-513[V003]-ND,CTG-20-08-513 [V003],TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"20.80000","0","63","*","Active","-","-","-","-"
http://www.amphenolpcd.com/sites/default/files/product-docs/modules/SJS316701_C.pdf,-,SJS316701-ND,SJS316701,Amphenol PCD,CONN WIRE SPLICE SZ16 1.428"" L,0,0,"20.85200","0","25","SJS","Active","Wire Splice","16","-","1.428"" L (36.88mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773867-9_deutsch-ctj&DocType=DS&DocLang=English,-,CTJ-3A-03-ND,CTJ-3A-03,TE Connectivity Deutsch Connectors,RAIL ASSY,0,0,"21.03403","0","62","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773867-9_deutsch-ctj&DocType=DS&DocLang=English,-,CTJ-3A-03[V003]-ND,CTJ-3A-03 [V003],TE Connectivity Deutsch Connectors,RAIL ASSY,0,0,"21.24194","0","62","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773867-9_deutsch-ctj&DocType=DS&DocLang=English,-,CTJ-3B-03-ND,CTJ-3B-03,TE Connectivity Deutsch Connectors,RAIL ASSY,0,0,"21.24194","0","62","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773867-9_deutsch-ctj&DocType=DS&DocLang=English,-,CTJ-3B-03[V003]-ND,CTJ-3B-03 [V003],TE Connectivity Deutsch Connectors,RAIL ASSY,0,0,"21.24194","0","62","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773867-9_deutsch-ctj&DocType=DS&DocLang=English,-,CTG-20-08-513[V001]-ND,CTG-20-08-513 [V001],TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"21.42393","0","61","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773867-9_deutsch-ctj&DocType=DS&DocLang=English,-,CTJ-3A-03-4032-ND,CTJ-3A-03-4032,TE Connectivity Deutsch Connectors,RAIL ASSY,0,0,"21.45000","0","61","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773867-9_deutsch-ctj&DocType=DS&DocLang=English,-,CTJ-3A-03-4032[V001]-ND,CTJ-3A-03-4032 [V001],TE Connectivity Deutsch Connectors,RAIL ASSY,0,0,"21.45000","0","61","*","Active","-","-","-","-"
http://www.amphenolpcd.com/sites/default/files/product-docs/modules/SJT502404_C.pdf,-,SJT508404-ND,SJT508404,Amphenol PCD,CONN RAIL 4.144"" L X 0.885"" W,0,0,"21.51520","0","25","SJT","Active","Rail","-","8","4.144"" L x 0.885"" W x 0.915"" H (105.26mm x 22.48mm x 23.24mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=DCR-1x-xx&DocType=Customer+Drawing&DocLang=English,-,DCR-1A-06-ND,DCR-1A-06,TE Connectivity Deutsch Connectors,COMPOSIT RAIL,0,0,"21.55500","0","72","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=DCR-1x-xx&DocType=Customer+Drawing&DocLang=English,-,DCR-1A-06[V003]-ND,DCR-1A-06 [V003],TE Connectivity Deutsch Connectors,COMPOSIT RAIL,0,0,"21.55500","0","72","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773867-9_deutsch-ctj&DocType=DS&DocLang=English,-,CTJ-3D04-ND,CTJ-3D04,TE Connectivity Deutsch Connectors,RAIL ASSY,0,0,"21.58000","0","61","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773867-9_deutsch-ctj&DocType=DS&DocLang=English,-,CTJ-3D-04[V003]-ND,CTJ-3D-04 [V003],TE Connectivity Deutsch Connectors,RAIL ASSY,0,0,"21.78800","0","50","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTM-xx&DocType=Customer+Drawing&DocLang=English,-,CTM-22[V003]-ND,CTM-22 [V003],TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"21.81400","0","100","*","Active","-","-","-","-"
-,-,SJG320171-ND,SJG320171,Amphenol PCD,SOCKET GROUND MODULE,0,0,"22.10000","0","25","SJG","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTJ1xxExxx&DocType=Customer+Drawing&DocLang=English,-,CTJ120E06E-513[V001]-ND,CTJ120E06E-513 [V001],TE Connectivity Deutsch Connectors,ELEC MODULE,0,0,"22.10000","0","50","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTJ1xxExxx&DocType=Customer+Drawing&DocLang=English,-,CTJ116E02B-513-ND,CTJ116E02B-513,TE Connectivity Deutsch Connectors,MODULE ASSY,0,0,"22.11000","0","68","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTJ1xxExxx&DocType=Customer+Drawing&DocLang=English,-,CTJ116E02B-513[V001]-ND,CTJ116E02B-513 [V001],TE Connectivity Deutsch Connectors,MODULE ASSY,0,0,"22.11000","0","68","*","Active","-","-","-","-"
http://www.amphenol.co.jp/military/catalog/T81714series1/0-T81714-I.pdf,-,APM81714/11-20D-ND,M81714/11-20D,Amphenol PCD,CONN WIRE SPLICE SZ20 0.250"" DIA,0,0,"22.32000","0","1","Military, MIL-T-81714","Active","Wire Splice","20","2","0.250"" Dia x 1.552"" L (6.35mm x 39.42mm)"
http://www.amphenolpcd.com/sites/default/files/product-docs/modules/SJT502101_C.pdf,-,SJT509101-ND,SJT509101,Amphenol PCD,CONN RAIL 4.662"" L X 0.885"" W,0,0,"22.34720","0","25","SJT","Active","Rail","-","9","4.662"" L x 0.885"" W x 0.900"" H (118.41mm x 22.48mm x 22.86mm)"
http://www.amphenolpcd.com/sites/default/files/product-docs/modules/SJT502301_C.pdf,-,SJT509301-ND,SJT509301,Amphenol PCD,CONN RAIL 4.662"" L X 0.885"" W,0,0,"22.34720","0","25","SJT","Active","Rail","-","9","4.662"" L x 0.885"" W x 0.900"" H (118.41mm x 22.48mm x 22.86mm)"
-,-,SJT509401-ND,SJT509401,Amphenol PCD,"MODULE MOUNTING TRACK, 9 POSITIO",0,0,"22.34720","0","25","SJT","Active","Rail","-","9","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTL-xx&DocType=Customer+Drawing&DocLang=English,-,CTL-20[V003]-ND,CTL-20 [V003],TE Connectivity Deutsch Connectors,IN LINE JCT,0,0,"22.45720","0","25","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTM-xx&DocType=Customer+Drawing&DocLang=English,-,CTM-22-ND,CTM-22,TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"22.46400","0","100","*","Active","-","-","-","-"
-,-,SJS422700-ND,SJS422700,Amphenol PCD,"SJS SINGLE SPLICE, SIZE 22",0,0,"22.47720","0","25","SJS","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTL-xx&DocType=Customer+Drawing&DocLang=English,-,CTL-16-6148[V003]-ND,CTL-16-6148 [V003],TE Connectivity Deutsch Connectors,IN LINE JCT,0,0,"22.55895","0","76","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTJ1xxExxx&DocType=Customer+Drawing&DocLang=English,-,CTJ116E01D-513-ND,CTJ116E01D-513,TE Connectivity Deutsch Connectors,MODULE ASSY,0,0,"22.56000","0","67","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTM-xx&DocType=Customer+Drawing&DocLang=English,-,CTM-20-6152-ND,CTM-20-6152,TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"22.59400","0","100","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTM-xx&DocType=Customer+Drawing&DocLang=English,-,CTM-20-6152[V003]-ND,CTM-20-6152 [V003],TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"22.59400","0","100","*","Active","-","-","-","-"
-,-,163P-090[V003]-ND,163P-090 [V003],TE Connectivity Deutsch Connectors,MODULE ASSY,0,0,"22.78507","0","75","*","Active","-","-","-","-"
-,-,163S-090[V003]-ND,163S-090 [V003],TE Connectivity Deutsch Connectors,MODULE ASSY,0,0,"22.78507","0","75","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTM-xx&DocType=Customer+Drawing&DocLang=English,-,CTM-20[V003]-ND,CTM-20 [V003],TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"22.90600","0","100","*","Active","-","-","-","-"
http://www.amphenolpcd.com/sites/default/files/product-docs/modules/SJT502101_C.pdf,-,SJT509104-ND,SJT509104,Amphenol PCD,CONN RAIL 4.662"" L X 0.885"" W,0,0,"22.93200","0","25","SJT","Active","Rail","-","9","4.662"" L x 0.885"" W x 0.900"" H (118.41mm x 22.48mm x 22.86mm)"
http://www.amphenol.co.jp/military/catalog/T81714series2/0-T81714-II.pdf,-,SJT509404-ND,SJT509404,Amphenol PCD,CONN RAIL 4.662"" L X 0.885"" W,0,0,"22.93200","0","25","SJT","Active","Rail","-","9","4.662"" L x 0.885"" W x 0.915"" H (118.41mm x 22.48mm x 23.24mm)"
-,-,SJG316171-ND,SJG316171,Amphenol PCD,SOCKET GROUND MODULE,0,0,"23.16600","0","25","SJG","Active","-","-","-","-"
http://www.amphenolpcd.com/sites/default/files/product-docs/modules/TJS316602_C.pdf,-,TJS316702-ND,TJS316702,Amphenol PCD,CONN WIRE SPLICE SZ16 1.922"" L,0,0,"23.19200","0","25","TJS","Active","Wire Splice","16","4","1.922"" L (48.82mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTM-xx&DocType=Customer+Drawing&DocLang=English,-,CTM-22-513-ND,CTM-22-513,TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"23.25700","0","100","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTM-xx&DocType=Customer+Drawing&DocLang=English,-,CTM-22-513[V001]-ND,CTM-22-513 [V001],TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"23.25700","0","100","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTM-xx&DocType=Customer+Drawing&DocLang=English,-,CTM-22-513[V003]-ND,CTM-22-513 [V003],TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"23.25700","0","100","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTM-xx&DocType=Customer+Drawing&DocLang=English,-,CTM-20-090-ND,CTM-20-090,TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"23.47800","0","100","*","Active","-","-","-","-"
http://www.amphenolpcd.com/sites/default/files/product-docs/relay-sockets/RST145005_C.pdf,-,RST145005-ND,RST145005,Amphenol PCD,TRACK,0,0,"23.59800","0","25","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=DCR-1x-xx&DocType=Customer+Drawing&DocLang=English,-,DCR-1A-08-ND,DCR-1A-08,TE Connectivity Deutsch Connectors,COMPOSIT RAIL,0,0,"23.70000","0","66","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTL-xx&DocType=Customer+Drawing&DocLang=English,-,CTL-16[V003]-ND,CTL-16 [V003],TE Connectivity Deutsch Connectors,IN LINE JCT,0,0,"23.88520","0","25","*","Active","-","-","-","-"
http://www.amphenolpcd.com/sites/default/files/product-docs/modules/TJM120601_C.pdf,-,TJM120701-ND,TJM120701,Amphenol PCD,CONN FEEDBACK MOD SZ20 0.850"" L,0,0,"23.95920","0","25","TJM","Active","Feedback Module Block","20","10","0.850"" L x 0.390"" W x 0.847"" H (21.59mm x 9.91mm x 21.51mm)"
http://www.amphenolpcd.com/sites/default/files/product-docs/modules/TJM120603_C.pdf,-,TJM120703-ND,TJM120703,Amphenol PCD,CONN FEEDBACK MOD SZ20 0.850"" L,0,0,"23.95920","0","25","TJM","Active","Feedback Module Block","20","10","0.850"" L x 0.390"" W x 0.847"" H (21.59mm x 9.91mm x 21.51mm)"
http://www.amphenolpcd.com/sites/default/files/product-docs/modules/TJM120604_C.pdf,-,TJM120704-ND,TJM120704,Amphenol PCD,CONN FEEDBACK MOD SZ20 0.850"" L,0,0,"23.95920","0","25","TJM","Active","Feedback Module Block","20","10","0.850"" L x 0.390"" W x 0.847"" H (21.59mm x 9.91mm x 21.51mm)"
-,-,12S-090[V003]-ND,12S-090 [V003],TE Connectivity Deutsch Connectors,MODULE ASSY,0,0,"24.06000","0","70","*","Active","-","-","-","-"
http://www.amphenolpcd.com/sites/default/files/product-docs/modules/TJS316601_C.pdf,-,TJS316701-ND,TJS316701,Amphenol PCD,CONN WIRE SPLICE SZ16 1.922"" L,0,0,"24.19320","0","25","TJS","Active","Wire Splice","16","4","1.922"" L (48.82mm)"
http://www.amphenolpcd.com/sites/default/files/product-docs/modules/SJT502101_C.pdf,-,SJT510104-ND,SJT510104,Amphenol PCD,CONN RAIL 5.180"" L X 0.885"" W,0,0,"24.21920","0","25","SJT","Active","Rail","-","10","5.180"" L x 0.885"" W x 0.900"" H (131.57mm x 22.48mm x 22.86mm)"
http://www.amphenol.co.jp/military/catalog/T81714series2/0-T81714-II.pdf,-,SJT510404-ND,SJT510404,Amphenol PCD,CONN RAIL 5.180"" L X 0.885"" W,0,0,"24.21920","0","25","SJT","Active","Rail","-","10","5.180"" L x 0.885"" W x 0.915"" H (131.57mm x 22.48mm x 23.24mm)"
-,-,SJT510504-ND,SJT510504,Amphenol PCD,"MODULE MOUNTING TRACK, 10 POSITI",0,0,"24.21920","0","25","SJT","Active","Rail","-","10","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTM-xx&DocType=Customer+Drawing&DocLang=English,-,CTM-20-6148-ND,CTM-20-6148,TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"24.29700","0","100","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTM-xx&DocType=Customer+Drawing&DocLang=English,-,CTM-20-6148[V003]-ND,CTM-20-6148 [V003],TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"24.29700","0","100","*","Active","-","-","-","-"
http://www.amphenolpcd.com/sites/default/files/product-docs/modules/TJM122612_C.pdf,-,TJM122712-ND,TJM122712,Amphenol PCD,CONN FEEDBACK MOD SZ22 0.850"" L,0,0,"24.31000","0","25","TJM","Active","Feedback Module Block","22","10","0.850"" L x 0.390"" W x 0.847"" H (21.59mm x 9.91mm x 21.51mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=DCR-1x-xx&DocType=Customer+Drawing&DocLang=English,-,DCR-1A-08[V003]-ND,DCR-1A-08 [V003],TE Connectivity Deutsch Connectors,COMPOSIT RAIL,0,0,"24.40500","0","64","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTM-xx&DocType=Customer+Drawing&DocLang=English,-,CTM-20-513-ND,CTM-20-513,TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"24.41400","0","100","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTM-xx&DocType=Customer+Drawing&DocLang=English,-,CTM-20-513[V001]-ND,CTM-20-513 [V001],TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"24.41400","0","100","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTM-xx&DocType=Customer+Drawing&DocLang=English,-,CTM-20-513[V003]-ND,CTM-20-513 [V003],TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"24.41400","0","100","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTM-xx&DocType=Customer+Drawing&DocLang=English,-,CTM-20-513[V0A1]-ND,CTM-20-513 [V0A1],TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"24.41400","0","100","*","Active","-","-","-","-"
http://www.amphenolpcd.com/sites/default/files/product-docs/modules/TJM122610_C.pdf,-,TJM122710-ND,TJM122710,Amphenol PCD,CONN FEEDBACK MOD SZ22 0.850"" L,0,0,"24.50520","0","25","TJM","Active","Feedback Module Block","22","10","0.850"" L x 0.390"" W x 0.847"" H (21.59mm x 9.91mm x 21.51mm)"
http://www.amphenolpcd.com/sites/default/files/product-docs/modules/TJM122606_C.pdf,-,TJM122706-ND,TJM122706,Amphenol PCD,CONN FEEDBACK MOD SZ22 0.850"" L,0,0,"24.63520","0","25","TJM","Active","Feedback Module Block","22","10","0.850"" L x 0.390"" W x 0.847"" H (21.59mm x 9.91mm x 21.51mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773867-9_deutsch-ctj&DocType=DS&DocLang=English,-,CTJ-2A-01-ND,CTJ-2A-01,TE Connectivity Deutsch Connectors,BRACKET,0,0,"24.68700","0","50","*","Active","-","-","-","-"
-,-,20S-090[V003]-ND,20S-090 [V003],TE Connectivity Deutsch Connectors,MODULE ASSY,0,0,"24.70400","0","25","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTM-xx&DocType=Customer+Drawing&DocLang=English,-,CTM-16-6152-ND,CTM-16-6152,TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"24.75200","0","100","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTM-xx&DocType=Customer+Drawing&DocLang=English,-,CTM-16-6152[V003]-ND,CTM-16-6152 [V003],TE Connectivity Deutsch Connectors,JUNCTION ASSY,0,0,"24.75200","0","100","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CTJ1xxExxx&DocType=Customer+Drawing&DocLang=English,-,CTJ120E03D-513[V001]-ND,CTJ120E03D-513 [V001],TE Connectivity Deutsch Connectors,MODULE ASSY,0,0,"24.78000","0","61","*","Active","-","-","-","-"
http://www.amphenolpcd.com/sites/default/files/product-docs/modules/TJM122605_C.pdf,-,TJM122705-ND,TJM122705,Amphenol PCD,CONN FEEDBACK MOD SZ22 0.850"" L,0,0,"24.83000","0","25","TJM","Active","Feedback Module Block","22","10","0.850"" L x 0.390"" W x 0.847"" H (21.59mm x 9.91mm x 21.51mm)"
http://www.amphenolpcd.com/sites/default/files/product-docs/modules/TJM122603_C.pdf,-,TJM122703-ND,TJM122703,Amphenol PCD,CONN FEEDBACK MOD SZ22 0.850"" L,0,0,"24.84320","0","25","TJM","Active","Feedback Module Block","22","10","0.850"" L x 0.390"" W x 0.847"" H (21.59mm x 9.91mm x 21.51mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773867-9_deutsch-ctj&DocType=DS&DocLang=English,-,CTJ-3C-04-ND,CTJ-3C-04,TE Connectivity Deutsch Connectors,RAIL ASSY,0,0,"24.90000","0","61","*","Active","-","-","-","-"
