Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Size","Cable Diameter","Legend","Color","Material"
http://www.panduit.com/heiler/PartDrawings/C-IDPMDR-0-9-C10670-r3--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PMDR-A.jpg,298-15409-ND,PMDR-A,Panduit Corp,PRE-PRINTED MARKER TAPE REFILLS,130,0,"3.83000","0","1","Roll","PAN-CODE™","Active","Wire Marker, Tape","-","Cut to Desired Diameter","A","White","Polyester"
http://www.panduit.com/heiler/PartDrawings/C-IDPMDR-0-9-C10670-r3--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PMDR-0.jpg,298-1284-ND,PMDR-0,Panduit Corp,TAPE WIRE MRKR LEGEND-0 (8'ROLL),111,0,"3.83000","0","1","Roll","PAN-CODE™","Active","Wire Marker, Tape","-","Cut to Desired Diameter","0","White","Polyester"
http://www.panduit.com/heiler/PartDrawings/C-IDPMDR-0-9-C10670-r3--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PMDR-2.jpg,298-1286-ND,PMDR-2,Panduit Corp,TAPE WIRE MRKR LEGEND-2 (8'ROLL),101,0,"3.83000","0","1","Roll","PAN-CODE™","Active","Wire Marker, Tape","-","Cut to Desired Diameter","2","White","Polyester"
http://multimedia.3m.com/mws/media/41246O/3m-scotchcode-std-tape-dispenser-sdr-wire-marking-tape.PDF,//media.digikey.com/Photos/3M%20Photos/MFG_SDR-L2.jpg,3M157602-ND,SDR-L2,3M,SCOTCH CODE REFILL L2,219,0,"4.93000","0","1","576 per Roll","ScotchCode™ SDR","Active","Wire Marker, Tape","0.22"" W x 96.00"" L (5.5mm x 2.4m)","Cut to Desired Diameter","L2","White","Polyester"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC1127-000.JPG,A105386TR-ND,EC1127-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 2 LEGEND WH,1000,0,"0.02917","0","1000","1000 per Reel","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.150"" ~ 0.248"" (3.80mm ~ 6.30mm)","2","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC1127-000.JPG,A105386CT-ND,EC1127-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 2 LEGEND WH,1580,0,"0.10000","0","1","Cut Tape (CT)","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.150"" ~ 0.248"" (3.80mm ~ 6.30mm)","2","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC1130-000.JPG,A105388TR-ND,EC1130-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 5 LEGEND WH,1000,0,"0.02875","0","1000","1000 per Reel","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.150"" ~ 0.248"" (3.80mm ~ 6.30mm)","5","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC1130-000.JPG,A105388CT-ND,EC1130-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 5 LEGEND WH,1502,0,"0.10000","0","1","Cut Tape (CT)","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.150"" ~ 0.248"" (3.80mm ~ 6.30mm)","5","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC1128-000.JPG,A105387TR-ND,EC1128-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 3 LEGEND WH,1000,0,"0.02917","0","1000","1000 per Reel","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.150"" ~ 0.248"" (3.80mm ~ 6.30mm)","3","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC1128-000.JPG,A105387CT-ND,EC1128-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 3 LEGEND WH,1494,0,"0.10000","0","1","Cut Tape (CT)","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.150"" ~ 0.248"" (3.80mm ~ 6.30mm)","3","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-113&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/F82125-000.jpg,A109394-ND,CM-SCE-TP-1/4-4H-4,TE Connectivity Raychem Cable Protection,CBL MARKR TIE ON 1/4"" YL 4HOLES,3542,0,"0.84000","0","1","250 per Pkg","CM-SCE","Active","Wire Marker, Cable Tie","0.41"" W x 2.02"" L (10.4mm x 51.4mm)","0.200"" ~ 0.492"" (5.08mm ~ 12.50mm)","Blank","Yellow","Polyolefin (PO), Irradiated"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-113&DocType=DS&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/A83925-000.JPG,A116992-ND,CM-SCE-TP-1/2-6H-9,TE Connectivity Raychem Cable Protection,CBL MARKR TIE ON THERM 1/2"" WH,2000,0,"1.21000","0","1","250 per Pkg","CM-SCE-TP","Active","Wire Marker, Cable Tie","0.80"" W x 2.03"" L (20.3mm x 51.5mm)","0.492"" (12.50mm) and Over","Blank","White","Polyolefin (PO), Irradiated"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-236&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/CM-NMX-2.5K-1%5E2-4H-4.jpg,A109517-ND,CM-NMX-2.5K-1/2-4H-4,TE Connectivity Raychem Cable Protection,CBL MARKR LGT WT TIE ON 1/2 YL,1673,0,"1.36000","0","1","2500 per Pkg","CM-NMX","Active","Wire Marker, Cable Tie","-","0.492"" (12.50mm) and Over","Blank","Yellow","Meta-Aramid"
http://www.panduit.com/heiler/PartDrawings/C-WAMP150-GB0239GM--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_MP250-C.jpg,298-14966-ND,MP250-C,Panduit Corp,MARKER PLATE,525,0,"1.07000","0","1","100 per Pkg","MP","Active","Wire Marker, Cable Tie","0.75"" W x 2.50"" L (19.1mm x 63.5mm)","-","Blank","White","Nylon"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-113&DocType=DS&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/E17344-000.JPG,A117004-ND,CM-SCE-TP-1/2-4H-9,TE Connectivity Raychem Cable Protection,CBL MARKR TIE ON THERM 1/2"" WH,124,0,"1.21000","0","1","250 per Pkg","CM-SCE-TP","Active","Wire Marker, Cable Tie","0.80"" W x 2.03"" L (20.3mm x 51.5mm)","0.492"" (12.50mm) and Over","Blank","White","Polyolefin (PO), Irradiated"
http://www1.panduit.com/heiler/PartDrawings/C-IDPCM-1-33--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PCM-1-33.JPG,298-10425-ND,PCM-1-33,Panduit Corp,CARD MRKR WIRE NUMBER 1-33,70,0,"2.72000","0","1","33 per Card (Full Length); 25 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Cards","0.27"" W x 1.50"" L (6.9mm x 38.1mm)","0.189"" ~ 0.382"" (4.80mm ~ 9.70mm)","1-33","White","Vinyl Cloth"
http://multimedia.3m.com/mws/media/41246O/3m-scotchcode-std-tape-dispenser-sdr-wire-marking-tape.PDF,//media.digikey.com/photos/3M%20Photos/SDR-1.jpg,SDR-1-ND,SDR-1,3M,SCOTCH CODE REFILL # 1,86,0,"4.93000","0","1","576 per Roll","ScotchCode™ SDR","Active","Wire Marker, Tape","0.22"" W x 96.00"" L (5.5mm x 2.4m)","Cut to Desired Diameter","1","White","Polyester"
http://multimedia.3m.com/mws/media/41246O/3m-scotchcode-std-tape-dispenser-sdr-wire-marking-tape.PDF,//media.digikey.com/photos/3M%20Photos/SDR-RD.jpg,SDR-RD-ND,SDR-RD,3M,SCOTCH CODE REFILL RED,90,0,"4.93000","0","1","1 Roll","ScotchCode™ SDR","Active","Wire Marker, Tape","0.22"" W x 96.00"" L (5.5mm x 2.4m)","Cut to Desired Diameter","Blank","Red","Polyester"
http://multimedia.3m.com/mws/media/41246O/3m-scotchcode-std-tape-dispenser-sdr-wire-marking-tape.PDF,//media.digikey.com/photos/3M%20Photos/SDR-8.jpg,SDR-8-ND,SDR-8,3M,SCOTCH CODE REFILL # 8,81,0,"4.93000","0","1","576 per Roll","ScotchCode™ SDR","Active","Wire Marker, Tape","0.22"" W x 96.00"" L (5.5mm x 2.4m)","Cut to Desired Diameter","8","White","Polyester"
http://multimedia.3m.com/mws/media/41246O/3m-scotchcode-std-tape-dispenser-sdr-wire-marking-tape.PDF,//media.digikey.com/photos/3M%20Photos/SDR-6.jpg,SDR-6-ND,SDR-6,3M,SCOTCH CODE REFILL # 6,58,0,"4.93000","0","1","576 per Roll","ScotchCode™ SDR","Active","Wire Marker, Tape","0.22"" W x 96.00"" L (5.5mm x 2.4m)","Cut to Desired Diameter","6","White","Polyester"
http://multimedia.3m.com/mws/media/41246O/3m-scotchcode-std-tape-dispenser-sdr-wire-marking-tape.PDF,//media.digikey.com/photos/3M%20Photos/SDR-BL.jpg,SDR-BL-ND,SDR-BL,3M,SCOTCH CODE REFILL BLUE,34,0,"4.93000","0","1","1 Roll","ScotchCode™ SDR","Active","Wire Marker, Tape","0.22"" W x 96.00"" L (5.5mm x 2.4m)","Cut to Desired Diameter","Blank","Blue","Polyester"
http://multimedia.3m.com/mws/media/41246O/3m-scotchcode-std-tape-dispenser-sdr-wire-marking-tape.PDF,//media.digikey.com/photos/3M%20Photos/SDR-4.jpg,SDR-4-ND,SDR-4,3M,SCOTCH CODE REFILL # 4,31,0,"4.93000","0","1","576 per Roll","ScotchCode™ SDR","Active","Wire Marker, Tape","0.22"" W x 96.00"" L (5.5mm x 2.4m)","Cut to Desired Diameter","4","White","Polyester"
http://multimedia.3m.com/mws/media/41246O/3m-scotchcode-std-tape-dispenser-sdr-wire-marking-tape.PDF,//media.digikey.com/photos/3M%20Photos/SDR-7.jpg,SDR-7-ND,SDR-7,3M,SCOTCH CODE REFILL # 7,28,0,"4.93000","0","1","576 per Roll","ScotchCode™ SDR","Active","Wire Marker, Tape","0.22"" W x 96.00"" L (5.5mm x 2.4m)","Cut to Desired Diameter","7","White","Polyester"
http://multimedia.3m.com/mws/media/41246O/3m-scotchcode-std-tape-dispenser-sdr-wire-marking-tape.PDF,//media.digikey.com/photos/3M%20Photos/SDR-0.jpg,SDR-0-ND,SDR-0,3M,SCOTCH CODE REFILL 0,24,0,"4.93000","0","1","576 per Roll","ScotchCode™ SDR","Active","Wire Marker, Tape","0.22"" W x 96.00"" L (5.5mm x 2.4m)","Cut to Desired Diameter","0","White","Polyester"
http://multimedia.3m.com/mws/media/41246O/3m-scotchcode-std-tape-dispenser-sdr-wire-marking-tape.PDF,//media.digikey.com/photos/3M%20Photos/SDR-9.jpg,SDR-9-ND,SDR-9,3M,SCOTCH CODE REFILL # 9,26,0,"4.93000","0","1","576 per Roll","ScotchCode™ SDR","Active","Wire Marker, Tape","0.22"" W x 96.00"" L (5.5mm x 2.4m)","Cut to Desired Diameter","9","White","Polyester"
http://multimedia.3m.com/mws/media/41246O/3m-scotchcode-std-tape-dispenser-sdr-wire-marking-tape.PDF,//media.digikey.com/photos/3M%20Photos/STD-0-9.jpg,STD-0-9-ND,STD-0-9,3M,DISPENSER WITH 0-9 MARKER TAPE,42,0,"51.73000","0","1","10 Rolls","ScotchCode™ STD","Active","Wire Marker, Tape with Dispenser","0.22"" W x 96.00"" L (5.5mm x 2.4m)","Cut to Desired Diameter","0-9","White","Polyester"
http://multimedia.3m.com/mws/media/41246O/3m-scotchcode-std-tape-dispenser-sdr-wire-marking-tape.PDF,//media.digikey.com/photos/3M%20Photos/STD-C.jpg,STD-C-ND,STD-C,3M,DISPENSER W/COLORED MARKING TAPE,23,0,"51.73000","0","1","10 Rolls","ScotchCode™ STD","Active","Wire Marker, Tape with Dispenser","0.22"" W x 96.00"" L (5.5mm x 2.4m)","Cut to Desired Diameter","Blank","Multiple","Polyester"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0389-000.JPG,A105341-ND,EC0389-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 9 LEGEND WH,8008,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.098"" ~ 0.157"" (2.50mm ~ 4.00mm)","9","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0388-000.JPG,A105340-ND,EC0388-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 8 LEGEND WH,7784,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.098"" ~ 0.157"" (2.50mm ~ 4.00mm)","8","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0385-000.JPG,A105337-ND,EC0385-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 5 LEGEND WH,7713,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.098"" ~ 0.157"" (2.50mm ~ 4.00mm)","5","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0380-000.JPG,A105332-ND,EC0380-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 0 LEGEND WH,7646,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.098"" ~ 0.157"" (2.50mm ~ 4.00mm)","0","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0383-000.JPG,A105335-ND,EC0383-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 3 LEGEND WH,7363,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.098"" ~ 0.157"" (2.50mm ~ 4.00mm)","3","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0381-000.JPG,A105333-ND,EC0381-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 1 LEGEND WH,7313,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.098"" ~ 0.157"" (2.50mm ~ 4.00mm)","1","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0387-000.JPG,A105339-ND,EC0387-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 7 LEGEND WH,7303,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.098"" ~ 0.157"" (2.50mm ~ 4.00mm)","7","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0384-000.JPG,A105336-ND,EC0384-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 4 LEGEND WH,7105,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.098"" ~ 0.157"" (2.50mm ~ 4.00mm)","4","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-026&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EC0386-000.JPG,A105338-ND,EC0386-000,TE Connectivity Raychem Cable Protection,MARKER ZTYPE STRT 6 LEGEND WH,7003,0,"0.10000","0","1","1000 per Box","Z","Active","Wire Marker, Push On","0.18"" L (4.5mm)","0.098"" ~ 0.157"" (2.50mm ~ 4.00mm)","6","White","Poly-Vinyl Chloride (PVC)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-094&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/STD03Y-2.jpg,STD03Y-2-ND,STD03Y-2,TE Connectivity Raychem Cable Protection,MARKER CHEVRON 2 LEGEND YL,304,0,"0.14000","0","1","30 per Wand; 10 Wands per Pkg","STD","Active","Wire Marker, Clip-On","-","0.075"" ~ 0.104"" (1.90mm ~ 2.65mm)","2","Yellow","Polyoxymethylene (POM), Halogen Free"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800462_0001.pdf,//media.digikey.com/Photos/Phoenix%20Photos/08004620001.JPG,277-10767-ND,0800462:0001,Phoenix Contact,CONDUCT MARK COLLAR PRINT HORIZ,960,0,"0.17000","0","1","100 per Pkg","PMH","Active","Wire Marker, Slip-On","-","0.075"" ~ 0.150"" (1.90mm ~ 3.80mm)","1","Yellow","Ethylene Vinyl Acetate Copolymer (EVA)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800462_0004.pdf,//media.digikey.com/Photos/Phoenix%20Photos/08004620004.JPG,277-10770-ND,0800462:0004,Phoenix Contact,CONDUCT MARK COLLAR PRINT HORIZ,740,0,"0.17000","0","1","100 per Pkg","PMH","Active","Wire Marker, Slip-On","-","0.075"" ~ 0.150"" (1.90mm ~ 3.80mm)","4","Yellow","Ethylene Vinyl Acetate Copolymer (EVA)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800462_0003.pdf,//media.digikey.com/Photos/Phoenix%20Photos/08004620003.JPG,277-10769-ND,0800462:0003,Phoenix Contact,CONDUCT MARK COLLAR PRINT HORIZ,694,0,"0.17000","0","1","100 per Pkg","PMH","Active","Wire Marker, Slip-On","-","0.075"" ~ 0.150"" (1.90mm ~ 3.80mm)","3","Yellow","Ethylene Vinyl Acetate Copolymer (EVA)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800420_0009.pdf,//media.digikey.com/Photos/Phoenix%20Photos/08004200009.JPG,277-10763-ND,0800420:0009,Phoenix Contact,CONDUCT MARK COLLAR PRINT HORIZ,673,0,"0.17000","0","1","100 per Pkg","PMH","Active","Wire Marker, Slip-On","-","0.055"" ~ 0.098"" (1.40mm ~ 2.50mm)","9","Yellow","Ethylene Vinyl Acetate Copolymer (EVA)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800462_0008.pdf,//media.digikey.com/Photos/Phoenix%20Photos/08004620008.JPG,277-10774-ND,0800462:0008,Phoenix Contact,CONDUCT MARK COLLAR PRINT HORIZ,578,0,"0.17000","0","1","100 per Pkg","PMH","Active","Wire Marker, Slip-On","-","0.075"" ~ 0.150"" (1.90mm ~ 3.80mm)","8","Yellow","Ethylene Vinyl Acetate Copolymer (EVA)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800462_0005.pdf,//media.digikey.com/Photos/Phoenix%20Photos/08004620005.JPG,277-10771-ND,0800462:0005,Phoenix Contact,CONDUCT MARK COLLAR PRINT HORIZ,525,0,"0.17000","0","1","100 per Pkg","PMH","Active","Wire Marker, Slip-On","-","0.075"" ~ 0.150"" (1.90mm ~ 3.80mm)","5","Yellow","Ethylene Vinyl Acetate Copolymer (EVA)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800462_0007.pdf,//media.digikey.com/Photos/Phoenix%20Photos/08004620007.JPG,277-10773-ND,0800462:0007,Phoenix Contact,CONDUCT MARK COLLAR PRINT HORIZ,509,0,"0.17000","0","1","100 per Pkg","PMH","Active","Wire Marker, Slip-On","-","0.075"" ~ 0.150"" (1.90mm ~ 3.80mm)","7","Yellow","Ethylene Vinyl Acetate Copolymer (EVA)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800462_0000.pdf,//media.digikey.com/Photos/Phoenix%20Photos/08004620000.JPG,277-10766-ND,0800462:0000,Phoenix Contact,CONDUCT MARK COLLAR PRINT HORIZ,493,0,"0.17000","0","1","100 per Pkg","PMH","Active","Wire Marker, Slip-On","-","0.075"" ~ 0.150"" (1.90mm ~ 3.80mm)","0","Yellow","Ethylene Vinyl Acetate Copolymer (EVA)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800420_0001.pdf,//media.digikey.com/Photos/Phoenix%20Photos/08004200001.JPG,277-10757-ND,0800420:0001,Phoenix Contact,CONDUCT MARK COLLAR PRINT HORIZ,454,0,"0.17000","0","1","100 per Pkg","PMH","Active","Wire Marker, Slip-On","-","0.055"" ~ 0.098"" (1.40mm ~ 2.50mm)","1","Yellow","Ethylene Vinyl Acetate Copolymer (EVA)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800462_0006.pdf,//media.digikey.com/Photos/Phoenix%20Photos/08004620006.JPG,277-10772-ND,0800462:0006,Phoenix Contact,CONDUCT MARK COLLAR PRINT HORIZ,440,0,"0.17000","0","1","100 per Pkg","PMH","Active","Wire Marker, Slip-On","-","0.075"" ~ 0.150"" (1.90mm ~ 3.80mm)","6","Yellow","Ethylene Vinyl Acetate Copolymer (EVA)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800420_0005.pdf,//media.digikey.com/Photos/Phoenix%20Photos/08004200005.JPG,277-10760-ND,0800420:0005,Phoenix Contact,CONDUCT MARK COLLAR PRINT HORIZ,419,0,"0.17000","0","1","100 per Pkg","PMH","Active","Wire Marker, Slip-On","-","0.055"" ~ 0.098"" (1.40mm ~ 2.50mm)","5","Yellow","Ethylene Vinyl Acetate Copolymer (EVA)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800420_0008.pdf,//media.digikey.com/Photos/Phoenix%20Photos/08004200008.JPG,277-10762-ND,0800420:0008,Phoenix Contact,CONDUCT MARK COLLAR PRINT HORIZ,400,0,"0.17000","0","1","100 per Pkg","PMH","Active","Wire Marker, Slip-On","-","0.055"" ~ 0.098"" (1.40mm ~ 2.50mm)","8","Yellow","Ethylene Vinyl Acetate Copolymer (EVA)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800420_0004.pdf,//media.digikey.com/Photos/Phoenix%20Photos/08004200004.JPG,277-10759-ND,0800420:0004,Phoenix Contact,CONDUCT MARK COLLAR PRINT HORIZ,400,0,"0.17000","0","1","100 per Pkg","PMH","Active","Wire Marker, Slip-On","-","0.055"" ~ 0.098"" (1.40mm ~ 2.50mm)","4","Yellow","Ethylene Vinyl Acetate Copolymer (EVA)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800462_0009.pdf,//media.digikey.com/Photos/Phoenix%20Photos/08004620009.JPG,277-10775-ND,0800462:0009,Phoenix Contact,CONDUCT MARK COLLAR PRINT HORIZ,315,0,"0.17000","0","1","100 per Pkg","PMH","Active","Wire Marker, Slip-On","-","0.075"" ~ 0.150"" (1.90mm ~ 3.80mm)","9","Yellow","Ethylene Vinyl Acetate Copolymer (EVA)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800462_0002.pdf,//media.digikey.com/Photos/Phoenix%20Photos/08004620002.JPG,277-10768-ND,0800462:0002,Phoenix Contact,CONDUCT MARK COLLAR PRINT HORIZ,293,0,"0.17000","0","1","100 per Pkg","PMH","Active","Wire Marker, Slip-On","-","0.075"" ~ 0.150"" (1.90mm ~ 3.80mm)","2","Yellow","Ethylene Vinyl Acetate Copolymer (EVA)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800420_0006.pdf,//media.digikey.com/Photos/Phoenix%20Photos/08004200006.JPG,277-10761-ND,0800420:0006,Phoenix Contact,CONDUCT MARK COLLAR PRINT HORIZ,150,0,"0.17000","0","1","100 per Pkg","PMH","Active","Wire Marker, Slip-On","-","0.055"" ~ 0.098"" (1.40mm ~ 2.50mm)","6","Yellow","Ethylene Vinyl Acetate Copolymer (EVA)"
http://www.panduit.com/heiler/PartDrawings/C-IDNWSLC-2Y--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/NWSLC-7Y.JPG,298-10422-ND,NWSLC-7Y,Panduit Corp,SLEEVE WIRE ID 3MM WHITE,939,0,"0.20000","0","1","100 per Pkg","PanTher™, LabelCore™","Active","Wire Marker, Slip-On","0.39"" W x 1.25"" L (9.9mm x 31.8mm)","0.118"" (3.00mm)","Blank","White","Poly-Vinyl Chloride (PVC)"
"//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/PATG,PATO,PAB-KTL.pdf",//media.digikey.com/Photos/Phoenix%20Photos/1013850.jpg,277-12266-ND,1013850,Phoenix Contact,CONDUCT MARKER CARRIER CLOSED,870,0,"0.27000","0","1","500 per Pkg","CLIPLINE PATG","Active","Wire Marker Carrier, Slip-On","0.91"" W x 0.16"" L (23.0mm x 4.0mm)","0.079"" ~ 0.157"" (2.00mm ~ 4.00mm)","Blank","Transparent","Poly-Vinyl Chloride (PVC)"
"//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/PATG,PATO,PAB-KTL.pdf",//media.digikey.com/Photos/Phoenix%20Photos/1013863.JPG,277-5688-ND,1013863,Phoenix Contact,CONDUCT MARKER CARRIER CLOSED,669,7000,"0.38000","0","1","500 per Pkg","CLIPLINE PATG","Active","Wire Marker Carrier, Slip-On","0.91"" W x 0.16"" L (23.0mm x 4.0mm)","0.157"" ~ 0.276"" (4.00mm ~ 7.00mm)","Blank","Transparent","Poly-Vinyl Chloride (PVC)"
