Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Size","Cable Diameter","Legend","Color","Material"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCM-S.jpg,298-15346-ND,PCM-S,Panduit Corp,CARD MARKER WIRE SOLID,250,0,"2.72000","0","1","-","*","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15309-ND,PCM-4,Panduit Corp,CARD MARKER WIRE SOLID NUMBER 4,249,0,"2.72000","0","1","36 per Card (Full Length); 25 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Cards","0.25"" W x 1.50"" L (6.4mm x 38.1mm)","0.189"" ~ 0.382"" (4.80mm ~ 9.70mm)","4","White","Vinyl Cloth"
http://www1.panduit.com/heiler/PartDrawings/C-IDPCM-BLK--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCM-BRN.jpg,298-15330-ND,PCM-BRN,Panduit Corp,CARD MARKER WIRE SOLID,240,0,"2.72000","0","1","-","*","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15314-ND,PCM-5,Panduit Corp,CARD MARKER WIRE SOLID NUMBER 5,234,0,"2.72000","0","1","36 per Card (Full Length); 25 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Cards","0.25"" W x 1.50"" L (6.4mm x 38.1mm)","0.189"" ~ 0.382"" (4.80mm ~ 9.70mm)","5","White","Vinyl Cloth"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PCM-B.JPG,298-15329-ND,PCM-B,Panduit Corp,CARD MARKER WIRE SOLID LETTER B,229,0,"2.72000","0","1","36 per Card (Full Length); 25 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Cards","0.25"" W x 1.50"" L (6.4mm x 38.1mm)","0.189"" ~ 0.382"" (4.80mm ~ 9.70mm)","B","White","Vinyl Cloth"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15316-ND,PCM-6,Panduit Corp,CARD MARKER WIRE SOLID NUMBER 6,225,0,"2.72000","0","1","36 per Card (Full Length); 25 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Cards","0.25"" W x 1.50"" L (6.4mm x 38.1mm)","0.189"" ~ 0.382"" (4.80mm ~ 9.70mm)","6","White","Vinyl Cloth"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15291-ND,PCM-27,Panduit Corp,CARD MARKER WIRE SOLID,200,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCM-F.JPG,298-15336-ND,PCM-F,Panduit Corp,CARD MARKER WIRE SOLID,200,0,"2.72000","0","1","-","*","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PCM-H.jpg,298-15338-ND,PCM-H,Panduit Corp,CARD MARKER WIRE SOLID,200,0,"2.72000","0","1","-","*","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCM-P.jpg,298-15345-ND,PCM-P,Panduit Corp,CARD MARKER WIRE SOLID,200,0,"2.72000","0","1","-","*","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15317-ND,PCM-7,Panduit Corp,CARD MARKER WIRE SOLID NUMBER 7,199,0,"2.72000","0","1","36 per Card (Full Length); 25 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Cards","0.25"" W x 1.50"" L (6.4mm x 38.1mm)","0.189"" ~ 0.382"" (4.80mm ~ 9.70mm)","7","White","Vinyl Cloth"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15318-ND,PCM-8,Panduit Corp,CARD MARKER WIRE SOLID NUMBER 8,199,0,"2.72000","0","1","36 per Card (Full Length); 25 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Cards","0.25"" W x 1.50"" L (6.4mm x 38.1mm)","0.189"" ~ 0.382"" (4.80mm ~ 9.70mm)","8","White","Vinyl Cloth"
http://www.panduit.com/heiler/PartDrawings/PCM-0%20Product%20Page.pdf,-,298-15268-ND,PCM-100-124,Panduit Corp,CARD MARKER WIRE SOLID,198,0,"2.72000","0","1","25 per Card (Full Length); 25 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Cards","0.36"" W x 1.50"" L (9.1mm x 38.1mm)","0.374"" (9.50mm)","100-124","White","Vinyl Cloth"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15269-ND,PCM-10,Panduit Corp,CARD MARKER WIRE SOLID NUMBER 10,194,0,"2.72000","0","1","36 per Card (Full Length); 25 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Cards","0.25"" W x 1.50"" L (6.4mm x 38.1mm)","0.189"" ~ 0.382"" (4.80mm ~ 9.70mm)","10","White","Vinyl Cloth"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15319-ND,PCM-9,Panduit Corp,CARD MARKER WIRE SOLID NUMBER 9,194,0,"2.72000","0","1","36 per Card (Full Length); 25 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Cards","0.25"" W x 1.50"" L (6.4mm x 38.1mm)","0.189"" ~ 0.382"" (4.80mm ~ 9.70mm)","9","White","Vinyl Cloth"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15320-ND,PCM-A,Panduit Corp,CARD MARKER WIRE SOLID LETTER A,188,0,"2.72000","0","1","36 per Card (Full Length); 25 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Cards","0.25"" W x 1.50"" L (6.4mm x 38.1mm)","0.189"" ~ 0.382"" (4.80mm ~ 9.70mm)","A","White","Vinyl Cloth"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCM-D.jpg,298-15334-ND,PCM-D,Panduit Corp,CARD MARKER WIRE SOLID,175,0,"2.72000","0","1","-","*","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15273-ND,PCM-12,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15274-ND,PCM-13,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15277-ND,PCM-15,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15278-ND,PCM-16,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15280-ND,PCM-17,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15281-ND,PCM-18,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PCM-20.jpg,298-15284-ND,PCM-20,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15285-ND,PCM-21,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PCM-23.JPG,298-15287-ND,PCM-23,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15289-ND,PCM-25,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15290-ND,PCM-26,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15292-ND,PCM-28,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15293-ND,PCM-29,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15295-ND,PCM-30,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15296-ND,PCM-31,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15297-ND,PCM-32,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15300-ND,PCM-34,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15301-ND,PCM-35,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PCM-36.JPG,298-15302-ND,PCM-36,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCM-37.jpg,298-15303-ND,PCM-37,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCM-x.jpg,298-15306-ND,PCM-40,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PCM-42.jpg,298-15307-ND,PCM-42,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15310-ND,PCM-50,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCM-51.jpg,298-15311-ND,PCM-51,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15313-ND,PCM-54,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCM-J.jpg,298-15339-ND,PCM-J,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","*","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCM-x.jpg,298-15342-ND,PCM-L,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","*","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCM-N.jpg,298-15343-ND,PCM-N,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","*","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCM-T.JPG,298-15347-ND,PCM-T,Panduit Corp,CARD MARKER WIRE SOLID,150,0,"2.72000","0","1","-","*","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15267-ND,PCM-0,Panduit Corp,CARD MARKER WIRE SOLID NUMBER 0,149,0,"2.72000","0","1","36 per Card (Full Length); 25 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Cards","0.25"" W x 1.50"" L (6.4mm x 38.1mm)","0.189"" ~ 0.382"" (4.80mm ~ 9.70mm)","0","White","Vinyl Cloth"
http://www1.panduit.com/heiler/PartDrawings/C-IDPCM-0-9--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PCM-1-12.JPG,298-15270-ND,PCM-1-12,Panduit Corp,CARD MARKER WIRE SOLID,148,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15275-ND,PCM-14,Panduit Corp,CARD MARKER WIRE SOLID,148,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15298-ND,PCM-33,Panduit Corp,CARD MARKER WIRE SOLID,148,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_PCM-24.JPG,298-15288-ND,PCM-24,Panduit Corp,CARD MARKER WIRE SOLID,146,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www1.panduit.com/heiler/PartDrawings/C-IDPCM-1-33--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PCM-34-66.JPG,298-15299-ND,PCM-34-66,Panduit Corp,CARD MARKER WIRE NUMBER 34-66,140,0,"2.72000","0","1","33 per Card (Full Length); 25 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Cards","0.27"" W x 1.50"" L (6.9mm x 38.1mm)","0.189"" ~ 0.382"" (4.80mm ~ 9.70mm)","34-66","White","Vinyl Cloth"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCM-C.jpg,298-15331-ND,PCM-C,Panduit Corp,CARD MARKER WIRE SOLID LETTER C,139,0,"2.72000","0","1","36 per Card (Full Length); 25 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Cards","0.25"" W x 1.50"" L (6.4mm x 38.1mm)","0.189"" ~ 0.382"" (4.80mm ~ 9.70mm)","C","White","Vinyl Cloth"
http://www1.panduit.com/heiler/PartDrawings/C-IDPCM-1-33--ENG.pdf,-,298-15315-ND,PCM-67-99,Panduit Corp,CARD MARKER WIRE SOLID,138,0,"2.72000","0","1","33 per Card (Full Length); 25 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Cards","0.27"" W x 1.50"" L (6.9mm x 38.1mm)","0.189"" ~ 0.382"" (4.80mm ~ 9.70mm)","67-99","White","Vinyl Cloth"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,-,298-15286-ND,PCM-22,Panduit Corp,CARD MARKER WIRE SOLID,134,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PCM-38.jpg,298-15304-ND,PCM-38,Panduit Corp,CARD MARKER WIRE SOLID,125,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCMB-X.jpg,298-15325-ND,PCM-B3,Panduit Corp,CARD MARKER WIRE SOLID,125,0,"2.72000","0","1","-","*","Active","-","-","-","-","-","-"
http://www1.panduit.com/heiler/PartDrawings/C-IDPCM-1-33--ENG.pdf,-,298-15276-ND,PCM-150-174,Panduit Corp,CARD MARKER WIRE SOLID,122,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-IDPCM-0-C10796-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PCM-47.JPG,298-15308-ND,PCM-47,Panduit Corp,CARD MARKER WIRE SOLID,118,0,"2.72000","0","1","-","PAN-CODE™","Active","-","-","-","-","-","-"
http://www1.panduit.com/heiler/PartDrawings/C-SFPCV-220BY--ENG.pdf,-,298-18565-ND,PCV-480AY,Panduit Corp,LABEL ELECTRL WARN 9""X2.3"" 5PC,300,0,"2.92000","0","1","1 per Card; 5 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Adhesive","9.00"" W x 2.25"" L (228.6mm x 57.2mm)","3.000"" (76.20mm) and Over","480 Volts","Orange, Black","Vinyl"
"http://www.panduit.com/ccurl/382/183/SA-IDCB33_2012_LO-TO_WEB_6-21-13,0.pdf",-,298-18550-ND,PCV-240BY,Panduit Corp,CARD MARKER 240 VOLTAGE ADHESIVE,250,0,"2.92000","0","1","4 per Card; 5 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Adhesive","4.50"" W x 1.13"" L (114.3mm x 28.7mm)","1.258"" ~ 3.000"" (31.70mm ~ 76.20mm)","240 Volts","Orange, Black","Vinyl"
http://www1.panduit.com/heiler/PartDrawings/C-SFPCV-220BY--ENG.pdf,-,298-18543-ND,PCV-208BY,Panduit Corp,LABEL ELECTRL WARN 4.5""X1.1"" 5PC,200,0,"2.92000","0","1","4 per Card; 5 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Adhesive","4.50"" W x 1.13"" L (114.3mm x 28.7mm)","1.258"" ~ 3.000"" (31.70mm ~ 76.20mm)","208 Volts","Orange, Black","Vinyl"
-,-,298-18554-ND,PCV-277/480CY,Panduit Corp,LABEL ELECTRL WARN 2.25""X0.5"",200,0,"2.92000","0","1","18 per Card; 5 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Adhesive","2.25"" W x 0.50"" L (57.1mm x 12.7mm)","1.248"" (31.70mm)","277/480 Volts","Orange, Black","Vinyl"
http://www1.panduit.com/heiler/PartDrawings/C-SFPCV-220BY--ENG.pdf,-,298-18553-ND,PCV-277/480BY,Panduit Corp,LABEL ELECTRL WARN 4.5""X1.1"" 5PC,195,0,"2.92000","0","1","4 per Card; 5 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Adhesive","4.50"" W x 1.13"" L (114.3mm x 28.7mm)","1.258"" ~ 3.000"" (31.70mm ~ 76.20mm)","277/480 Volts","Orange, Black","Vinyl"
http://www1.panduit.com/heiler/PartDrawings/C-SFPCV-220BY--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PCV-120%5E208BY.JPG,298-18533-ND,PCV-120/208BY,Panduit Corp,LABEL ELECTRL WARN 4.5""X1.1"" 5PC,194,0,"2.92000","0","1","4 per Card; 5 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Adhesive","4.50"" W x 1.13"" L (114.3mm x 28.7mm)","1.258"" ~ 3.000"" (31.70mm ~ 76.20mm)","120/208 Volts","Orange, Black","Vinyl"
http://www1.panduit.com/heiler/PartDrawings/C-SFPCV-220BY--ENG.pdf,-,298-18539-ND,PCV-13800AY,Panduit Corp,LABEL ELECTRL WARN 9""X2.3"" 5PC,150,0,"2.92000","0","1","1 per Card; 5 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Adhesive","9.00"" W x 2.25"" L (228.6mm x 57.2mm)","3.000"" (76.20mm) and Over","13800 Volts","Orange, Black","Vinyl"
http://www1.panduit.com/heiler/PartDrawings/C-SFPCV-220BY--ENG.pdf,-,298-18547-ND,PCV-230BY,Panduit Corp,LABEL ELECTRL WARN 4.5""X1.1"" 5PC,150,0,"2.92000","0","1","4 per Card; 5 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Adhesive","4.50"" W x 1.13"" L (114.3mm x 28.7mm)","1.258"" ~ 3.000"" (31.70mm ~ 76.20mm)","230 Volts","Orange, Black","Vinyl"
-,-,298-18557-ND,PCV-277CY,Panduit Corp,LABEL ELECTRL WARN 2.25""X0.5"",150,0,"2.92000","0","1","18 per Card; 5 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Adhesive","2.25"" W x 0.50"" L (57.1mm x 12.7mm)","1.248"" (31.70mm)","277 Volts","Orange, Black","Vinyl"
http://www1.panduit.com/heiler/PartDrawings/C-SFPCV-220BY--ENG.pdf,-,298-18562-ND,PCV-4160AY,Panduit Corp,LABEL ELECTRL WARN 9""X2.3"" 5PC,150,0,"2.92000","0","1","1 per Card; 5 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Adhesive","9.00"" W x 2.25"" L (228.6mm x 57.2mm)","3.000"" (76.20mm) and Over","4160 Volts","Orange, Black","Vinyl"
-,-,298-18566-ND,PCV-480CY,Panduit Corp,LABEL ELECTRL WARN 2.25""X0.5"",150,0,"2.92000","0","1","18 per Card; 5 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Adhesive","2.25"" W x 0.50"" L (57.1mm x 12.7mm)","1.248"" (31.70mm)","480 Volts","Orange, Black","Vinyl"
http://www1.panduit.com/heiler/PartDrawings/C-SFPCV-220BY--ENG.pdf,-,298-18536-ND,PCV-120BY,Panduit Corp,CARD MARKER 120 VOLTAGE ADHESIVE,148,0,"2.92000","0","1","4 per Card; 5 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Adhesive","4.50"" W x 1.13"" L (114.3mm x 28.7mm)","1.258"" ~ 3.000"" (31.70mm ~ 76.20mm)","120 Volts","Orange, Black","Vinyl"
http://www1.panduit.com/heiler/PartDrawings/C-SFPCV-220BY--ENG.pdf,-,298-18560-ND,PCV-3PHBY,Panduit Corp,LABEL ELECTRL WARN 4.5""X1.1"" 5PC,145,0,"2.92000","0","1","4 per Card; 5 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Adhesive","4.50"" W x 1.13"" L (114.3mm x 28.7mm)","1.258"" ~ 3.000"" (31.70mm ~ 76.20mm)","Three Phase","Orange, Black","Vinyl"
http://www1.panduit.com/heiler/PartDrawings/C-SFPCV-220BY--ENG.pdf,-,298-18563-ND,PCV-460BY,Panduit Corp,LABEL ELECTRL WARN 4.5""X1.1"" 5PC,140,0,"2.92000","0","1","4 per Card; 5 Cards per Pkg","PAN-CODE™","Active","Wire Marker, Adhesive","4.50"" W x 1.13"" L (114.3mm x 28.7mm)","1.258"" ~ 3.000"" (31.70mm ~ 76.20mm)","460 Volts","Orange, Black","Vinyl"
http://www.panduit.com/heiler/PartDrawings/C-IDPMDR-0-9-C10670-r3--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PMDR-1.jpg,298-1285-ND,PMDR-1,Panduit Corp,TAPE WIRE MRKR LEGEND-1 (8'ROLL),173,0,"3.83000","0","1","Roll","PAN-CODE™","Active","Wire Marker, Tape","-","Cut to Desired Diameter","1","White","Polyester"
http://www.panduit.com/heiler/PartDrawings/C-IDPMDR-0-9-C10670-r3--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PMDR-6.jpg,298-1290-ND,PMDR-6,Panduit Corp,TAPE WIRE MRKR LEGEND-6 (8'ROLL),147,0,"3.83000","0","1","Roll","PAN-CODE™","Active","Wire Marker, Tape","-","Cut to Desired Diameter","6","White","Polyester"
http://www.panduit.com/heiler/PartDrawings/C-IDPMDR-0-9-C10670-r3--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PMDR-5.jpg,298-1289-ND,PMDR-5,Panduit Corp,TAPE WIRE MRKR LEGEND-5 (8'ROLL),137,0,"3.83000","0","1","Roll","PAN-CODE™","Active","Wire Marker, Tape","-","Cut to Desired Diameter","5","White","Polyester"
http://www.panduit.com/heiler/PartDrawings/C-IDPMDR-0-9-C10670-r3--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PMDR-4.jpg,298-1288-ND,PMDR-4,Panduit Corp,TAPE WIRE MRKR LEGEND-4 (8'ROLL),133,0,"3.83000","0","1","Roll","PAN-CODE™","Active","Wire Marker, Tape","-","Cut to Desired Diameter","4","White","Polyester"
http://www.panduit.com/heiler/PartDrawings/C-IDPMDR-0-9-C10670-r3--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PMDR-3.jpg,298-1287-ND,PMDR-3,Panduit Corp,TAPE WIRE MRKR LEGEND-3 (8'ROLL),131,0,"3.83000","0","1","Roll","PAN-CODE™","Active","Wire Marker, Tape","-","Cut to Desired Diameter","3","White","Polyester"
