Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Specifications","Features"
http://www.essentracomponents.com.sg/images-line/pdfs/OFS90-30R.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_OFS90-30R.jpg,RPC4585-ND,OFS90-30R,Essentra Components,FIBER HOLDER 90DEG SEGMENT NAT,436,0,"1.58000","0","1","-","Active","Corner Guide","48.0mm Radius, 7.0mm Height","Flame Retardant"
http://www.essentracomponents.com.sg/images-line/pdfs/OFSH-T-6.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_OFSH-T-6-GFBLK.jpg,RPC4594-ND,OFSH-T-6-GFBLK,Essentra Components,FIBER SPLICE HOLDR SCREW MNT BLK,925,0,"1.63000","0","1","-","Active","Splice Holder","37.3mm L x 26.2mm W x 6.2mm H","-"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_EFA70-01-001.JPG,RPC3927-ND,EFA70-01-001,Essentra Components,"900 MICRON BOOT,BLACK",494,0,"2.08000","0","1","EFA70","Active","900 Micron Fiber Boot","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/OFSTH-1.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_OFSTH-1-GRN.jpg,RPC4600-ND,OFSTH-1-GRN,Essentra Components,FIBER SPLIC TRAY HINGE GREEN,360,0,"3.00000","0","1","-","Active","Splice Tray Hinge","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/OFSTH-1.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_OFSTH-1-RED.jpg,RPC4601-ND,OFSTH-1-RED,Essentra Components,FIBER SPLIC TRAY HINGE RED,200,0,"3.00000","0","1","-","Active","Splice Tray Hinge","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/OFRB-1BK.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_OFRB-xBK.jpg,RPC4583-ND,OFRB-1BK,Essentra Components,OPTICAL FIBER RACK BRACKET BLACK,300,0,"4.32000","0","1","-","Active","Bracket","42.7mm L x 30.32mm W x 56.5mm H","-"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_EFA04-63-001.jpg,RPC2260-ND,EFA04-63-001,Essentra Components,"ISOLATOR CLIP,GREEN,5.5MM",32,0,"7.26000","0","1","EFA04","Active","Isolator Clip","5.5mm Clip, Green","Rivet or Screw Mount"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_EFA04-06-001.JPG,RPC3911-ND,EFA04-06-001,Essentra Components,"FIBER CLIP,BLACK,8/4/4,3MM",39,0,"7.46000","0","1","EFA04","Active","Fiber Clip","16-Way, 3.0mm Dia Cables or Components","Break-Away"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_EFA04-71-003.JPG,RPC3923-ND,EFA04-71-P03,Essentra Components,"SPLICE CLIP & PADS,BLACK,3.9MM",77,0,"8.46000","0","1","EFA04","Active","Coupler Clip","4-Way, 3.9mm Dia Couplers or Components","Self-Adhesive Pads Included"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fs/fsc/fsc2/fsc24/media/FSC24(10250-06-00).pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FSC24.JPG,298-12706-ND,FSC24,Panduit Corp,FIBER SPLICE CHIP ACCOMMODATES A,32,0,"8.90000","0","1","Opticom®","Active","Splice Holder","Protects up to 24 Single Fusion Splices","-"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/EFA04-34-R05.jpg,RPC3066-ND,EFA04-34-R05,Essentra Components,"CORNER GUIDE & RIVET,BLACK,35MM",40,0,"10.73000","0","1","EFA04","Active","Corner Guide","35.0mm Radius, 12.0mm Height","Rivet Included"
http://www.essentracomponents.com.sg/images-line/pdfs/OFST-1-L.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_OFST-1-L.jpg,RPC4596-ND,OFST-1-L,Essentra Components,FIBER SPLIC TRAY LID BLACK,80,0,"23.33000","0","1","-","Active","Splice Tray Lid","170.0mm L x 103.5mm W x 5.0mm H","-"
http://www.essentracomponents.com.sg/images-line/pdfs/OFST-A-P-1.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_OFST-A-P-1.jpg,RPC4599-ND,OFST-A-P-1,Essentra Components,FIBER SPLIC TRAY PACKAGED BLACK,53,0,"28.69000","0","1","-","Active","Splice Tray Kit","170.0mm L x 103.5mm W x 10.0mm H","Flame Retardant"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_EFA04-67-ASS.jpg,RPC3067-ND,EFA04-67-ASS,Essentra Components,"FIBER REEL,BLACK,2 PART",48,0,"29.05000","0","1","EFA04","Active","Fiber Winding Reel","30.0mm Reel Radius, Holds 8.0m 900 Micron Fiber","2 Part"
http://www.essentracomponents.com.sg/images-line/pdfs/OFST-1-M.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_OFST-1-M.jpg,RPC4597-ND,OFST-1-M,Essentra Components,FIBER SPLIC TRAY MANAGED BLACK,48,0,"35.35000","0","1","-","Active","Splice Tray with Radius","170.0mm L x 103.5mm W x 10.0mm H","Flame Retardant, Stackable"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fo/fos/fosm/fosmf/media/leho_FOSMF_Rev_13A.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/FOSMF.JPG,298-12689-ND,FOSMF,Panduit Corp,THE PANDUIT OPTICOM FIBER OPTIC,24,0,"75.53000","0","1","Opticom®","Active","Small Fiber Splice Organizer Tray","Protects up to 24 Single Fusion Splices","-"
http://www.essentracomponents.com.sg/images-line/pdfs/OFBLT.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_OFBLT-31-05V0.jpg,RPC4564-ND,OFBLT-31-05V0,Essentra Components,FIBER BEND LIMIT TUBE BLK 5.05MM,2,0,"1028.35000","0","1","-","Active","Tubing, Bend Limited","3.1mm Inner Diameter, 100.0m Length","-"
http://www.essentracomponents.com.sg/images-line/pdfs/OFBLT.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_OFBLT-3.1-05-PP.jpg,RPC4565-ND,OFBLT-42-635PP,Essentra Components,OPT FIBER BEND-LIM TUBE 1=100MTR,2,0,"1424.40000","0","1","-","Active","Tubing, Bend Limited","4.2mm Inner Dia, 100m Length","-"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/EFA04-71-001.jpg,RPC1179-ND,EFA04-71-001,Essentra Components,"SPLICE CLIP,BLACK,2.9MM",16,0,"6.00000","0","1","EFA04","Active","Coupler Clip","6-Way, 2.9mm Dia Couplers or Components","-"
http://www.essentracomponents.com.sg/images-line/pdfs/OFBLT-P.pdf,-,OFBLTS-42-635V0-ND,OFBLTS-42-635V0,Essentra Components,FIBER BEND LIMIT TUBE SLIT BLK,0,0,"0.01184","0","100000","*","Active","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/MOFNSP-2.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_MOFNSP-2-01.JPG,MOFNSP-2-19-ND,MOFNSP-2-19,Essentra Components,"FIBER SADDLE,SELF MNT,NATURAL",0,0,"0.38750","0","1000","MOFNSP","Active","Fiber Wire Saddle, Side Entry","2.5mm x 7.1mm Wire Opening","Flame Retardant, Push Rivet Mount"
http://www.essentracomponents.com.sg/images-line/pdfs/OFB-BH-9.pdf,-,OFB-BH-9-19-ND,OFB-BH-9-19,Essentra Components,FIBER BRACKET NAT 2.2/4MM FIBER,0,0,"0.64493","0","1000","-","Active","Bracket","2.2mm and 4.0mm Dia Cables, 25.2mm Length","-"
http://www.essentracomponents.com.sg/images-line/pdfs/OFFGSP-R-05-BK.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_39577.jpg,OFFGSP-R-05-BK-ND,OFFGSP-R-05-BK,Essentra Components,FIBER GUIDE SPT POST BLK,0,0,"0.79280","0","100","-","Active","Fiber Guide Spacer","9.00mm Length","Flame Retardant"
http://www.essentracomponents.com.sg/images-line/pdfs/OFFGSP-R-05-BK.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_39577.jpg,OFFGSP-R-10-BK-ND,OFFGSP-R-10-BK,Essentra Components,FIBER GUIDE SPT POST BLK,0,0,"0.79280","0","100","-","Active","Fiber Guide Spacer","9.00mm Length","Flame Retardant"
http://www.essentracomponents.com.sg/images-line/pdfs/OFFGSP-R-05-BK.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_39577.jpg,OFFGSP-R-16-BK-ND,OFFGSP-R-16-BK,Essentra Components,FIBER GUIDE SPT POST BLK,0,0,"0.79280","0","100","-","Active","Fiber Guide Spacer","9.00mm Length","Flame Retardant"
http://www.essentracomponents.com.sg/images-line/pdfs/OFSP.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_OFSP-10-45.jpg,OFSP-10-61-ND,OFSP-10-61,Essentra Components,OPT FIBER SPLICE PROTECTOR 2.4"",0,0,"0.91680","0","100","-","Active","Splice","1.5mm Inner Dia, 61.0mm Length","Heat Shrinkable"
http://www.essentracomponents.com.sg/images-line/pdfs/OFSP.pdf,-,OFSP-10-25-ND,OFSP-10-25,Essentra Components,FIBER SPLICE PROTECTOR CLEAR,0,0,"0.91680","0","100","-","Active","Splice","1.5mm Inner Dia, 25.0mm Length","Heat Shrinkable"
http://www.essentracomponents.com.sg/images-line/pdfs/OFSP.pdf,-,OFSP-10-30-ND,OFSP-10-30,Essentra Components,FIBER SPLICE PROTECTOR CLEAR,0,0,"0.91680","0","100","-","Active","Splice","1.5mm Inner Dia, 30.0mm Length","Heat Shrinkable"
http://www.essentracomponents.com.sg/images-line/pdfs/OFSP.pdf,-,OFSP-10-35-ND,OFSP-10-35,Essentra Components,FIBER SPLICE PROTECTOR CLEAR,0,0,"0.91680","0","100","-","Active","Splice","1.5mm Inner Dia, 35.0mm Length","Heat Shrinkable"
http://www.essentracomponents.com.sg/images-line/pdfs/OFSP.pdf,-,OFSP-10-40-ND,OFSP-10-40,Essentra Components,FIBER SPLICE PROTECTOR CLEAR,0,0,"0.91680","0","100","-","Active","Splice","1.5mm Inner Dia, 40.0mm Length","Heat Shrinkable"
"//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/OFSH-6-3.5(A,L)Dwg.pdf",-,OFSH-6-3.5L-ND,OFSH-6-3.5L,Essentra Components,FIBER SPLICE HOLDER LID NO ADH,0,0,"1.35700","0","10","-","Active","Splice Holder Cover","35.4mm L x 20.0mm W x 6.6mm H","-"
http://www.essentracomponents.com.sg/images-line/pdfs/OFSP.pdf,-,OFSP-15-40-ND,OFSP-15-40,Essentra Components,FIBER SPLICE PROTECTOR CLEAR,0,0,"1.42570","0","100","-","Active","Splice","1.5mm Inner Dia, 40.0mm Length","Heat Shrinkable"
http://www.essentracomponents.com.sg/images-line/pdfs/OFSP.pdf,-,OFSP-15-61-ND,OFSP-15-61,Essentra Components,FIBER SPLICE PROTECTOR CLEAR,0,0,"1.42570","0","100","-","Active","Splice","1.5mm Inner Dia, 61.0mm Length","Heat Shrinkable"
http://www.essentracomponents.com.sg/images-line/pdfs/OFSH2-24-1.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1153187.jpg,OFSH2-24-2-ND,OFSH2-24-2,Essentra Components,FIBER SPLICE HOLD WO/ADH PAD BLK,0,0,"1.64580","0","50","-","Active","Splice Holder","73.0mm L x 26.0mm W x 9.0mm H","-"
http://www.essentracomponents.com.sg/images-line/pdfs/OFSH2-24-1.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1153187.jpg,OFSH2-24-3-ND,OFSH2-24-3,Essentra Components,FIBER SPLICE HOLDR SCREW MNT BLK,0,0,"1.69360","0","50","-","Active","Splice Holder","86.0mm L x 26.0mm W x 9.0mm H","Screw Mount"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Fiber_Mgmt.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_OFCP-50-19.jpg,OFCP-50-19-ND,OFCP-50-19,Essentra Components,OPT FIBER CHAIN/PLATE,0,0,"2.46151","0","1000","-","Active","Plate","50.0mm Length","-"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,-,EFA04-71-002-ND,EFA04-71-002,Essentra Components,"SPLICE CLIP,BLACK,3.4MM",0,0,"3.74750","0","100","EFA04","Active","Coupler Clip","6-Way, 3.4mm Dia Couplers or Components","-"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_39405.jpg,EFA04-08-001-ND,EFA04-08-001,Essentra Components,FIBER CLIP BLUE 8/4/4 2MM,0,0,"4.05190","0","100","EFA04","Active","Fiber Clip","16-Way, 2.0mm Dia Cables or Components","Break-Away"
http://www.essentracomponents.com.sg/images-line/pdfs/OFSH2-24-1.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1153187.jpg,OFSH2-24-1-ND,OFSH2-24-1,Essentra Components,FIBER SPLICE HOLDR W/ADH PAD BLK,0,0,"4.27100","0","50","-","Active","Splice Holder","73.0mm L x 26.0mm W x 9.0mm H","Adhesive Mount"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_39346.jpg,EFA04-64-001-ND,EFA04-64-001,Essentra Components,"ISOLATOR CLIP,YELLOW,4.5MM",0,0,"4.28880","0","100","EFA04","Active","Isolator Clip","4.5mm Clip, Yellow","Rivet or Screw Mount"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,-,EFA04-34-002-ND,EFA04-34-002,Essentra Components,"CORNER GUIDE,BLK,30MM RAD,4.8MM",0,0,"4.53860","0","100","EFA04","Active","Corner Guide","35.0mm Radius, 4.8mm Height","-"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,-,EFA04-34-R01-ND,EFA04-34-R01,Essentra Components,"CORNER GUIDE & RIVET,BLACK,30MM",0,0,"4.83010","0","100","EFA04","Active","Corner Guide","30.0mm Radius, 5.0mm Height","Rivet Included"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,-,EFA04-34-P02-ND,EFA04-34-P02,Essentra Components,"CORNER GUIDE & PADS,BLACK,35MM R",0,0,"4.87770","0","100","EFA04","Active","Corner Guide","35.0mm Radius, 4.8mm Height","Self-Adhesive Pads Included"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,-,EFA04-34-007-ND,EFA04-34-007,Essentra Components,"CORNER GUIDE,BLACK,RIBBON FIBER",0,0,"5.15520","0","100","EFA04","Active","Corner Guide","Ribbon Fiber Cable, 5.5mm Height","-"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,-,EFA04-34-P03-ND,EFA04-34-P03,Essentra Components,"CORNER GUIDE & PADS,BLACK,40MM R",0,0,"5.19490","0","100","EFA04","Active","Corner Guide","40.0mm Radius, 4.8mm Height","Self-Adhesive Pads Included"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,-,EFA04-60-R01-ND,EFA04-60-R01,Essentra Components,"STRAIGHT GUIDE & 2 RIVETS,BLACK,",0,0,"5.24650","0","100","EFA04","Active","Straight Guide","40.0mm Length, 4.5mm Height","Rivet Included"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,-,EFA04-34-R03-ND,EFA04-34-R03,Essentra Components,"CORNER GUIDE & RIVET,BLACK,40MM",0,0,"5.45470","0","100","EFA04","Active","Corner Guide","40.0mm Radius, 4.8mm Height","Rivet Included"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_39350.jpg,EFA04-61-001-ND,EFA04-61-001,Essentra Components,"ISOLATOR CLIP,RED,6MM",0,0,"5.53800","0","100","EFA04","Active","Isolator Clip","6.0mm Clip, Red","Anti-Rotation Pins, Screw or Rivet Mount"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_39350.jpg,EFA04-61-ASS-ND,EFA04-61-ASS,Essentra Components,"ISOLATOR CLIP & PAD,RED,6MM",0,0,"5.57960","0","100","EFA04","Active","Isolator Clip","6.0mm Clip, Red","Rivet or Screw Mount, Self-Adhesive Pads Included"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,-,EFA04-34-P07-ND,EFA04-34-P07,Essentra Components,"CORNER GUIDE,BLACK,RIBBON FIBER",0,0,"5.74610","0","100","EFA04","Active","Corner Guide","Ribbon Fiber Cable, 5.5mm Height","Self-Adhesive Pads Included"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,-,EFA04-34-R07-ND,EFA04-34-R07,Essentra Components,"CORNER GUIDE,BLACK,RIBBON FIBER",0,0,"5.74610","0","100","EFA04","Active","Corner Guide","Ribbon Fiber Cable, 5.5mm Height","Rivet Included"
http://www.essentracomponents.com.sg/images-line/pdfs/OFSP.pdf,-,OFSP-08-25-ND,OFSP-08-25,Essentra Components,FIBER SPLICE PROTECTOR CLEAR,0,0,"5.90670","0","100","-","Active","Splice","0.5mm Inner Dia, 25.0mm Length","Heat Shrinkable"
http://www.essentracomponents.com.sg/images-line/pdfs/OFSP.pdf,-,OFSP-08-40-ND,OFSP-08-40,Essentra Components,FIBER SPLICE PROTECTOR CLEAR,0,0,"5.90670","0","100","-","Active","Splice","0.5mm Inner Dia, 40.0mm Length","Heat Shrinkable"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,-,EFA04-27-ASS-ND,EFA04-27-ASS,Essentra Components,"FIBER REEL STANDOFF W/RIVET,BLAC",0,0,"5.94600","0","50","EFA04","Active","Fiber Reel Standoff","10.0mm Snap-In Standoff","Snap Rivet Mount"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,-,EFA04-34-R06-ND,EFA04-34-R06,Essentra Components,"CORNER GUIDE & RIVET,BLACK,40MM",0,0,"6.11400","0","100","EFA04","Active","Corner Guide","40.0mm Radius, 12.0mm Height","Rivet Included"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,-,EFA04-34-005-ND,EFA04-34-005,Essentra Components,"CORNER GDE,BLACK,35MM RAD,12MM S",0,0,"6.16250","0","100","EFA04","Active","Corner Guide","35.0mm Radius, 12.0mm Height","-"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,-,EFA04-34-R04-ND,EFA04-34-R04,Essentra Components,"CORNER GUIDE & RIVET,BLACK,30MM",0,0,"6.24580","0","100","EFA04","Active","Corner Guide","30.0mm Radius, 12.0mm Height","Rivet Included"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,-,EFA04-34-R10-ND,EFA04-34-R10,Essentra Components,"CORNER GUIDE & RIVET,BLACK,30MM",0,0,"6.24580","0","100","EFA04","Active","Corner Guide","30.0mm Radius, 8.0mm Height","Rivet Included"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,-,EFA04-34-PR6-ND,EFA04-34-PR6,Essentra Components,CORNER GUIDE & PADS BLK 40MM RAD,0,0,"6.36724","0","500","EFA04","Active","Corner Guide","40.0mm Radius, 12.0mm Height","Rivet and Self-Adhesive Pad Included"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,-,EFA04-34-P05-ND,EFA04-34-P05,Essentra Components,"CORNER GUIDE & PADS,BLACK,35MM R",0,0,"6.70390","0","100","EFA04","Active","Corner Guide","35.0mm Radius, 12.0mm Height","Self-Adhesive Pads Included"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,-,EFA04-34-P06-ND,EFA04-34-P06,Essentra Components,"CORNER GUIDE & PADS,BLACK,40MM R",0,0,"7.03700","0","100","EFA04","Active","Corner Guide","40.0mm Radius, 12.0mm Height","Self-Adhesive Pads Included"
"//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/OFSH-6-3.5(A,L)Dwg.pdf",-,OFSH-6-3.5-ND,OFSH-6-3.5,Essentra Components,FIBER SPLICE HOLDER NO/ADH PAD,0,0,"7.20300","0","10","*","Active","-","-","-"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_15985.jpg,EFA04-18-001-ND,EFA04-18-001,Essentra Components,"SPLICE CLIP,BLACK,16 WAY",0,0,"8.13990","0","100","EFA04","Active","Coupler Clip","16-Way; 3.9mm, 2.9mm, and 3.4mm Dia Couplers or Components","Break-Away"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,-,EFA52-05-ASS-ND,EFA52-05-ASS,Essentra Components,"STRAIN RELIEF GLAND,BLACK,PANEL",0,0,"9.34460","0","250","EFA52","Active","Strain Relief Gland","2.5mm Inner Diameter","Panel Mount, 2 Fiber Caps Supplied"
-,-,2540-AS-ND,2540-AS,3M,FIBRLOK ANGLE SPLICE,0,0,"9.48100","0","60","Fibrlok™","Active","Splice","36.1mm L x 4.1mm W x 36.1mm H","-"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_39700.jpg,EFA04-14-ASS-ND,EFA04-14-ASS,Essentra Components,"FIBER REEL,BLK,30MM RAD,12.4MM",0,0,"9.82670","0","100","EFA04","Active","Fiber Reel","30.0mm Reel Radius, Holds 9.0m 900 Micron Fiber","Break-Away, Screw Mount, Self-Adhesive Pads Included"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_15985.jpg,EFA04-18-ASS-ND,EFA04-18-ASS,Essentra Components,"SPLICE CLIP & PADS,BLACK,16 WAY",0,0,"10.07660","0","100","EFA04","Active","Coupler Clip","16-Way; 3.9mm, 2.9mm, and 3.4mm Dia Couplers or Components","Break-Away, Self-Adhesive Pads Included"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_39700.jpg,EFA04-23-ASS-ND,EFA04-23-ASS,Essentra Components,"FIBER REEL & PADS,BLACK,40 MM RA",0,0,"10.88940","0","100","EFA04","Active","Fiber Reel","40.0mm Reel Radius, Holds 7.0m 900 Micron Fiber","Screw Mount, Self-Adhesive Pads Included"
"//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/OFCBU,%20OFM,.pdf",//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1180077.jpg,OFM-T-635-19BLK-ND,OFM-T-635-19BLK,Essentra Components,OPT FIBER 1-4 MANIFOLD BLACK,0,0,"22.57208","0","500","OFM","Active","Manifold","Accepts 5.0mm ~ 6.35mm Dia Bend Limiting Tubing","Flame Retardant"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/904-00710.pdf,-,FESS2060-ND,FESS2060,HellermannTyton,"SPLICE SLEEVE, 2.0MM OD, 60MM LO",0,0,"46.50000","0","1","-","Active","Splice Sleeve","60.00mm Length","Heat Shrinkable"
-,-,2612-ND,2612,3M,FIBRLOK MULTI-FIBER OPT SPLICE,0,0,"58.10917","0","12","Fibrlok™","Active","Fibrlok™ Multi-Fiber Splice Insert","38.1mm L x 12.7mm W x 6.7mm H","-"
"//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/OFCBU,%20OFM,.pdf",//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1180075.jpg,OFCBUGB-00-ND,OFCBUGB-00,Essentra Components,OPT FIBER CABLE BR/OUT BOX SILV,0,0,"120.52288","0","500","-","Active","Breakout Gland, Saddle","4.0mm ~ 8.5mm Dia Cables, 49.0mm Length","-"
"//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/OFCBU,%20OFM,.pdf",-,OFCBUGB-0-ND,OFCBUGB-0,Essentra Components,OPT FIBER CABLE BR/OUT BOX SILV,0,0,"121.23306","0","500","-","Active","Breakout Gland, Saddle","7.5mm ~ 20.0mm Dia Cables, 49.0mm Length","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/OFBLT.pdf,-,OFBLT-2.6-05-PP-ND,OFBLT-2.6-05-PP,Essentra Components,OPT FIBER BEND-LIM TUBE 1=100MTR,0,0,"935.01720","0","5000","*","Active","-","-","-"
