Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Type Attributes","Diameter - Inside, Non-Expanded","Diameter - Inside, Expanded","Diameter - Outside, Non-Expanded","Material","Color","Length","Wall Thickness","Operating Temperature","Heat Protection","Abrasion Protection","Liquid Protection","Environment Protection","Features","Material Flammability Rating","Width"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6n.pdf,//media.digikey.com/Photos/Techflex/MFG_F6N0.50OR75.jpg,1030-1362-ND,F6N0.75OR100,Techflex,SELF WRAP 3/4"" X 100' ORANGE,94,0,"96.08000","0","1","F6®","Active","Self Wrap","Split Flexible Tube","0.750"" (19.05mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Orange","100' (30.48m)","0.025"" (0.64mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Chemical Resistant, Clean Cut","UL94 V-0","-"
http://www.panduit.com/heiler/PartDrawings/GB0239LQ_02-5-23-11.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_TXXX-CX-WHITE.jpg,298-14127-ND,T25R-CY,Panduit Corp,SPIRAL WRAP 1/4"" X 100' WHITE,37,0,"107.49000","0","1","T","Active","Spiral Wrap","Harness","-","2.000"" (50.80mm)","0.250"" (6.35mm)","Polyethylene (PE)","White","100' (30.48m)","0.040"" (1.02mm)","-40°C ~ 50°C","Fire Resistant","Abrasion Resistant","-","-","-","UL94 V-2","-"
http://www.panduit.com/heiler/PartDrawings/C-HST12FR-Natural-GB0239BF--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_TXXX-CX-WHITE.jpg,298-14123-ND,T25FR-CY,Panduit Corp,SPIRAL WRAP 1/4"" X 100' WHITE,47,0,"118.27000","0","1","T","Active","Spiral Wrap","Harness","-","2.000"" (50.80mm)","0.250"" (6.35mm)","Polyethylene (PE)","White","100' (30.48m)","0.040"" (1.02mm)","-20°C ~ 50°C","Flame Retardant","Abrasion Resistant","-","-","-","UL94 V-0","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SHR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_11646.jpg,RPC5038-ND,SHR-15-6NB,Essentra Components,SLIT WRAP 0.591"" X 50M BLACK,27,0,"154.02000","0","1","SHR","Active","Slit Wrap","Slit Harness","0.591"" (15.00mm)","0.630"" (16.00mm)","-","Polyamide (PA6), Nylon 6","Black","164' (50.00m)","0.032"" (0.81mm)","-","-","Abrasion Resistant","-","-","-","UL94 V-2","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP1301IN?device=pdf,-,G1301INOR007-50-ND,G1301IN OR007,Alpha Wire,SELF WRAP 1"" X 50' ORANGE,72,0,"201.80000","0","1","FIT® GRP-130","Active","Self Wrap","Split Flexible Tube","1.000"" (25.40mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Orange","50.00' (15.24m)","0.038"" (0.96mm)","-70°C ~ 125°C","Flame Retardant","-","-","Corrosion Resistant, UV Resistant","Fungus Resistant","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/ccf.pdf,//media.digikey.com/Photos/Techflex/MFG_CCF1_25TB.jpg,1030-1064-ND,CCF1.25TB,Techflex,SLEEVING 1"" X 250' BLACK/WHITE,26,0,"242.76000","0","1","Clean Cut® FR","Active","Sleeve","Expandable","1.000"" (25.40mm)","1.500"" (38.10mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","250' (76.20m)","0.024"" (0.61mm)","-70°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant, Fray Resistant","-","-","Clean Cut, Self Extinguishing","UL VW-1","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SHR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_11646.jpg,RPC5036-ND,SHR-08-6V0B,Essentra Components,SLIT WRAP 0.315"" X 100M BLACK,27,0,"303.50000","0","1","SHR","Active","Slit Wrap","Slit Harness","0.315"" (8.00mm)","0.394"" (10.00mm)","-","Polyamide (PA6), Nylon 6","Black","328' (100.00m)","0.032"" (0.81mm)","-","Flame Retardant","Abrasion Resistant","-","-","-","UL94 V-0","-"
http://www.essentracomponents.com.sg/images-line/pdfs/HR.pdf,//media.digikey.com/Photos/Richco%20Photos/HR4P-1%5E4.jpg,RPC1963-ND,HR2P-1/8,Essentra Components,SPIRAL WRAP 1/8"" X 100' NATURAL,79,0,"38.88000","0","1","HR","Active","Spiral Wrap","Harness","-","0.375"" (9.52mm)","0.125"" (3.18mm)","Polyethylene (PE)","Natural","100' (30.48m)","0.020"" (0.51mm)","-","-","-","-","-","Crush Resistant","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/pet.pdf,//media.digikey.com/Photos/Techflex/MFG_PTN0_xxBK.jpg,1030-1007-ND,PTN0.50BK100,Techflex,SLEEVING 1/2"" X 100' BLACK,74,0,"41.95000","0","1","Flexo® PET","Active","Sleeve","Expandable","0.500"" (12.70mm)","0.750"" (19.05mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","100' (30.48m)","0.025"" (0.64mm)","-70°C ~ 125°C","Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","UV Resistant","Chemical Resistant, Clean Cut, Solvent Resistant","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6n.pdf,//media.digikey.com/Photos/Techflex/MFG_F6N0_50BK.jpg,1030-1081-ND,F6N0.50BK75,Techflex,SELF WRAP 1/2"" X 75' BLACK,68,0,"56.79000","0","1","F6®","Active","Self Wrap","Split Flexible Tube","0.500"" (12.70mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black","75.00' (22.86m)","0.025"" (0.64mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Chemical Resistant, Clean Cut","UL94 V-0","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/t/t1/t10/t100/t100fc/media/GB0239DI_PB_04-5-23-11.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/T25F-C.JPG,298-1138-ND,T25F-C,Panduit Corp,SPIRAL WRAP 1/4"" X 100' NATURAL,45,0,"69.09000","0","1","T","Active","Spiral Wrap","Harness","-","2.000"" (50.80mm)","0.250"" (6.35mm)","Polyethylene (PE)","Natural","100' (30.48m)","0.040"" (1.02mm)","-40°C ~ 50°C","-","Abrasion Resistant","-","-","-","UL94 HB","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6w.pdf,//media.digikey.com/Photos/Techflex/F6W0.38BK100.jpg,1030-1222-ND,F6W0.38BK100,Techflex,SELF WRAP 3/8"" X 100' BLACK,38,0,"70.08000","0","1","F6® Woven Wrap","Active","Self Wrap","Split Flexible Tube","-","-","0.375"" (9.52mm)","Polyethylene Terephthalate (PET), Halogen Free","Black","100' (30.48m)","0.027"" (0.69mm)","-70°C ~ 125°C","-","Abrasion Resistant","-","-","Clean Cut","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6n.pdf,//media.digikey.com/Photos/Techflex/MFG_F6N0_75BK.jpg,1030-1082-ND,F6N0.75BK,Techflex,SELF WRAP 3/4"" X 100' BLACK,96,0,"80.06000","0","1","F6®","Active","Self Wrap","Split Flexible Tube","0.750"" (19.05mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black","100' (30.48m)","0.025"" (0.64mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Chemical Resistant, Clean Cut","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/pet.pdf,//media.digikey.com/Photos/Techflex/MFG_PTN0_xxBK.jpg,1030-1008-ND,PTN0.75BK,Techflex,SLEEVING 3/4"" X 250' BLACK,48,0,"84.48000","0","1","Flexo® PET","Active","Sleeve","Expandable","0.750"" (19.05mm)","1.250"" (31.75mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","250' (76.20m)","0.025"" (0.64mm)","-70°C ~ 125°C","Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","UV Resistant","Chemical Resistant, Clean Cut, Solvent Resistant","UL94 V-0","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/t/t1/t10/t100/t100fc/media/GB0239DI_PB_04-5-23-11.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/T50F-C.JPG,298-1139-ND,T50F-C,Panduit Corp,SPIRAL WRAP 1/2"" X 100' NATURAL,57,0,"86.52000","0","1","T","Active","Spiral Wrap","Harness","-","4.000"" (101.60mm)","0.500"" (12.70mm)","Polyethylene (PE)","Natural","100' (30.48m)","0.060"" (1.52mm)","-40°C ~ 50°C","-","Abrasion Resistant","-","-","-","UL94 HB","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6n.pdf,//media.digikey.com/Photos/Techflex/MFG_F6N0_38BK.jpg,1030-1078-ND,F6N0.38BK,Techflex,SELF WRAP 3/8"" X 150' BLACK,16,0,"88.13000","0","1","F6®","Active","Self Wrap","Split Flexible Tube","0.375"" (9.53mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black","150' (45.72m)","0.025"" (0.64mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Chemical Resistant, Clean Cut","UL94 V-0","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP110NF18?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/G110NF18%20BK005.jpg,AG110NF18B-100-ND,G110NF18 BK005,Alpha Wire,SLEEVING 1/8"" X 100' BLACK,76,0,"90.65000","0","1","FIT® GRP-110NF","Active","Sleeve","Expandable","0.125"" (3.18mm)","0.250"" (6.35mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","100' (30.48m)","0.024"" (0.61mm)","-75°C ~ 125°C","-","Abrasion and Cut Resistant, Fray Resistant","-","Corrosion Resistant","Clean Cut, Fungus Resistant","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/pet.pdf,//media.digikey.com/Photos/Techflex/MFG_PTN0_xxBK.jpg,1030-1000-ND,PTN0.13BK,Techflex,SLEEVING 1/8"" X 1000' BLACK,36,0,"92.16000","0","1","Flexo® PET","Active","Sleeve","Expandable","0.125"" (3.18mm)","0.250"" (6.35mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","1000' (304.80m)","0.025"" (0.64mm)","-70°C ~ 125°C","Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","UV Resistant","Chemical Resistant, Clean Cut, Solvent Resistant","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/pet.pdf,//media.digikey.com/Photos/Techflex/MFG_PTN0_xxBK.jpg,1030-1238-ND,PTN1.00BK 250' SPOOL,Techflex,SLEEVING 1"" X 250' BLACK,99,0,"96.00000","0","1","Flexo® PET","Active","Sleeve","Expandable","1.000"" (25.40mm)","1.625"" (41.28mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","250' (76.20m)","0.025"" (0.64mm)","-70°C ~ 125°C","Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","UV Resistant","Chemical Resistant, Clean Cut, Solvent Resistant","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/ssl.pdf,//media.digikey.com/Photos/Techflex/MFG_SSL0%2025SV.jpg,1030-1182-ND,SSL0.25SV,Techflex,SLEEVING 1/4"" X 100' SILVER,24,0,"116.49000","0","1","Flexo® Stainless Steel XC","Active","Sleeve","Expandable","0.250"" (6.35mm)","0.406"" (10.31mm)","-","Stainless Steel (SS), 304, Halogen Free","Silver","100' (30.48m)","0.013"" (0.33mm)","-","Flame Resistant, Heat Resistant","Abrasion Resistant","Salt Water Resistant","UV Resistant","Chemical Resistant, Clean Cut, Tight Weave","Non Flammable","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/frn.pdf,//media.digikey.com/Photos/Techflex/MFG_FRN0_25TB.jpg,1030-1020-ND,FRN0.25TB,Techflex,SLEEVING 1/4"" X 1000' BLACK/WHT,14,0,"127.87000","0","1","Flexo® FR","Active","Sleeve","Expandable","0.250"" (6.35mm)","0.438"" (11.13mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","1000' (304.80m)","0.025"" (0.64mm)","-70°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/fgn.pdf,//media.digikey.com/Photos/Techflex/MFG_FGN0_25BK.jpg,1030-1110-ND,FGN0.25BK,Techflex,SLEEVING 1/4"" X 200' BLACK,13,0,"138.24000","0","1","Insultherm®","Active","Sleeve","Expandable","0.250"" (6.35mm)","0.375"" (9.52mm)","-","Fiberglass, Resin Coated, Halogen Free","Black","200' (60.96m)","0.031"" (0.79mm)","-70°C ~ 650°C","Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut, Vibration Resistant","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6n.pdf,//media.digikey.com/Photos/Techflex/MFG_F6N2_00BK.jpg,1030-1090-ND,F6N2.00BK,Techflex,SELF WRAP 2"" X 50' BLACK,21,0,"150.34000","0","1","F6®","Active","Self Wrap","Split Flexible Tube","2.000"" (50.80mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black","50.00' (15.24m)","0.038"" (0.96mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Chemical Resistant, Clean Cut","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6w.pdf,//media.digikey.com/Photos/Techflex/F6W0.50BK75.jpg,1030-1233-ND,F6W0.50BK,Techflex,SELF WRAP 1/2"" X 300' BLACK,17,0,"168.84000","0","1","F6® Woven Wrap","Active","Self Wrap","Split Flexible Tube","-","-","0.500"" (12.70mm)","Polyethylene Terephthalate (PET), Halogen Free","Black","300' (91.44m)","0.027"" (0.69mm)","-70°C ~ 125°C","-","Abrasion Resistant","-","-","Clean Cut","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/fwn.pdf,//media.digikey.com/Photos/Techflex/MFG_FWN1_25BK.jpg,1030-1070-ND,FWN1.25BK,Techflex,SELF WRAP 1-1/4"" X 100' BLACK,18,0,"184.80000","0","1","Flexo® Wrap","Active","Self Wrap","Split Flexible Tube","1.250"" (31.75mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black","100' (30.48m)","0.025"" (0.64mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Clean Cut, Hook and Loop Closure Strip","UL94 V-0","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP120NF14?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/G120NF14%20BK005.jpg,AG120NF14B-100-ND,G120NF14 BK005,Alpha Wire,SLEEVING 0.156"" X 100' BLACK/WHT,18,2,"188.26000","0","1","FIT® GRP-120NF","Active","Sleeve","Expandable","0.156"" (3.96mm)","0.438"" (11.13mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","100' (30.48m)","0.024"" (0.61mm)","-75°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant, Fray Resistant","-","Corrosion Resistant","Clean Cut, Fungus Resistant","UL VW-1","-"
http://www.panduit.com/heiler/PartDrawings/GB2508BH%20A%20RV%2001A.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PW75F-C20.jpg,298-10272-ND,PW75F-C20,Panduit Corp,SLIT WRAP 3/4"" X 100' BLACK,15,0,"190.59000","0","1","Pan-Wrap™ PW","Active","Slit Wrap","Slit Harness","0.750"" (19.05mm)","0.810"" (20.57mm)","-","Polyethylene (PE)","Black","100' (30.48m)","0.035"" (0.89mm)","-40°C ~ 50°C","-","Abrasion Resistant","-","-","-","UL94 HB","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/fgn.pdf,//media.digikey.com/Photos/Techflex/MFG_FGN0_38BK.jpg,1030-1112-ND,FGN0.38BK,Techflex,SLEEVING 3/8"" X 200' BLACK,6,0,"191.52000","0","1","Insultherm®","Active","Sleeve","Expandable","0.375"" (9.53mm)","0.625"" (15.88mm)","-","Fiberglass, Resin Coated, Halogen Free","Black","200' (60.96m)","0.043"" (1.09mm)","-70°C ~ 650°C","Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut, Vibration Resistant","UL VW-1","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP120NF12?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/G120NF12%20BK005.jpg,AG120NF12B-100-ND,G120NF12 BK005,Alpha Wire,SLEEVING 1/4"" X 100' BLACK/WHITE,18,21,"282.68000","0","1","FIT® GRP-120NF","Active","Sleeve","Expandable","0.250"" (6.35mm)","0.750"" (19.05mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","100' (30.48m)","0.024"" (0.61mm)","-75°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant, Fray Resistant","-","Corrosion Resistant","Clean Cut, Fungus Resistant","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/cnn.pdf,//media.digikey.com/Photos/Techflex/MFG_cnn0.50bk.jpg,1030-1279-ND,CNN0.50BK100,Techflex,SLEEVING 1/2"" X 100' BLACK,11,0,"285.77000","0","1","Flexo® Anti-Stat","Active","Sleeve","Expandable","0.500"" (12.70mm)","0.750"" (19.05mm)","-","Nylon, Carbonized, Halogen Free","Black","100' (30.48m)","0.028"" (0.71mm)","-45°C ~ 150°C","-","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut, EMI Resistant, Shielded","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/cnn.pdf,//media.digikey.com/Photos/Techflex/MFG_cnn0.38bk.jpg,1030-1278-ND,CNN0.38BK125,Techflex,SLEEVING 3/8"" X 125' BLACK,8,0,"288.54000","0","1","Flexo® Anti-Stat","Active","Sleeve","Expandable","0.375"" (9.53mm)","0.625"" (15.88mm)","-","Nylon, Carbonized, Halogen Free","Black","125' (38.10m)","0.028"" (0.71mm)","-45°C ~ 150°C","-","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut, EMI Resistant, Shielded","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/dwn.pdf,//media.digikey.com/Photos/Techflex/MFG_DWN%20Dura%20Wrap%20Series.jpg,1030-1446-ND,DWN1.50BK,Techflex,SELF WRAP 1.5"" X 150' BLACK,8,0,"516.60000","0","1","Dura Wrap™","Active","Self Wrap","Split Flexible Tube","1.500"" (38.10mm)","-","-","Polyamide (PA), Nylon, Halogen Free","Black","150' (45.72m)","0.026"" (0.66mm)","-51.1°C ~ 93.3°C","-","Abrasion Resistant","Gasoline Resistant, Fluid Resistant, Salt Water Resistant","Environment Resistant, UV Resistant","Chemical Resistant, Clean Cut, Hook and Loop Closure Strip","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/dwn.pdf,//media.digikey.com/Photos/Techflex/MFG_DWN%20Dura%20Wrap%20Series.jpg,1030-1232-ND,DWN2.00BK,Techflex,SELF WRAP 2"" X 150' BLACK,15,0,"604.80000","0","1","Dura Wrap™","Active","Self Wrap","Split Flexible Tube","2.000"" (50.80mm)","-","-","Polyamide (PA), Nylon, Halogen Free","Black","150' (45.72m)","0.026"" (0.66mm)","-51.1°C ~ 93.3°C","-","Abrasion Resistant","Gasoline Resistant, Fluid Resistant, Salt Water Resistant","Environment Resistant, UV Resistant","Chemical Resistant, Clean Cut, Hook and Loop Closure Strip","-","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Spiral%20Wrap/SW2?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/SW-Natural%20Series.jpg,ASW2-25-ND,SW2 NA008,Alpha Wire,SPIRAL WRAP 0.16"" X 25' NATURAL,45,28,"12.65000","0","1","FIT® SW","Active","Spiral Wrap","Harness","0.160"" (4.06mm)","-","0.250"" (6.35mm)","Polyethylene (PE), Halogen Free","Natural","25.00' (7.62m)","0.045"" (1.14mm)","-60°C ~ 88°C","-","Abrasion Resistant","-","-","Solvent Resistant","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/t6f.pdf,//media.digikey.com/Photos/Techflex/MFG_ThermashieldT6.jpg,1030-1156-ND,T6F0.50SV,Techflex,SELF WRAP 1/2"" X 4' SILVER,96,0,"12.92000","0","1","ThermaShield® T6™","Active","Self Wrap","Split Flexible Tube","0.500"" (12.70mm)","-","-","Fiberglass, Aluminized, Halogen Free","Silver","4.00' (1.22m)","0.042"" (1.07mm)","-60°C ~ 255°C","Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","-","Adhesive Closure Strip, Chemical Resistant, Clean Cut","Non Flammable","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/t6f.pdf,//media.digikey.com/Photos/Techflex/MFG_ThermashieldT6.jpg,1030-1158-ND,T6F0.75SV,Techflex,SELF WRAP 3/4"" X 4' SILVER,76,0,"17.69000","0","1","ThermaShield® T6™","Active","Self Wrap","Split Flexible Tube","0.750"" (19.05mm)","-","-","Fiberglass, Aluminized, Halogen Free","Silver","4.00' (1.22m)","0.042"" (1.07mm)","-60°C ~ 255°C","Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","-","Adhesive Closure Strip, Chemical Resistant, Clean Cut","Non Flammable","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6n.pdf,//media.digikey.com/Photos/Techflex/MFG_F6N0_25BK.jpg,1030-1251-ND,F6N0.25BK25,Techflex,SELF WRAP 1/4"" X 25' BLACK,50,0,"19.78000","0","1","F6®","Active","Self Wrap","Split Flexible Tube","0.250"" (6.35mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black","25.00' (7.62m)","0.025"" (0.64mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Chemical Resistant, Clean Cut","UL94 V-0","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Spiral%20Wrap/SW43?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/SW43-BK008.jpg,ASW43-25-ND,SW43 BK008,Alpha Wire,SPIRAL WRAP 0.376"" X 25' BLACK,24,21,"27.63000","0","1","FIT® SW","Active","Spiral Wrap","Harness","0.376"" (9.55mm)","-","0.500"" (12.70mm)","Polyethylene (PE)","Black","25.00' (7.62m)","0.062"" (1.57mm)","-66°C ~ 88°C","-","-","Moisture Resistant","UV Resistant","-","-","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Spiral%20Wrap/SW21?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/SW-Natural%20Series.jpg,ASW21-25-ND,SW21 NA008,Alpha Wire,SPIRAL WRAP 1/5"" X 25' NATURAL,68,0,"32.96000","0","1","FIT® SW","Active","Spiral Wrap","Harness","0.200"" (5.08mm)","-","0.250"" (6.35mm)","Nylon","Natural","25.00' (7.62m)","0.025"" (0.64mm)","-40°C ~ 121°C","-","Abrasion Resistant","-","-","Self Extinguishing","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6n.pdf,//media.digikey.com/Photos/Techflex/MFG_F6N0_75BK.jpg,1030-1254-ND,F6N0.75BK25,Techflex,SELF WRAP 3/4"" X 25' BLACK,15,0,"34.43000","0","1","F6®","Active","Self Wrap","Split Flexible Tube","0.750"" (19.05mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black","25.00' (7.62m)","0.025"" (0.64mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Chemical Resistant, Clean Cut","UL94 V-0","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/DT2005100SER.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/2xxP9C.jpg,1436-1332-ND,2NFP9C,HellermannTyton,SPIRAL WRAP 1/4"" X 100' NATURAL,10,0,"34.86000","0","1","-","Active","Spiral Wrap","Harness","-","2.000"" (50.80mm)","0.250"" (6.35mm)","Polyethylene (PE)","Natural","100' (30.48m)","0.045"" (1.14mm)","-60°C ~ 88°C","-","Abrasion Resistant","-","-","Chemical Resistant, Solvent Resistant","-","-"
