Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Number of Cable Pairs","Diameter - Inside","Length - Overall","Sheath Opening","Features"
http://multimedia.3m.com/mws/media/806883O/slic-aerial-closures-and-terminals-brochure.pdf,-,SLIC-2.6X29-4460S-ND,SLIC-2.6X29-4460S,3M,WIRE SPLICE AERIAL CLOSURE 200PR,0,0,"62.00000","0","1","SLiC™","Active","Aerial Closure, Free-Breathing","200 Pairs @ 24-26 AWG","2.600"" (66.04mm)","29.00"" (736.6mm)","17.00"" (431.8mm)","Shield Bond Assembly 4460, Rubber End Seals"
http://multimedia.3m.com/mws/media/806883O/slic-aerial-closures-and-terminals-brochure.pdf,-,SLIC-3.6X33-ND,SLIC-3.6X33,3M,WIRE SPLICE AERIAL CLOSURE 400PR,0,0,"62.22000","0","1","SLiC™","Active","Aerial Closure, Free-Breathing","400 Pairs @ 24-26 AWG","3.600"" (91.44mm)","33.00"" (838.2mm)","21.00"" (533.4mm)","Floating Bond, Rubber End Seals"
http://multimedia.3m.com/mws/media/806883O/slic-aerial-closures-and-terminals-brochure.pdf,-,SLIC-2.6X29-BA/SES-ND,SLIC-2.6X29-BA/SES,3M,WIRE SPLICE AERIAL CLOSURE 200PR,0,0,"62.44000","0","4","SLiC™","Active","Aerial Closure, Free-Breathing","200 Pairs @ 24-26 AWG","2.600"" (66.04mm)","29.00"" (736.6mm)","17.00"" (431.8mm)","Shield Bond Assembly 4462, Spiral End Seals"
http://multimedia.3m.com/mws/media/806883O/slic-aerial-closures-and-terminals-brochure.pdf,-,SLIC-2.6X29-BA-ND,SLIC-2.6X29-BA,3M,WIRE SPLICE AERIAL CLOSURE 200PR,0,0,"62.61000","0","4","SLiC™","Active","Aerial Closure, Free-Breathing","200 Pairs @ 24-26 AWG","2.600"" (66.04mm)","29.00"" (736.6mm)","17.00"" (431.8mm)","Shield Bond Assembly 4462, Rubber End Seals"
http://multimedia.3m.com/mws/media/806883O/slic-aerial-closures-and-terminals-brochure.pdf,-,SLIC-2.2X19-SR/SES-ND,SLIC-2.2X19-SR/SES,3M,WIRE SPLICE AERIAL CLOSURE 100PR,0,0,"62.90000","0","1","SLiC™","Active","Aerial Closure, Free-Breathing","100 Pairs @ 24-26 AWG","2.200"" (55.88mm)","19.00"" (482.6mm)","14.00"" (355.6mm)","Rigid Bond/Sheath Protection, Spiral End Seals"
-,-,3M4604-ND,4604,3M,WIRE SPLICE BURIED CLOSURE 100PR,0,0,"67.62000","0","15","-","Active","Buried Closure Splice Kit, Re-Enterable","100 Pairs","0.500"" ~ 1.100"" (12.70mm ~ 27.94mm)","22.52"" (572.0mm)","-","-"
http://multimedia.3m.com/mws/media/806883O/slic-aerial-closures-and-terminals-brochure.pdf,-,SLIC-2.6X29-SR/SES-ND,SLIC-2.6X29-SR/SES,3M,WIRE SPLICE AERIAL CLOSURE 200PR,0,0,"68.09000","0","1","SLiC™","Active","Aerial Closure, Free-Breathing","200 Pairs @ 24-26 AWG","2.600"" (66.04mm)","29.00"" (736.6mm)","17.00"" (431.8mm)","Rigid Bond/Sheath Protection, Spiral End Seals"
-,-,4604-E-ND,4604-E,3M,WIRE SPLICE BURIED CLOSURE 100PR,0,0,"69.79000","0","15","-","Active","Buried Closure Splice Kit, Re-Enterable","100 Pairs","0.500"" ~ 1.100"" (12.70mm ~ 27.94mm)","22.50"" (571.5mm)","-","-"
-,//media.digikey.com/Photos/3M%20Photos/MFG_BBxXxx.jpg,BB4X12-SB/2DC-LHS-ND,BB4X12-SB/2DC-LHS,3M,WIRE SPLICE BURIED CLS 150/200PR,0,0,"69.97000","0","1","Better Buried","Active","Buried Closure Splice Kit, Re-Enterable","150 Pairs @ 22 AWG, 200 Pairs @ 24 AWG","4.000"" (101.60mm)","16.00"" (406.4mm)","17.00"" (431.8mm)","-"
http://multimedia.3m.com/mws/media/806883O/slic-aerial-closures-and-terminals-brochure.pdf,-,SLIC-3.6X33-BA/SES-ND,SLIC-3.6X33-BA/SES,3M,WIRE SPLICE AERIAL CLOSURE 400PR,0,0,"71.01000","0","4","SLiC™","Active","Aerial Closure, Free-Breathing","400 Pairs @ 24-26 AWG","3.600"" (91.44mm)","33.00"" (838.2mm)","21.00"" (533.4mm)","Shield Bond Assembly 4462, Spiral End Seals"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=E157&DocType=DS&DocLang=English,-,C76897-000-ND,C76897-000,TE Connectivity Raychem Cable Protection,WIRE SPLICE WRAP AROUND COVER,0,0,"73.20000","0","24","GelWrap","Active","Wrap Around Splice Cover","-","0.800"" ~ 1.500"" (20.32mm ~ 38.10mm)","14.00"" (355.0mm)","-","PowerGel Sealing Gel"
http://multimedia.3m.com/mws/media/806883O/slic-aerial-closures-and-terminals-brochure.pdf,-,SLIC-3.6X33-4460S-ND,SLIC-3.6X33-4460S,3M,WIRE SPLICE AERIAL CLOSURE 400PR,0,0,"74.36000","0","1","SLiC™","Active","Aerial Closure, Free-Breathing","400 Pairs @ 24-26 AWG","3.600"" (91.44mm)","33.00"" (838.2mm)","21.00"" (533.4mm)","Shield Bond Assembly 4460, Rubber End Seals"
-,-,85-16-ND,85-16,3M,MULTI-MOLD,0,0,"74.48000","0","1","*","Active","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/806883O/slic-aerial-closures-and-terminals-brochure.pdf,-,SLIC-3.6X33-BA-ND,SLIC-3.6X33-BA,3M,WIRE SPLICE AERIAL CLOSURE 400PR,0,0,"75.10500","0","4","SLiC™","Active","Aerial Closure, Free-Breathing","400 Pairs @ 24-26 AWG","3.600"" (91.44mm)","33.00"" (838.2mm)","21.00"" (533.4mm)","Shield Bond Assembly 4462, Rubber End Seals"
-,-,3-DS-24-BB-ND,3-DS-24-BB,3M,3""X24"" BB SPLIT SLEEVE,0,0,"76.25600","0","10","*","Active","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_GRDS1-X.JPG,298-17041-ND,GRDS12-X,Panduit Corp,WIRE SPLICE DRIVING SLEEVE,4,0,"77.35000","0","1","-","Active","Driving Sleeve","-","0.500"" (12.70mm)","6.00"" (152.4mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773872-1_raychem-tooling&DocType=DS&DocLang=English,-,UWCS-2U/7.6-ND,UWCS-2U/7.6,"TE Connectivity Aerospace, Defense and Marine",WIRE SPLICE UNDERWATER KIT,0,0,"77.56214","0","28","-","Active","Underwater Splice Kit","-","-","-","-","-"
http://multimedia.3m.com/mws/media/806883O/slic-aerial-closures-and-terminals-brochure.pdf,-,SLIC-3.6X33-SR/RES-ND,SLIC-3.6X33-SR/RES,3M,WIRE SPLICE AERIAL CLOSURE 400PR,0,0,"78.44000","0","1","SLiC™","Active","Aerial Closure, Free-Breathing","400 Pairs @ 24-26 AWG","3.600"" (91.44mm)","33.00"" (838.2mm)","21.00"" (533.4mm)","Sheath Retention, Rubber End Seals"
http://multimedia.3m.com/mws/media/806883O/slic-aerial-closures-and-terminals-brochure.pdf,-,SLIC-3.6X33-SR/SES-ND,SLIC-3.6X33-SR/SES,3M,WIRE SPLICE AERIAL CLOSURE 400PR,0,0,"78.44000","0","1","SLiC™","Active","Aerial Closure, Free-Breathing","400 Pairs @ 24-26 AWG","3.600"" (91.44mm)","33.00"" (838.2mm)","21.00"" (533.4mm)","Rigid Bond/Sheath Protection, Spiral End Seals"
https://www.cablejoints.co.uk/upload/3M_M20_Cable_Repair_Kit_40_63mm_Diameter.pdf,-,3MM-20-ND,M-20,3M,WIRE SPLICE CABLE KIT,0,0,"86.02000","0","1","-","Active","Cable Splice Kit","-","-","-","-","Flame Retardant"
-,//media.digikey.com/Photos/3M%20Photos/MFG_BBxXxx.jpg,BB3X12-SB/2DC-LHS-ND,BB3X12-SB/2DC-LHS,3M,WIRE SPLICE BURIED CLOS 75/100PR,0,0,"89.47000","0","1","Better Buried","Active","Buried Closure Splice Kit, Re-Enterable","75 Pairs, 100 Pairs","3.000"" (76.20mm)","16.00"" (406.4mm)","17.00"" (431.8mm)","-"
-,-,4604GW-ND,4604GW,3M,PST GEL WRAP PEDESTAL CLSR KIT,0,0,"97.37600","0","15","*","Active","-","-","-","-","-","-"
http://solutions.3mschweiz.ch/3MContentRetrievalAPI/BlobServlet?locale=de_CH&lmd=1294914542000&assetId=1273675066989&assetType=MMM_Image&blobAttribute=ImageFile,-,FSC3X12S/CC-W/O-HIGHGEL-ND,FSC3X12S/CC-W/O-HIGHGEL,3M,WIRE SPLICE BURIED CLOS 75/100PR,0,0,"99.28000","0","1","-","Active","Buried Closure Splice Kit, Re-Enterable","75 Pairs @ 24 AWG, 100 Pairs @ 24 AWG","2.000"" (50.80mm)","21.50"" (546.1mm)","10.00"" (254.0mm)","Scotchlok Connectors"
-,-,FST48-ND,FST48,Panduit Corp,HD FUSION SPLICE TRAY KIT,0,0,"101.06000","0","1","-","Active","-","-","-","-","-","-"
-,-,4606-ND,4606,3M,WIRE SPLICE BURIED CLOSURE 300PR,0,0,"101.55000","0","9","-","Active","Buried Closure Splice Kit, Re-Enterable","300 Pairs","0.900"" ~ 1.600"" (22.86mm ~ 240.64mm)","22.52"" (572.0mm)","-","-"
-,-,PEAK-PWK-A-ND,PEAK-PWK-A,3M,PRESSURE WRAP KIT FOR USE WITH A,0,0,"104.70000","0","1","-","Active","-","-","-","-","-","-"
-,-,4606-E-ND,4606-E,3M,REENTERABLE PST DOME CLOSURE,0,0,"108.45000","0","9","*","Active","-","-","-","-","-","-"
https://www.cablejoints.co.uk/upload/3M_M20_Cable_Repair_Kit_40_63mm_Diameter.pdf,-,M-30-ND,M-30,3M,WIRE SPLICE CABLE KIT,0,0,"109.29000","0","1","-","Active","Cable Splice Kit","-","-","-","-","Flame Retardant"
-,-,FDTC-08M-COUPLINGTRAY-4SCUPC-ND,FDTC-08M-COUPLINGTRAY-4SCUPC,3M,COUPLING TRAY 4 SC UPC PIGS,0,0,"109.94000","0","1","*","Active","-","-","-","-","-","-"
-,-,4636XL-ND,4636XL,3M,PEDESTAL SPLICE CLOSURE KIT,0,0,"111.89400","0","5","*","Active","-","-","-","-","-","-"
-,-,FST144R-ND,FST144R,Panduit Corp,TRAY FOR RIBBON FIBER SPLICING,0,0,"114.85000","0","1","-","Active","-","-","-","-","-","-"
http://solutions.3mschweiz.ch/3MContentRetrievalAPI/BlobServlet?locale=de_CH&lmd=1294914542000&assetId=1273675066989&assetType=MMM_Image&blobAttribute=ImageFile,-,R-3-ND,R-3,3M,WIRE SPLICE AERIAL CLOSURE 300PR,0,0,"116.83200","0","10","-","Active","Aerial Closure","300 Pairs @ 24 AWG","3.000"" (76.20mm)","24.00"" (609.6mm)","-","Flame Retardant"
http://multimedia.3m.com/mws/media/42397O/3838-pst-gel-buried-service-wire-splice-kit.pdf,//media.digikey.com/photos/3M%20Photos/3838-PST^GEL.JPG,3M9046-ND,3838-PST/GEL,3M,WIRE SPLICE BURIED CLOSURE 6PAIR,0,0,"117.81000","0","1","-","Active","Buried Closure Splice Kit","6 Pairs","1.800"" (45.72mm)","5.98"" (152.0mm)","-","High Gel"
http://multimedia.3m.com/mws/media/806883O/slic-aerial-closures-and-terminals-brochure.pdf,-,SLIC-5.6X33-BA-ND,SLIC-5.6X33-BA,3M,WIRE SPLICE AERIAL CLOSUR 1200PR,0,0,"118.42000","0","1","SLiC™","Active","Aerial Closure, Free-Breathing","1200 Pairs @ 26 AWG","5.600"" (142.24mm)","33.00"" (838.2mm)","21.00"" (533.4mm)","Shield Bond Assembly 4462, Rubber End Seals"
http://multimedia.3m.com/mws/media/806883O/slic-aerial-closures-and-terminals-brochure.pdf,-,SLIC-5.6X33-SR/SES-ND,SLIC-5.6X33-SR/SES,3M,WIRE SPLICE AERIAL CLOSUR 1200PR,0,0,"137.90000","0","1","SLiC™","Active","Aerial Closure, Free-Breathing","1200 Pairs @ 26 AWG","5.600"" (142.24mm)","33.00"" (838.2mm)","21.00"" (533.4mm)","Rigid Bond/Sheath Protection, Spiral End Seals"
-,-,2Z2AAA-510-ND,2Z2AAA-510,3M,WIRE SPLICE ENCLOSUR SYS 300PAIR,0,0,"138.33000","0","1","-","Active","Enclosure System, Installed Sealing Gasket","300 Pairs","1.614"" (41.00mm)","16.50"" (419.0mm)","-","-"
-,-,PEAK-PWK-C-ND,PEAK-PWK-C,3M,PRESSURE WRAP KIT FOR USE WITH C,0,0,"140.42000","0","1","-","Active","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/806883O/slic-aerial-closures-and-terminals-brochure.pdf,-,SLIC-5.6X33-SR/RES-ND,SLIC-5.6X33-SR/RES,3M,WIRE SPLICE AERIAL CLOSUR 1200PR,0,0,"142.80000","0","1","SLiC™","Active","Aerial Closure, Free-Breathing","1200 Pairs @ 26 AWG","5.600"" (142.24mm)","33.00"" (838.2mm)","21.00"" (533.4mm)","Sheath Retention, Rubber End Seals"
-,-,4608-E-ND,4608-E,3M,REENTERABLE PST DOME CLOSURE,0,0,"148.64800","0","5","*","Active","-","-","-","-","-","-"
https://multimedia.3m.com/mws/media/572356O/fiber-optic-splice-closure-2178-family-brochure.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2178-XSB.jpg,2178-XSB-ND,2178-XSB,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"150.50000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","14.57"" (370.0mm)","-","2 Ground Plugs, Fiber Optic Splices"
-,-,3M4608-ND,4608,3M,WIRE SPLICE BURIED CLOSURE 600PR,0,0,"150.89000","0","5","-","Active","Buried Closure Splice Kit, Re-Enterable","600 Pairs","1.400"" ~ 2.500"" (35.56mm ~ 63.50mm)","23.50"" (596.9mm)","-","-"
http://solutions.3mschweiz.ch/3MContentRetrievalAPI/BlobServlet?locale=de_CH&lmd=1294914542000&assetId=1273675066989&assetType=MMM_Image&blobAttribute=ImageFile,-,50AA3P-510-ND,50AA3P-510,3M,WIRE SPLICE ENCLOSUR SYS 100PAIR,0,0,"153.15000","0","1","50P","Active","Enclosure System, Installed Sealing Gasket","100 Pairs @ 24-26 AWG","2.000"" (50.80mm)","21.50"" (546.1mm)","13.00"" (330.2mm)","-"
http://multimedia.3m.com/mws/media/806883O/slic-aerial-closures-and-terminals-brochure.pdf,-,530-MT/SES-ND,530-MT/SES,3M,SLIC AERIAL TERMINAL WITH SPIRAL,0,0,"153.37000","0","1","SLiC™","Active","-","-","-","-","-","-"
http://solutions.3mschweiz.ch/3MContentRetrievalAPI/BlobServlet?locale=de_CH&lmd=1294914542000&assetId=1273675066989&assetType=MMM_Image&blobAttribute=ImageFile,//media.digikey.com/Photos/3M%20Photos/MFG_BBxXxx.jpg,BB5X26CC-SB/2SC-LHS-ND,BB5X26CC-SB/2SC-LHS,3M,WIRE SPLICE BURIED CLS 300/600PR,0,0,"154.51000","0","1","Better Buried","Active","Buried Closure Splice Kit, Re-Enterable","300 Pairs @ 22 AWG, 600 Pairs @ 24 AWG","5.000"" (127.00mm)","30.00"" (762.0mm)","19.00"" (482.6mm)","-"
-,-,319-MX-10/SES-ND,319-MX-10/SES,3M,SLIC AERIAL TERMINAL 319-MX-10/S,0,0,"155.62500","0","4","SLiC™","Active","-","-","-","-","-","-"
https://multimedia.3m.com/mws/media/357574O/3m-fiber-outside-plant-closures-trays-accessories-catalog.pdf,-,2178-XSB-EG-0T-ND,2178-XSB-EG-0T,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"159.24000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","14.57"" (370.0mm)","-","External Ground, Fiber Optic Splices"
https://www.cablejoints.co.uk/upload/3M_M20_Cable_Repair_Kit_40_63mm_Diameter.pdf,-,M-40-ND,M-40,3M,WIRE SPLICE CABLE KIT,0,0,"163.95000","0","1","-","Active","Cable Splice Kit","-","-","-","-","Flame Retardant"
http://solutions.3mschweiz.ch/3MContentRetrievalAPI/BlobServlet?locale=de_CH&lmd=1294914542000&assetId=1273675066989&assetType=MMM_Image&blobAttribute=ImageFile,-,50B3P-510-ND,50B3P-510,3M,WIRE SPLICE ENCLOSURE 300/400PR,0,0,"164.06000","0","1","50/51P","Active","Enclosure System, Installed Sealing Gasket","300 Pairs @ 24 AWG, 400 Pairs @ 26 AWG","3.250"" (82.55mm)","28.50"" (723.9mm)","19.00"" (482.6mm)","-"
http://solutions.3mschweiz.ch/3MContentRetrievalAPI/BlobServlet?locale=de_CH&lmd=1294914542000&assetId=1273675066989&assetType=MMM_Image&blobAttribute=ImageFile,//media.digikey.com/Photos/3M%20Photos/MFG_BBxXxx.jpg,BB6X26CC-SB/2DC-LHS-ND,BB6X26CC-SB/2DC-LHS,3M,WIRE SPLICE BURIED CLS 400/900PR,0,0,"168.66000","0","1","Better Buried","Active","Buried Closure Splice Kit, Re-Enterable","400 Pairs @ 22 AWG, 900 Pairs @ 24 AWG","6.000"" (152.40mm)","30.00"" (762.0mm)","19.00"" (482.6mm)","-"
https://multimedia.3m.com/mws/media/572356O/fiber-optic-splice-closure-2178-family-brochure.pdf,-,2178-XSB-B-02-01G-00N-0N-ND,2178-XSB-B-02-01G-00N-0N,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"172.86000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","14.57"" (370.0mm)","-","2 Cable Entry Kits, 2532 Splice Tray, Fiber Optic Splices"
http://multimedia.3m.com/mws/media/806883O/slic-aerial-closures-and-terminals-brochure.pdf,-,530-PI-5-TR/SES-ND,530-PI-5-TR/SES,3M,SLIC AERIAL TERMINALS WITH DUAL,0,0,"177.44000","0","1","SLiC™","Active","-","-","-","-","-","-"
https://multimedia.3m.com/mws/media/357574O/3m-fiber-outside-plant-closures-trays-accessories-catalog.pdf,-,2178-XSB-EG-1T-ND,2178-XSB-EG-1T,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"177.68000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","14.57"" (370.0mm)","-","2527 Splice Tray, External Ground, Fiber Optic Splices"
https://multimedia.3m.com/mws/media/572356O/fiber-optic-splice-closure-2178-family-brochure.pdf,-,2178-XSB-B-02-01G-30N-0N-ND,2178-XSB-B-02-01G-30N-0N,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"189.62000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","14.57"" (370.0mm)","-","2 Cable Entry Kits, 3 Ground Plugs, 2532 Splice Tray, Fiber Optic Splices"
http://solutions.3mschweiz.ch/3MContentRetrievalAPI/BlobServlet?locale=de_CH&lmd=1294914542000&assetId=1273675066989&assetType=MMM_Image&blobAttribute=ImageFile,-,R-5-ND,R-5,3M,WIRE SPLICE AERIAL CLOSURE 900PR,0,0,"191.82000","0","1","-","Active","Aerial Closure","900 Pairs @ 24 AWG","5.000"" (127.00mm)","26.00"" (660.4mm)","-","Flame Retardant"
-,-,PEAK-B2E-ND,PEAK-B2E,3M,PEAK ENDPLATE KIT,0,0,"193.87000","0","1","-","Active","-","-","-","-","-","-"
https://multimedia.3m.com/mws/media/357574O/3m-fiber-outside-plant-closures-trays-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2178-XSB-EG-1T-6PGA.jpg,2178-XSB-EG-1T-6PGA-ND,2178-XSB-EG-1T-6PGA,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"194.04000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","14.57"" (370.0mm)","-","2527 Splice Tray, 6PGA Grommet, External Ground, Fiber Optic Splices"
-,-,FDTC-08M-E-00N-00N-A-ND,FDTC-08M-E-00N-00N-A,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"194.61000","0","1","-","Active","Enclosure System, Installed Sealing Gasket","-","-","15.20"" (386.1mm)","-","Dome Latching System"
https://multimedia.3m.com/mws/media/357574O/3m-fiber-outside-plant-closures-trays-accessories-catalog.pdf,-,2178-XSB-EG-2T-ND,2178-XSB-EG-2T,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"196.13000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","14.57"" (370.0mm)","-","2-2527 Splice Trays, External Ground, Fiber Optic Splices"
http://solutions.3mschweiz.ch/3MContentRetrievalAPI/BlobServlet?locale=de_CH&lmd=1294914542000&assetId=1273675066989&assetType=MMM_Image&blobAttribute=ImageFile,//media.digikey.com/Photos/3M%20Photos/MFG_BBxXxx.jpg,BB7X26CC-SB/2DC-LHS-ND,BB7X26CC-SB/2DC-LHS,3M,WIRE SPLIC BURIED CLS 600/1200PR,0,0,"202.31000","0","1","Better Buried","Active","Buried Closure Splice Kit, Re-Enterable","600 Pairs @ 22 AWG, 1200 Pairs @ 24 AWG","7.000"" (177.80mm)","30.00"" (762.0mm)","19.00"" (482.6mm)","-"
-,-,4608GW-ND,4608GW,3M,WIRE SPLICE BURIED CLOSURE,0,0,"209.14600","0","5","-","Active","Buried Closure Splice Kit, Re-Enterable","-","5.300"" (134.62mm)","23.50"" (596.9mm)","-","Dome Latching System"
-,-,FDTC-08M-E-00N-01C-A-DS-ND,FDTC-08M-E-00N-01C-A-DS,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"211.32000","0","1","-","Active","Enclosure System, Installed Sealing Gasket","-","-","15.20"" (386.1mm)","-","Dome Latching System"
-,-,FDTC-10S-COUPLINGTRAY-6SCAPC-ND,FDTC-10S-COUPLINGTRAY-6SCAPC,3M,COUPLING TRAY,0,0,"212.18000","0","1","*","Active","-","-","-","-","-","-"
-,-,SLFC-533-TS-1A-ND,SLFC-533-TS-1A,3M,SLIC FIBER AERIAL CLOSURE 533,0,0,"212.34000","0","1","SLiC™","Active","-","-","-","-","-","-"
http://solutions.3mschweiz.ch/3MContentRetrievalAPI/BlobServlet?locale=de_CH&lmd=1294914542000&assetId=1273675066989&assetType=MMM_Image&blobAttribute=ImageFile,-,50C3P-510-ND,50C3P-510,3M,WIRE SPLICE ENCLOSURE 600/900PR,0,0,"218.10000","0","1","50/51P","Active","Enclosure System, Installed Sealing Gasket","600 Pairs @ 24 AWG, 900 Pairs @ 26 AWG","4.500"" (114.30mm)","28.50"" (723.9mm)","19.00"" (482.6mm)","-"
https://multimedia.3m.com/mws/media/357574O/3m-fiber-outside-plant-closures-trays-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2178-XLB.jpg,2178-XLB-EG-0T-ND,2178-XLB-EG-0T,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"218.12000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","26.97"" (685.0mm)","-","External Ground, Fiber Optic Splices"
-,//media.digikey.com/Photos/3M%20Photos/MFG_FDC-08M-A-NxN.jpg,FDC-08M-A-N0N-02B-A-ND,FDC-08M-A-N0N-02B-A,3M,WIRE SPLICE AERIAL CLOSURE,0,0,"220.29000","0","1","-","Active","Aerial Closure","-","-","15.20"" (386.1mm)","-","Dome Latching System"
https://multimedia.3m.com/mws/media/572356O/fiber-optic-splice-closure-2178-family-brochure.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2178-XLB.jpg,2178-XLB-B-02-01G-00N-ND,2178-XLB-B-02-01G-00N,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"223.46000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","26.97"" (685.0mm)","-","2 Cable Entry Kits, 2532 Splice Tray, Fiber Optic Splices"
-,//media.digikey.com/Photos/3M%20Photos/MFG_FDC-08M-A-NxN.jpg,FDC-08M-A-N1N-01C-A-ND,FDC-08M-A-N1N-01C-A,3M,WIRE SPLICE AERIAL CLOSURE,0,0,"233.40000","0","1","-","Active","Aerial Closure","-","-","15.20"" (386.1mm)","-","Dome Latching System"
-,//media.digikey.com/Photos/3M%20Photos/MFG_BRCP-HD-192-IDC.jpg,BRCP-HD-192-IDC-ND,BRCP-HD-192-IDC,3M,BLOCK HIGH DENSITY IDC,0,0,"234.42000","0","1","*","Active","-","-","-","-","-","-"
https://multimedia.3m.com/mws/media/572356O/fiber-optic-splice-closure-2178-family-brochure.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2178-XLB.jpg,2178-XLB-B-02-01G-30N-0N-ND,2178-XLB-B-02-01G-30N-0N,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"242.85000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","26.97"" (685.0mm)","-","2 Cable Entry Kits, 3 Ground Plugs, 2532 Splice Tray, Fiber Optic Splices"
-,-,FDTC-08M-E-00N-01C-A-06-DANN-ND,FDTC-08M-E-00N-01C-A-06-DANN,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"244.55000","0","1","-","Active","Enclosure System, Installed Sealing Gasket","-","-","15.20"" (386.1mm)","-","Dome Latching System"
-,//media.digikey.com/Photos/3M%20Photos/MFG_FDC-08S.jpg,FDC-08S-B-N00-01A-N-ND,FDC-08S-B-N00-01A-N,3M,WIRE SPLICE AERIAL CLOSURE,0,0,"245.10000","0","1","-","Active","Aerial Closure","-","-","21.20"" (538.5mm)","-","Dome Latching System"
http://solutions.3mschweiz.ch/3MContentRetrievalAPI/BlobServlet?locale=de_CH&lmd=1294914542000&assetId=1273675066989&assetType=MMM_Image&blobAttribute=ImageFile,-,50D3P-510-ND,50D3P-510,3M,WIRE SPLICE ENCLOSUR 1200/1500PR,0,0,"255.77000","0","1","50P","Active","Enclosure System, Installed Sealing Gasket","1200 Pairs, 1500 Pairs @ 24 AWG-26 AWG","6.250"" (158.75mm)","28.50"" (723.9mm)","19.00"" (482.6mm)","-"
https://multimedia.3m.com/mws/media/572356O/fiber-optic-splice-closure-2178-family-brochure.pdf,-,2178-S-2172-ND,2178-S-2172,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"277.34000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","21.89"" (556.0mm)","-","2 Ground Plugs, Fiber Optic Splices, 2172 Strength Member Clamp"
https://multimedia.3m.com/mws/media/572356O/fiber-optic-splice-closure-2178-family-brochure.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2178-S.jpg,3M158661-ND,2178-S,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"283.05000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","21.89"" (556.0mm)","-","2 Ground Plugs, Fiber Optic Splices"
-,//media.digikey.com/Photos/3M%20Photos/MFG_FDC-08S.jpg,FDC-08S-B-N00-02B-E-ND,FDC-08S-B-N00-02B-E,3M,WIRE SPLICE AERIAL CLOSURE,0,0,"291.63000","0","1","-","Active","Aerial Closure","-","-","21.20"" (538.5mm)","-","Dome Latching System"
http://multimedia.3m.com/mws/media/357574O/3m-fiber-outside-plant-closures-trays-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2178-S.jpg,2178-S/4LUG-ND,2178-S/4LUG,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"295.83000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","21.89"" (556.0mm)","-","4 Ground Plugs, Fiber Optic Splices"
http://solutions.3mschweiz.ch/3MContentRetrievalAPI/BlobServlet?locale=de_CH&lmd=1294914542000&assetId=1273675066989&assetType=MMM_Image&blobAttribute=ImageFile,-,R-7-ND,R-7,3M,WIRE SPLICE AERIAL CLOSUR 1800PR,0,0,"301.44000","0","1","-","Active","Aerial Closure","1800 Pairs @ 24 AWG","7.000"" (177.80mm)","26.00"" (660.4mm)","-","Flame Retardant"
