Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Bushing, Grommet Type","For Use With/Related Products","Panel Thickness","Panel Cutout Dimensions","Diameter - Inside","Features","Material","Color","Material Flammability Rating"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSB.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/PGSB-30.JPG,RPC4656-ND,PGSB-39,Essentra Components,BUSHING 1.312"" NYLON BLACK,4706,0,"0.81000","0","1","PGSB","Active","Bushing","Cable, Wires","0.031"" ~ 0.125"" (0.79mm ~ 3.18mm)","Circular - 1.500"" (38.10mm)","1.312"" (33.32mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSB.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/PGSB-30.JPG,RPC3159-ND,PGSB-37,Essentra Components,BUSHING 1.062"" NYLON BLACK,3538,0,"0.81000","0","1","PGSB","Active","Bushing","Cable, Wires","0.031"" ~ 0.125"" (0.79mm ~ 3.18mm)","Circular - 1.500"" (38.10mm)","1.062"" (26.97mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/GRO.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GROxxxxxxA.JPG,RPC4106-ND,GRO062041A,Essentra Components,GROMMET 0.500"" PVC BLACK,7580,0,"0.82000","0","1","GRO","Active","Grommet","Cable, Wires","0.047"" (1.19mm)","Circular - 0.625"" (15.88mm)","0.500"" (12.70mm)","Weather Resistant","Poly-Vinyl Chloride (PVC)","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSB.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/PGSB-30.JPG,RPC3160-ND,PGSB-38,Essentra Components,BUSHING 1.125"" NYLON BLACK,2066,0,"0.82000","0","1","PGSB","Active","Bushing","Cable, Wires","0.031"" ~ 0.125"" (0.79mm ~ 3.18mm)","Circular - 1.500"" (38.10mm)","1.125"" (28.58mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4049-ND,GR3134A,Essentra Components,GROMMET 0.563"" RUBBER BLACK,1581,0,"0.82000","0","1","GR","Active","Grommet","Cable, Wires","0.188"" (4.78mm)","Circular - 0.813"" (20.65mm)","0.563"" (14.30mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/QFG.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_QFG-xxxxx.jpg,RPC4747-ND,QFG-16203,Essentra Components,GROMMET 0.390"" ELASTOMER BLACK,1536,0,"0.84000","0","1","QFG","Active","Grommet","Cable, Wires","0.060"" (1.52mm)","Circular - 0.550"" (13.97mm)","0.390"" (9.91mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/22MP08710.jpg,RPC7231-ND,22MP11815,Essentra Components,"SNAP IN BUSHING, BLACK, HS NYLON",10000,0,"0.86000","0","1","MicroPlastics","Active","Bushing","Cable, Wires","0.125"" (3.18mm)","Circular - 1.187"" (30.15mm)","0.937"" (23.80mm)","-","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4047-ND,GR3131A,Essentra Components,GROMMET 0.438"" RUBBER BLACK,2822,0,"0.87000","0","1","GR","Active","Grommet","Cable, Wires","0.188"" (4.78mm)","Circular - 0.688"" (17.48mm)","0.438"" (11.13mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_GRD1062061PA.jpg,RPC6083-ND,GRD1062061PA,Essentra Components,DIAPHRAGM GROMMET - TWO SIDED CU,9979,0,"0.88000","0","1","GRD","Active","Grommet","Cable, Wires","0.060"" (1.52mm)","Circular - 0.630"" (16.00mm)","0.433"" (11.00mm)","-","Poly-Vinyl Chloride (PVC)","Black","UL94 HB"
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1450244.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/ASB4A.JPG,RPC5604-ND,ASB4A,Essentra Components,"ARMOR BUSHING, 3/4 IN",4000,0,"0.88000","0","1","ASB","Active","Bushing, Split","Cable, Wires","-","-","1.000"" (25.40mm)","-","Polypropylene (PP)","Red","-"
http://www.essentracomponents.com.sg/images-line/pdfs/HG.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_HG-18.jpg,RPC4120-ND,HG-18,Essentra Components,GROMMET 0.500"" ELASTOMER BLACK,1971,0,"0.88000","0","1","HG","Active","Grommet","Cable, Wires","0.095"" (2.41mm)","Circular - 0.748"" (19.00mm)","0.500"" (12.70mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4021-ND,GR3033A,Essentra Components,GROMMET 0.375"" RUBBER BLACK,4681,0,"0.90000","0","1","GR","Active","Grommet","Cable, Wires","0.250"" (6.35mm)","Circular - 0.500"" (12.70mm)","0.375"" (9.52mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GRD1075061PA.jpg,RPC6085-ND,GRD1075061PA,Essentra Components,DIAPHRAGM GROMMET - TWO SIDED CU,2464,0,"0.96000","0","1","GRD","Active","Grommet","Cable, Wires","0.060"" (1.52mm)","Circular - 0.787"" (20.00mm)","0.610"" (15.49mm)","-","Poly-Vinyl Chloride (PVC)","Black","UL94 HB"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1323636.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_498xxx.jpg,RPC5537-ND,498061,Essentra Components,"OPEN HOLE GROMMET, PVC, 16.0 MM",1428,0,"0.96000","0","1","-","Active","Grommet","Edges, Irregular Holes","0.157"" (4.00mm)","Circular - 1.063"" (27.00mm)","0.630"" (16.00mm)","-","Poly-Vinyl Chloride (PVC)","Black","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/22MP15021.jpg,RPC6367-ND,22MP15021,Essentra Components,SNAP FIT BUSHING: 1.312 IN (33.3,29000,0,"0.97000","0","1","MicroPlastics","Active","Bushing","Cable, Wires","0.125"" (3.18mm)","Circular - 1.509"" (38.33mm)","1.312"" (33.32mm)","-","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4017-ND,GR3017A,Essentra Components,GROMMET 0.375"" RUBBER BLACK,4969,0,"0.97000","0","1","GR","Active","Grommet","Cable, Wires","0.125"" (3.18mm)","Circular - 0.531"" (13.49mm)","0.375"" (9.52mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GRD1062091PA.jpg,RPC6084-ND,GRD1062091PA,Essentra Components,DIAPHRAGM GROMMET - TWO SIDED CU,4745,0,"0.97000","0","1","GRD","Active","Grommet","Cable, Wires","0.094"" (2.39mm)","Circular - 0.630"" (16.00mm)","0.490"" (12.45mm)","-","Poly-Vinyl Chloride (PVC)","Black","UL94 HB"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4020-ND,GR3031A,Essentra Components,GROMMET 0.750"" RUBBER BLACK,1919,0,"0.97000","0","1","GR","Active","Grommet","Cable, Wires","0.063"" (1.60mm)","Circular - 1.063"" (27.00mm)","0.750"" (19.05mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/QFG.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_QFG-162xx.jpg,RPC3171-ND,QFG-16205,Essentra Components,GROMMET 0.550"" PVC BLACK,1464,0,"0.97000","0","1","QFG","Active","Grommet","Cable, Wires","0.060"" (1.52mm)","Circular - 0.710"" (18.03mm)","0.550"" (13.97mm)","-","Poly-Vinyl Chloride (PVC)","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4016-ND,GR3016A,Essentra Components,GROMMET 0.375"" RUBBER BLACK,6886,0,"0.99000","0","1","GR","Active","Grommet","Cable, Wires","0.125"" (3.18mm)","Circular - 0.500"" (12.70mm)","0.375"" (9.52mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4030-ND,GR3076A,Essentra Components,GROMMET 0.375"" RUBBER BLACK,4971,0,"0.99000","0","1","GR","Active","Grommet","Cable, Wires","0.063"" (1.60mm)","Circular - 0.625"" (15.88mm)","0.375"" (9.52mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GRD2043061PA.jpg,RPC6099-ND,GRD2100061PA,Essentra Components,DIAPHRAGM GROMMET - ONE SIDED CU,1849,0,"0.99000","0","1","GRD","Active","Grommet","Cable, Wires","0.060"" (1.52mm)","Circular - 1.000"" (25.40mm)","0.810"" (20.57mm)","-","Poly-Vinyl Chloride (PVC)","Black","UL94 HB"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4075-ND,GR3246A,Essentra Components,GROMMET 0.875"" RUBBER BLACK,1785,0,"1.00000","0","1","GR","Active","Grommet","Cable, Wires","0.141"" (3.58mm)","Circular - 1.188"" (30.18mm)","0.875"" (22.22mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/GR67M16A_Dwg.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR67MxxA.JPG,RPC4092-ND,GR67M16A,Essentra Components,GROMMET RUBBER GRAY,1641,0,"1.00000","0","1","GR67","Active","Grommet","Cable, Wires","0.039"" ~ 0.157"" (0.99mm ~ 3.99mm)","Circular - 0.650"" (16.51mm)","-","IP67 - Dust Tight, Waterproof","Ethylene Propylene Terpolymer Rubber (EPDM)","Gray","-"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSB.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/PGSB-30.JPG,RPC3161-ND,PGSB-40,Essentra Components,BUSHING 1.375"" NYLON BLACK,1443,0,"1.00000","0","1","PGSB","Active","Bushing","Cable, Wires","0.031"" ~ 0.125"" (0.79mm ~ 3.18mm)","Circular - 1.750"" (44.45mm)","1.375"" (34.93mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/GRD1075071PA.jpg,RPC6086-ND,GRD1075071PA,Essentra Components,DIAPHRAGM GROMMET - TWO SIDED CU,4063,0,"1.01000","0","1","GRD","Active","Grommet","Cable, Wires","0.080"" (2.03mm)","Circular - 0.750"" (19.05mm)","0.630"" (16.00mm)","-","Poly-Vinyl Chloride (PVC)","Black","UL94 HB"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_GR6743021A.jpg,RPC6080-ND,GR67464121A,Essentra Components,IP67 SEALING GROMMET GRAY .138,1127,0,"1.01000","0","1","GR67","Active","Grommet","Cable, Wires","0.020"" ~ 0.079"" (0.50mm ~ 2.00mm)","Circular - 0.492"" (12.50mm)","-","IP67 - Dust Tight, Waterproof","Ethylene Propylene Terpolymer Rubber (EPDM)","Gray","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23MP06L10.jpg,RPC7221-ND,23MP07K30,Essentra Components,"STRAIN RELIEF, ROUND CABLE, CABL",2992,0,"1.02000","0","1","MicroPlastics","Active","Bushing, Strain Relief","SJ, SJO, SJT","0.125"" (3.18mm)","Variable Size","Variable Size","-","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4071-ND,GR3209A,Essentra Components,GROMMET 0.375"" RUBBER BLACK,5362,0,"1.03000","0","1","GR","Active","Grommet","Cable, Wires","0.375"" (9.52mm)","Circular - 0.500"" (12.70mm)","0.375"" (9.52mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSB.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/PGSB-30.JPG,RPC4657-ND,PGSB-42,Essentra Components,BUSHING 1.750"" NYLON BLACK,2538,0,"1.03000","0","1","PGSB","Active","Bushing","Cable, Wires","0.031"" ~ 0.125"" (0.79mm ~ 3.18mm)","Circular - 2.000"" (50.80mm)","1.750"" (44.45mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/QFG.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_QFG-xxxxx.jpg,RPC4748-ND,QFG-16204,Essentra Components,GROMMET 0.470"" ELASTOMER BLACK,1088,0,"1.05000","0","1","QFG","Active","Grommet","Cable, Wires","0.060"" (1.52mm)","Circular - 0.630"" (16.00mm)","0.470"" (11.94mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GRS1030151A.jpg,RPC6131-ND,GRS1030151A,Essentra Components,"GROMMET SLEEVE,BLACK,PVC,.156 IN",4700,0,"1.06000","0","1","GRS","Active","Grommet, Sleeved","Cable, Wires","0.156"" (3.96mm)","Circular - 0.300"" (7.62mm)","0.240"" (6.10mm)","-","Poly-Vinyl Chloride (PVC)","Black","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/22MP15018.jpg,RPC6364-ND,22MP15018,Essentra Components,SNAP FIT BUSHING: 1.125 IN (28.6,14931,0,"1.07000","0","1","MicroPlastics","Active","Bushing","Cable, Wires","0.125"" (3.18mm)","Circular - 1.500"" (38.10mm)","1.125"" (28.58mm)","-","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/22MP13716.jpg,RPC6361-ND,22MP15017,Essentra Components,SNAP FIT BUSHING: 1.062 IN (27 M,7750,0,"1.07000","0","1","MicroPlastics","Active","Bushing","Cable, Wires","0.125"" (3.18mm)","Circular - 1.500"" (38.10mm)","1.062"" (26.97mm)","-","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4019-ND,GR3028A,Essentra Components,GROMMET 0.188"" RUBBER BLACK,2943,0,"1.07000","0","1","GR","Active","Grommet","Cable, Wires","0.188"" (4.78mm)","Circular - 0.375"" (9.53mm)","0.188"" (4.78mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_GRD1062061PA.jpg,RPC6089-ND,GRD1100091PA,Essentra Components,DIAPHRAGM GROMMET - TWO SIDED CU,1484,0,"1.08000","0","1","GRD","Active","Grommet","Cable, Wires","0.090"" (2.29mm)","Circular - 1.000"" (25.40mm)","0.750"" (19.05mm)","-","Poly-Vinyl Chloride (PVC)","Black","UL94 HB"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_GRD1062061PA.jpg,RPC6087-ND,GRD1075091PA,Essentra Components,DIAPHRAGM GROMMET - TWO SIDED CU,4984,0,"1.09000","0","1","GRD","Active","Grommet","Cable, Wires","0.090"" (2.29mm)","Circular - 0.750"" (19.05mm)","0.563"" (14.30mm)","-","Poly-Vinyl Chloride (PVC)","Black","UL94 HB"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_GRD1062061PA.jpg,RPC6088-ND,GRD1075121PA,Essentra Components,DIAPHRAGM GROMMET - TWO SIDED CU,2484,0,"1.09000","0","1","GRD","Active","Grommet","Cable, Wires","0.120"" (3.05mm)","Circular - 0.750"" (19.05mm)","0.610"" (15.49mm)","-","Poly-Vinyl Chloride (PVC)","Black","UL94 HB"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GRD2043061PA.jpg,RPC6094-ND,GRD2043061PA,Essentra Components,DIAPHRAGM GROMMET - ONE SIDED CU,9974,0,"1.10000","0","1","GRD","Active","Grommet","Cable, Wires","0.060"" (1.52mm)","Circular - 0.430"" (10.92mm)","0.315"" (8.00mm)","-","Poly-Vinyl Chloride (PVC)","Black","UL94 HB"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_GRD1062061PA.jpg,RPC6095-ND,GRD2050061PA,Essentra Components,DIAPHRAGM GROMMET - TWO SIDED CU,9390,0,"1.10000","0","1","GRD","Active","Grommet","Cable, Wires","0.060"" (1.52mm)","Circular - 0.490"" (12.45mm)","0.374"" (9.50mm)","-","Poly-Vinyl Chloride (PVC)","Black","UL94 HB"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4040-ND,GR3116A,Essentra Components,GROMMET 0.750"" RUBBER BLACK,1081,0,"1.10000","0","1","GR","Active","Grommet","Cable, Wires","0.250"" (6.35mm)","Circular - 1.063"" (27.00mm)","0.750"" (19.05mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_DG-10187.jpg,RPC3847-ND,DG-19426,Essentra Components,GROMMET 0.430"" PVC BLACK,3649,0,"1.12000","0","1","DG","Active","Grommet","Cable, Wires","0.060"" (1.52mm)","Circular - 0.630"" (16.00mm)","0.430"" (10.92mm)","-","Poly-Vinyl Chloride (PVC)","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4036-ND,GR3110A,Essentra Components,GROMMET 0.375"" RUBBER BLACK,2661,0,"1.12000","0","1","GR","Active","Grommet","Cable, Wires","0.250"" (6.35mm)","Circular - 0.625"" (15.88mm)","0.375"" (9.52mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4045-ND,GR3123A,Essentra Components,GROMMET 0.375"" RUBBER BLACK,2000,0,"1.12000","0","1","GR","Active","Grommet","Cable, Wires","0.375"" (9.52mm)","Circular - 0.563"" (14.30mm)","0.375"" (9.52mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4050-ND,GR3135A,Essentra Components,GROMMET 0.625"" RUBBER BLACK,1929,0,"1.12000","0","1","GR","Active","Grommet","Cable, Wires","0.188"" (4.78mm)","Circular - 0.875"" (22.22mm)","0.625"" (15.88mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/QFG.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_QFG-x.jpg,RPC4745-ND,QFG-1,Essentra Components,GROMMET HOLE FLEX BLK .787 HOLE,1951,0,"1.16000","0","1","QFG","Active","Grommet","Cable, Wires","0.138"" (3.51mm)","Circular - 0.728"" ~ 0.787"" (18.50mm ~ 20.00mm)","0.512"" (13.00mm)","-","Silicone Rubber","Black","-"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_DG-10187.jpg,RPC3846-ND,DG-15512,Essentra Components,GROMMET 0.630"" PVC BLACK,1780,0,"1.17000","0","1","DG","Active","Grommet","Cable, Wires","0.080"" (2.03mm)","Circular - 0.750"" (19.05mm)","0.630"" (16.00mm)","-","Poly-Vinyl Chloride (PVC)","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4022-ND,GR3035A,Essentra Components,GROMMET 0.375"" RUBBER BLACK,4943,0,"1.18000","0","1","GR","Active","Grommet","Cable, Wires","0.188"" (4.78mm)","Circular - 0.563"" (14.30mm)","0.375"" (9.52mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_GRD1062061PA.jpg,RPC6090-ND,GRD1125091PA,Essentra Components,DIAPHRAGM GROMMET - TWO SIDED CU,1990,0,"1.21000","0","1","GRD","Active","Grommet","Cable, Wires","0.090"" (2.29mm)","Circular - 1.260"" (32.00mm)","0.980"" (24.89mm)","-","Poly-Vinyl Chloride (PVC)","Black","UL94 HB"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/GRD1125151PA.jpg,RPC6091-ND,GRD1125151PA,Essentra Components,DIAPHRAGM GROMMET - TWO SIDED CU,1740,0,"1.21000","0","1","GRD","Active","Grommet","Cable, Wires","0.156"" (3.96mm)","Circular - 1.260"" (32.00mm)","1.000"" (25.40mm)","-","Poly-Vinyl Chloride (PVC)","Black","UL94 HB"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GRS20500x1A.jpg,RPC6134-ND,GRS2050121A,Essentra Components,"GROMMET SLEEVE,BLACK,PVC,.500 IN",1888,0,"1.23000","0","1","GRS","Active","Grommet, Sleeved","Cable, Wires","0.125"" (3.18mm)","Circular - 0.500"" (12.70mm)","0.375"" (9.52mm)","-","Poly-Vinyl Chloride (PVC)","Black","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GRD2043061PA.jpg,RPC6096-ND,GRD2062061PA,Essentra Components,DIAPHRAGM GROMMET - ONE SIDED CU,4925,0,"1.26000","0","1","GRD","Active","Grommet","Cable, Wires","0.060"" (1.52mm)","Circular - 0.630"" (16.00mm)","0.433"" (11.00mm)","-","Poly-Vinyl Chloride (PVC)","Black","UL94 HB"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_DG-10187.jpg,RPC3048-ND,DG-10187,Essentra Components,GROMMET 0.610"" PVC BLACK,1324,0,"1.27000","0","1","DG","Active","Grommet","Cable, Wires","0.060"" (1.52mm)","Circular - 0.790"" (20.07mm)","0.610"" (15.49mm)","-","Poly-Vinyl Chloride (PVC)","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4070-ND,GR3183A,Essentra Components,GROMMET 0.406"" RUBBER BLACK,1947,0,"1.28000","0","1","GR","Active","Grommet","Cable, Wires","0.375"" (9.52mm)","Circular - 0.625"" (15.88mm)","0.406"" (10.31mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/RxLx-C.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_R3Lx-C.jpg,RPC4762-ND,R3L2-C,Essentra Components,GROMMET SPLIT 0.188"" NYLON WHITE,2815,0,"1.30000","0","1","-","Active","Grommet, Split","Cable, Wires","0.072"" ~ 0.135"" (1.83mm ~ 3.43mm)","-","0.188"" (4.78mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","White","-"
http://www.essentracomponents.com.sg/images-line/pdfs/HG.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_HG-16.jpg,RPC3079-ND,HG-16,Essentra Components,GROMMET 0.970"" ELASTOMER BLACK,1204,0,"1.30000","0","1","HG","Active","Grommet","Cable, Wires","0.063"" (1.60mm)","Circular - 1.240"" (31.50mm)","0.970"" (24.64mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR67MxxA.JPG,RPC4093-ND,GR67M20A,Essentra Components,GROMMET RUBBER GRAY,1113,0,"1.30000","0","1","GR67","Active","Grommet","Cable, Wires","0.039"" ~ 0.157"" (0.99mm ~ 3.99mm)","Circular - 0.807"" (20.50mm)","-","IP67 - Dust Tight, Waterproof","Ethylene Propylene Terpolymer Rubber (EPDM)","Gray","-"
http://www.essentracomponents.com.sg/images-line/pdfs/GRO.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GROxxxxxxA.JPG,RPC4109-ND,GRO125061A,Essentra Components,GROMMET 1.000"" PVC BLACK,1997,0,"1.32000","0","1","GRO","Active","Grommet","Cable, Wires","0.063"" (1.60mm)","Circular - 1.250"" (31.75mm)","1.000"" (25.40mm)","Weather Resistant","Poly-Vinyl Chloride (PVC)","Black","-"
-,//media.digikey.com/Photos/EAO/MFG_GRD2075061PA.jpg,RPC6092-ND,GRD2025031PA,Essentra Components,DIAPHRAGM GROMMET - ONE SIDED CU,9992,0,"1.37000","0","1","GRD","Active","Grommet","Cable, Wires","0.030"" (0.76mm)","Circular - 0.250"" (6.35mm)","0.161"" (4.09mm)","-","Poly-Vinyl Chloride (PVC)","Black","UL94 HB"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4031-ND,GR3080A,Essentra Components,GROMMET 0.625"" RUBBER BLACK,2264,0,"1.38000","0","1","GR","Active","Grommet","Cable, Wires","0.063"" (1.60mm)","Circular - 0.875"" (22.22mm)","0.625"" (15.88mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
-,//media.digikey.com/Photos/EAO/MFG_GRD2075061PA.jpg,RPC6097-ND,GRD2075061PA,Essentra Components,DIAPHRAGM GROMMET - ONE SIDED CU,3907,0,"1.41000","0","1","GRD","Active","Grommet","Cable, Wires","0.060"" (1.52mm)","Circular - 0.750"" (19.05mm)","0.630"" (16.00mm)","-","Poly-Vinyl Chloride (PVC)","Black","UL94 HB"
