Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Bushing, Grommet Type","For Use With/Related Products","Panel Thickness","Panel Cutout Dimensions","Diameter - Inside","Features","Material","Color","Material Flammability Rating"
http://www.keyelco.com/product-pdf.cfm?p=2731,//media.digikey.com/photos/Keystone%20Elect%20Photos/733.jpg,36-733-ND,733,Keystone Electronics,GROMMET 0.125"" RUBBER BLACK,89106,25200,"0.19000","0","1","-","Active","Grommet","Cable, Wires","0.062"" (1.57mm)","Circular - 0.250"" (6.35mm)","0.125"" (3.18mm)","-","Rubber","Black","-"
http://www.keyelco.com/product-pdf.cfm?p=2733,//media.digikey.com/photos/Keystone%20Elect%20Photos/735.jpg,36-735-ND,735,Keystone Electronics,GROMMET 0.125"" RUBBER BLACK,17016,2700,"0.47000","0","1","-","Active","Grommet","Cable, Wires","0.093"" (2.36mm)","Circular - 0.375"" (9.53mm)","0.125"" (3.18mm)","-","Rubber","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/LTG.pdf,//media.digikey.com/photos/Richco%20Photos/LTG-199017.jpg,RP740-ND,LTG-199017,Essentra Components,GROMMET RUBBER BLACK,52289,0,"1.49000","0","1","LTG","Active","Grommet","Cable, Wires","0.020"" ~ 0.080"" (0.51mm ~ 2.03mm)","Circular - 0.490"" (12.45mm)","-","IP67 - Dust Tight, Waterproof","Ethylene Propylene Terpolymer Rubber (EPDM)","Black","-"
http://www.panduit.com/heiler/PartDrawings/C-WDGEE--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/GEE36F-C.jpg,298-10616-ND,GEE99F-A-C,Panduit Corp,GROMMET EDGE SLOT NAT 1=100',133,0,"65.24000","0","1","GE","Active","Grommet - Edging, Slotted","Edges, Irregular Holes","0.062"" ~ 0.099"" (1.57mm ~ 2.51mm)","Edging - 100' L (30.48m)","-","Adhesive","Polyethylene (PE)","Natural","UL94 HB"
http://www.keyelco.com/product-pdf.cfm?p=2729,//media.digikey.com/photos/Keystone%20Elect%20Photos/730.jpg,36-730-ND,730,Keystone Electronics,GROMMET 0.125"" RUBBER BLACK,45038,10600,"0.17000","0","1","-","Active","Grommet","Cable, Wires","0.062"" (1.57mm)","Circular - 0.187"" (4.75mm)","0.125"" (3.18mm)","-","Rubber","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/PGSB-2.JPG,RPC3153-ND,PGSB-0305,Essentra Components,BUSHING 0.125"" NYLON BLACK,10627,0,"0.18000","0","1","PGSB","Active","Bushing","Cable, Wires","0.063"" ~ 0.067"" (1.60mm ~ 1.70mm)","Circular - 0.189"" (4.80mm)","0.125"" (3.18mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.keyelco.com/product-pdf.cfm?p=2734,//media.digikey.com/photos/Keystone%20Elect%20Photos/736.jpg,36-736-ND,736,Keystone Electronics,GROMMET 0.187"" RUBBER BLACK,59093,216200,"0.19000","0","1","-","Active","Grommet","Cable, Wires","0.062"" (1.57mm)","Circular - 0.312"" (7.92mm)","0.187"" (4.75mm)","-","Rubber","Black","-"
http://www.keyelco.com/product-pdf.cfm?p=14023,//media.digikey.com/photos/Keystone%20Elect%20Photos/731.jpg,36-731-ND,731,Keystone Electronics,GROMMET 0.187"" RUBBER BLACK,8010,197600,"0.19000","0","1","-","Active","Grommet","Cable, Wires","0.062"" (1.57mm)","Circular - 0.312"" (7.92mm)","0.187"" (4.75mm)","-","Rubber","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/PGSB-2.JPG,RPC4630-ND,PGSB-0710,Essentra Components,BUSHING 0.284"" NYLON BLACK,5524,0,"0.19000","0","1","PGSB","Active","Bushing","Cable, Wires","0.031"" ~ 0.063"" (0.79mm ~ 1.60mm)","Circular - 0.394"" (10.01mm)","0.284"" (7.21mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.keyelco.com/product-pdf.cfm?p=2699,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_847x.jpg,36-8476-ND,8476,Keystone Electronics,BUSHING 0.500"" NYLON BLACK,4234,6800,"0.20000","0","1","-","Active","Bushing","Cable, Wires","0.032"" (0.81mm)","Circular - 0.625"" (15.88mm)","0.500"" (12.70mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.keyelco.com/product-pdf.cfm?p=2696,//media.digikey.com/Photos/Keystone%20Elect%20Photos/8473.JPG,36-8473-ND,8473,Keystone Electronics,BUSHING 0.312"" NYLON BLACK,3960,6500,"0.20000","0","1","-","Active","Bushing","Cable, Wires","0.032"" (0.81mm)","Circular - 0.437"" (11.10mm)","0.312"" (7.92mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSA.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_41014.jpg,RPC1589-ND,PGSA-1013A,Essentra Components,BUSHING SPLIT 0.362"" NYLON BLACK,7450,0,"0.21000","0","1","PGSA","Active","Bushing, Split","Cable, Wires","0.039"" ~ 0.059"" (0.99mm ~ 1.50mm)","Circular - 0.512"" (13.00mm)","0.362"" (9.20mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.keyelco.com/product-pdf.cfm?p=2737,//media.digikey.com/photos/Keystone%20Elect%20Photos/739.jpg,36-739-ND,739,Keystone Electronics,GROMMET 0.250"" RUBBER BLACK,12961,145500,"0.24000","0","1","-","Active","Grommet","Cable, Wires","0.062"" (1.57mm)","Circular - 0.375"" (9.53mm)","0.250"" (6.35mm)","-","Rubber","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/PGSB-2.JPG,RPC4649-ND,PGSB-3,Essentra Components,BUSHING 0.240"" NYLON BLACK,6730,0,"0.24000","0","1","PGSB","Active","Bushing","Cable, Wires","0.062"" (1.57mm)","Circular - 0.312"" (7.92mm)","0.240"" (6.10mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/PGSB-2.JPG,RPC4642-ND,PGSB-2,Essentra Components,BUSHING 0.187"" NYLON BLACK,6434,0,"0.24000","0","1","PGSB","Active","Bushing","Cable, Wires","0.062"" (1.57mm)","Circular - 0.312"" (7.92mm)","0.187"" (4.75mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/PGSB-2.JPG,RPC4631-ND,PGSB-12,Essentra Components,BUSHING 0.375"" NYLON BLACK,7487,0,"0.25000","0","1","PGSB","Active","Bushing","Cable, Wires","0.062"" (1.57mm)","Circular - 0.500"" (12.70mm)","0.375"" (9.52mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/SRB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_40984.jpg,RPC5159-ND,SRB-F-1,Essentra Components,BUSHING W/STR RELIEF NYLON BLACK,6714,0,"0.25000","0","1","SRB","Active","Bushing, Strain Relief","SPT-1","0.063"" (1.60mm)","Variable Size","Variable Size","-","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/SRB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_40984.jpg,RPC5160-ND,SRB-F-6,Essentra Components,STRAIN REL BUSH FLAT CBL BLACK,5455,0,"0.25000","0","1","SRB","Active","Bushing, Strain Relief","SPT-1","0.098"" (2.49mm)","Variable Size","Variable Size","-","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/PGSB-2.JPG,RPC4658-ND,PGSB-5,Essentra Components,BUSHING 0.250"" NYLON BLACK,1649,0,"0.25000","0","1","PGSB","Active","Bushing","Cable, Wires","0.031"" ~ 0.125"" (0.79mm ~ 3.18mm)","Circular - 0.375"" (9.53mm)","0.250"" (6.35mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.keyelco.com/product-pdf.cfm?p=1931,//media.digikey.com/photos/Keystone%20Elect%20Photos/745.jpg,36-745-ND,745,Keystone Electronics,GROMMET 0.375"" RUBBER BLACK,7111,47800,"0.26000","0","1","-","Active","Grommet","Cable, Wires","0.062"" (1.57mm)","Circular - 0.500"" (12.70mm)","0.375"" (9.52mm)","-","Rubber","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/HG.pdf,//media.digikey.com/photos/Richco%20Photos/HG-2.jpg,RP450-ND,HG-2,Essentra Components,GROMMET 0.126"" ELASTOMER BLACK,54695,0,"0.27000","0","1","HG","Active","Grommet","Cable, Wires","0.063"" (1.60mm)","Circular - 0.190"" (4.83mm)","0.126"" (3.20mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSB-A.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/PGSB-1013A.jpg,RPC1251-ND,PGSB-0609A,Essentra Components,BUSHING SPLIT 0.260"" NYLON BLACK,20381,0,"0.27000","0","1","PGSB-A","Active","Bushing, Split","Cable, Wires","0.028"" ~ 0.067"" (0.71mm ~ 1.70mm)","Circular - 0.375"" (9.53mm)","0.260"" (6.60mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSD.pdf,//media.digikey.com/Photos/Richco%20Photos/MFG_PGSD.jpg,RPC4669-ND,PGSD-5,Essentra Components,BUSHING 0.312"" NYLON BLACK,4204,0,"0.27000","0","1","PGSD","Active","Bushing","Cable, Wires","0.125"" (3.18mm)","Circular - 0.500"" (12.70mm)","0.312"" (7.92mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/HG.pdf,//media.digikey.com/photos/Richco%20Photos/HG-2.5.jpg,RP451-ND,HG-2.5,Essentra Components,GROMMET 0.157"" ELASTOMER BLACK,14924,0,"0.28000","0","1","HG","Active","Grommet","Cable, Wires","0.063"" (1.60mm)","Circular - 0.252"" (6.40mm)","0.157"" (3.99mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/5104_Drawing.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/5104.jpg,1722-1293-ND,5104,"Davies Molding, LLC",RUBBER GROMMET BLACK FOR CUT-OUT,2706,0,"0.28000","0","1","5104","Active","Grommet","Cable, Wires","0.063"" (1.60mm)","Circular - 0.187"" (4.75mm)","0.125"" (3.18mm)","-","Rubber","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/GRO.pdf,//media.digikey.com/Photos/Richco%20Photos/GRO031061A.JPG,RPC1957-ND,GRO025121A,Essentra Components,GROMMET 0.156"" PVC BLACK,11287,0,"0.29000","0","1","GRO","Active","Grommet","Cable, Wires","0.125"" (3.18mm)","Circular - 0.250"" (6.35mm)","0.156"" (3.96mm)","Weather Resistant","Poly-Vinyl Chloride (PVC)","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/GRO.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GROxxxxxxA.JPG,RPC4099-ND,GRO025062A,Essentra Components,GROMMET 0.188"" PVC BLACK,8359,0,"0.29000","0","1","GRO","Active","Grommet","Cable, Wires","0.063"" (1.60mm)","Circular - 0.250"" (6.35mm)","0.188"" (4.78mm)","Weather Resistant","Poly-Vinyl Chloride (PVC)","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/GRO.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GROxxxxxxA.JPG,RPC4098-ND,GRO025031A,Essentra Components,GROMMET 0.156"" PVC BLACK,6233,0,"0.29000","0","1","GRO","Active","Grommet","Cable, Wires","0.031"" (0.79mm)","Circular - 0.250"" (6.35mm)","0.156"" (3.96mm)","Weather Resistant","Poly-Vinyl Chloride (PVC)","Black","-"
http://www.keyelco.com/product-pdf.cfm?p=2740,//media.digikey.com/photos/Keystone%20Elect%20Photos/742.jpg,36-742-ND,742,Keystone Electronics,GROMMET 0.312"" RUBBER BLACK,19838,44600,"0.30000","0","1","-","Active","Grommet","Cable, Wires","0.062"" (1.57mm)","Circular - 0.437"" (11.10mm)","0.312"" (7.92mm)","-","Rubber","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/HG.pdf,//media.digikey.com/photos/Richco%20Photos/HG-3.jpg,RP452-ND,HG-3,Essentra Components,GROMMET 0.188"" ELASTOMER BLACK,11435,0,"0.30000","0","1","HG","Active","Grommet","Cable, Wires","0.032"" (0.81mm)","Circular - 0.305"" (7.75mm)","0.188"" (4.78mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/SRB.pdf,//media.digikey.com/photos/Richco%20Photos/SRB-R-5.jpg,RP465-ND,SRB-R-5,Essentra Components,BUSHING W/STR RELIEF NYLON BLACK,9447,0,"0.30000","0","1","SRB","Active","Bushing, Strain Relief","SV, SVT, HPD","0.100"" (2.54mm)","Variable Size","Variable Size","-","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/SRB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_40984.jpg,RPC5161-ND,SRB-F-9,Essentra Components,BUSHING W/STR RELIEF NYLON BLACK,6214,0,"0.30000","0","1","SRB","Active","Bushing, Strain Relief","SPT-2","0.098"" (2.49mm)","Variable Size","Variable Size","-","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/SRB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_40984.jpg,RPC1272-ND,SRB-R-1,Essentra Components,BUSHING W/STR RELIEF NYLON BLACK,12887,0,"0.31000","0","1","SRB","Active","Bushing, Strain Relief","SVI, SVT","0.063"" (1.60mm)","Variable Size","Variable Size","-","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/GR3001A.JPG,RPC4023-ND,GR3041A,Essentra Components,GROMMET 0.156"" RUBBER BLACK,11933,0,"0.31000","0","1","GR","Active","Grommet","Cable, Wires","0.063"" (1.60mm)","Circular - 0.250"" (6.35mm)","0.156"" (3.96mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SRB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/SRB-R-2.jpg,RP995-ND,SRB-R-2,Essentra Components,BUSHING W/STR RELIEF NYLON BLACK,6776,0,"0.31000","0","1","SRB","Active","Bushing, Strain Relief","SVI, SVT","0.098"" (2.49mm)","Variable Size","Variable Size","-","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSD.pdf,//media.digikey.com/Photos/Richco%20Photos/MFG_PGSD.jpg,RPC4666-ND,PGSD-1,Essentra Components,BUSHING 0.312"" NYLON BLACK,1883,0,"0.31000","0","1","PGSD","Active","Bushing","Cable, Wires","0.062"" (1.57mm)","Circular - 0.500"" (12.70mm)","0.312"" (7.92mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/5110_Drawing.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/5110.jpg,1722-1294-ND,5110,"Davies Molding, LLC",RUBBER GROMMET BLACK FOR CUT-OUT,1629,0,"0.31000","0","1","5110","Active","Grommet","Cable, Wires","0.093"" (2.36mm)","Circular - 0.281"" (7.14mm)","0.187"" (4.75mm)","-","Rubber","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/GRO.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GRO031121A.jpg,RPC2282-ND,GRO031121A,Essentra Components,GROMMET 0.125"" PVC BLACK,8871,0,"0.32000","0","1","GRO","Active","Grommet","Cable, Wires","0.125"" (3.18mm)","Circular - 0.313"" (7.95mm)","0.125"" (3.18mm)","Weather Resistant","Poly-Vinyl Chloride (PVC)","Black","-"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/5112_Drawing.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/5112.jpg,1722-1296-ND,5112,"Davies Molding, LLC",RUBBER GROMMET BLACK FOR CUT-OUT,1079,0,"0.32000","0","1","5112","Active","Grommet","Cable, Wires","0.093"" (2.36mm)","Circular - 0.375"" (9.53mm)","0.125"" (3.18mm)","-","Rubber","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSC.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_PGSC-1319A.JPG,RPC1590-ND,PGSC-1319A,Essentra Components,BUSHING SPLIT 0.500"" NYLON BLACK,11753,0,"0.33000","0","1","PGSC","Active","Bushing, Split","Cable, Wires","0.031"" ~ 0.118"" (0.79mm ~ 3.00mm)","Circular - 0.478"" ~ 0.752"" (12.14mm ~ 19.10mm)","0.500"" (12.70mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/SRB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/SRB-R-4.JPG,RP996-ND,SRB-R-4,Essentra Components,BUSHING W/STR RELIEF NYLON BLACK,8208,0,"0.33000","0","1","SRB","Active","Bushing, Strain Relief","SJT","0.126"" (3.20mm)","Variable Size","Variable Size","-","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/SRB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_40984.jpg,RPC5162-ND,SRB-R-3,Essentra Components,BUSHING W/STR RELIEF NYLON BLACK,5229,0,"0.33000","0","1","SRB","Active","Bushing, Strain Relief","SJT","0.063"" (1.60mm)","Variable Size","Variable Size","-","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/SRB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_40984.jpg,RPC5163-ND,SRB-R-8,Essentra Components,BUSHING W/STR RELIEF NYLON BLACK,5216,0,"0.33000","0","1","SRB","Active","Bushing, Strain Relief","SJT","0.126"" (3.20mm)","Variable Size","Variable Size","-","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/SRB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/SRB-R-7.jpg,RP997-ND,SRB-R-7,Essentra Components,BUSHING W/STR RELIEF NYLON BLACK,681,0,"0.33000","0","1","SRB","Active","Bushing, Strain Relief","SJT","0.063"" (1.60mm)","Variable Size","Variable Size","-","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/HG.pdf,//media.digikey.com/photos/Richco%20Photos/HG-3.5.jpg,RP453-ND,HG-3.5,Essentra Components,GROMMET 0.217"" ELASTOMER BLACK,11130,0,"0.34000","0","1","HG","Active","Grommet","Cable, Wires","0.063"" (1.60mm)","Circular - 0.315"" (8.00mm)","0.217"" (5.51mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSB-A.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/PGSB-1013A.jpg,RPC4641-ND,PGSB-1A,Essentra Components,BUSHING SPLIT 0.265"" NYLON BLACK,1450,0,"0.34000","0","1","PGSB-A","Active","Bushing, Split","Cable, Wires","0.031"" ~ 0.125"" (0.79mm ~ 3.18mm)","Circular - 0.375"" (9.53mm)","0.265"" (6.73mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/GRO.pdf,//media.digikey.com/Photos/Richco%20Photos/GRO031061A.JPG,RPC1958-ND,GRO031061A,Essentra Components,GROMMET 0.219"" PVC BLACK,6460,0,"0.35000","0","1","GRO","Active","Grommet","Cable, Wires","0.063"" (1.60mm)","Circular - 0.313"" (7.95mm)","0.219"" (5.56mm)","Weather Resistant","Poly-Vinyl Chloride (PVC)","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSB-A.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/PGSB-1013A.jpg,RPC2042-ND,PGSB-3A,Essentra Components,BUSHING SPLIT 0.390"" NYLON BLACK,5366,0,"0.35000","0","1","PGSB-A","Active","Bushing, Split","Cable, Wires","0.031"" ~ 0.125"" (0.79mm ~ 3.18mm)","Circular - 0.562"" (14.27mm)","0.390"" (9.91mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSB-A.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/PGSB-1013A.jpg,RPC1252-ND,PGSB-1013A,Essentra Components,BUSHING SPLIT 0.350"" NYLON BLACK,3966,0,"0.35000","0","1","PGSB-A","Active","Bushing, Split","Cable, Wires","0.031"" ~ 0.188"" (0.79mm ~ 4.78mm)","Circular - 0.512"" (13.00mm)","0.350"" (8.89mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSB-A.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/PGSB-1013A.jpg,RPC2041-ND,PGSB-2A,Essentra Components,BUSHING SPLIT 0.312"" NYLON BLACK,7426,0,"0.36000","0","1","PGSB-A","Active","Bushing, Split","Cable, Wires","0.031"" ~ 0.125"" (0.79mm ~ 3.18mm)","Circular - 0.437"" (11.10mm)","0.312"" (7.92mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSC.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_PGSC-1422A.jpg,RPC1853-ND,PGSC-1422A,Essentra Components,BUSHING SPLIT 0.563"" NYLON BLACK,4515,0,"0.36000","0","1","PGSC","Active","Bushing, Split","Cable, Wires","0.031"" ~ 0.118"" (0.79mm ~ 3.00mm)","Circular - 0.874"" ~ 0.882"" (22.20mm ~ 22.40mm)","0.563"" (14.30mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.keyelco.com/product-pdf.cfm?p=2738,//media.digikey.com/photos/Keystone%20Elect%20Photos/740.jpg,36-740-ND,740,Keystone Electronics,GROMMET 0.250"" RUBBER BLACK,20758,8100,"0.37000","0","1","-","Active","Grommet","Cable, Wires","0.093"" (2.36mm)","Circular - 0.375"" (9.53mm)","0.250"" (6.35mm)","-","Rubber","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/HG.pdf,//media.digikey.com/photos/Richco%20Photos/HG-4.jpg,RP454-ND,HG-4,Essentra Components,GROMMET 0.252"" ELASTOMER BLACK,19330,0,"0.37000","0","1","HG","Active","Grommet","Cable, Wires","0.095"" (2.41mm)","Circular - 0.374"" (9.50mm)","0.252"" (6.40mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4068-ND,GR3166A,Essentra Components,GROMMET 0.250"" RUBBER BLACK,5568,0,"0.39000","0","1","GR","Active","Grommet","Cable, Wires","0.125"" (3.18mm)","Circular - 0.375"" (9.53mm)","0.250"" (6.35mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/HG.pdf,//media.digikey.com/photos/Richco%20Photos/HG-6.jpg,RPC1824-ND,HG-5,Essentra Components,GROMMET 0.313"" ELASTOMER BLACK,3454,0,"0.41000","0","1","HG","Active","Grommet","Cable, Wires","0.063"" (1.60mm)","Circular - 0.430"" (10.92mm)","0.313"" (7.95mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSD.pdf,//media.digikey.com/Photos/Richco%20Photos/MFG_PGSD.jpg,RPC3167-ND,PGSD-7,Essentra Components,BUSHING 0.500"" NYLON BLACK,2450,0,"0.41000","0","1","PGSD","Active","Bushing","Cable, Wires","0.125"" (3.18mm)","Circular - 0.750"" (19.05mm)","0.500"" (12.70mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.keyelco.com/product-pdf.cfm?p=2735,//media.digikey.com/photos/Keystone%20Elect%20Photos/737.jpg,36-737-ND,737,Keystone Electronics,GROMMET 0.187"" RUBBER BLACK,4373,21400,"0.42000","0","1","-","Active","Grommet","Cable, Wires","0.093"" (2.36mm)","Circular - 0.281"" (7.14mm)","0.187"" (4.75mm)","-","Rubber","Black","-"
http://www.keyelco.com/product-pdf.cfm?p=2736,//media.digikey.com/photos/Keystone%20Elect%20Photos/738.jpg,36-738-ND,738,Keystone Electronics,GROMMET 0.250"" RUBBER BLACK,24991,34800,"0.43000","0","1","-","Active","Grommet","Cable, Wires","0.062"" (1.57mm)","Circular - 0.437"" (11.10mm)","0.250"" (6.35mm)","-","Rubber","Black","-"
http://www.keyelco.com/product-pdf.cfm?p=2741,//media.digikey.com/photos/Keystone%20Elect%20Photos/743.jpg,36-743-ND,743,Keystone Electronics,GROMMET 0.312"" RUBBER BLACK,7118,4900,"0.46000","0","1","-","Active","Grommet","Cable, Wires","0.093"" (2.36mm)","Circular - 0.437"" (11.10mm)","0.312"" (7.92mm)","-","Rubber","Black","-"
http://www.keyelco.com/product-pdf.cfm?p=700,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_777.jpg,36-777-ND,777,Keystone Electronics,GROMMET ADJ 0.380"" RUBBER BLACK,1577,3600,"0.48000","0","1","-","Active","Grommet, Adjustable","Cable, Wires","0.060"" (1.52mm)","Circular - 0.500"" (12.70mm)","0.380"" (9.65mm)","Dust Resistant","Rubber","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/QFG.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_QFG-16200.jpg,RPC2207-ND,QFG-16200,Essentra Components,GROMMET 0.240"" ELASTOMER BLACK,5610,0,"0.49000","0","1","QFG","Active","Grommet","Cable, Wires","0.060"" (1.52mm)","Circular - 0.390"" (9.91mm)","0.240"" (6.10mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
