Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Type Attributes","Opening Size","Mounting Type","Material","Color","Length","Width","Height","Panel Hole Size","Material Thickness","Material Flammability Rating","Adhesive","Features"
http://www.keyelco.com/product-pdf.cfm?p=2655,//media.digikey.com/photos/Keystone%20Elect%20Photos/7629.jpg,36-7629-ND,7629,Keystone Electronics,CBL CLAMP P-TYPE WHITE FASTENER,12093,27700,"0.14000","0","1","Bulk","-","Active","Clamp, P-Type","-","0.375"" (9.53mm)","Fastener","Polyamide (PA66), Nylon 6/6","White","-","0.375"" (9.53mm)","-","0.203"" (5.16mm)","0.050"" (1.27mm)","-","-","-"
http://www.keyelco.com/product-pdf.cfm?p=2653,//media.digikey.com/photos/Keystone%20Elect%20Photos/7627.jpg,36-7627-ND,7627,Keystone Electronics,CBL CLAMP P-TYPE WHITE FASTENER,8169,26900,"0.14000","0","1","Bulk","-","Active","Clamp, P-Type","-","0.312"" (7.92mm)","Fastener","Polyamide (PA66), Nylon 6/6","White","-","0.375"" (9.53mm)","-","0.203"" (5.16mm)","0.050"" (1.27mm)","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/N-SERIES.pdf,//media.digikey.com/photos/Richco%20Photos/N-1-BK.jpg,RP322-ND,N-1-BK,Essentra Components,CBL CLAMP P-TYPE BLACK FASTENER,6675,0,"0.14000","0","1","Bulk","-","Active","Clamp, P-Type","-","0.063"" (1.60mm)","Fastener","Polyamide (PA66), Nylon 6/6","Black","-","0.375"" (9.53mm)","-","0.125"" (3.18mm)","0.063"" (1.60mm)","UL94 V-2","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/N-SERIES.pdf,//media.digikey.com/photos/Richco%20Photos/N-2.jpg,RP315-ND,N-2,Essentra Components,CBL CLAMP P-TYPE NAT FASTENER,38220,0,"0.15000","0","1","Bulk","-","Active","Clamp, P-Type","-","0.125"" (3.18mm)","Fastener","Polyamide (PA66), Nylon 6/6","Natural","-","0.375"" (9.53mm)","-","0.172"" (4.37mm)","0.063"" (1.60mm)","UL94 V-2","-","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XCP-HMAN007SER.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_211-60002.jpg,1436-1642-ND,211-60002,HellermannTyton,CBL CLAMP P-TYPE BLACK FASTENER,11199,0,"0.15000","0","1","Bulk","HP","Active","Clamp, P-Type","-","0.256"" (6.50mm)","Fastener","Polyamide (PA66), Nylon 6/6","Black","-","0.394"" (10.00mm)","-","-","0.039"" (1.00mm)","UL94 V-2","-","Heat Stabilized"
http://www.essentracomponents.com.sg/images-line/pdfs/N-SERIES.pdf,//media.digikey.com/photos/Richco%20Photos/N-1.jpg,RPC1630-ND,N-1,Essentra Components,CBL CLAMP P-TYPE NAT FASTENER,9619,0,"0.15000","0","1","Bulk","-","Active","Clamp, P-Type","-","0.063"" (1.60mm)","Fastener","Polyamide (PA66), Nylon 6/6","Natural","-","0.375"" (9.53mm)","-","0.125"" (3.18mm)","0.063"" (1.60mm)","UL94 V-2","-","-"
http://www.keyelco.com/product-pdf.cfm?p=2659,//media.digikey.com/photos/Keystone%20Elect%20Photos/7633.jpg,36-7633-ND,7633,Keystone Electronics,CBL CLAMP P-TYPE WHITE FASTENER,6364,13300,"0.15000","0","1","Bulk","-","Active","Clamp, P-Type","-","0.500"" (12.70mm)","Fastener","Polyamide (PA66), Nylon 6/6","White","-","0.375"" (9.53mm)","-","0.203"" (5.16mm)","0.050"" (1.27mm)","-","-","-"
http://www.keyelco.com/product-pdf.cfm?p=2658,//media.digikey.com/photos/Keystone%20Elect%20Photos/7632.jpg,36-7632-ND,7632,Keystone Electronics,CBL CLAMP P-TYPE WHITE FASTENER,1428,11300,"0.15000","0","1","Bulk","-","Active","Clamp, P-Type","-","0.500"" (12.70mm)","Fastener","Polyamide (PA66), Nylon 6/6","White","-","0.375"" (9.53mm)","-","0.140"" (3.56mm)","0.050"" (1.27mm)","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/N-SERIES.pdf,//media.digikey.com/photos/Richco%20Photos/N-3-BK.jpg,RP324-ND,N-3-BK,Essentra Components,CBL CLAMP P-TYPE BLACK FASTENER,155414,0,"0.16000","0","1","Bulk","-","Active","Clamp, P-Type","-","0.188"" (4.78mm)","Fastener","Polyamide (PA66), Nylon 6/6","Black","-","0.375"" (9.53mm)","-","0.172"" (4.37mm)","0.063"" (1.60mm)","UL94 V-2","-","-"
http://www.panduit.com/heiler/PartDrawings/C-WACCS12-GB0239DV-r2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/CCS25-S8-C.jpg,298-1121-ND,CCS25-S8-C,Panduit Corp,CBL CLIP P-TYPE NATURAL FASTENER,4558,0,"0.16000","0","1","Bulk","-","Active","Clip, P-Type","-","0.250"" (6.35mm)","Fastener","Polyamide (PA66), Nylon 6/6","Natural","-","0.370"" (9.40mm)","-","0.167"" (4.24mm)","0.050"" (1.27mm)","UL94 V-2","-","-"
http://www.panduit.com/heiler/PartDrawings/C-WACCS12-GB0239DV-r2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/CCS12-S8-C.jpg,298-1120-ND,CCS12-S8-C,Panduit Corp,CBL CLIP P-TYPE NATURAL FASTENER,1807,0,"0.16000","0","1","Bulk","-","Active","Clip, P-Type","-","0.120"" (3.05mm)","Fastener","Polyamide (PA66), Nylon 6/6","Natural","-","0.370"" (9.40mm)","-","0.167"" (4.24mm)","0.050"" (1.27mm)","UL94 V-2","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/N-SERIES.pdf,//media.digikey.com/photos/Richco%20Photos/N-4-BK.jpg,RP325-ND,N-4-BK,Essentra Components,CBL CLAMP P-TYPE BLACK FASTENER,71811,0,"0.17000","0","1","Bulk","-","Active","Clamp, P-Type","-","0.250"" (6.35mm)","Fastener","Polyamide (PA66), Nylon 6/6","Black","-","0.375"" (9.53mm)","-","0.172"" (4.37mm)","0.063"" (1.60mm)","UL94 V-2","-","-"
