Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Type Attributes","Opening Size","Mounting Type","Material","Color","Length","Width","Height","Panel Hole Size","Material Thickness","Material Flammability Rating","Adhesive","Features"
http://www.essentracomponents.com.sg/images-line/pdfs/SMWS.pdf,//media.digikey.com/photos/Richco%20Photos/SMWS-1-01.jpg,RP738-ND,SMWS-1-01,Essentra Components,CBL CLIP WIRE SADDLE NAT PUSH IN,8053,0,"0.72000","0","1","Bulk","-","Active","Clip, Wire Saddle","Micro, Standoff","0.170"" L x 0.160"" H (4.32mm x 4.06mm)","Push In","Polyamide (PA66), Nylon 6/6","Natural","0.270"" (6.86mm)","0.075"" (1.91mm)","0.490"" (12.44mm)","0.070"" (1.78mm)","-","UL94 V-2","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/WHC.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/WHC-375-01.jpg,RP1024-ND,WHC-375-01,Essentra Components,CBL CLIP P-TYPE NATURAL FASTENER,30193,0,"0.73000","0","1","Bulk","-","Active","Clip, P-Type","Open","0.375"" (9.53mm)","Fastener","Polyamide (PA66), Nylon 6/6","Natural","0.830"" (21.08mm)","0.400"" (10.16mm)","-","0.204"" (5.18mm)","0.050"" (1.27mm)","UL94 V-2","-","Ribbed"
http://www.essentracomponents.com.sg/images-line/pdfs/KKD.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/KKD-8-RT.jpg,RPC1094-ND,KKD-8-RT,Essentra Components,CBL CLIP C-TYPE GRAY ADHESIVE,9077,0,"0.73000","0","1","Bulk","KWIK KLIP","Active","Clip, C-Type","-","0.500"" (12.70mm)","Adhesive","Polyvinyl Chloride (PVC)","Gray","0.750"" (19.05mm)","0.750"" (19.05mm)","0.730"" (18.54mm)","-","-","UL94 V-0","Acrylic Based (RMS-15)","Flame Retardant"
http://www.essentracomponents.com.sg/images-line/pdfs/FCCS-1.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/FCCS-2.jpg,RPC1186-ND,FCCS-2,Essentra Components,CBL CLIP FLAT NATURAL PUSH IN,5109,0,"0.73000","0","1","Bulk","-","Active","Clip, Flat","Locking","1.180"" L x 0.146"" H (29.97mm x 3.71mm)","Push In","Polyamide (PA66), Nylon 6/6","Natural","1.650"" (41.91mm)","0.280"" (7.11mm)","0.290"" (7.36mm)","0.102"" x 0.209"" (2.59mm x 5.31mm), Rectangular","0.039"" (1.00mm)","UL94 V-0","-","Flame Retardant"
http://www.essentracomponents.com.sg/images-line/pdfs/MWSLT.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_MWSLT-1-01.jpg,RPC1359-ND,MWSLT-1-01,Essentra Components,CBL CLIP WIRE SADDLE NAT PUSH IN,4206,0,"0.73000","0","1","Bulk","-","Active","Clip, Wire Saddle","Hinged, Micro, Top Lock","0.190"" L x 0.100"" H (4.83mm x 2.54mm)","Push In","Polyamide (PA66), Nylon 6/6","Natural","0.340"" (8.64mm)","0.080"" (2.03mm)","0.190"" (4.83mm)","0.067"" (1.70mm)","-","UL94 V-2","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/MWSSEB.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MWSSEBE-1-01A.JPG,RPC1111-ND,MWSSEBE-1-01A,Essentra Components,CBL CLIP WIRE SADDLE NATURAL ADH,2797,0,"0.76000","0","1","Bulk","-","Active","Clip, Wire Saddle on Base","Micro, Side Entry","0.320"" L x 0.100"" H (8.13mm x 2.54mm)","Adhesive","Polyamide (PA66), Nylon 6/6","Natural","0.500"" (12.70mm)","0.500"" (12.70mm)","0.250"" (6.35mm)","-","-","UL94 V-2","Acrylic Based (RMS-15)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/WHC.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/WHC-500-01.jpg,RPC1151-ND,WHC-500-01,Essentra Components,CBL CLIP P-TYPE NATURAL FASTENER,32191,0,"0.77000","0","1","Bulk","-","Active","Clip, P-Type","Open","0.500"" (12.70mm)","Fastener","Polyamide (PA66), Nylon 6/6","Natural","1.156"" (29.36mm)","0.400"" (10.16mm)","-","0.204"" (5.18mm)","0.070"" (1.78mm)","UL94 V-2","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/MWSB1.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_MWSB-1-01A-RT.jpg,RPC1358-ND,MWSB-1-01A-RT,Essentra Components,CBL CLIP WIRE SADDLE NATURAL ADH,18758,0,"0.79000","0","1","Bulk","-","Active","Clip, Wire Saddle on Base","Micro","0.170"" L x 0.120"" H (4.32mm x 3.05mm)","Adhesive","Polyamide (PA66), Nylon 6/6","Natural","0.270"" (6.86mm)","0.375"" (9.53mm)","0.281"" (7.14mm)","-","-","UL94 V-2","Acrylic Based (RMS-15)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/CFCC.pdf,//media.digikey.com/photos/Richco%20Photos/CFCC-3-05A-RT.jpg,RP391-ND,CFCC-3-05A-RT,Essentra Components,CBL CLIP FLAT C-TYPE WHITE ADH,18511,0,"0.81000","0","1","Bulk","-","Active","Clip, Flat C-Type","-","0.180"" (4.57mm)","Adhesive","Polyphenylene Ether (PPE), Polystyrene (PS)","White","0.563"" (14.30mm)","1.000"" (25.40mm)","-","-","0.040"" (1.02mm)","UL94 V-1","Acrylic Based (RMS-15)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/WHC.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/WHC-625-01.JPG,RPC1283-ND,WHC-625-01,Essentra Components,CBL CLIP P-TYPE NATURAL FASTENER,6738,0,"0.81000","0","1","Bulk","-","Active","Clip, P-Type","Open","0.625"" (15.88mm)","Fastener","Polyamide (PA66), Nylon 6/6","Natural","1.125"" (28.58mm)","0.500"" (12.70mm)","-","0.204"" (5.18mm)","0.080"" (2.03mm)","UL94 V-2","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/MWSLTB-1-19.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MWSLTB-1-19.jpg,RPC1242-ND,MWSLTB-1-19,Essentra Components,CBL CLIP WIRE SADDLE FASTENER,6879,0,"0.82000","0","1","Bulk","-","Active","Clip, Wire Saddle on Base","Hinged, Micro, Top Lock","0.190"" L x 0.100"" H (4.83mm x 2.54mm)","Fastener","Polyamide (PA66), Nylon 6/6","Natural","0.400"" (10.16mm)","0.350"" (8.89mm)","0.280"" (7.11mm)","0.125"" (3.18mm)","-","UL94 V-0","-","Flame Retardant"
http://www.essentracomponents.com.sg/images-line/pdfs/MWSEB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MWSEB-1-01A-RT.jpg,RPC1232-ND,MWSEB-1-01A-RT,Essentra Components,CBL CLIP WIRE SADDLE NATURAL ADH,11354,0,"0.83000","0","1","Bulk","-","Active","Clip, Wire Saddle on Base","Micro","0.190"" L x 0.050"" H (4.83mm x 1.27mm)","Adhesive","Polyamide (PA66), Nylon 6/6","Natural","0.370"" (9.40mm)","0.370"" (9.40mm)","0.252"" (6.40mm)","-","-","UL94 V-2","Acrylic Based (RMS-15)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/WS-A.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_WS-A-x-01.jpg,RPC1882-ND,WS-A-2-3-01,Essentra Components,CBL CLIP WIRE SADDLE NAT ARROW,7860,0,"0.84000","0","1","Bulk","-","Active","Clip, Wire Saddle","-","0.438"" L x 0.740"" H (11.13mm x 18.80mm)","Arrowhead, Winged","Polyamide (PA66), Nylon 6/6","Natural","0.610"" (15.50mm)","0.219"" (5.56mm)","1.070"" (27.18mm)","0.187"" (4.75mm)","-","UL94 V-2","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/WHC.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/WHC-750-01.jpg,RP1025-ND,WHC-750-01,Essentra Components,CBL CLIP P-TYPE NATURAL FASTENER,8004,0,"0.85000","0","1","Bulk","-","Active","Clip, P-Type","Open","0.750"" (19.05mm)","Fastener","Polyamide (PA66), Nylon 6/6","Natural","1.281"" (32.54mm)","0.500"" (12.70mm)","-","0.204"" (5.18mm)","0.090"" (2.29mm)","UL94 V-2","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/MWSEB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MWSEB-2-01A-RT.jpg,RPC1233-ND,MWSEB-2-01A-RT,Essentra Components,CBL CLIP WIRE SADDLE NATURAL ADH,8500,0,"0.87000","0","1","Bulk","-","Active","Clip, Wire Saddle on Base","Micro","0.190"" L x 0.130"" H (4.83mm x 3.30mm)","Adhesive","Polyamide (PA66), Nylon 6/6","Natural","0.370"" (9.40mm)","0.370"" (9.40mm)","0.331"" (8.40mm)","-","-","UL94 V-2","Acrylic Based (RMS-15)","-"
http://www.panduit.com/heiler/PartDrawings/GB0239DY%20A%20RV%2000C.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/ACC38-A-C.jpg,298-1376-ND,ACC38-A-C,Panduit Corp,CBL CLIP C-TYPE PAIRED STRIP ADH,2574,0,"0.87000","0","2","Bulk","-","Active","Clip, C-Type - Paired Strip","-","0.380"" (9.65mm)","Adhesive","Polyamide (PA66), Nylon 6/6","Natural","1.000"" (25.40mm)","1.000"" (25.40mm)","0.400"" (10.16mm)","-","-","-","Rubber Based","-"
http://www.essentracomponents.com.sg/images-line/pdfs/MWSEB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MWSEB-3-01A-RT.jpg,RPC1234-ND,MWSEB-3-01A-RT,Essentra Components,CBL CLIP WIRE SADDLE NATURAL ADH,5045,0,"0.88000","0","1","Bulk","-","Active","Clip, Wire Saddle on Base","Micro","0.260"" L x 0.120"" H (6.60mm x 3.05mm)","Adhesive","Polyamide (PA66), Nylon 6/6","Natural","0.500"" (12.70mm)","0.500"" (12.70mm)","0.401"" (10.19mm)","-","-","UL94 V-2","Acrylic Based (RMS-15)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/MWSLT.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MWSLT-1-19.jpg,RPC1241-ND,MWSLT-1-19,Essentra Components,CBL CLIP WIRE SADDLE NAT PUSH IN,31730,0,"0.90000","0","1","Bulk","-","Active","Clip, Wire Saddle","Hinged, Micro, Top Lock","0.190"" L x 0.100"" H (4.83mm x 2.54mm)","Push In","Polyamide (PA66), Nylon 6/6","Natural","0.340"" (8.64mm)","0.080"" (2.03mm)","0.190"" (4.83mm)","0.067"" (1.70mm)","-","UL94 V-0","-","Flame Retardant"
http://www.essentracomponents.com.sg/images-line/pdfs/SFCC-8.pdf,//media.digikey.com/photos/Richco%20Photos/SFCC-8-01.JPG,RPC2090-ND,SFCC-8-01,Essentra Components,CBL CLIP FLAT C-TYPE FASTENER,23009,0,"0.92000","0","1","Bulk","-","Active","Clip, Flat C-Type","Split","0.375"" L x 0.125"" H (9.52mm x 3.18mm)","Fastener","Polyamide (PA66), Nylon 6/6","Natural","1.000"" (25.40mm)","1.000"" (25.40mm)","0.263"" (6.68mm)","-","-","UL94 V-2","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/WHC.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/WHC-1000-01.jpg,RP1023-ND,WHC-1000-01,Essentra Components,CBL CLIP P-TYPE NATURAL FASTENER,12543,0,"0.93000","0","1","Bulk","-","Active","Clip, P-Type","Open","1.000"" (25.40mm)","Fastener","Polyamide (PA66), Nylon 6/6","Natural","1.531"" (38.89mm)","0.500"" (12.70mm)","-","0.204"" (5.18mm)","0.090"" (2.29mm)","UL94 V-2","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/KLB.pdf,//media.digikey.com/photos/Richco%20Photos/KLB-350A-RT.jpg,RP610-ND,KLB-350A-RT,Essentra Components,CBL CLIP TWIST LOCK NATURAL ADH,11511,0,"0.95000","0","1","Bulk","KURLY-LOK","Active","Clip, Twist Lock","-","0.300"" ~ 0.400"" (7.62mm ~ 10.16mm)","Adhesive","Polyamide (PA66), Nylon 6/6","Natural","1.000"" (25.40mm)","0.510"" (12.95mm)","1.070"" (27.18mm)","-","-","UL94 V-2","Acrylic Based (RMS-15)","-"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/26774.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/AKKL-2140A-19.jpg,RPC2224-ND,AKKL-2140A-RT,Essentra Components,CBL CLIP C-TYPE NATURAL ADHESIVE,1684,0,"0.98000","0","1","Bulk","KWIK KLIP","Active","Clip, C-Type","Locking, Round","0.215"" ~ 0.258"" (5.46mm ~ 6.55mm)","Adhesive","Polyamide (PA66), Nylon 6/6","Natural","0.850"" (21.59mm)","0.650"" (16.51mm)","0.708"" (17.98mm)","-","-","UL94 V-2","Rubber Based (RMS-136)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/CFCC.pdf,//media.digikey.com/photos/Richco%20Photos/CFCC-8-04A-RT.jpg,RP394-ND,CFCC-8-04A-RT,Essentra Components,CBL CLIP FLAT C-TYPE GRAY ADH,13546,0,"0.99000","0","1","Bulk","-","Active","Clip, Flat C-Type","-","0.250"" (6.35mm)","Adhesive","Polyvinyl Chloride (PVC)","Gray","1.062"" (26.97mm)","1.000"" (25.40mm)","-","-","0.040"" (1.02mm)","UL94 V-0","Acrylic Based (RMS-15)","Flame Retardant"
http://www.essentracomponents.com.sg/images-line/pdfs/SPN.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/SPN-14.jpg,RPC1406-ND,SPN-12,Essentra Components,CBL CLAMP P-TYPE FASTENER,7385,0,"1.03000","0","1","Bulk","-","Active","Clamp, P-Type","Cushioned","0.750"" (19.05mm)","Fastener","Steel","Black, Silver","-","0.650"" (16.51mm)","-","0.266"" (6.76mm)","0.031"" (0.80mm)","-","-","Santoprene Protective Coating"
http://www.essentracomponents.com.sg/images-line/pdfs/WCK-460.pdf,//media.digikey.com/photos/Richco%20Photos/WCK-460-01A-RT.jpg,RP618-ND,WCK-460-01A-RT,Essentra Components,CBL CLIP C-TYPE NATURAL ADHESIVE,20220,0,"1.05000","0","1","Bulk","-","Active","Clip, C-Type","-","0.450"" L x 0.280"" H (11.43mm x 7.11mm)","Adhesive","Polyamide (PA66), Nylon 6/6","Natural","0.990"" (25.15mm)","0.990"" (25.14mm)","0.460"" (11.68mm)","-","-","UL94 V-2","Acrylic Based (RMS-15)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/KLB.pdf,//media.digikey.com/photos/Richco%20Photos/KLB-450A-RT.jpg,RP611-ND,KLB-450A-RT,Essentra Components,CBL CLIP TWIST LOCK NATURAL ADH,5810,0,"1.05000","0","1","Bulk","KURLY-LOK","Active","Clip, Twist Lock","-","0.400"" ~ 0.500"" (10.16mm ~ 12.70mm)","Adhesive","Polyamide (PA66), Nylon 6/6","Natural","1.000"" (25.40mm)","0.510"" (12.95mm)","1.230"" (31.24mm)","-","-","UL94 V-2","Acrylic Based (RMS-15)","-"
http://www.panduit.com/heiler/PartDrawings/BECP38H25_R1.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_BECPxxH25.jpg,298-12140-ND,BECP38H25-L,Panduit Corp,CBL CLIP WIRE SADDLE NAT ARROW,1295,0,"1.06000","0","1","Bulk","-","Active","Clip, Wire Saddle","Side Entry","0.380"" (9.65mm)","Arrowhead, Winged","Polyamide (PA66), Nylon 6/6","Natural","1.460"" (37.08mm)","0.730"" (18.54mm)","-","0.250"" (6.35mm)","-","UL94 V-2","-","-"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/26774.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/AKKL-3140-DHB.JPG,RPC2287-ND,AKKL-3140-DHB,Essentra Components,CBL CLIP C-TYPE NATURAL ADHESIVE,6061,0,"1.07000","0","1","Bulk","KWIK KLIP","Active","Clip, C-Type","Locking, Round","0.312"" ~ 0.406"" (7.92mm ~ 10.31mm)","Adhesive","Polyamide (PA66), Nylon 6/6","Natural","1.000"" (25.40mm)","0.750"" (19.05mm)","0.866"" (22.00mm)","-","-","UL94 V-2","Acrylic Based (RMS-500)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/KLB.pdf,//media.digikey.com/photos/Richco%20Photos/KLB-750A-RT.jpg,RP612-ND,KLB-750A-RT,Essentra Components,CBL CLIP TWIST LOCK NATURAL ADH,33752,0,"1.10000","0","1","Bulk","KURLY-LOK","Active","Clip, Twist Lock","-","0.700"" ~ 0.800"" (17.78mm ~ 20.32mm)","Adhesive","Polyamide (PA66), Nylon 6/6","Natural","1.000"" (25.40mm)","0.510"" (12.95mm)","1.580"" (40.13mm)","-","-","UL94 V-2","Acrylic Based (RMS-15)","-"
http://www.panduit.com/heiler/PartDrawings/ARC.68.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ARC.68-A-C14.JPG,298-10394-ND,ARC.68-A-C14,Panduit Corp,CBL CLIP WIRE SADDLE GRAY ADH,1487,0,"1.11000","0","1","Bulk","Clincher™","Active","Clip, Wire Saddle","Hinged, Locking","0.190"" ~ 0.680"" (4.83mm ~ 17.27mm)","Adhesive","Polypropylene (PP)","Gray","2.900"" (73.66mm)","1.000"" (25.40mm)","0.950"" (24.13mm)","-","-","-","Rubber Based","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XCL-HTG169CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/151-00174.jpg,1436-1026-ND,151-00174,HellermannTyton,CBL CLIP WIRE SADDLE EDGE MNT,14250,0,"1.13944","0","250","Bulk","EdgeClip, Solar E-Clips","Active","Clip, Wire Saddle","Hinged, Round","0.602"" ~ 0.626"" (15.30mm ~ 15.90mm)","Edge Mount, Clip On","Polyamide (PA66), Nylon 6/6","Black","-","-","-","-","-","UL94 HB","-","Impact Resistant"
http://www.essentracomponents.com.sg/images-line/pdfs/WHC.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/WHC-1500-01.jpg,WHC-1500-01-ND,WHC-1500-01,Essentra Components,CBL CLIP P-TYPE NATURAL FASTENER,4849,0,"1.17000","0","1","Bulk","-","Active","Clip, P-Type","Open","1.500"" (38.10mm)","Fastener","Polyamide (PA66), Nylon 6/6","Natural","2.125"" (53.97mm)","0.500"" (12.70mm)","-","0.204"" (5.18mm)","0.100"" (2.54mm)","UL94 V-2","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/STCV.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/STCV-1.JPG,RPC1273-ND,STCV-1,Essentra Components,CBL CLIP SPRING BLACK FASTENER,1156,0,"1.18000","0","1","Bulk","-","Active","Clip, Spring","-","0.090"" (2.29mm)","Fastener","Stainless Steel (SS)","Black","1.610"" (40.89mm)","0.310"" (7.87mm)","-","0.156"" (3.96mm)","-","-","-","Protective Coating"
http://www.essentracomponents.com.sg/images-line/pdfs/KKU.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/KKU-4-RT.jpg,RPC1833-ND,KKU-2-RT,Essentra Components,CBL CLIP U-TYPE GRAY ADHESIVE,6013,0,"1.19000","0","1","Bulk","KWIK KLIP","Active","Clip, U-Type","Open","0.125"" (3.18mm)","Adhesive","Polyvinyl Chloride (PVC)","Gray","0.750"" (19.05mm)","0.750"" (19.05mm)","0.281"" (7.14mm)","-","-","UL94 V-0","Acrylic Based (RMS-15)","Flame Retardant"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/26774.pdf,//media.digikey.com/photos/Richco%20Photos/AKKL-4756A-RT.jpg,RP310-ND,AKKL-4756A-RT,Essentra Components,CBL CLIP C-TYPE NATURAL ADHESIVE,6158,0,"1.21000","0","1","Bulk","KWIK KLIP","Active","Clip, C-Type","Locking, Round","0.469"" ~ 0.562"" (11.91mm ~ 14.27mm)","Adhesive","Polyamide (PA66), Nylon 6/6","Natural","1.250"" (31.75mm)","0.750"" (19.05mm)","1.090"" (27.69mm)","-","-","UL94 V-2","Acrylic Based (RMS-15)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/TFCM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_TFCM-25S.jpg,RPC1677-ND,TFCM-25S,Essentra Components,CBL CLIP FLAT NATURAL ADHESIVE,8768,0,"1.24000","0","1","Bulk","-","Active","Clip, Flat","Hinged, Top Lock","0.870"" (22.10mm)","Adhesive","Polyamide (PA66), Nylon 6/6","Natural","1.260"" (32.00mm)","0.390"" (9.91mm)","-","-","-","UL94 V-2","Acrylic Based (RMS-92A)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/VCC.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/VCC-83535.jpg,RPC1454-ND,VCC-83540,Essentra Components,CBL CLIP BENDABLE BLACK FASTENER,5156,0,"1.24000","0","1","Bulk","-","Active","Clip, Bendable","-","0.374"" (9.50mm)","Fastener","Steel","Black","1.570"" (39.88mm)","0.120"" (3.05mm)","-","0.138"" (3.51mm)","-","-","-","Protective Coating"
http://www.essentracomponents.com.sg/images-line/pdfs/VCC.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/VCC-83535.jpg,RPC2145-ND,VCC-63254,Essentra Components,CBL CLIP BENDABLE BLACK FASTENER,3503,0,"1.24000","0","1","Bulk","-","Active","Clip, Bendable","-","0.575"" (14.60mm)","Fastener","Steel","Black","2.130"" (54.10mm)","0.140"" (3.56mm)","-","0.126"" (3.20mm)","-","-","-","Protective Coating"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/26774.pdf,//media.digikey.com/photos/Richco%20Photos/AKKL-3140A-RT.jpg,RPC2225-ND,AKKL-3140A-19,Essentra Components,CBL CLIP C-TYPE NATURAL ADHESIVE,2568,0,"1.27000","0","1","Bulk","KWIK KLIP","Active","Clip, C-Type","Locking, Round","0.312"" ~ 0.406"" (7.92mm ~ 10.31mm)","Adhesive","Polyamide (PA66), Nylon 6/6","Natural","1.000"" (25.40mm)","0.750"" (19.05mm)","0.866"" (22.00mm)","-","-","UL94 V-0","Acrylic Based (RMS-15)","Flame Retardant"
http://www.essentracomponents.com.sg/images-line/pdfs/SFCC-8.pdf,//media.digikey.com/Photos/Richco%20Photos/SFCC-8-01A-RT.jpg,RPC1128-ND,SFCC-8-01A-RT,Essentra Components,CBL CLIP FLAT CTYPE ADH FASTENER,11676,0,"1.28000","0","1","Bulk","-","Active","Clip, Flat C-Type","Split","0.375"" L x 0.125"" H (9.52mm x 3.18mm)","Adhesive, Fastener","Polyamide (PA66), Nylon 6/6","Natural","1.000"" (25.40mm)","1.000"" (25.40mm)","0.263"" (6.68mm)","-","-","UL94 V-2","Acrylic Based (RMS-15)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/CFCC.pdf,//media.digikey.com/photos/Richco%20Photos/CFCC-8-05A-RT.jpg,RP393-ND,CFCC-8-05A-RT,Essentra Components,CBL CLIP FLAT C-TYPE WHITE ADH,1288,0,"1.29000","0","1","Bulk","-","Active","Clip, Flat C-Type","-","0.250"" (6.35mm)","Adhesive","Polyphenylene Ether (PPE), Polystyrene (PS)","White","1.062"" (26.97mm)","1.000"" (25.40mm)","-","-","0.040"" (1.02mm)","UL94 V-1","Acrylic Based (RMS-15)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SPN.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/SPN-14.jpg,RPC2104-ND,SPN-3,Essentra Components,CBL CLAMP P-TYPE FASTENER,1736,0,"1.31000","0","1","Bulk","-","Active","Clamp, P-Type","Cushioned","0.188"" (4.78mm)","Fastener","Steel","Black, Silver","-","0.650"" (16.51mm)","-","0.266"" (6.76mm)","0.031"" (0.80mm)","-","-","Santoprene Protective Coating"
http://www.essentracomponents.com.sg/images-line/pdfs/MWSLTB-1-19.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MWSLTB-1-19A-RT.jpg,RPC1109-ND,MWSLTB-1-19A-RT,Essentra Components,CBL CLIP WIRE SADDLE NATURAL ADH,18485,0,"1.33000","0","1","Bulk","-","Active","Clip, Wire Saddle on Base","Hinged, Micro, Top Lock","0.190"" L x 0.100"" H (4.83mm x 2.54mm)","Adhesive","Polyamide (PA66), Nylon 6/6","Natural","0.400"" (10.16mm)","0.350"" (8.89mm)","0.280"" (7.11mm)","0.125"" (3.18mm)","-","UL94 V-0","Acrylic Based (RMS-15)","Flame Retardant"
http://www.essentracomponents.com.sg/images-line/pdfs/WCB-250.pdf,//media.digikey.com/Renders/Essentra%20Components/MFG_WCB-250-01A-RT.jpg,RPC2151-ND,WCB-250-01A-RT,Essentra Components,CBL CLIP U-TYPE NATURAL ADHESIVE,5748,0,"1.33000","0","1","Bulk","-","Active","Clip, U-Type","-","0.250"" (6.35mm)","Adhesive","Polyamide (PA66), Nylon 6/6","Natural","1.000"" (25.40mm)","0.500"" (12.70mm)","0.450"" (11.43mm)","-","-","UL94 V-2","Acrylic Based (RMS-15)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SPN.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/SPN-14.jpg,RPC1408-ND,SPN-4,Essentra Components,CBL CLAMP P-TYPE FASTENER,3530,0,"1.33000","0","1","Bulk","-","Active","Clamp, P-Type","Cushioned","0.250"" (6.35mm)","Fastener","Steel","Black, Silver","-","0.650"" (16.51mm)","-","0.266"" (6.76mm)","0.031"" (0.80mm)","-","-","Santoprene Protective Coating"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/26774.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/AKKL-2140A-19.jpg,RPC1154-ND,AKKL-2140A-19,Essentra Components,CBL CLIP C-TYPE NATURAL ADHESIVE,1467,0,"1.33000","0","1","Bulk","KWIK KLIP","Active","Clip, C-Type","Locking, Round","0.215"" ~ 0.258"" (5.46mm ~ 6.55mm)","Adhesive","Polyamide (PA66), Nylon 6/6","Natural","0.850"" (21.59mm)","0.650"" (16.51mm)","0.708"" (17.98mm)","-","-","UL94 V-0","Rubber Based (RMS-136)","Flame Retardant"
http://www.essentracomponents.com.sg/images-line/pdfs/KKC.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/KKC-5-RT.jpg,RPC1206-ND,KKC-4-RT,Essentra Components,CBL CLIP J-TYPE GRAY ADHESIVE,5976,0,"1.35000","0","1","Bulk","KWIK KLIP","Active","Clip, J-Type","-","0.250"" (6.35mm)","Adhesive","Polyvinyl Chloride (PVC)","Gray","0.750"" (19.05mm)","0.750"" (19.05mm)","0.420"" (10.67mm)","-","-","UL94 V-0","Acrylic Based (RMS-15)","Flame Retardant"
http://www.essentracomponents.com.sg/images-line/pdfs/SPN.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/SPN-14.jpg,RPC1409-ND,SPN-5,Essentra Components,CBL CLAMP P-TYPE FASTENER,1731,0,"1.35000","0","1","Bulk","-","Active","Clamp, P-Type","Cushioned","0.313"" (7.95mm)","Fastener","Steel","Black, Silver","-","0.650"" (16.51mm)","-","0.266"" (6.76mm)","0.031"" (0.80mm)","-","-","Santoprene Protective Coating"
