Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Shrinkage Ratio","Length","Diameter - Inner, Recovered","Diameter - Inner, Supplied","Wall Thickness - Nonrecovered","Color"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Heat-Shrink-Tubing/Shrink-Tubing/FITFAB6?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/FITFAB-6%20BK005.JPG,A2366B-100-ND,FITFAB-6 BK005,Alpha Wire,HEATSHRINK FABRIC 2.36""X100',3,0,"445.85000","0","1","FIT®","Active","2 to 1","100.0' (30.5m)","1.18"" (30.0mm)","2.36"" (59.9mm)","0.040"" (1.02mm)","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/HFT5000-34%5E17-0-SP.JPG,A119804-01-ND,HFT5000-34/17-0-SP,TE Connectivity Raychem Cable Protection,HEAT SHRINK 1=1M,248,0,"6.23000","0","1","HFT5000","Active","2 to 1","3.28' (1.00m)","0.67"" (17.0mm)","1.34"" (34.0mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/HFT5000-40%5E20-0-SP.JPG,HFT3015-01-ND,HFT5000-30/15-0-SP,TE Connectivity Raychem Cable Protection,HEATSHRK FABRIC BLK 1=1M,364,0,"7.89000","0","1","HFT5000","Active","2 to 1","3.28' (1.00m)","0.59"" (15.0mm)","1.18"" (30.0mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/HFT5000-50%5E25-0-SP.JPG,HFT5025-01-ND,HFT5000-50/25-0-SP,TE Connectivity Raychem Cable Protection,HEATSHRK FABRIC BLK 1=1M,191,0,"11.10000","0","1","HFT5000","Active","2 to 1","3.28' (1.00m)","0.98"" (24.9mm)","1.97"" (50.0mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/HFT5000-25%5E12-0-SP.JPG,HFT5000-25/12-0-SP-400-ND,HFT5000-25/12-0-SP,TE Connectivity Raychem Cable Protection,HEAT SHRINK FABRIC 1=400M,1,0,"900.98000","0","1","HFT5000","Active","2 to 1","1312.3' (400.0m)","0.47"" (11.9mm)","0.98"" (24.9mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-30/15-0-50MM-ND,HFT5000-30/15-0-50MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 1.18"" 50MM,0,0,"0.11059","0","8000","HFT5000","Active","2 to 1","1.969"" (50.00mm)","0.59"" (15.0mm)","1.18"" (30.0mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-50/25-0-45MM-ND,HFT5000-50/25-0-45MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 1.97"" 45MM,0,0,"0.14751","0","4000","HFT5000","Active","2 to 1","1.772"" (45.00mm)","0.98"" (24.9mm)","1.97"" (50.0mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-30/15-0-65MM-ND,HFT5000-30/15-0-65MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 1.18"" 65MM,0,0,"0.16772","0","2000","HFT5000","Active","2 to 1","2.559"" (65.00mm)","0.59"" (15.0mm)","1.18"" (30.0mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-20/10-0-105MM-ND,HFT5000-20/10-0-105MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 0.79"" 105MM,0,0,"0.22141","0","2000","HFT5000","Active","2 to 1","4.134"" (105.00mm)","0.39"" (9.9mm)","0.79"" (20.1mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-50/25-0-60MM-ND,HFT5000-50/25-0-60MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 1.97"" 60MM,0,0,"0.22947","0","2000","HFT5000","Active","2 to 1","2.362"" (60.00mm)","0.98"" (24.9mm)","1.97"" (50.0mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-60/30-0-60MM-ND,HFT5000-60/30-0-60MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 2.36"" 60MM,0,0,"0.24990","0","2000","HFT5000","Active","2 to 1","2.362"" (60.00mm)","1.18"" (30.0mm)","2.36"" (59.9mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-30/15-0-110MM-ND,HFT5000-30/15-0-110MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 1.18"" 110MM,0,0,"0.28383","0","2000","HFT5000","Active","2 to 1","4.331"" (110.00mm)","0.59"" (15.0mm)","1.18"" (30.0mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-25/12-0-140MM-ND,HFT5000-25/12-0-140MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 0.90"" 140MM,0,0,"0.32823","0","1000","HFT5000","Active","2 to 1","5.512"" (140.00mm)","0.47"" (11.9mm)","0.90"" (22.9mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-30/15-0-130MM-ND,HFT5000-30/15-0-130MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 1.18"" 130MM,0,0,"0.33543","0","2000","HFT5000","Active","2 to 1","5.118"" (130.00mm)","0.59"" (15.0mm)","1.18"" (30.0mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-60/30-0-100MM-ND,HFT5000-60/30-0-100MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 2.36"" 100MM,0,0,"0.35700","0","3000","HFT5000","Active","2 to 1","3.937"" (100.00mm)","1.18"" (30.0mm)","2.36"" (59.9mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-30/15-0-140MM-ND,HFT5000-30/15-0-140MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 1.18"" 140MM,0,0,"0.36123","0","1000","HFT5000","Active","2 to 1","5.512"" (140.00mm)","0.59"" (15.0mm)","1.18"" (30.0mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-20/10-0-215MM-ND,HFT5000-20/10-0-215MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 0.79"" 215MM,0,0,"0.45338","0","2000","HFT5000","Active","2 to 1","8.465"" (215.01mm)","0.39"" (9.9mm)","0.79"" (20.1mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-30/15-0-180MM-ND,HFT5000-30/15-0-180MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 1.18"" 180MM,0,0,"0.46443","0","1000","HFT5000","Active","2 to 1","7.087"" (180.00mm)","0.59"" (15.0mm)","1.18"" (30.0mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-25/12-0-200MM-ND,HFT5000-25/12-0-200MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 0.90"" 200MM,0,0,"0.46888","0","1000","HFT5000","Active","2 to 1","7.874"" (200.00mm)","0.47"" (11.9mm)","0.90"" (22.9mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-60/30-0-120MM-ND,HFT5000-60/30-0-120MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 2.36"" 120MM,0,0,"0.49980","0","1000","HFT5000","Active","2 to 1","4.724"" (120.00mm)","1.18"" (30.0mm)","2.36"" (59.9mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-25/12-0-220MM-ND,HFT5000-25/12-0-220MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 0.90"" 220MM,0,0,"0.51579","0","1000","HFT5000","Active","2 to 1","8.661"" (220.00mm)","0.47"" (11.9mm)","0.90"" (22.9mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-20/10-0-285MM-ND,HFT5000-20/10-0-285MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 0.79"" 285MM,0,0,"0.60098","0","2000","HFT5000","Active","2 to 1","11.220"" (285.00mm)","0.39"" (9.9mm)","0.79"" (20.1mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-25/12-0-280MM-ND,HFT5000-25/12-0-280MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 0.90"" 280MM,0,0,"0.65645","0","1000","HFT5000","Active","2 to 1","11.024"" (280.00mm)","0.47"" (11.9mm)","0.90"" (22.9mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-60/30-0-160MM-ND,HFT5000-60/30-0-160MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 2.36"" 160MM,0,0,"0.68214","0","500","HFT5000","Active","2 to 1","6.299"" (160.00mm)","1.18"" (30.0mm)","2.36"" (59.9mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-30/15-0-305MM-ND,HFT5000-30/15-0-305MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 1.18"" 305MM,0,0,"0.78696","0","1000","HFT5000","Active","2 to 1","12.008"" (305.00mm)","0.59"" (15.0mm)","1.18"" (30.0mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-30/15-0-330MM-ND,HFT5000-30/15-0-330MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 1.18"" 330MM,0,0,"0.85147","0","1000","HFT5000","Active","2 to 1","12.992"" (330.00mm)","0.59"" (15.0mm)","1.18"" (30.0mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-70/35-0-150MM-ND,HFT5000-70/35-0-150MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 2.76"" 150MM,0,0,"0.85855","0","1000","HFT5000","Active","2 to 1","5.906"" (150.00mm)","1.38"" (35.1mm)","2.76"" (70.1mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-40/20-0-290MM-ND,HFT5000-40/20-0-290MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 1.57"" 290MM,0,0,"0.90778","0","1000","HFT5000","Active","2 to 1","11.417"" (289.99mm)","0.79"" (20.1mm)","1.57"" (39.9mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-20/10-0-470MM-ND,HFT5000-20/10-0-470MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 0.79"" 470MM,0,0,"0.99109","0","2000","HFT5000","Active","2 to 1","18.504"" (470.00mm)","0.39"" (9.9mm)","0.79"" (20.1mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-60/30-0-250MM-ND,HFT5000-60/30-0-250MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 2.36"" 250MM,0,0,"1.06584","0","500","HFT5000","Active","2 to 1","9.843"" (250.00mm)","1.18"" (30.0mm)","2.36"" (59.9mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-25/12-0-470MM-ND,HFT5000-25/12-0-470MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 0.90"" 470MM,0,0,"1.10189","0","2000","HFT5000","Active","2 to 1","18.504"" (470.00mm)","0.47"" (11.9mm)","0.90"" (22.9mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-30/15-0-430MM-ND,HFT5000-30/15-0-430MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 1.18"" 430MM,0,0,"1.10948","0","1000","HFT5000","Active","2 to 1","16.929"" (430.00mm)","0.59"" (15.0mm)","1.18"" (30.0mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-20/10-0-530MM-ND,HFT5000-20/10-0-530MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 0.79"" 530MM,0,0,"1.11762","0","2000","HFT5000","Active","2 to 1","20.866"" (530.00mm)","0.39"" (9.9mm)","0.79"" (20.1mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-100/50-0-150MM-ND,HFT5000-100/50-0-150MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 3.94"" 150MM,0,0,"1.15912","0","1000","HFT5000","Active","2 to 1","5.906"" (150.00mm)","1.97"" (50.0mm)","3.94"" (100.0mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-25/12-0-460MM-ND,HFT5000-25/12-0-460MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 0.90"" 460MM,0,0,"1.18884","0","250","HFT5000","Active","2 to 1","18.110"" (460.00mm)","0.47"" (11.9mm)","0.90"" (22.9mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-25/12-0-530MM-ND,HFT5000-25/12-0-530MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 0.90"" 530MM,0,0,"1.24256","0","2000","HFT5000","Active","2 to 1","20.866"" (530.00mm)","0.47"" (11.9mm)","0.90"" (22.9mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-60/30-0-310MM-ND,HFT5000-60/30-0-310MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 2.36"" 310MM,0,0,"1.29115","0","1000","HFT5000","Active","2 to 1","12.205"" (310.00mm)","1.18"" (30.0mm)","2.36"" (59.9mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-20/10-0-725MM-ND,HFT5000-20/10-0-725MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 0.79"" 725MM,0,0,"1.56492","0","500","HFT5000","Active","2 to 1","28.543"" (725.00mm)","0.39"" (9.9mm)","0.79"" (20.1mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,-,HFT5000-40/20-0-960MM-ND,HFT5000-40/20-0-960MM,TE Connectivity Raychem Cable Protection,HEATSHRINK FAB 2:1 1.57"" 960MM,0,0,"3.00505","0","1000","HFT5000","Active","2 to 1","37.795"" (960.00mm)","0.79"" (20.1mm)","1.57"" (39.9mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/HFT5000-12%5E6-0-SP.JPG,HFT1206-01-ND,HFT5000-12/6-0-SP,TE Connectivity Raychem Cable Protection,HEATSHRNK FABRIC BLK 1=1M,0,0,"4.78000","0","1","HFT5000","Active","2 to 1","3.28' (1.00m)","0.24"" (6.1mm)","0.47"" (11.9mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/HFT5000-25%5E12-0-SP.JPG,HFT5000-25/12-0-SP-01-ND,HFT5000-25/12-0-SP,TE Connectivity Raychem Cable Protection,HEAT SHRINK FABRIC 1=1M,0,0,"4.81000","0","1","HFT5000","Active","2 to 1","3.28' (1.00m)","0.47"" (11.9mm)","0.98"" (24.9mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/HFT5000-6%5E3-0-SP.JPG,A119805-01-ND,HFT5000-6/3-0-SP,TE Connectivity Raychem Cable Protection,HEAT SHRINK 1=1M,0,0,"5.01000","0","1","HFT5000","Active","2 to 1","3.28' (1.00m)","0.12"" (3.0mm)","0.24"" (6.1mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/HFT5000-20%5E10-0-SP.JPG,HFT2010-01-ND,HFT5000-20/10-0-SP,TE Connectivity Raychem Cable Protection,HEATSHRK FABRIC BLK 1=1M,0,0,"5.68000","0","1","HFT5000","Active","2 to 1","3.28' (1.00m)","0.39"" (9.9mm)","0.79"" (20.1mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/HFT5000-60%5E30-0-SP.JPG,HFT6030-01-ND,HFT5000-60/30-0-SP,TE Connectivity Raychem Cable Protection,HEATSHRK FABRIC BLK 1=1M,26,0,"11.52000","0","1","HFT5000","Active","2 to 1","3.28' (1.00m)","1.18"" (30.0mm)","2.36"" (59.9mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/HFT5000-70%5E35-0-SP.JPG,HFT7035-01-ND,HFT5000-70/35-0-SP,TE Connectivity Raychem Cable Protection,HEATSHRK FABRIC BLK 1=1M,55,0,"15.76000","0","1","HFT5000","Active","2 to 1","3.28' (1.00m)","1.38"" (35.1mm)","2.76"" (70.1mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/HFT5000-25%5E12-0-SP.JPG,HFT5000-25/12-0-SP-05-ND,HFT5000-25/12-0-SP,TE Connectivity Raychem Cable Protection,HEAT SHRINK FABRIC 1=5M,0,0,"19.07000","0","1","HFT5000","Active","2 to 1","16.41' (5.00m)","0.47"" (11.9mm)","0.98"" (24.9mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000_9-1773447-9&DocType=CS&DocLang=English,-,HFT5000-80/40-0-SP-01-ND,HFT5000-80/40-0-SP,TE Connectivity Raychem Cable Protection,HEAT SHRINK FABRIC,77,0,"19.93000","0","1","HFT5000","Active","2 to 1","3.28' (1.00m)","1.57"" (39.9mm)","3.15"" (80.0mm)","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HFT5000&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/HFT5000-100%5E50-0-SP.JPG,HFT5000-100/50-0-SP-01-ND,HFT5000-100/50-0-SP,TE Connectivity Raychem Cable Protection,HEAT SHRINK 1=1M,71,0,"20.58000","0","1","HFT5000","Active","2 to 1","3.28' (1.00m)","1.97"" (50.0mm)","3.94"" (100.0mm)","-","Black"
http://cdn.techflex.com/assets/pdfs/specification-sheets/h2f.pdf,//media.digikey.com/Photos/Techflex/MFG_H2F1.jpg,H2F1.18BK25-ND,H2F1.18BK25,Techflex,2:1 FAB HEATSHRINK BLK 30MM 25',0,0,"46.56000","0","1","Shrinkflex","Active","2 to 1","25.00' (7.62m)","0.59"" (15.0mm)","1.18"" (30.0mm)","-","Black"
http://cdn.techflex.com/assets/pdfs/specification-sheets/h2f.pdf,//media.digikey.com/Photos/Techflex/MFG_H2F1.jpg,H2F1.58BK25-ND,H2F1.58BK25,Techflex,2:1 FAB HEATSHRINK BLK 40MM 25',0,0,"54.00000","0","1","Shrinkflex","Active","2 to 1","25.00' (7.62m)","0.79"" (20.1mm)","1.57"" (39.9mm)","-","Black"
http://cdn.techflex.com/assets/pdfs/specification-sheets/h2f.pdf,//media.digikey.com/Photos/Techflex/MFG_H2F1.jpg,H2F1.97BK25-ND,H2F1.97BK25,Techflex,2:1 FAB HEATSHRINK BLK 50MM 25',0,0,"65.28000","0","1","Shrinkflex","Active","2 to 1","25.00' (7.62m)","0.98"" (24.9mm)","1.97"" (50.0mm)","-","Black"
