Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Label Type","Label Size","Color","Material","For Use With/Related Products"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=MCD160002&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/TMS-SCE-1K-3%5E16-2.0-9.JPG,TMS-SCE-1K-3/4-2.0-9CT-ND,TMS-SCE-1K-3/4-2.0-9,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE WHITE,458,0,"3.21000","0","1","Cut Tape (CT)","TMS-SCE","Active","Heat Shrinkable","0.75"" x 1.97"" (19.0mm x 50.0mm)","White","Polyolefin (PO), Flame Retardant, Irradiated","T200, T208M, T212M, T312M, T312Mi, T408M, T612M-DS, T6112DS, TE3112 and TE3124 Thermal Transfer Printers"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-017&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/872083-000.JPG,D-SCE-1K-25-50-4-ND,D-SCE-1K-25-50-4,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE 1X1.9"" YLW,721,0,"3.31000","0","1","-","D-SCE","Active","Heat Shrinkable","1.00"" x 1.90"" (25.4mm x 48.3mm)","Yellow","Polyolefin (PO), Irradiated","LQ590 Dot Matrix or T200, T208M, T312Mi, T6112DS, TE3112, TE3124 Thermal Transfer Printers"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=MCD160002&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/TMS-SCE-1K-3%5E16-2.0-4.JPG,TMS-SCE-1-2.0-4TB-ND,TMS-SCE-1-2.0-4,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABL 1X1.97"" YLW,0,0,"2.75816","0","250","Tape & Box (TB)","TMS-SCE","Active","Heat Shrinkable","1.00"" x 1.97"" (25.4mm x 50.0mm)","Yellow","Polyolefin (PO), Flame Retardant, Irradiated","T200, T208M, T212M, T312M, T312Mi, T408M, T612M-DS, T6112DS, TE3112 and TE3124 Thermal Transfer Printers"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=MCD160002&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/TMS-SCE-1K-3%5E16-2.0-4.JPG,TMS-SCE-1-2.0-4CT-ND,TMS-SCE-1-2.0-4,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABL 1X1.97"" YLW,170,0,"4.21000","0","1","Cut Tape (CT)","TMS-SCE","Active","Heat Shrinkable","1.00"" x 1.97"" (25.4mm x 50.0mm)","Yellow","Polyolefin (PO), Flame Retardant, Irradiated","T200, T208M, T212M, T312M, T312Mi, T408M, T612M-DS, T6112DS, TE3112 and TE3124 Thermal Transfer Printers"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RW-2512&DocType=SS&DocLang=EN,//media.digikey.com/photos/TE%20Connectivity/HT-SCE-1%5E8-2.0-9.JPG,HT-SCE-1/8-2.0-9-ND,HT-SCE-1/8-2.0-9,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE WHITE,186,0,"4.25000","0","1","250 per Pkg","HT-SCE","Active","Heat Shrinkable","0.125"" x 1.97"" (3.2mm x 50.0mm)","White","Fluoropolymer, Flame Retardant, Fluid Resistant","T312M Thermal Transfer Printer"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RW-2512&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/HT-SCE-3%5E8-2.0-9.JPG,HT-SCE-3/8-2.0-9-ND,HT-SCE-3/8-2.0-9,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE WHITE,677,0,"7.17000","0","1","250 per Pkg","HT-SCE","Active","Heat Shrinkable","0.38"" x 1.97"" (9.5mm x 50.0mm)","White","Fluoropolymer, Flame Retardant, Fluid Resistant","T312M Thermal Transfer Printer"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RW-2512&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/HT-SCE-3%5E4-2.0-9.JPG,HT-SCE-3/4-2.0-9-ND,HT-SCE-3/4-2.0-9,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE WHITE,249,0,"10.75000","0","1","250 per Pkg","HT-SCE","Active","Heat Shrinkable","0.75"" x 1.97"" (19.0mm x 50.0mm)","White","Fluoropolymer, Flame Retardant, Fluid Resistant","T312M Thermal Transfer Printer"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RW-2512&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/HT-SCE-1-1%5E2-2.0-9.JPG,HT-SCE-1-1/2-2.0-9-ND,HT-SCE-1-1/2-2.0-9,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE WHITE,1188,0,"11.99000","0","1","250 per Pkg","HT-SCE","Active","Heat Shrinkable","1.50"" x 1.97"" (38.1mm x 50.0mm)","White","Fluoropolymer, Flame Retardant, Fluid Resistant","T312M Thermal Transfer Printer"
http://www1.panduit.com/heiler/PartDrawings/C-IDS025X075VAC--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/S100X150VAC.jpg,298-10119-ND,S100X150VAC,Panduit Corp,LABEL SELF LAMINATNG 1""X1.5"" WHT,40,0,"54.09000","0","1","200 per Cassette","PanTher™, P1™","Active","Self Laminating","1.00"" x 1.50"" (25.4mm x 38.1mm)","White","Vinyl","Panduit LS8E (Hand-Held)"
http://www.panduit.com/heiler/PartDrawings/C10697.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/H100X025H1C.JPG,298-10306-ND,H100X025H1C,Panduit Corp,LABEL HEAT SHRINKABL DIE-CUT WHT,30,0,"68.79000","0","1","100 per Cassette","PanTher™, P1™","Active","Heat Shrinkable, Die-Cut","1.00"" x 0.25"" (25.4mm x 6.4mm)","White","Polyolefin","Panduit LS8E and LS8EQ (Hand-Held)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800376.pdf,//media.digikey.com/photos/Phoenix%20Photos/0800376.JPG,277-7641-ND,0800376,Phoenix Contact,LABEL HEAT SHRINKABLE WHITE,18,128,"197.12000","0","1","500 per Roll","WMS","Active","Heat Shrinkable","0.39"" x 1.18"" (10.0mm x 30.0mm)","White","Polyolefin","Thermomark Printer"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/LA3002121DTL.pdf,//media.digikey.com/photos/HellermannTyton%20Photos/TAG22T3-100B.JPG,1436-1665-ND,TAG22T3-100B,HellermannTyton,LABEL SELF LAMINATNG 1X1.43"" WHT,5,0,"200.54000","0","1","5000 per Roll","-","Active","Self Laminating","1.00"" x 1.43"" (25.4mm x 36.5mm)","White","Vinyl","Thermal Transfer Printer"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/LA3002147DTL.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/TAG3T3-100B.JPG,1436-1671-ND,TAG3T3-100B,HellermannTyton,LABEL SELF LAMINATNG 1X3.75"" WHT,3,0,"352.56000","0","1","3000 per Roll","-","Active","Self Laminating","1.00"" x 3.75"" (25.4mm x 95.3mm)","White","Vinyl","Thermal Transfer Printer"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=MCD160002&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/TMS-SCE-1K-3%5E16-2.0-9.JPG,TMS-SCE-3/16-2.0-9TB-ND,TMS-SCE-3/16-2.0-9,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE WHITE,250,0,"0.77044","0","250","Tape & Box (TB)","TMS-SCE","Active","Heat Shrinkable","0.19"" x 1.97"" (4.8mm x 50.0mm)","White","Polyolefin (PO), Flame Retardant, Irradiated","T200, T208M, T212M, T312M, T312Mi, T408M, T612M-DS, T6112DS, TE3112 and TE3124 Thermal Transfer Printers"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=MCD160002&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/TMS-SCE-1K-3%5E16-2.0-9.JPG,TMS-SCE-3/16-2.0-9CT-ND,TMS-SCE-3/16-2.0-9,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE WHITE,447,0,"1.56000","0","1","Cut Tape (CT)","TMS-SCE","Active","Heat Shrinkable","0.19"" x 1.97"" (4.8mm x 50.0mm)","White","Polyolefin (PO), Flame Retardant, Irradiated","T200, T208M, T212M, T312M, T312Mi, T408M, T612M-DS, T6112DS, TE3112 and TE3124 Thermal Transfer Printers"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0803933,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0803933.jpg,277-12096-ND,0803933,Phoenix Contact,LABEL STANDARD CONTIN WHITE,19,33,"25.19000","0","1","Bulk","MM-EMLC","Active","Standard, Continuous","0.39"" W x 236.22"" L (10.0mm x 6.0m)","White","Polyamide (PA), Nylon, Halogen Free","Thermal Transfer Printer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0803923,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0803923.jpg,277-12092-ND,0803923,Phoenix Contact,LABEL HEAT SHRINKABLE CONTIN WHT,25,72,"31.50000","0","1","Bulk","MM-WMS","Active","Heat Shrinkable, Continuous","0.20"" W x 70.87"" L (5.0mm x 1.8m); Cable O.D. 0.04"" ~ 0.13"" (1.0mm ~ 3.2mm)","White","Polyolefin (PO), Halogen Free","Thermal Transfer Printer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0803924,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0803924.jpg,277-12093-ND,0803924,Phoenix Contact,LABEL HEAT SHRINKABLE CONTIN WHT,35,92,"34.34000","0","1","Bulk","MM-WMS","Active","Heat Shrinkable, Continuous","0.35"" W x 70.87"" L (9.0mm x 1.8m); Cable O.D. 0.06"" ~ 0.19"" (1.6mm ~ 4.8mm)","White","Polyolefin (PO), Halogen Free","Thermal Transfer Printer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0803925,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0803925.jpg,277-12573-ND,0803925,Phoenix Contact,LABEL HEAT SHRINKABLE CONTIN WHT,26,46,"39.29000","0","1","Bulk","MM-WMS","Active","Heat Shrinkable, Continuous","0.39"" W x 70.87"" L (10.0mm x 1.8m); Cable O.D. 0.08"" ~ 0.25"" (2.1mm ~ 6.4mm)","White","Polyolefin (PO), Halogen Free","Thermal Transfer Printer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0803926,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0803926.jpg,277-12574-ND,0803926,Phoenix Contact,LABEL HEAT SHRINKABLE CONTIN WHT,69,58,"44.25000","0","1","Bulk","MM-WMS","Active","Heat Shrinkable, Continuous","0.63"" W x 70.87"" L (16.0mm x 1.8m); Cable O.D. 0.13"" ~ 0.37"" (3.2mm ~ 9.5mm)","White","Polyolefin (PO), Halogen Free","Thermal Transfer Printer"
http://www.panduit.com/heiler/PartDrawings/C-IDH000X025H1C--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/H000X044H1C.JPG,298-10112-ND,H000X044H1C,Panduit Corp,LABEL HEAT SHRINKABLE CONTIN WHT,19,0,"52.94000","0","1","Cassette","PanTher™, P1™","Active","Heat Shrinkable, Continuous","0.44"" x 6.0' (11.2mm x 1.8m)","White","Polyolefin","Panduit LS8E and LS8EQ (Hand-Held)"
http://www.panduit.com/heiler/PartDrawings/C-IDH000X025H1C--ENG.pdf,-,298-18382-ND,H000X025H1C,Panduit Corp,LABEL HEAT SHRINKABLE CONTIN WHT,22,0,"55.48000","0","1","Cassette","PanTher™, P1™","Active","Heat Shrinkable, Continuous","0.25"" x 8.0' (6.4mm x 2.4m)","White","Polyolefin","Panduit LS8E and LS8EQ (Hand-Held)"
http://www1.panduit.com/heiler/PartDrawings/C-IDS025X075VAC--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/S100X225VAC.JPG,298-10308-ND,S100X225VAC,Panduit Corp,LABEL SELF LAMINATNG 1X2.25"" WHT,12,0,"56.30000","0","1","125 per Cassette","PanTher™, P1™","Active","Self Laminating","1.00"" x 2.25"" (25.4mm x 57.2mm)","White","Vinyl","Panduit LS8E (Hand-Held)"
http://www1.panduit.com/heiler/PartDrawings/C-IDS025X075VAC--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/S100X125VAC.jpg,298-10118-ND,S100X125VAC,Panduit Corp,LABEL SELF LAMINATNG 1X1.25"" WHT,15,0,"57.96000","0","1","225 per Cassette","PanTher™, P1™","Active","Self Laminating","1.00"" x 1.25"" (25.4mm x 31.8mm)","White","Vinyl","Panduit LS8E (Hand-Held)"
http://www1.panduit.com/heiler/PartDrawings/C-IDS025X075VAC--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/S100X075VAC.JPG,298-10523-ND,S100X075VAC,Panduit Corp,LABEL SELF LAMINATNG 1X0.75"" WHT,27,0,"60.80000","0","1","350 per Cassette","PanTher™, P1™","Active","Self Laminating","1.00"" x 0.75"" (25.4mm x 19.1mm)","White","Vinyl","Panduit LS8E (Hand-Held)"
http://www1.panduit.com/heiler/PartDrawings/C-IDS025X075VAC--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/S050X075VAC.jpg,298-10117-ND,S050X075VAC,Panduit Corp,LABEL SELF LAMINATING WHITE,9,0,"60.85000","0","1","450 per Cassette","PanTher™, P1™","Active","Self Laminating","0.50"" x 0.75"" (12.7mm x 19.1mm)","White","Vinyl","Panduit LS8E (Hand-Held)"
-,//media.digikey.com/photos/Phoenix%20Photos/0828444.JPG,277-7360-ND,0828444,Phoenix Contact,LABEL STANDARD 1.38"" X 0.67"" WHT,14,73,"91.86000","0","1","1500 per Roll","WML","Active","Standard","1.38"" x 0.67"" (35.0mm x 17.0mm)","White","PVC","Thermomark Printer"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/594-49105.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/TAG63L-105.JPG,1436-1672-ND,TAG49L-105,HellermannTyton,LABEL SELF LAMINATING 1""X1"" WHT,6,0,"102.63000","0","1","2500 per Pkg","LaserTags","Active","Self Laminating","1.00"" x 1.00"" (25.4mm x 25.4mm)","White","Polyester","Tagprint Pro Software, Laser Printer"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/596-00008.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/TAG24T1-100B.JPG,1436-1666-ND,TAG24T1-100B,HellermannTyton,LABEL SELF LAMINATNG 2X1.44"" WHT,11,0,"103.16000","0","1","1000 per Roll","-","Active","Self Laminating","2.00"" x 1.44"" (50.8mm x 36.6mm)","White","Vinyl","Thermal Transfer Printer"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/LA3001009DTL.pdf,-,1436-1680-ND,TAG9L-105,HellermannTyton,LABEL SELF LAMINATNG 1X2.25"" WHT,21,0,"112.36000","0","1","1000 per Pkg","LaserTags","Active","Self Laminating","1.00"" x 2.25"" (25.4mm x 57.2mm)","White","Polyester","Tagprint Pro Software, Laser Printer"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800292.pdf,//media.digikey.com/photos/Phoenix%20Photos/0800292.JPG,277-7639-ND,0800292,Phoenix Contact,LABEL HEAT SHRINKABLE WHITE,14,320,"142.07000","0","1","Roll","WMS","Active","Heat Shrinkable","0.39"" x 82.0' (10.0mm x 25m)","White","Polyolefin","Thermomark Printer"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/594-50105.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/TAG2L-105.JPG,1436-1673-ND,TAG50L-105,HellermannTyton,LABEL SELF LAMINATNG 1X3.16"" WHT,5,0,"148.92000","0","1","1000 per Pkg","LaserTags","Active","Self Laminating","1.00"" x 3.16"" (25.4mm x 80.4mm)","White","Polyester","Tagprint Pro Software, Laser Printer"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800290.pdf,//media.digikey.com/photos/Phoenix%20Photos/0800290.JPG,277-7631-ND,0800290,Phoenix Contact,LABEL HEAT SHRINKABLE WHITE,16,483,"153.66000","0","1","Roll","WMS","Active","Heat Shrinkable","0.20"" x 98.4' (5.0mm x 30m)","White","Polyolefin","Thermomark Printer"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800375.pdf,//media.digikey.com/photos/Phoenix%20Photos/CLIPLINE%20WMS%20SERIES%209x30.JPG,277-7648-ND,0800375,Phoenix Contact,LABEL HEAT SHRINKABLE WHITE,7,0,"155.83000","0","1","500 per Roll","WMS","Active","Heat Shrinkable","0.35"" x 1.18"" (9.0mm x 30.0mm)","White","Polyolefin","Thermomark Printer"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800382.pdf,//media.digikey.com/photos/Phoenix%20Photos/CLIPLINE%20WMS%20SERIES%209x15.JPG,277-7638-ND,0800382,Phoenix Contact,LABEL HEAT SHRINKABLE WHITE,5,134,"155.83000","0","1","1000 per Roll","WMS","Active","Heat Shrinkable","0.35"" x 0.59"" (9.0mm x 15.0mm)","White","Polyolefin","Thermomark Printer"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/553-50004.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_553-500xx-.125.jpg,1436-1649-ND,553-50004,HellermannTyton,LABEL HEAT SHRINKABLE WHT 500/BX,3,0,"166.04000","0","1","500 per Pkg","ShrinkTrak™","Active","Heat Shrinkable","0.95"" x 0.24"" (24.1mm x 6.0mm); Cable O.D. 0.125"" (3.2mm)","White","Polyolefin","Thermal Transfer Printer"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/594-63105.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/TAG63L-105.JPG,1436-1676-ND,TAG63L-105,HellermannTyton,LABEL SELF LAMINATNG 1X1.33"" WHT,25,0,"176.67000","0","1","2500 per Pkg","LaserTags","Active","Self Laminating","1.00"" x 1.33"" (25.4mm x 33.8mm)","White","Polyester","Tagprint Pro Software, Laser Printer"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800294.pdf,//media.digikey.com/photos/Phoenix%20Photos/0800293.JPG,277-10709-ND,0800294,Phoenix Contact,LABEL HEAT SHRINKABLE WHITE,4,0,"184.24000","0","1","Roll","WMS","Active","Heat Shrinkable","0.79"" x 65.6' (20.0mm x 20m)","White","Polyolefin","Thermomark Printer"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/596-00009.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/TAG26T6-100B.jpg,1436-1668-ND,TAG26T6-100B,HellermannTyton,LABEL SELF LAMINATING WHITE,3,0,"235.80000","0","1","10000 per Roll","-","Active","Self Laminating","0.50"" x 0.75"" (12.7mm x 19.1mm)","White","Vinyl","Thermal Transfer Printer"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/LA3001007DTL.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/TAG63L-105.JPG,1436-1675-ND,TAG5L-105,HellermannTyton,LABEL SELF LAMINATING WHITE,7,0,"248.48000","0","1","5000 per Pkg","LaserTags","Active","Self Laminating","0.80"" x 1.43"" (20.3mm x 36.3mm)","White","Polyester","Tagprint Pro Software, Laser Printer"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800395.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_CLIPLINE-WMS-SERIES.jpg,277-10748-ND,0800395,Phoenix Contact,LABEL HEAT SHRINKABLE WHITE,5,295,"1019.49000","0","1","5000 per Roll","WMS","Active","Heat Shrinkable","0.35"" x 1.18"" (9.0mm x 30.0mm)","White","Polyolefin","Thermomark Printer"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-108&DocType=DS&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/F77737-000.JPG,A109393-ND,HX-SCE-1K-4.8-50-9,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE WHITE,486,0,"1.55000","0","1","-","HX-SCE","Active","Heat Shrinkable","0.19"" x 1.97"" (4.8mm x 50.0mm)","White","Polyolefin (PO), Halogen Free, Irradiated, Self-Extinguishing, UV Stabilized","AM6310 Dot Matrix Printer or T200, T212M, T312M, T312Mi, T612M-DS, T6112DS, TE3112, TE3124 Thermal Transfer Printers"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-263&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/ZHD-SCE-4.8-50-9.jpg,ZHD-SCE-4.8-50-9-ND,ZHD-SCE-4.8-50-9,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE ORANGE,545,0,"2.05000","0","1","250 per Pkg","ZHD-SCE","Active","Heat Shrinkable","0.19"" x 1.97"" (4.8mm x 50.0mm)","Orange","Polyolefin (PO), Diesel Resistant, Flame Retardant, Halogen Free, Irradiated","T200, T312M, T312Mi, T6112DS, TE3112 and TE3124 Thermal Transfer Printers"
http://rd.phoenixcon.com/aspapps/splashproc/mediaDLs/77/PhoenixContact_Marking_Systems_2013-2014_Catalog.zip,//media.digikey.com/Photos/Phoenix%20Photos/800474.JPG,277-10778-ND,0800474,Phoenix Contact,LABEL STANDARD 1"" X 1"" WHT,50,0,"5.01000","0","1","4 per Row; 4 per Card","US-WML","Active","Standard","1.00"" x 1.00"" (25.4mm x 25.4mm)","White","PVC","Thermal Transfer Printer"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800473.pdf,//media.digikey.com/photos/Phoenix%20Photos/0800473.JPG,277-7361-ND,0800473,Phoenix Contact,LABEL STANDARD 1"" X 0.75"" WHT,40,160,"5.01000","0","1","4 per Row; 8 per Card","US-WML","Active","Standard","1.00"" x 0.75"" (25.4mm x 19.1mm)","White","PVC","Thermal Transfer Printer"
http://www.panduit.com/heiler/PartDrawings/C-IDN050X075CBC--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/N100X125CBC.jpg,298-10113-ND,N100X125CBC,Panduit Corp,LABEL STDRD DIECUT 1""X1.25"" WHT,19,0,"25.38000","0","1","75 per Cassette","PanTher™, P1™","Active","Standard, Die-Cut","1.00"" x 1.25"" (25.4mm x 31.8mm)","White","Vinyl Cloth","Panduit LS8E and LS8EQ (Hand-Held)"
-,//media.digikey.com/photos/Phoenix%20Photos/0816799.JPG,277-7490-ND,0816799,Phoenix Contact,LABEL STANDARD 0.79"" X 0.31"" WHT,15,15,"28.36000","0","1","2500 per Roll","-","Active","Standard","0.79"" x 0.31"" (20mm x 8mm)","White","Polyester","Thermomark Printer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0803931,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0803931.jpg,277-12094-ND,0803931,Phoenix Contact,LABEL SELF LAMINATING WHITE,31,76,"30.44000","0","1","Bulk","MM-WML","Active","Self Laminating","0.71"" W x 255.91"" L (18.0mm x 6.5m); Cable O.D. 0.12"" (3.0mm)","White","Vinyl Polymer","Thermal Transfer Printer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0803932,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0803932.jpg,277-12095-ND,0803932,Phoenix Contact,LABEL SELF LAMINATING WHITE,19,13,"36.74000","0","1","Bulk","MM-WML","Active","Self Laminating","0.94"" W x 255.91"" L (24.0mm x 6.5m); Cable O.D. 0.20"" (5.0mm)","White","Vinyl Polymer","Thermal Transfer Printer"
-,//media.digikey.com/photos/Phoenix%20Photos/0819479.JPG,277-7486-ND,0819479,Phoenix Contact,LABEL STANDARD 0.79"" X 0.28"" WHT,9,40,"37.54000","0","1","500 per Roll","-","Active","Standard","0.79"" x 0.28"" (20.0mm x 7.0mm)","White","Polyester","Thermomark Printer"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/594-26105.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/TAG26L-105.JPG,1436-1667-ND,TAG26L-105,HellermannTyton,LABEL SELF LAMINATING WHITE,2,0,"106.85000","0","1","5000 per Pkg","LaserTags","Active","Self Laminating","0.50"" x 0.75"" (12.7mm x 19.1mm)","White","Polyester","Tagprint Pro Software, Laser Printer"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800076.pdf,//media.digikey.com/photos/Phoenix%20Photos/0800076.JPG,277-7363-ND,0800076,Phoenix Contact,LABEL STANDARD 2.25"" X 1"" WHT,3,82,"115.97000","0","1","1000 per Roll","WML","Active","Standard","2.25"" x 1.00"" (57.15mm x 25.40mm)","White","PVC","Thermomark Printer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0819547,//media.digikey.com/photos/Phoenix%20Photos/0819547.JPG,277-7484-ND,0819547,Phoenix Contact,LABEL STANDARD 1.77"" X 0.59"" SLV,3,10,"129.93000","0","1","500 per Roll","-","Active","Standard","1.77"" x 0.59"" (45.0mm x 15.0mm)","Silver","Polyester","Thermomark Printer"
-,//media.digikey.com/photos/Phoenix%20Photos/0819505.JPG,277-7485-ND,0819505,Phoenix Contact,LABEL STANDARD 2.36"" X 1.18"" WHT,4,13,"133.14000","0","1","250 per Roll","-","Active","Standard","2.36"" x 1.18"" (60mm x 30mm)","White","Polyester","Thermomark Printer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0800078,//media.digikey.com/photos/Phoenix%20Photos/0800078.JPG,277-7364-ND,0800078,Phoenix Contact,LABEL STANDARD 1"" X 1"" WHT,6,44,"137.65000","0","1","900 per Roll","WML","Active","Standard","1.00"" x 1.00"" (25.4mm x 25.4mm)","White","PVC","Thermomark Printer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0800073,//media.digikey.com/photos/Phoenix%20Photos/0800073.JPG,277-7358-ND,0800073,Phoenix Contact,LABEL STANDARD 0.50"" X 0.75"" WHT,4,70,"138.92000","0","1","5000 per Roll","WML","Active","Standard","0.50"" x 0.75"" (12.7mm x 19.1mm)","White","PVC","Thermomark Printer"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0800074.pdf,//media.digikey.com/photos/Phoenix%20Photos/0800074.JPG,277-7359-ND,0800074,Phoenix Contact,LABEL STANDARD 0.50"" X 1.44"" WHT,2,29,"140.78000","0","1","4000 per Roll","WML","Active","Standard","0.50"" x 1.44"" (12.7mm x 36.6mm)","White","PVC","Thermomark Printer"
