Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Label Type","Label Size","Color","Material","For Use With/Related Products"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-263&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/ZHD-SCE-19.0-50-4.jpg,ZHD-SCE-19.0-50-S1-4-ND,ZHD-SCE-19.0-50-S1-4,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE YELLOW,250,0,"3.48000","0","1","250 per Pkg","ZHD-SCE","Active","Heat Shrinkable","0.75"" x 1.97"" (19.0mm x 50.0mm)","Yellow","Polyolefin (PO), Diesel Resistant, Flame Retardant, Halogen Free, Irradiated","T200, T312M, T312Mi, T6112DS, TE3112 and TE3124 Thermal Transfer Printers"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-263&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/ZHD-SCE-25.4-50-9.jpg,ZHD-SCE-1K-25.4-50-9-ND,ZHD-SCE-1K-25.4-50-9,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABL 1X1.97"" WHT,2000,0,"3.65000","0","1","1000 per Pkg","ZHD-SCE","Active","Heat Shrinkable","1.00"" x 1.97"" (25.4mm x 50.0mm)","White","Polyolefin (PO), Diesel Resistant, Flame Retardant, Halogen Free, Irradiated","T200, T312M, T312Mi, T6112DS, TE3112 and TE3124 Thermal Transfer Printers"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-263&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/ZHD-SCE-25.4-50-4.jpg,ZHD-SCE-25.4-50-4-ND,ZHD-SCE-25.4-50-4,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABL 1X1.97"" YLW,174,0,"3.84000","0","1","250 per Pkg","ZHD-SCE","Active","Heat Shrinkable","1.00"" x 1.97"" (25.4mm x 50.0mm)","Yellow","Polyolefin (PO), Diesel Resistant, Flame Retardant, Halogen Free, Irradiated","T200, T312M, T312Mi, T6112DS, TE3112 and TE3124 Thermal Transfer Printers"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-263&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/ZHD-SCE-25.4-50-9.jpg,ZHD-SCE-25.4-50-9-ND,ZHD-SCE-25.4-50-9,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABL 1X1.97"" WHT,105,0,"3.84000","0","1","250 per Pkg","ZHD-SCE","Active","Heat Shrinkable","1.00"" x 1.97"" (25.4mm x 50.0mm)","White","Polyolefin (PO), Diesel Resistant, Flame Retardant, Halogen Free, Irradiated","T200, T312M, T312Mi, T6112DS, TE3112 and TE3124 Thermal Transfer Printers"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RW-2512&DocType=SS&DocLang=EN,-,HT-SCE-3/32-2.0-S1-9-ND,HT-SCE-3/32-2.0-S1-9,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE WHITE,998,0,"4.02000","0","1","250 per Pkg","HT-SCE","Active","Heat Shrinkable","0.09"" x 1.97"" (2.4mm x 50.0mm)","White","Fluoropolymer, Flame Retardant, Fluid Resistant","T312M Thermal Transfer Printer"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-263&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/ZHD-SCE-25.4-50-4.jpg,ZHD-SCE-1K-25.4-50-S1-4-ND,ZHD-SCE-1K-25.4-50-S1-4,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABL 1X1.97"" YLW,250,0,"4.02000","0","1","1000 per Pkg","ZHD-SCE","Active","Heat Shrinkable","1.00"" x 1.97"" (25.4mm x 50.0mm)","Yellow","Polyolefin (PO), Diesel Resistant, Flame Retardant, Halogen Free, Irradiated","T200, T312M, T312Mi, T6112DS, TE3112 and TE3124 Thermal Transfer Printers"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-263&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/ZHD-SCE-25.4-50-9.jpg,ZHD-SCE-1K-25.4-50-S1-9-ND,ZHD-SCE-1K-25.4-50-S1-9,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABL 1X1.97"" WHT,243,0,"4.02000","0","1","1000 per Pkg","ZHD-SCE","Active","Heat Shrinkable","1.00"" x 1.97"" (25.4mm x 50.0mm)","White","Polyolefin (PO), Diesel Resistant, Flame Retardant, Halogen Free, Irradiated","T200, T312M, T312Mi, T6112DS, TE3112 and TE3124 Thermal Transfer Printers"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-263&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/ZHD-SCE-38.1-50-9.jpg,ZHD-SCE-0.5K-38.1-50-9-ND,ZHD-SCE-0.5K-38.1-50-9,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE WHITE,250,0,"4.12000","0","1","500 per Pkg","ZHD-SCE","Active","Heat Shrinkable","1.50"" x 1.97"" (38.1mm x 50.0mm)","White","Polyolefin (PO), Diesel Resistant, Flame Retardant, Halogen Free, Irradiated","T200, T312M, T312Mi, T6112DS, TE3112 and TE3124 Thermal Transfer Printers"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-263&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/ZHD-SCE-38.1-50-9.jpg,ZHD-SCE-38.1-50-9-ND,ZHD-SCE-38.1-50-9,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE WHITE,860,0,"4.21000","0","1","250 per Pkg","ZHD-SCE","Active","Heat Shrinkable","1.50"" x 1.97"" (38.1mm x 50.0mm)","White","Polyolefin (PO), Diesel Resistant, Flame Retardant, Halogen Free, Irradiated","T200, T312M, T312Mi, T6112DS, TE3112 and TE3124 Thermal Transfer Printers"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-263&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/ZHD-SCE-38.1-50-4.jpg,ZHD-SCE-38.1-50-4-ND,ZHD-SCE-38.1-50-4,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE YELLOW,250,0,"4.21000","0","1","250 per Pkg","ZHD-SCE","Active","Heat Shrinkable","1.50"" x 1.97"" (38.1mm x 50.0mm)","Yellow","Polyolefin (PO), Diesel Resistant, Flame Retardant, Halogen Free, Irradiated","T200, T312M, T312Mi, T6112DS, TE3112 and TE3124 Thermal Transfer Printers"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-263&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/ZHD-SCE-25.4-50-4.jpg,ZHD-SCE-25.4-50-S1-4-ND,ZHD-SCE-25.4-50-S1-4,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABL 1X1.97"" YLW,265,0,"4.22000","0","1","250 per Pkg","ZHD-SCE","Active","Heat Shrinkable","1.00"" x 1.97"" (25.4mm x 50.0mm)","Yellow","Polyolefin (PO), Diesel Resistant, Flame Retardant, Halogen Free, Irradiated","T200, T312M, T312Mi, T6112DS, TE3112 and TE3124 Thermal Transfer Printers"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-263&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/ZHD-SCE-38.1-50-4.jpg,ZHD-SCE-0.5K-38.1-50-S1-4-ND,ZHD-SCE-0.5K-38.1-50-S1-4,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE YELLOW,250,0,"4.54000","0","1","500 per Pkg","ZHD-SCE","Active","Heat Shrinkable","1.50"" x 1.97"" (38.1mm x 50.0mm)","Yellow","Polyolefin (PO), Diesel Resistant, Flame Retardant, Halogen Free, Irradiated","T200, T312M, T312Mi, T6112DS, TE3112 and TE3124 Thermal Transfer Printers"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-263&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/ZHD-SCE-38.1-50-4.jpg,ZHD-SCE-38.1-50-S1-4-ND,ZHD-SCE-38.1-50-S1-4,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE YELLOW,250,0,"4.63000","0","1","250 per Pkg","ZHD-SCE","Active","Heat Shrinkable","1.50"" x 1.97"" (38.1mm x 50.0mm)","Yellow","Polyolefin (PO), Diesel Resistant, Flame Retardant, Halogen Free, Irradiated","T200, T312M, T312Mi, T6112DS, TE3112 and TE3124 Thermal Transfer Printers"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RW-2512&DocType=SS&DocLang=EN,-,HT-SCE-1/8-2.0-S1-9-ND,HT-SCE-1/8-2.0-S1-9,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE WHITE,499,0,"4.68000","0","1","250 per Pkg","HT-SCE","Active","Heat Shrinkable","0.125"" x 1.97"" (3.2mm x 50.0mm)","White","Fluoropolymer, Flame Retardant, Fluid Resistant","T312M Thermal Transfer Printer"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=MCD160002&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/TMS-SCE-1K-3%5E16-2.0-4.JPG,TMS-SCE-2-2.0-4TB-ND,TMS-SCE-2-2.0-4,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABL 2X1.97"" YLW,500,0,"4.96044","0","250","Tape & Box (TB)","TMS-SCE","Active","Heat Shrinkable","2.00"" x 1.97"" (50.8mm x 50.0mm)","Yellow","Polyolefin (PO), Flame Retardant, Irradiated","T200, T208M, T212M, T312M, T312Mi, T408M, T612M-DS, T6112DS, TE3112 and TE3124 Thermal Transfer Printers"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=MCD160002&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/TMS-SCE-1K-3%5E16-2.0-4.JPG,TMS-SCE-2-2.0-4CT-ND,TMS-SCE-2-2.0-4,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABL 2X1.97"" YLW,549,0,"7.38000","0","1","Cut Tape (CT)","TMS-SCE","Active","Heat Shrinkable","2.00"" x 1.97"" (50.8mm x 50.0mm)","Yellow","Polyolefin (PO), Flame Retardant, Irradiated","T200, T208M, T212M, T312M, T312Mi, T408M, T612M-DS, T6112DS, TE3112 and TE3124 Thermal Transfer Printers"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RW-2512&DocType=SS&DocLang=EN,//media.digikey.com/photos/TE%20Connectivity/HT-SCE-1%5E8-2.0-9.JPG,HT-SCE-1/4-2.0-9-ND,HT-SCE-1/4-2.0-9,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE WHITE,2401,0,"5.87000","0","1","250 per Pkg","HT-SCE","Active","Heat Shrinkable","0.25"" x 1.97"" (6.4mm x 50.0mm)","White","Fluoropolymer, Flame Retardant, Fluid Resistant","T312M Thermal Transfer Printer"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RW-2512&DocType=SS&DocLang=EN,-,HT-SCE-1/4-2.0-0-ND,HT-SCE-1/4-2.0-0,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE BLACK,2000,0,"5.87000","0","1","250 per Pkg","HT-SCE","Active","Heat Shrinkable","0.25"" x 1.97"" (6.4mm x 50.0mm)","Black","Fluoropolymer, Flame Retardant, Fluid Resistant","T312M Thermal Transfer Printer"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RW-2512&DocType=SS&DocLang=EN,-,HT-SCE-1/4-2.0-S1-0-ND,HT-SCE-1/4-2.0-S1-0,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE BLACK,1000,0,"6.20000","0","1","250 per Pkg","HT-SCE","Active","Heat Shrinkable","0.25"" x 1.97"" (6.4mm x 50.0mm)","Black","Fluoropolymer, Flame Retardant, Fluid Resistant","T312M Thermal Transfer Printer"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RW-2512&DocType=SS&DocLang=EN,-,HT-SCE-1/4-2.0-S1-9-ND,HT-SCE-1/4-2.0-S1-9,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE WHITE,899,0,"6.20000","0","1","250 per Pkg","HT-SCE","Active","Heat Shrinkable","0.25"" x 1.97"" (6.4mm x 50.0mm)","White","Fluoropolymer, Flame Retardant, Fluid Resistant","T312M Thermal Transfer Printer"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RW-2512&DocType=SS&DocLang=EN,-,HT-SCE-3/8-2.0-0-ND,HT-SCE-3/8-2.0-0,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE BLACK,790,0,"7.17000","0","1","250 per Pkg","HT-SCE","Active","Heat Shrinkable","0.38"" x 1.97"" (9.5mm x 50.0mm)","Black","Fluoropolymer, Flame Retardant, Fluid Resistant","T312M Thermal Transfer Printer"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RW-2512&DocType=SS&DocLang=EN,-,HT-SCE-3/8-2.0-S1-9-ND,HT-SCE-3/8-2.0-S1-9,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE WHITE,998,0,"8.23000","0","1","250 per Pkg","HT-SCE","Active","Heat Shrinkable","0.38"" x 1.97"" (9.5mm x 50.0mm)","White","Fluoropolymer, Flame Retardant, Fluid Resistant","T312M Thermal Transfer Printer"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RW-2512&DocType=SS&DocLang=EN,-,HT-SCE-1/2-2.0-0-ND,HT-SCE-1/2-2.0-0,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE BLACK,800,0,"9.13000","0","1","250 per Pkg","HT-SCE","Active","Heat Shrinkable","0.50"" x 1.97"" (12.7mm x 50.0mm)","Black","Fluoropolymer, Flame Retardant, Fluid Resistant","T312M Thermal Transfer Printer"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-020&DocType=DS&DocLang=English,-,HT-SCE-1/2-2.0-S1-9-ND,HT-SCE-1/2-2.0-S1-9,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE WHITE,1000,0,"10.05000","0","1","250 per Pkg","HT-SCE","Active","Heat Shrinkable","0.50"" x 1.97"" (12.7mm x 50.0mm)","White","Fluoropolymer, Flame Retardant, Fluid Resistant","T312M Thermal Transfer Printer"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RW-2512&DocType=SS&DocLang=EN,-,HT-SCE-3/4-2.0-0-ND,HT-SCE-3/4-2.0-0,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE BLACK,250,0,"10.75000","0","1","250 per Pkg","HT-SCE","Active","Heat Shrinkable","0.75"" x 1.97"" (19.0mm x 50.0mm)","Black","Fluoropolymer, Flame Retardant, Fluid Resistant","T312M Thermal Transfer Printer"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RW-2512&DocType=SS&DocLang=EN,-,HT-SCE-1-2.0-0-ND,HT-SCE-1-2.0-0,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABL 1X1.97"" BLK,996,0,"11.67000","0","1","250 per Pkg","HT-SCE","Active","Heat Shrinkable","1.00"" x 1.97"" (25.4mm x 50.0mm)","Black","Fluoropolymer, Flame Retardant, Fluid Resistant","T312M Thermal Transfer Printer"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RW-2512&DocType=SS&DocLang=EN,-,HT-SCE-1-1/2-2.0-0-ND,HT-SCE-1-1/2-2.0-0,TE Connectivity Raychem Cable Protection,LABEL HEAT SHRINKABLE BLACK,624,0,"11.99000","0","1","250 per Pkg","HT-SCE","Active","Heat Shrinkable","1.50"" x 1.97"" (38.1mm x 50.0mm)","Black","Fluoropolymer, Flame Retardant, Fluid Resistant","T312M Thermal Transfer Printer"
http://www.panduit.com/heiler/PartDrawings/C-IDS050X075VATY--ENG.pdf,-,298-18667-ND,S050X075VATY,Panduit Corp,LABEL SELF LAMINATING WHITE,100000,0,"0.02887","0","5000","5000 per Roll","-","Active","Self Laminating","0.50"" x 0.75"" (12.7mm x 19.1mm)","White","Vinyl","TDP43MY Thermal Transfer Desktop Printer"
http://www.panduit.com/heiler/PartDrawings/C-IDS050X075VATY--ENG.pdf,-,298-18670-ND,S050X125VATY,Panduit Corp,LABEL SELF LAMINATING WHITE,50000,0,"0.03410","0","5000","5000 per Roll","-","Active","Self Laminating","0.50"" x 1.25"" (12.7mm x 31.8mm)","White","Vinyl","TDP43MY Thermal Transfer Desktop Printer"
http://www.panduit.com/heiler/PartDrawings/C-IDS050X075VATY--ENG.pdf,-,298-18675-ND,S050X150VATY,Panduit Corp,LABEL SELF LAMINATING WHITE,100000,0,"0.03661","0","5000","5000 per Roll","-","Active","Self Laminating","0.50"" x 1.50"" (12.7mm x 38.1mm)","White","Vinyl","TDP43MY Thermal Transfer Desktop Printer"
http://www.panduit.com/heiler/PartDrawings/N050X___C_T.pdf,-,298-18489-ND,N050X075CBT,Panduit Corp,LABEL STANDARD 0.50"" X 0.75"" WHT,80000,0,"0.03887","0","10000","10000 per Pkg","-","Active","Standard","0.50"" x 0.75"" (12.7mm x 19.1mm)","White","Vinyl Cloth","Thermal Transfer Printer"
http://www.panduit.com/heiler/PartDrawings/C-IDC10466--ENG.pdf,-,298-18677-ND,S075X075VATY,Panduit Corp,LABEL SELF LAMINATING WHITE,20000,0,"0.04053","0","5000","5000 per Roll","-","Active","Self Laminating","0.75"" x 0.75"" (19.05mm x 19.05mm)","White","Vinyl","TDP43MY Thermal Transfer Desktop Printer"
http://www.panduit.com/heiler/PartDrawings/C10196.pdf,-,298-18687-ND,S100X075VATY,Panduit Corp,LABEL SELF LAMINATNG 1X0.75"" WHT,40000,0,"0.04055","0","5000","5000 per Roll","-","Active","Self Laminating","1.00"" x 0.75"" (25.4mm x 19.1mm)","White","Vinyl","TDP43MY Thermal Transfer Desktop Printer"
http://www.panduit.com/heiler/PartDrawings/C-IDC10466--ENG.pdf,-,298-18681-ND,S075X125VATY,Panduit Corp,LABEL SELF LAMINATING WHITE,60000,0,"0.04104","0","5000","5000 per Roll","-","Active","Self Laminating","0.75"" x 1.25"" (19.05mm x 31.75mm)","White","Vinyl","TDP43MY Thermal Transfer Desktop Printer"
http://www.panduit.com/heiler/PartDrawings/C-IDS050X075VA1Y--ENG.pdf,-,298-18666-ND,S050X075VA1Y,Panduit Corp,LABEL SELF LAMINATING WHITE,70000,0,"0.04313","0","5000","5000 per Roll","-","Active","Self Laminating","0.50"" x 0.75"" (12.7mm x 19.1mm)","White","Vinyl","TDP43MY Thermal Transfer Desktop Printer"
http://www.panduit.com/heiler/PartDrawings/C-IDS050X075VA1Y--ENG.pdf,-,298-18668-ND,S050X125VA1Y,Panduit Corp,LABEL SELF LAMINATING WHITE,45000,0,"0.04313","0","5000","5000 per Roll","-","Active","Self Laminating","0.50"" x 1.25"" (12.7mm x 31.8mm)","White","Vinyl","TDP43MY Thermal Transfer Desktop Printer"
http://www.panduit.com/heiler/PartDrawings/N050X075FJJ.pdf,-,298-19989-ND,N050X075FJJ,Panduit Corp,LABEL STANDARD 0.50"" X 0.75"" WHT,50000,0,"0.04574","0","10000","154 per Sheet, 10000 per Pkg","-","Active","Standard","0.50"" x 0.75"" (12.7mm x 19.1mm)","White","Polyolefin","Laser and Ink Jet Printers"
http://www.panduit.com/heiler/PartDrawings/C10196.pdf,-,298-18689-ND,S100X125VATY,Panduit Corp,LABEL SELF LAMINATNG 1X1.25"" WHT,55000,0,"0.04597","0","5000","5000 per Roll","-","Active","Self Laminating","1.00"" x 1.25"" (25.4mm x 31.8mm)","White","Vinyl","TDP43MY Thermal Transfer Desktop Printer"
-,-,298-18805-ND,TTSL8VC3-5,Panduit Corp,LABEL SELF LAMINATING WHITE,75000,0,"0.04711","0","5000","5000 per Roll","PAN-CODE™","Active","Self Laminating","0.50"" x 0.75"" (12.7mm x 19.1mm)","White","Vinyl","Panduit Thermal Transfer Printer - PTR2E"
http://www.panduit.com/heiler/PartDrawings/N050X125FJJ.pdf,-,298-19991-ND,N050X125FJJ,Panduit Corp,LABEL STANDARD 0.50"" X 1.25"" WHT,20000,0,"0.04939","0","10000","98 per Sheet, 10000 per Pkg","-","Active","Standard","0.50"" x 1.25"" (12.7mm x 31.8mm)","White","Polyolefin","Laser and Ink Jet Printers"
http://www.panduit.com/heiler/PartDrawings/C-IDS050X075VA1Y--ENG.pdf,-,298-18672-ND,S050X150VA1Y,Panduit Corp,LABEL SELF LAMINATING WHITE,100000,0,"0.05006","0","5000","5000 per Roll","-","Active","Self Laminating","0.50"" x 1.50"" (12.7mm x 38.1mm)","White","Vinyl","TDP43MY Thermal Transfer Desktop Printer"
http://www.panduit.com/heiler/PartDrawings/N050X___C_T.pdf,-,298-18490-ND,N050X100CBT,Panduit Corp,LABEL STANDARD 0.50"" X 1"" WHT,50000,0,"0.05541","0","10000","10000 per Pkg","-","Active","Standard","0.50"" x 1.00"" (12.7mm x 25.4mm)","White","Vinyl Cloth","Thermal Transfer Printer"
http://www.panduit.com/heiler/PartDrawings/S050X____AD.pdf,-,298-18674-ND,S050X150VADY,Panduit Corp,LABEL SELF LAMINATING WHITE,25000,0,"0.05609","0","5000","5000 per Pkg","-","Active","Self Laminating","0.50"" x 1.50"" (12.7mm x 38.1mm)","White","Vinyl","Dot-Matrix Printer"
https://www.panduit.com/content/dam/panduit/en/products/assets/s/s0/s05/s050/s050x075t1d/media/C-IDS050X075T1D--ENG.pdf,-,298-18082-ND,S050X075TAD-A,Panduit Corp,LABEL SELF LAMINATING WHITE,15000,0,"0.06075","0","5000","5000 per Pkg","-","Active","Self Laminating","0.50"" x 0.75"" (12.7mm x 19.1mm)","White","Polyvinylidene Fluoride (PVDF)","Dot-Matrix Printer"
-,-,298-20444-ND,TTSL1VC3-5,Panduit Corp,LABEL SELF LAMINATING WHITE,10000,0,"0.06084","0","5000","5000 per Roll","PAN-CODE™","Active","Self Laminating","0.50"" x 1.44"" (12.7mm x 36.6mm)","White","Vinyl","Panduit Thermal Transfer Printer - PTR2E"
http://www.panduit.com/heiler/PartDrawings/N050X125CBT.pdf,-,298-19990-ND,N050X125CBT,Panduit Corp,LABEL STANDARD 0.50"" X 1.25"" WHT,40000,0,"0.06116","0","10000","10000 per Pkg","-","Active","Standard","0.50"" x 1.25"" (12.7mm x 31.8mm)","White","Vinyl Cloth","Thermal Transfer Printer"
http://www1.panduit.com/heiler/PartDrawings/C-IDS050X150T1D--ENG.pdf,-,298-18083-ND,S050X150TAD-A,Panduit Corp,LABEL SELF LAMINATING WHITE,15000,0,"0.06187","0","5000","5000 per Pkg","-","Active","Self Laminating","0.50"" x 1.50"" (12.7mm x 38.1mm)","White","Polyvinylidene Fluoride (PVDF)","Dot-Matrix Printer"
http://www.panduit.com/heiler/PartDrawings/N050X150FJJ.pdf,-,298-18491-ND,N050X150FJJ,Panduit Corp,LABEL STANDARD 0.50"" X 1.50"" WHT,25000,0,"0.06248","0","5000","84 per Sheet, 5000 per Pkg","-","Active","Standard","0.50"" x 1.50"" (12.7mm x 38.1mm)","White","Polyolefin","Laser and Ink Jet Printers"
http://www.panduit.com/heiler/PartDrawings/C-IDS100X075VA1Y--ENG.pdf,-,298-18686-ND,S100X075VA1Y,Panduit Corp,LABEL SELF LAMINATNG 1X0.75"" WHT,47500,0,"0.06284","0","2500","2500 per Roll","-","Active","Self Laminating","1.00"" x 0.75"" (25.4mm x 19.1mm)","White","Vinyl","TDP43MY Thermal Transfer Desktop Printer"
http://www.panduit.com/heiler/PartDrawings/C-IDS100X075VA1Y--ENG.pdf,-,298-18688-ND,S100X125VA1Y,Panduit Corp,LABEL SELF LAMINATNG 1X1.25"" WHT,50000,0,"0.06302","0","2500","2500 per Roll","-","Active","Self Laminating","1.00"" x 1.25"" (25.4mm x 31.8mm)","White","Vinyl","TDP43MY Thermal Transfer Desktop Printer"
http://www.panduit.com/heiler/PartDrawings/N025X150CBT.pdf,-,298-19988-ND,N025X150CBT,Panduit Corp,LABEL STANDARD 0.25"" X 1.50"" WHT,5000,0,"0.06424","0","2500","2500 per Roll","-","Active","Standard","0.25"" x 1.50"" (6.4mm x 38.1mm)","White","Vinyl Cloth","Thermal Transfer Printer"
http://www.panduit.com/heiler/PartDrawings/C-IDC10466--ENG.pdf,-,298-18684-ND,S075X150VATY,Panduit Corp,LABEL SELF LAMINATING WHITE,75000,0,"0.07077","0","5000","5000 per Roll","-","Active","Self Laminating","0.75"" x 1.50"" (19.05mm x 38.10mm)","White","Vinyl","TDP43MY Thermal Transfer Desktop Printer"
http://www.panduit.com/heiler/PartDrawings/C10201.pdf,-,298-18671-ND,S050X125YAJ,Panduit Corp,LABEL SELF LAMINATNG WHT 104/SHT,45000,0,"0.07351","0","5000","104 per Sheet; 49 Sheets per Pkg","-","Active","Self Laminating","0.50"" x 1.25"" (12.7mm x 31.8mm)","White","Polyester","Laser and Ink Jet Printers"
http://www.panduit.com/heiler/PartDrawings/N100X075CBT.pdf,-,298-18493-ND,N100X075CBT,Panduit Corp,LABEL STANDARD 1"" X 0.75"" WHT,50000,0,"0.07808","0","10000","10000 per Pkg","-","Active","Standard","1.00"" x 0.75"" (25.4mm x 19.1mm)","White","Vinyl Cloth","Thermal Transfer Printer"
http://www.panduit.com/heiler/PartDrawings/C10469.pdf,-,298-18678-ND,S075X075YAJ,Panduit Corp,LABEL SELF LAMINATNG WHT 117/SHT,12500,0,"0.07951","0","2500","117 per Sheet; 22 Sheets per Pkg","-","Active","Self Laminating","0.75"" x 0.75"" (19.05mm x 19.05mm)","White","Polyester","Laser and Ink Jet Printers"
//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/Identification%20Prod%20cat.pdf,-,298-20445-ND,TTSL2VC3-10,Panduit Corp,LABEL SELF LAMINATNG 1""X1.5"" WHT,30000,0,"0.08408","0","10000","10000 per Roll","PAN-CODE™","Active","Self Laminating","1.00"" x 1.50"" (25.4mm x 38.1mm)","White","Vinyl","Panduit Thermal Transfer Printer - PTR2E"
http://www.panduit.com/heiler/PartDrawings/C-IDF100X150AJT--ENG.pdf,-,298-18257-ND,F100X150AJT,Panduit Corp,LABEL FLAG LABEL 1"" X 1.50"" WHT,12500,0,"0.09328","0","2500","2500 per Roll","PanTher™, P1™","Active","Flag Label","1.00"" x 1.50"" (25.4mm x 38.1mm)","White","Polyester","Thermal Transfer Printer"
//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/LJSL_PLL.pdf,-,298-19586-ND,LJSL9-Y3-2.5,Panduit Corp,OPTIMUM SELF-LAM. LASER INKJET P,10000,0,"0.09637","0","2500","-","*","Active","-","-","-","-","-"
